"","B4U56_RS02225","B4U56_RS03605","B4U56_RS03835","B4U56_RS04425","B4U56_RS04665","B4U56_RS04870","B4U56_RS04950","B4U56_RS05295","B4U56_RS06010","B4U56_RS06560","B4U56_RS06990","B4U56_RS07515","B4U56_RS08455","B4U56_RS09065","B4U56_RS09190","B4U56_RS09260","B4U56_RS09445","B4U56_RS09965","B4U56_RS10125","B4U56_RS10250","B4U56_RS10305","B4U56_RS10410","B4U56_RS10440","B4U56_RS10445","B4U56_RS10450","B4U56_RS10830","B4U56_RS10835","B4U56_RS11455","B4U56_RS11985","B4U56_RS12060"
"SEPI_Oss_2 (GE) - TPM",-0.422027500894381,-0.789898782273113,-0.643282239842704,-0.0435726595580224,-0.604240164213295,-1.05962856934053,0.382335179927491,-0.310346299497121,-0.412511418413268,-1.05417306839884,-0.661224772551303,-1.19865962893932,-0.644401891588382,-0.570541359093217,-0.249866661480983,-0.239830943247988,-0.840397799611351,-0.273562349729655,-0.0714323453622549,-0.165156059983894,-0.384475156675663,0.0292554486608294,-0.353283026673239,-0.37486852958205,-0.378195959922795,-0.771276766348537,-0.962317559567117,-0.382498801153773,0.362639774606277,-0.0493999024111208
"SEPI_Oss_3 (GE) - TPM",-0.350690431755028,-1.08427528291186,-0.248458353344219,-0.776875671507769,0.652435645976107,-0.495214060311056,0.140874625720333,0.517686261310425,-0.0601357004541655,0.60442501838428,-0.141757487057637,0.0189158083899737,0.115352931799179,-0.432716420526969,-0.0750805356205157,0.844539260418679,-1.16892428444265,1.18479230351127,-1.09789241556528,0.234346010517867,0.104283984101349,0.321184937884644,0.405283197442843,0.0756001634483495,-0.387747472886584,-1.15507941722347,-0.931206939589271,1.0598230980835,-0.113803328823537,0.23120333740462
"SEPI_Oxs_1 (GE) - TPM",0.652084341168648,0.284107029659283,1.3085627303881,0.971478222979239,-0.0295348020038408,1.63853546535792,1.11483665260043,0.421493561315439,0.656975043934199,0.253401871987693,0.99090536656014,0.727448136087152,0.911725483020898,-0.0188960005047817,1.0120962662044,0.0196615410139522,0.758255563191314,0.767811620208476,1.89156961188721,0.915406607381833,1.0536059208783,0.792899846735442,1.87796739933973,-0.669396635532179,-0.633603713993987,0.68890033084214,0.177253616735445,-0.0271547171874321,0.35509612418295,1.62176847251112
"SEPI_Oxs_2 (GE) - TPM",-0.553609216913913,1.76135959134021,1.39201135745176,0.62513516784956,-0.213168206773008,0.534423209333454,-0.0522535871207959,0.94589499104091,0.694979517618063,-0.509550873637132,0.296870599300914,0.171059956098585,0.419828239957652,-0.777245801837469,0.163382521843432,0.279443868614528,1.49256353107231,0.210880400907841,1.76588438712403,0.105992000966402,0.571387293988608,0.0112865814929063,0.721013873406475,-0.802780823983178,-0.710704169172738,-0.77236585749477,-0.20869797990272,-1.19638868433092,0.24006028728746,1.3570101821131
"SEPI_Oxs_3 (GE) - TPM",0.364697365317451,0.565953968942635,1.60209261535336,0.924962455028062,-0.392228157690648,0.609768391237635,-0.0218219100877935,-0.135599479064794,-0.307996759686834,-0.248874871022554,0.239306479391969,0.0988208901686924,-0.346647906742808,-0.202239542902322,-0.163419916731193,-0.475065935525024,0.147546045155745,-0.249922581786723,0.717380816055459,0.0812270174108122,0.480320983865226,0.0768782319502211,0.838462217112378,-0.939935864854935,-0.64593798286133,-0.895861456523997,-0.529184658557583,0.263773605518648,0.531658815856245,1.62384437875698
"SEPI_Sp_1 (GE) - TPM",0.241022628370515,-1.44499739833513,-1.22273653015624,-0.773850497930223,-1.01133854436037,-1.0123308543169,-1.11409240588261,-1.69703612277678,-1.73546177715892,-0.872527666744536,-1.3514408686574,-1.60288535014345,-2.01778644951656,-1.47931614905572,-0.817859424107736,-0.670606123627851,-1.47344240372001,-1.48671208249942,-0.971526349917277,-1.67643778442198,-1.34465785414873,-1.49385710183803,-1.18995746150976,-1.16614884323176,-0.929266172942292,-0.812960325992754,-1.64435863583261,-0.915659805585998,-1.24345591490594,-1.2080448072567
"SEPI_Sp_2 (GE) - TPM",-1.98812399498665,-1.73856544763205,-1.61987861860383,-0.937939731738284,-0.848054455688644,-0.880808561309202,-1.29156464124881,-2.10895223553595,-1.18319410660442,-1.29332152838871,-1.32025840597991,-1.45451147306981,-2.10397459272459,-1.37567037365938,-1.0334984515579,-0.535188868173181,-1.02533924106509,-1.29463171764153,-0.904492973765378,-1.71159467486433,-1.17219120113462,-1.39980055888376,-1.19217310005842,-1.13264514136134,-0.992239250056649,-0.962061534508521,-0.985567336112951,-1.27799507552167,-1.27102979988066,-1.30618643240226
"SEPI_Sp_3 (GE) - TPM",-0.679195289214783,-0.936076241804211,-1.28575578001183,-0.609782689951657,-0.608599901819281,-0.977109152150054,-0.947700481361579,-1.27272251926188,-0.766801092200929,-0.570288213841942,-1.2678371843186,-1.71149841453268,-1.85955955632455,-1.3604983336617,-0.660456518026257,-0.59755246281217,0.24497364604357,-1.42909286396773,-0.698989106891345,-1.61680292222021,-1.18602931439943,-1.44043748718114,-1.27579822369655,-1.05726289820507,-0.860278234795365,-0.428596724243812,-0.712751941663917,-1.06597370415771,-1.0054398210941,-1.2050567175434
"SEPI_Tm_1 (GE) - TPM",-1.10258847063531,-1.67484499848986,-1.66636817301215,-1.7547345586095,-1.26338321081818,-1.87908229780907,-1.2260628881093,-1.54448875181585,-1.65898146378159,-1.85631118476418,-1.8436418969253,-1.26180086759414,-0.917236494391947,-1.7874405516967,-1.65281039554799,-1.41011737940758,-1.89133716489099,-1.14433426000858,-1.50528321255125,-1.34264314987286,-1.46982079237671,-1.87678963426755,-1.7614248497307,-1.21577292633805,-0.989599480470721,-1.92905110729925,-2.081716405048,-1.43687771303557,-1.15611528586639,-1.58601344344443
"SEPI_Tm_2 (GE) - TPM",-0.79358000662712,-1.44874677698487,-1.59993435233667,-1.65881457444238,-1.43889371711033,-1.97115547237644,-1.36261054320507,-1.30079161808014,-1.32338280681208,-1.83014719664035,-1.8381632484606,-1.2411302497388,-1.32932413494713,-1.91270965953663,-1.28557672969284,-0.970536286283954,-1.20999397096695,-0.821791479982343,-1.41456254617564,-1.02215175534013,-1.44805683243276,-1.77716303037523,-1.58350323745505,-1.25487746032977,-1.04638153556769,-2.08224395447353,-1.49375032075822,-0.949270066384454,-1.13780161439583,-1.4831192536504
"SEPI_Tm_3 (GE) - TPM",-0.485451650977266,-1.19107612048003,-1.6794694341121,-1.60999199897745,-1.25578855084505,-1.97221871220151,-1.17634167958715,-0.910199692222546,-1.63015527335593,-1.77173583573212,-1.83616234593884,-1.34199982602421,-1.07727803024912,-1.98330001292466,-1.27125134679606,-1.07189085323633,-1.61628901645329,-0.726882059327334,-1.18175222869439,-1.26054222395193,-1.45129556726866,-1.75622111243372,-1.75708222310818,-1.19192880095229,-0.944849275143645,-1.7895292884849,-1.65733599829113,-1.23786744494479,-1.17573578300192,-1.43473704810124
"SEPI_Vic_1 (GE) - TPM",-1.00534370014836,-0.569060746211076,0.227496672507364,-0.607544885573372,-1.14959551026976,-0.808979248623621,-1.18494264275942,-0.716783582142315,-0.896252267570398,-0.611566726380793,0.0646595616731916,0.177080265585473,-0.846922037658828,-0.527972734893559,-1.01972580058576,-0.956867599286558,-0.0823064790073362,-1.81517405481247,-0.570534173574498,-0.44710759151129,-0.829526431411586,-0.635802697087218,-0.773637729087622,-0.410473140486171,-0.54396430591144,-0.48286414457438,0.422817841184971,-0.391273450913341,-0.744717282164267,-0.166376389629305
"SEPI_Vic_2 (GE) - TPM",-0.694421402969889,-0.343386142258929,-0.0650420804461572,-0.103609390668071,-0.983302699564953,-0.844468870693138,-0.875164007659217,-0.575661369384897,-0.588571691432771,-0.990940043889614,0.00313231249149705,-0.315750881562603,-0.675006589226101,-0.251125590574562,-1.11712611773827,-0.962458540728779,0.139746217494724,-1.57763834737247,-0.948574019881168,-0.573088250408429,-0.754836381105067,-0.712827051284971,-0.747047213233401,-0.200455644861396,-0.678202647746871,-0.255942497310151,-0.277902600559128,-1.07028266946112,-0.677654521474759,-0.475842216526655
"SEPI_Vic_3 (GE) - TPM",-0.70448287360687,-0.3923456149016,-1.05353027146387,-0.780743985789518,-0.220934945485805,-0.507680311070802,1.15240735782308,0.743239419460531,-0.490242904597758,-0.2719196050833,-0.61727573832139,0.477492309969744,0.121096790227385,0.638120262590145,-0.507163488611558,-0.737401054982529,0.159642229694873,-0.204891452176161,-0.562343351221396,-0.451380375746127,-0.468269183816312,-0.696752209634809,-0.44204704541366,-0.0800458833083142,-0.0727663818574481,-0.679472853977805,-0.851086970061666,0.0915648639616514,-0.44524838158419,-0.654441650100595
