"","PA0061","PA0120","PA0149","PA0150","PA0151","PA0207","PA0215","PA0218","PA0259","PA0269","PA0270","PA0271","PA0272","PA0306","PA0388","PA0474","PA0529","PA0530","PA0539","PA0566","PA0597","PA0598","PA0599","PA0697","PA0713","PA0714","PA0785","PA0836","PA0868","PA0907","PA0939","PA1066","PA1210","PA1223","PA1237","PA1290","PA1296","PA1373","PA1374","PA1463","PA1465","PA1597","PA1635","PA1671","PA1672","PA1856","PA1909","PA1910","PA1911","PA1912","PA1927","PA1928","PA1942","PA2132","PA2260","PA2261","PA2262","PA2263","PA2266","PA2268","PA2269","PA2273","PA2347","PA2482","PA2483","PA2521","PA2576","PA2662","PA2663","PA2686","PA2687","PA2689","PA2690","PA2691","PA2825","PA2826","PA2844","PA2846","PA2849","PA2850","PA2878","PA2930","PA3237","PA3306","PA3307","PA3332","PA3410","PA3411","PA3429","PA3430","PA3431","PA3432","PA3545","PA3574","PA3574a","PA3587","PA3599","PA3600","PA3601","PA3845","PA3849","PA3899","PA3920","PA3971","PA3972","PA3973","PA4034","PA4071","PA4081","PA4155","PA4156","PA4158","PA4159","PA4160","PA4161","PA4166","PA4167","PA4173","PA4174","PA4196","PA4278","PA4288","PA4335","PA4467","PA4468","PA4469","PA4470","PA4471","PA4514","PA4570","PA4605","PA4617","PA4687","PA4844","PA4878","PA4879","PA4920","PA5030","PA5165","PA5252a","PA5265","PA5432","PA5494","PA5495","PA5499","PA5500","PA5531"
"PSEUDO_As_1 (GE) - TPM",-1.12036313683553,-0.699159836975831,-0.663792450672168,-0.13479993479409,-0.489855041495091,-0.816452315795402,-0.811877550694953,-0.797282742773083,-0.637496415068852,-0.329126483739483,-0.461009441560299,-0.510082128299035,-0.472105048770721,0.863939370878597,-0.0393963751344579,-0.959745680561241,-0.528211901066631,-0.804305369741104,-0.741806267552305,-0.779295509914438,-0.713930940416791,-0.720956954852194,-0.804115227403916,-0.389083924324578,0.0947483429722958,-0.857732592830373,0.00212156204025446,-0.577991069651393,-0.84289298144223,-0.961298003149141,-0.813540568290774,-0.348686726604444,-0.691383208979421,-0.562003241662485,-2.09045196406288,-0.0665896804135245,-0.672673414475893,-0.639800036859914,-0.584250069527872,-0.343963604855817,-0.286840571404689,-0.590182971314379,-0.345425727152171,-0.651725949557086,-0.604845841964977,-1.17565835628897,-0.969950730258786,-0.598287425901368,-0.54268056602613,-0.531382466581269,-0.454815020308625,-0.882582657399541,-0.299309498498737,-0.14557271955528,-0.967103064625991,-1.1211462020641,-1.03046418617371,-0.496088875573644,-0.799211990795614,0.0633979431147172,-0.0329041233210575,-0.445353909334054,0.0416528185706114,-1.17008366272122,-0.973505348099058,-0.0765614135173818,-1.22032884877214,-0.368938728836621,-0.391880061141408,-0.69022292535102,-0.732461142204663,-0.756902128056399,-0.648504188558686,-0.626896057815381,-0.741897411287242,-0.452128317243299,-1.08674373583815,-0.959955240067606,-0.245572222832217,-0.417074789868578,-0.696849923091109,-1.19046027671316,-0.646393430494035,-1.48646221707104,-0.67229638736456,-0.966869908822732,-0.558550680942165,-0.781418178782173,-1.03409923676718,-0.677923525515358,-0.558677248385722,-0.321978948555324,-0.424752422257195,-0.651845931347211,-0.686526928741235,-0.362720775915466,-0.320080272582534,-0.707488478865916,-0.930707809959439,-0.930667383013975,0.0646027614325175,-0.761059871223621,-0.65556047826687,-1.11040393279067,-0.897068796897335,-0.702790039540251,-1.00035656442003,-1.13676470539634,-0.843806934495033,-0.765713250909408,-0.639015258180021,-0.77834863004926,-0.667979585128412,-0.67586723925198,-0.79121636764199,-0.346298038978549,-0.548264110073076,-1.10035921994178,0.0256216925312426,-1.06430644933646,-0.809663285188001,-0.578324859950556,-0.0819215038147279,-0.709050693586188,-0.724224610305066,-0.723545274599613,-0.741739278457583,-0.542729144080874,-0.752420771530692,-0.50612548918948,-0.686789462743543,-0.688313354322842,-1.1816559501743,-1.12188314239652,-0.616656557258698,-0.978014461526472,-0.55320498525681,-0.897130321186418,0.163182191490495,-0.85836602562063,-0.355305017087508,-0.390569498448288,-0.296985079345697,-0.854853677324782,-0.515261406338993,-0.602294938476124,-0.851516759172107
"PSEUDO_As_2 (GE) - TPM",-1.18102674351541,-0.524903589453814,-0.617559451273751,-0.268213256433529,-0.00666166524020626,-1.29072949925686,-0.368003300284425,-1.50658188400062,-1.16744339684642,-0.379596074356827,-0.418294179971778,-0.0511292753942656,-0.528617069251887,0.127131143563464,0.132504068433258,-0.892266371453575,-0.720383267855852,-0.479795229914188,-1.25382700853484,-0.663871053395942,-0.584013358729033,-0.735350502380993,-0.932517474169866,-1.31418986780607,-0.232884034475437,-0.627593655498938,0.0387898369698661,-0.895526551336313,-0.670112429842247,-0.986343204448172,-1.49649414495932,-0.767509702633429,-0.738086234640746,-0.847692036781582,-0.46172329458629,-0.352480514227448,-1.04777159182989,-0.767785374862808,-0.920131900831831,-0.43839406717108,-0.0682790226074402,-0.335103935529328,1.25723630812767,-0.208907585934857,-1.0926408604377,-1.30302954768061,-0.432462016816209,-0.613914508414713,-0.53884059340098,-0.548239145603406,-0.390065628992213,-0.858804532342849,-1.08169549138188,-0.173349524630961,-0.900834791958715,-1.06036075509314,-1.01849763839186,-0.55393975629671,-0.287934280448413,0.39533439695464,-0.15363838186377,-0.312197851215394,-0.72496033576347,-1.0977963506642,-0.841061966407535,-1.12733660550767,-1.51742410491812,0.37145289870599,0.0678724606792932,-0.711262313057481,-0.777285895851077,-1.08430247751068,-0.648504188558686,-0.616435723082289,-0.933517003926486,-0.411484058051932,-0.534592829126233,-0.906122910044624,-0.305918388373088,-0.399440145128566,-0.8611266951123,-1.34496244530913,0.511933043627796,-1.50007735541868,-0.890959258758913,-0.354759959146122,-0.576218476901945,-0.617927170214305,-1.04449211168401,-0.634135825404374,-0.48005334583907,-0.239303992470655,-0.36007872303176,-0.614083785013149,-0.664108456553168,-1.3696790130899,-0.866202628854522,-0.0475432251918921,-0.989694656029117,-1.18634383560564,0.282869290062245,-0.752509290872674,-0.635923272925299,-0.978942655541754,-0.958943947602049,-0.833894648448194,-0.960658474588468,-1.26435954739024,-0.845538113636743,-0.851798038504373,-0.684143263477365,-0.882389469612097,-0.687892367376592,-0.718908796582487,-0.750598733036227,-0.48601232294257,-0.697151600107187,1.29259240519081,-0.17372546163069,-0.950567628159669,-0.6531948417572,-0.734329727242614,-0.13228274984508,-0.696712768188366,-0.714073323835198,-0.715094071265076,-0.77717678737556,-0.548627149967498,-0.78957683604896,-0.50564436500813,-0.901964872244145,-0.335718475317082,-1.29401907305817,-1.03442390993449,-0.620953969210363,-1.03767417895965,-0.504531159924765,-0.947166658739778,-0.824513143894364,-1.22364944469149,-0.655447142740725,-0.92705897356196,-0.818419108026106,-0.849735207254778,-0.496860441472913,-0.628232138195917,-0.82758615911154
"PSEUDO_As_3 (GE) - TPM",-0.91082010745518,-0.627213605297096,-0.604243112445317,0.0973445890328134,-1.12122254020735,-0.827839101501169,-1.08271800203761,-1.20656425113275,-0.76258537090982,-0.331665129847855,-0.435138946422618,-0.461822699835259,-0.500656674906275,0.618096760819187,0.751141548626287,0.116241431670327,-1.0974195885869,-0.375914789017763,-0.938816840655807,-0.758687646428566,-0.407017017027345,-0.615839866102012,-0.976807377356862,-0.244302486699419,0.0205386432530514,-0.640109790318064,-0.160186541304266,-0.747523360867081,-0.6299135814136,-1.07220055715903,-1.53238927228679,-0.693368388420121,-0.539460528860543,-0.647829846291947,-0.519246519911253,0.0943715229478155,-0.44123344831644,-0.30621307940419,-0.44706968981298,-0.369764587704317,0.258281632090039,-0.104596388024732,-1.08609715758033,-0.485831931562672,-0.901605347067821,-1.2087362321753,-0.632727773768226,-0.689770204936705,-0.525185321976645,-0.516903713776127,-0.37954004744357,0.0788284318540617,-0.408686425466147,0.0313529796614471,-0.793518758586523,-0.91333486073393,-1.04120848155838,-0.720531098795508,-0.363900513443422,0.997165604470636,0.233213821454445,-0.354801490780404,-0.335096190636235,-1.20323722798596,-0.941806743508616,-0.857628775223793,-1.22016951938708,0.204267049626237,0.0490621073496162,-0.701410818099124,-0.744555521291886,-1.18435979689548,-0.648504188558686,-0.610692492019091,-0.57181929069636,-0.345682331125339,-1.46987180653517,-0.906986914306248,-0.486287038586904,-0.402618464184666,-0.311167064928591,-1.09103409269117,-1.19624941796426,-1.69149573727271,-0.754468359737807,0.417604275587224,-0.551595125592108,-0.835911609421756,-0.97164089558699,-0.586002771361429,-0.423643534446243,-0.199042765433298,-0.648603113485854,-0.654640662807582,-0.637789155290603,-0.865894295613134,-1.12213336592057,-0.282299034962264,-0.723124503638762,-1.02379800178748,0.271727683497231,-0.726691186779746,-0.631036179125984,-1.07986563904914,-0.901749826849568,-0.620442807814749,-0.967221008961724,-0.931737221176617,-0.95860276198401,-0.789089539480593,-0.731764892971512,-0.765942429812684,-0.697640279274925,-0.703123548832598,-0.545983682821186,-0.655026292229466,-0.611629754382391,0.0118407671418457,-1.38059143861363,-0.807136113916728,-0.496552463423881,-0.595362019802939,-0.620291045050014,-0.747595373378215,-0.704217081521537,-0.677588685767592,-0.730585188119897,-0.546766977978764,-0.791647819703398,-0.509572557463082,-0.00713666959611722,-0.244612554712083,-1.0655845140874,-1.27471420051857,-0.598604522481853,-0.889935226823471,-0.374085299256086,-0.902887750778275,-0.384564574982032,-0.978361218678071,-0.546819831997132,-0.342368130061721,-0.120304848457031,-0.767810878694436,-0.383068847711714,-0.726089917037292,-0.790711236296367
"PSEUDO_Bs_1 (GE) - TPM",0.458230714407968,0.198464573412305,-0.517681737729398,-0.626342896535398,0.537816218806921,0.551688387610239,-0.0843465216481419,0.772712372871479,0.229943234975158,-0.304893880954171,-0.276311155484903,-0.33331267225586,-0.537673505711956,0.79059582488398,-0.699453155764393,-0.553522011167808,0.126243186587632,-0.248248131465805,0.450878521751133,-0.0101269239329794,-0.4248256302026,-0.357322892963943,0.426873714723848,-0.207981814021247,1.05596910175398,0.514267944180811,-0.504112285186634,0.0456198592650892,-0.0945817478953599,-0.330258907557555,0.421200377010188,-0.112526748312478,-0.269940267422249,0.0373949855361409,-0.0315349949750318,-0.235560978965037,-0.000291045911816943,-0.489413872633961,-0.300979055001264,0.338663222159877,0.198185466623394,-0.313973605929985,-0.814317775837715,-0.305882377160503,-0.147528680764014,0.77331392028644,-0.789370007907413,-0.638379535304891,-0.544725394571916,-0.527532565263385,-0.382880152131633,-0.160336436263974,0.917924311424218,0.173546966995882,1.14581231625194,0.554890552370825,1.14552475129208,0.595329557678035,-0.185178867153345,-0.319746037721279,-0.0433651470232467,-0.308701101682286,0.314078700969095,-0.602673275668818,-0.528091970624222,0.0568388513721675,-0.0910729283452118,0.674738738193983,0.2064984061195,-0.655782715650813,-0.668630008832318,-0.152714237448906,-0.550425351152589,-0.382583011856331,-0.214003704694182,-0.533964526900776,-0.225580909241077,0.835884666846683,-0.265069945463438,-0.421722535123216,-0.103721700312049,0.0244025319048101,-0.0423355298412358,-0.0627288358927762,0.0524463164853626,-0.144226959061056,-0.518014512615089,-1.18208409571393,1.31926151808371,0.830286364260027,0.569733275031337,0.562388034951633,0.00601500399707736,-0.26472587773065,-0.254664427867717,0.660837387573441,0.0883117665727073,0.188153702855208,-0.476287780404815,-0.137739471347208,0.338478757048279,-0.687757592995049,-0.233695147389416,0.108736083834836,-0.163712260663473,-0.474501955602192,0.182494014288602,0.345534477899031,0.550415329792352,-0.753762911719646,-0.634055063547335,-0.717382524723326,-0.62500915296051,-0.691824719083465,-0.628996752807994,-0.255639833494079,-0.395298340586059,-0.813151486675161,0.369315346568732,-0.223722088291588,0.296021461168523,-0.832280452630415,1.02057285656839,-0.624737114720983,-0.701989163039259,-0.722563080773715,-0.658055773028991,-0.54391216639276,-0.636866388178816,-0.503246466244105,-0.027424169783638,0.124333999019788,-0.463032658919862,0.998546536011674,-0.121868862194985,-0.223083763095929,0.0124620840881603,0.039116202729376,0.963499879612809,-0.204266273753549,0.116295062211457,-0.388837688906633,-0.734375425825634,-0.310746353644172,-0.116726175434006,-0.0216753321090352,-0.785576204111553
"PSEUDO_Bs_2 (GE) - TPM",0.08645200970685,-0.19842010505388,-0.533204253209468,-0.697597657848966,-0.0681172699325254,0.341179988322733,-0.49176454104071,-0.703689345563492,0.143381002915386,-0.298066537946939,-0.445714058087383,-0.337401897145917,-0.338796054674664,0.209609067471315,-0.847179650185875,-0.29636872972507,0.693100839586037,-0.287376127037404,0.0437363778047229,-0.460442156784152,-0.556360953806092,-0.47825825545022,-0.0403038183568693,-1.29959991353041,0.839440630456888,0.476688919514908,-0.225170755158449,-0.182269203226674,-0.0869805879562675,-0.49788579029683,0.00144783586285821,-0.142740767609524,-0.309982455740907,-0.316065598807786,1.03892668096431,-0.412367111757039,0.0823363167173887,-0.268772337605592,-0.783906906815381,0.170124158853782,0.401380634715706,-0.672551404624598,-0.500088589213545,-0.162941317384428,-0.114609017228686,0.512544035152044,-0.107134455073718,-0.555330350550882,-0.563339349757642,-0.523063003287878,-0.358191589223002,-1.0128240130266,-0.0667000656285724,0.437606089035925,0.951047653336236,0.535985013286087,1.05937475669362,0.572539576499909,0.110736881998576,0.0153047464045075,-0.0324214746685362,-0.368317540422822,0.935321257574947,-0.418140809839366,-0.528415223721324,-0.341152482662253,-0.333932364433347,0.64805525755669,0.092053980704148,-0.647229494893369,-0.652635891063606,-0.344691694230592,-0.226532124295579,-0.178840790598497,-0.355531235673429,-0.433565665057946,-0.441633538356742,0.287050098922861,-0.44698484780431,-0.419893802583244,-0.510266109112744,-0.427285577065138,-0.687599324196587,0.112560739271642,-0.482746601311319,-0.238934518886388,-0.527993560095445,-0.0158374929496167,1.31161317317519,0.456977524955537,0.584101394596884,0.398324764706958,-0.171132131377579,-0.29556933228799,-0.183970239014246,-0.051540993273431,-0.305525969852864,-0.776019055436989,-0.476644625921388,0.0185286508188739,0.0415893736708816,-0.64819104646233,-0.170762890020358,-0.200360286102449,-0.371476484854293,-0.601678391142325,-0.142835040082865,-0.100810498837424,0.123798974965247,-0.698665909458984,-0.599198722271668,-0.768037308046416,-0.650803129324308,-0.601879258499896,-0.609470842069666,-0.647161936357189,-0.460067345742322,0.473711557062589,-0.0655299337666493,-0.154650377261895,-0.0591560056726467,-0.832283720490613,0.0297816330007122,-0.683192939774425,-0.670223231245169,-0.694378504624122,-0.694499758712002,-0.544871841438132,-0.591076021388362,-0.509452905231995,0.0696410130756812,0.00399897235472127,-0.369642474204986,0.648621462543396,-0.219685404804782,-0.327610168829124,-0.165466593562053,-0.152668918790393,1.50301351082819,-0.145711487350014,0.253585359949895,-0.473660714572659,-0.710017526180481,-0.629845667947055,-0.079662864405922,-0.16412116217067,-0.730091819419292
"PSEUDO_Bs_3 (GE) - TPM",0.648235438419222,-0.255684689959989,-0.506974182682262,-0.507778185122271,0.0127252323602966,0.359116887420965,-0.119917541691877,-0.0418315202973071,0.343283191893096,-0.326430011793779,-0.333179087597907,-0.126636269217291,-0.343829356521657,-0.119526313778832,-0.423943319132247,-0.865322586366849,-0.510296868039535,-0.0984086674727427,0.0351867430841172,0.361835053596344,-0.517059131405656,-0.47631929130561,0.332562760436179,0.829911813414365,0.30868839256332,0.49796095535236,0.267540942635451,-0.108225994887129,0.0674430867032063,-0.233925580569284,-0.191217326116544,-0.357176591517301,-0.530969668080879,0.11314716645476,1.40861504369835,-0.412360083662027,0.321849580187596,-0.0793608164452946,-0.224788275447931,0.00340295209077346,-0.227012186770141,-0.391838215083482,-0.370811332373577,-0.144311172490903,0.294699349296027,-0.0655529540196252,-0.572688275419467,-0.593545017502484,-0.530634374649498,-0.513056807677576,-0.362630428163996,-0.667878642487237,0.922837192442468,0.0500209262011532,1.17203835516758,0.564893529688186,1.24358152192316,0.54474568042151,0.0468659665748986,-0.192996593244843,0.590212479698435,0.666183776954034,0.00239643391619725,-0.400354111203198,-0.568661897055326,-0.665840442830748,-0.126106570094142,0.715933291899282,0.271253807006483,-0.625606931994523,-0.657368591984847,-0.161332678036566,-0.357216920057983,-0.15850146057541,-0.362030939406145,-0.416001671842245,-0.201125019780874,0.506729284877709,-0.353591090617051,-0.418292526062983,-0.666165958225454,-0.278921341930485,1.0070951843384,-0.044982778581094,-0.588850779019574,-0.687652107745574,-0.523045161687958,-0.477247543518011,0.979441003958006,0.551365647216455,0.486481319901603,0.467735438786609,-0.143786030240103,-0.328846669164844,-0.299148683822144,0.0249950687812458,0.461194824048721,-0.0513784050368087,-0.400996822127703,-0.320124185235667,0.217436852773837,-0.679710065630082,-0.228320389982572,-0.00392621705142452,-0.287365395703759,-0.554655977051417,-0.271588399588227,-0.455862028053999,-0.00325685101396576,-0.747417075528377,-0.623327551591913,-0.753187668692841,-0.63085932454347,-0.491076842623578,-0.635087032957014,0.241028701281085,-0.207235710803374,-0.305832855403147,-0.151352111585046,-0.368722572966918,-0.05823325054455,-0.852212204600678,1.06366959924579,-0.635421132604693,-0.678067902734209,-0.682628230134288,-0.687706907394171,-0.540775311067655,-0.615241061868355,-0.504836015416954,0.452563696508514,0.0312709779481112,-0.442239679587317,0.465188392152179,-0.259936947214556,-0.289365485667859,-0.108558133820398,-0.0778263640015093,0.80026223536492,-0.544416958187744,0.300869325126082,-0.0303830818106032,-0.802902706767001,-0.5703247184471,-0.243370305760475,-0.365452912493517,-0.679198715323454
"PSEUDO_Ctrl_1 (GE) - TPM",-0.0477002081353224,0.0804837512557797,-0.517427168464898,-0.647314084491463,-0.742005625059437,0.0883248000620898,-0.326155827397534,-0.0507437011835288,0.0434268983496438,-0.281405661936646,-0.320399538222027,-0.205899931852012,-0.324670924672951,-0.252267561182078,-0.605486863676925,-0.712408022608918,0.356833014140546,-0.0724894205341011,0.252276371202141,0.0308917151202219,-0.460130402001321,-0.367744648258026,-0.309025819938646,-0.463537795890089,0.590277004900104,-0.0656649352361293,-0.980985933304476,0.0299897437865312,-0.79922259503401,-0.882658687147757,0.125737799155459,-0.694024622010728,-0.295244298063955,-0.202335543978627,0.0787651738378483,-0.503993855721812,-0.145713806124662,-0.419621540105626,-0.752642140121862,-0.0801947427853992,0.271305566040158,-0.670059631374137,-0.766850734134956,-0.567941407320131,-0.43317767162303,-0.03386774626016,-0.937213185692247,-0.550557385711377,-0.542497300227101,-0.545451095894815,-0.418481140395251,-0.334159011200071,-0.66291812139413,0.506495018986487,0.621303699701606,0.827574028873851,0.981786044659054,0.423948770105697,0.208042164406059,-0.678321805786343,-0.670223624605026,-0.56767682791938,-0.644348792797331,-0.985849251926952,-0.6543083282461,-0.0443246340884144,-0.41726393827651,0.236626668809721,-0.0888892786448577,-0.620063832956899,-0.67529867225282,-0.588085271071195,-0.509143340819221,-0.432880411337818,-0.33930116999614,-0.42705106332546,-0.239040763864953,0.0689647966305306,-0.475383741389526,-0.41572542917211,-0.13698890548326,-0.327058081704562,-0.299798611650733,-0.726815703868421,-0.384981259730671,-0.0328138630647154,-0.549298728951235,-0.165837502147417,0.699322073867008,0.387040660908245,0.52220281805137,0.395406296599358,-0.288463227876185,-0.388531611863276,-0.451524993363621,-0.242473405626953,-0.348267392400049,-0.754874339070349,-0.274562620530329,-0.53441060832043,-0.368252644663131,-0.723814654483276,-0.337029048377741,0.344049176695051,0.0312727220523777,-0.464781253895258,-0.762398189616236,0.560802385719442,0.0890412560200641,-0.75557810535616,-0.635272184544376,-0.703321578482524,-0.648253926572421,-0.606927450563132,-0.616497256161132,-0.495825130698882,-0.511005552537124,-0.888870126272609,-0.249491860023852,-0.00718341991142276,-0.106205463006508,-0.886841719385022,0.126319051830134,-0.657762343177128,-0.705118049361002,-0.704863371895838,-0.680849738628973,-0.540816551291869,-0.634117282051935,-0.504291487344056,-0.200992524116968,-0.355289542306896,-0.41036262448582,0.149257376674152,-0.348922896414006,-0.496572990753338,0.476932799120302,-0.453851587918361,0.160829443683255,0.0333102140617012,0.140002648717194,-0.355210316201145,-0.439047649110171,-0.509070090950517,0.00634891682726641,-0.0576846803878597,-0.681716144540234
"PSEUDO_Ctrl_2 (GE) - TPM",-0.25520266039129,0.0258259721855668,-0.549853523475163,-0.460710826104195,-1.07081989063063,0.364915178872697,0.0307232569911475,-0.0690708154924004,0.208660579477021,-0.286746866391564,-0.282868361889491,-0.312756195693237,-0.266215747509723,-0.812624381942911,-0.409711905970425,0.217802163811903,0.268126742002335,-0.350664296822705,0.459351777158938,-0.361985277262168,-0.469046646837357,-0.107635921133621,0.0354422527818887,0.217163205900133,0.64767129414607,-0.270824314957018,-0.635567995665806,-0.103838203965161,-0.782179153375562,-0.443303513609801,0.999978551903554,-0.801971936398683,-0.265845505418654,-0.14239572667584,0.459821972822921,-0.55226192244843,0.14297626355878,-0.225689398466878,0.118502808406832,0.319957230660987,0.0207031832405443,-0.618472370404128,-1.21645686112617,-0.329484982099472,0.296001943755127,0.452930449942227,-0.854807369758762,-0.560212772013772,-0.485002481248244,-0.53787530640208,-0.367253497088788,-0.703627130148839,-0.0145289121525157,-0.0976962825661367,1.03430020797129,0.915133550805014,1.75652560127397,1.09685514182929,-0.21336772651379,-0.321010286071982,-0.790032580685631,-0.325570775651884,-0.728555980729821,-0.819246586196795,-0.574515961797109,0.725768610585369,0.0573844552603211,0.498704104966647,0.182056050511673,-0.600354067339759,-0.529418325895664,-0.0186517707957049,-0.354652264451386,0.0799469971593569,0.0896516985238091,-0.36175696784304,0.0481714677501384,0.469975897802021,-0.458155532374356,-0.418519467147367,0.201678255673146,-0.00288559688151982,0.729544106582223,-0.605698401379918,0.116879880682531,0.29390588755828,-0.486540098013016,-0.236257126866183,1.46231610366374,0.484712322029155,0.729882903525928,0.658982783287553,-0.047290338428943,-0.354768957992763,-0.0652646033619056,-0.104760706332981,-0.354550455318756,0.397506890567846,-0.486374420450593,0.00927774874765201,-0.0526813362108907,-0.620899264265245,-0.1344855526339,0.137847738849949,0.108017870770795,-0.401335109621163,-0.350673688502316,-0.0999507030062018,0.37461183397705,-0.593458408666129,-0.662324619029108,-0.683993342997861,-0.622432129618242,-0.558055064136757,-0.538379946836514,-0.186697592816621,-0.390084321086121,0.43793531004796,-0.0658738102212314,-0.136234990229211,-0.518385562472933,-0.860889771951846,0.172627580573439,-0.560659291956055,-0.633649299235045,-0.655740043197187,-0.623569427920467,-0.546763082554904,-0.515757335717249,-0.498922649004004,0.336872753218373,0.0529966296967979,-0.0941226087167577,0.11706225832506,-0.325190658851049,-0.43236031750258,0.359670381038784,-0.129446512346228,-0.0145076162303657,-0.21399869805254,0.137133535521463,0.137595829382659,-0.57623799116829,-0.317241083369815,0.102772821910107,0.440000698264831,-0.657405437096513
"PSEUDO_Ctrl_3 (GE) - TPM",-0.140023725607204,0.184717209925941,-0.601241422975894,-0.742559988646327,-0.220731855640142,0.215688879401738,0.394687131451931,-0.0921953969579079,0.0778165316245067,-0.282259117635763,-0.198951755343617,-0.397751341803629,-0.297942341165822,-0.0458642631519556,-0.669041085026102,-0.669484488798259,0.0979200566453064,0.0630266975270742,0.786545741328638,-0.743823341916512,-0.605796888242395,-0.189908361982874,-0.2684111198877,1.5191048524639,0.825509163470789,0.281306523504634,-0.826477465221606,-0.0545987439492102,-0.715985090441855,-0.829409192864578,-0.198469982952922,-0.604912720512737,-0.396754072028545,-0.282463575599621,-0.409932054193938,-0.386034051750924,0.0797478370383921,-0.378108703852222,-0.654174117735855,-0.0353911420937251,-0.321717999315731,-0.524200097703801,-0.603179617124692,-0.403545606141564,0.220066854058053,0.227507076060997,-0.489808469312108,-0.428650431916542,-0.515993546960933,-0.5245305915812,-0.37672957268738,-1.06316081812527,-0.458055493086062,0.580215678659405,0.973985643021946,0.807317556506987,1.24912178070384,1.19099693386035,-0.215785587036239,-0.968074515768942,-0.683214133028502,-0.377375064635361,-1.33786369429917,-0.868749536917125,-0.619841052969762,-0.66658077733372,-0.442819696182478,0.314615268479698,0.208819634301714,-0.550261107468479,-0.581412179108174,-0.597682863024382,0.25670863405995,-0.0390313347302997,-0.0520672514004964,-0.389494691947935,-0.298630647062408,0.239832137463655,-0.566646958675817,-0.411278491249391,-0.285001888872669,-0.273967425138713,-0.256077258227162,-0.672202760417097,-0.142573823260483,0.165860892518814,-0.539827272677966,-0.184483781036353,1.22905459715884,0.458102676683036,0.670280471848338,0.445029159571169,-0.238240611127349,-0.346178912035302,-0.164003867563684,-0.435503201819624,-0.477101254178117,0.148604385854269,-0.651077702602307,-0.0947516033103306,-0.277828988289132,-0.631138033070957,-0.186505614622326,0.348941117487994,0.289883417479455,-0.603085498861406,-0.732627612402419,-0.636141744947589,0.0838919428524621,-0.692325703864869,-0.639539495529927,-0.600774079250828,-0.685826988542165,-0.641449088759073,-0.48888724122406,-0.505781965980446,-0.536253604734667,-0.475361235912561,0.141473928944522,-0.231858510919475,-0.47790976757377,-0.858057835997228,-0.0177004214589076,-0.568485225904292,-0.584544722995351,-0.665461029219587,-0.652975263181945,-0.541770478484632,-0.521102908394568,-0.500375584754401,-0.0207119328317533,-0.191708014382283,-0.118448180293321,0.159897192683881,-0.332749720124752,-0.510540053022528,0.339127806824733,-0.0678680260273865,-0.269575610095644,-0.361247063350289,0.38226374007124,-0.137870497005818,-0.517375584524076,-0.46785088170295,-0.226516674392836,-0.0741812400225282,-0.615343417483639
"PSEUDO_Li_1 (GE) - TPM",1.09359047466172,0.00573925688815863,1.74119220839609,1.85075834223132,2.20137172998254,1.10411294074168,0.975981904774972,0.38111121898826,0.795545157489716,-0.28919755509408,-0.34286029805016,-0.21839164817196,-0.307839235280078,-0.207528242629995,-0.0522790820763202,0.969176457966257,-0.817772552912858,-0.920151867904823,-0.0578158087165224,0.252071330883112,0.232277393913914,0.47766829962037,0.681046736999319,0.690516847212512,0.377047353533146,0.360945495179508,0.0795007981017022,-0.692565966568272,0.512057713217394,0.290476960279567,-0.0459714584961776,0.826416816820863,-0.494406439421294,0.642643308656124,1.20991822494135,0.58280971901151,1.02196821164075,-0.0506395735805697,-0.120380851500616,0.0468848547713474,-0.286493624321956,2.19838119681068,1.92857424056972,0.100348728072049,1.38730569669656,0.434108851588627,2.10309387748614,1.72601656635468,1.18354325619508,1.38150292677796,-0.266086817886086,-0.498919391475426,-0.0518835287932408,0.00797014932153298,-0.277548835579227,-0.315006173474014,-0.653958427696495,-0.32614543462977,-0.0541200809645506,0.34635708431399,1.1007434235155,1.25173097284748,-0.0781787265407379,0.503280179569777,-0.294245620109335,0.257579230004274,0.451061288988292,-0.661106372616335,-0.274974647308224,0.98580911220364,1.68741634462298,0.566650905529557,0.778824292078547,0.194552014148892,-0.296086889176979,0.0379426382081399,0.82042502527769,1.3604563471108,0.946485996732004,-0.390406479952408,0.462093608858527,0.359879321698487,1.0881901793375,0.776818435955531,-0.484722978562998,0.000196150246277037,2.19464777364129,1.96104123850222,-0.530200337320052,-0.586101427233407,-0.634485273776488,-0.663750908134196,0.387276896895067,1.97878824006893,2.75283427789023,0.912266549229827,0.785004928530329,-0.110938934138601,0.710108098904657,1.48215417472619,-0.2531773827177,1.72426806837048,1.37014091872167,-0.0863287263596539,-0.156915971862479,-0.126700773497849,2.25036923140025,-0.109430301193723,-0.229975678614411,0.874777563139114,0.726357359445519,1.31132714243904,0.843529544995165,1.30709467311295,1.39886573552777,-0.521173096605455,1.12505613789514,1.37675817895712,0.261981019461612,1.08307912260171,0.0864481363204586,0.772635824086458,0.0204782828876941,0.792373596384761,1.10524673743549,1.52919842301933,1.59731792221536,1.4702686482867,1.37714597058068,0.858659627037331,-0.239604026128595,0.11052296108345,0.272818821065655,-0.682790311496914,1.7586044999574,1.44345340144672,0.613550261059542,0.640524196850063,0.823830185039806,0.819377281179332,1.09326559493771,0.51608054667889,-0.150649073228198,-0.20415529011019,-1.24362855319129,-0.549617369857111,1.08996275275089
