"","PA0061","PA0120","PA0149","PA0150","PA0151","PA0207","PA0215","PA0218","PA0259","PA0269","PA0270","PA0271","PA0272","PA0306","PA0388","PA0474","PA0529","PA0530","PA0539","PA0566","PA0597","PA0598","PA0599","PA0697","PA0713","PA0714","PA0785","PA0836","PA0868","PA0907","PA0939","PA1066","PA1210","PA1223","PA1237","PA1290","PA1296","PA1373","PA1374","PA1463","PA1465","PA1597","PA1635","PA1671","PA1672","PA1856","PA1909","PA1910","PA1911","PA1912","PA1927","PA1928","PA1942","PA2132","PA2260","PA2261","PA2262","PA2263","PA2266","PA2268","PA2269","PA2273","PA2347","PA2482","PA2483","PA2521","PA2576","PA2662","PA2663","PA2686","PA2687","PA2689","PA2690","PA2691","PA2825","PA2826","PA2844","PA2846","PA2849","PA2850","PA2878","PA2930","PA3237","PA3306","PA3307","PA3332","PA3410","PA3411","PA3429","PA3430","PA3431","PA3432","PA3545","PA3574","PA3574a","PA3587","PA3599","PA3600","PA3601","PA3845","PA3849","PA3899","PA3920","PA3971","PA3972","PA3973","PA4034","PA4071","PA4081","PA4155","PA4156","PA4158","PA4159","PA4160","PA4161","PA4166","PA4167","PA4173","PA4174","PA4196","PA4278","PA4288","PA4335","PA4467","PA4468","PA4469","PA4470","PA4471","PA4514","PA4570","PA4605","PA4617","PA4687","PA4844","PA4878","PA4879","PA4920","PA5030","PA5165","PA5252a","PA5265","PA5432","PA5494","PA5495","PA5499","PA5500","PA5531"
"PSEUDO_Li_2 (GE) - TPM",1.71845248302359,0.0655192482862745,2.48643166967459,2.1293393604672,2.85962163846409,1.34922075993433,1.05543868188344,0.999686330144282,1.41066926532372,-0.251076037377806,-0.33763968538514,-0.460672377673469,-0.342520576726564,0.200911967774144,0.236771680844389,0.403354622275492,-1.08831755870343,-0.716852112662978,0.43652602591359,2.59754921473575,0.423139216407096,0.402048455158566,0.918006037140168,0.305592079754894,0.0403852653213289,0.141201387171926,2.83571494340167,0.0916998600735945,1.59168870236751,0.473785043903281,-0.36769550107907,1.096560484687,-0.35624622091196,1.25472392206687,0.845549409567549,0.534342535891106,1.94793443753797,0.00911303365413541,-0.123626716405149,0.352786047705114,0.375691819500175,2.54869142690305,1.16000895470734,0.222151131009954,1.59112749222252,0.505341584894316,2.04457647319119,2.11269867379646,1.48933663648394,1.66919294458474,-0.276907445304339,0.262348583812178,0.183317338794214,1.35372933369841,0.212593461860628,0.184690209485856,-0.679023855445371,-0.244303488118723,0.414392705585008,0.489847765404683,1.08411862690122,2.17938473316496,1.99324753804889,0.694992651277721,0.0631896498726744,0.712169320980664,0.569756018096969,-0.441590002240971,-0.355711814788051,2.04061326215059,2.20165572715291,0.736393273849052,0.667236003368155,1.11111503691327,-0.421420662043697,-0.0893427186402245,1.77263394068765,1.948104331337,1.69104081434803,-0.358796364301359,0.18612066562584,1.23435601933651,0.354531570924744,2.499155114345,-0.56039470203055,1.05785360800449,2.45714455718246,1.18854739440508,-0.567105167806763,-0.516694528600323,-0.585900426061228,-0.608427061244739,0.348441781615843,1.44699422277214,1.55818891294862,1.11563810989322,0.946668253663707,-0.405165328401588,0.663698549282023,2.84377585086588,-0.0444583711852841,2.1422209107708,1.66336716650565,0.235670522764106,0.104633275427942,0.0268795826754558,2.02429413652422,-0.459401964520837,-0.12761364697746,1.19660491639026,0.833631787842269,1.46070754887315,1.16050334693721,1.78927974000295,1.95189088240574,-0.274488112269691,1.31501455330842,-0.0633179948143674,1.73412549795537,1.5337697494507,0.239359607723036,1.64057364455399,1.46788334909293,0.807948980651451,0.673128661647022,1.34449898803019,1.53011723349243,1.63999441974264,1.12507108362972,1.05400790574441,-0.509908130061303,0.798658598293496,0.180268665490261,-0.202974766452816,2.17277432370885,1.76527399250788,0.915556344494802,0.921528730314726,2.00086507081767,0.722614782316119,0.835771297394244,0.162622867077403,-0.0928182495868287,0.259011367001848,-0.866508530428964,-0.705612132375547,0.855050765597109
"PSEUDO_Li_3 (GE) - TPM",0.796875264103448,-0.109963248770465,1.56202961656986,1.93983216388901,1.43703101997486,1.43672402899038,0.799284484805494,0.0812124887070737,0.816736462026396,-0.293338785066423,-0.440548943854089,-0.304221962894287,-0.45169728145888,-0.648417947739908,-0.0205788402939166,0.460093087052608,-1.00090137504077,-0.57193399822012,0.303234829940964,0.600636224566341,0.21810128977401,0.329702847392049,0.637924308517125,1.62621236930435,0.392431800176773,0.312769937396622,1.18962992743859,-0.588244396729652,0.393826991045861,0.195027953508445,1.33255160587396,0.895325706487726,-0.398085952602719,0.733175684511424,0.0905307065842949,0.130308995338337,1.63272718497132,0.0629396742272304,1.15047272382833,-0.0980729576827586,0.19848521559563,1.46748884987397,1.99017029335227,-0.0966680107259188,1.06897436978782,0.141569828189079,1.8272492129393,1.17865435025947,0.839674173602439,1.24685799042894,-0.338804281598461,-0.336768049388419,0.695555513113497,-0.817158223710785,-0.320291985903904,-0.0287666332589414,-0.583953168139532,-0.449675015999272,-0.141334850429809,0.0677540581191858,-0.00271203280342417,2.10321195337447,0.882591861075855,0.385905113278899,-0.314639460610947,0.971006024162945,0.909434973036125,-0.620301643231692,-0.38241704128046,1.01058594521358,1.8223972332174,0.0726561004207644,0.620977799736395,0.584358128912149,-0.183644460362343,0.174108218542218,0.44954248780954,1.64412382961647,1.25290506545074,-0.385363899860224,0.0986791775558379,0.418098733339938,-0.960515427449078,0.497407670838992,-0.5449633230813,0.159273685741951,2.12287383859142,1.81250490524915,-0.651185432955786,-0.604931118541474,-0.622108211114489,-0.671717189081784,0.177969596380077,1.83612989840282,2.2156190163493,0.362014494460233,2.35514630246953,0.566085451302194,0.39134851441806,1.99384033105933,-0.20619884346675,1.54844937544344,1.05359940148901,0.0193454551364487,-0.185430592587253,-0.207484453649358,2.52489441601886,-0.0606245225760125,-0.0297037794353149,0.545720188288842,0.461617039280261,0.974435941080804,0.691204206968059,1.10061948651049,1.49050459049477,-0.0871172508733117,1.01413475813356,0.924014375561819,-0.414018778125213,1.61831833855801,0.370055541591716,0.469055818631793,-0.0795399105135408,0.396972420152403,0.430542407072594,1.01683203713648,1.02346750518695,1.28829922917083,1.25785982572686,0.859414810678234,-0.225307466743313,-0.126992860250471,0.0906820074286597,-0.569261694065531,1.3256009514464,1.00479755181361,0.350200939409098,0.461302882673655,1.09241733487485,0.817661761214206,1.43850376509632,0.0154032623462216,-0.29826128503045,-0.408894699955646,-1.35340262764675,-0.813120315268073,0.849861436673823
"PSEUDO_Mig_1 (GE) - TPM",0.0522339655965743,-0.367418131328596,-0.62300648056614,-0.694032334004148,-0.218350007341615,0.583079921870913,-0.220475679354118,1.96700143859842,-0.00382282673920815,-0.371189852061824,-0.443536954406171,-0.29128515301082,-0.428475155804264,0.664158529412164,0.621141548863472,0.111525518562589,1.89643020523945,1.1896953313957,0.259032831421096,-0.713346643867173,0.752723089889293,0.570594266732263,0.271514832280943,-0.501937725394388,-0.751948704386781,1.35465810648403,-1.46249324571621,1.1806209489372,0.26913395581966,0.367839157452654,-0.0652168638417277,0.565714738388836,0.638564335216529,-0.277841259294491,-1.13525976451741,-0.492472399777318,0.738150397628114,0.0158539958482068,1.43360996794684,-0.891147204323479,-1.18111713038721,-1.11918146540012,0.72155070875403,1.72627594539828,0.899854084415503,-0.52207014345921,-0.591386005351136,-0.838098921728816,-0.568522991099168,-0.565879509715427,-0.420778467493158,-0.368597869057616,-0.972363884134487,0.355627818396863,-0.797775129653439,-0.459040635251608,-0.21817798218976,-0.291529530027832,-0.948545892908994,-1.62110295736518,-1.39464228825185,-0.905950109669258,-1.17145175372213,0.768005664749991,-0.247732688288739,1.03599379002784,1.87599102757684,-0.880422923759772,-0.660774862872411,-0.704246380614836,-0.79215069249531,-0.243424512285718,-0.615966075304549,-0.599217663541469,-0.719323977783643,-0.595983461698019,-0.609795077013711,0.67452308136062,-1.01956642261192,-0.44604255366302,-1.14121702300674,1.09826823712152,-0.870417172680329,0.23952136948618,-0.327892006747773,-0.254209142842264,-0.587240567469302,-0.6697810572643,-0.134047085215824,-0.527242149418449,-0.516498724886671,-0.507106902694543,-0.575523824998535,-0.221721354478917,-0.205045748209669,0.0212193815191033,-0.36658310506874,-0.474024414117861,-0.654897333637085,-0.436354009110491,-0.722083407642196,-0.727973624521944,-0.340761702084711,-0.672059190552086,-0.73812189714628,-0.580897920875459,0.642036397447416,1.60398790881096,-0.380684807814763,-0.740257778970653,-0.596964278304342,-0.697196491307132,-0.607018127185501,-0.713627615259137,-0.85864810092122,0.38681933448252,-0.260076871020783,1.29918219288926,0.707782886113862,1.27970000781021,-0.442440277293307,1.16258732342636,-1.00223669785492,-0.658549799841849,-0.658960251735817,-0.59545345554422,-0.692317720327814,-0.543030234408019,-0.67494387743556,-0.507930678882959,0.736021196497785,0.792336571412137,-1.5277298075498,0.17733187676393,-0.226970333019883,-0.46501877586732,-0.965765638209137,-0.339866284506756,-0.201799125959655,0.52428579659911,0.631124342971481,-0.849745751973244,0.779605738743655,0.974916223192144,1.0666377979463,2.07557422341758,-0.656285949409937
"PSEUDO_Mig_2 (GE) - TPM",0.253007225277133,-0.46614366499791,-0.650717519833825,-0.838647452056405,-0.269906127477212,0.814923455408065,-0.178230480322828,1.09985256068764,-0.147603893391598,-0.393376673463713,-0.464236111205384,-0.319195394754052,-0.314143241697304,-0.311460519908226,0.294941314910234,-0.157205097164964,0.697782649036731,0.959060537681793,0.188869305504836,-1.11991409508647,0.958899635629572,0.595188335230607,-0.384041104371434,-0.327768208373585,-1.03993345836024,0.798229897492265,-1.02340988479258,0.377064359413011,-0.618165082750834,0.435838606895411,-0.369040455208629,0.0796550887500053,0.63916807997135,-0.463337944662382,-0.604287938674884,-0.649420865426229,0.841597058286672,-0.167995829574428,0.853316748042903,-1.17964043679703,-1.25872959339053,-1.21296166545682,-0.129085399299802,1.36650121813491,0.164888638191575,-1.06775117566681,-0.752287607417758,-0.895766276918856,-0.572702874844763,-0.559780730957011,-0.422208609146039,-0.329877789936127,-0.793646562505762,-0.171822024317285,-0.800915235413077,-0.626758926673809,-0.272202102948236,-0.339512528836664,-0.914578503116614,-1.30497478533861,-1.25038173045086,-1.12792057626153,-0.579272525570541,0.366227330719286,-0.297153936314461,0.0332942532400099,0.855902299588653,-0.891828153529799,-0.682525737355614,-0.700591974549337,-0.781325636217579,-0.460891688912635,-0.648504188558686,-0.569574208977756,-0.546176711699411,-0.574269306597024,-0.384858041478728,0.102541002170627,-0.941453644269521,-0.446231366443999,-1.11549797560369,0.641829605120326,-0.46313681053059,-0.304832928066586,-0.479593918618314,-0.611297520547212,-0.559732860970211,-0.756631617826988,-0.29199422446186,-0.588278364191099,-0.536366491695536,-0.538249488999009,-0.609602145789877,-0.312149663477441,-0.193191080488412,0.290780533431876,-0.153467178461299,-0.59931991680941,-0.809382929645671,-0.423159852182323,0.122156168459324,-0.684969095490072,-0.357293878117332,-0.52666317118329,-0.646648036918508,-0.68992371290828,-0.0338417679393406,0.970802104167092,-0.297681511014393,-0.753084227369939,-0.618153953110229,-0.783569697321484,-0.607320903512305,-0.71361806765218,-0.790228166573759,0.648399857605595,-0.476529197757671,-0.212902428575674,0.019235933537666,1.28514762087509,-0.500886375178681,1.11034162304895,-1.0290582077795,-0.662469046694089,-0.646425611111651,-0.662495459413202,-0.704709759004305,-0.543403085068822,-0.689081368996989,-0.506243665660267,0.410139854166298,0.881872023665074,-1.49205590044101,-0.0273576212477872,-0.310776300684742,-0.497247981284917,-0.96561157616492,-0.221506479975134,-0.51945502838795,0.318740982590172,-0.413492152214093,-0.354609061818523,0.77991897648272,0.435103227063422,1.66686096212729,2.03772506259374,-0.642419391117354
"PSEUDO_Mig_3 (GE) - TPM",0.0385725468505388,-0.409892158773939,-0.603176922529039,-0.746904817982014,-0.134689068869881,0.591633650462643,-0.390421704211768,0.0361377510245984,-0.107056268551542,-0.388309005335917,-0.443645481805875,-0.291439888818803,-0.384582799273335,-0.778126114497397,0.464002070868694,-0.895578717251449,0.132404558287017,1.93719145059395,0.178975073993351,-1.18684635635474,0.656275236871519,0.675923844350951,-0.826339674644228,-1.12126998117122,-1.16961991105008,0.55722982266002,-0.832701471356691,0.327557171393159,0.0703319447426806,0.652874840942382,-0.851508473238734,-0.815876898035852,0.512622620203563,-0.277494958928159,-1.16630037695128,-0.607043092929194,1.20984411767873,0.309638084522494,1.35984977596789,-1.00768423530893,-1.42413828824987,-1.30389264714684,-0.799146568552334,1.23147688321005,0.0601211228542172,-0.975868136059803,-0.992843200715721,-0.756664303474778,-0.580634642740643,-0.560059195581359,-0.440195372804514,-0.414611820518385,-0.684081666976692,0.223923305303346,-0.966779730399581,-0.612078052279132,-0.1360735525524,-0.340401666798411,-1.05741037532124,-1.57546872482697,-1.23028942243287,-1.17973143066111,-1.08270617752547,0.773290987778941,-0.483438164022116,-0.515426814235126,0.63271227167916,-0.893018818637244,-0.682375741609411,-0.71193037219832,-0.782811267826939,-0.650787551316769,-0.548753398895793,-0.581266463872413,-0.709322977692864,-0.575591836737838,-0.270802813720376,-0.33258552690367,-0.90827627617664,-0.445158607754907,-0.917437355741432,0.22946835663643,-0.899431895630296,-0.715453908243992,-0.645407242700926,-0.331541584781334,-0.546519883788117,-0.566668689327247,-0.291216002648234,-0.616239613671784,-0.565863426960476,-0.55422625802519,-0.662594057805287,-0.190315074335519,0.0115686342900562,0.141443141285973,0.151119156215589,-0.0492497820138158,-0.725126427124238,-0.310652889931657,-0.271505948738592,-0.711359883723264,-0.323560308599375,-0.739817104893966,-0.77433783416319,-0.901925413654261,-0.466093192869831,1.63208019991938,-0.433797821052757,-0.751945575743009,-0.635940462344109,-0.62959715691258,-0.642975493464419,-0.730452381431339,-0.816044492020922,0.412228385493308,-0.359231660697133,0.928523677377085,-0.98899218712963,0.96167238129829,-0.616686971939217,1.233075781516,-1.19439518166051,-0.663991653192277,-0.668140169085566,-0.709541767081752,-0.72166132280001,-0.542904686745293,-0.741288075184336,-0.505868570459019,0.78258487154821,0.234135623293517,-1.46663783979261,-0.294617331371032,-0.209957916496404,-0.369708818860246,-0.966985762773884,0.0242179627552098,0.0180392494672651,-0.229786766851786,-0.396728172085533,-0.718886064883516,0.609721650132813,0.226670909873139,1.3030848780648,2.06689396265675,-0.709076277379899
"PSEUDO_Nd_1 (GE) - TPM",-0.315674767464996,0.934336685743175,-0.652861780639722,-1.03197803734574,-0.923681519273474,0.478613900486396,-0.124986725492988,0.487509857921943,-0.0731178829888812,-0.195947100556198,-0.247676832983247,0.0543516120486018,0.360746903663874,-1.17506229332656,1.45345212357404,-0.414832990749706,-1.27960362501554,-1.087224634794,-0.798692622690097,0.380170978232998,0.293274826035714,0.46013158619972,-0.996447632602967,0.365068399426205,-0.885828785924765,-0.440415036960073,2.07168268221323,0.108398482591236,1.18838086491031,1.10249180436716,-0.720614404231007,0.727617788449313,0.722540314582095,-0.00867334158997756,-0.0832715580933723,0.25063038134406,0.640222689464064,-0.864576321638557,-1.03697959052646,-0.350281952743522,0.513251635586111,-0.605965719934075,-1.13451786684078,0.720125300718761,0.224872435416993,0.351646592287796,0.523518215133183,-0.316507768948972,-0.456385954084435,-0.491791316151021,-0.236382297265392,-0.778038209522568,-0.407460634100907,-0.837131707173832,-1.23616574055785,-0.804008880017997,-0.335205404345936,-0.619127578262877,-0.392190271835497,-0.480399361601609,-0.0471840223605917,-0.348258344255658,-0.290953864636655,-0.0559421456616789,0.733636820782904,1.95225419186646,0.388637968293321,-0.884656333111767,-0.702922161118066,-0.624732752619336,-0.632312890499994,1.00149804151059,-0.600102801495877,-0.569936987450312,1.62023881870036,1.39569455648219,-0.831124184896212,-0.187101156061314,-0.112969026109578,-0.429666467581178,1.34789039567335,0.209164010183725,-0.940309680287756,1.25679471067369,0.510725270214623,0.133074667172071,-0.570456597349395,-1.16055122782687,-0.405342092583504,-0.419460339767453,-0.81164321359612,-0.841081459565359,0.949118095779469,-0.605651124754126,-0.663026550408781,-0.752534401427546,-1.83169877080939,0.711410929842734,-0.393218698197445,0.380857790003608,-0.586012849767147,-0.729390624202793,-0.619207772194033,0.438595152833466,1.13528558182597,0.585852097291901,0.119501647052143,-0.545588840383116,-0.0372923525061467,0.270553088296673,-0.548809964535938,-0.610151588490285,-0.525610095804946,-0.613343376069874,-0.48281192443447,-0.0647947519080565,-0.558712178236547,1.83522231920199,0.500327956266349,-0.310653233067018,0.827881877752615,-0.190430384566276,0.0621159271154769,-0.498743115187842,-0.563573898040139,-0.490841911527274,-0.42673078675901,-0.528125830444849,-0.164621608164311,-0.491022605803375,0.363536372264181,0.0831667400609426,-0.619296526625628,0.201059974334986,-0.284179967654781,0.257633726776411,-0.787073621724183,-0.288105202639542,-1.77795642424291,0.777536284292742,0.692713001390329,0.230503960761882,-0.343149864682939,-0.255446145767168,-0.637817347002337,-0.677846672069408,-0.631991036289534
"PSEUDO_Nd_2 (GE) - TPM",0.82717952039731,0.200353502343335,-0.599139735657805,-0.672450358872701,0.0568706092172386,0.20237076416123,-1.00556943926429,0.858381827331048,-0.447144150736491,-0.117005618669321,0.0380831438963221,0.0831705097292686,0.19997663869529,-0.421885216163408,0.480779515683732,-0.643577708144201,-1.5673903554109,-1.24957702529409,-1.15487540713923,-0.274056679142078,0.579024151938291,-0.0178701702546433,-0.657967607596908,-2.44498819832547,-0.993223146802331,-0.492559604020961,-0.584343439831686,0.429080403161294,-0.184847499818993,1.28049300921971,-1.02645583054662,0.472844148225627,0.235951382935331,0.155297985891858,-0.467345422246381,0.221320182069477,0.510355064101025,-0.689701426183343,-2.10044489725022,-0.668582359711702,-0.107695219314271,-0.915167185760426,-1.32789293249572,0.157607188407658,0.101282505436323,0.330128083285088,0.319293370698329,-0.339188340784012,-0.472421308864182,-0.508305493416357,-0.293444948015524,-0.529513840705066,0.582701895101403,-1.06890144492014,-1.27007663410157,-0.761286631649934,-0.333127479306699,-0.391559142054628,-0.260731052135407,-1.66560789196875,-0.489197588397044,-0.56834708463458,-0.272214952456869,-0.989284222851607,0.256997084881818,-0.178586890512884,0.337164027696348,-0.885295272222224,-0.709185623037178,-0.602541720173956,-0.662658990893292,-0.0321772155118665,-0.45665932777607,-0.452693522366039,1.1723940901737,0.531549214335933,0.0472023400757185,-0.5968275745403,-0.252239140705909,-0.406770396688386,1.31271251754024,0.0174318702733637,-1.0096866790085,0.745835899778925,0.459358539742906,0.282966812217468,-0.558972234867771,-1.58999082557832,-0.279650863381457,-0.569064653234895,-0.82222007963367,-0.841592898585897,0.623724403197766,-0.680049856703952,-0.654639889678998,-1.28643415794863,-1.8188942034585,0.186362281399229,-0.33179094399921,0.52482801813851,-0.528174508357141,-0.6913866662567,-0.622938762989423,-0.0799950268524835,0.965704577975799,0.91787782758312,-0.78744532985977,-1.41207442854384,0.390640426718534,0.0778894496090387,-0.440377916899206,-0.778815334633124,-0.304293391760777,-0.750227775359678,-0.510300688277251,-0.498385480130288,-0.607145540815346,-0.967332057884248,-1.06282504226891,-0.347344714537767,0.608565935790249,-0.039592434195675,-0.668373217428183,-0.568962619759699,-0.494982779862309,-0.623133781639949,-0.525212652413699,-0.541394770800726,-0.246120770161502,-0.486424743200793,-0.285586755743779,0.507559631515638,-0.310151502142656,0.065227404204466,-0.306806526208613,0.326976480514634,-0.848480559564879,-0.440669520583891,-1.48604098630051,0.343691024131684,0.319361090893838,0.503771585309984,-0.727062113729034,-0.221814602674258,-0.38050713503481,-0.56934161395409,-0.602045648445798
"PSEUDO_Nd_3 (GE) - TPM",0.746204752837355,0.754365746987964,-0.61171705218047,-0.464504832665722,-0.533575846795334,0.782583361673877,-0.709961307365627,1.00925347186328,0.414929862590772,-0.182876683307066,0.203323916801807,-0.567615174268351,0.268088345232176,1.45801113659672,-0.152410617355381,-0.283923993218968,-0.87498422035301,-0.434626232810494,-0.367830851376488,1.14877054539618,0.476163243351447,0.884172413700551,-0.596952317980161,-0.732921124407123,-1.02329024260762,-0.163978360016768,0.333786854683171,0.485464231903286,0.599602141422519,0.52523863187981,-0.93757810472015,1.24982835612152,0.373339289168651,0.310479942206636,-1.6922584336198,0.0872206658675912,0.42215796429871,-0.481248608717957,1.07465952891137,-0.105669722111138,0.109841286491209,-0.601054032198131,0.32067831126673,0.486462555823665,0.199431660288516,0.240998532077276,-0.551995924813771,-0.20492995182806,-0.386439429358263,-0.444878888950888,-0.22172042194455,1.95800207851463,-0.434590961194112,-1.39945370304486,-1.15003593463213,-0.855119400884848,-0.40732265140079,-0.733422917242181,-0.777677398353188,0.382490699733185,0.149657177184403,-0.336389022218224,-1.56188421185958,-0.535859756176566,0.331161731777472,-1.00590145172269,-0.187757639661491,-0.714462900356546,-0.634704525051648,-0.54741212649824,-0.544186126388193,1.23092144120618,-0.132442566396909,-0.392301727074154,0.367009276142909,0.830325605611182,-0.712692635187924,-0.608598534128695,-0.145908956677343,-0.429033860990288,1.30778010983629,-0.227055413869605,-1.25327678780025,0.182120252566008,0.478618005272423,0.637995893995074,-0.450213879728254,-0.588391771711597,-0.135520663427395,-0.481837662339764,-0.777224776500713,-0.778059507339355,0.958639446868075,-0.56483308199047,-0.567124277512052,-1.24340424514597,-1.90423571713517,0.369949218810145,-0.416877234911058,0.651002156062557,-0.699330658498357,-0.738934957218976,-0.567055093858837,0.231042234285674,0.749854432532321,0.722237165584628,0.802047315497304,0.983488096753922,-0.384330299737136,-0.0984199112757344,-0.501100593370336,-0.625035680805304,-0.528573866446504,-0.426324866272156,0.128802466688254,-0.173236589661506,-0.258852277114425,-0.776063818641718,1.03155045525486,-0.360488590750712,1.24935114729619,-0.162619100946733,0.118268606920761,-0.47621667503117,-0.580141521777983,-0.481201859373693,-0.469340455549054,-0.513607323143372,-0.0804362639643372,-0.4566168728963,0.925027690624234,0.404454932072664,-0.257439640391776,0.0373714295564928,-0.33706056109577,0.389550789408025,-0.833086296763332,-0.408432516265068,-0.907072625584762,0.762242995714929,1.0802843912076,0.28099028621641,-0.337673483554927,0.328370171966064,-0.238369572203751,-0.5822459583193,-0.613499865994096
"PSEUDO_Ns_1 (GE) - TPM",1.29419341683765,3.12152424366192,1.33438499325634,1.08854062736059,1.26129416866093,2.04275096083746,3.02994420162022,1.94464544353499,2.04272386447703,2.88951014286357,2.97104579322314,2.69503953968634,3.07064111342016,-2.0656928686256,1.85410846595952,2.47895612905055,1.73634503262099,2.44695107855698,2.5429316024139,0.760497633108889,3.12918490658332,3.19417029665622,3.05379779709331,2.08442657219355,2.2593578510706,2.82631431564009,2.11382998359448,1.87978270776506,1.50665618774849,2.18549044948474,2.41419099484669,2.03938407022704,2.87052400353765,2.52501833333495,1.51843022301602,3.27470486077964,1.25231497215593,2.94279482241263,1.69019310317037,2.72139178075322,2.07600149146205,1.69231280243989,2.91277567781625,2.41369604373735,2.2575546116761,2.77419098229182,2.00455700208774,1.51329822033567,2.18099443919583,3.08420493019988,2.60121170075121,2.24786828781019,2.81220241507734,2.70325190819694,1.64020567681946,1.88998003664677,1.6941598897096,1.7814988001133,2.49846334204328,1.72301555724823,2.39441545745522,1.25324880608207,1.02788881247906,1.69705953576409,2.81634922324725,1.52167642491326,2.61707351454312,1.85022341923285,2.85608319527644,2.32498588935293,1.70511550309945,2.03641634777506,2.29763415053656,2.85685578647212,2.62747457531707,3.09121359395165,1.83047381697699,1.50284772403262,2.3399906806207,2.65229413313119,2.85838673665752,2.44586412872202,3.42366201734728,1.59455885083486,3.07278515197304,1.82348077500641,2.05736324320725,0.681277439837345,1.86567713091444,2.34648474959421,2.62524831523485,2.20425070960953,3.14275568004203,2.70881356090739,2.60588123647628,2.41812067110185,1.05916215984949,3.0300307176816,2.85835595262051,1.58676460499253,-2.4187074145624,2.02939577901874,2.4128039380347,2.43313343418619,2.5084888663594,2.88446881679704,1.49919218122247,2.12206569890486,2.03882753917213,1.80013960997929,1.81009215759098,2.31613440723988,2.17831820089555,1.71101846399688,1.2859749245276,2.6133703186605,2.43784178791953,1.17780231282154,2.07985292183992,2.55093043582425,2.32095107674723,2.36243343882153,1.96780008074102,1.68203474027505,1.92374764456598,2.08855063359034,1.91061284950777,2.3954039646889,2.34536108760743,2.3434409833852,1.36496706585671,1.79727847163926,1.44847043912334,2.32170066073708,2.5885389949707,2.42850565269311,3.09566682727108,2.06990449588013,0.715325352895148,2.87852220116773,1.39220236895215,2.49054896392753,2.63858776687798,2.45739347552597,2.55489247233981,2.39347929085008,2.54833527742977
"PSEUDO_Ns_2 (GE) - TPM",3.45828793035308,2.88715512782638,2.64575262750668,2.05484461157912,1.23245739133691,1.56611754993013,2.42820093425147,1.64999578821693,2.49705709175383,3.71852098587718,3.444805004037,3.38386713115051,3.40503578927237,-1.76400457468429,2.73376287264745,1.99081075076991,2.48798308343869,3.05645392625066,2.49857720903626,2.06417067005274,3.08078336721124,3.01247811822571,2.64132836862414,2.19630077798183,2.17743283481333,2.34818708847232,-0.188874494386963,1.89970322539738,3.05823507254901,2.31854774786107,1.6055726501599,2.78346448846058,3.15083310278809,2.83207181570511,0.980603118237977,2.37103804673719,1.09470433628917,3.33858080258182,1.39828590517967,2.53250633039094,3.07258921718989,1.63064335501325,0.771383313668514,2.42290858194686,2.16689169369507,2.65331622438648,1.15103081171267,2.49410397544594,3.44162342996107,2.39006567172606,3.72543219573216,2.94225355892009,2.57474157097576,3.48769387390399,2.25933683187437,3.03690776532266,2.18941888375729,3.31339776237203,3.49461834497213,2.00277977530744,1.39416592586226,1.83186062074989,1.24222736902665,3.29052084296381,2.95353221044381,3.13217589286782,1.62201905238807,3.2497627812399,3.0677596368062,2.56781300867578,2.02378385352147,2.1930902084555,2.78043066681077,3.15064845091094,3.00605513674187,2.97912552181657,1.94692484781517,1.83291304762497,2.59411064854754,2.73473683012058,2.48211411573389,2.67672162005104,2.00429978850365,2.42428884875244,3.10454851364249,4.04520896062891,1.99813948521414,2.06078159543829,2.66020477934543,3.2929924469035,2.90297309160417,3.67237631448237,2.61481835453993,2.32370016634655,1.832047864272,2.2239142100745,2.14621125705304,2.43268176542752,2.55457233080267,1.6062445588045,-2.53036426935616,1.80013303092473,3.01887418023899,3.11837760625308,3.08492809501233,2.65688402837213,1.61492422110586,3.15815091413423,3.26440062370534,2.26984727264447,1.89037540355094,2.31976589313471,2.69785757313713,2.49109956235981,1.74443667259027,3.1541435378879,2.85959206096828,1.64918998162198,1.75456756960165,1.74019990380118,2.56061202343155,2.28179923563383,3.18277906439409,2.40663201915906,2.50003906484862,2.55418327215752,2.73742155521251,2.6989605490729,2.74376860307753,3.25259529713285,3.69508645925839,2.99115251079179,0.956593197377526,2.38739023491843,2.5661265223522,2.56483179753215,2.25125666737892,3.45331206648258,1.46149900497971,2.43742984166891,1.71314830315801,3.49084069526069,2.71587960076367,2.50320568280901,2.28832611081485,2.06602278114565,2.40384653267967
