"","VC0018","VC0031","VC0040","VC0082","VC0139","VC0212","VC0220","VC0232","VC0252","VC0255","VC0265","VC0426","VC0428","VC0606","VC0684","VC0761","VC0765","VC0905","VC1010","VC1026","VC1034","VC1068","VC1075","VC1076","VC1080","VC1191","VC1231","VC1254","VC1261","VC1560","VC1637","VC1646","VC1719","VC1766","VC1802","VC1841","VC1857","VC1886","VC1922","VC1975","VC2032","VC2042","VC2055","VC2081","VC2082","VC2146","VC2149","VC2245","VC2251","VC2287","VC2323","VC2330","VC2332","VC2349","VC2350","VC2379","VC2381","VC2387","VC2459","VC2466","VC2542","VC2638","VC2667","VC2724","VC2760","VCA0052","VCA0053","VCA0183","VCA0246","VCA0247","VCA0339","VCA0362","VCA0446","VCA0506","VCA0543","VCA0546","VCA0547","VCA0635","VCA0636","VCA0637","VCA0743","VCA0874","VCA0924","VCA0999","VCA1022","VCA1032","VCA1099","VCA1115"
"Vibrio_Li_2 (GE) - TPM",0.873459143779084,-0.560561384452793,0.93928990025795,0.233762927978797,-0.369686787845508,-0.0580778139694524,1.20203001492541,-0.937091578054924,-0.495891247960438,1.11576580998921,0.224181910163996,-0.10160709421392,-0.555055872049236,0.209921174485598,1.708566206657,-0.431415541878818,-0.103434812698521,-0.610218131695518,2.1260361292366,0.226665894494623,-0.296526032714434,0.077944672384072,-0.0186662928075658,0.0159271315517623,-0.517483657318668,-0.367054123986761,-0.204232936381337,0.70323828308635,-0.417802080828638,-0.404839650836976,0.0261985108031979,-0.219812485153538,-0.1850165251347,0.139568734718091,-0.38536780656275,-0.860263312940409,-0.204129969929842,0.210187836165125,0.623693687031894,-0.383211324179855,0.339215927822637,-0.282109156939492,-0.671413946205225,0.0611749078406752,0.512284608109099,1.71036238293843,-0.559468639027833,0.522631642902466,-0.488686809630515,0.052561275405229,-0.218078950836533,-0.28406270232548,-0.16875189047698,-0.486327789632611,0.0374037607551958,-0.18916505461231,-0.382829746024293,-0.146078413479133,-0.0119316797543706,1.06267346978603,0.649691815556001,-0.209086846427724,0.914532453346456,0.731908392882075,1.54657174524399,-0.286237463838623,-0.147148767311625,-0.310324531005812,-0.421702813415822,-0.206245246232355,-0.00908346745446453,-0.494086804172899,-0.273140574703159,-1.25104591233682,-0.0929274562245862,-0.158697247366451,-0.141833213884411,-0.118623360131941,-0.125833279650698,0.440171103981674,-0.228042500294442,-0.215923728947039,1.04064296245124,-0.469517887187414,-0.431196763272523,0.450357989078138,0.595412422959241,-0.0137926239875111
"Vibrio_Li_3 (GE) - TPM",0.87083029331486,-0.472884190129657,0.179216982509549,-0.054818476303699,-0.406531648002474,-1.32172475677689,0.629469789229332,-0.994647104436882,0.289294024841387,1.06736110662682,-0.083077292298224,-0.22251118104999,-0.468429179095831,0.388234490972709,-0.479223922405533,-0.483703378888818,-0.0725607364114684,-0.901221110013405,0.773885062091263,-0.464276847928211,-0.148310181733799,1.50601224620315,-0.0752033452944567,0.199916739163952,-0.479392190868462,-0.47010450014854,-0.240591100943198,-0.0113233822148118,0.190248874905356,-0.379013747624464,0.707782592049198,-0.421594099016838,-0.139796218243259,-0.71518859991514,-0.454181158824167,0.643815634746785,-0.0943761808044856,-0.0918766833107505,0.574976579056277,-0.42686128751993,1.36044359201031,0.059596747380834,-0.149328082576143,0.205438243631805,0.388526372359799,1.09067695019427,-0.424768143393356,0.274135063209825,-0.68850708721321,0.0398622715812989,0.0426329084287479,-0.277042803756443,-0.271136846645751,-1.01017171631509,-0.858688587360607,0.0420899119328312,-0.66974027928225,0.446695600975277,-1.09914154417549,0.500188370451316,0.120328407087468,-0.0667492987737882,1.23889847192595,-0.0731278506702645,-0.0314810483604045,-0.596218056207787,-0.667998118084489,-0.330713873734029,-0.468182854226155,-0.620380383622673,-0.388175532122361,-0.477170391320927,0.680610185756685,-0.407392519389252,-0.257632741895146,-0.415121798132045,0.602526682944043,-0.0874688753387523,0.0919173505951523,0.391587921587035,0.118283489372153,-0.215923728947039,0.277538049922655,-0.0571828604348976,-0.757003483000326,1.41002452183419,0.115263226425884,0.0166196816072972
"Vibrio_Mig_1 (GE) - TPM",3.05511377889349,3.43244306265028,2.90451657948837,2.95533827635348,2.31720137249038,-2.34100815787458,-1.88863915344545,-1.93849720535673,-1.83297201768273,-1.92574937916608,-2.42209959644858,3.26950638862226,3.0249303609111,3.3145684124652,-2.12511598559243,-1.24747645357627,3.19956760638275,-1.56923952109513,-2.04697892829076,-1.42550209486088,3.06777440464748,2.56858415270872,2.90796551022369,3.21218241882403,3.17488753617182,3.13578218534029,3.60282292192011,-1.95492227346057,1.70233976109078,3.32979627501612,1.95230166015091,4.21218485010495,3.08037830575826,-1.87549051005055,1.67915947088791,1.39828871173183,-1.90308271325372,-2.18432478116502,-2.0715734212407,-1.56816337069951,2.01521679514797,3.21978839934515,2.26375286969126,1.95241752236357,2.88570764528691,2.31981933569223,2.90918000698147,-2.21974939206536,-1.82526192110854,2.41211129700736,2.90554532742676,3.01518597955858,3.45880742145656,2.13391413846411,3.45463832161391,-2.51617787366789,-1.10578694601912,-1.82073682875158,-1.80880034009986,2.77068256570884,-2.24593121132342,1.36911477544429,2.43292299535688,-2.05481146449286,3.02554541016654,2.79972005334536,2.23463829639693,3.46188244600903,3.02981691533477,2.7239007528196,5.48810049121964,2.79335644237541,2.28624282536772,1.44658537465233,2.72232622591024,4.34099352239761,2.28708306301321,2.80692691001749,3.03522820098199,3.59906556768571,2.18292365920725,5.80219859660913,-2.35814660650999,3.67122801361061,-1.90429549637769,2.13184462579989,5.1924187165578,2.89437590834821
"Vibrio_Mig_2 (GE) - TPM",3.02747336141372,2.57674199839885,2.92191432907985,3.15862709306519,2.5730618384431,-2.06839269511505,-1.88863915344545,-1.93849720535673,-2.88055758151073,-2.25344069037127,-2.42209959644858,2.27247489679424,2.42759804883781,1.81046001282962,-2.12511598559243,-2.52592004790284,4.32752174173653,-1.24068567455688,-1.724306798154,-1.8512507443168,2.94757186238543,3.21931557008923,3.73649122493831,3.00051853449928,3.05738161930639,3.78759040195433,3.23784857471808,-1.95492227346057,3.75465918425913,3.35636138131115,3.45870720408431,3.21368183826765,3.37629149610015,-1.60945529735021,3.63694098078239,1.78117720285955,-1.90308271325372,-1.99965832176475,-1.47872416043097,-0.931354470359773,1.73516778787152,1.33210056606331,0.109842083175485,2.55049460669604,4.30012454959155,1.83712412498758,3.87003163337573,-1.6727966293649,-2.33912106597631,4.54269239576635,3.3813963861056,3.24376105301647,2.7527060511792,2.92587450119582,1.99476128317261,-2.47632580264234,-2.11660388851895,-1.82073682875158,-1.80880034009986,2.47785346505609,-2.26463084380073,1.47126899656115,3.34361628828327,-2.05481146449286,1.75701660482431,3.4217841841487,2.70201905374304,2.97414893425116,4.17156153477199,2.51740581790165,-0.388175532122361,3.70033055693947,2.88446846706178,0.442023042630971,4.00309310385697,2.27274750042712,3.64448103992347,1.39071849986765,3.50190538012314,2.57410270926739,3.74087429452345,-0.215923728947039,-2.19240190698268,1.22101211820066,-2.84838876031875,3.49953302386865,-0.468367403418034,3.24432245238465
"Vibrio_Mig_3 (GE) - TPM",3.21830131990268,3.41023953354773,2.97564333935272,1.93798128362246,2.5884137913247,-1.69061345427117,-1.88863915344545,-1.93849720535673,-0.2266576835708,-1.60583468306978,-2.42209959644858,3.11050908053111,3.75759160456046,3.93042799162779,-2.12511598559243,-2.15399393981443,1.6502039759544,-1.79728821823611,-2.50546845032121,-1.64260231097731,3.54019906385344,1.78707425290154,2.90751106639117,3.05516324162425,2.90886218504446,1.33816978957054,2.72733929727641,-1.95492227346057,1.06468560605644,2.9668393577532,2.32152184413822,1.71517719237141,2.42602467867722,-2.04021259400682,3.293422244148,3.94376433840386,-1.90308271325372,-2.00734393790414,-2.44010322523047,-2.6269748028684,3.06464667456492,3.60093251900285,1.94230706801121,4.23388884838979,1.26034949141988,3.65190918068671,2.28061865834224,-1.88471486271812,-2.30048334777981,1.54057852187927,3.39902283944552,3.53063676424463,2.45301734066946,2.05516504175672,2.26010855339833,-2.43137943904106,-2.11660388851895,-1.82073682875158,-1.80880034009986,3.44306513955308,-2.22299924194906,1.11220146061283,2.57519645396209,-2.05481146449286,2.5156289191978,2.47797583689561,2.70789083135853,3.34511738245969,0.74408244137543,2.97704649696541,-0.388175532122361,2.91148534368562,2.16429939476998,2.65853277581129,2.62014591841351,2.52369532564995,1.62955569775872,4.65361256120705,2.92010723688051,3.07302652397491,1.70019122202084,-0.215923728947039,-2.12216667875331,2.20304435334497,-0.775297922513315,2.7372231927746,1.66253414730285,2.59191652943851
"Vibrio_Nd_1 (GE) - TPM",-0.340721698431563,0.120303435461775,-0.125203700903821,1.63259609323973,-0.387474095253779,-0.783789623968467,1.25071376874357,-0.781314054917419,-0.150215630761575,0.889738665412431,2.07464784521965,-0.351142251730164,-0.163081833818829,-0.16660840697391,0.594717050154896,-0.264341415785563,-0.00502900444635073,-0.310234322041756,-0.733257878391773,-0.429627080646185,-0.377396154239449,0.067016915720767,0.18412282824193,0.811347538015017,0.336715569021021,1.54772132015965,-0.515688867932185,-1.13837441398328,0.251131325097212,-0.159016946508538,-0.15648670783578,-0.108368567959639,0.620258396834362,-0.548179458213601,-0.261907060632137,-0.919274894791501,-0.0958297134486168,-0.0926191359302575,1.73812172754373,0.107561903389007,-0.236166139297669,0.156618391420407,-1.24549324174931,0.190981615755742,-0.306194778227348,-0.844413653119087,-0.229948067645353,0.032314824037835,-0.973825009416412,1.03287761471134,-0.26930811992396,-0.274436097081143,0.86760423448416,-1.31740906816766,-1.14129785300348,1.13767977674265,0.337713263131498,-1.19419599060716,-0.387336481253099,0.47368117145394,1.72091150438787,-0.254736468242401,0.343798763436176,0.342701199226021,-0.00657723711164734,-0.479274960869305,-0.639865224038768,-0.287585617982174,0.0714732704401096,0.177115576236641,0.0531728307174389,-0.0190815161467637,-0.323637836909853,-0.149655300241361,-0.316527324619331,-0.310443147170031,-0.753808090251786,-0.500091473824168,-0.550206095796283,-0.552626026647792,0.281316769439881,-0.215923728947039,0.488946101638554,0.146337915709296,0.168030581830724,-0.295272873535239,0.216297841218107,0.658240696402677
"Vibrio_Nd_2 (GE) - TPM",-0.343090626469299,-0.0765275317839103,-0.254060576389258,0.945590366605406,-0.415870072927414,-0.971993583938191,1.26734481347073,-0.321718247781862,0.0225371732214309,0.409135627991759,2.13162398933136,-0.351420444238292,0.0829456495285682,-0.260797821226433,-0.774603415558521,-1.0485362258098,-0.0585405253731494,-0.166410740501688,-0.911535336322946,-1.39221666225833,-0.379742611648814,0.205558404112306,0.0901278163752388,0.521894805049872,0.808968096649001,1.21954625747548,-0.543378941121853,-1.83283823167406,-0.673855630826676,-0.176181953438558,-0.427829097631711,-0.421594099016838,0.380754109562006,-1.07024176183232,-0.454181158824167,-0.839612012246733,-0.485026062874647,0.161188800779021,0.522715208007241,-0.343590152200771,-0.585874454181038,0.576612909957718,-1.08710646670563,0.731276654167962,-0.373191204382225,-0.54523576307321,-0.28334144268356,-0.145583768929483,-1.0066855177146,0.411163662973341,-0.222552766665304,-0.296753812897953,0.488048218711505,-1.38196260905314,-1.20022857684535,0.834186835494558,0.116634120427266,-1.29587660315145,2.27899840160751,-0.102162453294934,0.264184608487414,-0.270144070499728,0.976962629972548,0.452002356352636,-0.687516989481865,-0.690784968897339,-0.78073224126397,-0.286835848279329,-0.165893334463828,-0.0651959847168324,-0.388175532122361,-0.563699026973721,-0.362051284514793,-1.25104591233682,-0.337574596739053,-0.499845250373112,-0.69215270090545,-0.401364940344568,-0.522024018138901,-0.581205740637219,0.311182488268137,-0.000931473106447273,-0.778429288563549,0.911225806897943,-0.0471805389395935,-0.988735256539296,0.777493679616444,0.64839820573543
"Vibrio_Nd_3 (GE) - TPM",-0.386800974239844,0.0773175378273527,0.160134153658575,0.92270960642384,-0.395329991569983,0.158759968832905,0.287876905599839,0.612528729909756,-0.291035732385222,-0.848449008750144,0.601990767071668,-0.344469803544082,-0.0632824767845077,-0.362233285832866,0.542093355342319,-0.00187432952091632,0.0288193351472582,-0.715914161684053,-0.821758558828476,0.51339043782948,-0.362547583680883,-0.50580106869063,0.137199323381614,0.305491265174713,0.627766327171197,0.246791507703111,-0.483527297277104,-1.73975742945225,-0.33120684763463,-0.143355753169785,0.352047421623234,-0.316335598507334,-0.0463517275334718,-0.552870642549479,-0.454181158824167,-0.46571117905038,0.45226045517501,-0.320197928281336,1.24060710595336,0.10936467288501,0.0864904487865608,0.409574928743296,-1.12601461860136,-0.0419036118552571,-0.576082495402683,-0.534061413854743,0.477051661531922,0.412588761262295,-1.24676887189119,0.367901385706057,-0.161417088513422,-0.26869472814658,0.730009647766826,-1.340092889231,-1.23180711793324,0.699441431988198,-0.245266960154439,-0.774663863366349,1.14079363696245,-0.270319626893951,0.73188554977711,-0.219485365972304,0.790878527741498,-1.27895187158294,1.00612652735407,-0.509884196463268,-0.635290748985178,-0.291793797764625,0.735997483704431,-0.247481192683056,0.260697316758356,-0.345821548968778,-0.683509191145175,-0.0867642496524974,-0.0251179069764172,-0.633746206059108,-0.703482550352765,-0.662177992690745,-0.465629316823385,-0.469787256032215,0.20563700995051,-0.215923728947039,-0.0409427434432574,-0.383756465084773,1.26200431752097,-0.0583635750593475,0.519000581947806,-0.0437443260782937
"Vibrio_Ns_1 (GE) - TPM",-0.286712432429032,-0.572153495177947,-0.652881206277393,-0.589027979447978,-0.430547028129448,-0.0371121774235552,-0.643552062825155,-0.501068670491209,1.13132304316439,0.13788429276421,0.0134634923044524,-0.446614776405098,-0.567005272210276,-0.420339802569604,-0.279040867635274,-0.0936077265163389,-0.378629886653435,1.48375647284904,1.22583149789881,0.0666232294737571,-0.273763183077938,-0.846218044992656,-0.375015374141451,-0.511483937067465,-0.442716176402209,-0.467026470195717,-0.357622945740157,-0.318219140340085,-1.13837960013106,-0.465360386698309,-0.727277769340357,-0.378857961869031,-0.541373493655206,-0.853346261326831,-0.421389083243192,-0.819493476937077,-0.843918369871867,-0.749102226576418,1.03895673901939,-0.0495705976422769,-1.15023378578126,-0.753901126614153,-1.47311533856527,-0.61340050764724,-0.740474805728851,-0.72400389368468,-0.287627165074038,-1.05216352798555,0.605368686496684,-0.427643647917659,-0.454164527641624,-0.254752262281882,-0.786178546867543,0.27252906489945,-0.211033653947273,0.870591356634893,-0.466521112323685,0.848400183926751,-0.640381690206764,-0.640636896786524,0.674272012048948,-0.461644515719034,-0.607424454912458,-0.112263757681578,-0.255805642023566,-0.241193116607582,-0.0226459905458674,-0.119105543816604,-0.477015435286328,-0.323561043159034,-0.252687121464933,-0.552641438108919,-0.649387655316333,-1.25104591233682,-0.523640697220581,-0.591543086800707,-0.40432226953422,-0.13842601318273,-0.251688413660997,-0.344009743830148,-0.676222539576445,-0.215923728947039,-0.0264892985829507,-0.98230514969171,0.119290168627281,-0.503067761292734,-0.253941865907229,-0.982651178178986
"Vibrio_Ns_2 (GE) - TPM",-0.363828205760013,-0.427424115383578,-0.757963404630926,-0.687165803981208,-0.43400558124242,-0.714945409169873,-0.419955622726504,-0.688116170206368,0.891474212144902,0.111015387712685,-0.00527321008960829,-0.447856066154351,-0.620743592281842,-0.452253395384378,-0.387636900788061,-0.295309478111118,-0.43495369060713,0.105964803144655,0.287709515300603,-0.856773356198385,-0.32444447378043,-0.444352852069569,-0.421703738342585,-0.558412983515082,-0.517670394809231,-0.456001705712638,-0.437629619673044,-0.622248211537228,-1.14894797520417,-0.466103424342701,-0.707934892551263,-0.385610216861102,-0.443558914398679,-1.03127593120085,-0.408162876149944,-1.22554353527296,-0.820924985506503,-1.11984369761779,0.528126861078763,-1.41585975552814,-1.12240117297721,-0.826678596317042,-1.43125359771417,-0.73571538512889,-0.638714850430484,-0.603472801946276,-0.677778263324362,-1.23963404500299,-0.481610840588396,-0.552978072263512,-0.507787079010212,-0.281064213661563,-0.856739021779567,0.572031549093793,0.23274209794802,0.488195420950899,-0.633037381357745,-0.421163091416939,-0.641591250184359,-0.824176578591301,-0.546175574777777,-0.487118497612631,-0.662095953673333,-0.196419471392026,-0.75897705341775,0.145563073133973,0.711205065334241,-0.184338670418319,-0.567578916498791,-0.696963849795536,-0.354373631339196,-0.476800989950873,-0.611869933083085,-0.915868089174141,-0.479771169256025,-0.611717336315648,-0.570714204722114,-0.351023348940559,-0.431655056335479,-0.392066559522446,-0.605991038772797,-0.215923728947039,-0.763996992837752,-0.838158778716849,-0.634709757579835,-0.776696103589187,-0.413418445245203,-0.966430521044298
"Vibrio_Ns_3 (GE) - TPM",-0.359102507727817,-0.589395261965728,-0.672250105669207,-0.604620716817907,-0.454473287953935,-0.837222935957099,-0.739020597817428,-0.0202103666116662,0.635298669961401,-0.285539521334019,0.346310769056943,-0.462233794206249,-0.585085373724038,-0.449222040435111,-1.10067127016196,-0.531781335611129,-0.434703493397994,0.570875993955383,0.898604195586769,0.563638340991207,-0.406673161664289,-0.543955162155354,-0.435855106534002,-0.524053449685759,-0.440433748990861,-0.461594209295385,-0.394621061171539,-0.250196758918182,-1.09658735147281,-0.460365412390806,-1.11254445306298,-0.421594099016838,-0.508138265639043,-0.626198657297831,-0.454181158824167,-0.895528976345969,-0.960282009607921,-0.622576045164601,1.10159318174607,-0.967105065706214,-1.0451116467481,-0.889473081353087,-1.59600056715366,-0.770791027736354,-0.644871802337256,-0.850095837674284,-0.39685223128428,-0.966055455662559,-0.159153663578932,-0.532113826807903,-0.477274987425599,-0.26384841573061,-0.842249438897867,0.625532542436085,-0.37142629754362,1.40491896509647,-0.315362161253277,0.0929447422431355,-0.78516912262714,-0.730303713707848,0.71386515647181,-0.487108380969152,-0.625868552547283,-0.135937092544126,-0.660396346514981,-0.117242600366846,0.0446498422519956,-0.152605802561889,-0.54909001228523,-0.499738171502805,-0.388175532122361,-0.563699026973721,-0.723643890567324,-0.994519172153455,-0.604075445100202,-0.576095788612057,-0.597488080641745,-0.463024154943405,-0.364553619976139,-0.443065119979447,-0.723184892605517,-0.215923728947039,0.0273566767461432,-0.701572064015677,-1.06586048355043,-0.496845959288197,-0.393138723555831,-1.01921158672549
"Vibrio_Oss_1 (GE) - TPM",-0.420214003965744,0.194802985975475,-0.407273129452446,0.0595715702169356,-0.468551107290609,0.466339981223139,-0.249050704762057,0.57022463594888,0.969214585766783,0.513704347807097,0.552839359546178,-0.448651675398512,-0.177065614467968,-0.477117797248495,1.12064938686772,-0.630256578175538,-0.256302715561966,0.288255796547912,0.621678484915674,-0.281800385377476,-0.52326636092174,-0.58038220975996,-0.412403133104735,-0.515711110112233,-0.513177727691383,-0.202085755135461,-0.250479859210611,0.165819738946868,-0.252173271864106,-0.463994383521358,-0.61455155049861,-0.274543216479925,0.474427472063485,0.698036569008152,0.882200507109956,-0.458904066374198,0.123996123175851,-0.522584635911759,0.528741294344397,-0.247600095763693,-0.254724755061044,0.304544417767842,1.6409797760531,-0.156575483312031,-0.22327146066207,-0.353889194574808,0.115104586640159,-0.67076872726812,0.304240509487653,-0.0298666555507435,-0.391370792134089,-0.318115494450959,-0.479405749896515,-0.95566141247617,-0.77778279682756,0.861555195353877,-0.408460014900103,0.892647680919184,0.570223634093216,-0.184743858557007,0.0448314863457981,-0.520382397403107,-0.567528770632787,-0.358544011829297,0.278589504543953,-0.668972421408964,-0.469570428806645,-0.327300939480055,0.313945968928941,0.798078922222941,0.278752923013669,-0.373458599424943,-0.765966686386233,-0.0846354032854241,-0.425018687564333,-0.373739609421738,-0.529562000977302,-0.380915381884328,-0.470761194842117,-0.473761600580815,-0.69483906366054,-0.0187136477515226,0.20668371107213,-0.585361127574276,2.27920431553747,-0.483913372170235,-0.364110600432121,0.233661705401025
"Vibrio_Oss_2 (GE) - TPM",-0.439163549254967,0.377334756805989,-0.329662931252267,0.119821728953115,-0.476065373359135,0.842270871319346,1.21980802862069,0.819259118622738,0.838858355383164,2.6832440125776,-0.0559630913678917,-0.43931532259025,-0.470090206165945,-0.457633648527882,0.317476371851222,-0.990455030817146,-0.300591433930728,-0.179340082927498,-0.632369974613223,-0.502698004786853,-0.527970967452082,0.332351117443883,-0.433250798769184,-0.528328950545643,-0.535676195702063,-0.298179516503598,-0.408987521400465,0.43523037911408,-0.274961114415206,-0.468614174899227,-0.455952960678653,-0.311910830121309,0.256360281430687,0.00457861779792316,1.39194444768006,-0.982020206930283,0.0828599348269984,-1.1031350515077,0.145376172987535,-0.981252524885372,0.0265796658534646,1.48790350922695,0.112043537226178,-0.114970006397579,-0.288357034859015,-0.40713125114232,-0.600628956071332,-0.416389656072216,-0.365014381296092,-0.0852702855891175,-0.46570092888493,-0.307129441427282,-0.717984018574798,-0.12437681133877,-0.289407180957748,-0.496551718061783,-0.366888498177422,-0.0149663710474098,1.06065805261308,-0.333462987243688,-1.30528056494247,-0.487973362984241,-0.547485301873692,0.0530519118988273,-0.107042940502873,-0.276561014005383,0.0441757359320245,-0.322333416673776,0.58026704268706,1.52640869584846,0.980326372320939,0.293180395993283,-0.782415239914088,1.24543694942637,-0.291153011881395,-0.243918987387649,-0.674738970586381,-0.282719316200329,-0.520237006604552,-0.52793307414555,0.141564180625939,-0.0261220019887316,-0.206317376294142,-0.462905607240735,-0.679764888855686,-0.626110319590392,-0.202851498662717,-0.123051920120209
"Vibrio_Oss_3 (GE) - TPM",-0.432211452929904,0.377805509852743,-0.694203034495815,-0.0688177093211414,-0.473883947090321,-0.363965972755634,2.95658878270144,-0.151542573441397,-0.330522859777,-0.404779315985578,1.20763553621195,-0.479668448591962,-0.563643994144637,-0.499013277869927,-0.396438793569637,-0.141259787267773,-0.538892671150635,-0.400483835844747,0.30900959486073,-0.524492651572874,-0.564717813264687,-0.292884814892836,-0.453162373059155,-0.485720363438942,-0.535789357816657,-0.427335406511221,-0.39036808502944,1.4578594975387,-1.33570571379968,-0.460953385397837,-1.26339466106801,-0.421594099016838,0.238529133733422,-1.09766220292644,0.692026607247344,-0.43944081620687,1.77246511438043,-0.593629818869754,-1.69297432702517,-1.03286548517672,-0.0468804042569493,-0.522863926007165,0.0309254533097253,-0.885522722416518,-0.438761476563499,-0.599832719186589,-0.613693615576848,-1.95284817832054,-0.519442670910409,-0.455572336702922,-0.479163587919915,-0.336398250877321,-0.547229188315681,-0.108751813022515,-0.884029216144257,0.130543698492085,-1.39971873590759,-0.194352059172058,-0.229514328632666,-0.533399680092079,-0.534152307675797,-0.5800943161449,-0.559032804317395,-0.781022460109541,-1.16583187997459,-0.325485106977006,0.00938182272245216,-0.339180676473058,-0.0858441804871152,0.82068625432201,0.45375074012968,-0.563699026973721,-0.850027527420943,-0.99015542914433,-0.60613805455571,-0.291039208971428,-0.725217275404393,-0.551457725699886,-0.453748411782101,-0.450991385336576,-0.804594968504912,-0.215923728947039,0.593945831111894,0.573934922842072,-0.0585395489963873,-0.548618651668013,-0.468367403418034,-0.174753284842139
"Vibrio_Oxs_1 (GE) - TPM",-0.372513408759042,-0.530058459321657,-0.39246589718963,-0.130987123204229,2.71930568409579,-0.907813478233502,-0.31727995869679,-0.67407142639511,1.78304711529277,0.416945719160796,0.0631736466309831,1.44904049530981,-0.45929017822914,-0.141712526716459,0.0912736098292591,2.33232959488757,-0.36471275030411,2.59308215617404,-0.781261194320789,1.83219098437495,-0.314741367088092,-0.402064511713811,-0.375119096017274,-0.369462550710158,-0.468276036866206,-0.0588866438492003,-0.266952222186474,-0.196005141884081,-0.0742144818649681,0.220338946307305,-0.930694848490584,-0.421594099016838,-0.290700051862626,0.473407997569172,-0.454181158824167,0.0070125015901547,-0.661103981949093,0.365315542386763,1.53297045685956,1.79949062359993,-1.28994595814549,-0.487922474740309,-0.60722250277363,-0.343422663801193,-1.1331866245069,-0.602845353781148,-0.235829304672125,0.578518873596434,1.84396715497012,0.0215522371584923,-0.395693853378631,-0.320157064503663,-0.605705372897493,-0.185858125036703,-0.766720609204918,0.739939659839629,0.186624255007931,2.84379944706841,-0.175065867559544,-0.724519105305784,2.06505633263166,4.04504920460934,-0.510419027582454,-0.173800171772413,0.050074520720719,-0.189392180307212,-0.690325038905757,-0.321967163456719,-0.373669270441893,-0.07902244486138,-0.388175532122361,-0.241182955261601,-0.572050712565956,0.92593549518338,-0.447162808307551,-0.332095750566137,-0.564428636541387,-0.10280231663291,-0.36908208497602,-0.401099918154888,-0.627321458614964,-0.215923728947039,1.1072307979773,-1.15428524295415,0.232746827864927,-0.545100943990417,-0.420381693114407,-0.415680432057967
"Vibrio_Oxs_2 (GE) - TPM",-0.435747625917793,-0.370085162304396,-0.688548175525861,-0.558857820055471,1.06067792805999,-0.338331735380704,-0.432787026409237,-1.08591958899638,-1.29363782148829,-0.698125364559558,-0.457558118017131,1.18162162851484,-0.612677316670359,-0.499013277869927,-0.119088036996839,-0.204602160735747,-0.458779632984387,-0.321467050535339,-0.447083547307348,0.44362354193978,-0.455393645955004,-0.555830123546157,-0.463954668941026,-0.509611374068326,-0.542475520001742,-0.515858788166645,-0.39152150423938,-0.589823622049445,-0.123762755967595,-0.272186276409153,-0.592511095774305,-0.421594099016838,-0.503740682988908,-0.623633853801285,-0.454181158824167,-0.999831153529738,-0.543660978396254,-0.0835554771780889,-0.46818755895398,-0.0267096556714957,-1.12809354372569,-1.01362021134956,-1.34986242643381,-0.701237351097427,-0.965871214852679,-0.194993984607469,-0.696486638739441,0.480199442972911,-0.317137870145769,-0.565616700655317,-0.492855590785957,-0.322122575580203,-0.829101057088316,1.1768382203822,1.0611282928741,0.391887541356358,-0.572226483870252,-0.34989237093817,-0.580124339496866,-0.935021506025986,-0.858688803191133,0.720427724649875,-0.598374206578777,0.149062208765278,-0.960581916541629,0.386195105908593,0.28199902443576,-0.334899682875657,-0.582139800983476,-0.678482394838064,-0.388175532122361,-0.563699026973721,-0.767489665608911,-1.25104591233682,-0.46672693034764,-0.510389149210595,-0.651255787356483,-0.438508236280858,-0.49782393933123,-0.437517760281826,-0.684897000305883,-0.215923728947039,-0.00648336727425263,-1.45964278341385,-0.487008336440733,-0.724250405166374,-0.468367403418034,-0.769148240868342
"Vibrio_Oxs_3 (GE) - TPM",-0.43224257048641,-0.376670410593738,-0.823124290936741,-0.374747302377809,1.51453096827835,-0.809913615175632,-0.0774783576676609,-0.481110244730839,-1.13440234838875,-0.779232285218056,-0.716806480969368,0.881527962398385,-0.576507882107495,-0.245052914002283,-0.270739085397583,0.601318673494063,-0.424693119802667,0.715906176960541,1.02724160223208,0.154020423696153,-0.490961303506813,-1.25421758042466,-0.456318335466703,-0.538671960147818,-0.524993316360893,-0.375228854470786,-0.452934878802256,-0.304708046702337,-0.61592632116776,-0.0264849923537929,-0.880862159853398,-0.117585357410406,-0.536648762122526,-0.527241526552889,-0.454181158824167,0.0792909219916779,-0.44729125097292,0.369040533531979,-0.262563671285029,0.696179643931761,-1.1092442061557,-0.552524796793228,-1.28067902938118,-0.740512480570786,-0.349553419975719,-0.276531351188934,-0.655400766845174,-0.305494467274822,0.470372062922818,-0.459011640556257,-0.414121273203083,-0.334918273220439,-0.598980253851486,1.13030351351419,-0.343588512250757,-0.578735389619416,-0.430263528873617,0.061491749249064,-0.880616471685422,-0.728159438380762,0.30251136548579,2.75929299291287,-0.612107748567048,1.00202898878043,-1.16583187997459,0.267546387059194,-0.299856628336246,-0.327905347927981,-0.56271603370613,-0.580355070903848,-0.388175532122361,-0.563699026973721,-0.657247924888401,-0.94764522848464,-0.658157168909574,-0.555569527285593,-0.699834953788955,-0.0795964079649702,-0.491704724123834,-0.523670247033109,-0.378226119227108,-0.215923728947039,0.902076948941979,-0.769330431852867,-1.25566623072854,-0.751099716252149,-0.383099821301447,-0.611128230378026
