"","D7S_RS00055","D7S_RS00115","D7S_RS00280","D7S_RS00425","D7S_RS00430","D7S_RS00540","D7S_RS00930","D7S_RS01365","D7S_RS01795","D7S_RS01835","D7S_RS01945","D7S_RS02010","D7S_RS02190","D7S_RS02275","D7S_RS03180","D7S_RS03255","D7S_RS03460","D7S_RS03780","D7S_RS03785","D7S_RS03985","D7S_RS04010","D7S_RS04140","D7S_RS04145","D7S_RS04330","D7S_RS04365","D7S_RS04495","D7S_RS04500","D7S_RS04655","D7S_RS04790","D7S_RS05330","D7S_RS05375","D7S_RS05395","D7S_RS05740","D7S_RS05805","D7S_RS05945","D7S_RS06075","D7S_RS06125","D7S_RS06185","D7S_RS06450","D7S_RS06585","D7S_RS06735","D7S_RS06940","D7S_RS06990","D7S_RS07400","D7S_RS07440","D7S_RS07475","D7S_RS07550","D7S_RS07725","D7S_RS07965","D7S_RS08065","D7S_RS08395","D7S_RS08450","D7S_RS08580","D7S_RS08900","D7S_RS08965","D7S_RS09150","D7S_RS09210","D7S_RS09215","D7S_RS09280","D7S_RS09465","D7S_RS09545","D7S_RS09710","D7S_RS09715","D7S_RS10390","D7S_RS10995","D7S_RS11130"
"AGGA_Oss_2 (GE) - TPM",0.0932481405077304,-0.111762748232484,0.95145389384474,0.681464441807762,0.338661491281015,0.255943941817975,-0.340170582967613,-0.856912691968836,-0.203741570293241,-0.00383863257727262,0.195881493439166,0.0816257833794071,0.198318960181697,0.292592049861437,0.521145995417648,0.08163555520242,0.201058876136524,0.137613400270112,-0.14400694254932,0.0399354330850278,-0.245700437587121,-0.0499534369142971,-0.326813805650889,-0.88260970843656,-0.00738146139194974,0.193339577957576,0.397366622091164,0.472572242567724,0.499356268005658,0.0484772169451759,0.0570023421284501,1.3951961223183,-0.211014624538268,0.654373044131818,-0.518659052673439,1.39708171087822,0.517390328894465,0.338667893828216,-0.370333476158109,0.676046471431263,0.834006345351542,0.476298066106117,-0.299984570729947,-0.00249711140006034,0.411212960422099,1.38830657694035,-0.0605842100006129,-1.24221879794223,-0.547792374774533,0.351078665492282,-0.256054889089074,0.105933371382571,0.435271994538519,-0.213856872738834,0.0342845297965322,0.43397429108785,0.435828344521883,0.869465577439239,-0.670930752157202,0.204944477669732,0.268857499384109,-0.0627641958596114,-0.161068016663571,0.0618120048699417,-0.187689369085255,-1.29581143828601
"AGGA_Oss_3 (GE) - TPM",0.0618692484226834,0.97504261620541,0.214881434984167,-0.523707429149361,1.4519200848345,0.663833169657227,-0.337927801980152,-0.501009928438314,-0.316219292265887,-0.351710725975595,-0.0320744432582975,-0.00850298749854068,-0.0740076217655642,0.293607176622742,1.52021415679714,-0.00161033329693166,0.235333316257479,0.0278181116519475,0.0549907907342244,0.000144206271924049,0.444210469649842,-0.236466909077158,-0.310366549587111,0.0386538357008309,0.248488474998776,-0.0494424655151063,0.499998261169469,0.0582023430281226,0.931855088358863,-0.18974726174699,0.0344812146431659,0.451633144547409,-0.305637417133362,1.24757691684094,0.0423930447377189,1.33547117158433,-0.0815590557361739,0.160437588109734,0.227901660041725,0.532942997456733,0.39859641309691,0.544873871442981,-0.82662846123892,0.107635910783087,0.337866776769796,2.19720765718046,-0.236040354536354,0.127799422704923,-0.512788638636466,0.0969778749498122,-0.432522551287594,-0.79222642046899,0.0211527510927586,-0.290667594748828,-0.148646293326697,0.35015859859661,0.0570399443779715,-0.274979201010634,-0.258409869181636,-0.358968876739384,0.593836331809992,-0.235797919987096,-0.1442506393279,0.676359340398405,-0.0909677333728168,-1.12346693875383
"AGGA_Oxs_1 (GE) - TPM",-0.764095731925491,0.196752632827888,-0.814720369448663,-2.12199000216038,-2.2893438595065,-1.13136625270447,1.02579480047086,-1.09163466809699,-0.52938918824547,-0.711637486545722,-0.139876636918748,0.0497853852242298,0.114234844772685,-0.0751363903565156,0.0330217214705134,0.0173138272631031,0.750607557072898,-0.595808324120494,-0.17786192609046,-0.634001568874841,1.01022405591638,-0.340273695218004,-0.96600500206375,-2.33119833933428,-0.735740284394943,-1.28089221665642,0.558772015313814,1.05428745783542,0.43818490469595,-0.271612044228451,0.61494987963277,0.500444920723362,-0.734907275717042,0.154768922232044,-0.57037636945665,1.44236999291829,-0.259797529718609,-0.632128837297274,-0.672838080999702,-0.661805753952265,0.840749705940949,1.1044814398615,-0.920738751118733,-0.608392104009027,-0.611493273937233,0.185433919278076,-0.351329799301423,-3.08539139900023,0.395345592124056,0.252123241809137,-0.0372352442084752,-0.596957306347082,0.157019035752273,-0.956753946889645,-0.284753894132535,-0.600044108061317,-0.178923575582557,-0.881034898697084,0.776629811249534,0.392733845183935,-0.169639511305621,-0.00337604233448645,0.00855911521167125,0.0950820609007543,-0.284293436663717,0.360814596150699
"AGGA_Oxs_2 (GE) - TPM",-0.165772131659435,-0.042667574113697,-0.943456758903421,0.855221315670573,-0.171319277908875,-1.4411520490082,-0.526438639636024,0.748084753338166,0.00475427932839306,-0.252795121680825,-1.73477683167866,-0.543700646071779,-1.92776394411114,-0.70239387207317,0.14344671171867,-0.813844960640387,-0.969970242222575,-1.06664616526251,-1.2726914974485,-0.553221293974138,-0.110427162541365,-0.807280967848412,-0.679995797146139,2.21684977618036,-0.354241260587214,-2.03856427094231,-0.163619332521628,-2.09432327425473,-1.64407686439353,-1.40986164230142,-0.830739556539957,-1.23445187682386,-0.0955251703051393,0.019290690068386,-0.66237058496079,-1.80985356217252,-1.15050745808845,-0.865102762193569,0.0235643058384282,-0.964172184257263,-1.63959831944984,-0.348505843011993,-1.04850876315125,-1.99581364768932,-0.810186658422873,-0.537705095277348,-0.412320835794115,0.406788491633533,-1.17177391693696,-1.44526461495567,-1.02911218941418,0.814568372356878,-1.16113156404835,-0.115951094094771,-0.602065917053106,-0.991890485708903,-1.41091330941797,-0.866596322231013,-1.16006540840445,-0.233142696580265,-1.34755340978323,-0.456714694031336,-0.491468707657678,-1.0365746785781,0.484606382692456,-0.417994926149132
"AGGA_Oxs_3 (GE) - TPM",0.794045312783479,0.39748424549769,-0.592638052506543,1.00795474394581,-0.333766312475183,-0.635051331388989,-0.474281300178941,0.301916482870919,0.584352112170837,0.181438301893603,-2.22735206591156,-0.225411663591658,-1.69593586443148,-0.309408692584285,-0.354323403595519,-0.756762416376504,-0.459516277916433,-0.839201856020829,-1.24398875105937,0.029162904909034,0.551262449660987,-0.804684027691787,0.0358582033280234,-0.484382114082227,-0.494059968177906,-1.61200206810079,0.107058577574877,-2.28773992176976,-1.63297666452909,-1.435681210027,-0.438316857338573,-0.878618157611713,1.06167213253626,-0.574782528013597,-1.26802820393336,-1.57902367734817,-1.22875760656115,-0.465734547258581,-1.17666222309171,-1.00764144983651,-1.44264317864846,-0.537603803474624,0.660757523566331,-2.02178306965228,-1.26770875849337,-0.815545895341354,0.0795386782758537,0.883367029246938,0.109245345915013,-1.32720870560374,0.153879211396718,1.32589185630187,-0.935028869219591,0.331085872582167,-0.464533660651056,-0.542980107812032,-1.65164416868085,-1.56309452430785,-1.47342364213083,-0.570937462069536,-1.38261679650107,-0.588520989622028,0.276194990083965,-1.72678511574579,0.384141367732599,-0.27000377036437
"AGGA_Sp_1 (GE) - TPM",-0.25118690119886,-0.685444279600818,-1.03814506684883,0.0833640599627248,0.404869244577767,-0.447324219375522,-1.21362668568921,-1.18253684753163,-0.712027900474375,-0.171771718228467,-0.99501918063901,-0.635589037835945,-0.150385523694444,-0.58722803897477,-1.38840985756515,-0.452585694907242,-0.590061550711642,-0.339975027929125,0.0863531945392112,-0.330883892640337,-1.46318832430402,-0.382737667295528,-0.435749857056619,-1.25134678167523,-0.106238740313605,0.645809455985997,-0.806968371346157,-0.80394804459376,-0.855597515005065,0.118683460816443,-0.212410952839232,0.0337186813771212,-1.1602149732375,-1.28687732392252,-0.913666569717157,-0.377060639222628,-0.32444912428314,0.163380048520947,-1.59809876211228,-0.535018821054379,-1.03135327524766,-0.761767799971305,0.443096885724181,0.348062762695024,-0.508186666537443,-0.255273561568933,-0.0410594227256888,-0.502454047772605,-0.468800299268402,0.683019192065478,-0.298028245482815,-0.792585481568917,0.155358889830333,-0.21422636376068,-0.569828012436034,0.328149667903495,-0.479943211983854,-1.007264923411,-0.691399132454482,-0.0877433622673775,0.232760369205065,-0.729568116623755,-0.911400527094597,0.59904690624696,-0.103973942369816,-0.698971266571928
"AGGA_Sp_2 (GE) - TPM",-0.526720938818915,-0.971726501087777,-1.13092720045415,0.105441932819117,-0.340717353006046,-0.915413261043825,-1.39266488031518,-1.24342617608719,-0.868198284837292,-0.842424495184634,-0.128280025019601,-0.918613067301263,-0.17198840993543,-0.976036263388439,-2.02294355259086,-0.862409930472598,-0.820417910894272,-0.907876593976463,-0.217948929470552,-0.546915056726992,-1.65525795540399,-0.23848512864691,-1.07997738553535,-0.698991935553379,-1.0276155990353,0.553460508000027,-1.15403456169927,-0.623122370156404,-1.16294424006884,-0.389015128724693,-0.602206422569786,-1.55757208672952,-1.09999144014402,-1.90163016229278,-0.557495838029295,-0.711593450150319,-0.777579938231162,0.51955207861078,-1.15678668660518,-1.0564426495057,-0.610504311528092,-1.15138829732263,-1.28313813437333,-0.823674060634284,-1.02120727030277,-1.67930321327027,-0.35810544584111,-1.15136149437638,-0.835859786754529,0.210320509379068,-0.820335830491846,-1.18438396819661,-0.473682880417546,-0.470131132450179,-0.713749206120194,-0.531828849604529,-0.834068674605145,-1.19553095725075,-0.614751242662744,0.178322267469494,-0.203786261256873,-0.842365443017354,-0.920212910819005,-0.213011270181447,-0.449978797542502,-0.632833132356279
"AGGA_Sp_3 (GE) - TPM",-1.12508483578406,0.335364977559616,-1.07140958620333,-0.273292949878941,-0.933918655650192,-1.00716301314422,-1.34741734244735,-1.43555373993923,-1.45892085721963,-0.686170417608866,0.0212539584002153,-1.09507815139138,-0.41362231229023,-0.742964389151143,-1.90417391668254,-0.68132547479244,-1.02002123450361,-0.761176855231902,0.346168677556798,-0.570597765897636,-1.16528179003739,-0.437551092596135,-0.956974230855936,-1.16348564805525,-0.867368409462667,0.867859677687308,-1.01535937535289,-0.315170756978621,-0.957073455217079,-0.185888378580455,-0.553436192101215,-1.43450281033555,-0.834776270660903,-1.86253125108604,-0.969091413252655,-0.468367586491384,-0.283853694564102,0.144835086662654,-0.954889977342481,-1.46015352688915,-1.28794742826637,-0.591414570086344,-0.209744623971343,0.220106948112238,-0.800955468642879,-1.15571948794323,-0.340372882845533,-0.596972410746329,-0.868591924879664,-0.402854013098143,-0.811540181667312,-0.36719390259182,-0.257376552347319,-0.675749115495176,-0.70689737650201,-0.532146802896091,-0.838554829910595,-1.00795415535729,-0.39856749067346,-0.239335193043932,-0.0681766708238912,-0.133111043706721,-1.12448607881662,0.855329397577225,-0.00346258681892052,-0.766259914027913
"AGGA_Tm_1 (GE) - TPM",0.466464393074834,-0.439708562976352,-0.725822264821044,-0.699235369008454,-1.03826324802659,-0.917074959657291,-0.230968632079378,-1.52021423187257,1.11936736256811,0.549442451657708,-0.507983310257792,-0.8018925801334,-1.33774030951977,-0.396645670375708,-0.0879773834460337,-0.907083305902621,-0.835503448058352,-0.202848781754155,0.223311906826329,-0.742018247478323,-0.00830618058411176,-0.42995635625065,-0.245710177054749,0.826903066430197,-1.00693187945502,-0.117531362334194,-0.940255355828563,-1.55816945521398,-0.446949732500585,2.831892209635,-0.76108704629254,-0.676554819122759,-0.381659213570186,-0.282188585857209,-0.878045607214447,-0.808323816364559,-0.542250781873305,-0.608518707480252,-0.955860542089146,-0.743366185699004,-0.894670344180171,0.0657744609013749,0.0923628074900572,-0.630576818423317,0.299038034225821,0.821790220556126,-0.620281931291545,-0.0284576798778442,0.105499163798566,-0.292208062949864,0.464045034813349,2.70361436414942,-0.263927503291935,-0.20303635622709,-0.0608803023519693,-0.635864245260648,-0.247414727268625,-1.23795770015375,-0.935264767395622,-1.47134431959952,-0.711067893171961,-0.769975992240094,-0.568191592254448,-1.30524365782147,0.0877884652674886,-0.0860319181647318
"AGGA_Tm_2 (GE) - TPM",0.945791110273106,-0.485988828162705,0.357739269811219,1.2265654346704,0.00293131002186025,-1.68496182819221,-0.494903278509919,-1.04751651148429,0.48964671079804,1.23711547628398,0.182462780323724,-0.640761963742479,-0.556616094904011,-0.768751171855113,-0.191197479927936,-0.748547919486443,-0.808086941414961,-0.669490747553024,0.163223415992485,-0.588683746308995,-0.610323677244488,-0.0113572636850716,-0.524062457558088,0.240829949370708,-0.302879338205072,-0.0771653563557258,-0.88839953293514,-1.67893963901785,-1.37819273719817,0.967129405533289,-0.4935187891698,0.995648313767046,-0.746385660329395,-0.302198278091075,-0.703813801012152,-1.16683054576098,-0.104914007613435,-0.17679748140307,-0.961953780046064,-0.852131618229386,-1.40686157016656,0.410316626783274,-0.0147105424995595,-1.21083187853347,-0.146212208316701,-0.124185818086212,-0.216535739340096,-1.51608302308393,0.212100993094624,-0.350061413637735,1.01899998450286,0.46324110055689,-0.344062635054551,0.305001757701538,-0.378264429384864,0.123616038424877,-0.795198718272033,-1.03533864387585,-0.841706879322691,-1.16845213984447,-0.821436142613677,-0.97258228552785,-0.657137776467476,-1.08659537863324,-0.616801371743973,-0.108134444508645
"AGGA_Tm_3 (GE) - TPM",0.228683708293909,-0.669965232839134,0.508822858707492,-0.116851316537428,0.310935930346174,-0.580380968575258,-0.32395044163696,-1.00789856285175,0.345349533600803,0.74754501102129,-0.251088265228357,-0.845118414436034,-1.0640873043099,-0.500894535209019,-0.00130487822508976,-0.527292667359274,-0.854961739852177,-0.565191986442261,0.26728610204179,-0.573680961599978,-0.168696092472489,-0.166521289785071,-0.262682549780457,0.397877920396042,-0.339023369195317,-0.0743357151177797,-1.02620981298081,-1.2451096418105,-0.963254867918734,1.60523250329909,-0.532106438286042,0.0718143505438977,-0.25915825374813,0.115987177347348,-0.592704216243471,-0.943553349160237,-0.227404378583201,0.513569724229551,-0.730694326813029,-0.117669682562501,0.134747950516208,-0.0851328852158735,0.897360438972313,-0.408518386595695,0.102378284448033,-0.946663336365204,-0.305621167493662,-0.761818696804632,-0.0141440403567555,0.097535644925483,0.896954440314609,1.61771469748605,-0.193073433651254,0.227414954963662,-0.326308305520287,0.0337547333137138,-0.172685979714841,-1.0062313360531,-0.6676977613955,-0.836877414696741,-0.6266526812658,-0.80062680490645,-0.628937296111293,-0.26533104708312,-0.842538656875252,0.480238171904636
"AGGA_Vic_1 (GE) - TPM",-1.66797058659692,-1.60603119921858,-1.68840168266326,0.434681121279485,0.246891030974536,-0.662689929978373,-1.11377245833588,0.185760330519546,-1.05813620617304,-1.09987459154401,-1.94297451793152,-1.0434118647939,-1.8577142145901,-0.669766216307286,-0.739663100139748,-1.12968863120504,-1.33020399713153,-1.06152836381447,-1.71089436073881,-1.04322931633165,-0.723212961763245,-1.65633285317154,-1.58433188515599,-0.684668823845337,-1.37407814096197,-2.26504569086209,-1.8805749136465,-0.879668807609404,-0.56686950956756,-1.59056891591931,-1.61893324165804,-0.678881593710506,-0.893792311386638,-0.941506774466789,-0.157675778457836,-1.41205011802982,-1.68477739696006,-2.00049606753228,-0.275913220376328,-0.514983584573388,0.265142796958327,-1.72997336144612,-1.00654004182049,-0.328780431087775,-1.41029198884547,-1.01197652654026,-1.43223845671025,-1.01888585444827,-1.43179871185827,-1.46676584772312,-1.69249771873903,-1.08474320883927,-1.24893937491892,-1.39948138214062,-1.09596072126016,-1.80445832797658,-1.27639992859834,-0.202265331308562,-1.58538503901174,-1.83855063113349,-1.54018118497934,-0.814389986337369,-1.00158809323817,-0.968498400730541,2.9722665077337,-0.257690135054806
"AGGA_Vic_2 (GE) - TPM",-1.24144571445909,-0.40318562811848,-1.27653879809244,0.665807179201287,0.475523405114697,-0.42104208998867,-1.03553251194551,0.41118553210785,-0.737685093252291,-1.10159959563537,-1.52402143262343,-0.819695044008642,-1.39989863048318,-0.364253519972593,-0.620708666074441,-0.4384638968764,-1.01570601600273,-0.659825544598328,-1.5244234984036,-0.444257751646552,-0.171094674368761,-1.37600453043985,-1.28699258073698,-0.597314341585892,-1.55301185292714,-1.2040320531338,-1.6839145117925,0.793914408639084,-0.123689152437636,-1.31841914931528,-1.36318228508825,-1.00436298146086,-0.746378770032676,-0.585164994488071,-0.224559136602301,-0.539595796605931,-1.47422102228919,-1.66810665236139,0.167564145948337,0.0999917407290156,-0.368661975874972,-1.71446017932774,-0.843111926397727,-0.0307480139321601,-1.21561976350404,-1.06118289609532,-0.997514819596328,0.162557652423967,-0.986803807947883,-0.768214833519807,-1.53530007288246,-0.885180332542157,-0.683864064123957,-0.876796776721123,-0.94591203657747,-1.5462006582954,-1.48085621242564,-1.03956586192623,-0.959862815793879,-1.4594520641239,-0.566189222997664,-1.09681495266965,-0.836999594606048,-0.575821335228714,1.26650797787185,0.504753665446196
"AGGA_Vic_3 (GE) - TPM",-1.22760958259773,-1.43561249727374,-1.07225564173552,0.341073323373107,1.63744337230691,-0.784429167823575,-1.13760708509266,-0.140047533889791,-1.00700068929147,-1.22104180009843,-1.68964177180722,-1.04548320173781,-1.51572163263174,-0.722525508491996,-1.02843974296959,-0.99297273625993,-1.30914712950772,-1.05118467670809,-1.47870791040393,-0.904191372688921,-1.29712907084451,-1.53030252860991,-1.59957081358915,-1.12795212940897,-1.36720213311082,-2.09046385958131,-2.09639109487564,0.138102543886595,-0.701722692285997,-1.53712016070062,-1.40735083975695,-1.50044627687554,-0.887122724431732,-0.907058486222435,-0.616048698507898,-1.47153975283602,-1.59460008799291,-1.85911266650315,-0.373084563460623,-0.632661147292969,-1.05131504783464,-1.65574535928594,-0.471414093193317,0.056659586270001,-1.52375088902718,-1.15998915580749,-1.26563945038948,-0.512707413710081,-1.24458819154889,-1.34361972340653,-1.58996446048174,-0.454267882416486,-1.03341862000164,-1.27807459244396,-1.09457758436429,-1.70259959535229,-1.03680676016292,-0.466690301121885,-1.61342177267597,-1.91372130926275,-1.14339500056305,-1.19809051808223,-1.02089689941859,-0.566445061233548,1.72376421789821,-1.31425151871613
