"","SPD_RS00185","SPD_RS00640","SPD_RS00800","SPD_RS00865","SPD_RS01065","SPD_RS01180","SPD_RS01405","SPD_RS01490","SPD_RS01815","SPD_RS02035","SPD_RS02175","SPD_RS02245","SPD_RS02495","SPD_RS02640","SPD_RS02725","SPD_RS02945","SPD_RS03055","SPD_RS03115","SPD_RS03205","SPD_RS03335","SPD_RS03345","SPD_RS03485","SPD_RS03615","SPD_RS03785","SPD_RS03835","SPD_RS03840","SPD_RS03945","SPD_RS04020","SPD_RS04530","SPD_RS04700","SPD_RS04820","SPD_RS04880","SPD_RS05130","SPD_RS05235","SPD_RS05275","SPD_RS05320","SPD_RS05485","SPD_RS05560","SPD_RS05605","SPD_RS05780","SPD_RS05975","SPD_RS05980","SPD_RS06125","SPD_RS06360","SPD_RS06625","SPD_RS07515","SPD_RS07700","SPD_RS07775","SPD_RS07900","SPD_RS08335","SPD_RS08475","SPD_RS08480","SPD_RS08485","SPD_RS08635","SPD_RS08665","SPD_RS09125","SPD_RS09175","SPD_RS09375","SPD_RS09395","SPD_RS09430","SPD_RS09700","SPD_RS09780","SPD_RS09855","SPD_RS10060","SPD_RS10395","SPD_RS10400"
"STRPN_Oss_1 (GE) - TPM",-0.737832327219333,-0.534168129870965,1.38508780141678,-0.931861146823036,0.778157152381914,1.31258385533159,-0.689947372366079,0.549058475458791,-0.0106083212144796,-0.270306893078888,-0.119025751782998,-0.424086525612574,-0.589178382276464,0.597910143483134,1.21114281132884,0.39700347607753,-0.647169225738629,-0.806192689446265,-0.284794621436948,-0.0114630521276485,-0.862692821829742,-0.422535452912827,-0.590474327125502,0.0424169346021471,-0.768459815534727,-0.990376668210034,-1.10661261280695,0.186015459639201,0.558820805698564,-0.190864173652498,-1.13754205116502,0.158037996723619,-0.273249322437943,0.839811023510592,0.164425845144895,0.887366566329458,0.605078117152823,-0.626969627196887,-0.414520533899918,0.380081052981838,0.187605773122197,0.250420007623578,1.55772333316981,-0.529348124995195,0.392106467393154,0.591150192399721,0.0122786595667206,-0.474764453944559,0.00520473835492495,-0.972812747887712,-0.502444354134623,-0.659631790259052,-0.56737157187644,0.31648336130961,-0.447531887691352,-1.00740717768414,0.55074919426443,-0.186817535096928,1.11492725051681,-0.490377927922523,-0.155254168432448,-0.976213158359789,-0.693849542790266,-0.936978284531481,-0.72142630676692,-0.668135264848056
"STRPN_Oss_2 (GE) - TPM",-0.734250579179062,-0.5490296372323,2.01495261415374,-0.791273940986849,0.377918065658161,1.29937595607784,-0.596474635849863,0.0201894649409983,-0.0660128534752047,-0.563125681994005,0.187091681837673,-0.0854517344504227,-0.749861002739991,-0.0944591072832641,0.994916128423375,-0.096058241773909,-0.735557295767976,-0.734642637538078,-0.457201668391056,-0.333710732729851,-0.817927781540244,-0.24329084691438,-0.910494374447363,0.44005705257194,-0.83436106451814,-1.01282975098323,-1.19489772586074,0.204406316464816,1.98756495990432,-0.22931861167408,-1.25737802173249,0.3606888168618,-0.426908446516019,1.3568538680524,0.468697350618987,0.534511876943215,0.547835558994154,-0.842691693547044,-0.279032054286445,0.894640026210668,0.0760500689150574,0.836553686921225,1.59903556506865,-0.237905612959485,0.523933981757626,0.550199294928054,0.366756575424857,-0.464609896145253,0.0682289146168245,-0.929387249647581,-0.840492864696201,-0.687433757774085,-0.635833944855939,1.06161837730876,-0.567768227908839,-0.955527617450756,0.463974940748434,-0.055325218111062,1.45200317166208,-0.310541094647576,0.354562297002014,-1.13396636969012,-0.380600957824756,-1.14700866169551,-0.923108060401502,-0.798443134479016
"STRPN_Oss_3 (GE) - TPM",-0.343498886083244,-0.563705340697499,1.22478040248798,-0.830147373865173,2.78116744916428,0.751234998637448,-0.586766550787486,0.806968796671399,-0.287930793632287,-0.60453308777021,-0.0136948425235674,-0.720689897281661,0.366184439993077,0.818401128455741,1.29180656384738,0.952179449868378,-0.139099678846018,-0.344625666676011,-0.625132660750059,0.828372330295949,-0.853648275048186,-0.363580415078748,-0.20498469440866,1.37399965784013,-0.825458463762239,-0.860542416589862,-0.072290863006644,-0.416605675655379,1.39780054456896,-0.23609514814518,-0.914744115220708,0.443719192588137,-0.309439996516842,1.02169889485964,-0.180191396529016,0.18724466810542,0.566204351949479,-0.186802946672824,0.224074064120731,-0.311277468491262,-0.153823055224487,-0.0957879836793537,1.98814626077312,0.467633543249827,1.85131221401485,0.558514664814445,0.0648764701226744,-0.168604401061834,1.11149954298561,-0.877279683782059,-0.460937209578704,-0.548437515557669,-0.486591759361077,0.0261862503174723,0.405892151846424,-0.34957788913224,-0.0301356526895975,0.0931665747161453,1.26847715899533,-0.262599718180835,0.603518393462617,-0.0538682844134274,-0.290398280620144,-1.33711397311278,-0.082915049411996,-0.273169416796023
"STRPN_Oxs_1 (GE) - TPM",-0.526185494486632,-0.457508048509274,0.320119053989818,1.06961614540678,-0.377927522719891,0.672215529119577,-0.812859409090331,0.365870224130979,-0.0548080273634494,0.430085271146214,-0.136463097357832,-0.456978978948905,-0.160376993219726,0.353929567242967,-0.145192193325555,0.293750948750684,0.17130283121758,-0.267896808747335,0.412157988492294,0.0208315100122813,-0.303692805337089,0.295069445594417,0.269865344146333,-0.217411210758514,-0.0348485967548461,-0.25978662701259,0.576872543787516,0.255671484988801,-0.305648948125645,0.0852380068124385,1.64724642904136,-0.229253832909478,0.297245800205183,-0.393458302731743,-0.114294291496266,0.91255047639054,-0.323116440523592,0.0551939551390357,-0.619761672332746,0.788371241741262,0.488297625988076,1.08218925041635,0.513877522565835,-0.167308855875967,-0.640719639646711,1.14360229026531,1.3725490980491,-0.774020718937267,-0.112714557382547,-0.183030254292519,0.187514605521572,-0.0567009216747389,-0.124958122375526,-0.124109994918633,0.356832864024799,0.272212330993628,0.684771308450765,0.0539597982788662,0.0139242468321157,-0.0921370507451939,0.0768603727885497,0.228704224353077,-0.334452945795289,0.227447055649596,0.320857421975321,0.1194233863082
"STRPN_Oxs_2 (GE) - TPM",-0.514381046785713,-0.466842172910885,0.122248419735621,0.967011620311207,-0.34918206485232,0.727059786380248,-0.842920696412746,0.367165117451397,-0.0374544210390338,0.383167378027104,-0.208387479482879,-0.468953807014364,-0.197930974918263,0.368770111749269,-0.160215373989856,0.337916416632126,0.0818275661086002,-0.255060688492017,0.39574295483873,0.0283454135049792,-0.294053727297479,0.28387706879009,0.294148013846183,-0.248203689179344,-0.0409082205048341,-0.25324509290415,0.582641292442044,0.263445618534573,-0.278574269692562,0.081729738157354,1.55517863389549,-0.224296196735347,0.245044835878717,-0.323641091107778,-0.0777928685216754,0.860044067896111,-0.366475642051389,0.199979892770288,-0.608538259165687,0.857801490457866,0.507224635402763,1.0202113668529,0.505005990193654,-0.0787500461547169,-0.580325736669242,1.10997593240491,1.39403135483076,-0.785501866284126,-0.188490300058136,-0.194160948894178,0.176937801524467,-0.0672201241281797,-0.16122042982495,-0.0996553639275936,0.207627397448209,0.234843499792799,0.750487874531208,0.0322190103068144,0.0330873199737914,-0.0837451759850983,0.0487803457631069,0.186495049607262,-0.257441008606217,0.255316098344534,0.300207122313964,0.127639667759141
"STRPN_Oxs_3 (GE) - TPM",-0.479206327860785,-0.554835915441748,0.0722392669278287,1.03747344134298,0.350765260410335,0.309421347623464,-0.498565702280435,0.615635542597617,-0.135000647500009,0.490092082323128,0.0426347577302836,-0.498727315712664,0.148215406829345,0.33388826214481,0.155119624855451,0.289550807604257,0.0831692320265827,-0.122570981205064,0.505597704810784,0.260710954454673,-0.406185696357119,-0.0338559806829583,0.364108132104584,-0.148054540454424,-0.471136643961682,-0.13782272153718,0.351549283587795,-0.0813971835583672,-0.210922784093841,0.272025613295348,0.822158602530585,-0.278777789913476,-0.152801346402167,0.0876292083758682,-0.440705572475084,0.561967094372969,-0.515454037283254,0.00516501907383394,-0.516377355521717,0.156644983313697,0.155117208955728,0.472670776496303,0.689450002272977,0.117779032182413,-0.44301454979109,0.765020071593817,0.141722472214996,-0.527955891222465,0.303247778945587,-0.372148088659836,-0.292033017300502,-0.145669655198956,-0.252388427172847,-0.136651556931569,-0.210050074292316,0.0761863014938884,0.264682336788963,-0.0483401380264191,-0.195576195700108,0.346026343848801,0.514505088329932,-0.0399030989710818,-0.101119988626547,0.332054238156176,0.615606539632294,0.611977292323001
"STRPN_Sp_1 (GE) - TPM",1.05765609801643,1.42126441034883,-0.667885555621281,-0.373854998941877,-1.17205465201155,-1.32567710814261,1.59300727422285,-1.14904803014119,-0.968244628855544,-1.43202923135775,-0.832296270219482,1.39648636176827,-0.579194513344954,-1.19678428127457,-1.20215241455135,-1.19388154001693,-0.6893170229829,-0.656090813599394,-1.30248395764706,-1.26965225986202,1.8224345593686,-0.853384000633883,-0.904445380338154,-0.893951466891118,0.657592644245636,0.804500962241624,-0.965085765491884,-0.600876108166343,-0.897748750373475,-0.67868619507058,-0.959272410504317,-1.16943680374853,-1.37002897703357,-0.959547800754165,-1.1173710222361,-1.42529496774206,-0.915755130077132,-1.03882190357677,1.09112071470829,-1.52267852518955,-1.17823141349617,-1.33183416034501,-1.34828238315177,-1.28745041894646,-1.19534815231094,-1.46911714633698,-0.155468652814842,1.40788445044876,-1.0195990307116,1.6989659221987,2.18089853727311,1.73185425199082,1.25949788703707,-1.40208808897208,-0.979991035991764,-0.176924995722035,-1.13415144361894,-0.98976860895899,-0.93161412198992,-1.06347243056585,-1.36058102064285,-0.760205389770439,-1.02086376247747,0.887570519733618,-1.10977855740231,-1.20345172624488
"STRPN_Sp_2 (GE) - TPM",1.05669983544646,0.900988718348778,-1.01868435379159,-0.517051005388628,-1.16631275813415,-1.34703069777456,1.12812991936058,-1.08150003628706,-0.976839156888738,-1.44958491882067,-0.917439175239044,1.08828407170035,-0.519219953621023,-1.15012731375416,-1.22351235402184,-1.1996747382262,-0.649571158755826,-0.704942218398306,-1.27962915755508,-1.25949946604977,1.48413164195541,-0.984575424342301,-0.982352499751387,-0.764539878988301,0.610235290114375,1.12630026594097,-0.910563388403962,-0.666720413007088,-1.17457494502532,-0.554733487728871,-0.975564114308042,-1.18715597566668,-1.37728375066425,-0.945152100167774,-1.14491610043189,-1.47476001921481,-0.844177339964347,-0.999234548515269,1.26568829068061,-1.59374003370132,-1.18124016981208,-1.37663632510604,-1.32579142082336,-1.31149654993373,-1.24542790906248,-1.48834644438652,-0.441043432633018,0.947493604189493,-1.02287911600457,1.46224090169156,2.0390598429768,1.57686804789855,1.33124760715714,-1.40024906200944,-0.727740370760131,-0.353262628279971,-1.2309043050486,-0.996341861438268,-1.10071314908928,-1.17635768543843,-1.4301744290687,-0.888666391769727,-0.988122159698588,0.803092585779329,-0.99772637104789,-0.859895831615474
"STRPN_Sp_3 (GE) - TPM",0.771199761586347,1.1999783784229,-0.627501167448842,0.119432732539528,-1.15159136034697,-1.34710884248523,1.01593204805307,-1.04424118293764,-0.952223522971961,-1.33754001259509,-0.993615287996475,1.48725169916293,-0.488020537896424,-1.18544130908003,-1.08886253041426,-1.18997524388327,-0.461004657305594,-0.826653856541531,-1.27405438838899,-1.22476976599875,1.685295197402,-0.918133173082745,-0.799502315241017,-0.65227514241988,0.83814592313777,1.07897170495862,-0.972189136181165,-0.510632190644428,-0.892714123111266,-0.638713546101576,-0.934884957768302,-1.16073832610695,-1.3338183689747,-0.996852417031727,-1.07340550237857,-1.45794296463769,-0.857244021325633,-1.02541674629228,1.42265599377288,-1.47200660749801,-1.16403709440353,-1.39676626421628,-1.3341482188302,-1.30715960976937,-1.26835089555741,-1.51062215931352,-0.130210890677672,1.42911758973139,-1.01391129409123,1.91800933383464,1.41412001305437,1.59929867034591,1.1184915942177,-1.36753336746432,-0.955336697818851,-0.475031915829538,-1.14164427204046,-0.959683411169459,-1.19732250688384,-1.14464103158687,-1.28087083927932,-0.71351863171762,-0.995843932773329,1.13332705301283,-1.07590248069351,-0.998073879164154
"STRPN_Tm_1 (GE) - TPM",-0.194166915970113,-0.593216942205912,0.0936847107116561,0.472557826230013,0.916288011561656,-0.422490476019005,-0.506543342126796,-0.63944848723286,-0.70220940789221,0.0567565939830778,-0.149214862008631,-0.953539337033637,-0.501340091939268,0.0385112780091182,1.0602269613249,-0.372503093449239,-0.694585998785868,0.314002464061125,1.03206212975088,0.332337910244583,-0.473377700019862,-0.240272906501869,-0.358992831066361,0.305834100026014,-1.04662329876482,1.06318848883639,0.41202730965121,-0.17664911802419,0.191264604781548,0.121772246656901,0.37562695700904,0.785208942103025,0.918653829373443,0.216448775510596,0.591252987340717,-0.516031767769123,-1.14143988969083,0.321571092781119,0.198385893350152,-0.180911610559578,-0.950795386534528,0.249614543040055,0.0166171872599785,0.198071808450311,0.147688787985789,0.632136372421978,-0.0690806674700909,-0.483082942614456,-0.229016382732054,-0.263918202899637,-0.894828389353225,-0.865561159421298,-0.776285514446253,0.122020968211431,-0.0604462584992956,0.272032915058383,0.37917467405132,0.200745681963878,-0.383607515298221,1.27222072885923,-0.0864044641816534,0.483631986840677,-0.620573868698893,-0.189979869040252,0.275846833764168,0.475943189154134
"STRPN_Tm_2 (GE) - TPM",-0.193163456680383,-0.54454102725453,1.75629133322197,-0.381656590325649,1.54778732689383,-0.201541776885938,-0.221706823408556,0.0418698358199354,-0.708308678262565,0.312310927198741,0.305387314375024,-0.900056053373647,-0.232909751847973,-0.357374509670401,0.573334124682523,-0.284603356060615,-0.495429271833353,0.452310598512576,1.00719263684844,1.05567453247631,-0.549878926163831,0.0425441651943474,-0.236666026524359,0.835514505319897,-1.03512228221634,0.75297084774357,0.441121169840089,-0.696026271422527,1.29801077128158,-0.0633820727805244,0.205109032711075,0.792909153317851,1.85160831052102,0.0411078649988806,0.728727934985063,-0.613753640793033,-0.89514510370588,0.0351796660143385,-0.229942430520119,-0.184183979796783,-0.898474282023854,0.519150970408843,0.041942277854859,0.83512885361648,0.192332012247549,-0.133536763384502,-0.188004372600812,-0.52734141614283,-0.28551521530668,-0.295273334874317,-0.947333099869458,-0.892940049397602,-0.751770209444985,0.21584353453558,0.00577681193459862,0.38609228649084,0.0675627912175969,0.0786109558297483,-0.395962693463476,1.04288408740762,0.659138437167739,1.0103677115822,0.0210600566656277,-0.155256385686885,0.272991045486661,-0.0211261829222828
"STRPN_Tm_3 (GE) - TPM",-0.275722574499776,-0.48645211595851,0.173612026169988,1.08935611175046,0.146342276000481,-0.0794706247921713,-0.368066488134999,-0.698171129463589,-0.550818674002863,0.795170428152398,0.182787700093518,-0.842459799626933,-0.3976900639771,0.118552786711083,1.00981246860346,-0.447931220174113,-0.633116722049759,0.498383367331706,0.833936166157348,0.162591391090848,-0.291845813740677,0.976874613627194,0.1019396385027,1.16256765862673,-0.76759384360066,0.689846761665049,0.153072821128385,0.194273855794125,1.23393786401672,0.227315192676826,1.80646837062198,0.0986699711045712,0.865396496662681,-0.388568829392527,0.606874968484779,-0.245403443318274,-0.664875052919766,0.445588149345382,0.141762570981334,0.655551816827047,-0.849108086879499,0.565204672192013,-0.072861897022399,0.165365855246302,-0.469775415101592,0.107483511434042,0.250892766567335,-0.256804796365433,0.0712085452319453,0.171623190535382,-0.910759493490893,-0.814400886150924,-0.746246227514756,-0.0744258518146139,0.0778182644190107,1.05064974910469,0.501997783380081,0.0166172751182424,-0.745180169738532,1.24195769035825,-0.149221517260074,0.311371768693432,-0.203744281402501,0.0591973945849845,0.824887747219531,0.63783213105042
"STRPN_Vic_1 (GE) - TPM",-0.420600975966704,-0.697845380215483,2.35083268713217,1.22349870940804,1.39279764994765,1.57647490670169,-1.03566229690153,1.81308142187018,2.7861471720064,1.45179988966401,2.05516870055022,-1.04768114180288,2.85112148873521,1.56269176557809,2.16572361976554,2.28845348584435,2.29615629123833,1.69777957128892,1.3141283359123,2.21080567239153,-0.614763821151211,3.25366346074032,1.73326341634792,1.95330929709976,-0.994631600234825,-0.613899591424905,1.94678842088875,3.06077938253774,0.991404090618681,2.73510582977772,1.63860387600008,2.55488449812667,1.20453594858243,2.20092218684673,2.3634829811805,1.91075360052286,2.32347335525609,2.16451981248606,-0.511634926359037,1.79262391383842,2.11292201345638,0.280731212638287,1.84701546159039,2.09602157172514,1.51034197123219,1.22938964922785,1.33297364564685,-0.845933777767571,2.92177474421734,-0.406680685518296,-1.06620073220369,-0.895787043167543,-0.837201874574503,1.95753871424886,3.17220277451454,1.69421041366724,0.833292499062767,2.10818481404353,1.17664086244465,1.88616992743877,1.56160292286961,0.713682984299206,2.34068689948892,-1.2516794743097,1.94689151250019,1.79988913900537
"STRPN_Vic_2 (GE) - TPM",-0.498154469646152,-0.620486335578482,0.297583822775388,2.89683659655316,1.49380377297469,1.63484329922725,-0.647513930356663,1.19263356793875,1.80974382989501,1.40924966162061,1.6586104008205,-1.12531546511345,2.47328227241791,2.25661068247785,2.32335189366234,1.64424026835355,1.47080317876799,1.8893748126153,0.824256361772872,2.25203954549898,-0.716269728183386,0.831561294835913,1.75672687196785,2.5602480639174,-1.00126684878298,-0.685522536862899,1.5153622723129,2.24198293809571,1.76547275923451,1.84234577913379,-0.175827233064863,3.05807590476493,0.587441053108051,2.50561946526414,2.6901434661719,1.64983488377409,0.820888965661095,1.80262005736715,-0.513827053805873,2.09153369320123,0.661311672059912,-0.507869975888972,1.4682142382205,1.16005419469457,1.51689016808569,1.51906896736569,0.945013367716018,-0.769080559422178,2.2375031485999,-0.724904731072322,-1.09589396161481,-0.856962274027579,-0.78544634228529,1.88952541508937,2.45238833770293,2.81938988104952,0.59352523821366,2.6703799485906,1.77450916792458,1.93822201292551,1.80460332688657,0.162296334417407,1.67407258800161,-1.20366615512108,2.70744762250881,3.56167722293586
"STRPN_Vic_3 (GE) - TPM",-0.295760024789327,-0.553168590319442,2.76174450888042,-0.295167866131906,1.74186305146459,1.29806655643827,-0.724561955592421,1.95083280741023,2.01839511452437,0.9687401147101,1.88210796434834,-0.769060262559627,2.68353428529885,1.39166821458859,2.06215689032592,1.87705875294135,1.40428925890435,2.24259466767113,1.39744773572433,2.24251656757191,-0.477795741467381,0.419810851634921,1.56141549674549,2.36296308819491,-0.925132779625048,-0.436259968454513,0.575540703226212,2.74698869022014,2.54457517665746,1.86313469585077,1.08720617911157,2.4214467102325,0.944670766387281,2.1347753707833,2.67410302758583,1.49300745683659,1.93009245767496,1.63320001457324,-0.367676954242311,1.17937528981207,1.31407647747265,1.0793896914634,1.05340449991342,2.08225886136816,2.06174416152633,0.963059840835844,-0.0473581896635687,-0.750066720529492,2.38856475861156,-0.390967211015495,-0.743984354679321,-0.723484879907502,-0.630117448021691,2.15666162114544,0.486413299784311,1.31467336839761,0.53584498904659,2.56834209712617,0.859648026032213,2.24780354890252,1.62738455170401,0.668483641607168,1.81504989954074,-0.99732257076,1.89732812882129,1.64500961844432
