"","SPD_RS00185","SPD_RS00640","SPD_RS00800","SPD_RS00865","SPD_RS01065","SPD_RS01180","SPD_RS01405","SPD_RS01490","SPD_RS01815","SPD_RS02035","SPD_RS02175","SPD_RS02245","SPD_RS02495","SPD_RS02640","SPD_RS02725","SPD_RS02945","SPD_RS03055","SPD_RS03115","SPD_RS03205","SPD_RS03335","SPD_RS03345","SPD_RS03485","SPD_RS03615","SPD_RS03785","SPD_RS03835","SPD_RS03840","SPD_RS03945","SPD_RS04020","SPD_RS04530","SPD_RS04700","SPD_RS04820","SPD_RS04880","SPD_RS05130","SPD_RS05235","SPD_RS05275","SPD_RS05320","SPD_RS05485","SPD_RS05560","SPD_RS05605","SPD_RS05780","SPD_RS05975","SPD_RS05980","SPD_RS06125","SPD_RS06360","SPD_RS06625","SPD_RS07515","SPD_RS07700","SPD_RS07775","SPD_RS07900","SPD_RS08335","SPD_RS08475","SPD_RS08480","SPD_RS08485","SPD_RS08635","SPD_RS08665","SPD_RS09125","SPD_RS09175","SPD_RS09375","SPD_RS09395","SPD_RS09430","SPD_RS09700","SPD_RS09780","SPD_RS09855","SPD_RS10060","SPD_RS10395","SPD_RS10400"
"STRPN_Li_2 (GE) - TPM",-0.686398078119604,-0.563906298545738,-1.04693884431916,1.13639067191876,-0.642147812400238,-0.601765234241667,-0.235665354541287,-0.547001596491161,-0.46071901347411,0.219618283828107,0.447675354764837,0.137591695700028,0.251671436855171,-0.00452311238867326,0.163946010576561,-0.512188275844632,1.54753671318596,1.14372791490181,-0.323081211370015,0.0308116753614225,-0.207173541651022,0.360086878803436,0.96919135832944,0.909301604906584,0.13613503182868,-0.383787041255645,0.242734824283323,0.396099691451122,-0.195483470737261,0.947368705734775,1.069976960718,0.313663608567221,1.25546477450812,-0.377508567515826,0.608535889612471,-0.0150756094734955,0.841169847746831,0.0599880843587942,-0.457982939247524,0.246635676275534,-0.379351642295469,0.0408821146356685,-0.408698076930223,0.372634264302664,0.168907577591018,-0.851394459793473,1.29812053001148,-0.490109194373127,0.707427729045499,0.550288906029307,0.128263742109514,-0.297218446215566,-0.448686702144081,0.241570753981344,-0.145753400343991,0.911722143329577,-0.534460463583509,0.760980502940484,-0.452460802564253,0.843193965782697,0.374696194227302,0.578781560203235,0.776955644523948,0.0350558650434252,-0.792479446541648,-0.69163150225787
"STRPN_Li_3 (GE) - TPM",-0.663056379854805,-0.585452031068031,0.0135970084411919,0.712595113642317,-0.568599880191671,-0.665050905812933,-0.0678457478728945,-0.586294142367249,-0.430377036233182,-0.0427143295913465,0.739268118341423,-0.0762569243772761,-0.0898729916785186,-0.0227787936105698,-0.0314761762913116,-0.480493261013806,1.7135888290267,1.47017219469868,-0.316672876006164,-0.0479959384457039,-0.262980206862621,-0.00320111361557489,0.918647784111869,0.641368682174825,0.150589963351769,-0.390372508405161,0.54628942844459,0.338153424857375,-0.428402966126589,0.865837935345743,0.601627973438242,0.368308676472702,1.02361049287038,-0.465642399014448,0.629624159135224,0.137573850167551,0.908207388208374,-0.026955744550998,-0.462048481566975,0.707174180366081,-0.223472681603166,-0.0980212587134554,-0.528753476702363,0.298323152665228,0.395576773286079,-0.916642268605649,1.03502059345576,-0.597111208442042,0.562325606399545,0.822008896688412,-0.418805480641079,-0.241361315172588,-0.363795928661877,0.193961965670115,-0.528959880000421,1.21594536390187,-0.443028542983539,1.07122064552479,-0.355639875455684,1.00482277161114,0.349489926985575,0.955174940642665,1.08260428145159,-0.10795338145244,-0.739786626623713,-0.602556430454159
"STRPN_Mig_1 (GE) - TPM",2.03570545451511,2.38232882410474,-1.4186263975292,-1.62707021150224,-1.22728239428254,-1.42762987955175,1.57799116185747,-1.51495665531055,-1.30846198760713,-1.79729161732707,-2.14583374874535,2.33850445201499,-1.15023890155313,-1.66530404005818,-1.42698410410489,-1.4808472838521,-1.38255458869497,-1.49096787173106,-1.63527509243249,-1.418696359095,0.823838283544603,-1.57672200396424,-1.66583649058147,-1.28286386459282,2.60172932877009,1.77349751264942,-1.50687383021255,-1.43711968673265,-1.40801325565946,-1.60331634573387,-1.4252365844915,-1.22440072504172,-1.7389358447495,-1.3041260268258,-1.16680862982956,-1.74872025158088,-1.506622732351,-1.46857198616633,2.38110277643002,-1.16390989779926,-1.4425568021193,-1.73194065629515,-1.43914130554492,-1.67321559126612,-1.43620595262333,-1.67150461021495,-1.43936135599228,0.466527756881632,-1.42490870726715,-0.1356165141288,1.52790326322865,2.28224130321187,2.56275485479075,-1.62923909921427,-1.21594818972757,-1.58536647416269,-1.883011871982,-1.41710332265249,-1.5111995197346,-1.43367598291516,-1.54855591599483,-1.45375989402245,-1.45782057630362,0.49973763666099,-1.51074508395142,-1.38577555940465
"STRPN_Mig_2 (GE) - TPM",2.52980550808912,2.44309603107033,-1.3709545458935,-1.66500615992874,-1.2241569189029,-1.42725103254538,2.0036705958893,-1.51852838362444,-1.3171640006246,-1.80386597345019,-2.15487880464327,2.07959403165057,-1.18949938534683,-1.67860046605735,-1.443920316684,-1.48253873266645,-1.46395524708356,-1.47692273019832,-1.62026422159888,-1.42017051703139,0.997306374586047,-1.63651641681345,-1.70895165844309,-1.27251627406511,2.20011363339424,1.39279559656753,-1.50347990078858,-1.50952992225681,-1.40402325724578,-1.59613300802465,-1.4448255498031,-1.23003839074628,-1.72386937125147,-1.31424245676326,-1.20790735355795,-1.75612675656849,-1.52919161447593,-1.50077719034322,2.24010917337162,-1.36737876399948,-1.43620025236323,-1.75286752613195,-1.44125612515982,-1.6629110540913,-1.44643295307625,-1.65757904926696,-1.3537553035586,0.222496208290468,-1.41421545473087,-0.0252598767000285,1.8004450076439,2.11431526608603,2.55703820155372,-1.59115616679468,-1.19027787796862,-1.52835417688964,-1.85095694366234,-1.40684763037555,-1.41625684773267,-1.39056419408875,-1.65000364147633,-1.4603917059188,-1.4423393448819,0.434778072028152,-1.501762299951,-1.40072803465474
"STRPN_Mig_3 (GE) - TPM",1.37718047198667,2.60060771360914,-1.26930548960877,-1.21756900428252,-1.23004052906203,-1.42727188983837,1.06279303525927,-1.52268204630589,-1.31028941264581,-1.77252410867393,-2.13529364911755,2.82664996066564,-1.14821245299708,-1.63734570760337,-1.42433371260663,-1.47783997400723,-1.42195877541169,-1.47137380417529,-1.62746096775824,-1.42072103527823,1.12950357527524,-1.46362944058505,-1.57266373597979,-1.2505108434731,1.67271129968502,1.04157896968469,-1.53124714003459,-1.39046856584246,-1.33973668537487,-1.54643274837847,-1.43088639661128,-1.23108362256663,-1.71337892071358,-1.36852953294708,-1.16090262526121,-1.74894007421166,-1.58311735366751,-1.47676280499993,0.947577575028236,-1.53637384247398,-1.44401856716491,-1.74734514717448,-1.43558667261996,-1.66826893057843,-1.38193036737365,-1.66938834970334,-1.28482267862297,2.03133958261781,-1.41052703522649,0.393915430611848,1.82561383269622,2.08657784209582,2.29398750669458,-1.60002417498471,-1.11772342095555,-1.48534224308589,-1.82458614203647,-1.41860661648109,-1.46857596362643,-1.43111487249094,-1.66637494870431,-1.4748584525019,-1.23884557169604,1.98734791074278,-1.52922977126682,-1.38872439503013
"STRPN_Nd_1 (GE) - TPM",1.20266790080418,1.48435710225482,-0.897014645100941,-0.885590419358135,-0.960256788070501,-1.04156401133828,1.36643256428707,-1.18834429211586,-0.827441939400361,-1.34637408721604,-0.926525861607604,1.09336566373863,-1.03279374447406,-1.32263500133922,-0.813389246387876,-1.10968968285752,-0.960522707732127,-0.880973813883101,-1.46000328493626,-1.29494892582865,2.95540386939322,-1.44257340441656,-1.43481547288911,-1.06176520894082,2.20164334311156,1.64307644442567,-1.20451494584136,-0.986168238072423,-1.23129983687152,-1.26587036318821,-1.3694221813856,-0.749657142719673,-1.48819745060164,-1.04083008546701,-0.955422154049855,-1.07094253933581,-1.26325053673864,-1.20259255780449,0.69733920799293,-1.16265345873471,-1.22454287563378,-1.55581074408047,-1.21477871482888,-0.254722180783751,-0.542394738620027,-1.23914436774443,-1.66600008138402,1.69212686589152,-0.432504985033031,2.83159485635712,0.127640133456437,0.764597974261501,0.804205817184707,-1.20080155768617,-1.0588782128714,-1.04986092907041,-1.61431524932001,-1.1732188458149,-1.31981429079765,-1.05247598375571,-1.39547948693015,-1.15104485295346,-1.21083748719167,0.132326664965848,-0.693363263518013,-0.958981591093859
"STRPN_Nd_2 (GE) - TPM",0.386782903898857,0.482118506972431,-0.0991846092765383,-1.20314483451627,-0.95770235592222,-1.10983458199081,0.486048657749316,-1.30175354080485,-0.244418609289219,-1.02970442029812,-0.591083969000183,0.906479017045859,-0.916370315258995,-1.36679669432591,-0.665194653625996,-1.1636735326064,-1.06976219239414,-0.890102866198069,-1.54346014183125,-1.31426879328651,2.5414612532162,-1.31777997641536,-1.49579300985302,-0.933879849571541,1.31777437002417,0.351231738656639,-1.37334087033738,-1.02090920527289,-1.18683608849363,-1.45833198745845,-1.26294421742065,-0.311141770288991,-1.10463503254434,-1.05873074848835,-0.838931520864756,-1.10763698191775,-1.2526688646053,-1.30194273035131,0.156881901406898,-1.10607889096841,-1.2583834109851,-1.3964428844979,-1.24898880828841,-0.603548960232025,-0.764059416421708,0.208160174961689,-2.00123836872067,1.76194612085956,-0.39188851033158,2.40389866818572,1.98491002459433,1.50751583475115,1.65602947608152,-0.268912546305698,-1.1833607671319,-1.02303824896609,-0.932179492712219,-1.1621276688847,-0.528822680677625,-0.827906209593653,-0.975957375306812,-1.19886518618922,-1.0981283024703,-0.872864769692042,-0.532910114326069,-0.363583824299542
"STRPN_Nd_3 (GE) - TPM",3.23678244222242,1.45040346801302,-0.702988193144646,-0.951773701484739,-0.65616957947961,-1.18585696516104,2.97755130294844,-0.994083059693574,-1.02376626196536,-1.45213039680802,-1.65437202717204,0.312465808220489,-1.06244388116596,-1.42952394458585,-0.604568960335653,-1.09569988533998,-1.33552814168055,-0.927951426135619,-1.3921277995662,-1.18287648235228,0.395432845506763,-1.24568934361,-1.45233653262363,-1.06338230960454,1.18815219235124,3.10341200516227,-0.654830928244307,-1.16245140021975,-0.848349650141253,-1.08175795874319,-1.23717336370309,-0.852473964053298,-1.41827696389138,-0.988970383298782,-1.08515394980392,-1.02997613338015,-1.37311139517191,-1.28690917557612,3.00864626008719,-1.44903841000302,-1.29344990683487,-1.496273655176,-1.11859719401742,-1.11560684019498,-0.810785640184534,-1.20509956537577,-1.91042015230564,2.30474040002211,-0.663603786702658,0.708490883613142,0.725775050336502,0.748768110854881,0.412687241090762,-1.22917294080509,-1.01516286182018,-1.31042975697428,-1.52502107996651,-1.29338350172065,-1.25413900296072,-1.05253062781824,-1.37640396902425,-1.38971035597545,-1.33689599904566,4.10882113909682,-0.917655009974159,-0.934872210774244
"STRPN_Ns_1 (GE) - TPM",-0.542140366755841,-0.478516103062365,-0.237514709021536,-0.428595373205364,-0.197341155804805,0.640286127453905,-0.826798219767,0.510256903820847,-0.232391128892604,0.806719209506757,0.424305176721592,-0.510388987362115,0.0671132497655133,0.605060916669533,-0.365656519179525,0.192697261671691,0.184006732571736,-0.21885366920027,0.694149883845002,0.184013309583743,-0.32100673264959,0.484928983405283,0.297481553635399,-0.452582860414232,0.162325163032523,-0.295807082963136,-0.0100200592732659,0.27660948386297,-0.404687630847712,0.118578099194522,0.637510692945144,-0.339180262262241,0.0477329543124633,-0.169295344977971,0.0199264274867673,0.630161079372438,0.184234069459825,0.81996011863799,-0.740600538185451,0.787921778706435,0.728664160245113,1.12375859067845,-0.148471406983143,-0.286139524465635,-0.404896981002239,1.25947031190374,-0.248428077802005,-0.915676477208426,-0.47506005963754,-0.322410987420887,-0.622158917835872,-0.612074253439609,-0.627955884228317,0.136883346499271,-0.0799775685431583,-0.248436766410637,1.23404870551486,0.207966466367328,0.323367869415933,-0.153718994286799,0.260276920707637,0.330506015655416,-0.00112191095287371,0.00658854814549422,0.260154601278371,0.289574155913686
"STRPN_Ns_2 (GE) - TPM",-0.559462726027209,-0.453837186044524,-0.278909413995014,-0.511165242390551,-0.172910025961942,0.589621668623037,-0.760027566843146,0.49512573579796,-0.17815603900352,0.793050875429877,0.182874327700722,-0.562559612617437,0.193719898933792,0.303850063848307,-0.321921014551018,0.167330936320464,0.174719682025562,-0.261228911002941,0.681579042256366,0.21957979483012,-0.303392023734274,0.483350478954034,0.294300710709254,-0.512355173600543,0.0389344899035668,-0.270925463691374,0.0118482621799763,0.276981719026876,-0.205260101370355,-0.0981096205364519,0.532392252560058,-0.34473812138506,0.0960249446947557,-0.0421199899653326,-0.0306364328753773,0.585079537190581,0.434350467025336,0.606630611876802,-0.733850265629095,0.657138887593794,0.693280091271221,1.17576788036166,-0.153005262352056,-0.202291086959482,-0.336160298977163,1.29572905299877,-0.126560217040247,-0.868957836002906,-0.497487271008869,-0.314922295190412,-0.656804701408838,-0.5890291898723,-0.604259091537755,0.254021918855465,0.0134874899046256,-0.150051018258869,1.19116384743969,0.230950566143618,0.357631596193646,0.0270861783529771,0.227957999362451,0.479997695154968,0.116739096651209,0.00539934346784827,0.206858230454467,0.439145263730702
"STRPN_Ns_3 (GE) - TPM",-0.579893677419882,-0.464887600570994,-0.126108596836191,-0.339994568355956,-0.179347194258323,0.648926791400915,-0.84396108080707,0.505999278238618,-0.248702546431889,0.824320853629148,0.286591940215005,-0.539506495879486,0.184020601205487,0.469044661598856,-0.263762385464579,0.210455273058545,0.129274962378999,-0.152457257204662,0.664288804164852,0.238299995873958,-0.312721044733933,0.711288306853178,0.39785009461605,-0.498806504362168,0.14872041736949,-0.278843255521317,0.0108430441497371,0.275500632499113,0.0248104059141486,0.0419196514454947,0.583238117095938,-0.344533620929285,0.108134736631708,-0.0996952334450403,0.144539486782475,0.648790240547684,0.211332289349403,0.740591546580817,-0.739232703032266,0.792913170791377,0.696937413530807,1.00652885640252,-0.147647363859487,-0.159155110032888,-0.383497250411399,1.24348831655071,-0.0752549366414022,-0.929328264529406,-0.468940906161636,-0.331807699809566,-0.621554832204728,-0.599345562626925,-0.607871502602211,0.195483946830446,-0.119836473293579,-0.163250535184617,1.30600935055563,0.286443371207726,0.213949327347134,-0.186695044979557,0.282624508147325,0.414666386631104,0.0515194740678108,0.0127836361019777,0.27573968394376,0.460225613911108
