"","BPSL0002","BPSL0083","BPSL0084","BPSL0129","BPSL0131","BPSL0266","BPSL0310","BPSL0361","BPSL0507","BPSL0512","BPSL0551","BPSL0553","BPSL0624","BPSL0625","BPSL0757","BPSL0872","BPSL0911","BPSL0952","BPSL1073","BPSL1074","BPSL1083","BPSL1191","BPSL1203","BPSL1228","BPSL1288","BPSL1304","BPSL1339","BPSL1805","BPSL1912","BPSL2007","BPSL2020","BPSL2126","BPSL2461","BPSL2464","BPSL2523","BPSL2547A","BPSL2548","BPSL2588","BPSL2659","BPSL2768","BPSL2849","BPSL3038","BPSL3175A","BPSL3229","BPSL3230","BPSL3248","BPSL3249","BPSL3270","BPSL3316","BPSL3317","BPSL3347","BPSL3394","BPSS0022","BPSS0229","BPSS0455","BPSS0557","BPSS0703","BPSS0776","BPSS0849","BPSS1014","BPSS1049","BPSS1062","BPSS1063","BPSS1363","BPSS1573","BPSS1792","BPSS2015"
"BURK_Oxs_1 (GE) - TPM",0.669902619650234,0.544820070909203,0.533940943687724,0.114174546714317,-0.044158035853846,-0.0444373104473165,-0.173582976127889,-0.705054592134364,2.00064116089816,-0.429831032956681,0.04752232873033,0.307141956764632,-0.68353040555039,-0.300980660615817,0.50387504147605,1.02061612469104,-0.359625418016875,1.21315484630613,-0.294146918066186,-0.74799949428975,0.121059545065778,0.00996299311470962,-0.37522788290902,-0.589574317340086,-0.713132304652861,-0.481230566464369,-0.236009943451838,-0.386569497123266,0.124259924303142,0.424783255980976,0.0714393006431886,-0.0503169145797733,-0.410531151653832,0.540296594671578,0.292006894388231,-0.361760405972825,-0.175814864308915,-0.284431715619573,0.495451758412568,-0.335090691913159,1.22531801064595,0.108323962499619,0.112858516888887,-0.0586674715692955,-0.14641952130789,-0.419231303279142,-0.200231830448958,0.291980330215624,-0.713179484455382,-0.331457609338541,-0.335256770382131,-0.449034520193051,-0.38678843350834,0.50450978313314,0.76219735926779,0.378814414266194,-0.617834426226636,-0.53439045147714,0.0330903194030665,-0.115589964841511,-0.72214489171739,-0.354447160225731,0.815959300707081,-0.317384535568132,-0.240597313979262,-0.299763718773822,-0.722791566939931
"BURK_Oxs_2 (GE) - TPM",1.02591186723768,-0.895161643237899,0.122518697040174,0.00597663903649528,0.511766970981856,-0.477802162326181,0.313195492027446,-0.461670440476184,2.16754436828716,0.232581640315696,-0.159242006241238,0.255566102959581,-0.496010979616364,-0.15353833731693,0.0999593859241663,0.736250240088994,-0.136391352571898,1.09144552652223,-0.293310750525104,-0.617432189444821,-0.156068772970162,0.453086998081193,-0.361358003712734,0.20842811583492,-0.396965257095859,-0.993226856499605,-0.184781164781397,-0.231932491884772,0.1726430988501,-0.459951914903007,0.425696544974579,0.452131796115084,0.293648539748637,0.886026205281784,0.534521027869683,-0.193453553151724,-0.111359068607623,-0.227195558891562,0.798707352066733,-0.577073861669906,0.135219539391031,0.417261251983245,1.11028896518352,1.1325227651141,1.13291010567278,-0.508116570675372,-0.189648266704145,-0.101305052831048,-0.628789381985084,-0.232704959265053,-0.47025205965051,-0.204076828540595,-0.358099643781474,1.21127039434997,0.33113924505297,0.943800344056469,-0.146225817607519,-0.525666244733545,0.393443963817234,0.131148019301669,-0.48314732178865,-0.5431997711332,1.53683180458217,-0.445881598987332,0.184414561440664,-0.132664154997606,-0.321678976214739
"BURK_Oxs_3 (GE) - TPM",1.43739368754662,0.8412099565726,0.574345057945517,0.0201807276994185,0.355107945989763,-0.00304330013485428,-0.292148849598282,-0.428848079455284,1.89780959571192,0.227786193578593,-0.385630395846071,0.689097582609389,-0.377095696152983,0.107078468699892,0.542115801241739,1.21882260413553,-0.57320272078104,1.64208529279628,-0.270968497957355,-0.307877687183092,0.152498931003189,0.808764523935522,-0.350079441619993,0.404618828633109,0.60171934007542,-0.510672713097495,-0.154503365394398,-0.180312241560617,0.160249830930256,-0.163163709807391,0.384133685564318,0.58805619766864,0.713022960246291,1.63512649168338,1.89445229792013,-0.231259825253574,-0.00815623909402382,-0.168229215941396,0.481640803854414,-0.0471031354736565,0.995181157785082,0.237160286746972,1.5244335439535,2.6839016618459,2.17629835320511,-0.411159061149288,-0.253307427650184,-0.178008915799019,0.053128583815096,-0.168502247241784,-0.451958820224922,-0.22572245742493,-0.0767811523681532,1.20012060138671,-0.0613942373331961,1.57285275934747,-0.193748939741721,-0.13835593563126,0.021461646068463,1.0859965082491,-0.433263036523194,-0.120526773730456,0.680346548081588,-0.436349664056566,0.266096051552092,0.37656177001485,0.506073329103138
"BURK_Sp_1 (GE) - TPM",-0.595172043347519,-0.416347524678907,-1.21184422942622,-0.4309232983072,-0.0354350579477797,0.532520928031549,-1.07340726171283,-0.449699436954752,-0.46677013940509,-0.546050556587356,0.103720766903241,-0.780040055064458,1.19034073268815,0.250921862628371,-1.73209029955623,-1.36935070201901,-0.974130629042957,-1.21052777050147,-0.330233997483069,-0.552103906100531,-0.0281137471830544,-1.19695916420516,-0.400046631179423,0.921087069471401,-0.216568155366754,-0.0427575880550155,-0.400008579611888,-0.561303168522687,-0.666756826108943,0.094305597806064,0.479870314089236,-0.956363668322738,-0.851525867666362,-0.986486084411635,-0.827985870574069,-0.796228886981319,-0.788940542495078,-0.318263158925558,0.364206588376107,0.353686126319631,-0.699531046920013,-1.76094399974347,-1.20499292143265,-0.610904210608301,-0.166466491747341,-0.166745234809979,-0.30537214830419,-1.02950823556172,0.172564928725095,-0.346468633572073,0.936317308028064,-1.21529766562174,0.30523097894381,-1.24147751141294,-0.869517527794264,-0.653421621242631,-0.42772634274988,0.506096198206045,0.017210661831814,-1.32778277906024,-1.03901640123203,0.112206061945331,0.169993604257028,0.64769995782205,-0.862430865343899,2.9871468840845,-0.620185666182289
"BURK_Sp_2 (GE) - TPM",-0.535093712661179,0.50710539286608,-0.5285610534021,-0.360849401530569,-0.718673457850634,0.877650006455289,-0.071795630252619,0.30302798969827,-0.536859889278618,-0.408936504114028,0.0292442919047003,-0.755219297211037,1.0419168294647,0.157966470998936,-1.67600312264903,-1.51267083626835,-0.814231505183675,-0.824789573808832,-0.329855658067438,-0.565124367747967,0.419424314940557,-0.118607646275914,-0.415871910433698,1.00575015860246,-0.617929396639452,0.31442465630148,-0.380216551108777,-0.480371253869679,-0.668622176020749,-1.59319705799269,-0.766255569759913,-0.385293839037346,-0.581514060906858,-0.900661182028959,-0.751054682652555,-0.791157732697936,-0.879197560839407,-0.516351387044938,-1.19612986803967,0.595867703296252,-0.478206862225428,-1.62682436704314,-1.0330242246273,-0.641856143683008,-0.151992476723161,0.00183542168500281,-0.298401660612169,-0.745504227860073,0.280046004253491,-0.417041965005825,1.0594299671086,-1.15343849844202,-0.297602489105484,-1.37042472747742,-0.564466299690006,-0.705894500204996,-0.369580457673881,0.541525785134493,0.445847132397815,-1.36428353597158,-0.571639048496285,-0.485466430409511,-1.45933383707676,-0.669564404217382,-1.17330413517763,-0.0310549423355736,0.27371220219031
"BURK_Sp_3 (GE) - TPM",-0.686434906573687,0.649950334419713,-0.849700177218503,-0.586419214613038,0.14706352964403,0.209825078237239,0.16604779964228,-1.10913725881249,-0.0622611173318824,-1.8785547722968,0.600463171929756,-0.67281914788596,0.717982610904297,-0.00581873007496428,-1.57434639894439,-1.40424109132053,-0.524287112513312,-0.49862482938555,-0.322740856344106,-0.613840842196017,-0.622915186081509,-0.604521221091776,-0.420447450925485,0.459202301746618,0.0300026992159658,-0.603327239823019,-0.410118096911732,-0.649765943588492,-0.732123354587853,-0.391803522241782,-0.3937856417323,-0.286249093285867,-0.738574693768439,-0.425234429130665,-0.195783465490383,-0.816532333467089,-0.714902911022733,-0.00950701787003087,-1.73467938633677,0.00451426854306643,-1.22349002613414,-1.39522974427564,-1.02647154482708,-0.541079645224987,-0.17862946469329,0.0653355326971932,-0.385910511019274,-0.947506133307031,0.29154232541379,-0.260145090502879,-0.0950061970267305,-1.2746829994453,-0.632546968033808,-2.33365407211477,-0.795191305986518,-0.859622492127037,-0.811464641410595,0.542031854948427,-0.605668954769816,-1.26101446253279,0.439884586390356,-1.24101407989996,-1.38003670895034,-0.181396045254471,-1.34473270295062,0.106268646056102,0.0404683799951754
"BURK_Tm_1 (GE) - TPM",-0.57770394646683,-1.18013137964732,-0.713893655743425,0.717839969215414,-0.75677295834315,-0.565998526454041,-1.23464156808608,-0.154092098372276,-0.705658344534006,-0.532654200205632,0.0745457685520098,0.528840526833866,-0.233968576926999,0.231914786397554,-0.314082152703767,0.475627058432881,0.462398988137387,-0.0909611214739934,-0.178652309520086,0.692255872719747,0.464161090522203,0.346408910004843,0.041390218829837,-1.0958691389759,-0.499195919726901,0.641019176518408,-0.348287739554299,-0.679736678788634,-0.377046791547742,-0.524418775130178,-0.476147598912991,-0.456152825137658,-0.911525701519192,-0.950390621724882,-1.50723121253408,0.208575229670763,-0.39549778672161,0.484085557300868,-1.22718165386534,-0.329495188569286,-0.989195641169694,-0.437123372814403,0.494903183161718,-0.0600727926133125,0.000988457855868161,-0.460779351814897,0.406854846798795,-0.0488824910742998,-1.10173511812113,-0.752611125092217,-0.408229846354118,0.0959936341456939,-0.227789702889262,-0.235261731443753,-0.495434260668536,-0.498241457030427,-0.923407542407776,-1.44109674489209,-0.441082227557423,0.782762624249316,0.389915604979374,-0.458784446932001,-0.21502539204065,0.282569320166831,-0.715793969145723,-0.124224124044318,-0.196108424869255
"BURK_Tm_2 (GE) - TPM",-0.582712098088571,-1.10284609859308,-0.484333894519746,0.45600682565656,-0.866918100209026,-0.358689883062007,-0.74610435362357,-0.193655724455766,-0.674492212033784,-0.110044813854623,-0.152477210503735,0.191884684207985,-0.169838610748633,0.0394150927264353,-0.0309071095700044,-0.0330755210940908,0.22277159362272,-0.249813148045509,-0.264967057084201,1.11915247365595,0.455605811707026,0.219745539858711,-0.078322292598978,-0.637555673671946,-0.989105934290484,0.453319752481001,-0.329346249184992,-0.634509345341619,-0.361730929625303,-0.60272615052775,-0.852244514314343,-0.152587403661239,-0.83897242722275,-1.14211254929378,-1.96055907063971,0.0849471682050475,-0.27750360956047,0.207124749101746,-1.26049082167949,-0.201307510340748,-0.669904177250667,-0.371143075889068,1.01744370034461,0.408502666539604,0.243138134582424,-0.470163523575148,0.280099836739054,0.116802892194776,-0.814098362537583,-0.664144174748662,0.0866938806399224,0.25335683430882,-0.0991524297175476,-1.16282518326529,-0.578127089573627,-0.606518326280115,0.141272063087736,-0.943159510225033,-0.369589647541741,1.14561962215944,-0.00651947701279179,-0.173506053429095,-0.173373705075339,0.347046875646633,-0.738800155377508,0.936391718409891,-0.717227256031433
"BURK_Tm_3 (GE) - TPM",-0.666003762901947,-0.786364263899767,-0.704712425494026,0.632836199786957,-1.0041112645696,-0.577120977331593,-0.712991692064639,-0.095755655370134,-0.51051206253309,-0.458311149509622,-0.229533957824785,0.654345857090092,-0.068900686802351,0.151095440058217,0.0810408251357117,0.166573924226409,0.393469062852299,-0.120327684272159,-0.245844069795606,1.10649238379391,0.853032660888349,-0.116635924185828,-0.0194577214319081,-0.856077498363912,-0.38534649418074,0.0159786312283343,-0.32768467242782,-0.64863569714999,-0.275838649239142,0.00704410505876706,-0.55739053084551,-0.277752522623127,-0.537998111755701,-1.28059000768774,-1.50998269537543,0.258379378651514,-0.556927127303849,0.228596074056952,-0.923036755884892,-0.122831928585703,0.874925605656048,-0.10165996067744,1.26017168597956,0.258400945077663,0.255959629159263,-0.505826312785892,0.512434512960085,0.0746696065692763,-0.833456215112622,-0.634135504675036,-0.191209827041104,0.251742577908091,-0.351045728251825,-0.528450736157425,-0.509127345355192,-0.566462442316632,-0.118653817795679,-1.39338886784647,-0.243037960612526,0.590558142254378,0.146610160344858,-0.565601210302562,0.473310226851687,0.359734891671615,-0.221308179264471,-0.139908168346178,-0.427227949706998
"BURK_Vic_1 (GE) - TPM",-0.604666313212478,-0.163463544336908,-0.644106562057734,-0.490700198416475,-0.344620514334529,0.757866239250758,-1.03070673640024,-0.527565069705792,0.0243958199302826,1.18054958975369,0.987728865885767,-0.040687205467424,0.211766858812062,-0.228451228521866,0.490356466331758,0.364735748591219,1.66081482387991,-0.292692352956351,-0.30355463768605,1.14789857867472,0.833729194402731,0.94178955467845,-0.360222434377997,0.634103606894476,0.429253749879388,0.637887531028918,-0.300054793804919,-0.598440698946796,-0.443684594427613,0.159282045202986,-0.875153709170878,0.117062826727583,2.05412111209333,-0.463490453918499,0.374316006759228,-0.278877613095006,0.0216696767732003,0.825069745511233,-0.584873584175479,-0.289234061777129,0.574112849336642,0.12055452820343,1.12068752234334,0.647837412704515,0.205505206608349,-0.269737130908547,-0.497615951959528,-0.46100161816024,0.725803058570529,-0.076607389552426,0.79467940911885,-0.496743347784469,0.289517421209546,0.531246418915963,0.0595420476740675,-0.379457547460393,-1.30453928852116,-0.462690731144056,-0.595209111972017,1.48387950724436,-0.624160498797099,1.27577431837883,-0.726402994713318,0.247484566467962,-0.583911145201986,-0.0237018598320325,-0.883641638947484
"BURK_Vic_2 (GE) - TPM",-0.857419795994662,-0.237367965577633,0.237618691375045,-0.415427654126142,0.0693811056078728,0.181600441385245,-0.587667534763944,0.206462885407238,0.447671398202814,-1.59600661678803,0.755016000947239,-0.321899401359933,0.00579102548377491,-0.394240385404452,0.638033079616958,0.407429700461466,1.54271190280028,-0.15171598403817,-0.291967235200735,1.0160845163732,-0.138113500636675,0.273569470197623,-0.393857523095578,0.00776730486208799,-1.38397387323863,0.748941394112131,-0.339856976217496,-0.634063832306755,-0.394854104248605,-0.450149873831918,0.699386738808557,-0.186320583504757,0.00375755771318669,-1.03332846133899,-0.263953328484039,-0.231968760090171,-0.833489466725477,-0.600748324012049,-0.816061032216959,-0.17393511112428,0.548948177768313,0.09750511957634,-0.0303638764292275,-0.226371873429165,0.26681123982964,-0.505503508130754,-0.495946422357547,-0.787983167172394,0.211448686187824,-0.0636918913082573,-0.172051499879082,-0.414204280395652,-0.21077324660578,-1.27495456862273,-0.594745303183609,-0.61682271913367,0.261475942045666,0.584313300903502,-0.752608047585855,0.343010362194424,1.77919559207453,1.44013781636135,-1.14455537392207,-1.24672160572088,-1.00017026128333,-1.07918179925054,-0.941876496621208
"BURK_Vic_3 (GE) - TPM",-0.684279584846426,-0.645454895738414,-0.293958886709599,-0.340270354506851,-0.737752292697429,-0.577331637946165,-0.419070816855299,0.678062195964434,0.339458330967376,1.56255795910883,1.25801161595547,0.103414832034571,0.054452007247845,-0.214077554020752,1.79301734963019,0.605857042013213,2.27452147283443,0.291192150480428,-0.289362768215663,0.633605066337873,-0.105563099803417,0.0513203860846135,-0.37844875851214,0.327406111963074,0.0172399114728088,0.191136166749495,-0.325901350348314,-0.550298937851751,-0.440404952166141,-0.0519719628879567,0.303130910494444,-0.570094379322803,0.836066942596343,-0.130573932691761,-0.158081578577171,-0.380104817480179,-0.175613249383247,1.67224569315991,-0.28332200766445,-0.608369111242787,-1.01305545951399,0.189367432113143,0.962840527415051,0.285568615027548,-0.144428493758233,-0.268441272930853,-0.457900695923908,-0.373741174098378,-0.393027963760962,-0.34582237039644,0.637394935500327,-0.249974386550247,-0.0540163983413859,0.24867370348126,-0.576402692652584,-0.375957063241869,-0.677471729107243,0.108039899409515,0.0548141376909382,1.47144796635826,-0.526073138058118,1.57187780495414,-0.227928199577352,-0.754057053565247,-0.592166252206931,-0.157206290103486,-0.661122741891329
