"","SL1344_RS24250","SL1344_RS24360","SL1344_RS24710","SL1344_RS23640","SL1344_RS01295","SL1344_RS01630","SL1344_RS01860","SL1344_RS02415","SL1344_RS02445","SL1344_RS02455","SL1344_RS02950","SL1344_RS02960","SL1344_RS02985","SL1344_RS02990","SL1344_RS03000","SL1344_RS03910","SL1344_RS03920","SL1344_RS06810","SL1344_RS06815","SL1344_RS06820","SL1344_RS06825","SL1344_RS08215","SL1344_RS08375","SL1344_RS08680","SL1344_RS09340","SL1344_RS09380","SL1344_RS09640","SL1344_RS09920","SL1344_RS12550","SL1344_RS13000","SL1344_RS13020","SL1344_RS13025","SL1344_RS13030","SL1344_RS13035","SL1344_RS13040","SL1344_RS13210","SL1344_RS25770","SL1344_RS14525","SL1344_RS14815","SL1344_RS14820","SL1344_RS14825","SL1344_RS14830","SL1344_RS15595","SL1344_RS15600","SL1344_RS15770","SL1344_RS25880","SL1344_RS15960","SL1344_RS16330","SL1344_RS16335","SL1344_RS16425","SL1344_RS16475","SL1344_RS17025","SL1344_RS18160","SL1344_RS18520","SL1344_RS18535","SL1344_RS19305","SL1344_RS19330","SL1344_RS20020","SL1344_RS20765","SL1344_RS20845","SL1344_RS21465","SL1344_RS21910","SL1344_RS22625","SL1344_RS23430","SL1344_RS23435","SL1344_RS23440","SL1344_RS23445","SL1344_RS23525"
"SALMT_Ns_3 (GE) - TPM",-0.310659269634963,0.140530330109178,1.07519389945132,0.985422316137992,0.125296089057352,-0.847209639077737,0.263789478545759,1.55681372640327,-0.275464428103509,-0.771308499514149,-0.742448190581476,1.76108487126885,-0.238618411125687,-0.0877791059556522,0.152658650114019,0.955215612398465,0.933515583292608,-0.272218052636245,-0.345777823944247,-0.400822414598353,-0.40446882196161,-1.70982691488917,-1.34793141880346,-0.546388472154359,0.894926402326994,-0.0436895117467425,0.883842129116578,1.44565546061976,0.93979256106111,0.8283493766975,-0.398786072264948,0.964086211394008,1.57561206832164,1.39695297271419,0.207389121585701,1.03448486503563,0.00132841638149191,-0.197581141377421,1.09948205092441,0.544922410552121,0.231724540203149,-0.349772388028505,-0.98089277651158,-0.809013572171469,-0.388607055304651,-0.388713462877832,1.23876612661407,0.398651470114235,0.115310211277869,0.632865667632868,-1.01256010128391,-0.0678510314316558,-0.818249613158197,-0.254456277934602,0.108497603621097,-0.521388695624809,1.50905376989067,1.33363323126498,-0.178865076241917,1.72508179818739,1.55014845983026,0.939319648062053,-0.504232394789192,0.820552580219994,0.527110545446415,0.769408694843222,1.37571855164946,0.341512368378816
"SALMT_Oss_1 (GE) - TPM",-0.439770978351792,0.0407272372233609,0.973037819720643,-0.509761641531294,1.23174009178184,0.523482754242547,-0.525031641499882,-0.473269623000489,-0.765096232529226,-0.350720221474564,-0.449635086225049,-0.657237475557013,-0.724499362818344,-0.622721763448528,-0.711682218216196,0.136756259138759,-0.665753711855359,-0.499655710310975,-0.491632388384001,-0.502365282224982,-0.478563573608917,0.0202515230837125,-0.600849100689951,-0.961836308102109,-0.608173785501184,1.77985236434863,-0.256177604167936,-0.248208589974027,-0.369347525523861,-0.230560635005632,-0.724670178905065,-0.456361392259121,-0.547206769650458,-0.628773451704724,-0.619696071481756,-0.721482738294979,-0.606012462018817,-0.291874880373769,-0.636881932952994,-0.6571386295292,-0.641753497263753,-0.620672816065131,1.41593193994741,0.0307469485264467,-0.310412932026345,-0.798392150255625,0.22391609768515,-0.803041042036671,-0.729297177966837,0.728970435784689,0.0219160016490342,-0.0201312628721572,-0.165840678840363,-0.0846562681409957,-0.632069683318602,-0.443186712567615,0.256780799169189,0.978370113489374,-0.292395575322981,-0.00384570550254494,0.327924219423448,-0.34502142676017,1.60627837749015,-0.320782494533978,-0.361054411794975,-0.304841512141323,-0.468589470147332,-0.191517892642997
"SALMT_Oss_2 (GE) - TPM",-0.453405121967503,0.216696907369269,1.0830837629923,-0.334368061589274,0.807569682881786,0.565536532538498,-0.50768229029459,-0.461050271320975,-0.702368198009234,-0.321482470129424,-0.179994770390251,-0.663045515583551,-0.778734658002323,-0.710495818259129,-0.63096167429493,-0.04410324156666,-0.712099557007431,-0.505862807548491,-0.495572471243707,-0.49769825300644,-0.469941615815981,0.315364302713385,-0.630528133036472,-0.989605846739982,-0.626759093602612,2.52019845829821,-0.21330537206877,-0.222880115460817,-0.259633661925701,-0.0580273694075486,-0.785475818180204,-0.516793278415702,-0.499430308051252,-0.606496420824789,-0.591204183709001,-0.822884994366355,-0.609956361413296,-0.297391576001271,-0.638582112921653,-0.6507638006789,-0.641939970611654,-0.639229266029115,0.884543769829653,-0.0454554298495915,0.124438067349532,-0.738665590823485,-0.0103786902179437,-0.837313708108841,-0.666834952237469,0.939615379918078,0.00123130860318843,-0.018349589033332,0.175445350390826,-0.0179638116570164,-0.629184827399854,-0.114255208783102,-0.128840899212412,1.13772555369309,-0.149122382915265,0.119602794724327,0.290312519095423,-0.130665915645349,1.2412725020474,-0.363605864043069,-0.229260188349154,-0.388611935303271,-0.647874936207568,0.59280627675798
"SALMT_Oss_3 (GE) - TPM",-0.475914340806909,-0.744102372106113,1.32672407058365,-0.822907021284487,-0.469613719565982,0.0254175380930516,-0.530348938551429,-0.844627013441262,-0.574086335283891,0.295804922201638,-0.000610072684282072,-0.639101694838487,-0.734199098173912,-0.602752163846247,-0.731768583375995,-0.00155351494070368,-0.987457473844215,-0.495952047151219,-0.475836468744033,-0.480052316350469,-0.519772138148669,-0.770194704897155,-0.435977738012919,-0.867758988406315,-0.634278591183079,1.65911250958124,-0.101246838885713,-0.151383395568607,-0.389993412606214,-0.189915159503329,-0.839147257493969,-0.467339716402017,-0.504800697382787,-0.580365472303606,-0.557547149697011,-0.172620862903192,-0.667375445594386,-0.559300228212653,-0.62983874580287,-0.651677652718162,-0.639349411761121,-0.632345348150412,0.64438771805775,-0.863882503014878,0.300107802731255,-1.10837859961943,-0.268774941240328,-0.897931952876487,-0.625744079402076,0.370855653225073,-0.164407374181778,0.2310566773812,-0.532909111639535,-0.0905487764277971,-0.420490820992153,-0.259981747438618,-0.714509072633352,1.30770819971677,-0.181331476333005,0.338170599367732,-0.0849073997605901,-0.175019733912052,0.739402226865971,-0.00463305629429754,0.0649610685568493,-0.116045006854414,-0.0414294667127617,-0.887662716792385
"SALMT_Oxs_1 (GE) - TPM",2.75777758730059,-0.00511492061566223,0.0352731127090954,1.25781902757091,1.31588231926763,1.5775770959281,2.38337144699225,1.52771466001226,0.466336775268295,1.81609402618447,1.12563115357529,0.197493481070369,2.09721930605077,2.84533378486434,2.37292856131551,1.99192283794516,1.06381008044089,2.33304088887526,2.72027340462986,2.15040846917245,2.92317222131287,-1.46450161952964,-1.23324705370823,0.926397862665695,2.01385658700429,1.48119335615426,2.20456536755686,1.62419092525286,1.74942466236757,0.895066817995646,2.11908762484217,2.34629969097062,2.00276008697942,1.86955530913761,2.51171180080738,1.30734251431991,2.77439609009473,1.02707092089351,2.38339857406587,1.75790462992548,2.30851050211004,2.13636853020628,1.30062867567865,2.47399205676565,1.46220120463988,1.5084774216042,1.71633251526442,1.91483066636729,2.53072604313792,1.0921161246643,1.2484583319192,1.7363576159882,1.54150767581342,2.34209547509507,1.20844984365925,0.883786556886992,1.59029170708004,1.86027916331451,2.26231984572285,2.29700277735111,0.955338955745414,0.923206980792005,1.26294547088516,0.983208445316484,0.927261145795662,1.89536308098587,1.14284780820762,1.52672858069434
"SALMT_Oxs_2 (GE) - TPM",2.18357344650895,3.84489149309098,2.11307545984277,2.55211460457548,0.538204553525057,2.01180337292471,2.31502326289891,1.84355399378949,2.73518673861984,1.59532096825973,2.28522491802284,0.189763958568843,2.20395448804682,2.62242072983101,2.03691665773052,1.84182442252724,1.42916401367995,2.01761995533717,2.47183779100033,2.16337930114497,2.39111856559984,-1.65339825203952,-1.36292104510831,1.4493462013543,3.31455530563828,2.09436450449045,3.07152777697112,2.13845331919095,1.97657558992089,1.3534833592611,1.88248193160012,1.97091389614796,1.89681040918851,2.00493268509095,2.40190881996068,2.16312218564619,2.7870442593637,3.09968388930449,1.8686647280907,1.67310382486753,2.15137114421403,1.62140934112324,2.79702145926226,1.35222522185013,0.873248874261915,2.39307988272546,1.45198406446291,1.93266913254455,2.57480452622627,1.15103413138395,1.30426905273651,1.5513695065711,1.21066410369023,2.18839660714616,2.27563901570633,1.34364844887539,1.46255533443379,1.16608084822578,2.80918446294132,2.34057185459691,0.472688706264286,1.40141765261282,1.54625086971917,0.828032578573025,1.77983019384995,2.35465642719691,1.00362061109001,1.46081524843268
"SALMT_Oxs_3 (GE) - TPM",2.02777168257147,1.00833521126732,1.11160289470402,1.27500690177106,1.23833833546958,1.80287273748186,3.07803507689441,1.58681450492924,2.16354110586021,2.72995363084649,0.737514733712051,0.137598276432523,2.2412759358602,2.80293261307319,2.8593419747306,1.84615120722247,1.82012379601257,2.12141163772618,2.21326769950089,1.79818571438265,1.94943467923592,-1.77778819168343,-1.30257644356799,1.01311409449884,2.32818120302,1.32729521459174,2.75317616054033,2.3693020548836,2.06583186136162,0.506445192968745,1.88402499511232,1.49300569701374,1.68640314724987,1.96300037668999,2.35077241746582,1.28512091178229,2.3675508740656,1.28327598232827,2.33277921797002,1.83161253403365,1.93771950828165,1.4618921716785,0.898950857753321,2.148154422284,2.42936648716717,2.00215097599447,1.15865309590704,1.24229348324141,2.27996538522138,0.940358167220276,1.10553364409065,1.64671865339175,2.42553924866965,2.0780139940734,1.47091398681123,1.61079955940581,1.66592475931624,1.23021728560921,1.86518505173058,2.26106963998171,0.485409745399284,1.31155430766119,1.61496517051773,1.17092641224077,1.02281145583614,2.10103997044433,1.00261544070594,1.81136132193878
"SALMT_Sp_1 (GE) - TPM",-0.304106894045342,0.533980526669362,-0.474856412151964,-1.16778125874206,-0.574094235007152,-0.17266425673189,-0.560821775814276,0.409712176996314,0.623057115711791,-0.744423232466559,-0.924039932364517,-0.672903704867507,-0.871147003760378,-0.753935267388576,-0.811110263212753,-0.568580065399017,-0.302731868607146,-0.38141401634802,-0.370019300727836,-0.222139723534554,-0.315955185806535,0.594873919818991,-0.0052058570356042,-0.754872791402043,-0.634278591183079,-0.32721528133788,-0.696603314331249,-0.962483345335508,-0.542013470673073,-1.18734526020139,-0.954716599114304,-0.905655243384055,-0.616831419342656,-0.857898629884531,-0.740909404141873,-0.710654582992908,-0.564015820812514,-0.559300228212653,-0.581793577215903,-0.599505226465371,-0.549079474706054,-0.4710393747234,-0.693380771000158,-0.238335869074676,0.237872836219438,-0.690392210887459,-1.45241382894764,-0.887839720200506,-0.898597795561201,0.417805595467977,0.798427241778109,-0.995636992710657,-0.331931318570326,-0.509069712652432,-0.757671488145897,-0.278555342060379,-1.18954651904555,-1.30486193925052,-0.919436849790338,-0.862672495642926,-0.776431977258938,-0.564128593507775,0.784047909029679,-0.883794990732284,-0.651329175773725,-0.645639270567525,-0.527943140608639,-1.38078777985232
"SALMT_Sp_2 (GE) - TPM",-0.28466263459116,-0.744102372106113,0.137078296453295,-0.269027961218332,-0.917315817576167,-0.624315876587536,-0.400202785325286,-0.218229197197233,-0.489042188298378,-0.994389258296658,-1.11403674110794,-0.679894705851448,-0.962155630537707,-0.707155508585626,-0.860855072257031,-0.634361257943151,-0.852978977182445,-0.399023349026857,-0.405225598771011,-0.220206845348966,-0.446823705009375,1.45451165927903,0.305368516231838,-0.92435817639459,-0.634278591183079,-0.678745993692343,-0.703767917047873,-1.01986944012913,-0.543283047158124,-1.19684029436231,-0.9982396990525,-0.705668639725153,-0.537277134705676,-0.872324322944767,-0.675139566039416,-0.520652601126254,-0.609687055102004,-0.559300228212653,-0.575601452467113,-0.567005566036968,-0.533250035486046,-0.5181266583467,-0.0956395606124848,-0.419277285978481,0.554048465572432,-0.718258187628052,-1.53643780670504,-0.641638718504574,-0.943408992123664,0.0452310448804095,0.370681318613366,-0.837676862713825,-0.705905490877531,-0.572079833607516,-0.57724186555416,-0.720243099975357,-1.31711137553727,-1.04280202147891,-0.48532815624004,-0.694593407312221,-0.37455643489672,-0.75326751836498,0.890046027780016,-0.852142305634877,-0.497815903133199,-0.559896882623376,-0.658263909588937,-1.10586955749049
"SALMT_Sp_3 (GE) - TPM",-0.305627811991894,-0.744102372106113,-0.607392355614043,-0.755200903691199,-0.490208465617698,0.146477573433881,-0.537906395801223,0.30333761575601,-0.435666296463044,-0.986947758141639,-0.868878995908679,-0.674683814050565,-0.943810852778461,-0.735202032490593,-0.761133395667406,-0.535839707180173,-0.516213719497887,-0.311240388037427,-0.373640299215946,-0.125129534613787,-0.260733838371046,0.247187900305826,0.163921308926985,-0.79294064329338,-0.634278591183079,-0.688175583362224,-0.6418196255076,-0.886715056115757,-0.526742498107211,-0.728505956677743,-0.951657251480897,-0.750442836420824,-0.542074558708316,-0.609018769479167,-0.740299464380171,-0.352778166082393,-0.507184658636865,-0.559300228212653,-0.54051530518367,-0.523126323297415,-0.510287838596424,-0.418778310705673,-0.668912402720897,-0.159409558630924,-0.318597241943147,-0.227802691524955,-1.23912106604106,-0.723038297926518,-0.832706476943388,-0.164394535218841,0.277558400152041,-0.724714574351861,-0.786979185670436,-0.484193957417238,-0.937329191056721,0.087328671245708,-0.852119323834118,-1.22314126929153,-0.880165394798947,-0.70616659079249,-0.304297205275212,-0.830217755096464,0.929956093141118,-0.853338608986883,-0.834937007508075,-0.790802331652437,-0.563506711940045,-1.23409673559508
"SALMT_Tm_1 (GE) - TPM",-0.565070786051666,-0.427231969196026,-0.820378683999048,-0.501516982406348,-0.154493831497551,-0.381250578536063,-0.581158189135114,-0.707809471080082,0.731455002091851,-0.374636940357247,-0.68689949349075,-0.635570365803537,-0.587165127493557,-0.670196703347927,-0.598734128017319,-0.801873966035903,1.22136193581378,-0.506958737806811,-0.488664457785489,-0.523534106410138,-0.498070530617142,0.820085125584609,0.0955360328425501,-0.589822022301736,-0.585920133429035,-0.892025232392413,-0.791601086574085,-0.777338204002886,-0.554827784686408,-1.26562597299868,-0.357041777272075,-0.559625272079526,-0.651888865489234,-0.630408750769394,-0.686193351916779,-0.929367961703814,-0.475585724217263,-0.559300228212653,-0.641145827609407,-0.658516253289289,-0.622050714796633,-0.515775986075182,-0.150159283092535,-0.180222396964818,-0.0699824934712924,-0.498754346907801,-0.136540300975232,-0.807428929532337,-0.788982757628572,0.172099918823969,-0.312114552451819,-0.333763552348282,-0.558762895047725,-0.431660642757587,-0.537766640936039,-0.19665949137366,-0.773205663845981,-1.24165784521478,-0.737496557468336,-1.10677951741575,-0.606645165000792,-1.13276251367609,-0.543220752947474,-0.620805916160723,-0.608668459923874,-0.466047923050847,-0.118490971236154,-0.650910342645052
"SALMT_Tm_2 (GE) - TPM",-0.565060793473704,-0.400308952390993,-0.346756221538894,-0.113990547435004,0.0549627703435904,-0.360988920738588,-0.647441715417039,-0.75542301078854,0.861768166601693,-0.446642688589896,-0.0576820114611108,-0.567847070505813,-0.678776740350193,-0.593284102603292,-0.442732466406594,-0.734309411009769,1.68723808692538,-0.507915667836321,-0.476378451286948,-0.491436473109184,-0.455416216558878,0.368298523712344,1.0078469285271,-0.394307030150484,-0.601991050843703,-1.01086142860949,-0.783287440277115,-0.923113813829616,-0.571985213472003,-1.09388574184793,-0.32993194307187,-0.56862148254491,-0.636317973102147,-0.653461592627481,-0.549069032514351,-0.823912604035636,-0.628303245527723,-0.207864424083512,-0.636336017350775,-0.652792770542306,-0.61047814650731,-0.498503881792866,-0.206266936374104,-0.312270610405934,0.443294505415567,-0.901826664634305,-0.134614647640395,-0.735516688998057,-0.684619921063956,0.125982148003779,-0.502891843767879,-0.241687803052548,-0.00421529460931506,-0.420161135349065,-0.354397164481146,0.0228781938400412,-0.61347208155393,-0.750724741382555,-0.664659890838788,-1.0593484867445,-0.502208453548789,-0.964973827054923,-0.550421110397945,-0.562474217901116,-0.666667870858493,-0.533578954801165,-0.19261743778387,-0.543513544554091
"SALMT_Tm_3 (GE) - TPM",-0.579343058421676,1.06317497332766,-0.488291621114697,-0.47835171747264,-0.449974538336271,0.0946914544722352,-0.561579936705539,-0.622454279519601,-0.124498162742159,-0.541932372867914,0.390962991029764,-0.604428374882433,-0.571911685828537,-0.559135582834984,-0.634126715224341,-0.769496294622858,1.49709470763124,-0.520887925519679,-0.485525367531327,-0.492788108513573,-0.379209171827793,0.66847203440763,1.26024569735376,-0.682705987520568,-0.506980037568539,-0.983079035033794,-0.714926649428838,-0.652123827169187,-0.491591664409557,-1.20803968445277,-0.456235249308726,-0.529847258932016,-0.597749135542428,-0.735918671831185,-0.579563757462022,-0.944685955134493,-0.570294872883255,-0.242594108590054,-0.629232072044181,-0.648583214814293,-0.634556825480988,-0.505030161043079,-0.443714279238987,-0.132673174570764,0.562010192883985,-0.79268164934517,0.019130685454031,-0.703299267466363,-0.735454993898495,-0.110222448933775,-0.666359760304463,-0.192944963747697,-0.224701834768387,-0.344611649973366,-0.37558290642894,0.562278425723231,-0.508653807078945,-0.505649400207278,-0.729519042457261,-1.02713576393134,-0.213646954357885,-0.132347110820808,-0.105142240067295,-0.799697337071578,-0.684044915538142,-0.571939708966756,-0.312916633990328,0.430181021491596
"SALMT_Vic_1 (GE) - TPM",-0.596833788098085,-0.744102372106113,0.793965041186678,0.481582149838726,2.08940265140803,0.4725411177519,-0.245604972065516,-1.03456667315875,-1.17723493325061,-0.550439038505311,-1.09876829664265,-0.477342019425326,0.962736096415111,-0.302960263179244,0.157055546719215,-0.951376454921944,0.89964545710577,-0.469622130604385,-0.487276171623623,-0.52396258652649,-0.511274121889018,0.581267728584549,0.309728233158746,0.879997105177721,-0.634278591183079,-0.712681165036637,-0.7726712998971,-0.917471726577293,-0.540890730313083,0.601226701813972,1.55357740373784,-0.64429092456556,-0.671143708182952,0.22114726873521,-0.135422186698576,0.18883943094116,-0.482073201326216,-0.559300228212653,-0.604119242033072,-0.595155554077121,-0.60765464932258,-0.462504668424442,-0.0476478938453716,-0.783912251892676,0.179162440689554,-0.625362981897152,-1.56302508344496,-0.564591319307564,0.066115372268122,-2.15940317440726,-1.15873474160237,-0.125775759910822,-0.436676556035099,-0.483017219129922,-0.250121315321076,-1.22340847847705,-1.07374129500031,-1.51603116771155,-0.173692277852515,-0.378045307450983,-1.87986817927458,-0.686984661510459,-1.08132975363194,-0.324014090271679,-0.331008494351507,0.258300715148423,-0.453479093802507,-0.818970720812549
"SALMT_Vic_2 (GE) - TPM",-0.588661631146069,-0.744102372106113,-0.866042513432869,0.227579259399645,-1.97274676606922,-1.69316395015885,-0.739006365521971,-1.16065384422037,-1.17723493325061,-0.56034277556482,-1.49796838955248,-0.503191472987629,0.058919258838388,-0.16209971258889,-0.602047063782341,-1.02431795407346,-1.23787439140513,-0.486654501908156,-0.475375518157542,-0.572370009756614,-0.562761123664061,-0.0887145438186212,1.4297676735704,1.70398433982518,-0.634278591183079,0.0948484828735976,-0.82006409036375,-1.39376650979067,-0.591442923964789,-1.16712317034513,2.03054997928313,-1.2240476411501,-0.739542975189815,0.610743660153794,0.322352715284895,0.329594637442336,-0.691184099098526,-0.559300228212653,-0.626352711278414,-0.476755480658835,-0.54186885937074,-0.574284412571133,-1.62941259245816,-2.16895250272028,-0.800617501586701,-1.31896982346346,-2.25295613690058,-1.11349721127663,0.156036536487897,-0.877347585455692,-1.9432474811337,0.175730696358146,-1.51615475408148,-0.431141050761369,-1.89365093301878,-1.8315264529595,-0.213416477279081,-2.01604168135987,-0.236035779823239,-0.760304544582614,-1.55298041389243,-1.25895361835346,-0.0734274522714888,-0.318409912064813,-0.945682865847554,0.0666094434672812,-0.570336358986511,-2.13370761836916
"SALMT_Vic_3 (GE) - TPM",-0.54474248190564,-0.744102372106113,-1.1921191239509,2.92325229186834,-1.97274676606922,0.197763827419621,-0.659915428086828,-1.06038207855391,-1.17723493325061,-0.971801898539923,-0.0251204065231322,-0.62507325058868,-0.0971658663811259,-0.327482233732311,0.152072631283206,-0.874760531138318,-0.494335673467573,-0.500649924928218,-0.406709288108119,-0.389049889272076,-0.562761123664061,2.31521734600466,2.36599163697887,0.829203144027417,-0.634278591183079,-1.11125251207477,-0.882258433180119,-1.07792157743233,-0.591442923964789,0.198962865831381,1.55082742224032,-0.319114494505685,-0.348938946702013,0.364389522380045,0.205526515922199,-0.983409975057213,-0.691184099098526,-0.559300228212653,-0.588609455814868,-0.397544049774232,-0.53300085967368,-0.268203039798312,-0.605289922006153,1.44841440308895,-2.0100386116619,1.40502202690555,-2.07888228786045,-0.378157671737775,-0.360185755848124,-2.03541135004942,-0.414378413112746,-0.106012842735053,0.906370217045062,-0.387464404212488,0.343110449569318,-0.761619304646977,-1.7094550960498,-1.51477662472417,0.334647291544638,-0.225331189741911,-1.33240724308726,-1.2658570755239,-0.587170585517528,-0.589082411153427,1.47130738264417,-0.251100532874364,-0.453091426541866,-0.877780013797334
