"","SAS_RS00005","SAS_RS00040","SAS_RS00355","SAS_RS14320","SAS_RS00640","SAS_RS00655","SAS_RS00665","SAS_RS00670","SAS_RS00705","SAS_RS00770","SAS_RS00825","SAS_RS00830","SAS_RS00920","SAS_RS00925","SAS_RS01070","SAS_RS01075","SAS_RS01090","SAS_RS01130","SAS_RS01170","SAS_RS01175","SAS_RS01180","SAS_RS01200","SAS_RS01205","SAS_RS01530","SAS_RS01625","SAS_RS01630","SAS_RS01635","SAS_RS01645","SAS_RS01715","SAS_RS01735","SAS_RS01870","SAS_RS02070","SAS_RS02205","SAS_RS02220","SAS_RS02310","SAS_RS02830","SAS_RS02985","SAS_RS03045","SAS_RS03055","SAS_RS03280","SAS_RS03385","SAS_RS03415","SAS_RS03455","SAS_RS03905","SAS_RS03910","SAS_RS04025","SAS_RS04120","SAS_RS04145","SAS_RS04150","SAS_RS04285","SAS_RS04415","SAS_RS04425","SAS_RS04430","SAS_RS14545","SAS_RS05730","SAS_RS05735","SAS_RS05740","SAS_RS05915","SAS_RS05920","SAS_RS06295","SAS_RS06555","SAS_RS06565","SAS_RS06665","SAS_RS06735","SAS_RS06740","SAS_RS06910","SAS_RS07130","SAS_RS07135","SAS_RS07140","SAS_RS07180","SAS_RS07185","SAS_RS07525","SAS_RS07545","SAS_RS07555","SAS_RS07650","SAS_RS07735","SAS_RS07740","SAS_RS07745","SAS_RS07910","SAS_RS07980","SAS_RS08455","SAS_RS08605","SAS_RS08685","SAS_RS08695","SAS_RS08840","SAS_RS08845","SAS_RS08915","SAS_RS09030","SAS_RS09410","SAS_RS09480","SAS_RS10445","SAS_RS10515","SAS_RS10885","SAS_RS10910","SAS_RS10955","SAS_RS10960","SAS_RS10965","SAS_RS10970","SAS_RS11025","SAS_RS11075","SAS_RS11205","SAS_RS12015","SAS_RS12060","SAS_RS12070","SAS_RS12615","SAS_RS12635","SAS_RS12640","SAS_RS12665","SAS_RS12800","SAS_RS13050","SAS_RS13180","SAS_RS13280","SAS_RS13335","SAS_RS13710","SAS_RS14050","SAS_RS14170"
"MSSA_Li_2 (GE) - TPM",-0.142206984497285,-0.655360380583941,-0.273277977201774,-0.409972786655663,0.0432848332322675,0.331835414654587,-0.239693689799128,-0.246241088299335,1.34934614646059,-0.226910139029535,-0.449404633453862,-0.562386555524159,0.653159273898718,0.357891241617832,-0.402344600302651,-0.333279291682196,0.921901218815686,-0.748771712085648,-0.429159241652705,-0.468658809842526,-0.352911716378565,-0.783048660797949,0.0505518851501648,-0.271506145315122,-0.122442829382688,-0.433653026206823,0.268963761749057,0.26887447958022,-0.425999390518158,1.13879998510786,-0.252648161843008,-0.304883069167503,-0.669631536218238,-0.559791839961689,1.68369269268192,-0.29217434919317,-0.213265234776462,-0.343030306324008,-0.580117001633901,-0.820089595604598,-0.776818483236282,-0.528455568080139,-0.381822371637331,-0.394745022914125,0.454042822254261,-0.345021858042561,0.905778566458508,-0.112799825750483,-0.0768615113145195,0.861863164759598,-0.88673474763075,-0.51357716464953,-0.410150715088637,-0.583451899826608,-0.600800067559753,-0.650301529038636,-0.463253378406784,-1.01059224635185,-0.823837674053021,-0.111058422986336,0.0956687323248694,-0.663559185741677,-0.207284370310157,0.33277546028602,-0.321061790355113,0.0092995991655878,-0.395578130868357,-0.204612725182255,-0.250510395434642,-0.503386886801917,-0.416775127066396,-0.528699695768096,1.35275781061841,-0.620686803638053,-0.849370548017626,0.135939794124276,-0.105576444811923,-0.229908908553258,-0.129455388779533,-0.269165112114202,-0.374980685178872,-0.218446036984054,-0.152095238173311,-0.295686902724003,-0.585790830146246,-0.550968812779561,-1.02054773854911,1.0183652294758,0.851658987385502,-0.578499498809764,-0.245305766230758,-0.713573635474948,-0.748288027644306,-0.727441875586997,0.564026311554644,1.2390161664757,0.753523773080876,0.374557736022621,2.33198070308634,-0.187015192687904,-0.538400812532461,0.238544434696706,-0.773221138409958,-0.241403501515233,1.26487233365785,0.0920684329973881,-0.46076102514763,-0.611735947598024,-0.782748334620234,-0.831406650616373,-0.63078460425576,-0.522371260395513,-0.326626157943779,0.315790957312172,0.625940522251958,-1.18287705908438
"MSSA_Li_3 (GE) - TPM",-0.184511793147515,-0.366969107664225,-1.18922396771738,-0.555052440166906,0.644533154134937,-0.471592463404604,-0.0286199646999032,0.447842600591973,-0.706047779694595,0.107135617273717,-0.110588682688678,-0.506253201519296,0.10154175253074,-0.936988343391828,-0.423986938791885,-0.00940659128746307,0.448436640475364,-0.914210715295757,-0.400109527316546,-0.342972102984873,-0.435357665503735,-0.883527567815682,-0.829008553160498,-0.769844898709604,-0.480572152405291,-0.169250732989573,-0.0535355653393078,-1.81495978772213,0.0485354694592272,-0.00701983496508017,-0.49651481668652,-0.0439715209660599,0.734627904241569,-0.624473033092864,3.00633993698447,-0.441483716551124,-0.615691496397748,-0.160835292792038,-0.246431897518194,-0.353810272678779,-0.665633582915235,-0.510375232159905,1.51179764093384,-0.513016546157747,-0.309335943492849,-0.416472857887887,-0.398336589655987,-0.299417299454937,0.116964409358277,0.186521887617728,-0.438348336935582,-0.447508609891649,-0.111115341642597,-0.780275937875672,-0.235367138817872,-0.0918867640330651,-0.216053914994326,-0.976669714825062,-0.600043993930081,-0.560381781888287,-0.669776596222923,-0.719297580264881,-0.246509264111243,-0.0976949449840012,0.406835501054485,-0.172513475506187,-0.389917551958688,-0.576329877281155,-0.706151792706483,-0.24498339161141,-0.315751482006388,-0.574908879366142,0.486956353707393,-0.414823056213663,-1.07934146428558,-0.65334468156045,-0.744450146781421,-0.399636179405957,0.110033668683524,-0.368043320265528,-0.540564753134875,0.475922523327052,-0.270665202353816,-0.181417257421345,-0.53744739723788,-0.574076679472952,-0.564302620935202,1.92724451808817,0.183925267773108,-0.420442918342153,0.0438555230772071,-0.723220508206474,-0.567973378593405,0.501454395632422,0.318321778633048,-0.189418521573876,0.336717469265888,0.299167830320025,1.08434644785928,-0.378702584009671,-0.56762705221012,-0.673466871566091,-0.688713652002769,-0.352864150985738,-0.287490879523168,-0.385741123879516,-0.125894484156641,-0.692776016855965,-0.447726499796066,-0.404320414549421,-0.605045486770559,-0.460986553485133,0.734444833379463,0.577473879470412,2.70359930776962,-0.183238850876355
"MSSA_Mig_1 (GE) - TPM",0.0770773262780546,1.5897784182167,0.451676021577569,-0.308240047526195,-0.693231229423014,-0.647164628258533,0.0180546626182242,-0.533260892340074,-0.160898982725052,-1.04487943083968,-0.452936221672674,-0.152146227987101,-0.0143628036486161,-0.490068017689354,-0.382369880622845,-0.440705601958285,-0.424701351694213,0.120145688782929,0.214165065613372,0.182210061042737,0.0988090696834058,0.701288620306168,-0.211607338147472,1.45923514553886,-0.276990186347733,-0.127615637927455,-0.427362678235338,0.0171720300795511,-0.548665767333972,-1.22466383369662,-0.423761043781453,0.5360882111957,-0.759645894911441,-0.165980333963344,0.604292777889652,1.06203895674168,1.31386532530536,0.884630219883686,0.333067525934083,-0.31809571311909,0.867379369884159,0.573630510169116,0.14864974670852,1.10563611855753,0.647873092843561,1.22498151898278,-1.2780465969561,-0.79273841902633,-1.15358174998449,0.118704838793758,0.658293419069672,0.014023618936644,0.0729959860576799,-1.0709959841776,0.162382040641191,-0.14908139817553,-0.512222677801141,0.620923579575088,0.882102272337007,0.00216134583340316,1.59733444043436,0.128942492924939,-0.162759276125819,-0.138474079642567,-0.361678611564755,-0.141036763314381,-0.0379164121299338,-0.279442579275869,0.163965417625749,0.814147629800715,0.833104594005258,0.623599845245037,0.57252308170193,0.194429441296916,0.244873624162348,0.0833224181696518,1.51267934577217,0.748825834095615,1.06217286212422,0.143283618716845,-0.356292799711597,0.296683883731213,0.994287762927648,-0.269948255929503,0.82840037141832,1.03163146513399,1.72952218085449,-0.489408330165027,0.608979432731707,0.446966093693041,-0.123250558458579,-0.00410753668832996,-0.0685161657822465,-0.168569734379424,0.0562100320923553,0.0010957906832243,-0.15969734025605,0.342506429575087,-1.07692550917083,0.901694465613019,-0.0636355029074356,0.24765605020657,-0.675338848881752,0.035787122062003,-0.76976098437891,-0.0499882196334958,-0.202020016996806,0.211146409865918,1.01048210073773,-0.799309896102382,0.279839068770736,0.274683459266594,-0.119731641270276,-0.717228398427169,-0.933760560009095,-0.515970973552155
"MSSA_Mig_2 (GE) - TPM",-0.0443075691814666,1.23484777275506,-0.547749035557649,-0.166364431124844,-0.522607618332315,0.140990134900559,-0.685233492748381,-0.435776749189534,-0.267004719817816,-1.21980783543113,-0.388575710152234,-0.101252944263601,0.00618227286782947,-0.370156079723295,-0.329630442698174,-0.517569617988004,-0.469010389708572,0.274083593338561,0.225444665951682,0.225626354625811,0.0756652035083449,0.531462410543549,-0.237177053296702,0.676059188683821,-0.201533897729035,0.156169114592855,-0.307766083457859,-0.348310540578093,-0.845260439931954,-1.33160329719483,-0.526281072823727,-0.295531691364648,0.757227444493353,-0.235079646236698,0.218172368905139,0.640832454915704,1.75768215476743,-0.260036327726361,0.667479647575846,-0.234099760874815,0.224352478387089,0.243190016663956,-0.0348219210612312,0.865257685468905,0.391576980261088,1.32189001749379,-1.03333513218398,-0.849199196550431,-1.02795742598902,-0.503095643869073,1.33493876052718,0.0765389816675293,0.173210294647944,-1.11351907526648,0.249840869736467,0.124193637314462,-0.384250263347988,0.677407655944789,0.76144247673044,0.211180794385386,0.966571818788237,0.145195427754895,0.18336257824874,-0.662506941381845,-0.998828828925463,0.0608793644904853,-0.285771435461989,-0.337326268495166,0.26582995270294,0.82258126145939,0.907738490721532,0.48182154837594,0.935598759530397,0.218720526872083,0.157768146212783,0.27156976783954,1.00500025180557,0.687595824701102,0.752285261452837,-0.109332622517959,-0.681328029079627,0.0604997146819786,0.444655922556947,-0.346395767109721,0.636718806522411,0.78249507623886,1.42324803596253,-0.642022019030352,0.154371660467177,0.581155081562781,-0.207586945551201,0.32691463288323,-0.190842757678068,-0.332166234061976,0.347063757721926,-0.161849395661351,-0.0609399196625918,0.155158277845497,-1.3035113004796,0.800257972371427,-0.127774617256532,0.46506221522085,-0.101729829500763,-0.155454538778849,-0.938123847012962,-0.00717517136125369,-0.30574575009065,0.26595021394976,1.43192210323611,-0.790645761448878,0.509620047716454,0.266078724469496,-0.242294773687027,-1.14143086082478,-0.724144276718867,-0.960176674295752
"MSSA_Mig_3 (GE) - TPM",0.041761914718372,1.467137772878,-0.302612252636692,0.534051400549298,-0.849407610486532,-0.239130863575079,-1.08892270917057,-0.135191988016517,0.506523440289097,-1.08797193965734,-0.217633286106747,0.0552727527538395,0.312453702228976,0.0517285681860657,-0.270981624651498,-0.4048063182729,0.135080963191288,0.311914126990523,0.182107341847072,0.0770937603925072,-0.0683089367924524,0.440971129181073,-0.111938663239555,0.915624835616938,0.306202068661404,0.0390696644469683,0.606399116556015,1.23582593088815,-1.01120584557331,-0.975364750980403,-0.208122012972317,0.177186025517442,-1.4742257052959,-0.518828085397099,-0.161755120972307,0.861404922374991,1.69823454891515,0.95302027639065,0.440680691568664,-0.406625625913402,0.632845575727899,0.710411458405187,-0.799000700089185,0.580849322358929,1.08977211801982,0.906023037146946,-0.955014036011136,-0.810535373691459,-1.20805839216999,-0.233833843974785,1.190038411899,0.00882026443017774,0.146954395887595,-0.896914777909183,0.442229474616414,0.335699922503954,0.113051949897978,0.549980915294123,0.720097206259793,-0.00229103634913805,1.36845599085254,0.322513823982,-0.244048246995359,-0.545648914496969,-0.443735337761657,0.214446129496199,-0.591153680079668,-0.0499704691771321,0.194615765317032,0.765086351078337,1.14335369315349,0.450961970269069,0.787274316017732,0.128204442436211,-0.710114630941754,0.77283386759879,1.29252334355171,0.211047164828513,0.153570817170514,-0.498638240096606,-0.288245794314952,-0.337142666839954,0.263111085473308,-0.232532707217308,0.642385705642112,0.878359399790676,1.3445950437698,-0.845343997018533,0.312421106716536,0.6310367803071,-0.4476571294492,0.274452557414254,-0.0765671201208212,-0.773681386288216,0.199480249768635,0.100420505351886,-0.234083124318896,0.0212563521933573,-1.18761728070994,1.26519074378779,-0.102197346382204,0.217130790894216,-0.0523369542030013,-0.508382688461218,-0.750596605900013,0.35965062153022,0.178797898395995,0.330524983813136,1.90548930767826,-0.702173401107711,0.865755344192329,0.412143249327165,-0.492050496951384,0.60653882606286,-1.0024273559309,-1.01664396636878
"MSSA_Nd_1 (GE) - TPM",2.11642625142757,1.40131212815064,1.06109523318424,1.06639589884194,1.85883698374795,1.91495720475624,1.69267150161753,2.95172966983726,1.32544356576307,1.11514853777291,2.61869236015772,1.82519286658246,0.803760258826591,1.02134282412436,1.97105197623654,2.25184840033714,-1.84856031165487,0.362431341128471,2.48466203524203,2.18194344903254,2.27612863959277,1.83481634314027,1.7271766116843,0.897274767267768,0.856324526272354,1.93858609002836,1.64441076144258,0.147213313264552,2.13886465333235,1.15968792466131,2.16767890628454,1.53234739887172,1.45179261879812,1.40969347923662,0.513005297134011,2.44335525721607,0.176448416942884,0.87835541935283,0.800600943489621,1.13223814412738,0.234281739813085,2.47718313896194,1.72934275663075,0.436310410832251,0.771082247141988,-0.221628209181979,2.1719815358025,1.24918475997884,1.58134196994434,1.94117624523744,0.677798995256194,2.06599545092631,2.16126056100088,2.42997852862516,1.43080988964753,1.47417951015161,2.28309430485883,2.104678076635,2.31547604154358,2.0582413174239,0.267313250012925,2.14026888455026,2.28216076829985,1.73576759098864,2.34738154907827,2.7389382742966,1.66260882448198,2.25440796089599,2.29675862513888,1.07462223576187,0.924359415830213,1.18805004178644,-1.9499817116349,1.56234943907901,1.75498688942582,-1.86772597241375,-1.95198870346434,-1.69312117230475,1.60482589844253,1.63486928083995,1.59481328525059,1.96722755626548,1.43993011310201,2.64208919111678,1.01522774234679,0.826840406792025,2.39429031585479,1.56517274891595,0.450193904168093,1.93755458050297,1.70900981456732,3.04807398484004,1.37211809336865,-1.92023758691637,1.37395994323717,1.82375856438167,1.33693273272326,0.199554992240292,-0.660001768591615,2.74660950446669,0.701582565895492,1.65555734151575,1.05453446953781,0.79436609240978,-0.390872887853936,1.50261184318519,1.39792832491121,1.3885865611038,2.91352634675566,1.30462679490709,2.74392578943652,1.48052480678758,2.06442129886658,1.33659765097592,2.14047330877785,0.58138105279212
"MSSA_Nd_2 (GE) - TPM",1.90873988665225,3.75493997228346,1.74977820153185,1.72033506424287,1.04861785274195,2.81143433087455,0.865999444261235,0.289238742938596,1.63490102355245,1.89788423530022,1.53694470601092,1.26145466667295,4.38779186371719,3.69915124530022,2.83541337992968,3.54355304221877,-1.9033705958986,1.62956566072812,2.74115605313747,2.83809490686498,2.74815710804983,2.59086220222997,2.64156852201478,1.66937252417598,1.44706817803041,1.39665510441992,1.51713054073641,1.85960236069437,2.67895262517918,1.64553504345032,1.90121664154712,2.12684831867466,1.24435306437857,4.24228404751526,0.591893439095005,2.09931915754281,1.33642807421712,2.81442587053058,1.34936868735631,2.11191687891885,1.64692773941595,2.0837524388782,1.8461344174046,1.34029891645306,0.546559499965377,0.942733012890439,2.10923410795161,2.80073190336558,3.32678124767997,2.39160625082833,0.8470677480259,3.49811753990968,3.71931361026605,1.77997008202585,1.79438399063526,2.4942698858841,2.28675642789016,2.1800506048295,2.26779427320362,1.63305301877167,1.27690102515543,3.57744551749885,3.82933470035142,1.86491843702708,2.02248333254284,2.9460568230663,2.58256178251633,2.84711240804583,2.83310006948822,1.67691879186631,1.46263949944458,1.78354404699481,-1.82763220936503,1.8004101657873,2.47854367952791,-1.63948263531739,-1.50569863387327,-1.43891842734684,2.3628037400718,2.76049998202873,1.45780113536741,3.01268348175701,2.568016014694,2.32717668971636,1.93788188938381,2.40235304742811,2.97662795895563,2.52916843820748,2.32182916628343,3.66595502708685,2.33083849994241,2.37954264849341,3.36343064982554,-1.52152398289314,2.45524117708008,2.54832453174573,2.6868030045469,2.15252808581482,-0.842080447074218,1.89155732374568,3.31177088882076,1.0808994651826,1.92865127748223,3.34407153299106,1.96837107623983,1.42968281858892,1.35988478100544,3.54710592473918,2.41311679935742,2.17108624729325,2.75897425096991,4.28034541601466,1.96321014964963,1.89493467251096,0.714556757712384,2.4751440369313
"MSSA_Nd_3 (GE) - TPM",2.48456135634333,1.33407047341555,3.13984068746816,1.21026820953281,1.20899341883941,1.26648996372963,1.96627550351228,1.11867961476938,-0.0937576219468291,1.08795309885257,2.37994553511329,1.82028077750274,0.382808268403215,0.385884339947646,2.03186310199037,1.56701163396896,-1.8639567914924,-0.0393776188390671,2.30142105613247,2.67322982254178,2.16631866681148,2.00784772307738,1.06782496841994,1.02514939846909,0.797588156454699,1.61539547099389,1.52965423334422,0.0574200786531169,1.76893335639564,1.78408722660206,2.63583649603344,1.89983300598758,1.41741695417729,0.899895196343878,0.737754253953273,2.76353467485879,0.403973125909543,0.397219337129543,1.27405304718967,0.0635708658177685,0.340473499934546,2.0735166612875,1.12395500355228,0.943440881383918,0.715569215091054,0.114171082164826,1.30263064937225,0.918873963502831,0.550617903215998,1.27351209826988,0.697017513989249,2.26282660998106,2.26110132275277,0.650412156678773,1.38075261554333,1.8873037041845,2.25349756738842,2.01766028731604,2.73580635152046,2.35454291809237,0.501280887134711,0.977998914432836,0.694684904979812,1.96942616104617,1.48493222312259,0.767871339174028,1.24679246853115,2.3411419607079,1.66361790177625,1.10612972203681,0.768716999751474,1.01513564808884,-1.69432528728364,1.83368710410362,1.02979697397486,-1.57165748900067,-1.77417362855969,-1.41474450056812,3.04653640137092,1.94916472204275,2.33118497524991,2.22375154494438,0.895518216479161,1.92115462354334,0.619403104117576,1.00305549951938,1.17876102813614,1.06525770505166,0.348808657927128,1.68925861107354,1.67238784177285,2.50600885907874,1.53663616145407,-1.67604175698656,2.49656235802485,2.12301776167786,2.24708592614336,2.69849059322352,-0.712156591655604,2.86262808785308,0.762807557571731,1.01807863197288,2.28219199262687,0.562186605407082,0.534305028093924,0.928267074042198,0.970279140456329,1.13515513506498,1.97391621685959,1.09807458056528,2.45627711229034,1.53952753260762,1.83318052410727,1.28793262749188,1.48923069320425,0.515309413573003
"MSSA_Ns_1 (GE) - TPM",-1.61993579303835,-0.718552613504551,-0.912911366299357,-0.580286666128544,-0.7660765857715,0.149207439583967,0.332972108888802,-0.412490738957293,-0.503455109045044,-0.654188415874597,-0.199964477752003,-0.512642387201967,-1.35134176487898,-0.758955762956297,-0.393299771011125,-0.449550497671937,1.34936702487905,-1.22078435274585,-0.818870543046597,-0.716091217354699,-0.770731330981005,-1.81736122735104,-1.99324238756817,-0.882920703137246,-0.825280158747339,-0.318960897386262,-0.248995389346392,-0.790423527880928,-0.776790232784357,-0.131998036465339,-0.26618787038289,-1.21902760988741,-0.928596518333147,-1.0005981476611,-0.289118851399486,-0.238225050101902,-1.53979966439508,-1.3830777844934,-1.56469584219266,-1.97773428332476,-1.26612617924357,-0.968208905939952,-1.59589107394501,-1.4641511601172,-1.76026537294836,-0.961624225877569,-0.621739392500617,-0.802588441015867,-0.935679179247511,-2.43353017647088,-1.07600439819113,-0.428529564772061,-0.252472748855366,-1.14106525978239,-0.314372355450699,0.0402584857169029,0.214619507069253,-1.18666540594376,-0.991222567501888,-0.841287463652181,-1.61124625055653,-0.229288790683832,-0.564606586173391,-1.11133448480603,-0.87705854636598,-1.25141443767143,-0.74471175453599,-0.98352011847028,-1.08681665718864,-0.235396416434333,-0.369357722349907,-0.433531021708043,-0.537336644164478,0.0107161106091891,-1.30930333938231,1.64720383387605,0.780356144345746,1.81780147531744,-0.936681137801445,-0.243141754735479,0.198744170229493,-1.21350412314251,-1.03618057455643,-0.673732252343906,-0.672302793860431,-0.602025529832265,-0.382618129519617,-1.11518441346039,-0.644330689772324,-0.403699131964248,-0.555529809394241,-0.288055557658595,-1.04381833044467,0.925527119889584,-0.851201536541749,-0.707385235616222,-0.884543375043315,-0.828208294225124,0.461991386824028,-0.49908437469035,-1.24007189422283,-1.66539937323718,-0.993622423336874,-0.736215612567884,-1.3887927929087,-0.721774136052245,-0.62810007632793,-0.680803690729065,-1.0601016549345,-0.356901478494888,-0.725365693816392,-0.520733903632651,-0.99794823465262,-1.20974252019599,-0.800018723858731,-0.430264682625637
"MSSA_Ns_2 (GE) - TPM",-1.72974883730557,-0.688296792703578,-0.73079379930532,0.167482027076275,-0.518521707938069,-0.0251865301731066,-0.576804864771911,1.06121684085585,-0.964046543883868,-0.841720526522877,0.126625577748987,-0.280893491254511,-0.617281968527488,0.596379559975028,-0.505699837047032,-0.322229373942465,1.39681391653084,-0.523145848637169,-0.838343631285913,-0.776649496120982,-0.708900228774259,-1.20594781898382,-1.87644566850283,-0.809233942700468,-1.2245480664069,-0.744261263675071,-0.34705473690691,-1.18728483948501,-0.966168873787319,-0.980517879819751,-0.853273481641899,-0.738785778452348,-1.17127134927389,-1.05494068336202,-1.19023732398637,-0.494636095626225,-1.37592800344812,-1.80810116681992,-0.895855889547544,-1.92235316226417,-0.691138232842111,-1.01121863465236,-1.11828780234411,-0.966761820837356,-1.56236066822992,-1.09686915405693,-1.19721619773204,-0.831864831986454,-1.01318474809447,-1.41617792767156,-1.18529022763837,-0.417485420758026,-0.447169849870704,-0.325810693349941,-0.678105725267237,-0.110135258442166,0.287597213620076,-1.03551186842931,-0.908977182104919,-0.98791860894538,-1.6764042944034,-0.711844086744178,-0.908904877328643,-0.929868089932946,-1.21381921342018,-0.719609270927325,-0.527674275157015,-0.651007678794276,-1.14887997021134,-0.154384580616321,-0.434346249973154,-0.481372037418729,-0.245454766687836,-0.253675188031845,-1.44422597509338,1.47195602072575,1.43597358416479,0.511307384626014,-0.917008049510742,-0.408520347843032,0.0954178695829924,-1.64162930794956,-1.19274815309393,-0.630740217545323,-0.556240018561989,-0.544820060481404,-0.316031133208795,-0.779705666143793,-0.870172354740949,-0.732489612636455,-0.455362688364725,-0.025387204338601,-0.895843214515183,1.40281852250712,-0.452585546564974,-0.667589486536174,-1.05051788812951,-1.15752772035099,1.13199475852528,0.0254205913228781,-1.18221631827497,-1.32090800855903,-0.950710410680321,-0.580637881762348,-0.763306661165848,-0.525127533979349,-0.00131372830737119,-0.691265748034916,-1.07945809203123,-0.512560480486279,-0.692532607897034,-0.522448655833183,-0.982644767683209,-1.70674005781636,-0.955518227923976,-1.67762534760243
"MSSA_Ns_3 (GE) - TPM",-1.83245049819398,-0.676458623214869,-0.44189246530751,-0.434465892835857,-0.113450657691151,0.211558609839048,0.418693243672363,-0.461890851663844,-0.480423245155054,-0.992755088837563,-0.351802493856605,-0.482541314483021,-0.7860872566883,-1.07737400364848,-0.505699837047032,-0.453594734761417,0.058434148273971,-0.819182480338905,-0.856411572773341,-0.807289864428369,-0.845579667654296,-1.77240664710232,-1.84099123195765,-0.723047684407414,-1.12014745741481,-0.850154570750037,-0.954624586087516,-1.03083573104345,-1.26730546635636,0.206580035460184,-1.13648358365135,-1.26965409133207,-2.39430685239781,-1.06289596776289,-1.52525575905694,-1.38465781152446,-1.42212460855544,-1.22782189341448,-1.67484816244794,-1.94112701060455,-1.49708396725711,-1.24579432199085,-1.95366585482476,-1.683013998365,-2.00154542208204,-0.985367504589695,-1.65900738168104,-0.792977253329598,-0.838238999926563,-1.95700738985645,-1.18943394358216,-0.544329018494317,-0.578488274421667,-1.20958601803272,-0.742563325589028,-0.298960267917215,0.183934209174884,-1.42508304396462,-1.07796751768536,-1.51912841087609,-1.42582649837693,-1.12641299139564,-0.92806563944364,-1.26906996302955,-1.33892174398589,-0.419116899584691,-0.607693378099215,-1.09138367822125,-1.4629468497823,-0.64386321599317,-0.684146572732653,-0.712870037618772,-0.59512991156287,-1.01265848939886,-1.67068694154718,1.38319922993658,0.935616782782503,0.156198287593161,-0.862857230049014,-1.26423029726478,0.575390236552665,-1.822593433509,-1.20157814057682,-0.771906625843972,-0.534588724169214,-0.603781731134955,-1.51156280776947,-1.76401315993961,-0.826445540468249,-0.977097243606335,-0.608486331787483,-0.994204245115184,-1.08875500804164,2.010918597722,-0.711614378295392,-0.682656047727065,-1.20028855173137,-1.10760818230353,1.23323501331145,-0.285381762742487,-1.33289432195363,-0.680468730763326,-1.03068023071955,-1.00912342655696,-1.31190666906929,-1.49280350823566,-0.644854277391527,-0.66876006317512,-1.34198286877426,-0.677273047441365,-0.826028531906948,-0.595330752205107,-1.11141634653417,-2.00125497582534,-1.53157400086817,-1.47794901045102
"MSSA_Oss_1 (GE) - TPM",-1.18742603373882,-0.545394848468783,-1.04639106895022,-0.325785734273355,-0.781892740706779,-0.126388505376583,-0.603534813240151,0.158633864513144,-0.242187467953756,-0.640648320078569,-0.0390860125873407,-0.40212183015735,-1.03866769139177,-0.0532996848962363,-0.392623570966043,-0.293518137534928,0.0144941277664978,-0.324820897781322,-0.479644257267285,-0.462034518970314,-0.309353730116172,-0.370513710779089,0.461006564726361,-0.557823766747484,-0.0151323522851915,-0.285188676274006,0.265822885108169,-0.653066239309083,-0.860453022918698,-0.87878695077044,-0.653775415117127,-1.13319292277673,-0.383841633727583,-0.541440859942916,-0.276438130662599,-0.626210387249447,-0.210219397799168,-1.58230765208742,1.18980456232077,-0.204370494953118,0.107608351965026,-0.702582204023839,0.394906894393471,-0.461676639244846,0.706250633368117,-0.817229751450911,-0.599846328307904,0.579281763820258,0.821075272369927,0.673570670933783,-0.602107808689006,-0.493025149002245,-0.26539271064917,0.202929452127628,-0.411829314181889,-0.308113813505527,-0.127639145754451,-0.272305714192841,-0.256406798203651,0.41202556673049,-0.631015561117083,0.418533353666468,1.30312830257568,-0.0498662656226052,-0.676776781489223,0.273492490711278,-0.036830205399708,-0.275435042910618,-0.243325005120617,-0.119911697954325,-0.299255542349264,0.172820562034902,0.620720866501913,-0.149306292474684,0.0764591381093152,0.47067494006736,-0.0795653570466919,1.34989435719241,-0.767713351142424,-0.306954693531075,-1.00687588695815,-0.405116616409389,0.256423551267423,-0.0602270689448589,-0.388083121993558,-0.56972304038439,-0.506963783782975,0.671856898307275,-0.812351217752348,-0.306196327606191,0.66347669061058,-0.417397938843064,-0.464558485165677,0.500483757119784,0.358588977892779,-0.354333953768122,0.128358101598955,0.0128702563949195,0.941405873289731,-0.408813109584802,0.0874529649223994,-0.617388340112808,-0.539489916327761,-0.596257408121555,-1.21363485922915,-0.534854300903989,-0.0159434428307829,-0.36597888658297,-0.177550778256327,-0.0593874304162329,-0.220443949969878,-0.27995250030309,-0.215017255828977,-0.39627799119149,0.560027002811266,0.0264499466151762
