"","E2348C_RS00205","E2348C_RS00215","E2348C_RS00325","E2348C_RS01385","E2348C_RS01565","E2348C_RS01570","E2348C_RS01575","E2348C_RS01815","E2348C_RS26370","E2348C_RS02705","E2348C_RS02710","E2348C_RS02770","E2348C_RS03090","E2348C_RS04150","E2348C_RS04460","E2348C_RS06540","E2348C_RS06585","E2348C_RS07000","E2348C_RS07005","E2348C_RS07010","E2348C_RS07030","E2348C_RS08655","E2348C_RS08765","E2348C_RS08900","E2348C_RS08955","E2348C_RS08960","E2348C_RS08965","E2348C_RS08970","E2348C_RS09115","E2348C_RS09385","E2348C_RS09390","E2348C_RS27015","E2348C_RS10765","E2348C_RS10770","E2348C_RS11130","E2348C_RS12260","E2348C_RS12370","E2348C_RS12375","E2348C_RS12380","E2348C_RS12535","E2348C_RS12800","E2348C_RS12805","E2348C_RS12945","E2348C_RS13655","E2348C_RS14920","E2348C_RS16120","E2348C_RS16385","E2348C_RS16735","E2348C_RS18260","E2348C_RS18265","E2348C_RS18270","E2348C_RS18275","E2348C_RS18280","E2348C_RS18300","E2348C_RS18305","E2348C_RS18310","E2348C_RS18315","E2348C_RS18735","E2348C_RS18740","E2348C_RS18745","E2348C_RS18750","E2348C_RS18755","E2348C_RS19715","E2348C_RS19980","E2348C_RS20180","E2348C_RS20585","E2348C_RS21820","E2348C_RS22475","E2348C_RS23940","E2348C_RS23945","E2348C_RS24325","E2348C_RS24330","E2348C_RS24335","E2348C_RS24595","E2348C_RS24840","E2348C_RS25115"
"EPEC_Li_2 (GE) - TPM",-0.165301706103291,-0.524475245453721,-1.34747174436894,-0.0872326346623677,-0.86821801306428,-0.249499177713226,-0.684088171578846,-0.955345268878439,-0.166666666666667,-0.245847611606721,-0.5122090075924,1.27628015435802,-0.58607618018973,-0.473106796614694,-0.727302827141138,1.55571684084753,-0.693103430466067,-0.447362843767794,0.232135109228329,0.482987830074738,0.0183727322470829,-0.842231089132438,-0.636479513456371,0.0604220313196508,-0.50785671598817,-0.454273741331849,-0.525470082298188,-0.536022260456062,0.909279710641548,-0.485427602514573,-0.656006616340636,1.263321774015,-0.198380464728504,-0.402471115543547,1.41174048112584,-0.454640273499282,-0.528585001136554,-0.444997631070794,-0.557923988818548,-0.434897583041427,-0.566304848780462,-0.653021100845131,-0.983857281793727,-0.220409500238697,-0.71973782935748,-0.371651066949158,-0.602849568992356,-0.851764231140766,-0.369613683728241,-0.356373264895688,-0.392239080749566,-0.432132975454018,-0.445768505434015,-0.228815294641843,-0.257926246004316,-0.501757022858266,-0.979838550108556,-0.432419397604959,-0.544729872412527,-0.358360510393191,-0.67350346327476,-0.0149325300982073,-0.414899150415348,0.44359454131053,-0.534797159579038,-0.757157547896333,-0.660902803422418,-0.692170585077502,-0.489312477301336,-0.530776541675983,-0.215578401951534,-0.336832405534239,-0.623919254480906,1.41641878042839,-1.0105815604023,-0.567290719307292
"EPEC_Li_3 (GE) - TPM",-0.17320124922993,-0.362319573980998,-0.934967155756503,0.127574486383668,-0.62558382552287,-0.686255859399361,-0.67474175216145,-1.1179361775494,-0.166666666666667,-0.452806611035783,-0.569087793066963,1.37696140137153,-0.58607618018973,-0.324659807451017,1.73766137015132,2.06234110161473,-0.693103430466067,0.170245986856383,-0.860726985609761,-0.125554170670784,-0.597676284450995,-0.324265184320479,-0.520858024924261,0.93624614442092,-0.398979243367371,-0.427987922516615,-0.359102487673841,-0.510590880146731,0.595443385481847,-0.470703123512159,-0.327412914775561,0.379450096294359,-0.0903497452512391,-0.30954482223573,1.00538369125297,-0.436814425503052,-0.39433163740621,-0.336830354682997,-0.489061280823509,-0.164270667295776,-0.662123088925678,-0.703632717125617,-0.664416797310467,0.124249530755502,-0.299512660862568,-0.404959096087273,-0.572031380145046,-0.904428106586498,-0.230921097503988,-0.175744634349839,-0.279082678418844,-0.290772157218341,-0.334102736271762,-0.589503311185352,-0.311947486069826,-0.46391206011328,-0.763985838041787,-0.517932181501219,-0.332457798867098,-0.382031155264492,-0.641462397964278,0.0705093049228363,-0.246380687809195,-0.336633281868053,-0.474557840152699,-0.264308832028524,-0.126574931393489,-0.637197112333751,-0.343989777813481,-0.42182159724684,-0.0922218052165904,-1.01467065857066,-0.625714417658753,2.09549629592926,-0.416372518931698,-0.601243274417547
"EPEC_Mig_1 (GE) - TPM",-0.173006784350594,-0.199345579974304,0.142372294777378,-1.19807135707365,0.981401061478448,1.21187421475085,-1.04173960294695,0.236261750560143,-0.166666666666667,1.33247291604988,0.0260879785769834,-0.597047363773212,-0.58607618018973,-0.580604186915041,-0.727302827141138,-0.766619644766753,-0.693103430466067,-0.503665406418414,2.51812939342982,1.72847488326657,-0.665671001066386,-0.358697335858821,-0.0120428100222518,-0.752836374592141,-0.450532284888232,0.0567486608704654,-0.0820268745924005,-0.52040632832533,-1.3348483182031,1.10759033200762,0.985169981395185,0.380168440020681,0.405371392409493,0.447154832416412,-0.779559150990939,0.233446454864006,-0.293465164951038,-0.399836299967682,-0.442400289934569,-0.258135416754336,-1.61627035006148,0.1380033774158,0.798004611744836,1.73202209608598,1.32314591595897,-1.2527440496606,-0.622821109960788,-0.242695943119056,-0.292386425807698,-0.209706130145246,-0.3213320517075,-0.279935612557282,-0.276418725147057,-0.909882221916869,-0.4851443295689,-0.431551674669963,-0.290248648998337,-0.517766634206694,-0.525871981876345,-0.455079960365924,1.45931768891345,-0.0545325719074545,-0.720452972684446,-0.613209779562276,0.550663443415145,-1.19015882833696,0.108494088613995,0.256299772472778,-0.466038893079821,-0.46835908813101,-1.09430221351388,-1.15242625197629,0.319936090023006,-1.01651484352746,0.47542763945268,0.699578100493178
"EPEC_Mig_2 (GE) - TPM",-0.218003086608506,0.741983430250742,-0.166714144518789,-0.0710751497810095,0.815388177392949,2.29367749788588,-0.617221149375431,-0.386592077129405,-0.166666666666667,1.65234576643716,-0.611585433330794,0.81877683502584,2.86662890545781,-0.242883808168924,-0.727302827141138,-0.896194651714824,-0.693103430466067,-0.613193702738395,-0.792883271546172,-1.10883170711296,-0.113620474105716,-0.881765363349765,0.475271670956696,-0.372463992264246,-0.452880605279672,-0.479256395615382,-0.324374679646747,-0.774212027193764,-1.33923740164246,-0.381400691385001,0.449551778278205,-0.799805988642411,0.213370568047911,0.413228698577806,-0.971742167356432,-1.3824385257947,-0.258483806752657,-0.43652999023985,-0.54686775386529,-0.717569044366792,-0.0595478714085544,-1.50816033511879,0.196412299022195,1.51710481051881,1.68750016715514,-1.2527440496606,-1.80646682294302,0.582848224501643,-0.339862773645003,-0.220023104023166,-0.353847657590221,-0.34579458973214,-0.366676382764312,-0.304015346889471,-0.566058010330551,-0.583499081484596,0.171487876699694,0.320035094362253,0.25720580103149,-0.30812467233109,2.69634167259235,0.00116621686940664,-0.900654311889976,-0.757763516385866,0.854151297164646,-1.19015882833696,0.418130614270253,0.0925902470675942,-0.508219677819011,-0.464070517246567,-1.09430221351388,-1.20471599267022,-0.633509583415164,-1.26539879762494,-1.0105815604023,-0.800740289174531
"EPEC_Mig_3 (GE) - TPM",0.302285021341179,1.11379786825094,-0.746155785443454,0.0702916854940209,0.105205921805722,1.1218849274048,0.443323261726211,-0.838979277200786,-0.166666666666667,0.199731739558162,-0.611585433330794,1.00627748148808,-0.58607618018973,-0.207205608325124,-0.727302827141138,1.00365892854679,-0.693103430466067,0.65327192508652,-0.806000163918831,-1.10883170711296,0.203931002525351,-0.594426961359473,0.717888038177687,-0.500733545909734,-0.36254072718779,-0.280463783261578,0.286764808903292,-0.44516781182491,-1.07990728484231,-1.04437177482024,1.5571419585087,0.161151941942987,0.786464933256249,0.767598996751254,-0.906869466004879,1.28446351484176,-0.248451368668537,-0.394567229216811,-0.461790623770061,-0.497449793443239,-0.100089504696591,0.961531717064839,-0.850915691638626,-1.10451332696025,-0.251083562139966,-1.2527440496606,-1.12291142758671,-0.164667087723119,-0.287606037828042,-0.338712123717751,-0.319527642622477,-0.229646322332911,-0.310201275069183,-0.319793902792133,-0.379688262486694,-0.584396417616051,-0.533213271362286,-0.283810408012807,0.0985651871797023,-0.472371911090904,1.15928274823423,0.204699727357719,-0.670194673139558,-0.822457624208079,0.481868039076501,-1.19015882833696,-0.174770900692662,-0.737402878654782,-0.381038299276596,-0.341442590649799,-0.53034539359904,-1.22132733051639,-0.654842429039581,-1.22025542695438,-1.0105815604023,-1.14095669208179
"EPEC_Nd_1 (GE) - TPM",-0.727547648926224,-0.729067659236735,1.3891702834138,1.55385588031317,1.35402791238462,0.229344907203671,0.939257191873843,1.67595800014097,-0.166666666666667,-0.659149713580619,-0.569352255468319,-0.535820991636799,-0.58607618018973,-0.384593151074699,-0.727302827141138,-0.103156438554151,0.0083666625112219,-0.130167062370014,0.363700770637612,-0.206839142821079,-0.601281749987414,-0.230079694583028,0.262596832883247,-1.07487606525082,-0.536607497203768,-0.389457722839784,-0.393787314395908,-0.613890721521001,1.30818749889467,-0.569289510006974,-0.359138618175643,0.656385580183496,-0.701482639026313,-0.522339845013943,1.45411310182753,0.0702339033025427,0.321775512806638,0.131776079651053,0.753889172917425,0.359941127528335,-0.668060736572309,-0.272536891624898,0.667740071206511,-0.916649283893444,0.513400170453057,1.27478354319909,1.25315833876652,0.0989136310337432,-0.337935946803266,-0.377935945953515,-0.402179766112264,-0.419394203258297,-0.406223492872516,1.28987004396459,2.71988832429508,1.21411988874811,1.90898944574815,0.600617996219358,0.0491417974986058,0.297057706301033,0.488546351180662,-0.361351066280381,1.66563192848006,0.429171174765858,-0.834025578399783,-0.63810576280591,0.094381146133318,0.728698186083972,-0.506806989407754,-0.545328067268458,0.938880252113094,-0.197085077409913,-0.39606320573957,-0.306267846360914,0.268859557224949,-0.799640009397889
"EPEC_Nd_2 (GE) - TPM",-0.608407237992673,-0.744773458055909,1.80340600124779,1.13061208962241,1.67474802111694,0.720985939413223,1.07042275637786,1.03848821077471,-0.166666666666667,-0.507497803541356,-0.543521185370139,-0.250024603544235,-0.58607618018973,-0.361777133170609,-0.727302827141138,0.11052584207987,-0.693103430466067,-0.560555312246712,-0.249532191136352,-0.86655202540921,-0.904133292791351,-0.122092116521173,0.878332701752542,-1.04945185825925,-0.539716954188671,-0.505798102443451,-0.446378509349391,-0.640269010153033,0.969195714962168,-0.278715042230393,-0.693971368441951,-1.3452549548602,-0.640467081783563,-0.525930198650571,1.49775299865029,-0.569723787381847,0.510989828649079,0.141676577083472,0.712946978550686,0.243982637003123,-0.627459085167451,1.18604282807786,0.459770709627291,1.46900863015973,0.519537888887515,2.66982662079634,1.28825186008813,0.736791305503025,-0.365972492257881,-0.368305997823585,-0.398451486219158,-0.421552526538112,-0.410136813498171,0.769416547304448,1.74908191646998,0.894171748829536,2.71370196585417,0.514614075967892,0.268504997134781,0.222131672408914,0.837431769920488,0.0167980505633407,1.7944567780791,-0.208421404956917,-0.815308403586945,-0.300453660336598,0.111291531528788,2.89267507647553,-0.516191401867532,-0.568267540376433,0.978735757327585,0.220026131053828,0.0609741004559027,0.312442072910861,0.734175337716014,-0.82662747207673
"EPEC_Nd_3 (GE) - TPM",-0.606210684595674,-0.681462964753431,0.590858256161291,1.85116779452211,2.69831360068139,0.799839092313062,1.25275276557035,0.683721642602538,-0.166666666666667,-0.603521840086546,-0.611585433330794,-0.652507931288151,-0.58607618018973,-0.411138885295757,-0.171384910428301,-0.268456024941545,-0.056336851854942,0.165561048566258,-0.313651425121408,-0.562969786142791,-0.669763442021129,-0.197891876685625,1.91840723671098,-1.08059494411419,-0.547964251005731,-0.509652957041057,-0.462849248953215,-0.50715110388595,1.30284057130569,-0.526858892410455,-0.53812575504629,-1.15411828742657,-0.76561361056797,-0.610107820146728,1.56791058925625,0.57580011741556,0.218982837095836,0.113597970066619,0.573083772213981,0.499661408724328,-0.147937444395813,-0.320531252053302,0.333777336996736,-0.166568148744909,0.509733112968129,0.616757901910552,1.4008586930937,0.726416054430696,-0.363447629197085,-0.378515166503754,-0.399739366526036,-0.424223856546757,-0.421986277699408,0.587753319935261,2.37101685669729,0.812028708320428,1.16504401831618,0.937144250022058,-0.0306800785169019,0.475501765413572,0.677497458141313,-0.0847485967028486,1.6052696078599,0.359937087772042,-0.848815915612762,0.313236448014812,-0.0363829932969903,1.21327695343662,-0.501804813217276,-0.554309043942597,0.789005915304161,0.646934266648103,0.465605312821068,-0.193210011010535,0.240184499421932,-0.388503483786971
"EPEC_Ns_1 (GE) - TPM",-0.182684257173265,-0.633285700766817,-1.00589727279089,0.974023556527396,-0.956107266376724,-0.733868118381685,-0.616066606771923,-1.23726474629592,-0.166666666666667,-0.727361231063712,-0.611585433330794,-0.862488338314107,-0.58607618018973,-0.0792235248135821,-0.727302827141138,0.0359045978283209,-0.693103430466067,-1.39159129994924,-0.792007508755427,-0.320764545156519,0.00659342312478094,-0.536048944069252,-1.13274611863135,0.23537245339195,-0.425711025792915,-0.461667664424785,-0.548025824134943,-0.599744414731494,-0.514547718210468,-0.961356294049571,-0.772927325025645,0.471360790008071,-0.499738879505295,-0.119903926241842,-0.327474430563187,-1.54064621428405,-0.55588789519178,-0.462995303389487,-0.620885793368786,-1.14431371370522,-0.739091378749685,0.269936968488918,-1.09797549726948,-0.612105221355143,0.036641383773114,-0.271281661665435,-0.826050214585569,-0.900391566072408,-0.40873205105165,-0.391240164155714,-0.407481192316074,-0.469983654509408,-0.474623123164652,-0.859305526389577,-0.354403507612271,-0.548923238514569,-1.03811295878143,-0.204207261215544,-0.379389016312331,-0.454561603079966,-0.928551765221547,-0.693640878651021,-0.729593542532919,-0.747921522544524,-0.101794906365363,-0.225505881773944,0.353759578740156,-1.20422641934517,-0.085733477155751,-0.539345813332201,-0.731775052939907,-1.20360691963852,-0.426943910562094,-0.855205414622245,-1.0105815604023,-0.970552709231601
"EPEC_Ns_2 (GE) - TPM",-0.336819035065401,-0.644132300478902,-0.96147008106598,0.392346455120274,-1.20968106651072,-0.856764952789183,-0.63089200908992,-1.38324691977962,-0.166666666666667,-0.727361231063712,-0.553863005398564,-0.031736894454574,-0.58607618018973,0.138605696072983,-0.727302827141138,-0.107598707132166,-0.693103430466067,-0.204519015719851,-1.29654727654983,0.226705189156986,0.234809794255755,-0.919207541494661,-0.709493219231952,0.0572612127993791,-0.417195330110182,-0.509246685353553,-0.545234559613247,-0.590971443128532,-0.286358088681042,-0.914507516107526,-0.919910561196699,0.767943344964387,-0.681478803726618,-0.205612222671213,-0.366713086189156,-1.51081631514956,-0.575836383563435,-0.471073907424329,-0.626071206731414,-1.16103690230852,0.213335336410715,0.279975678683442,-1.05138306176021,-1.10451332696025,-0.473812934858944,-0.613019566049861,-0.908082423474814,-0.863381511218032,-0.40286698313307,-0.390976206960659,-0.414532049101375,-0.469848777711602,-0.477315386925281,-0.672525104621266,-0.505127197492507,-0.543712556726423,-1.00426448492331,-0.348314644519672,-0.50083016430586,-0.502855324770671,-0.847315099648332,-0.727345844987432,-0.710522429912759,-0.832650868804158,-0.306123526827839,0.318884286655452,0.370940480263254,-1.43497634504116,-0.0928384275967837,-0.551592253405153,-0.697321742600038,-0.843021437570779,-0.650374730229136,-0.979116556431883,-0.741553380126645,-1.00767199210996
"EPEC_Ns_3 (GE) - TPM",-0.476624158509033,-0.660732055582826,-0.239472449828876,-0.629909693415196,-1.20968106651072,-0.753170153640584,-0.57895160821982,-1.45030483972472,-0.166666666666667,-0.727361231063712,-0.611585433330794,-0.321235465880043,-0.58607618018973,0.103242096491554,-0.727302827141138,0.30330515604638,-0.693103430466067,-0.182924902996675,-1.16337406440467,-0.41546425950522,0.353821842063631,-1.41925724669886,-1.02173535014894,0.146041513047138,-0.444803902956721,-0.361376464052842,-0.490955033108629,-0.882701289146636,-0.529246036301902,-0.693780953203848,-0.764725729913878,-0.741377560935561,-0.794736471458007,-0.704352886940129,0.271130281010756,-1.48188905712376,-0.559561826941352,-0.459920416057981,-0.624754090317283,-0.995054545681338,-0.690145206971208,-0.971784822968898,-0.892018326156409,-0.584629081764094,0.0997780793778531,-0.734630286926442,-0.751497112457887,-0.83524381846484,-0.388171879153651,-0.398084727596325,-0.410251133273133,-0.461956499206052,-0.418869459424168,-0.429292560773545,-0.558572096486176,-0.572402721250252,-0.946733202780667,-0.112170580575106,-0.603361332783775,-0.50130295657864,-0.911375321452626,-0.613535414228288,-0.457353711917123,-1.05683112707018,-0.217068327041541,-0.850665453604431,0.304197468342907,-0.742744382151025,-0.115396427066581,-0.560354827503794,-0.175687802077021,-0.661998756634935,-1.23606257458555,-0.938276558981931,-1.0105815604023,-0.871088025307261
"EPEC_Oss_1 (GE) - TPM",-0.375334252048223,-0.508016533650364,-0.0751997569206976,-0.0624875110452676,-0.166359341174593,-0.335902344770392,-0.386513647315585,-0.642994736526884,-0.166666666666667,-0.274672435096254,-0.226197160168688,-0.954695530031649,0.234928732103828,-0.219753441769374,1.3048277458584,-0.12368571229308,-0.693103430466067,-0.890264864294258,-0.757608168233661,-0.672344218752293,0.171584054247256,-0.971482152806113,-0.68620323768583,-0.219384163534365,-0.418935183901505,-0.313072671508009,-0.290421963789376,-0.163856928496603,-0.492067327158623,0.335024060807112,-0.408192188888715,-0.126160119005964,-0.711516076765888,-1.00725374318045,0.0544965937469137,-0.0878488719625757,-0.476249946090118,-0.43899604249433,-0.574728606129684,-0.106263909030041,0.234563663440641,-0.664014850420822,-0.456421481945246,-0.792821289021423,-0.0515391123151854,-1.01977112913397,-0.428376251806032,-0.852166133874971,-0.362056224346713,-0.370009607393662,-0.371693694004054,-0.433145930112429,-0.439330100215523,-0.573726688010468,-0.495192077961547,-0.404932968798341,-0.380681787382815,-0.676118936708616,-0.273828472486073,-0.45064753450793,-0.62856482955145,-0.403034930950731,-0.939872787611263,0.992032167085515,-0.442609030152784,0.794358847002352,-1.57865603075134,0.137481736460861,-0.360027776189959,-0.463757112950261,-0.577976703490296,0.584166320604888,-0.576139415410232,-0.11928586735813,0.13244687645863,0.841061352201501
"EPEC_Oss_2 (GE) - TPM",-0.430056012947186,-0.481862883265285,-0.774019475064813,0.198372270228938,-0.119589347998001,-0.166330489266325,-0.509172826810356,-0.837301069505684,-0.166666666666667,0.194953503127322,-0.345094781555687,-1.40459420799952,-0.58607618018973,-0.135677647435274,-0.727302827141138,-0.603480618810906,0.571543610520222,-0.798534511991398,-0.255440432638584,-0.227995333401537,-0.215347037442241,-1.17005209953221,-0.521800210974292,0.189824591825423,-0.47117084268413,-0.510407543693922,-0.366914455814972,-0.412776318671876,-0.4797566780877,0.154732706875547,-0.313317135176128,0.150974243985974,-0.697273209962941,-1.00000203516411,0.0382279983763279,-0.148303010698712,-0.481942240669046,-0.46827766777544,-0.591398412990067,-0.0875073854686167,0.445163799786216,-0.328817969493205,-0.595077002767802,0.758287948895221,0.0464693707760457,0.181791249343796,0.41105148034324,-0.681265029825565,-0.40925642634631,-0.404976505801796,-0.410838403685054,-0.457653524209348,-0.469476007989812,-0.440244618359852,-0.469412921313614,-0.524475078922707,-0.301410054314652,-0.766774637165119,-0.382858914053084,-0.504196640216672,-0.848349095910803,-0.464234977288641,-1.08183605042491,0.758178856883469,-0.520389280206018,-0.0290102690481842,-1.60364291068673,0.520743888164431,-0.416394823472868,-0.495907342430775,-0.982092176152103,0.0527348397964239,0.558046810052069,-0.263296078070803,1.65093015856139,0.792980338438931
"EPEC_Oss_3 (GE) - TPM",-0.693404567126169,-0.457404066354322,-0.773709479056977,0.517915185626623,0.59755736218668,-0.625224469062418,-0.372607510556402,-0.658662565660916,-0.166666666666667,-0.387564618268083,-0.138218829590004,-0.708085450260726,-0.58607618018973,-0.269895744867737,-0.727302827141138,-0.0849474979428719,0.180492299705709,-0.39920738462421,-0.577369146480301,-0.547170660589259,-0.228011007987707,-1.16772584229148,0.0257107262310058,0.162045533313917,-0.454965699709824,-0.481795008494732,-0.334818677804892,-0.216763372166688,-0.322501276635585,0.198108366035648,-0.465967924098953,-0.908853265188012,-0.771954130244075,-1.05998055103613,0.0909111043871387,-0.274969254816972,-0.502007495762259,-0.462867031266886,-0.591765046141035,0.347034757409253,0.814952787222083,0.664289731239675,-0.623003431031017,-1.10451332696025,-0.0646457233849809,-0.553248856160696,-0.575072506021421,-0.926769458696582,-0.393576318465232,-0.394729485711333,-0.406268967397269,-0.450817005930771,-0.45800529705537,-0.369186686490825,-0.498890271377006,-0.568755603904656,-0.606317923791601,-0.721007093660547,-0.52883986854522,-0.523517939176045,-0.844888942957298,-0.662278193417768,-0.882128131316313,0.264475755986755,-0.43225166768536,0.184871142830893,-1.52502731263332,-0.336077909282003,-0.399695906472707,-0.497355374854336,-0.835926539230513,0.434372265647254,0.448023403275331,-0.0820531746413902,0.460238486262153,0.559317059942824
"EPEC_Oxs_1 (GE) - TPM",-0.44732965470651,-0.784179425834793,-1.10686176172045,-0.643721629439407,-0.654869851762917,-0.952305999198837,-1.02855511738684,-0.992760625856639,-0.166666666666667,-0.596966862140721,-0.477029256767827,-0.873477850735518,-0.58607618018973,-0.62418226363247,0.443383904797686,-0.459085133931282,-0.693103430466067,-0.647769727261027,-0.330620271897781,-0.22275093822309,-0.891099458369273,0.211085465930872,-0.718413147281365,-0.925348630598277,-0.57865217340926,-0.592493862553459,-0.541909671464352,-0.0371713009073752,-0.94661839241515,-0.544875063116524,-0.69658102442488,-0.285988419259881,-0.673764661968466,-0.79260605660946,-0.861144694509617,0.835189296304929,-0.53038210578019,-0.473843486349783,-0.631701798799037,-0.802806604077545,0.249656470764831,-0.0955677294696086,-1.14812665294116,-0.176775556011898,-2.00326148006927,0.0893857845261857,-0.570554422861641,-0.969308615226533,-0.402153108895412,-0.405428711383122,-0.413256031779864,-0.464809182976642,-0.474912849592155,-0.651675176507421,-0.624773035079557,-0.58963520123703,-0.935537966460528,-0.460595825763659,-0.497632310383929,-0.48209167451429,-0.836943520808212,-0.717890275751294,-0.098034112419627,-1.81511498616453,-0.996291470660867,1.03772757487465,0.188681967221869,-0.992526278073704,-0.519103414878544,-0.567572122335726,-0.856342928014554,-0.59017723371045,-0.779386797146292,-0.522036468821826,-0.038531748389443,-0.752583396645616
"EPEC_Oxs_2 (GE) - TPM",-0.254618554373961,-0.590493276848129,-1.12494626101461,0.182028052612303,-0.474689906896149,-0.961040157917227,-1.16645641991205,-0.598157912072383,-0.166666666666667,-0.480588208194182,-0.428237939179893,-0.303858945894094,0.130007330654279,-0.623649463494885,1.04512894919864,0.445008636687525,-0.185553086977716,-0.54068297018227,0.270334980020328,0.0332862816324399,0.0604979741802158,-0.0388014363812853,0.4275021164111,-0.664386406625136,-0.587841097193252,-0.538781710966917,-0.502321719703145,0.736079395023515,-0.837580879866642,-0.322503295360972,-0.473587910588759,-0.762307893910628,-0.721821871107125,-0.788975412663494,-0.614825920624744,1.22995798774297,-0.524700611973061,-0.47214228478957,-0.633827539602677,-0.489164030306546,-0.203754132137147,1.22654493506587,-1.02240767496072,-0.288936493847241,-1.68052969543806,1.11792074982119,0.0139453284728165,-0.879971505721511,-0.402394600430565,-0.40705496091707,-0.411501805814997,-0.464405000686603,-0.472788307844281,-0.511973234752649,-0.594925814184492,-0.59294373931356,-0.894759486053208,-0.351028993504834,-0.496202565056287,-0.379282105344828,-0.816037725694403,-0.676182971399305,-0.325937344887087,-1.6028397804034,-0.899243754871176,-0.391280229381148,0.35343585436016,-0.579045390366192,-0.521665970348774,-0.579416392701225,-0.794074871398158,-0.188966572134328,-0.0935460200704031,-0.672516033352293,1.05453664403441,-0.505915426681613
"EPEC_Oxs_3 (GE) - TPM",0.0666185442987641,-0.770994657682966,-1.11260334535273,0.449299344180638,-0.619496043222773,-0.624829947715552,-1.09788638269414,-0.700925893261996,-0.166666666666667,-0.420743348917472,-0.448863257866944,-0.608163636777259,-0.58607618018973,-0.609453906708465,-0.334041446928899,-0.07973741698175,-0.242648972982219,-0.473706802653917,0.0477176533864647,0.00134286538379085,-0.437580566268088,0.699797408327422,0.981294012769267,-0.67836132183966,-0.578828794147765,-0.56042100393021,-0.488211155683648,0.405734093431412,-0.78917002537216,-0.55624736121459,-0.685842929005815,-1.44036679366627,-0.664996414100387,-0.880752958864874,-0.670010843278455,0.562685641026567,-0.525654908048098,-0.473418385680295,-0.63579367454854,-0.594613023159301,0.138794795130683,0.0787700067749389,-1.09260495787644,-0.260044867721945,-1.57282146994913,0.00964484264522267,-0.296316437632742,-0.901184052260777,-0.404742579795986,-0.405371094540949,-0.414697728248649,-0.463438186288821,-0.476893688360622,-0.426628443764952,-0.630196824706307,-0.586244019007859,-0.894982354898377,-0.458910532726754,-0.30992120692017,-0.387649361547377,-0.853147169592262,-0.691998992878282,-0.394634571526628,-1.70028870624109,-0.965322572873655,-0.481148518852658,0.0361149694735519,-0.581105865707996,-0.522465971416041,-0.577179317264265,-0.774557590199476,-0.374984354943584,-1.00032015120075,-0.668802939653491,0.37982356743946,-0.953088846518645
"EPEC_Sp_1 (GE) - TPM",-0.674220168327068,-0.619408213204574,1.67785858141475,-1.11045769757483,-0.298037896793436,-0.295563129707489,1.25957207063012,1.09970978485062,-0.166666666666667,-0.727361231063712,-0.611585433330794,-1.08412712557572,1.74542558298793,-0.47278826470241,-0.727302827141138,-1.50227331888656,-0.693103430466067,-0.746321549466291,-1.29654727654983,-1.10883170711296,-0.379162198653741,-1.05912376092447,-0.428312112397656,-1.1281397407458,-0.578495131589115,-0.61779819738536,-0.457127564713894,-0.980695257819974,-0.253947026635576,-1.04437177482024,-0.787802804777411,-1.81356653319322,-1.00214318592408,-0.94551045068971,-0.519598677369256,-1.16592617085194,0.682982859086921,0.257093571496834,0.0664171640689699,-1.23184739148362,-0.565065247488066,-1.50816033511879,-0.0842484781035949,0.223208087809235,-1.09874514811912,-0.811677443979968,-1.20144326077894,0.241706291563936,-0.392320922334119,-0.405990146874006,-0.40104809492309,-0.453976214466882,-0.448281518595618,-0.228011219133106,0.137270577495544,-0.199148153616798,-0.337994461275464,-0.273959868938516,-0.635016541053103,-0.231930076911061,-0.235706176675181,-0.639765175978164,0.169648096670483,0.285719916053384,-0.949305569882825,2.27794106755694,-1.6834132769214,-0.0164935544561638,-0.511952375474554,-0.524000302068889,-0.507794718159208,-1.41184430287816,0.206769040152808,-1.4903929643365,-1.0105815604023,-0.911219392325729
"EPEC_Sp_2 (GE) - TPM",-0.401319672438403,-0.80994821414918,-0.3130335806244,-2.10724036108126,-1.20968106651072,-0.182236589235859,0.0946120492796699,0.583088116695737,-0.166666666666667,-0.727361231063712,-0.611585433330794,-1.33659208373162,-0.58607618018973,-0.654102750863301,-0.727302827141138,-0.0357484446370176,-0.693103430466067,-0.169583051229315,-0.849283509427452,-1.10883170711296,-1.07212684152313,-1.0710824131608,-0.309252334611249,-1.12263928776173,-0.453040490458776,-0.61779819738536,-0.587462937790451,-0.998035113311599,-0.489442671681553,-1.04437177482024,-0.74618054659952,-1.81356653319322,-1.04589557818313,-1.03539156085546,-0.893193102768404,-0.84378132341054,-0.16027020209503,-0.095987253693909,-0.054798543725971,-1.40544673343858,-1.27067013184843,-1.05780450073011,0.293514226590154,-1.10451332696025,-1.01208923854123,-0.672713702574597,0.680454846129916,-0.736542361970067,-0.403058067350494,-0.399325051166769,-0.412301618416003,-0.46328520002917,-0.469912061416754,-0.371860250437443,-0.349923020925543,0.146985865494677,0.342936875330551,-0.141594879612555,-0.577922595643663,-0.391360036567711,0.206618248551866,-0.539750125544492,-0.315245586835925,0.146842251684046,-0.956086319726448,-1.19015882833696,-1.90128301784397,-1.19504140248914,-0.527923203366466,-0.554273384252607,0.705384419652684,-0.709723280104819,-1.45265072958183,-1.62501513684843,-1.0105815604023,-1.14095669208179
