"","B4U56_RS00025","B4U56_RS01270","B4U56_RS01675","B4U56_RS01790","B4U56_RS01855","B4U56_RS01900","B4U56_RS01910","B4U56_RS02305","B4U56_RS02335","B4U56_RS02340","B4U56_RS02345","B4U56_RS02350","B4U56_RS02880","B4U56_RS02885","B4U56_RS02890","B4U56_RS03020","B4U56_RS03045","B4U56_RS03065","B4U56_RS03110","B4U56_RS03725","B4U56_RS03755","B4U56_RS03850","B4U56_RS03965","B4U56_RS04100","B4U56_RS04105","B4U56_RS04110","B4U56_RS04600","B4U56_RS04615","B4U56_RS04630","B4U56_RS04875","B4U56_RS04880","B4U56_RS04955","B4U56_RS05185","B4U56_RS05330","B4U56_RS05335","B4U56_RS05495","B4U56_RS05860","B4U56_RS05905","B4U56_RS06005","B4U56_RS06155","B4U56_RS06830","B4U56_RS06835","B4U56_RS06840","B4U56_RS06955","B4U56_RS06960","B4U56_RS06965","B4U56_RS06970","B4U56_RS06975","B4U56_RS07080","B4U56_RS07105","B4U56_RS08445","B4U56_RS08535","B4U56_RS09175","B4U56_RS09565","B4U56_RS09570","B4U56_RS09635","B4U56_RS09655","B4U56_RS09690","B4U56_RS09775","B4U56_RS09780","B4U56_RS09785","B4U56_RS09865","B4U56_RS09870","B4U56_RS10075","B4U56_RS10105","B4U56_RS10210","B4U56_RS10335","B4U56_RS10350","B4U56_RS10580","B4U56_RS10885","B4U56_RS10890","B4U56_RS11660","B4U56_RS11875","B4U56_RS11945"
"SEPI_Li_2 (GE) - TPM",0.315970071711802,0.0121788715369275,-1.20790772539591,-1.23028622782971,-1.268643504045,-1.62005272031243,-1.20966047369787,-1.26772686078325,-1.18811098561877,-1.20426161556695,-1.43433882971823,-1.45588117678228,-1.13634585417324,-1.28159344642325,-1.38036781522871,-1.38464620774447,-2.50673706704469,-0.652650214114376,0.978310591329646,-1.06699025339105,-0.776822075857606,-0.886037591743659,-0.698139206652874,-1.68720564867081,-1.62983538959337,-1.72883903237751,-0.557861927998926,-1.08865898163358,-1.13093950234733,-0.751313734539719,-0.795416899044119,-0.36565022229727,-1.32576257128575,-1.36549266198083,-1.44888569350395,1.19925638044636,-0.982545352880547,1.41760498117578,0.0201175277842149,-1.66480209139258,-1.24469206199896,-1.0399325716026,-2.03400174796818,-0.915693905884266,-1.05669885692296,-0.624726548620047,-0.816180730871117,-0.473184208203937,-1.13307290668583,-1.56686362487647,-0.758851132448966,0.222706809080613,0.62906878116933,-0.923042595180148,-1.09937674742742,-1.20170631305589,1.43940449406953,-1.45736461624356,-1.89591880207236,-1.53848922646305,-1.6415647382464,-1.09580654248439,-1.80802323268701,-1.1282659611223,-1.28505606062899,-0.913913350153039,-1.34605445631619,-0.509673087478237,-1.55942164017226,-1.13706306186343,-0.994895901572042,-0.51216314937631,-0.742110607794191,-1.28312743336016
"SEPI_Li_3 (GE) - TPM",1.16357063224724,-0.0529748122502638,-1.12056044387823,-1.17219321816726,-1.03195541154611,-1.09562890240903,-0.813683389263094,-0.946090031578624,-1.06312968749041,-0.967061686745506,-1.19626062933645,-1.16687174930143,-1.07819413144419,-0.92647022144177,-1.16061868848331,-0.739648416793065,-1.43953838568915,-0.221478799375636,0.98231795112831,-1.11042063702961,-0.669165787763825,-0.986662335141999,0.700960429864693,-0.855535258436557,-1.22956721180661,-1.44236593726849,-0.546161175069335,-0.981792358277271,-1.04466448331297,-0.797818753618335,-0.888047809395508,0.216379398805797,-1.23926286135566,-0.990500520635466,-1.2984754676406,1.65542757502023,-0.534454595253977,1.40011067515906,1.60921244773916,-1.29458151557931,-0.514881404692513,-0.796309496214214,-0.83283666486386,-1.09781076444981,-0.844748114003449,-0.664383495732149,-0.730031598923583,-0.624591314947349,-1.14934271542007,-0.137002886631011,-1.17564222966863,1.13785102518482,-0.462824640110745,0.201707590888219,-0.753867323825089,-1.02629792457681,2.6026072910839,-0.907226894776573,-1.4024433932292,-1.38651087564687,-1.23377051260602,-0.832632565873843,-0.645664132834837,-0.359534275248919,-0.731471238143609,-0.713342476577986,-0.998513009992847,-0.783973649072245,-1.14002137689637,-0.993206701646042,-0.818091685156651,-0.671389701468291,-0.242434548099077,-1.02233654771508
"SEPI_Mig_1 (GE) - TPM",1.43447324819916,-1.27440257023875,-1.17098614696317,-1.29566409907257,-1.28371158157493,-0.787843892711289,-1.38734745211582,-0.950530582702423,-1.32785042861318,-1.33599285299729,-1.29754452788389,-1.27996349046194,-1.30803297801394,-1.17844874408471,-1.06883856623648,-1.16483075593801,-1.57944764809408,-0.398540633910755,2.54082352942899,-1.43263324343956,-1.32629343138959,-1.39754919473597,-1.21735265925245,-1.39588998791321,-1.17099640344717,-0.870381193242189,-1.35353366366114,-0.589759175783072,-1.38340024728241,-0.938442787323207,-0.854952896638825,-0.913143973603553,-0.830467819565588,-1.38313424028947,-1.25844300921331,0.757128772060408,-1.22948172176294,0.256273717343236,-0.309354815776395,-0.848264819329586,-1.14709071513311,-1.11233136990722,-0.853712045934122,-1.05721080844498,-1.09880361860458,-1.28190535434635,-1.24115853375435,-1.23848678901445,-1.33685539498351,-1.23710149341116,-1.44700273267623,1.30755143866311,-1.25652413710112,-1.032004887936,-1.64669409519442,-1.33884785193203,-0.507361454460488,-2.2846408724962,-1.38947285541045,-1.50065443583759,-1.18588266983948,-0.355495354580182,-1.05574969504973,1.3549228290302,-1.19184429837696,-1.03378961655336,-1.10462333800454,-0.890137196654593,-1.52940224649332,-1.28851285123748,-1.37628107536292,-0.535579137699243,-0.672455894791702,-1.3448674600379
"SEPI_Mig_2 (GE) - TPM",1.12566640986578,-1.30219061317391,-1.13403678713312,-1.21474940849194,-1.23342571244594,-0.650279364247182,-1.43614922338595,-1.22386733588589,-1.31197624213242,-1.45361957706969,-1.34204542087433,-1.30959043176757,-1.30143565435475,-1.2570725144845,-1.23262327048886,-1.2039976678132,-1.1018150616939,-1.32643814528751,1.78459091873415,-1.37755121398725,-1.42075274436956,-1.3520679757075,-1.41805955394889,-1.27434256985101,-1.32057318816712,-0.917240435488011,-1.36247239170392,-0.789461680910832,-1.37888333810172,-1.06639565156395,-0.281601190083269,-0.670266842727714,-1.05026452913153,-0.941388435717682,-1.20590303504955,0.613770639155067,-1.0766510414163,1.20575551212838,1.37448291809902,-0.553861145525588,-1.43093289113982,-1.41192027358806,-1.30803213955466,-1.09261009329385,-1.16614889533103,-1.32485800753486,-1.24173447758896,-1.27041641565767,-1.26486136131927,-1.13216193333454,-1.37521181605238,0.942692603135258,-0.845998537724141,-1.41716414877615,-1.61336495658176,-1.31664525182978,0.0728298207120729,-2.13530295743915,-1.13614611626403,-1.38559889156344,-1.3229655682089,-0.522700099956227,-0.893292715313471,0.808658991892044,-1.21037314607001,-1.01245686492454,-1.18034236719118,-0.647584648258792,-1.40781348901329,-1.24362945497177,-1.33742909452088,-0.204164230004881,0.00108691918730401,-1.32766486619444
"SEPI_Mig_3 (GE) - TPM",1.36105278191157,-1.23628024716744,-1.11029060284253,-1.14649779188501,-1.21518836205652,-1.06034001146901,-1.43287549021018,-1.03204808641378,-1.31418959490854,-1.24920032287695,-1.26816556829492,-1.29793624636752,-1.2244403501971,-1.11689590283053,-1.12029149786437,-1.24913200991013,-1.2683571552312,-0.597939703174333,1.58349674852732,-1.36364496107875,-1.26868744629871,-1.34381898365726,-0.77140432085072,-1.25998079316636,-1.05230685536774,-1.02765579260977,-1.44495567291583,-0.725554770736706,-1.3462143748095,-0.80010799847967,-0.770557561808768,-0.761647545201948,-0.576047108553548,-1.29873333307107,-1.12762697555739,0.579474824606476,-1.28655074485968,0.851887235496599,-0.325345594995057,-0.933714753263411,-1.51935112955176,-1.20689823902342,-0.805909940971611,-1.14221748961022,-1.04399693423831,-1.28944570978191,-1.23635824996784,-1.25768621102502,-1.31797903456147,-1.27327829180409,-1.2490467126752,0.463797062064648,-0.811206405821438,-0.951275464977483,-1.59740016657637,-1.31287853821773,-0.328377430612271,-2.06629355746745,-1.56727966714666,-1.47004000351509,-1.20638192387791,-0.151118372885073,-0.972981394629887,1.18356782004852,-1.14187640595436,-0.987572847136844,-1.09668694943881,-0.572209853026322,-1.26374345062169,-1.23681120539668,-1.34709044973422,-0.76977340212094,-0.757298756761705,-1.31288650086898
"SEPI_Nd_1 (GE) - TPM",2.13715047405661,-0.883925571658964,-0.37827688473151,-0.619451397509007,-0.756782586049996,-0.95762946237679,-0.741212240490646,-1.30807264582989,-0.0181928679566104,-0.311140733927039,0.0368233170780806,-0.456568224149089,-0.899161941744227,-0.882168401548266,-1.28356793937411,-1.24872619013295,0.870257908571469,-1.10527217787944,1.76547186395122,0.306468018831145,-1.1496012398167,-0.772378833313556,-0.250068079173248,0.0441358617374309,0.474015648226309,-0.353101761909224,-0.610397598942061,-0.817711273653735,-0.540164012238924,-1.01503692231729,-0.847294600306459,-1.26028769584422,-0.714021904112853,-1.08842824796163,-0.965232318471258,0.936273361654569,-0.0808246109344394,2.94254080678493,0.827225906657963,-0.935344848711314,-0.890119550168397,-1.1270465187936,-1.50486298341847,-0.360104939410371,-0.695305438597094,-0.650800115048972,-0.816030907592664,-0.951681664112394,-0.807773397367805,-0.529017255369777,-0.00507057856801256,0.984132485942051,0.454200554684532,-1.85240163532245,0.304952190457746,-0.617726348512826,1.69028534793515,-1.16687848843591,-0.195926797546971,-0.650908645930134,-1.26901664713475,1.29529877097934,-0.139237640510392,-1.6102971898746,-1.50733375561566,-0.959515146395723,-0.666751424266741,-0.447954717437709,0.156533065674539,-0.686332927607888,-0.572252652904379,-2.32371160615758,0.305050638068463,-0.937061461635034
"SEPI_Nd_2 (GE) - TPM",2.27203635563065,-0.9132918788129,0.366359732958928,-0.539377181355079,-0.407990234660273,-0.509673448459233,-0.472860583475964,-0.869592398052291,-0.210607405957804,-0.377593329621045,-0.0535338098058344,0.0691535071046193,-0.753929670279585,-0.683425836926743,-0.675642347445907,1.18509642121744,-0.212648658714381,-0.61755783384824,1.37191127702925,-0.110729826276784,-0.710754622796451,-0.89402597419051,-1.44185906782609,-0.134765707708399,-0.140780014955847,-0.481712204848838,-0.673179462192866,-0.76306895492558,-0.722932546732872,-0.995456695741367,-0.975691312799418,-0.825084365826103,-0.319671730080577,-0.947797071281644,-0.502144527605427,1.40414692016605,-0.0844832265551109,0.486913502459118,-0.878490299689759,-0.871858025166331,-1.01758511561766,-0.917694188411232,0.384366720344642,-0.714944467055593,-0.634007212236191,-0.758812498266199,-0.790553378133664,-0.826013429448377,-0.674259314303886,-0.322993299332245,-0.981604978554901,0.759488610037428,-0.176811472566777,-0.970660646642657,-0.370912686891444,-0.0117706269528889,1.46493169847016,0.717325557644447,-0.975396355020097,-0.984590455061985,-1.15411189867096,0.399523633916665,0.685283020186393,-1.34097201696926,-1.22017015683776,-0.720034728130077,-0.155836426155513,-0.346653290775448,1.7843638693817,-0.694034262150629,-0.816329374033737,-0.810447046004078,0.132696694532465,-0.35299944170837
"SEPI_Nd_3 (GE) - TPM",1.27832654283505,-0.816001497502659,0.670358891129336,-0.15918792126993,-0.362894984672083,-0.753595208662827,-0.742658834399014,-1.19955432683447,0.128211020884082,0.377302941944785,0.278629049821103,0.533839658803814,-0.583896939788837,-0.471073443378996,-0.435241486621826,0.848745416639382,0.83900864304751,-0.745557157272188,0.410989218018991,0.0496011949029566,-0.751401554097821,-0.828146570487017,-0.414284505173265,-0.241328164656974,-0.642346214856164,0.0915105169710675,-0.609858509584368,0.00635019535971401,-0.43889369404588,-1.0513629985081,-1.24747405135976,-1.02607220569684,-0.0406607548976324,-0.775111879316058,-0.799812245790869,0.694103743043683,-0.304109744388381,0.0720664205577458,0.393371042815533,-1.07919980553716,-0.234523342995052,-0.399771191768026,-0.142958690828806,-0.295849288354406,-0.581942122627555,-0.726740895392266,-0.742445055404295,-0.84738864587893,-0.570822644635549,-0.942373322977018,-0.135050433019266,1.79956976716989,-0.574291516103421,-1.20004997778099,-0.72911580337883,-0.308864090361299,0.546002942965852,0.152302994752712,-0.554302955767992,-0.780018507479907,-0.468233335726513,0.931650230716917,-0.52801147795132,-1.12519156538153,-1.29057395528157,-0.76637291454489,0.00273476320475599,-0.667423599989054,0.443364403763,-0.673772103513288,-0.645397863975603,-1.51530645155699,0.0832694360454964,-0.55739096801847
"SEPI_Ns_1 (GE) - TPM",-0.293856002388049,0.0682960100723834,-1.17884648473627,-1.26964410631257,-1.09004483814824,-1.21133420573784,-0.944012720091096,-0.307228561545892,-0.837793602678897,-0.827858937406554,-0.725136533726897,-0.677296186590093,-1.22690584855482,-1.09394043343343,-1.21916164486267,-0.851509582483417,-0.213145777561653,-1.37962509208394,-0.137499143042695,-1.11426847231387,-0.959885916561259,-0.936941043878892,-0.355730762453078,-1.0165263511942,-1.22118673227848,-1.07509911745305,-1.16140913516148,-0.671553376642768,-0.876045249407499,-1.01781799006146,-1.09841569650794,-1.71358312611243,-0.941512836466718,-0.771376881044524,-0.784583328761275,-0.124102262939678,-0.345577394857625,-0.233878356357947,1.53909275024169,-0.323612347559131,-0.781700853216363,-0.88469677331926,-0.959151521599409,-0.99353739800129,-1.08226042051158,-1.20990252897352,-1.23696693682526,-1.2290692113803,-1.06337038728069,-0.834349132305857,-0.91880253872564,-0.0560391005048337,-1.19719341865497,0.0151239883271282,-0.49273487338973,-1.06532247992719,0.118076156380147,-0.804633262317686,-0.389174063903932,-0.353330241787012,-0.496171238514613,-1.17919263028093,-1.17855286804616,-1.19845802509714,-0.763433779028692,-1.03566571184488,-1.18304948299448,-1.35789907517348,0.25538659565085,-0.85651822081098,-0.877909078202079,-0.742344258957207,-1.20636127422449,-0.987116507240055
"SEPI_Ns_2 (GE) - TPM",-0.786533799328889,-0.320471296177834,-1.16143771840461,-1.20808170996871,-1.06276651675069,-1.09592092142088,-0.753336408178946,-0.559605549290098,-0.663198807555753,-0.884144074781298,-0.630196866983408,-0.757383017584247,-1.22113504279962,-1.16499481321124,-1.23162249900312,-0.843530457060086,0.0102072245065744,-1.06543246453618,0.181744315430753,-1.09588586084711,-0.929765349685808,-0.831876116796871,0.173452249662662,-0.726456174277563,-0.862045477747044,-0.735049017513316,-1.08019399928822,-0.673373006385981,-0.824443064425313,-0.894783869320393,-0.74806150258658,-1.56742880890809,-0.879660280386276,-0.854156528898686,-0.74626453642862,0.135846183380305,-0.691187980030044,-0.593799942163579,0.995234583755486,-0.023041222752362,-0.916656074995938,-0.880830818126192,-1.0929036912682,-0.89901880337222,-1.00195882669112,-1.20767127901893,-1.20072559654931,-1.22367279939973,-0.995462701772238,-0.831712531860302,-0.647204165347795,0.103737658779549,-1.04471564181671,-0.0751207069457597,-0.337036297094567,-1.0785633657757,0.398318381806478,-0.574354374728668,0.112818440382339,-0.239873440450799,0.0341421769390017,-0.950046640852159,-1.14970595684495,-1.09109832955722,-0.637419398612638,-0.950122521256017,-1.03983604338896,-1.42946316690012,-0.0505411066543099,-0.671893506270687,-0.676117423448322,-0.573439204815974,-1.40137221278057,-1.02692634937087
"SEPI_Ns_3 (GE) - TPM",-0.375654120354383,0.354715129399813,-1.13742739520813,-1.07172763877875,-1.01206321469206,-0.951509185271953,-0.851043870278717,-0.188369674031504,-0.829358164664039,-0.708006621133685,-0.732625252541984,-0.573798135777398,-1.15436157496868,-1.10467709892425,-1.28036408759274,-0.728225188197317,-0.0720887515433914,-0.85386921848423,-0.115084222643427,-1.06043726633429,-0.756246019373343,-0.8253601368995,-0.465046241108825,-1.01998444117028,-0.866417326955262,-0.71947414741918,-1.13017682506298,-0.635483174885848,-0.68785432982606,-0.683929580516924,-0.682197824691494,-1.22154780556232,-0.80247174387586,-0.680140294183288,-0.561162697656268,0.384753199405917,-0.925001339252897,0.0267350008529078,1.28085774675515,-0.232474942568076,-0.904046493582613,-0.881787286072406,-0.50244353991119,-0.961569794014948,-1.01820861848034,-1.15992150715027,-1.20347292849517,-1.22894573882555,-1.02480551714179,-1.08595679323062,-0.625532830357914,-0.976265449289332,-0.960742869128804,0.221575023577434,-0.215944838929277,-1.00841388631141,0.133242157915961,-0.36403604701922,-0.074021992193039,-0.451005896672796,-0.370014979859551,-0.559704317527313,-1.28742907730868,-1.04785646440759,-0.449983711101264,-0.937750207425345,-1.00053494901922,-0.973012541032157,0.0846514566902863,-0.548354094489125,-0.726394031919367,-0.397295948687487,-1.25030335648624,-0.917939662962351
"SEPI_Oss_1 (GE) - TPM",-0.473700575142678,2.04152803299505,0.64246397785106,1.01289904280867,0.807802244818477,0.729405972144304,0.0377225299443482,1.22689000651797,1.86187267081064,1.70603038069654,1.73121876120713,1.6219731119518,0.945648822659912,0.456982416293988,0.49778104629816,0.266397375620902,0.224097673574885,0.535376511486656,-0.994690130629268,0.856602755829852,0.828462917306002,0.483859165078729,-0.279970867488879,-0.368956133904584,0.863621772726967,1.47380385728691,1.74048697145931,0.8492454118879,0.728960901903086,0.811336451225526,0.507647974184875,0.240920173677941,0.810568021777653,0.411528697029694,1.75897963228152,-0.0245316570276057,-0.23235991157221,-0.0734593956816184,-1.37160496030654,-0.188588216100713,0.831855473402566,1.21014493843518,1.66016610149076,0.989010569871018,0.788542643045049,0.791091714392751,0.358736349303165,0.295088725733582,0.442156538192886,0.0150412143625423,0.833787357325271,-0.881547170038727,-0.0569650825742683,1.28944356574881,0.922016127098891,0.743640909844599,-0.687856396735612,0.638897942255701,0.153773133319321,0.0981438036208449,0.176000268428359,0.886752438358043,1.73883374663661,0.741863626892729,0.847280906283058,0.659335486655007,-0.0979299842168968,-0.445971168685846,0.146748611469607,1.33819292944361,1.07698006954207,1.24355162370833,-0.34759610737619,0.399782335598786
"SEPI_Oss_2 (GE) - TPM",-1.25478357607644,2.13385529492854,1.66576511527299,1.4271877506871,1.08918468986673,0.840629417543138,0.879685225508048,0.89076341144414,1.2826965995856,1.6735593765449,1.35545229986491,1.23140441900202,1.97782247157271,1.48608120727607,1.17452790993204,0.820141272777859,0.24744495129266,1.32736675977032,-1.21953061007153,1.64240139362421,2.02928647452415,1.02826628278169,-0.521737162138916,0.134847444082269,1.00555033513706,1.11280063283939,2.26918185457833,2.05155466327695,2.71270156373161,1.22927778644106,1.0235196151148,1.10867964880451,0.997976418341359,1.26280458591029,1.86655583629191,-0.392066054054228,0.403844971815541,-0.891546640410054,-1.69897730468454,0.272045171725535,2.10311237274636,1.54013612263236,1.25959956057081,2.01163350652337,1.69356459697917,1.29208763800069,0.91896267396988,0.924375799509125,1.92142983561165,0.258400699884424,1.05518476526041,-1.00515818882723,1.66081280937184,1.33691339913046,2.02962192749811,2.16478566283883,-1.14266350360435,0.191986147663046,0.997601647556323,0.484208381049304,0.313213045893286,1.00095028538102,1.30416503596422,1.17393427300574,1.06482310289376,1.21124393915588,0.910967341625808,0.477230303491568,0.275373874549275,1.47350521190362,2.01008396399141,0.904454243156687,0.467731253001165,0.902226754726627
"SEPI_Oss_3 (GE) - TPM",-0.717175947035859,1.16278372624635,1.32054658560618,1.20415755765404,1.34178018317877,0.948919293781347,1.01659271285754,1.75409022848998,1.5095048621379,1.86090066781117,2.00854276850384,1.93414787861158,0.898822891893949,1.14254399004617,1.04743490773799,-0.423346376414603,0.977340119289351,2.13243092989571,-0.802634768332421,1.29227462166972,1.16929971157957,1.51935277879033,-0.0322824047481219,1.3965915381194,0.737955221932525,1.6050696975215,1.97672659884861,1.43303724696,0.886647300667926,1.02528796992802,0.39583678123966,1.29137768834158,1.1464313002774,1.03915611273603,1.58447216487169,-0.713825776736383,1.81215656497698,-0.256638112752785,-1.10019157135192,0.914744022722261,1.61880261822993,0.818876615901357,0.769635495670765,0.96349618585511,1.17448311236882,0.831437787555923,0.460691622234335,0.182689691319113,1.65012693184744,0.362309089364846,0.957721370522459,-0.316110491532892,0.885421429219619,0.691484590301663,1.50714340547494,1.37862874185504,-0.656530829682028,1.5014495070794,1.18212131775907,0.746187103696112,0.903844120150103,1.59033258354981,1.46275461870941,0.585885768832296,1.54904207475975,1.28556134672936,0.518486055569074,0.747947167848096,0.965765684025478,1.97356877751968,1.51078226364069,-0.0631489596269067,0.186184741420906,1.45220909691834
"SEPI_Oxs_1 (GE) - TPM",0.346755709721348,1.31292606401824,1.53693591004557,0.419428719521804,0.371748050696885,2.03324258849035,2.11360164160543,1.16918544393885,-0.215761090339522,0.00852371194794687,-0.0408747065008594,-0.202623029565888,1.16643385558382,0.486699156083461,1.01747869676739,-0.201332769090625,0.54133498311897,1.14959980246396,0.0921223644596701,1.673199768905,0.0941377184890217,0.926330472371438,1.8237668339194,2.17600290425511,2.47718197100314,2.00300693271691,0.82925664110276,1.55808811566966,1.28668237439842,1.53974603840483,1.18942730499437,0.469764613205367,1.35442075617727,0.712892747609816,1.05709735038376,-0.122358078004547,2.89808741104595,0.184965702348164,1.10724980187287,0.75458934699358,0.988178862018433,1.63801234955396,1.31868680717459,0.953805447562431,1.27433986460465,1.3326490655582,1.30168747205909,1.7424998568669,1.20061969448984,0.350728299443613,1.04118133708701,-1.52190472339644,1.30420167320007,1.81565658455481,1.12361758247281,0.524009201348239,-0.461155324264578,0.309437281843113,0.855756763016284,0.861388542852445,0.629387292190162,1.1459376976881,0.87715966143267,2.66682740457277,1.120831530702,0.937910755621573,0.282321337419649,0.94621113222704,-0.292195268280039,1.07646876088268,0.86341106782048,0.752130503403544,0.588389084571217,1.26315838143788
"SEPI_Oxs_2 (GE) - TPM",0.503298447672553,1.54544460993239,1.03916236231107,-0.461570440068034,0.007716449935731,0.435032432463195,0.534856022951094,1.04714890592676,-0.559971908559855,-0.494297785748625,-0.671775126447002,-0.277623412711503,0.447081984532887,-0.0360559243483658,-0.0614968100424036,-0.628415767746133,-1.16485567833367,0.370941888985415,0.0307524448327033,0.872874217182043,0.336864240610816,0.270094718965893,-0.93353588664976,-0.0562242447784594,0.174851364763574,0.26159689631012,1.18013354982141,0.58848696439338,0.61884459054011,0.576813472039973,0.478844128561838,-0.505619399096276,0.509319632083743,1.10417926983939,0.447450637182091,-0.746000560735992,1.02811084008008,-1.02531273402772,-0.444309056139849,-0.492975255620005,1.40656951255369,0.659822029592394,1.97964524105984,0.48906947758447,0.524549571981825,1.29137161208835,0.879579710766653,1.0759936441322,0.622648048531486,-0.0884188607471352,0.405630159828382,-1.52380702218283,0.115548036923595,2.07099188161492,1.11514763115574,0.142080476683407,-0.47742152948926,-0.809053833060155,-0.249087881338787,-0.408238776050529,-0.0754060397800648,-0.66265229757936,-0.326847723788693,0.121874091538636,0.153563424119204,0.100587789904766,-0.142430364608219,1.11258895050797,-0.434259521151285,0.259156203377764,0.528300760255867,0.476715869813406,0.546051015428531,0.686114645336875
"SEPI_Oxs_3 (GE) - TPM",-0.0905877211532953,1.4700034312738,1.09997824545664,-0.268446893665842,0.015031161134569,0.405723939112969,0.594912689192299,1.04635481010903,-0.397538264139822,-0.187602926999017,-0.332317148354255,-0.0934865689914086,0.807493119879044,0.165610497126741,0.449256426030497,0.094601818143619,-0.510987422474941,0.273922872137719,-0.129011507779233,1.01401606874679,0.838223677213913,0.234941081658956,-0.122065076253658,0.150908010575453,1.05220161043461,0.918329483927204,0.866082922262356,1.22104582654594,0.71404822086845,1.10530310842414,0.238864588712951,-0.284368378936858,0.468168594535265,0.888281489883168,1.05595857317108,-0.417893653985648,1.69018463245716,-0.73084655715117,-0.26486295550955,-0.222804181442042,1.39001200381746,1.48851961912814,1.20373813837123,0.806631530678533,0.751152587875054,1.2190217774841,1.11933327077195,1.35666055777351,0.633659498970225,0.467099730226126,0.176469838527241,-0.815040771998569,0.00855830133488949,1.5837974267387,1.84351546578542,0.566157347993449,-0.603100827571348,-0.260139877861247,0.371039305127331,0.0895630560149343,-0.618770578039223,-0.61898475786175,0.659991398026684,0.455408457495638,0.595983621690327,0.411111257562343,0.183356078212514,0.783909631437174,-0.107262568365791,0.315995756132205,0.570131879883756,1.08562695372568,0.86644020681886,1.02775018756398
"SEPI_Sp_1 (GE) - TPM",0.167194149734277,-1.11557639503774,-0.149174400208813,-0.0681688903391623,0.0628727534535029,0.000993969824317222,-0.612221443954808,-0.953042888934867,-0.844308841341074,-0.703377460483409,-0.671550227381528,-0.769222341768385,0.441253085023354,0.246587441625094,-0.166023010602098,-0.515532793024762,-0.23050608045671,0.269300676974682,-0.652447766338223,0.143184136871849,-0.0730821443957376,0.461239540501953,-0.436020847574504,-0.239507598976517,0.340851732955673,0.0472428872696819,0.297361525539589,0.217082168703476,-0.0954947431115336,-0.0478134883941607,1.0891476900088,0.656063300724806,-0.196775571062504,-0.3163219271718,0.328578705769144,1.97140061232582,-0.316047255225443,0.835589439998788,0.0602815546440128,-1.21371966174328,-0.885892591207374,-0.549629889128066,-0.665092929969314,-0.520971646424776,-0.465334302489491,-0.384689899944905,-0.243866755284225,-0.0918970376394189,0.69179111550324,-0.868405045711392,0.187600565183913,0.996968966147657,0.641184320517032,-0.0390319467167371,-0.949194114149215,-0.473523755980987,0.411901940314463,-0.32038157663291,-0.38964640680924,-0.104931806376686,-0.167245119207773,0.236078769611391,-0.0514059439013517,-0.0654390330751369,-0.424397167725072,-0.80264641219992,-0.33217381887814,-0.833494952402575,-0.377965802162611,-0.936746101899192,-0.778368679444091,0.0341131498025532,-1.11731027969434,-0.452927585836639
"SEPI_Sp_2 (GE) - TPM",0.72359437713302,-1.11969604259424,-0.126059552557784,0.154777040642599,-0.00274680910764924,0.182072488597957,-0.560532583807366,-0.849750482327465,-0.605995940913422,-0.768534061906054,-0.650060430482096,-0.727777572411238,0.0345466789862548,-0.00684732824166578,-0.145482460940997,0.503198164372964,0.326988835832998,-0.278968109436238,-0.867335953780697,0.109996131939313,-0.00420691274879622,0.717300620541826,-0.449123907559001,-0.621733752734148,-0.852152619085914,-0.557983001527436,-0.278200612802543,0.110697273399362,-0.33924260664268,-0.166720642054129,0.23891943948171,1.19146576839467,-0.572217604972097,-0.210639020818597,0.772678539563086,0.739751880776104,-1.02116755858885,0.60791475039161,1.33728564429435,-1.24135859401579,-0.671590093272073,-0.532340036501363,-0.598523993233306,-0.494218458192907,-0.464280837325531,-0.423363159239284,-0.197485097491688,-0.0912548985864671,0.398904378292426,-0.654448369428355,0.60312870976761,2.35164519111096,0.0833436915598175,-0.514607733590523,-1.09189558014448,-0.242592611911681,0.604593517442005,-0.630247493774807,-0.534362931915062,-0.130318198109056,0.103754688699031,-0.219378198230097,-0.851469160033006,0.0643040835467628,-0.195880542311577,-0.907760010408885,-0.466049748825639,-0.881301111516917,0.0629869526586927,-0.854999778323242,-0.624029148595753,0.193504093966219,-0.801289175215337,-0.359955243694188
