"","ETEC_RS01750","ETEC_RS27440","ETEC_RS02210","ETEC_RS02340","ETEC_RS27535","ETEC_RS03130","ETEC_RS03180","ETEC_RS29765","ETEC_RS04535","ETEC_RS05470","ETEC_RS06090","ETEC_RS06585","ETEC_RS27835","ETEC_RS07770","ETEC_RS27915","ETEC_RS08340","ETEC_RS08410","ETEC_RS29890","ETEC_RS28020","ETEC_RS10725","ETEC_RS10845","ETEC_RS11970","ETEC_RS11990","ETEC_RS12035","ETEC_RS12300","ETEC_RS12520","ETEC_RS12835","ETEC_RS15060","ETEC_RS16045","ETEC_RS16530","ETEC_RS16750","ETEC_RS17560","ETEC_RS19470","ETEC_RS20875","ETEC_RS23315","ETEC_RS29165"
"ETEC_Li_2 (GE) - TPM",-0.43958534898872,-0.294863872669917,-0.980619371196852,-0.245738085089786,-0.636901182537515,-0.750727264032006,-0.601135235417133,2.05921979693313,-0.111059201233365,-0.266917132370276,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.703443331427607,-0.192512658003269,-0.134647061664805,-0.455026097683619,-0.288380057940341,-0.238605267244835,0.152229412183737,-0.818872967064704,0.223455538000437,-0.377717525728664,-0.7467456582561,-0.132683009360436,-0.0668693974556592,0.35808730273435,-0.194396503317042,0.442166427721604,-0.0768089109861802,-0.166666666666667,-0.32242356528752,-0.344038549912062,-0.178757288704393,0.290684055600005,0.798441785152576
"ETEC_Li_3 (GE) - TPM",0.000114098928573417,1.6186934803297,0.0755816266195883,-0.245738085089786,-0.636901182537515,-0.750727264032006,0.226598137776227,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.0540909387191879,-0.39585555404503,-0.286389078693769,-0.511005972162723,-0.434505102948054,-0.492183042945084,-0.455026097683619,-0.288380057940341,-0.238605267244835,0.03081397842348,-0.362442463912941,-0.493403336695636,-0.646924857789406,-0.615617155804126,-0.379051849165592,0.194323187772125,-0.17015024640536,-0.194396503317042,0.225291425780335,0.00418566035571884,-0.166666666666667,-0.721685567511344,-0.66170752162747,0.165044782161573,-0.54673461031137,0.513832080011686
"ETEC_Mig_1 (GE) - TPM",3.70582059010054,3.56573557881624,3.83222494589152,5.06056758165573,4.38611097700505,3.22204039852107,3.1616758320448,4.20409677998152,2.41254198164321,3.83429962449558,5.16523406856566,3.54901904394001,2.76418679008602,3.80016638775435,4.98684740940339,2.66320688565498,4.17114073335622,5.12473711453329,5.04314597833912,4.30719052674804,2.86451879601424,4.85985560988664,3.87636050770509,5.00056191228962,5.14034496699528,4.91485296089432,5.21255673878255,5.7411846551576,5.68800829345418,5.5595801141661,5.83333333333333,4.20289470023467,4.67584179312961,2.6569126391722,4.28602236432782,2.91000917684252
"ETEC_Mig_2 (GE) - TPM",-0.845938286486289,-0.294863872669917,0.01299205455296,2.69706678920559,-0.636901182537515,0.571218449061584,-0.0912547245485102,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,0.186972977749219,0.692973005506252,-0.189445713415468,-0.455026097683619,-0.288380057940341,-0.238605267244835,0.779485647834164,0.713196223928949,0.619913360373736,-0.646924857789406,-0.332899656621162,1.91668489445772,0.305389845539552,0.491391746779983,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.933860647421754,1.55839161119195,-1.06474930798794,-0.798769044816022,0.682383184990792
"ETEC_Mig_3 (GE) - TPM",-0.845938286486289,-0.294863872669917,-0.0799683353676141,-0.245738085089786,-0.636901182537515,-0.750727264032006,-0.740479367756111,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,-1.19936228857747,-0.434505102948054,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,-0.493403336695636,-0.646924857789406,-0.0105379537703267,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.400167347723941,0.724467160912946,-1.06474930798794,-0.798769044816022,-0.904025656616991
"ETEC_Nd_1 (GE) - TPM",-0.544088346968451,-0.294863872669917,0.650301043042039,-0.245738085089786,0.0293010296850803,0.0923259548521033,1.12267517675431,-0.41492872198945,1.78515378676669,0.244704209424697,0.339133128399014,-0.39585555404503,-0.286389078693769,-0.757303890363495,-0.434505102948054,-0.221950531232133,-0.148241794088323,-0.288380057940341,-0.238605267244835,-0.142449531961295,0.158183692665469,-0.493403336695636,0.152973058128553,0.975543746019017,-0.379051849165592,-0.573306778254642,-0.150409360941886,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.479668665021633,0.0462117602699703,-1.06474930798794,-0.798769044816022,-0.398170133663349
"ETEC_Nd_2 (GE) - TPM",-0.845938286486289,-0.294863872669917,-0.708916887835863,-0.245738085089786,1.48312564503407,-0.750727264032006,-0.740479367756111,-0.41492872198945,-0.6595792429239,0.700556174059942,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.730447772748776,-0.434505102948054,0.581652281423828,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,2.29037268301455,-0.493403336695636,-0.646924857789406,1.02060703154559,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.211182780375485,-0.66170752162747,1.02961768920628,-0.798769044816022,-0.0991444508346384
"ETEC_Nd_3 (GE) - TPM",-0.845938286486289,-0.294863872669917,0.838753795851129,-0.245738085089786,-0.636901182537515,0.282710343684525,-0.740479367756111,-0.41492872198945,-0.6595792429239,-0.0537994922832764,-0.398828628447734,-0.39585555404503,-0.286389078693769,-1.19936228857747,-0.434505102948054,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,-0.493403336695636,-0.646924857789406,1.03577184487039,-0.379051849165592,-0.331364445647553,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.933860647421754,-0.66170752162747,-0.257984825139354,0.523939735281998,-0.283934172677208
"ETEC_Ns_1 (GE) - TPM",-0.281886006544978,-0.294863872669917,-0.1426608584548,-0.245738085089786,-0.0144513694785724,0.0369589797536626,-0.740479367756111,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,3.51492367958325,-0.286389078693769,0.728094705979132,-0.434505102948054,1.73943561607411,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,0.0940161288049046,-0.493403336695636,-0.646924857789406,-0.620802133567209,-0.379051849165592,-0.428531612719281,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.509497429513555,-0.66170752162747,-1.06474930798794,-0.294684665293297,-0.904025656616991
"ETEC_Ns_2 (GE) - TPM",0.902587309156111,-0.294863872669917,0.0943069115670957,-0.245738085089786,-0.636901182537515,-0.57631466226444,-0.740479367756111,0.598994471657195,-0.6595792429239,-0.526451069789154,-0.398828628447734,0.47008464217053,-0.286389078693769,-0.955485062084864,-0.434505102948054,0.840380527032185,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,0.393940104866376,-0.199629606454322,-0.646924857789406,-0.54269280885764,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.182147198561877,-0.66170752162747,-0.520120812203997,-0.129070909271052,0.142498760845147
"ETEC_Ns_3 (GE) - TPM",-0.845938286486289,-0.294863872669917,-1.0885107355123,-0.245738085089786,-0.118091344561758,-0.750727264032006,-0.0956148307275133,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.740354013958992,0.685401012688131,0.177530852360689,-0.455026097683619,-0.288380057940341,-0.238605267244835,0.434284422601003,-0.818872967064704,-0.493403336695636,-0.646924857789406,-0.568388493444782,-0.379051849165592,1.5962977162774,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.127255322346449,-0.294175981174904,-0.552218906013411,-0.798769044816022,0.2777903916603
"ETEC_Oss_1 (GE) - TPM",0.632839795001435,-0.294863872669917,-0.828081023919866,-0.245738085089786,0.25321470300844,0.0940782410439737,1.10349802789613,1.22212404377609,-0.296643775338436,-0.268865027830774,0.422833161402464,-0.39585555404503,-0.286389078693769,-0.018089710132254,-0.274387633108952,0.550755228626473,2.55087746373114,-0.288380057940341,-0.238605267244835,1.92481890255212,-0.601297972985914,-0.0190842749376666,1.31244526336294,-0.09727509994288,0.436013996351278,0.52190280849119,-0.450865274716046,-0.194396503317042,0.202356469956386,0.128784285385869,-0.166666666666667,-0.933860647421754,0.284146735568082,-0.33196403144044,0.0422236832421522,0.447726194414998
"ETEC_Oss_2 (GE) - TPM",-0.436155168596516,-0.294863872669917,0.767819981317428,-0.245738085089786,-0.0339560675280792,0.489153911490814,-0.272078069862517,0.693975168455564,0.815488247103134,-0.264726307084198,0.936953294974883,-0.39585555404503,-0.10329875755109,0.200932267509908,-0.109124842142508,0.898934942533921,0.933246815889484,-0.288380057940341,-0.238605267244835,0.890769190443732,1.61290631136068,0.63112357070105,2.79181945427026,-0.215331059868473,-0.0477871373808552,0.391336476101718,-0.450865274716046,-0.194396503317042,0.209891734374178,1.39837089632794,-0.166666666666667,0.813168312510858,0.619694626262191,1.46675190536825,-0.0663359842322178,-0.560657932663122
"ETEC_Oss_3 (GE) - TPM",-0.845938286486289,-0.294863872669917,0.812454182478456,-0.245738085089786,0.439465080564618,2.65452277060929,3.27319027237105,-0.41492872198945,1.97368345816903,0.719485240687937,-0.398828628447734,-0.39585555404503,-0.286389078693769,0.229083121708831,-0.434505102948054,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,2.21524770418268,-0.818872967064704,-0.493403336695636,0.645450211334735,-0.146469812138366,0.803683198082224,-0.201415237794308,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,1.26761925427394,0.100804138278245,2.12526595372176,1.81628236435089,1.54786871865862
"ETEC_Oxs_1 (GE) - TPM",1.14274821613331,-0.294863872669917,-0.682771720447412,-0.245738085089786,-0.636901182537515,-0.403582802391405,0.62341772563343,-0.41492872198945,-0.6595792429239,0.108626950104182,-0.398828628447734,-0.39585555404503,-0.286389078693769,-1.19936228857747,-0.434505102948054,1.4219093093603,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,-0.493403336695636,0.0118239022729113,-0.907153893462408,0.826674360025175,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.933860647421754,-0.273040467499101,-1.06474930798794,-0.798769044816022,-0.904025656616991
"ETEC_Oxs_2 (GE) - TPM",-0.362567391576403,-0.294863872669917,0.418258377365891,-0.245738085089786,-0.103485870053288,0.261797509743269,0.585558009801138,-0.41492872198945,-0.6595792429239,0.0909981471036413,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.491466955352754,-0.434505102948054,-0.938490294958489,0.0362464981790722,-0.288380057940341,-0.238605267244835,-0.228475554255774,-0.818872967064704,0.0750823053619867,-0.00646196456095248,-0.867014352945503,-0.379051849165592,0.0607071246723513,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.933860647421754,-0.66170752162747,-0.537790209527962,0.065192422953323,1.12111833795333
"ETEC_Oxs_3 (GE) - TPM",0.914969135108061,-0.294863872669917,0.592027541702259,-0.245738085089786,-0.151096703833892,-0.443343843511514,0.16528048077217,-0.41492872198945,1.71740126492396,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.554651281100075,-0.434505102948054,-0.590149385484802,-0.455026097683619,-0.288380057940341,-0.238605267244835,0.370136834415884,1.31857941131272,-0.493403336695636,-0.0636275006021043,-1.13022603176849,-0.379051849165592,0.232312608524144,-0.0126715074606482,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.390953321495481,0.370742840697585,0.375024265338495,0.774925374865653,-0.535148348554969
"ETEC_Sp_1 (GE) - TPM",2.30959955265151,-0.294863872669917,0.990002629164118,-0.245738085089786,-0.636901182537515,0.130600171451765,0.558014551428254,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.583192101727756,0.317172806725107,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,0.991069951431053,-0.646924857789406,0.420415921659691,-0.379051849165592,-0.739973387524417,0.80552060651558,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.0157635194244531,-0.66170752162747,-1.06474930798794,-0.798769044816022,-0.904025656616991
"ETEC_Sp_2 (GE) - TPM",0.690078580435034,-0.294863872669917,0.925370075539353,-0.245738085089786,-0.636901182537515,-0.750727264032006,-0.740479367756111,-0.41492872198945,-0.6595792429239,-0.526451069789154,1.47879590835195,-0.39585555404503,-0.286389078693769,1.79996095978771,1.39496107187867,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,-0.493403336695636,-0.646924857789406,-0.0397578493974831,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.221757516825095,-0.66170752162747,-1.06474930798794,-0.798769044816022,-0.904025656616991
"ETEC_Sp_3 (GE) - TPM",0.432294623076687,-0.294863872669917,-1.45239787818974,-0.245738085089786,-0.636901182537515,-0.750727264032006,-0.740479367756111,-0.41492872198945,-0.6595792429239,-0.526451069789154,1.16368121526588,-0.39585555404503,-0.286389078693769,-0.575372773075848,1.08792861615883,-0.938490294958489,2.14323046586385,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,-0.493403336695636,-0.646924857789406,0.199174846807589,-0.379051849165592,-0.0341963869909471,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.989489545213045,-0.66170752162747,-1.06474930798794,-0.798769044816022,-0.904025656616991
"ETEC_Tm_1 (GE) - TPM",0.451815542427306,-0.294863872669917,-0.447930566718933,-0.245738085089786,0.317840847351407,-0.24731508291562,1.03959272715079,0.170374496960218,0.118992966021986,-0.526451069789154,-0.0463014765132047,-0.39585555404503,0.486722858918341,0.490021603434631,-0.434505102948054,-0.253902727973372,0.863942212749956,-0.288380057940341,-0.238605267244835,-0.470960476676396,-0.118757415674,-0.493403336695636,0.499418017321292,0.316488889641471,-0.204203240814872,0.215433928110091,-0.307336335985325,-0.194396503317042,-0.266623994371804,0.0107319996859647,-0.166666666666667,-0.933860647421754,0.014643972269478,0.821623233946765,-0.154445955278785,-0.783201098163236
"ETEC_Tm_2 (GE) - TPM",0.0654781016469952,-0.294863872669917,-0.923317584054846,-0.245738085089786,0.368876084045298,0.522045095853682,-0.271673137733462,-0.41492872198945,-0.0444364584443255,0.346719007300044,-0.12030014833963,1.18393962210204,-0.286389078693769,-0.420748339547202,-0.434505102948054,0.14328246335602,0.00813159333658286,-0.288380057940341,-0.238605267244835,0.403340754587706,0.287436827250974,-0.493403336695636,-0.345019848602979,0.311332129734372,-0.379051849165592,1.02136331322617,0.00273833445832029,-0.194396503317042,0.528255464563002,-0.285535239460989,-0.166666666666667,-0.0767335578559214,0.228924365667972,0.17725544289091,1.23752608745657,-0.522176140088402
"ETEC_Tm_3 (GE) - TPM",-0.438470004286361,-0.294863872669917,-0.0331775884166673,-0.245738085089786,1.16171618061556,0.529568264103653,-0.600752768005315,-0.41492872198945,0.990497563482507,0.124164675170973,-0.149784343567967,1.72298859338562,-0.286389078693769,0.491390187283094,-0.434505102948054,0.834818818581258,-0.0408969000861897,0.6807721381306,-0.238605267244835,-0.28274011842165,1.81899139320251,-0.253794507623123,0.162913874517301,0.590524114904921,-0.132006783572492,0.0474700347541032,-0.045278792209214,0.868296457621825,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.16746647811689,-0.50243707184559,-0.176325445412295,0.111600453175737,-0.904025656616991
"ETEC_Vic_1 (GE) - TPM",0.451352743333725,4.10635435918456,1.55992943176382,-0.245738085089786,2.22630348046855,2.87254786403802,-0.740479367756111,-0.41492872198945,-0.6595792429239,3.61638902979715,-0.398828628447734,-0.39585555404503,4.930255499747,0.0672237854537351,-0.434505102948054,-0.938490294958489,-0.455026097683619,-0.288380057940341,2.77208519260717,-0.574048782592589,-0.818872967064704,-0.493403336695636,-0.646924857789406,-0.444433261611503,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,-0.933860647421754,-0.66170752162747,1.76380044083201,-0.798769044816022,0.183007578453776
"ETEC_Vic_2 (GE) - TPM",-0.845938286486289,-0.294863872669917,0.203535034708684,-0.245738085089786,-0.636901182537515,-0.750727264032006,-0.740479367756111,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,-1.19936228857747,-0.434505102948054,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,-0.493403336695636,-0.646924857789406,0.223147670549652,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.675738093100576,-0.66170752162747,-1.06474930798794,-0.798769044816022,-0.904025656616991
"ETEC_Vic_3 (GE) - TPM",-0.845938286486289,-0.294863872669917,-1.45239787818974,-0.245738085089786,-0.636901182537515,-0.750727264032006,0.680070755442994,-0.41492872198945,-0.6595792429239,-0.526451069789154,-0.398828628447734,-0.39585555404503,-0.286389078693769,-0.18822859489249,-0.434505102948054,-0.938490294958489,-0.455026097683619,-0.288380057940341,-0.238605267244835,-0.574048782592589,-0.818872967064704,1.94261351509714,-0.646924857789406,-0.221931334314899,-0.379051849165592,-0.739973387524417,-0.450865274716046,-0.194396503317042,-0.266623994371804,-0.285535239460989,-0.166666666666667,0.624470170933125,-0.66170752162747,-1.06474930798794,1.0523108573628,-0.904025656616991
