"","BB_S33","BB_R36","BB_M30","BB_M35","BB_O30","BB_O38","BB_L30","BB_L36","BB_N42","BB_U05","BB_Q24","BB_0007","BB_0013","BB_0033","BB_0084","BB_0087","BB_0109","BB_0188","BB_0189","BB_0212","BB_0327","BB_0338","BB_0351","BB_0408","BB_0435","BB_0490","BB_0491","BB_0493","BB_0494","BB_0495","BB_0525","BB_0565","BB_0566","BB_0572","BB_0593","BB_0597","BB_0651","BB_0677","BB_0785","BB_D13","BB_E09","BB_K07","BB_K15","BB_K21","BB_K22","BB_K23","BB_K40","BB_J23","BB_J25","BB_A05","BB_A24","BB_A34","BB_A65"
"BBURG_As_1 (GE) - TPM",-0.368386058347071,-0.197327372089979,-0.451920918871577,-0.437633677579577,-0.201296350299584,-1.12978422360363,-0.234436187574281,0.0960572621754612,-0.330556388843048,-0.284179140718676,-0.757493101611469,-0.406948936217136,-0.0822797053689457,-0.407450214496577,-0.53630935364509,0.459589163922713,0.0411595212916325,0.318058605372029,0.45278157685312,-0.330856198242069,0.438910810240809,-0.0679959811524503,0.132636684881157,-0.101242730505178,0.0769434078285043,-0.516606069407298,-1.03603788468012,-0.280544951068855,-0.343390616852355,-0.456207604689977,1.16675009102584,0.199803589008131,-0.4204014539535,0.0166225141712797,-0.572946834318541,-0.731809370354328,-0.239655071375158,0.00726377191185634,-0.463055194852971,-0.372271596380117,-0.949470100894721,-0.573684070373054,0.256185074095437,-0.405052785472571,-0.413900853781865,-0.465522806114359,-0.531502091695851,-0.684147232574616,-0.246551977980813,-0.502215789118642,-0.652531950984437,-0.624654355639498,-0.612574942259404
"BBURG_As_2 (GE) - TPM",-0.520409381993337,-0.577820478153348,-0.257046261267214,-0.960753705151902,-0.537977041718531,0.466584793655912,-0.298080255123589,-0.466542401690718,-0.727626601563017,-0.219330180927664,-1.19097441674812,-0.221050650923731,0.130656779838601,-0.179707678281626,0.0794163519825479,0.758162034809262,0.552226170394531,-0.124375197147643,-0.0746197633877379,-0.114355626420136,0.644719143892165,0.621404298934543,-0.00743771282523228,-0.173738471032085,-0.39955041928072,-0.30253612733133,-0.793116292747951,-0.579629645577982,-1.19291039901002,-0.616594717525875,0.868032078703606,0.545851929839136,-0.0558142863558493,0.0309505543472904,-0.155522853746796,-0.496581500987835,0.0625461722541454,0.188318372877841,0.661023745388651,-0.0179119585799473,-0.880433768057519,-0.529818226708271,-0.0888020051231273,-0.338997174938645,-0.180869348566664,-0.388223872072358,-0.766953750512385,-0.679920314953407,0.190935898549739,-0.290703233998223,-0.709064263358881,-0.658930432066683,-0.471980987010239
"BBURG_As_3 (GE) - TPM",-0.475028608572516,-0.807143259942148,-0.292799624246181,-0.382042169824355,-0.245095109364734,0.211168759525782,-0.10825164428919,0.119479248580229,-0.0499115615696912,-0.0327891572737076,-0.222428968605105,-0.468336164944921,0.0282939191958752,-0.206747238790446,0.0854572020855369,0.793793532762277,0.336476354213787,-0.23734314891873,-0.679986357543407,0.0516474123709935,0.52843530473636,0.923970603616185,0.511704663413421,-0.532386292660637,-0.283032797661069,-0.45490356557947,-0.637953800988065,-1.25597317766934,-0.93321595505772,-1.32322272115361,0.162417987513829,-0.229334534740325,0.111381411819787,0.230020405664221,-0.288538125907005,-0.155075816208872,-0.468435981128538,0.358731551194731,0.193041270967226,-0.28457629105346,-0.616700569383087,-0.388755992881433,0.783157677390261,0.173378684374146,-0.0793476200071441,-0.4298629298291,-0.724268398123859,-0.369064707939469,-0.529045418305326,-0.438771582972845,-0.546506059340889,-0.497588728646397,-0.502379313772492
"BBURG_Ctrl_1 (GE) - TPM",-0.795285553837172,-0.983685331927377,-1.06288554824968,-0.440799407670331,-0.976666475116455,-0.829123567255577,-0.835180297701612,-0.0558796107307882,-0.727626601563017,-1.01237911272197,-0.89780624168676,0.0580573192419961,-0.409804316378261,-0.580860979523088,1.59573365906275,1.44810616469269,1.38528734908083,-0.195350843178586,-0.144601211830223,-0.503113162362596,1.61297396202841,1.10282756917899,1.00603226721807,1.10080032209193,1.55575113575329,-0.0713996548567092,-0.318810175794446,0.173176763104698,0.10697339829184,-0.153053158855394,-1.56801386305293,1.37957339959538,2.12482305941801,1.38552255120289,1.7937438376403,-1.07729530685375,0.0617314994009636,1.35086215183361,0.954371483252131,-0.63052496298305,-0.6828849405192,-0.569186082117719,0.0295765537672397,-0.190839205478166,-0.463889939416551,-0.674557653460718,-1.35759196644849,-1.05739800580689,-1.02713580683816,-0.845279434535246,-0.839627113481543,-1.09589233059822,-0.717085203400861
"BBURG_Ctrl_2 (GE) - TPM",-1.26420990810643,-0.792088273672711,-1.39954344667041,0.0523672855909106,-1.31456821544523,-0.744762287496274,-1.71340436574587,0.433695283026177,-0.409207680607965,-1.02086627800621,-0.565262472549901,0.288114182618374,-0.90231002575676,-1.04127375733372,0.115627341252248,1.407398209615,1.17855924242598,2.19861426609573,1.52038884391642,-0.815509945212571,1.31951093331558,0.988054846283266,0.369267001839049,1.26235376361251,2.20627187094784,0.815487406733522,1.22018604375721,1.61639018509187,0.927323673334647,1.38770855087742,-1.6146862581182,2.27070282527409,2.58727519165209,0.563916515584283,1.55505553305352,-1.71261858909454,1.61895413533506,1.4693185233959,1.09721327032585,-1.23718690587234,-0.704424814689585,-0.540490211846881,0.174334250354594,-0.610944435276071,-0.934256529457326,-0.885009584652909,0.0764642986563945,-1.05878921445346,-1.46250938539924,-0.447816729050168,-0.443094381991109,-0.729185009917793,-0.613857646989282
"BBURG_Ctrl_3 (GE) - TPM",-0.641265692164936,-0.678115679676642,-0.780998218035477,-0.746686409313273,-0.624814735156027,0.683236096665852,-0.179034349324319,-0.255959702065568,-0.0661287978361222,-0.674943130442301,-0.671021550266273,0.112004829484623,-0.261171762880437,-0.394474419341422,0.817992386930814,1.1951172306279,1.08739650140021,2.15674877134289,1.91184498073721,-0.25846861635836,0.991659562774818,0.362520706957186,0.560046529296126,0.732694667617139,1.09008564389031,0.824597894588101,0.653007422245142,1.07779908917315,0.673108793749283,0.977823492402696,-0.59779786160588,1.91664716911905,0.791933121545471,0.579617800844964,1.18164454017801,-1.19372090184824,1.69373572665396,0.981601768929302,0.485847877517358,-0.712716307334653,-0.910339360818327,-0.499468019276068,0.494656825344984,-0.933651754618862,-0.711682520410594,-0.790281529598716,-0.159758651641269,-0.540108384847464,-1.09222739964339,-0.861048624420071,-0.590461287214877,-0.601893611003587,-0.703385171883535
"BBURG_Li_1 (GE) - TPM",-1.44137662481159,-0.245569664797051,-1.79552611868807,-0.300464190355821,-1.93727994230327,-0.631970223330196,-1.67457358491719,-0.226464794666976,-0.573239232247586,-1.26697430113607,-0.786467378371816,-0.676916506104274,-1.09466334507332,-1.08348439977085,-0.240749981699762,-0.676989736408945,-0.229466553109426,1.26731210979275,1.10023091873507,-0.760057583274246,0.344304023285963,-1.03993977717288,-0.781777276149896,-0.660926513730842,1.52733588779312,2.36925922005484,2.07561614861805,1.52413418247345,2.20304661149398,1.76676910188055,-1.8987728700275,-0.329550079932591,-0.618946712924873,-0.371591714460169,-1.61219834396443,-0.892014800236025,1.59562631147339,-0.610937948237879,1.0175861184305,-0.980871281727413,-1.25959184759776,-0.653252558384386,-1.41662049976288,-1.32206916820138,-1.24958722278579,-1.10324729300621,-0.0249507618002703,-0.828668220133477,-0.878243842132735,-0.777288202471067,-0.786371075674008,-0.950491403325648,-0.511923995023241
"BBURG_Li_2 (GE) - TPM",-1.0075454137753,-1.25451361566124,-1.20718491311968,-0.378199328727091,-1.36083094773392,-1.12978422360363,-1.1887199827805,-0.377855028666819,-0.57267436190545,-1.5051837011279,-0.176006809625953,-1.64132275503868,-0.425344243461124,-0.297139357688505,0.0459256676037628,-1.05891579412013,-0.575989830394524,-0.276687417527607,-0.469659954306402,0.0974660596579111,0.4102355567893,-1.07825513730177,0.108207647199172,-0.930060908941952,0.398765148980939,1.3621787071114,1.11717562491815,0.00181639704542912,0.904930864931027,-0.0378909991952109,-0.247539001784777,-1.33288518255642,-0.699244418095352,0.0901414378906697,-0.634856266577742,0.454124057313292,0.18421244244319,-0.871967693781444,0.937463260688388,-0.40126036328633,0.00993980858090417,-0.676358033790771,-1.45540538030468,-0.929602468204374,-0.81082782693451,-0.9973238017698,-0.987236536784137,-0.536726148771719,-1.41864612418794,-0.551798851149486,-0.480321430602853,-0.838574378205919,-0.442133002637913
"BBURG_Li_3 (GE) - TPM",-0.920230809478681,1.01345043375012,-0.955830997512092,-0.589160283158495,-0.864071918403057,0.0451824015806716,-1.07658395399959,-1.04688695525331,-0.727626601563017,-1.21530556987757,-0.372626997192792,-1.03857077744748,-0.137163325688144,-0.460557110290011,-1.00650304829133,-0.715930754739422,-0.60492773802717,-0.39310341916351,-0.29624238335461,-0.00349488188027887,-0.425807017810068,-1.16464527685551,-0.360526937625372,-0.670219826679359,0.578400450550159,1.82626230770759,1.50529923382693,0.948891463460596,1.66075288253328,0.491676944316508,-0.755285751726618,-1.15741628525436,-0.920306757713481,0.0093107187083369,-0.917429113523175,0.000245478513244746,1.33411658902919,-0.505573944208195,1.56183329246466,-0.718998384752145,-0.792926064147188,-0.654388494245235,-1.44625141089634,-0.502752050048476,-0.805205392300499,-0.678433241884737,-0.273161982776879,-0.757093292839575,-0.540062334600819,-0.518530357584899,-0.561055957918535,0.101939648672622,-0.444990848311025
"BBURG_Mig_1 (GE) - TPM",-0.11789506359905,0.755463131039022,-0.206902476495808,-0.870041952736641,0.158251967984522,-1.12978422360363,-0.110212792862113,-0.756563882837016,-0.290561709510626,0.251651521823328,0.145027335242249,-1.0039339387423,-0.62327695175745,-0.379006942508266,-0.251731371543518,-0.599641030852042,-0.198068629294854,-0.0615775541952036,-0.0319912026118271,-0.632395205859728,-0.383007541815726,-1.32692553440372,-0.0331937344595503,0.221804796577973,-0.582009651818689,-1.91928599423041,1.03868642688738,-0.602416936348918,0.0139871230548923,-0.350180377742645,0.109080397172426,-0.455176638803345,-0.332690967097611,-0.164967728790113,-0.122003121514173,-0.913703355520708,0.566987125219384,-0.0711464958414067,-0.761557082712224,0.0521166067876257,-0.646181557580969,-0.334230952381533,-0.164647419799166,-0.0324099439887151,-0.479495572125096,-0.376496865839411,0.116694229227102,-0.770376646274988,-0.770054549119938,-0.169155760021854,-0.730411259291912,-0.509838784286995,-0.489498525037954
