"","BB_S33","BB_R36","BB_M30","BB_M35","BB_O30","BB_O38","BB_L30","BB_L36","BB_N42","BB_U05","BB_Q24","BB_0007","BB_0013","BB_0033","BB_0084","BB_0087","BB_0109","BB_0188","BB_0189","BB_0212","BB_0327","BB_0338","BB_0351","BB_0408","BB_0435","BB_0490","BB_0491","BB_0493","BB_0494","BB_0495","BB_0525","BB_0565","BB_0566","BB_0572","BB_0593","BB_0597","BB_0651","BB_0677","BB_0785","BB_D13","BB_E09","BB_K07","BB_K15","BB_K21","BB_K22","BB_K23","BB_K40","BB_J23","BB_J25","BB_A05","BB_A24","BB_A34","BB_A65"
"BBURG_Mig_2 (GE) - TPM",-0.0612614372483939,-0.831439575504382,0.0742676906742534,0.137301310748842,0.55293963153603,-1.12978422360363,0.447275168225139,-0.272836558037229,-0.242089560366287,-0.412740485700987,-0.0460437384402795,-0.815844589311633,-0.378963605852871,-0.214568106086252,-0.240543891135484,-1.17404421542517,-0.221366238147274,0.0999171431089116,0.199220105518239,-0.419152545096899,-0.92271916880941,-0.509775374819749,-0.406784780839374,0.0750844716763766,-0.557222437054091,-0.744685372763216,-1.26745469338616,-0.391166909490204,-0.377565316814668,-0.325343286016743,0.249172444839198,-0.6813189459678,-0.463065881750146,-0.90492273824433,-0.535168906342884,-0.956732312754275,0.841734656560165,-0.558207622653994,-0.865144716602649,-0.371618102823564,-0.213974790424297,-0.47172651143084,-0.286917367737852,-0.881347836238056,-0.442282309541011,-0.437765462073868,-0.225947252145247,-0.649406199391452,-0.535163125025664,-0.283384236253889,-0.191157679351498,-0.450335806991301,-0.428496903203085
"BBURG_Mig_3 (GE) - TPM",0.00159941205650451,-1.14244919678454,0.400819639173136,-0.700975188687372,1.36671394138367,0.860753030234293,0.58035792476453,0.388333593517193,-0.110300030203686,0.249237353350454,-0.988793901610819,-0.446318130459171,0.284423265333444,0.184255932541747,0.332235119783469,0.0951043895474198,-0.013518454031231,-0.963436307000838,-1.82818952604948,-0.258742390336515,-0.367193562678325,0.200534596145787,0.197385218857262,0.0581077435291337,-0.393156458988627,-0.863069471401258,-0.744933431055293,-0.719643401624868,-0.789522628679461,-0.559500820742893,1.43068147183558,-0.526216915363079,-0.590298308437095,0.0677885339370919,0.0450819765306438,0.0777517662235186,-1.09714697531977,-0.0732102543925123,0.0347298790116386,0.144518348762568,0.254790283548683,-0.102979362936877,-0.104921526321542,0.577173500379533,-0.258799443214712,-0.149845975077251,-0.664938452633559,-0.0590949009478587,-0.606939515935919,-0.610143041460974,-0.399513374358515,-0.462525144013791,-0.347452896552563
"BBURG_Nd_1 (GE) - TPM",-0.758085843048866,-0.121875486512008,-0.869168823323338,-0.182141088601274,-0.29935909318142,-1.12978422360363,-0.93008288065326,-0.586384951887916,-0.554311700443226,-0.447094726210323,-1.03960819713051,-1.14726617728049,-1.36810331137789,-0.910605899200213,2.32191908835948,1.62518426821445,1.96988702295118,0.487481055479176,0.415017221671176,-1.37738113332248,1.97749518948951,1.68760853850781,2.66187623680005,2.10192277363887,1.21431039994226,1.42822618487041,1.02759340333709,1.63459591276734,0.93151019459484,1.33659734756742,-1.11430756980369,1.0569105238748,1.35573265277333,3.2513308028065,0.885122222153118,-0.0917217958906179,-0.454383402609594,1.37119779939842,1.07318277953165,-0.981586513799017,1.42416667467336,-0.286536031404576,-1.78422125568999,-1.16781516267631,-0.829800057740351,-0.914203890086359,0.211812902958752,0.106604698148178,-0.287834124288294,-0.632057324755172,-0.823969822696568,-0.525760535847139,-0.790026986953702
"BBURG_Nd_2 (GE) - TPM",-0.924851890373896,-0.352386580674053,-1.02825699767531,-0.376765950394355,-0.485118515011383,-0.239563379015448,-1.06281573838901,-0.496713917554277,-0.313499475107973,-0.615221293264419,-0.28676974139611,-1.22154902949563,-1.49430505604345,-1.01733155772901,1.15341415860999,0.599634822910125,1.57400746087314,2.80952552292606,2.47277372748512,-1.67918151700459,0.808176523502887,0.828154291724538,1.50015159045712,2.02612615250254,1.35615737426745,1.45304672834894,1.88978763641794,2.39752417846912,2.12716528943342,2.19782996143139,-1.67665800286863,0.586738006318458,1.19173215181335,1.14548493466723,0.274713413327657,-0.703387820589944,0.641855370651692,1.46929823314155,0.71493934557493,-1.42918954166667,0.446328216395293,-0.337410460380993,-1.72697596237999,-1.52023107772615,-0.942176353170717,-1.04905018418518,1.45274219271452,0.0569206619375619,2.30674558763391,-0.422547201784618,-0.666052419134549,-0.939625882515807,-0.781084600902327
"BBURG_Nd_3 (GE) - TPM",-1.07648838378513,-0.846133682223593,-1.08479813124736,-0.729460769869726,-1.06798189881709,-0.827541594387683,-1.29554337471767,-1.04688695525331,-0.727626601563017,-0.546387169749053,-0.945382145874687,-0.998083620389163,-1.44729950816428,-1.39572206235653,1.32050807502247,0.98318951383579,1.56925940957961,0.624051339078153,1.47413316172312,-1.64663562191641,1.44862710822237,1.44851251660618,1.44910115804117,2.09417425847546,1.3204243706968,1.38223991706545,0.909059644920806,1.97621797847558,2.05508549638252,2.2580990302527,-1.54901225568839,1.03639241411302,0.990903863785093,2.21838721378478,0.700963153303186,-0.587067990631402,-0.30273805632385,0.715133030139554,-0.551917586635276,-1.15578453377578,0.500713458446369,-0.308726574897911,-1.39357177023711,-1.29023545021766,-0.829019471736174,-1.03993860558612,1.04582585361031,-0.354261933414898,0.597999064308847,-0.518287511986444,-0.809728913086398,-0.182956787151485,-0.581651722082179
"BBURG_Ns_1 (GE) - TPM",-0.759508512482587,-0.415512437046232,-0.671685832604116,-0.122199347970266,-0.516882718277913,-1.12978422360363,-0.598313522392213,-0.717953043394057,-0.149903397992206,-0.739702603285424,-0.974734389843796,0.155573288444927,-0.445999442116731,-0.297769791604499,0.990099481463107,1.57767882890629,1.35381958240612,0.117267882056487,1.57215672801515,-0.429262230575968,1.20722809859333,0.573500467316376,0.533896444472857,0.941510434649679,1.16245559520646,0.370456454799883,0.4803212317329,0.0449814957862133,0.471762685524104,0.129878580164065,-0.46055913667797,0.805092537821761,1.13500172127996,0.820176974367973,1.31959916963996,-1.56970639499124,0.832738990821046,0.906625433494256,-1.23724013262439,-0.539776938655051,-0.238472135472092,-0.591083778817821,0.075840936832052,-0.407155351124965,-0.605115502460891,-0.596358391968373,-0.610311704973157,-0.402801589484546,-0.375033753923986,-0.778176675030307,-0.842513501714715,-0.937714168726098,-0.577944508982237
"BBURG_Ns_2 (GE) - TPM",-0.112037803632905,-0.521150932664742,0.332308499056369,-0.295834447984006,0.371303197069639,0.936889788826405,0.478180152018685,-0.737252294857224,-0.727626601563017,-0.492183942576657,0.335671320936853,-0.491033816408373,0.291604349532555,0.106169602306216,1.47840043821932,0.976481310378209,0.741732979754616,-0.76224815927425,-0.461260680671606,0.0918244126970873,0.737308625931355,1.13398669410911,0.838482290391266,0.601351105152254,0.203830392423546,-0.985000013917954,-0.521408989447498,-0.581502594706321,-0.374946234294532,-0.620165162154758,0.542997068554448,0.6416873606214,0.746908438444288,0.693757344862496,1.47124184393749,-1.24746119846678,-0.211483122098227,0.748192668986964,0.937770224842634,-0.214541587154484,0.42851243653521,-0.492033252362875,-0.266505152251882,-0.323456716124628,-0.439737465219091,-0.673117741677261,-0.978382199792416,-0.728082349362014,-0.697580007996166,-0.423701225091474,-0.720098336001628,-0.631200809376955,-0.42097946485983
"BBURG_Ns_3 (GE) - TPM",-0.23896521325413,-0.964423404835317,0.257462308750998,-0.347717191298715,0.38327269779378,-0.968762058473417,0.607038376736081,0.1472893559722,-0.427999169046982,-0.4314688709828,0.379120414833509,-0.305904363881312,0.316042552655847,0.467363130688708,1.45740460886914,1.04518770796182,0.812612933850343,0.171623930220816,0.239608407128746,-0.0764290907153012,0.730848753801935,1.62903420999655,0.920104011865602,0.387379454550662,0.076541560084334,-0.709798119112954,-0.821286285093748,-0.784985013339454,-0.65660561931765,-1.15416605915845,1.11892206468637,0.713909145380285,-0.105918628838603,0.627203813879007,0.830047343184627,-0.559030102337073,-0.447236159938168,0.67527910786006,0.0901425722839475,-0.262711289328408,0.857190569514272,-0.323887150393359,0.0719720998098944,-0.26128591409013,-0.731981432987098,-0.53324459259003,-1.06514054062486,-0.627830647236536,-0.922552743507878,-0.744572094804716,-0.582446627634711,-0.799064344505996,-0.504769689702378
"BBURG_Oss_1 (GE) - TPM",1.02890689520013,2.02059795504997,1.64262086534146,1.16234524923138,1.84591727396595,1.73851544247162,1.54363344400853,1.10028175082378,0.825949455401136,1.53174950121624,1.04123051111931,0.857276301062154,1.79845912082675,2.09825681456689,-1.05704175226929,-1.20175735735453,-0.824401485395375,-0.822981147045691,-1.41059264200171,1.27156261570936,-1.24974616725637,-1.19778222185554,-0.828699402842863,-0.885642593376825,-0.907071109475734,-0.764588938204062,-0.462750182717626,-0.446592765064037,-0.186085096123246,-0.163979620824257,0.989272968971356,-0.0389056471715754,0.229770299548809,-1.06913637954951,-0.789811051426147,1.7536954602669,-1.21862074741583,-0.174419885955652,-1.85117886129763,1.03467788645298,0.99152360515882,2.87177097279807,0.661295692254527,1.1399610477743,1.72270241233363,1.2019579348364,1.63021179228702,2.89010268870579,1.24533308603892,2.33546270013931,2.21336949976981,2.05827192516337,3.02056620633232
"BBURG_Oss_2 (GE) - TPM",1.2227688424193,1.71415982617963,2.3330101989702,1.49702614034024,2.32551212898636,1.34197562987552,1.61768029246277,1.31239642902153,1.06103309069197,1.57317063365437,0.817495126338073,1.14734181652958,1.49581001012796,2.09268868717682,-0.961983144452985,-0.619849534059471,-0.959003595552248,-1.15402463213003,-0.796338206238625,1.22455610927016,-1.04466047611402,-1.2238677638424,-0.26314949922145,-0.90673483419658,-1.30282392847657,-1.85777236093795,-0.71519150056014,-0.704493401711252,-0.0921669239597407,-1.31825651814885,1.15327857075246,-0.50725248611988,0.155813464658099,-0.974155414121436,-0.84326054681578,2.2373428001712,-1.26424677643109,0.0987750635860342,-1.03237358851397,1.77333802761893,1.54621567480624,2.50654697369469,0.996763947525067,1.21762561820394,2.51527021281993,1.49362283877854,2.2129852288731,2.21020147049261,0.956703946785253,2.47902586198987,2.74077212234605,2.11576461088533,2.44927746387328
"BBURG_Oss_3 (GE) - TPM",0.961650272531897,-0.273759248283363,1.6406498371309,0.924866405421189,1.54103553181261,0.926813005663917,1.02597220965438,0.797331374186244,1.37340707006194,1.05828795714385,-0.0113587084369153,1.81380921265703,0.569251064828528,1.17288042446896,-1.62004850022987,-0.90677480815907,-0.435837873485539,0.238616486306023,-0.837125828743163,0.465986766294446,-0.95975730615775,-1.07704590168071,-0.948423882803581,-0.622002851869127,-0.688256570069948,0.0962965916255995,-0.377338666411805,0.375348106032448,0.631187366727734,0.957668087763862,-0.0129202913081437,0.488583003755386,0.204896201934,-1.49269762395273,-0.832007414875752,1.33134550215431,0.566877813677492,0.335972784075511,-1.76827857675788,0.975357603156036,-0.0580145457257686,2.27158114182993,0.944702303829026,0.437989256409558,1.11299275279902,1.2162220667129,0.458586822127294,0.792636465442736,1.92166919748532,1.38009802108846,1.5414167972054,1.16331735153744,1.69490125353928
"BBURG_Oxs_1 (GE) - TPM",-0.468940595581731,0.0713839246676124,-0.484297171831594,-0.381230695609155,-0.639334085827874,-0.692177979969522,-0.608342909777581,0.18242575765811,-0.332819038519984,-0.854612397485137,-0.415154289258648,0.754976114059958,0.105546877082084,0.475439648321066,0.625711405094676,0.903128778368915,0.475523097435209,0.221879265420889,0.122977068163596,0.134844792137649,0.73353900918381,-0.157399781050151,0.59069821330642,0.631956582497323,-0.29960471835982,-0.318753037061835,-0.531674314646225,0.0967620388752388,-0.399529681578269,-0.298734088200246,-0.840857911864724,1.06187658531382,0.869663850256029,0.110140683979771,1.58234262062501,-0.281467992069935,-0.490046493410434,0.0849529122600993,1.8096152068336,0.345096842069123,-0.0958606437980158,-0.502877794843019,0.294813578718302,-0.500170916376305,-0.506852398121285,-0.417717887963878,-0.85151019678778,-0.76005694459991,-1.30905664504646,-0.446726683620783,-0.356989327522519,-0.749694518719007,-0.492159354891263
"BBURG_Oxs_2 (GE) - TPM",-0.64269804947263,-1.25451361566124,-0.690773257960315,-0.674925375441021,-0.568476967900432,-0.899161719312932,-0.840626035354465,0.25171056916455,-0.0600776457360895,-0.457764346936412,0.183264002824503,0.600601343702148,0.145460957525813,-0.0401814233557897,0.125054174418598,0.114481753107548,0.376769500252347,1.08156528935552,1.08472617007363,0.548882004889392,0.18554451590115,0.953383479134403,0.716686719509899,0.527523828542832,0.100738035775671,0.154649162338394,0.19803110854377,0.439151619190741,-0.0828032555451794,0.620185990654714,0.0569859525216676,0.931868377654987,-0.106814889862666,0.0271984348839255,0.937218037928798,0.0634276892139213,0.684426006863013,0.537772906024586,0.166439614970517,0.21065771426485,-0.0600002663051469,-0.316850820510185,1.11995804819073,-0.611556715334285,-0.253580202530234,-0.44978127256915,-0.504324762518064,-0.603534741094464,0.229718785045832,-0.730491525113336,-0.40370295552697,-0.675064733212164,-0.345787646927749
"BBURG_Oxs_3 (GE) - TPM",-0.442380097008957,-0.407976399643351,-0.0255199414011856,-0.0763307997404606,-0.515083411740227,-0.248735521748966,-0.581749491316912,-0.490282372633477,-0.363306350151302,-0.606892069844962,1.48175909973568,0.678747652400212,0.162700431132748,0.107445727625653,-0.0167554594281165,0.778399028363392,0.49280622727228,-0.0990469045853163,-0.334953093645029,0.934008275799676,0.51360222915793,0.0704972878226994,0.769980263940387,0.553518133219166,0.143246265097803,0.0828745183194601,1.46959287807748,0.2814291095218,-0.354385661486991,0.440219714009609,-1.08865413750653,0.499720054845023,0.475547801283208,-0.231408662664036,0.435612453580353,-0.255158305099444,1.18471975261326,0.602431239715615,0.95402531912717,0.387962633768001,-0.128390767475879,-0.410332914954055,0.805886044223435,-0.38054421286226,-0.759903996244212,-0.462511575453107,-0.820498400410929,-0.293195360315918,0.0325388584187196,-0.563800062175571,-0.535499014897001,-0.560722765015578,-0.451870972240275
"BBURG_Sp_1 (GE) - TPM",1.94836927964839,1.49710020749365,1.68430861259593,1.43574979114924,1.27881599780625,1.92492633651741,2.41027171621216,2.17822076756767,2.82497080581419,2.58430098092941,3.15279827803604,2.03670612169283,2.8468420762414,2.52581947268798,-1.67621458774581,-1.11031435645912,-1.79673435839049,-1.12622126776589,-0.642703705959169,2.99757006116225,-0.851328750072657,-1.44907220419571,-1.83203426389301,-1.69965948298494,-1.83850613756518,-1.20122189449741,-1.59623443307696,-1.63109188958683,-1.51438132042739,-0.970864367841178,1.23065528815696,-1.05230197231387,-1.77283111415038,-1.19703754164377,-1.37427607807158,0.816358773300519,-1.53096309476165,-2.21628809492267,-0.99864507335241,2.93846951549844,1.81717637902516,1.69345849275897,1.75221338158534,1.35971373143429,1.02752680198465,2.52005329930356,2.28228633663493,2.35924299967913,1.0677792177597,2.44140537847966,1.74095577146674,1.48237913006129,1.94034370514005
"BBURG_Sp_2 (GE) - TPM",1.57434152835339,0.945656886494438,0.667424516337855,4.21759741506468,0.106724456532969,-1.12978422360363,0.474904329231329,3.81713978551593,3.81738328662332,1.96036863921019,0.793739420593158,2.18513811888957,1.37955807153888,1.47561158261242,-1.80605510766849,-0.347276696179737,-1.53761528153383,-1.14705175445014,-0.710871591992174,1.73160342038228,-1.10579836498804,-1.66554074119328,-2.04920814307427,-1.37101127801981,-1.51855107576422,0.175179332231203,0.288717769484195,-0.900060275502886,-1.41499359043879,-1.32297379985594,0.836790476502378,-0.711857358556502,-1.79152295259957,-0.765077845943956,-2.05647161083621,0.858825251878544,-1.81721174539077,-2.65356397669261,-1.92320979088034,1.50260769027035,1.70754340252791,0.759269812744159,1.98863908912732,1.43573829739122,2.10431270888996,1.55216260890441,2.22586041954663,0.955223360165948,1.85130966831652,1.08525122042784,1.75928355312493,0.720720936150603,1.20205906209618
"BBURG_Sp_3 (GE) - TPM",1.43150823543242,1.78611764954684,0.581337607183387,1.07037225338869,0.248166635847284,1.37063351975584,1.00131383840713,-1.04688695525331,-0.417444150021327,1.75911656305688,2.46618636113999,2.17354413347041,2.12751525934855,1.73170067886964,-1.24308439840942,-0.259155400509614,-1.34296761660216,-1.42265728544335,-1.24969415337998,2.09441998055113,-0.425778013199232,-0.376534106615753,-1.66472842604249,-1.68229452777908,-1.78640519841016,-0.457786117963637,-0.941437405512184,-1.76416812462584,-1.44734577863011,-1.45402560234325,0.844650740171003,-1.36380541338797,-0.90466931181055,-1.00420684862513,-1.5479820442654,1.40863065322773,-2.04146458862565,-2.1368700071134,-0.39692846153395,2.19822602533487,2.86998507932691,1.77059211363423,2.00424247287644,1.66416188562443,1.67922685361718,1.95132182174294,0.482702369105429,1.15623913754459,1.17744112351719,1.83047261478977,1.37514085380139,2.37882601359182,1.43713514489102
