"","PA0007","PA0027","PA0029","PA0050","PA0051","PA0122","PA0123","PA0127","PA0144","PA0156","PA0179","PA0180","PA0188","PA0197","PA0208","PA0209","PA0210","PA0211","PA0212","PA0229","PA0256","PA0265","PA0290","PA0313","PA0314","PA0315","PA0326","PA0332","PA0338","PA0345","PA0396","PA0436","PA0466","PA0483","PA0505","PA0517","PA0518","PA0519","PA0540","PA0618","PA0620","PA0624","PA0625","PA0627","PA0628","PA0636","PA0637","PA0638","PA0639","PA0640","PA0641","PA0650","PA0668","PA0676","PA0683","PA0700","PA0704","PA0707","PA0769","PA0788a","PA0798","PA0802","PA0810","PA0814","PA0838","PA0851","PA0852","PA0983","PA0992","PA0994","PA1097","PA1105","PA1106","PA1112a","PA1118","PA1119","PA1121","PA1124","PA1128","PA1129","PA1130","PA1131","PA1134","PA1138","PA1163","PA1167","PA1177","PA1181","PA1201","PA1221","PA1239","PA1245","PA1246","PA1247","PA1250","PA1287","PA1309","PA1317","PA1318","PA1319","PA1320","PA1321","PA1349","PA1351","PA1354","PA1355","PA1358","PA1372","PA1430","PA1431","PA1492","PA1575","PA1616","PA1621","PA1631","PA1636","PA1643a","PA1684","PA1730","PA1731","PA1733","PA1749","PA1756","PA1774","PA1775","PA1776","PA1781","PA1782","PA1848","PA1852","PA1869","PA1871","PA1872","PA1874","PA1875","PA1876","PA1877","PA1878","PA1879","PA1880","PA1881","PA1884","PA1898","PA1899","PA1900","PA1901","PA1902","PA1903","PA1904","PA1905","PA1906","PA1907","PA1918","PA1922","PA1934","PA1944","PA1945","PA1951","PA1953","PA1974","PA1998","PA2004","PA2030","PA2031","PA2047","PA2066","PA2067","PA2068","PA2069","PA2070","PA2071","PA2118a","PA2126","PA2128","PA2134","PA2135","PA2143","PA2146","PA2156","PA2165","PA2166","PA2170","PA2173","PA2174","PA2179","PA2184","PA2190","PA2222","PA2274","PA2275","PA2300","PA2301","PA2302","PA2303","PA2304","PA2305","PA2309","PA2326","PA2327","PA2328","PA2329","PA2330","PA2331","PA2344","PA2345","PA2351","PA2363","PA2364","PA2365","PA2366","PA2367","PA2368","PA2369","PA2370","PA2371","PA2381","PA2383","PA2384","PA2385","PA2386","PA2387","PA2388","PA2389","PA2390","PA2391","PA2392","PA2393","PA2394","PA2396","PA2399","PA2400","PA2402","PA2403","PA2404","PA2405","PA2406","PA2407","PA2408","PA2409","PA2410","PA2411","PA2412","PA2413","PA2414","PA2415","PA2418","PA2423","PA2424","PA2425","PA2427","PA2430","PA2431","PA2435","PA2436","PA2437","PA2442","PA2443","PA2444","PA2445","PA2446","PA2447","PA2448","PA2475","PA2476","PA2477","PA2499","PA2503","PA2508","PA2509","PA2511","PA2512","PA2513","PA2514","PA2515","PA2516","PA2518","PA2535","PA2544","PA2563","PA2564","PA2565","PA2566","PA2570","PA2571","PA2572","PA2575","PA2580","PA2587","PA2588","PA2589","PA2591","PA2592","PA2593","PA2594","PA2621","PA2625","PA2656","PA2658","PA2670","PA2671","PA2677","PA2680","PA2681","PA2682","PA2699","PA2700","PA2701","PA2702","PA2710","PA2711","PA2718","PA2719","PA2722","PA2738","PA2746","PA2752","PA2755a","PA2756","PA2759","PA2763a","PA2764","PA2768","PA2769","PA2771","PA2772","PA2784","PA2786","PA2787","PA2788","PA2790","PA2796","PA2797","PA2808","PA2813","PA2814","PA2841","PA2868","PA2870","PA2872","PA2875","PA2879","PA2883","PA2911","PA2913","PA2914","PA2915","PA2917","PA2920","PA2927","PA2939","PA2941","PA2949","PA3010","PA3012","PA3020","PA3022","PA3025","PA3026","PA3032","PA3035","PA3037","PA3049","PA3051","PA3053","PA3064","PA3091","PA3103","PA3104","PA3137","PA3138","PA3142","PA3163","PA3180","PA3185","PA3190","PA3249","PA3254","PA3255","PA3256","PA3267","PA3284","PA3285","PA3286","PA3287","PA3289","PA3311","PA3312","PA3315","PA3316","PA3319","PA3325","PA3326","PA3339","PA3340","PA3346","PA3347","PA3353","PA3355","PA3361","PA3362","PA3363","PA3364","PA3365","PA3366","PA3373","PA3374","PA3376","PA3378","PA3380","PA3385","PA3386","PA3406","PA3407","PA3424","PA3426","PA3451","PA3462","PA3475","PA3476","PA3477","PA3478","PA3479","PA3517","PA3520","PA3530","PA3540","PA3546","PA3566","PA3567","PA3569","PA3570","PA3593","PA3595","PA3596","PA3623","PA3667","PA3668","PA3669","PA3681","PA3684","PA3702","PA3703","PA3707","PA3718","PA3720","PA3721","PA3724","PA3725","PA3733","PA3733a","PA3734","PA3735","PA3767","PA3768","PA3783","PA3784","PA3785","PA3786","PA3787","PA3791","PA3825","PA3833","PA3844","PA3848","PA3858","PA3869","PA3909","PA3927","PA3928","PA3929","PA3930","PA3934","PA3956","PA3986","PA4041","PA4048","PA4049","PA4074","PA4078","PA4079","PA4088","PA4110","PA4112","PA4116","PA4126","PA4127","PA4128","PA4129","PA4130","PA4131","PA4132","PA4133","PA4134","PA4135","PA4141","PA4142","PA4143","PA4144","PA4150","PA4171","PA4205","PA4206","PA4207","PA4208","PA4209","PA4210","PA4213","PA4214","PA4215","PA4216","PA4217","PA4218","PA4219","PA4220","PA4221","PA4222","PA4223","PA4224","PA4225","PA4226","PA4228","PA4229","PA4230","PA4231","PA4305","PA4306","PA4352","PA4357","PA4358","PA4359","PA4377","PA4379","PA4384","PA4397","PA4478","PA4508","PA4519","PA4573","PA4591","PA4594","PA4606","PA4637a","PA4648","PA4661","PA4676","PA4677","PA4703","PA4712","PA4722","PA4775","PA4873","PA4893","PA4925","PA4926","PA4929","PA4930","PA4993","PA5043","PA5058","PA5059","PA5068","PA5101","PA5161","PA5162","PA5163","PA5164","PA5178","PA5181","PA5189","PA5210","PA5211","PA5219","PA5220","PA5246","PA5293","PA5312","PA5358","PA5359","PA5379","PA5388","PA5402","PA5410","PA5444","PA5446","PA5460","PA5527"
"PSEUDO_As_1 (GE) - TPM",-0.772097742962308,0.561759405473466,1.35180306186723,0.191180609268384,-0.784702206741753,-0.300954016714741,-0.594600238365841,-0.77682259653915,1.25718229371391,0.336559006004538,-0.427505189206776,-0.633671226443028,0.330123195064319,0.0417744852248132,-0.444254127781341,-0.268336684213754,-0.0943176894535044,-0.314127633168095,-0.636436104289387,-0.072251358662276,-0.596874672022525,-0.00680566395257554,-0.745774513255867,0.510601790705404,1.15896347526614,-0.585826025091847,-0.378049740002621,0.139716491360071,0.599290400388377,-0.122920055128316,-0.409123910121468,-0.720158508948797,-0.229717428445483,-0.729853770796235,-0.839787516493057,-0.444337150530891,-0.432596552402719,-0.161714300734102,-0.845404808722605,-0.225734209382227,-0.329645808302192,-0.28739016258267,0.362356657220493,1.44793499733486,-0.227364841798065,-0.153868813610098,-0.0283024575892809,-0.591790911191617,-0.0302235093780225,-0.259050775614599,-0.165767996323793,0.345199017029128,0.858849359728391,-0.698785973570322,-0.168299960173714,-0.75285484667618,-0.369670682514237,0.208031794242831,0.581214460951134,0.557184824984224,-0.381299915150009,-0.666991022948776,-1.09698058454105,-0.566045614304548,-0.919106202824073,-0.0608178673427857,-0.231214925119581,-0.993228306892651,0.562176263187149,0.0775450432665706,0.307913555248605,0.167804156799337,-0.0388922277629694,-1.44444465477914,-0.707420028436985,1.31501960655296,-0.532305480281113,-0.324099115361634,0.0748660284077253,-0.362859365101099,-0.394732200557294,-0.47809939595126,0.0553869212827441,-0.447164634841939,0.206304319153052,-0.674868262759455,-0.428242321932388,-0.764185637254448,0.165395339819388,-0.359352204050745,-1.13116320204092,0.172780756393544,0.444996946258657,0.174142872749864,0.960113069503032,-0.572238217979953,-0.526265863102142,-0.761077699384709,-0.663224529378677,-0.467637110976122,-0.408306498640498,-0.760011489238668,-0.293311621561368,-1.0425626644108,-0.614710588872454,-0.456356759176432,0.750624112804742,0.74555117743302,-0.838651063589746,-0.203158939006002,0.743547996856387,-0.512323388721239,-0.0610218220234884,-1.10130291946955,0.426702405849566,0.247033553547433,-0.32373864024126,1.14087528421401,-0.59936827498944,-0.918306623657935,-0.28970086289758,-0.463418674045934,0.71052222123702,-0.514948076817138,-0.0827478179623352,0.00157788833984352,0.731719897911025,0.628506962663511,0.412851921440911,-0.158313775056696,-0.372987892786899,-0.237975398154013,-0.129054895944676,-0.474968773948025,-0.417273744583229,-0.517565983826268,-0.536014966272139,-0.500076865114494,-0.364113948927336,-0.402508424529962,-0.431763486862467,-0.342585780119644,-0.838385434307837,-0.333080812335352,-0.275609227282965,-0.25926361985211,-0.188018172344423,-0.279513514254552,-0.565070058442627,-0.339127625306267,-0.246711686089336,-1.12335036990433,-0.724463964764149,-0.360798939281673,1.65372369675695,-1.26810519009334,-0.930132355235416,-0.627997646479986,-0.833970229723072,-0.395286590800524,-0.021792792041782,-0.178683685366598,-0.284213071976825,-0.368896434099596,-0.597679510327178,-0.430685884106144,-0.357334410755101,-0.335372754680422,-0.298138584807165,-0.474089659894485,-0.497617133914889,-0.687463669535378,1.79224475835372,0.142094142827949,-0.414628329627758,-0.457184540783519,-0.62605764124941,-0.315135621318337,-0.248348710791665,-0.517385020839774,-0.432892614887875,-0.458283579659185,-0.575049660780279,-0.62790449275362,-0.3267355383209,-0.529868014392225,-0.463975065773267,-0.297445711349843,-0.324095123123663,-0.452175130592697,-0.303899675453611,-0.775251904262982,-0.587993798853716,-0.0169998703841685,0.514104907437691,0.585197873520002,-0.145149528691603,-0.377415904781234,-0.348358390002267,-0.263910783711137,-0.248040715253693,-0.289195604538265,-0.272316406312509,-1.45536936811252,-0.761177602679964,-0.242677370035387,-0.720877466178953,-0.444393900591818,-0.124102975072129,-0.384081504774787,-0.236869697892855,-0.357350790081277,-0.521981038303924,-0.505315760081468,-1.2752653829481,-0.04054923936913,-0.195018997738365,-0.239102788160648,-0.671348366404803,-0.575826583503094,-1.12342214083237,-0.689055281207559,-0.811750007539982,-0.534970478500118,-0.752707369437748,-0.525293895933663,-0.856313312291386,-0.504728770535125,-0.765379437791137,-0.432441529068252,-0.460594547394939,-0.60288332631628,-0.364770029798981,-0.29900447619467,-0.28477584253486,-0.292944222136114,-0.0505409170291488,-0.152113588092081,-0.0357190798398895,-0.36390335775515,-0.435512292419014,-0.412807293405091,-0.589205488247151,-0.593262439854341,-0.462585312969553,-0.810795467730025,0.0727635410438075,-0.400502100552304,-0.581885961552877,-0.447928087167394,0.0595942284582941,-0.336256120543111,-0.495914258047256,0.284316432919701,0.132634166648354,-0.402024543357706,-0.50705601435785,-0.399104188859324,-0.413600253580598,-0.548336939271639,-0.235333025659529,-0.36755782680674,-0.475510364801406,0.493672539565863,1.20030031248695,-0.773451197879713,-0.357555850914629,-0.172835470904382,-0.435383669599439,-0.446120631516971,-0.295644889005782,-0.330450582032378,-0.361513211236435,-0.292100622568617,-0.220123084521085,-0.499759041642168,0.711394740802499,-0.949557114027522,-0.352195583137682,-0.331659284158469,-0.315275237220307,-0.307909247505362,-0.306051648088022,-0.478547970688651,-0.559533512800567,0.516488537943222,-0.755280904962664,0.397388619787567,-0.119754585447559,-0.28065375617693,-0.125883046579703,-0.170892831119435,-0.352529095960228,-0.877121759874821,-0.293097100726317,-0.81273067745443,0.573971573455555,-0.0433118688340028,-0.264396168910871,-0.836919696752062,-0.67510746952867,-1.84799493471987,-1.09006644579203,-0.325831638567728,-0.718214586957796,-0.353197173537808,-0.657177413494286,-1.06410939256463,0.202452675667863,0.130463944988391,-1.00508654728184,-1.42915475813438,-1.12318833808999,-1.65091629486221,-0.332657887226897,0.310857648416749,-0.784203835921934,-0.651407597444012,0.677172565967485,-0.717035232139225,0.847697359205188,-0.121690595556792,0.492564334289344,0.589809127261124,0.954808754823988,-0.86684608595321,-0.200548026086843,-0.593406094578666,-0.826410552729039,0.802792875740893,0.71668799862976,0.120542856121651,0.82263158948894,-0.374396353863938,-1.20254106020749,0.704433337039428,0.706064413744822,-0.712917167188703,0.948804016712915,0.971477923736519,0.0514035499891761,-1.14720833122505,0.535101824858872,0.591484629885528,-0.162218405547013,-0.449260965272137,-0.781928045279751,-0.837171525350691,-0.149241627697465,-0.406522555562362,0.411569379885183,0.924454262063677,-0.555576616937245,-1.00052191039742,-0.309056334412827,-0.125278602748702,-0.150496921324617,-0.260661279527275,-0.436460202154063,-0.544077553826891,-0.170840892221044,-0.439575759588753,-0.773443052225275,-0.702509372717609,-0.923470722878814,0.480833735615956,1.06290737567363,-0.148406804181175,-0.554182692754101,-0.0517823052436114,-0.709582642039052,0.0431788437118214,-1.02255131908416,-0.853397683479464,-0.577459299460851,-0.94724533062781,-0.640167019203505,0.357049646252702,-0.118956729411065,-0.421925084252788,-1.47706739415892,0.233625788823083,0.780957168478227,-0.531489096307236,-0.700674649125819,-0.547632522452016,0.422014656949298,-0.134630318246494,0.376502465935793,-1.11882052099553,-0.762662854574722,-0.217395219947493,0.634927663272817,-0.365029641881105,-0.938644349299276,-0.3461274163662,-0.914250956216116,-0.861682229236872,-0.31966457653253,-0.491127987063837,-0.650593451589554,-0.615781854045301,-0.544498997014606,-0.40285887330957,-0.810677748610136,-0.548898293294368,-0.575048056009259,-0.677269052607557,0.00311306587510999,-0.701363847113193,-0.965386584393619,-0.0903335396254191,-0.451711210392363,-0.521595786620786,-0.659428221306232,-0.381430104461173,-0.644187980837629,0.505192661395656,0.165590072224503,-0.0516507531025866,-0.312753115510801,-0.301537883888792,-0.878083660960882,-0.301365865379192,-0.681111513808728,0.0306464115943621,-0.734604433962902,-0.282984102310646,-0.591437162375068,-0.453908351053173,-0.447016421165066,-0.554766400169349,-0.737341404313171,-0.812002476644517,-0.519770273868471,-0.311040032630798,-0.25458300992619,0.238702160365127,-0.610818018120301,-0.526629875395823,0.29090933617503,-0.0190484851818621,-0.020395127138821,-0.438700442130634,-0.896594172632136,-0.0364733882176029,-0.239229744601562,0.49029976496312,-0.540876565033764,-0.494012835961567,-0.353081962773435,1.04156831714457,-0.61933603658363,-1.21774448409238,-0.181256491723439,-0.1455143424194,-0.180654252272655,0.0567766883670503,-0.221731421371381,-0.279748075046453,-0.69174490468744,-0.096098622540153,-0.735988329861142,0.0713105179630203,-0.645906178491044,-0.769757313287192,-0.137283429089592,0.210666177295916,-0.586665437832168,-0.723168555045928,-0.704034562604787,1.07348966826507,-0.566385997389289,-0.506637973828264,-1.61795477203506,-1.04951345264637,-0.438039530506219,0.131467022064326,-0.319968477654395,-0.395650445562797,-0.175526102741347,-1.01184064894333,-0.634693745010939,-1.71194128404205,0.47854926386561,-0.205502180378109,-0.209755009448651,-0.13703629772838,-0.10246182412929,0.640485391011076,0.453952578916881,-0.0448154747321064,-0.0876682069428703,0.187778448642201,-0.349797415666422,-0.455124733158209,-0.319632718405756,-0.218027179098743,-0.731084665532029,-0.533413906608737,-0.276010196375991,-0.284784354616353,-0.264513741356835,-0.302721518157556,-0.407530082249226,-0.513806263663945,-0.34516680708478,-0.0724008666940179,-0.529128247131751,-0.457812559451354,-0.524369399893325,-0.421588884808337,-0.394531520806944,-0.364704146879023,-0.423690523444678,-0.404836557830641,-0.339069090177217,-0.342914707929243,-0.342292191869952,-0.341426239196658,-0.33552359208822,-0.312896852333618,-0.33830945722575,-0.331566331653928,-0.571516801164191,-0.316244735017536,0.0999205413195361,0.233875217620561,-0.151594844028625,-0.214673650558209,-0.32884473188657,-0.667064323390284,-0.735278849666589,0.0973629873397752,1.39250723514053,0.605856057525776,1.57821981045059,-0.315311053861525,1.13136462872234,0.0362101985301525,-0.544811171196352,-0.303768401339429,-0.280985533355159,0.610412899285882,0.411366740169298,-0.591467279181712,-0.361878266800323,-1.18670264497249,-0.221995019128964,0.285213687715733,0.300343146018762,0.398679361223591,-0.386205084847464,0.4267660883293,-0.425620866603318,0.0643961897681637,-0.301403763535704,-0.0317904491665026,-0.320285734308436,-0.315124711151732,0.703214083118953,-0.672690377733926,-0.160693746570874,0.322777082826785,0.823535305108253,0.632032117306787,-0.787039952016714,-0.384170624929372,0.11371328453192,0.0898248158918879,-0.412434314106447,-0.490945877808308,-0.164118294371717,-0.851070859113866,0.463326839259239,0.243004173782704,0.213337319473358,-0.620866040571707,-1.7036592192867,-0.545791402287264,1.21951727907499,-0.862621052405928,-0.0711937396250882,-0.616327405744068,-0.285293859653711,0.229627007005146
"PSEUDO_As_2 (GE) - TPM",-0.699034232230581,1.64748230830468,1.92818968917105,-0.0304747259949153,-0.70600834975454,-0.332268062573388,-0.546250650769243,0.937865768491363,1.63001407586214,0.660607970600848,-0.442314101965404,-0.983729707673012,0.416607008725316,0.355670373095841,-0.384918521672275,0.00194171419553441,-0.313718597183157,-0.553415832130968,-0.42222057206902,-0.342573223961189,-0.624659249283453,0.483500579655169,-1.00952529868479,1.27962429890878,0.345485018714797,-0.80754899825864,-1.42430280261211,0.509262853390693,0.531734916007142,-0.0662678310200057,-0.796363338987866,-1.3734197401759,-0.503263580075455,-0.864199240695476,-1.78725898740823,-0.146307047727878,0.66640722224604,0.32938928131798,-1.06716998944621,0.488062541373924,-0.241505176431823,0.783587489135877,0.489775419862876,-0.2745145930708,0.43392902378271,0.240841083697011,-0.0563962490358532,-0.147183536060119,1.03204188159951,0.343272432856547,-0.307739048839391,0.520370384552144,0.633270292154777,-0.517975683878572,-0.596841278728521,-0.473225608409722,-0.196173177605239,-0.965506676374286,-0.732594872661168,-1.14678453032281,-0.121331603755657,-0.988636060942814,-0.335627988328645,-1.36103033242238,-1.56249216911834,0.260972408154328,-0.166179572100865,-1.54174976147132,0.097271098667166,-1.26787824862145,-0.06477247222305,0.305377099835792,-0.313661837205571,-1.69851495296806,-0.834931724872673,1.01835137807278,-0.284734333925401,-0.43916615553754,-0.0932302170483453,-0.242109745418311,-0.232729658156469,-0.455412957985121,-0.97152321831641,-1.33550872565086,0.106102286569664,-1.55148685620051,-0.492205568032426,-0.373395259896631,0.179241959152948,-0.582981956527314,-0.586193374724497,0.422541237856146,1.2349014087634,0.790820967948618,1.98440928979893,-0.729633767401717,-0.0237277262058883,-0.18482267550181,-0.747465156697943,-0.590656751485784,-0.364608415364237,-0.669074971066807,-0.377816861077209,-0.318856987963676,-0.0923185843599195,-0.193528097989918,1.28308422296622,0.870624630625838,-1.28342658001998,-0.673682111337358,-0.434527916970136,-0.596571358888512,0.840857491253914,-0.0168715140727476,0.439982725800806,0.830508875695047,-0.30681457833901,0.814807810535985,-0.735342839484996,-0.592024521072261,-0.0558847977925802,-1.22268833136464,0.931087620578174,-0.701255299660149,-0.0922678291570823,-0.0108414993234697,0.108994932482575,-0.93945797687436,0.526387696722503,-0.297554608913021,-0.107739512777357,-0.238431332336999,-0.1856293647789,-0.433943707937365,-0.416762669106622,-0.625884451511682,-0.680825183154026,-0.268333741364682,-0.718649437438766,-0.415789801826406,-0.91332576272521,-1.0049832928561,-0.813997885075734,-0.0942363633656682,-0.308281421709809,-0.401646554717044,-0.399800312655293,-0.167332988513491,-0.348886944248725,-0.142267004729452,0.0869795293057686,-0.486618667233238,0.0327057026606066,-0.642627698461844,0.678983204010136,-1.01195769851905,-0.951869795673344,-0.520215034628543,-0.630534193271522,-0.558768178078061,0.0510683480327986,-0.404409167177306,-0.249268268344512,-0.356520766787781,-0.458436789609924,-0.352773123194539,-0.39180477854663,-0.330774140584806,-0.28831452302797,-0.318917227904787,-0.681127661737439,-0.826686830758148,1.81080891918475,0.411556175533591,-0.559134129097461,-0.308851870967445,-0.529053979477723,-0.302844979005389,-0.582214480902921,-0.473739165448046,-0.461897295496255,-0.261351137372218,-0.135462171068105,-0.538365736265787,-0.477894268270408,-0.687202901549005,-0.430062974644993,-0.703686514502658,-0.335946084995854,-0.424907150667486,-0.303104744477411,-0.434915013056375,-0.315555543060227,0.521076083505023,0.78270155064576,0.953968812138154,-0.620168147182828,-0.375678682121483,-0.176490117516257,-0.207580936260599,-0.110290456027544,-0.264230226785531,-0.229325610538092,0.726515959926605,-0.0569740910114074,-0.812432174368774,-0.611825258363714,-0.612105195150946,-0.602413302472984,0.0517310313359421,0.116618800333168,-0.395657150087247,-0.582565360181545,-0.509337819362056,-1.66375520925244,-0.00635927980051656,-0.436949094324836,-0.291956320342177,-0.610356376430465,-0.597660490658949,-1.10131465424109,-0.635475625404009,-0.938364731572129,-0.187008337243042,0.0795000730550802,-0.665999376604858,-0.896565892829525,-1.03874674132582,-1.3031450293277,-0.576116349934358,-0.504695874959722,-0.645412224836943,-0.584319543993379,-0.182854010364164,-0.399464427532106,-0.413726644886146,0.0562568763439726,0.107218928201061,0.265368434162789,0.522866805508023,-0.429771501952132,-0.398028459623497,-0.460050759392159,-0.558510426620292,-0.150789715248417,-1.95590607722976,-0.548943132211036,-0.374954597748016,-0.682321154680478,-0.47009486830722,0.581687902997978,-0.688671078300707,0.474423744044803,-1.27591890477526,1.07214753029953,-0.533105748294546,-0.496577411598195,-0.402147735112448,-0.389611583986534,-0.4926061180023,-0.514947804173261,-0.363099669414606,-0.585653960819421,2.79132440419327,0.701701734246387,-0.619409616886923,-0.346450094151942,-0.385008321264664,-0.764607989102116,-0.337062702083127,-0.285556346964199,-0.361361550412869,-0.396907595259934,-0.287913031883073,-0.306038842084443,-0.169148009922563,0.812757200726767,-0.314220837005709,-0.324450828878597,-0.324552026148224,-0.312360716100809,-0.327780236348097,-0.299141800021221,-0.522521791092388,-0.570099379923929,1.18161972756595,-0.132962948184423,0.729334081254104,-0.294982467924804,-0.462072412124877,-0.186977338096005,-0.3723134519215,-0.445122346515396,-0.500200630608165,-0.595517659852537,-1.79391013443411,0.72399309779854,0.239743433288214,0.597043785089998,-1.4536379519965,-1.02687594408663,0.985611887006685,-0.253805278523105,-0.339110986579721,-0.694949989062668,-0.296574849845793,-0.72281509847089,-1.57999527943123,1.50606679627916,-1.55073949372074,-1.41951843999565,-1.53419620672601,-0.810034538577911,-1.52693313563683,-0.372325723240637,0.590349029262493,-0.779428022387058,-1.14670902786468,-0.30886317489212,0.0521443837825444,1.06661727299292,-0.387318648410002,-0.513932907572612,0.636676226872108,0.880591940877326,1.87894937203751,-0.804691767557218,-0.347563484306975,-0.660054860399424,0.280966353652186,0.740111837739828,0.00293762651639056,0.317617905815264,-0.588055385441551,-1.60360769845131,0.634841687125249,-0.0923024809659366,-0.580863618686804,1.93714369399576,1.32801753986739,0.339314983151379,-1.21118468430504,1.39041481621659,0.995345089038272,0.0611070307135665,-0.397739773265333,0.547610361179218,-0.812154063047427,-0.146332456059536,-0.397167216962413,1.08149743320129,0.620225542085409,-0.180471009717149,-1.34116659722663,-0.521172599823002,-0.11269003561,-0.284688724270331,0.635487165502406,-0.651505686482822,-0.657634349077619,-0.878708087809209,-0.444948637942508,-1.46758378653323,-0.914964614827835,-0.286015717421803,0.450824894916111,1.99163398021254,-0.19375498537291,0.407437045443147,-0.588456726497341,-1.68379173606644,0.401031920576984,-0.851032763420779,-0.853125358815263,-0.339796221658337,-0.6501107940107,-0.000390842999105309,0.73365450000554,0.155173211798983,-0.955793934010206,-1.33193624146361,0.441929886160818,0.729750996258481,-0.169242847912645,-0.52377234011874,-0.515866491770488,-0.246860415163994,-0.153178061109191,0.343886913245093,-0.549142804336207,0.1560272051031,0.105944924219364,0.924066894510522,-0.0919869012245623,-0.863287895107346,-0.999088055717466,-1.53584228493747,-0.68135043617037,-0.327612778686202,-0.456058076040021,-0.344154883690316,-0.678428651041458,-0.436007026643144,-0.461103830057108,-0.116090131271056,-0.611425873931131,-1.51798219768253,-1.06907724826803,-1.35574619450002,-0.970643057874234,-0.35481599012191,-0.474302658582837,-0.0957851336745749,-0.399681553266809,-0.488352885289626,-0.300448258309714,-0.390350478173911,0.998110526604408,0.127568596537891,-0.219509575414015,-0.328480337577256,-0.297794337935975,-1.06954081369881,-0.724072166454901,-0.61495003606539,0.0366851994054362,-0.508531343282424,0.0426819171990492,1.06783597682837,-0.463117201372583,-0.32819330780135,-0.903432071294299,0.641968708124798,-0.253841393197162,-0.665645727918829,-0.0737994433739789,0.0236917951345711,1.14695797163794,-0.5616386662433,-0.872412430849835,0.31477899838558,-0.385364181114379,0.552616739975226,-0.32267641373403,-0.856229041981519,-0.340328937416709,-0.222799164246721,0.763707669438052,-1.0794963593091,-0.112762428474723,-0.446343945045243,1.59729850660775,-0.817011676922296,-1.18299226473386,-0.20318082655066,-0.0608687193023127,-0.181708920201774,0.0513879339751229,-0.375751224756788,-0.424306833212059,-0.960759721748652,-0.476164325248487,-0.634975841909761,1.03023410116173,-0.513869408251142,-1.86980252322976,-1.69540230859552,-1.42691019872977,-0.374045637221661,-0.688719718133273,-0.651746650168559,1.76023460759109,-1.43524997173659,-0.607583429925604,-1.37394871856521,-0.780278994009771,-0.71155844449676,-0.297444312217039,-0.349158496437293,-0.536098670467731,-1.06985974074007,-1.21397816780008,-0.636127124149822,-1.67482677623575,-1.42077637926866,0.0508275637092548,-0.0641874799792129,0.465317051169037,-0.10157716243274,0.804967991236673,1.0226559098443,0.0320070165366867,-0.0240247232053229,0.506466623119773,-0.369355122255404,-0.407691527042465,-0.222053200455343,-0.28531951702702,-0.827282368453108,-0.552309097078005,-0.306653095128792,-0.265602252982471,-0.208383887077996,-0.148565240075922,-0.465971644302183,-1.01365176837641,-0.363958586566178,0.0167255993714623,-0.529128247131751,-0.740769501233281,-0.384051899866045,-0.377135213361405,-0.37854752918529,-0.341613905028428,-0.428969435688261,-0.408522322030116,-0.341536534892826,-0.327542870986992,-0.334706483562414,-0.33908105547221,-0.33912295053172,-0.335874523493739,-0.324897133343457,-0.330568895341302,-0.584543566660132,-0.310084286269743,-0.0677248112214136,-0.399670602633493,-0.211076760595532,-0.395177887533873,-0.37297207739785,-1.11997909182998,-0.595774319628876,-0.611647089520935,0.93170627964615,0.485319197194493,1.0470513918683,-0.364456777931479,0.73461152289619,-0.376193369629293,-0.759468598106313,-0.302163545561878,-0.390434101273278,0.537188085256653,-0.0977384415669368,-0.807838310983565,-0.463488444295448,-1.12826831479174,-0.317815956801562,0.821857855959442,0.988723324296423,0.249689830470717,-0.454729727835226,-0.614794789763868,-0.475303607704344,0.527214771718731,0.0145122441738249,0.695787884708824,-0.311917964430845,-0.355071721063162,2.0760898464901,-0.441831759458189,-0.174877590080235,0.319565939826844,0.772871403663466,1.38093198780158,-0.30048484338573,-0.676827723340542,-0.634191971801633,0.260931612508417,-0.0432156087409047,-0.797037610917878,-0.0644861577575289,-1.04453245349485,2.33441093948533,0.16182689328062,0.159624691013525,-0.637932897396087,-2.03148274812217,-1.89659147230203,-0.617401309559292,1.54873296898293,0.0185906369854797,-0.875296074422374,-0.477181666139164,0.928272021606003
