"","ECP_RS24295","ECP_RS00880","ECP_RS01095","ECP_RS24360","ECP_RS01440","ECP_RS01445","ECP_RS01520","ECP_RS01525","ECP_RS01530","ECP_RS01535","ECP_RS01540","ECP_RS02290","ECP_RS02735","ECP_RS03065","ECP_RS03070","ECP_RS03075","ECP_RS03080","ECP_RS03085","ECP_RS03090","ECP_RS03105","ECP_RS03110","ECP_RS03115","ECP_RS03120","ECP_RS03125","ECP_RS03130","ECP_RS03135","ECP_RS03855","ECP_RS04775","ECP_RS05560","ECP_RS05595","ECP_RS26165","ECP_RS05925","ECP_RS06060","ECP_RS06065","ECP_RS06070","ECP_RS06180","ECP_RS06900","ECP_RS06905","ECP_RS06910","ECP_RS06915","ECP_RS07405","ECP_RS08435","ECP_RS24890","ECP_RS09945","ECP_RS10005","ECP_RS10130","ECP_RS10200","ECP_RS10575","ECP_RS11180","ECP_RS12190","ECP_RS13495","ECP_RS13500","ECP_RS13505","ECP_RS13510","ECP_RS15750","ECP_RS15900","ECP_RS15905","ECP_RS16125","ECP_RS18340","ECP_RS18350","ECP_RS18355","ECP_RS18360","ECP_RS18365","ECP_RS18370","ECP_RS18375","ECP_RS19190","ECP_RS19545","ECP_RS19740","ECP_RS19770","ECP_RS19940","ECP_RS19945","ECP_RS19950","ECP_RS19955","ECP_RS20175","ECP_RS21615","ECP_RS22350"
"UPEC_Li_2 (GE) - TPM",2.60247320260921,2.03034583890448,1.61003697579693,3.41549183360038,2.42445770076697,2.13431007147363,2.36454224693557,2.29488229686019,3.63855784175429,3.34623818255217,2.34167628902711,1.70274997168887,3.55995534396799,3.86089734010382,2.94298516597375,2.39164874998806,2.83697952492586,3.6274889526714,3.06200808794581,3.69684047132113,3.25348540968122,3.59733511451431,3.83406554051637,3.17163403522335,3.40532632565212,2.58622781527294,1.81683703010966,1.15764960450969,3.43217608476106,1.84946007616974,2.33695817144679,1.95366282824806,2.46441183871997,2.08181803408251,2.22847848804768,0.634717128700433,2.55554369944495,3.22798547897697,3.48577943494556,1.51909480631217,2.48681612802915,1.90562892888212,-0.269217431870676,1.65614647472396,1.98449982616562,1.15359634383259,1.96969023188143,1.25941740418352,4.30167664675149,2.7733087727219,3.07437764915898,3.98072916281645,3.93011285221835,3.49147184902088,1.61522903758087,1.68108117322747,1.34718936816759,1.98538741814155,2.27864984655124,2.2647163996479,3.29224563898293,2.40366134648955,2.80776665617852,2.5261896677081,3.0277565993758,1.64505634527581,2.58128966042799,0.590643302763014,0.813588950196655,1.90094870730067,1.97403304599772,3.07293600008403,3.28809666045375,0.977518651019829,0.67064829033232,1.5595018241497
"UPEC_Li_3 (GE) - TPM",1.17455231113577,1.41162634684208,1.02258310936503,2.71555628076808,2.1512148892218,2.17365007371926,1.96640640446109,1.52766546400685,1.48685206523426,2.75672863732123,1.92576065829546,2.85368566682881,2.05720123973391,2.36749681511846,2.44564046141772,2.71680530437778,2.51717566208943,1.56250423147685,2.85510326980716,1.1332861534159,1.80631810142034,2.68756310349155,2.73863232341764,3.00448198889034,1.44162300423215,2.87563074313245,1.30508256753035,0.671573836788198,3.13428171599421,2.60373088678591,2.19184615462219,2.18437019224038,2.05771811500078,2.19613669899006,1.31004091601545,5.52360348443885,3.12925799499223,2.37125511911257,1.91316889018351,3.61689688740269,1.98789487381369,1.31361799605692,-0.269217431870676,0.947788253165334,2.38264604420552,1.59928772635675,2.14310712047247,1.71947274477631,2.66270847908679,1.66684225922393,2.30141694118185,1.8839232385697,2.43999880972547,3.19691210480883,1.38403330916113,1.28567566984966,1.14114410516811,1.53808180399535,1.40999622303499,1.7972727080966,2.42412795324431,2.73756554815284,2.82302514365436,2.58960281652754,2.72424793522053,1.69224251685632,0.432956552790998,0.740825981274691,-0.0348447107733101,2.65779980422884,3.12243996376297,3.38216231138424,3.00050711427592,0.377851119740386,2.94239284643165,1.94006588329354
"UPEC_Mig_1 (GE) - TPM",-1.04255776787728,-0.47068080581156,-0.960207549596545,0.609610866262467,-0.485140044714054,-0.766759100099261,0.0760584865919446,-0.409854291928623,-0.229447479689445,-0.525585164210773,-0.422019008882148,-0.0421894750437803,-0.559807283446733,-0.566928307545524,-0.754998096907495,-0.637438877506452,-0.541536047098392,-0.00690486071382452,-0.888635730067636,-0.817961847720641,-0.768981450214555,-0.579073915026326,-0.485670664277042,-0.576836344806455,-0.0278896786472142,0.0874910103671177,-1.32170938023456,-0.0166993914273411,-0.308559601527468,-0.78266954011558,0.0194433006342254,-0.83785193572042,-0.49246919628005,-0.639073464328675,-0.612091492898476,-0.59710404346454,-0.971147858917974,-0.718205372729767,-0.360444368775559,-0.94957849402052,-0.91322525250971,-1.49884616496607,-0.269217431870676,-0.625074611341678,-0.723742974371742,-0.954958193226963,1.66604584159497,-1.2599189838455,-0.431095915236016,-1.79634661053636,-0.503143763951763,-0.572959437499045,-0.544488221706666,-0.655276598083588,-0.945030205682196,-0.938461702832083,-0.946974050981081,-1.17615763553686,-0.481871817697165,-0.608729777041147,-0.574569218742761,-0.522506977920948,-0.371376970425405,-0.0646186782593964,0.774825612873894,-0.938952451831964,-1.48111843898167,-0.325608588276103,0.65616806888931,-0.823935506792188,-0.373830840121749,-0.512631163177303,0.0524001873673612,-0.752220111653789,-0.214536576050961,-0.922840266581881
"UPEC_Mig_2 (GE) - TPM",-1.35666902920969,-0.590867694389047,-0.698086250257187,0.551957164820247,-0.575970858753905,-0.798542869286211,0.378277059795094,-0.345316152340252,-0.000345554584380125,-0.362032605251556,-0.425931206469985,-0.313140350114135,-0.461165245321292,-0.512623051062592,-0.754998096907495,-0.637438877506452,-0.551373066064905,1.4545975738731,-0.888635730067636,-0.817961847720641,-0.82047881694454,-0.472037581183452,-0.492661952440267,-0.567465343075629,-0.715940875031358,-0.426370805500229,-1.34035826325313,0.919419198838147,-0.279538939959814,-0.751628954413505,-0.336956928763524,-0.708819558413494,-0.551216688378649,-0.582913095598302,-0.603591047443931,-0.605632847767391,-1.13961687633862,-0.527734713654294,-0.659228524138699,0.410450473972876,-0.895946451447438,-1.47112650158195,-0.269217431870676,-0.581857813307946,0.160853810306192,0.111252722450785,1.55906375877001,-1.41717827221907,-0.411584532885368,-1.62394272548753,-0.515910384786418,-0.576429697057857,-0.532695080217686,-0.62818746740785,-1.08149289872419,-1.07021936592616,-0.655533859470083,-1.07127634884729,-0.487993402292881,-0.606808504411579,-0.558894106238804,-0.52382663237498,-0.518216101724527,-0.554141164534433,0.54287032169234,-1.37549689624687,-1.04828970526112,-0.34686955637834,0.695248467353919,-0.989021163293139,-0.745077249050239,-0.187507267951731,0.096608056425167,-0.787933867936139,-0.562194283309859,-0.916127893390049
"UPEC_Mig_3 (GE) - TPM",0.351814471864781,-0.45651055357924,-0.577534758203184,1.0185301599042,-0.450490770608905,-0.783092794728128,0.253895773838493,-0.585154307298195,0.699229405571485,-0.460209322268658,-0.432540966110478,0.737822608409286,-0.488082824097179,-0.486529011378843,-0.694837953094981,-0.637438877506452,-0.546284933687251,-0.0147326739968601,-0.888635730067636,-0.817961847720641,-0.82047881694454,-0.558259197633021,-0.461829552785894,-0.610745250537633,-0.715940875031358,-0.497201932516046,-1.34104949823863,-1.04029755381601,-0.135687837755598,-0.721253061759598,-0.476600564734522,-0.786679979967622,-0.546798697939937,-0.66515701156661,-0.58678093519464,-0.583316237638222,-0.999416888456939,-0.700152140088799,-0.834521403602791,-0.552863412427535,-0.900784555589148,-0.636973363204415,-0.269217431870676,-0.56676848333423,0.497041096374681,0.0398842383667375,1.64787288738247,-1.22901298740066,-0.501697718866551,-0.792319554663871,-0.53842812586241,-0.563463770719186,-0.502427353148706,-0.646741273250285,-1.1661626264177,-1.03145973094187,-0.505740125427154,-0.941924750337097,-0.494405312291627,-0.618429693901469,-0.556279744962327,-0.501649252769855,-0.396709296597984,-0.348378701780273,0.439305018150631,-0.743472247644545,-1.48111843898167,-0.277380450089897,-0.0931475982541184,-0.45332377355086,-0.37846828671107,-0.630940867054656,0.0509820676377654,-0.821181657624333,-0.459922540361945,-0.893152585912895
"UPEC_Nd_1 (GE) - TPM",0.875783362279226,-0.70726752387115,-0.808938905962299,-0.450895129972235,-0.424841675310915,-0.265531207250828,-0.612268443824794,-0.655632215207401,-0.477012570936957,-0.459996942351631,-0.429405442316397,-0.48598191099067,-0.0720886262804364,-0.0526853001169535,0.0921257288644214,-0.208270132509388,-0.310162013600095,-0.864201469788582,-0.398135820837677,-0.338618051647193,-0.126253225314452,-0.483369394412856,-0.434704154324895,-0.509163227393987,-0.421481220998349,-0.495764348226259,0.60572037456531,0.0548548208429302,-0.415355202375236,-0.642789552299259,-0.61428310788347,-0.517198629276947,-0.143755299473748,-0.541391744981506,-0.539840945572371,-0.193246880787661,0.221403540368568,1.29141265902359,1.32807284560239,0.532475459572534,0.282984104791034,-0.598380891896099,-0.269217431870676,-0.449871518253268,-0.249659694885844,-0.620428947519325,-0.558788452456868,-0.945088063799502,-0.420117549381278,-0.567978217129853,-0.221320558617837,-0.323995985941246,-0.145815759946061,-0.269540292920299,-0.712888862728779,-0.367555417821959,-0.331399504474132,-0.318663726612679,-0.479084970449525,-0.477582087004359,-0.500987285055506,-0.479046426640416,-0.442999843374178,-0.421537919708464,-0.873705908203412,1.16672407872149,0.405534128045402,-0.49642658946695,1.18230361736898,0.297880821698989,-0.881720732268849,-0.348073906257549,-0.42653215450707,-0.610844230010775,-0.558577919097756,-0.958922802121898
"UPEC_Nd_2 (GE) - TPM",1.17302008505184,-0.633148105314057,-0.567662975419817,-0.0860737816964027,-0.451814260407307,-0.268433128077885,-0.630988256973778,-0.399636990200347,-0.123896284972137,-0.39179226360747,-0.438350486258653,-0.246250980661007,-0.330731377987671,0.102786714001105,0.706021175841427,-0.166415470735774,-0.135664578745186,-0.980186316751008,-0.148423881677479,-0.15486700339366,-0.0388959530993047,-0.389512969756831,-0.342763980060422,-0.424598763374116,0.0246726661652031,-0.530104611544322,0.3198088761203,-1.04029755381601,-0.319600506369377,-0.711497225942295,-0.859548279028751,-0.385145360441189,-0.546489453588863,-0.562167454852316,-0.495325007167611,-0.199686853027777,-0.440839670914545,0.174417569736413,0.763790042293349,-0.0893619962886208,0.180447819180035,-0.152633494290289,-0.269217431870676,-0.153503332009947,0.714350025387897,-1.31242682270038,-0.563913535319672,-1.11841214287141,-0.364906192672244,-0.636686616844023,0.338906241222281,0.10633960919979,0.0559053344542345,0.138532531631142,-0.0869023455713429,-0.773453464480774,-0.31642624373412,-0.218534553847211,-0.439140709870813,-0.379140590661878,-0.479390137497142,-0.488568096874936,-0.486387191576753,-0.320153761269139,-1.01280355603029,-0.0486983877179868,-0.605074940132352,-0.514244411917585,-1.07747386933447,-0.283600020861218,-0.394020740317706,0.121144377234053,-0.412910095021618,-0.909415091691493,-0.399698461077192,-0.990599763607698
"UPEC_Nd_3 (GE) - TPM",0.132524582281126,-0.686113808516519,0.113673014322521,-0.739600649412368,-0.393391675570278,-0.348904488319999,-0.538732749054854,-0.942414614671067,-0.687224626907269,-0.400841601127879,-0.414433042655176,0.457329436362881,-0.230172789714572,0.153670668157365,0.766220381935539,0.0300925479445464,-0.0814590344885235,-0.907439271224382,0.385178642831499,-0.232153723938232,-0.24140116527783,-0.505973347485761,-0.323086203633994,-0.344722759288776,-0.356080459833162,0.0387149502618259,0.218316533651561,0.0304148047196692,-0.340506260917426,-0.766935306687503,-0.79384884528775,-0.737303569584738,-0.450102836710466,-0.313863794714208,-0.480408205124026,-0.308583301265872,-0.130688540121266,0.298311415152826,0.401971375639663,-0.392278635946157,0.46299083763579,-0.263656125198565,-0.269217431870676,-0.128595076732655,-0.417173661326188,-1.08446535329044,-0.55845491578692,-1.06924059200807,-0.427846254035926,-0.344418734048326,-0.0955269513144575,0.322742736192624,0.0898415828845376,-0.0157479694785493,-0.52554121510202,-0.350331402744105,-0.545662076083338,0.558024122973575,-0.402603031729803,-0.347205335971521,-0.381873220931525,-0.448401501246412,-0.493174155074445,-0.346564861094617,-0.502828047180884,-0.295053136627922,-0.239595072578007,-0.520498828464383,-0.421712011160312,0.26158591292142,-0.231440307476868,0.235573105517913,-0.454175709036637,-0.616025444993549,-0.421580786550765,-0.942284969148489
"UPEC_Ns_1 (GE) - TPM",-1.12944719839061,-0.135487607610018,-0.957116614790018,-0.479420688899392,0.0467408053092202,0.62303139669028,-0.675235000079815,-0.33988437912569,-0.429717846132203,-0.497223271388498,-0.483605340726528,-0.822029462267563,-0.651162007980835,0.309704387342371,-0.374151793242525,-0.379595736090986,-0.300160571376471,-0.817152607200765,-0.213302878128109,0.0780012660914667,-0.218017787297088,0.0366440586337608,0.154116778784158,-0.0178810476910918,-0.0476128039377871,0.0112840967862897,-0.263713500683851,-0.426197941297278,-0.415686195811451,-0.122284813067989,-0.712309001954335,-0.346308452737969,-0.610100040384671,-0.624910838236093,-0.497113466072145,0.381256544754048,-0.869897564180357,-0.54839783704095,-0.719756369234787,-0.858254079618458,0.106893898758796,-0.142354945029647,-0.269217431870676,-0.530577545966732,-1.08220862754645,-0.926220397332671,-0.767541941783224,0.605827032505913,0.13002657794079,0.308766843264438,-0.242068096092789,-0.337478140488748,-0.297010501798762,-0.375167829898608,-0.527618954553185,0.429540560607199,-0.306202827187825,0.730406402033142,-0.370921580396982,-0.383578917134399,-0.406158632931401,-0.418401718203889,-0.382276749144073,-0.564877943320801,-0.859592989520563,-0.554558160261677,0.00114363865502682,0.649866861601472,-0.530032073796946,0.146410385642675,-0.761548585229772,-0.72443339723545,-0.372300769067626,1.046720556643,-0.557758950609599,-0.75794290839965
"UPEC_Ns_2 (GE) - TPM",-1.05996751013566,0.0547780237611352,-0.302163698911879,-0.739600649412368,-0.134121578425273,-0.201631277582385,-0.583303341997093,-0.192995174046448,-0.57499803636499,-0.433133141461568,-0.457733050298394,-0.583172169772308,-0.361700299182542,0.383976568769326,0.408847097039386,-0.0716364353870467,-0.0621189110386683,-0.670062908980389,0.150273810284655,-0.0862283746361406,0.153488637271897,0.370549949795253,0.270080055875999,0.290865411174658,0.04821249048553,-0.212093505721357,0.163382404157505,1.0995869326199,-0.355792450050233,0.726669543928598,-0.450767155397943,-0.0831697325359368,-0.625239869018749,-0.620151101623364,-0.455613291978887,0.88081818279529,-0.392831862577351,-0.408609632712723,-0.667797466998601,-0.601516608117966,0.115121116688137,0.181005074665989,-0.269217431870676,-0.345088818629893,-1.06103816176989,-0.784708128199435,-0.701642912060833,0.311025712812981,0.0979138489248661,0.60955372540007,-0.0797096856240039,0.038196268771246,0.0391734931286598,0.323428299076561,-0.0423952064990136,-0.101222139664311,-0.699363154156523,0.556728220685263,-0.301172081707112,0.0959980766780985,-0.231175188156952,-0.40762166289208,-0.329512651782051,-0.606296359428544,-0.641213874230574,-0.724105210568117,0.29121069617652,-0.200084263319991,0.740079126827985,0.599571201218345,-0.400859906977737,-0.804394176976834,-0.343107741288131,0.622064238906967,-0.327964306209394,-0.824775510766591
"UPEC_Ns_3 (GE) - TPM",-1.5973328244266,-0.054147953493254,-0.35627010870378,-0.69089932561593,-0.413577493870689,0.0220003714927717,-0.657856350167456,-0.742315936609695,-0.653701563984769,-0.435840020374384,-0.459488495014725,-0.753134497926461,-0.513827606720879,0.14800021560229,0.0440760118212932,-0.163575029338541,-0.234782469839732,-1.04509400972236,0.43523199222769,-0.278896355962779,-0.128984382163005,-0.00191663510751461,-0.0307149864131386,-0.0819856707683843,0.0788108142137679,-0.480714935278456,0.146788838295645,0.585411786775945,-0.528819389917999,0.384811307459619,-0.728539267568326,-0.398774420841861,-0.594598674013044,-0.616914690563961,-0.45229098315832,0.344158235272614,-0.423641954416502,-0.371015835136965,-0.583076845326862,-0.411104947266729,-0.396903709425298,-0.424927930101183,-0.269217431870676,-0.467641607195825,-1.00699050773924,-1.13847553765147,-0.682992434055724,0.4403254032182,0.0793494239713496,0.485100295942556,-0.222568093272049,-0.232048393046795,-0.133273307830977,-0.181522951816175,0.601195024898349,-0.119611415994952,-0.565559562721411,0.511788500910466,-0.360145646383798,0.12368648455463,-0.134814491145243,-0.407358510934655,-0.414641828388562,-0.540913526025687,-0.754697526094939,-0.672830550978316,0.0856839754274877,0.189975904416431,0.408390409715375,-0.0182745262474745,-0.646806505299063,-0.641454425257782,-0.316425597477383,1.48831441995983,-0.342995978621808,-0.632460799869467
"UPEC_Oss_1 (GE) - TPM",-1.06054005477839,-0.343056072679142,-0.0848478239939405,-0.337476665693327,0.612799013665104,0.359024052883663,-0.181526594704378,0.0268459414049206,-0.467483665433302,-0.207508202393933,-0.477855590386257,0.0227434378620858,-0.40020671060155,-0.0871471442061856,-0.464318616298959,-0.559806613682172,-0.383275527995761,0.868317798456631,0.386252419996451,0.191468681783329,-0.129797873836154,-0.149412334967538,-0.208818506020145,-0.249804696268557,-0.208150177640142,-0.177942735664701,-0.11977085908363,0.790164309688368,-0.306066894184069,-0.0846125804338538,-0.126779300724809,-0.262183027926346,-0.365154348608413,-0.562912889155672,-0.516907989105857,-0.12145014560498,-0.83320115038106,-0.576776688511048,-0.557625786180746,-0.359783802057086,0.293806688334081,0.989920492850103,-0.269217431870676,-0.432899155538912,0.466205103792368,-1.05703991238575,-0.477425485745992,0.283623652066135,-0.028543822099847,-0.286025345675297,-0.410730421205342,-0.0853664784881112,-0.345509395478316,-0.445419295127027,0.315709677217242,0.697496342584537,0.363772928481331,0.921918012384714,-0.410531519911585,-0.376688296703903,-0.244095373855591,-0.428144650658394,-0.342534192850004,-0.345861142818827,-0.410818241007437,-0.295479431986806,-0.037257283299648,0.554121126127032,-0.155546777713126,0.114108709497726,0.163020189777662,-0.154032361865324,-0.226667319559423,0.667977687520616,0.297403630210951,0.890670737037108
"UPEC_Oss_2 (GE) - TPM",-0.75361886025147,-0.275836798845865,0.49649374136079,-0.0520294570338986,0.303690992765894,0.162321516720897,0.149269457938768,0.0108052837168924,-0.411556351334033,-0.25352212273829,-0.451728056150028,-0.226484150049933,-0.376560751987333,-0.110076328956253,-0.251419603079476,-0.494488722710191,-0.291967836726096,1.95230796106907,0.0548763479395182,0.133362146507405,-0.0695094132599159,-0.0991130653158541,-0.301994786459164,-0.360845452475841,-0.140535711828125,-0.301278257269482,0.195869236050181,-0.318033030291411,-0.19336428620945,0.491639604829478,0.373024506550047,0.0764615804480785,-0.364369933221346,-0.508989783350187,-0.503332598381295,-0.0466071519725455,-0.225891115589084,-0.122087749658603,-0.224277629480367,0.0529140072025746,0.52688157688635,1.18490211860634,-0.269217431870676,-0.472265846914651,0.628645060554804,-0.443176511040876,-0.177679922125135,0.0956980736331438,-0.133047664962675,-0.360675755767334,-0.286690613128406,0.243585316681798,0.0306698839395917,0.219092255110795,0.703784554442434,0.139162902060584,0.233891232080096,0.853425465507168,-0.382796788841877,0.150228291264964,-0.210608767955802,-0.419616164173914,-0.285961529942269,-0.208578870167105,-0.464933607471978,-0.398793155962031,-0.0985992893424506,-0.0357101436193679,0.139631238108126,-0.0425519977370608,-0.19254727012224,0.198470838527197,-0.196481403293161,-0.0572677681844568,0.707920512297163,0.575860003315573
"UPEC_Oss_3 (GE) - TPM",-1.30225084310867,-0.264520546972708,0.344594444309749,0.206011390186644,-0.188416720639079,-0.0337058467467655,-0.0485048671991447,-0.134101626145282,-0.665215717115124,-0.319410232933969,-0.473093145601354,0.3198982766498,-0.319161087338565,-0.289638431873131,-0.514341565404222,-0.637438877506452,-0.357387327575098,1.3230708296798,0.015054036478482,-0.425456999115983,-0.0354651145729922,-0.314587028359009,-0.295085573069959,-0.171083730419764,0.489632690696474,-0.628499631215723,0.153386953291167,-0.681596662869334,-0.311969626832477,0.0722064457798529,0.645271033534468,-0.00777840694014642,-0.483669162498482,-0.567364891499936,-0.510641793172714,-0.317979516040946,0.737921020558612,-0.358595129236083,-0.414699378373109,0.357334309376989,-0.140756898725952,1.01689742900926,-0.269217431870676,-0.556411630623621,0.461650897611215,-0.745985091851752,-0.303956510656586,0.00848347089338591,-0.224597558704103,1.05946048350774,-0.427145405016523,0.0146131864602746,-0.313003159444467,-0.281444459809901,2.77902601730988,-0.345537305802078,-0.411146981550091,0.626271057817914,-0.399398059846707,0.0536843691963627,0.0365548949667033,-0.372117475041047,-0.286903299910788,-0.664920795591888,-0.386362243894496,-0.769170200130895,0.776757598456834,0.517464688789081,0.621339777605915,-0.218670417758284,-0.0387764697847508,-0.110069683106094,-0.282871938540116,0.457838556659324,3.03353227704869,0.800418681824296
"UPEC_Oxs_1 (GE) - TPM",0.451479765474673,3.50427867172668,1.3309967132537,-0.567515236806683,-0.27332593616685,-0.49621551517954,1.63547704982901,2.26396397412107,0.305773464506199,0.367624766803439,2.11409043025321,-0.256949875510593,-0.270741684051069,-0.182677161200555,0.570886842038129,0.56409166602355,0.499842833749762,-0.943018558663202,1.04829364055816,0.340779319562305,0.819391872562294,0.530936520719718,0.260642546784438,1.07597244196588,0.473662242896821,1.52056208267887,1.41573351239046,0.00414246189965035,0.594775432193251,0.934752499554875,1.57503021979259,2.64175621914148,1.29114535234219,1.51057398274435,2.64587255955514,-0.384082394630266,0.0270769341802319,0.761901335475174,1.19358768791265,-0.134140620285083,0.72839516435426,0.201578266786949,-0.269217431870676,2.8194249000412,-1.31398087046089,2.08848661120367,0.171167999606705,2.98440699003971,0.0434000490277033,0.782268640023057,0.610661228579944,0.802864685075301,0.240141895747502,0.390917658888464,0.941119155705296,1.03515737307948,1.35507298022472,0.806734520775498,1.95898725917946,1.80024934411565,0.82265784906402,2.28131942981675,1.24537849274626,1.24159898971194,0.493401164788191,2.92973270239939,1.02750541239479,0.504112508606574,1.29274449894701,-0.860402807680672,-0.562130465629852,-0.424415641684451,-0.483101787124093,2.82164309057337,1.11225446030881,1.46647350217689
"UPEC_Oxs_2 (GE) - TPM",0.710728180658099,2.06290524686039,0.814892136885338,-0.666849508678209,-0.57133113714483,-0.81961724898647,2.53631269688035,2.8376408340423,0.38981891896444,1.47791719772844,2.05695885165664,0.135088959862173,-0.249968107394209,-0.0654023357765418,0.351547346099428,0.424363949112073,0.451040197686556,-0.235026750604317,1.76879597342322,1.19520876008084,1.22324687669029,1.00056735926088,0.520229913829784,0.939746269574203,1.16382108028515,2.30804321467668,1.96352576906323,0.0635758281002227,0.832518402784964,2.70875101385819,2.43368222869506,1.8662436015463,2.76556199329078,2.02815192945953,1.88655508474989,-0.43290881869845,0.254550445383792,1.54175598683199,1.3200475384326,2.03813344080284,1.3473477495362,1.60461169173066,1.01106288497679,1.86554555682868,-0.214207329729864,1.78494314032437,-0.38994634893946,1.24821106214403,0.259689460676715,0.817980093517348,0.899919403451375,0.738350373636448,0.296423221038955,0.399703740954953,1.64612731947186,1.68198268632206,2.89342838639662,0.533696701070326,3.41178762738351,1.70947736223646,1.52332245273825,1.75461187765321,1.41279242905853,2.45817466468516,1.02017360773925,0.673069568702448,0.859406501310307,-0.371233224429129,0.081988871677148,-0.668792472935616,-0.648343342642248,-0.276461643033866,-0.479307608370032,1.0043125788225,1.9332388307898,0.524748506079647
"UPEC_Oxs_3 (GE) - TPM",-0.267919846786556,1.34601233180846,0.25364297199363,-0.49410954042511,-0.552495961220991,-0.758367168625195,1.83522397815706,2.15813991603248,-0.09921127969883,0.488450619788749,2.08841575884783,-0.333678007664792,-0.346660228282876,-0.00295104948668661,0.973778280318637,1.65829834924467,0.58469515034783,0.0137402245312814,0.633707137906429,2.06236914987738,1.1059983280707,0.430027507663265,0.0490906268723298,0.608402786615483,0.318979432641044,0.442643712168871,1.34591047398371,2.83360383059221,0.38913726498849,2.31621896083729,2.4755563073247,2.09876926325523,0.942011971581254,1.14688945147194,2.09265815585175,-0.37675194480758,0.169892521910851,1.40855739605745,1.20609828952382,2.15248956055627,0.874269813435806,0.728759253802677,1.02683414215217,2.2372968710516,-1.29888805021035,1.07204502371744,-0.151705060305257,1.7350569391496,-0.00429646794413806,0.779997336094064,0.478506824979135,-0.021737750980865,-0.160632248102778,-0.0149916772345933,0.397778008044642,0.552609002737876,1.52916611358991,1.10619615469266,2.01889817125212,2.01767236528818,0.884157682541495,1.45039093539443,0.785376569452127,1.40284082055316,0.950595397714938,1.08132616215537,1.283131304971,-0.394129408232538,0.961023184624928,-0.400101727674678,-0.361600032283949,-0.211651167683089,-0.477802067256356,2.44932580230617,1.48201112371198,0.330708877098437
"UPEC_Sp_1 (GE) - TPM",0.333290860793118,-0.804310427804458,-0.174842592464388,1.0041360147876,-0.358088732738998,0.211453424507573,0.520248417597337,-1.02385560246525,-0.51130169107754,-0.531324180161797,-0.275416455569687,-0.516100184421306,0.0502027663579438,-0.442760219840583,0.16984972617513,2.05566534206756,0.463465064732425,-0.560592368691766,-0.677025476226096,0.147092271095073,0.0542545025509194,-0.434563791149084,-0.319482169664164,-0.185023825176876,-0.0384205906244953,-0.00725095959760219,0.916493516178028,-1.04029755381601,-0.0378823206636805,-0.698197214688802,-0.723089426003274,-0.672085816585474,0.696221730287019,1.20916789123148,0.627936058284046,-0.3374604700084,-0.527147121999276,-0.530523763553065,0.201255037437269,-0.94957849402052,-0.365748373375341,-0.218637541245792,-0.269217431870676,0.409541610192167,-0.191898811926501,-0.887582907061299,-0.389395773858426,-0.730964563481646,-0.42870044475878,-0.375252535810723,-0.512369885890572,-0.47424237893412,-0.135443747205961,-0.363496158343729,-0.668703033270163,-0.630279374272054,-0.718816552509857,-0.395662069388328,-0.363239169953866,-0.545077804243997,-0.55642948430225,-0.519178413979085,-0.550752341395242,-0.803770250857654,-0.172675286724866,-0.477803817077032,-0.980235380897318,-0.509691498207124,-1.1971690217468,-1.4670097281892,-1.01998549995248,-0.633765074617691,-0.613277544914568,-0.938880563079787,-1.17539227294944,-1.01164255501174
"UPEC_Sp_2 (GE) - TPM",-0.223827035583236,-0.740142129277913,1.52663141326452,-0.739600649412368,-0.10223844919921,-0.0450299312595936,-0.934538594579587,-0.905735826945502,-0.8884708706455,-0.508197573287652,-0.240242720587919,-1.3816990950834,-0.0574687335783963,-0.351503206726763,0.186932778031693,0.956842159468571,0.233412601522258,-1.09758653676247,-0.888635730067636,-0.0925029259452727,0.0300635688506351,-0.144544258751081,-0.242176106160936,0.114021853376956,-0.715940875031358,-0.745223315037377,1.36625858067598,-1.04029755381601,-0.0350224218865058,-0.803278657452872,0.310408473923757,-0.58677973794199,0.334398886276816,1.52687504559783,1.14855311884795,-0.314676118216275,-0.618076409226135,-0.272583487895712,-0.259201873720067,0.0856533615188024,-0.41416838047723,-0.523707272250634,-0.269217431870676,0.704988846787715,-0.153741042991487,-0.00307292089087935,-0.428229017371831,-0.789015031703689,-0.391949420331325,-1.24199147823225,-0.401307029607904,-0.654170427198375,-0.255489272046917,0.140868279290496,0.00731937931451219,-0.948824372026869,-0.952315348743353,0.725039075217257,-0.293725140401399,-0.505097371354242,-0.574569218742761,-0.55338952195591,-0.486033217081774,-0.483368422297432,-1.01280355603029,-0.683004934660856,-1.48111843898167,-0.519515732191918,-1.1971690217468,-1.39251207550663,-1.01998549995248,-0.975895446648952,-0.664624219314316,-0.928200218498694,-1.17539227294944,-0.677304155849757
