"","pWR501_0044","SF5M90T_8","SF5M90T_81","SF5M90T_135","SF5M90T_136","SF5M90T_137","SF5M90T_150","SF5M90T_292","SF5M90T_305","SF5M90T_417","SF5M90T_438","SF5M90T_443","SF5M90T_445","SF5M90T_462","SF5M90T_511","SF5M90T_525","SF5M90T_526","SF5M90T_527","SF5M90T_528","SF5M90T_529","SF5M90T_533","SF5M90T_534","SF5M90T_535","SF5M90T_536","SF5M90T_537","SF5M90T_539","SF5M90T_540","SF5M90T_542","SF5M90T_582","SF5M90T_668","SF5M90T_779","SF5M90T_952","SF5M90T_979","SF5M90T_1105","SF5M90T_1114","SF5M90T_1138","SF5M90T_1241","SF5M90T_1345","SF5M90T_1346","SF5M90T_1347","SF5M90T_1348","SF5M90T_1419","SF5M90T_1482","SF5M90T_1641","SF5M90T_1701","SF5M90T_1835","SF5M90T_2105","SF5M90T_2172","SF5M90T_2227","SF5M90T_2453","SF5M90T_2652","SF5M90T_2713","SF5M90T_2869","SF5M90T_2872","SF5M90T_2982","SF5M90T_2983","SF5M90T_3267","SF5M90T_3331","SF5M90T_3338","SF5M90T_3339","SF5M90T_3340","SF5M90T_3547","SF5M90T_3609","SF5M90T_3650","SF5M90T_3712","SF5M90T_3765","SF5M90T_3766","SF5M90T_3767","SF5M90T_3768","SF5M90T_3769","SF5M90T_3907","SF5M90T_4235","SF5M90T_4305","SF5M90T_4306","SF5M90T_4341"
"SHIF_Li_2 (GE) - TPM",1.33289094458259,1.67963917463254,1.04765813778917,1.87514769617371,2.09559879918738,1.95944066032034,1.80733019347611,1.70620106377504,2.07393885211102,0.925034082198704,1.56357678928327,3.08914419798989,2.47959091803868,2.9112570016953,1.47578031050394,1.61113199759897,2.78599853787982,1.98897191533282,3.13876994135519,2.38359398456199,2.52978591210132,2.53529465096964,3.04702044126513,1.95280179272944,2.63027692656663,0.840236802815798,2.96422012942375,1.41987244414358,2.99776760696508,2.12918221320743,1.91396863164547,1.84792949511354,1.20740576152468,1.75262378715929,2.12758887839068,1.59690155276988,1.80887605132132,1.14861358067661,1.34119708728667,1.02097302429028,1.59680855314639,1.19758713415319,1.20119907248487,1.99155707527263,1.20685246006031,1.72822817947225,2.22202935769383,2.71422006042734,1.06639559519754,1.49712677914815,3.68648472546243,-0.395986434638556,1.2759530785956,1.5461006578213,1.93095376385712,2.05405335564046,1.27999022069656,2.62803990901034,2.86412680914383,3.3498520917603,2.25587627110821,-0.599407233179291,1.50724954708471,1.18375601676776,2.99736060397784,1.00340710551335,1.32884311290584,1.73529164664245,1.81625353702382,1.33183812104525,0.0923808184807496,2.35609981725584,-0.0765549190540067,2.00194112227943,-1.0143964775386
"SHIF_Li_3 (GE) - TPM",2.97562483225088,1.1910493444101,1.10290280853663,1.67469831988899,1.77694739854286,1.17234272579587,1.33767610085723,1.06402624340314,1.03184755296578,0.653804317324455,-0.283119295374604,2.37242174099748,1.07846792616872,2.38945334582628,0.633242914194771,0.856939917195004,1.67957348839298,2.40424923236205,1.1176757808673,1.80388601581328,1.71281825821403,1.7226592973497,1.89913931726634,1.56327796549765,2.01944533296917,-0.172376600760485,0.734376446967299,0.233518531307482,2.13024732460591,1.43151130771226,1.24114144163503,1.09167859287845,0.451597656777491,0.743759806003735,2.21493058554055,0.688203968679938,1.26687303262942,0.969148442446551,0.964746013476944,1.00138210653432,1.15010239730401,-0.0387909097737003,0.685183015876091,1.21611545023671,0.702567758659357,-0.241375623192574,1.36130813048906,1.68095908409414,1.39707389101542,2.03733783785446,0.267261305607499,0.921687943675332,0.899041320322429,0.626224005696005,1.59651433012174,1.68634139416711,1.40620654337215,2.08735851944143,1.11141957377232,2.11163841111323,2.28765470765228,-0.735648340339718,0.778343190103425,0.766003763447165,1.87200843587749,0.744016048379425,0.86412147579119,1.171460409251,1.44443239478481,0.981721567248619,-0.0797702142903328,2.5874281514323,1.93544539389173,1.55771097003351,-1.04053288082425
"SHIF_Mig_1 (GE) - TPM",-0.627341077521678,-1.19842444848093,-1.6994772588271,-0.532534956886279,-0.260860425283189,-0.286956628753356,-0.477633397583561,-0.523722898564203,-1.51986914011807,-0.176851954576918,-1.26392484922032,0.614305430449103,-1.08222830260902,-0.287732034973539,-0.886323616540756,-0.933441081846731,-0.667257722366555,-0.551272668666631,0.0118283538785994,-0.600584369410974,-0.549587005096968,-0.690864616992589,-0.526635106181412,-0.613518040361065,-0.623740151342934,2.11912615965405,-0.326722944645726,0.299117745547439,-0.607910107463547,-1.0304191005281,-0.849712832591871,-0.174564401980085,-0.372825104625745,-1.59073023019884,0.168773882539202,-1.29886569537325,-0.781833595163532,-0.545480230387162,-0.536025797329328,-0.517819756336954,-0.580596410730686,-0.86779738492247,-0.413852691481689,0.15183645520901,-1.68165596614817,-1.38629221106862,-0.5930331460384,-0.605429846089911,1.23517176944969,2.07273440553047,0.78245090688621,-0.044209488679588,-1.37996458891519,-1.25305228977798,-0.546401716881436,0.268460640922206,0.684480796184623,1.41101196981781,1.0053276745583,0.794186292073882,1.08071857690637,0.723886050563672,-0.798255590448529,-0.768605021342263,-0.437002833782573,-0.433045862894827,-0.541812545208328,-0.569540857657345,-0.550157044012367,-1.09595780329292,-0.584771291456082,1.46328437586422,-0.234605099324083,-0.464166526496058,-0.813462927308854
"SHIF_Mig_2 (GE) - TPM",-0.627341077521678,-1.13626898877867,-1.50417804949787,-0.584626810569925,-0.755517362302825,-0.522172466343114,-0.540205499113528,-0.563776124848471,-1.5875173469055,-0.157835513360768,-1.13256240730983,0.421665560797186,-1.60309986431971,-0.331737686593072,-0.886323616540756,-1.56364110410208,-0.502603756173733,-0.551272668666631,-0.509603423933665,-0.616374521169433,-0.6137702096143,-0.382077327717296,-0.535852409733122,-0.522770778066971,-0.367588775212309,-0.365945926459097,-0.0649693381931352,0.118756652948831,-0.606429232732415,-0.902511281159821,-1.04542439932662,-0.273920896935254,0.547700501060698,-1.84459687733282,0.82450514218928,-1.29886569537325,-0.604553632375227,-0.564314315487541,-0.54321898144248,-0.529701705588108,-0.555862561156653,-0.657552784476567,-0.517368148440746,0.378865842394084,-1.82186050415522,-1.38629221106862,-0.535470233570564,-0.969907827201514,1.0792321891515,2.00195507961227,-1.56142481496768,-0.283968342994457,-1.25548097777489,-1.15607883885841,-0.566485399888823,0.206395364096471,-0.0822121629644542,0.66058410826957,1.72913837038021,1.11485928731722,1.60414478754499,-0.694359902497261,-1.04296364737615,-1.79929378849672,-0.946687139478953,-0.512520326906778,-0.582160620745422,-0.567052889939676,-0.595003086794805,-0.995539394493897,0.0490830381196086,1.08308821354246,-0.968225703686937,-0.625089508810767,-0.639999537276898
"SHIF_Mig_3 (GE) - TPM",-0.627341077521678,-1.13650291469481,-1.96359208767021,-0.571494157290778,-0.767154699950651,-0.711032922066128,-0.557998020605059,-0.362476342444651,-1.32489229316395,-0.784661281061565,0.128110530399974,0.456213206346228,-1.18832841183571,-0.211081206767257,-0.886323616540756,0.790038940143767,-0.450573530631878,-0.551272668666631,-0.509603423933665,-0.621501658182028,-0.6137702096143,-0.690864616992589,-0.547972039390272,-0.461310733847909,-0.623740151342934,1.61117540186559,-0.332373508853048,-1.35089268948117,-0.594888043792253,-0.902636691503624,-0.588521994185114,-0.228964421065287,-1.40507309399813,-1.88609630189689,0.302820051402135,-1.29886569537325,-0.331935369328832,-0.503312602635469,-0.462560405777436,-0.554350713176307,-0.572085475024686,-0.868886980963056,-0.417687582623738,0.622153314274199,-1.82740421037506,-0.198801086220115,0.00745406717806079,-1.12052767584372,1.74574945865962,0.773328932495819,-1.56142481496768,-0.599221985516142,-1.39455594172423,-1.47970353333411,-0.318409524829627,0.23522062107424,-0.401625297151594,0.746816501298782,1.50795194812627,0.859555979256633,0.113967224563445,-1.15153909068273,-1.0975777486662,-1.39931024362035,-0.502793869607724,-0.501268513269801,-0.593901589451617,-0.589487588324135,-0.583990944633139,-1.09812556968379,-0.154859305180651,1.56621050613476,-1.0632775564635,-0.465566186957722,-0.622903398682475
"SHIF_Nd_1 (GE) - TPM",-0.627341077521678,-1.22849874164257,-0.348411296448854,-0.473179160837387,-0.609560141358189,-0.67024057019327,-0.845077701062096,-0.659458989971728,-0.3769993187428,-0.421254388964476,0.370945224253845,-1.15731523759071,0.75639653724069,-1.16067749516264,-0.48040218340402,-0.836205740674524,-0.427061705443456,-0.499407190313214,-0.509603423933665,-0.533768544582293,-0.589074805472534,-0.424082252018559,-0.521735772978929,-0.554715986120785,-0.568413497473675,-0.185331555701044,-0.46935253514385,1.18856758457038,0.165958469864491,0.421659453465604,0.0670257229188978,-0.778522600287418,-0.911032180857919,-0.461202162038083,-1.48444612416551,1.4878628123886,-0.644195767715893,-0.45404002599952,-0.439363202347557,-0.467352662666712,-0.487040988428339,0.364285533281114,-1.30012213806999,-0.979771964783308,-0.228862826483576,-1.08045092509368,-0.705334003680261,-0.142468159257257,-0.605507273623363,0.15315850996797,-1.1105049936349,0.505202700666754,-0.33249333998274,-0.128645002334905,-0.420848921655474,-0.605451807371836,-0.545862453270737,-0.930928328285879,-0.552405172264118,-0.517679685798646,-0.25837577497572,1.21706748736483,-1.13882056254263,0.847893334931809,-0.894279737651836,-0.472409004950023,-0.530405274463432,-0.504158881306365,-0.546939418745582,-0.475553095762355,-0.227123574417915,-0.723920517027866,-1.30281075022349,-0.570423363859532,1.71115636775837
"SHIF_Nd_2 (GE) - TPM",-0.627341077521678,-1.21925096915221,-0.880986123354849,-0.452093067165454,-0.671638224678768,-0.711032922066128,-0.742207899069876,-0.666425024782779,-0.360186144153335,-0.288712679694788,0.621725814226029,-1.15151770598006,0.749170312996187,-1.34361925347301,-0.378176189875361,-0.653010676839854,-0.348931829441937,-0.551272668666631,-0.509603423933665,-0.562237265767121,-0.56739828253457,-0.544753613691661,-0.51957389125481,-0.490833738586879,-0.534691648540638,-0.484271959998632,0.518226889382955,-0.357458293562873,0.058129171459752,-0.969010374290132,0.0956210394204698,-0.630517938024166,-0.730845649621271,-0.568746383602892,-1.60251785607923,-0.302142962582713,-0.628851304204893,-0.510103507286146,-0.469764133195507,-0.46952207488981,-0.502376398371816,0.0943321227931186,-1.28482846214286,-1.19117234047082,-0.78979645050006,-0.620565398731987,-0.744552233863246,-0.5860828063449,-0.961275676075224,-0.286878840553764,-0.714707710967665,-1.18113349859296,-0.488021184954521,-0.121922669478905,-0.453580882427091,-0.455676262574837,-0.382247050872299,-0.951125997241888,-0.448825617265597,-0.521417832158554,-0.414638575034418,2.04828908984367,-1.17603232596942,0.372202282082594,-1.20336882685244,-0.500842031772956,-0.532340949189474,-0.51689356351134,-0.531605581840757,-0.227473923262338,-0.260496524112924,-0.683059416856184,-1.23872919290108,-0.515688237775004,1.39166840967349
"SHIF_Nd_3 (GE) - TPM",-0.627341077521678,-1.15288987781079,-0.200450852088067,-0.348021245746397,-0.621060941422733,-0.65092462710692,-0.785041635564927,-0.589210792314889,-0.133147115943053,-0.421346016987802,0.814971784883365,-1.09064310491207,1.09003875474211,-1.2434273974291,-0.886323616540756,-1.0276962836699,-0.401964152487293,-0.551272668666631,-0.509603423933665,-0.577360962401296,-0.486408216754082,-0.199478598822934,-0.563150700530018,-0.44022618251564,-0.588800925051643,-0.712273448181637,-0.139863009737673,0.520078463580966,0.214932116348954,-0.8049239139294,-0.00157178532308386,-0.435918247115239,-0.619245704246754,-0.0136215504119414,-1.50632050066153,0.460975739480791,-0.745676027358379,-0.473556829368104,-0.437049622629968,-0.400564994002435,-0.471837240175088,1.12595843611913,-1.0923969028243,-1.00530523055895,-0.496582545480009,1.76834785631479,-0.575869206852636,-0.524463714966667,-0.225422906896164,-0.0640022044612601,-0.398656902345812,-0.994046609156079,-0.655184213208689,0.10000285712832,-0.4957549627309,-0.416180631423587,-0.57608487773638,-0.757578573331257,-0.636306198464798,-0.485490701887909,-0.54046727014262,0.0387078716826388,-1.05238381234245,0.687335112637322,-1.09799174868425,-0.433722875116802,-0.528447091362235,-0.439687944208281,-0.472883225703862,-0.0800487671072084,-0.116298126775235,-0.600475287148075,-0.432427682571965,-0.548521301102672,1.68102398389873
"SHIF_Ns_1 (GE) - TPM",2.79887126898512,1.31931837251629,1.48778522266108,1.03616661520706,0.579965219179874,0.852817773502872,1.23491204264287,2.70497767580073,0.982892005908661,3.27182514719557,1.72489681223559,-0.786522669278208,1.039772978183,-0.284855449780949,3.00411470321877,1.25831719680979,1.30212600380177,2.00518967319119,0.589176558216155,1.3814516250329,1.09375068632343,1.43227520049432,2.06548473391467,0.835665907022114,1.29169803997423,0.943180344036441,1.46330613291341,2.12606923310378,1.27246508441892,2.30716665350897,1.1268276743243,1.36321592223285,2.42791355479941,0.949904505653578,-0.577987089092215,1.97157578017846,0.192669802016234,0.853487699809214,0.86285577068394,1.11419524023703,1.21892024584416,2.24144539543349,2.71339414256119,2.00633990038016,0.455342202741615,0.28870702645164,2.3596297609202,1.11699583716203,1.38207721387991,1.37891435871114,1.52551272070884,3.53991103696449,2.23181859669142,0.637153388865385,1.38719504278537,1.15799410380419,2.72828654505554,-0.516211330071521,1.07997321277206,0.898391780233991,1.35566819470808,-1.67273615700124,2.02424784468523,1.2488164411664,1.48298164718842,1.00860456458476,1.18231695562317,1.4013998294703,1.75461762937343,2.2541745785499,2.45709708419014,1.17826145827815,2.44927791252896,1.18705293211559,-1.24603428776731
"SHIF_Ns_2 (GE) - TPM",1.67513559634876,1.43954476184369,1.53509551718336,0.753038905434323,0.58620574800587,0.623611584745394,2.25931027503786,2.60278850997182,1.28177983558351,2.084736031008,1.73263491429111,-0.743400503290415,1.14868262395432,-0.431332032157352,1.25576361202986,0.867565827142284,0.533916353004758,1.62007446109021,1.39612016752951,1.10226302094861,0.832782574363459,1.3856945373347,1.39223779540937,0.648385744859771,0.769346082556409,0.975747317756811,1.01667518355997,1.99935256664618,1.06286013757143,1.61815198274778,1.63841610255906,2.2255364372587,1.2412858639029,0.886223879625701,-0.965627527070899,-0.878698845338789,0.179847880107653,0.652732849713154,0.761040340788418,0.834916323495331,1.48792868264645,2.41425033022856,1.33109931688272,1.65970790999283,0.747086192001714,1.84161673543319,1.7121150762085,0.638223679431064,0.1969771623925,0.347316556092662,1.29403295156974,0.657208498496654,1.64685630278617,0.622860514045542,0.939302676183634,1.02245296834999,2.38614519494725,-0.593950388780358,1.48721328560247,0.779619992917785,1.10890818316282,-1.1968442330318,1.65787542415712,1.07517225767595,1.72228469897531,1.55234062577839,1.33927593331658,1.56384795533056,2.06404481972994,2.75264713994998,3.14761705380467,-0.0371694592774176,0.188362760581468,0.579746441387283,-1.23325568366274
"SHIF_Ns_3 (GE) - TPM",-0.627341077521678,1.16356866173728,2.06141429997982,0.802922908151233,0.460495010311219,0.0674327300132678,1.53674786959867,2.33667646430634,0.376728183564004,1.26551498869753,2.51114242737861,-0.826757026885952,0.456737413584722,-0.66459064844533,-0.0256070070678876,0.492966073818106,0.758977682075349,2.05148468684159,2.89369806685968,1.13687117525282,0.852426936290638,1.27135819009495,1.03153652251682,0.238489238986488,0.541027686856235,1.66012050281861,-0.299068678774963,1.84625903538892,0.747244183071451,1.53907433119958,1.1651492780914,2.0767369260804,0.499951345556929,0.711440080176581,-0.772936049275099,1.65562662423586,0.1850044723124,0.594373671128684,0.747081524802396,0.518925222695219,1.4910677897158,1.13151018620123,0.828219361855938,0.741896386356451,-0.00452440544854993,1.20773366029493,1.45342177283445,0.66854375213485,0.862132014166871,0.522276732452651,0.470354157118671,0.446635544080627,1.27218293050572,-0.00596000507509694,0.768860091846826,0.559647856987313,1.76468723132476,-0.827369725396498,1.30192314206873,0.777828502780384,1.69165925792713,-1.44732429094847,1.463529245115,1.43113822568272,0.89935545081553,0.91010889419267,0.754902925915206,1.2492786403315,1.34072720767079,1.36523930153622,1.84648318190821,-0.106051158740767,0.33115854982265,0.670638106729767,-1.30559576484614
"SHIF_Oss_1 (GE) - TPM",-0.627341077521678,-0.685715679792232,-0.664012027867842,-0.509361301872091,-0.352246593359448,-0.560780925131647,-0.708639678978822,-0.687674042112196,-1.22882546038421,-0.409179357784217,-0.298321125879773,-0.441271663527495,-0.0279459579875097,-0.763192381614828,-0.565935270913673,0.350208831905044,-0.298750687030147,-0.546724143448341,-0.509603423933665,-0.565693846681752,-0.542300454335432,-0.511004668738854,-0.557608243170077,-0.443341905488277,-0.490654936208558,-0.165720960218996,-0.380189516215166,-0.432226794754333,-0.486343463989213,-0.81560750370871,-0.184420566668627,-0.259966778301351,-0.790375590748609,-0.674360509645199,-0.620894730075152,-0.87990808572262,-0.683592011226269,-0.512381947594771,-0.467491106094437,-0.478521112328908,-0.545547599418595,0.166002823330913,-0.290365104847781,-0.308682300501386,-0.248076544572446,0.0620863515694903,-0.832495714262984,-0.356041769187114,-0.949965422408999,0.335822122318761,-0.582686147082608,-0.0172358635178009,-0.241016463113161,0.115433532309784,-0.472070150382151,-0.708579815534497,-0.744899693864233,-0.908468272002291,-0.656030640262013,-0.601606190391042,-0.617745727893463,-0.83625455409532,-0.97078143643081,0.465163261414391,-1.10860742649748,-0.567669004983593,-0.546782618551793,-0.56799858934134,-0.550051755854145,0.0892510940088743,-0.474371897389003,0.0266688060699557,0.250285230113265,-0.515897834129989,-0.0720035679549002
"SHIF_Oss_2 (GE) - TPM",-0.627341077521678,-0.667148611947962,-0.659330916944237,-0.499449956886946,-0.456355239336025,-0.543394023938619,-0.705921714926636,-0.704240639128826,-0.997298891055283,-0.31506196504663,-0.672370445040379,-0.512290021376146,0.0482671489275287,-0.783516348880281,-0.886323616540756,0.578793960247444,-0.392929424205427,-0.52285338175589,-0.509603423933665,-0.556018132638147,-0.573175243650737,-0.47159262285481,-0.560958456393624,-0.524912683059862,-0.536040840289547,-0.452629426862973,0.0797820187906173,-1.02476513212886,-0.47965849959145,-0.967712262524299,-0.145625356558522,-0.449999198983623,-0.97833913586478,-0.71417553948918,-0.591243579693649,0.00996255309053733,-0.644313789568507,-0.518541829613551,-0.450087347775049,-0.466542871799553,-0.540945556839994,0.196223223684192,0.311253734134284,-0.409931494906214,-0.185758767404869,0.121958052004412,-0.847495404079036,-0.436331430085478,-0.752894674595437,0.152614885231362,-0.264265201309051,-0.85031631874421,0.319717729318993,0.13630468362289,-0.457771005210242,-0.702827623572045,-0.667326220055564,-0.752289942454119,-0.61460518213309,-0.60291258546625,-0.566482730616431,-0.0859335816735931,-0.884460225342883,0.665011060670637,-1.03003040889613,-0.558608213696754,-0.550592500483936,-0.576538219108824,-0.546502905484675,0.230909600546353,-0.481847503158505,0.0219950131853985,0.952427945897671,-0.443631016720386,-0.162874796558101
"SHIF_Oss_3 (GE) - TPM",1.14214792396132,-0.68738492821023,-0.558995751542118,-0.532450459194394,-0.302605173756673,-0.523540290549109,-0.591615012782847,-0.634754409345472,-1.16347035432267,-0.70147554045144,-0.656979305424711,-0.54138932692881,0.244932579723145,-0.766264484634012,-0.264415552904753,0.479602036514321,-0.346522242144022,-0.551272668666631,-0.509603423933665,-0.560528128866976,-0.538099058875835,-0.563135078018142,-0.51154234436764,-0.493398008202596,-0.575302780570541,-1.63834567389081,-0.214064111723646,-1.35089268948117,-0.485171455234394,-0.86877667247828,-0.554081300920837,-0.475855908163015,-0.806361766379819,-0.942920739991014,-0.803355475715978,-0.0790033634790876,-0.750230958849796,-0.490633316918048,-0.498385965832333,-0.487150242128634,-0.542972093226199,-0.581717402098447,-0.337394068877205,-0.467249472342549,-0.700565084827668,-0.917715914064495,-0.887046177089634,-0.397692097967083,-1.3146589360696,0.424813782062746,-0.525150365894855,0.025131550234332,0.0176410025225779,-0.549030952698755,-0.445822561176991,-0.705882150761283,-0.686785396440103,-0.956884938266197,-0.574953947105755,-0.590327855356959,-0.640470900534941,0.215009400905701,-0.628330360506127,0.0147419289298025,-1.13217635924483,-0.575308271422083,-0.528976252761649,-0.567332704307,-0.546336906350305,0.0867988938723253,-0.653366061710963,-0.291123959023672,0.391984307919788,-0.483802289097536,0.0206736565148097
"SHIF_Oxs_1 (GE) - TPM",-0.627341077521678,1.50236871014319,0.569403552427711,2.06289682309762,1.82185943356908,2.38914324394961,1.91422497392932,0.55706788756167,1.58286728729651,1.43469823748246,0.771502731615094,1.42599481358122,1.33634082771136,1.42865318654811,-0.151809205945007,1.58083789082581,1.36343478871585,0.376804785927482,0.458494538982165,1.62989021611277,1.91100619732282,0.988676690480101,0.695305141679107,1.68004169925562,1.39283223170297,1.07159886159723,1.40828719435814,1.04241497912088,0.755904309947997,0.66859264319253,1.67233748357573,1.21931063655879,1.32530423151263,1.54913640912324,1.90961484828834,0.862241019418783,2.72948123640212,2.02227042780557,2.44366603767507,2.1181227046902,1.74345988595051,0.830132840185943,1.09331806011075,0.817279318689659,2.0531047778872,1.01185890702972,0.860908285427501,1.73260336252033,1.69330136210287,0.0309107862484217,0.274437817228214,-0.455979320437227,0.905913920881719,2.01046241827087,1.6683753129682,1.54496509116392,0.593307580247649,1.50633604864114,0.196631566521788,0.392696966669469,0.242964902979855,-1.14244679659799,1.4563003934768,1.49932353981724,0.454307865118476,2.54341816200307,2.25733118916024,1.82708916990287,1.55003085896407,0.64980173803144,1.35122837418263,0.0224421815204589,1.58906536557268,2.16613939720622,-1.21336077851562
"SHIF_Oxs_2 (GE) - TPM",1.12819291021022,0.947226080625084,1.10742313586985,2.2479633693735,2.0166652784644,1.86081250481594,1.06598401189049,0.490082495718295,1.72630447951749,1.46690955363011,0.760200017126916,1.12626748657145,1.32998241927368,1.99723041352062,1.76947365838468,0.599698331122894,1.50229697806854,0.507870356246736,0.206381271774216,1.70300471156075,2.00812065997415,1.54054811291685,0.870130376092712,1.96294412909226,1.56225689470229,1.8602163222823,0.619682068325296,1.38676845083515,1.01989230314627,1.14992762582681,1.51062614269414,1.82110155703773,1.51447506310011,1.60237198739401,1.41866922669429,0.12185309105288,1.71857042832525,2.80274305177902,2.54818222746808,2.40037310864255,2.21565472629914,2.33195651431785,0.986976598198984,1.22313663089833,1.97602701329214,1.3423564700289,1.46068130274061,1.52405882706895,1.85172478459204,0.478684608384656,0.986479910453282,1.02516006989451,1.08055039640095,2.38856165003786,2.26576347521906,2.18788537465513,0.124027429625323,1.51452859580073,0.0216004145098696,0.616368912152587,0.135614728943782,-1.262605598738,0.787141978284798,1.43136891636458,1.07127493913565,2.86418242934176,2.73096834267602,2.08778047969486,1.3159031795845,0.774643916237688,1.93738933436204,-0.0778981029864773,-0.195143910581521,1.79520754312626,-1.43720004568745
"SHIF_Oxs_3 (GE) - TPM",0.78250526344276,1.02844153144469,1.59914764232439,2.47473307884374,3.1239238848482,3.38348475125403,1.67595688837205,0.49530742255072,1.41562687759354,0.538293210434911,1.75839956670867,0.986833951201034,1.47468833900611,1.62260695913265,1.54616701688102,2.12954286933662,2.55118537724543,0.933683133098128,2.49606755848784,2.22946874140723,1.79102831425134,1.48236487657481,1.00114718651986,3.64431323976871,2.55752123653276,2.05877988617109,2.07611513494899,1.74021400277147,1.22996565201795,0.910858409543905,2.27567466181297,1.69562743163264,1.85759084163065,2.14194550681259,1.21827796676451,2.67720926547584,3.49431139098377,3.26120821150672,3.21141612375354,3.47783086417282,2.87129197379145,1.77552578174744,2.12668227345992,0.530813977311541,2.54497956941889,1.6683057272217,1.47916875457048,2.07740161683891,1.77783348836118,0.587588265591566,0.521477998076623,0.712504070338644,0.953663806331675,2.67966801476696,2.71630688553674,2.46204864187553,1.42030747764274,2.29887986977377,-0.0610582044994411,0.305421550210644,-0.0597183464934462,-1.39429536044836,1.04939505503756,1.98446123494631,0.742590464748047,2.39859088343666,2.7396105381821,2.7065574716709,2.23735144619954,1.47441908851451,1.83244512229714,0.186753712628706,1.55593775518212,2.70335055071199,-1.3316931366228
"SHIF_Sp_1 (GE) - TPM",-0.627341077521678,-1.23259876770514,-0.881497707456885,-0.551542552753592,-0.51020156877769,-0.659077112554475,-0.891916676229797,-0.708397642729322,-1.04277611488115,-0.828975198771872,0.380837410652088,-0.558354352808916,-1.25909360252998,-0.778740655169943,-0.369315508897042,-1.40922288833386,-0.669925799197872,-0.551272668666631,-0.509603423933665,-0.572393686468887,-0.440774951983015,-0.648390681645237,-0.425002366047051,-0.438765034648411,-0.412337207590231,-0.944893406087728,-1.26621197120717,-0.137984127770567,-0.365272095495531,-1.25122975136338,0.936341485310287,-1.24629581249241,-1.41485272183569,0.116773575657701,-0.783354933765959,-1.29886569537325,-0.450050618373286,-0.512170367303173,-0.445961963658621,-0.445078034796167,-0.503075164650537,-0.895122524056802,-1.28350284635952,-0.321980019973621,0.00340788161279347,-1.38629221106862,-0.917041937670693,0.209224957898836,-0.0830002568049966,-1.05178921511025,-0.843523564584422,-0.893986101449161,-1.4517377851043,-1.04850366630615,-0.583819115355486,-0.509677866594704,-0.0426896577052985,-0.893990587611814,-0.63837111182472,-0.568395400717919,-0.408415988910563,1.81459869317512,-1.14667983017006,-1.28055031785047,-0.475188416341036,-0.529816245693369,-0.547140325028085,-0.49054529682747,-0.555407395774375,-0.509054742452124,-0.587377750561834,-1.13737204965194,-0.584989636935111,-0.0983953766993922,0.0182351345527983
"SHIF_Sp_2 (GE) - TPM",-0.627341077521678,-1.34249096074691,-0.833726758647946,-0.164025866322063,-0.358889801639325,-0.616606160817395,-0.883526107197866,-0.68060119018837,-1.39273087529022,-1.03490584872875,-0.40494009269089,-0.611287664996035,-0.871256542560022,-1.00041949382623,-0.886323616540756,-0.721701839959572,-0.44284170172505,-0.551272668666631,-0.509603423933665,-0.542241049390299,-0.27077840951693,-0.38208866341769,-0.34809700681457,-0.11442642028996,-0.349302323549683,-0.659292897722028,-0.0650301715800877,-0.248696146283777,-0.347056729165484,-1.0741340118302,-1.04545636088678,-1.18263824746567,-1.6535580010656,-1.08099362988463,-0.860716052831063,-0.377328286425724,-0.211421024793626,-0.43608786963036,-0.465073678918419,-0.407173534688503,-0.397007749184201,-0.857276494552617,-0.65797436656261,-0.188454716329679,-0.489451915412627,-1.38629221106862,-0.945182598848434,-0.374961255030026,0.0743221608723061,-1.41895312729099,-1.0395267583944,-1.26082640900874,-1.39018465273734,-1.08342648766274,-0.566491407566387,-0.433012935469979,-0.0822387572750387,-0.700839423624245,-0.593565388372388,-0.591134516952667,-0.474550948237729,-0.833326534205728,-1.11345342178102,-1.39271188660467,-1.00132746979993,-0.48066832635818,-0.509406524604872,-0.422178426667178,-0.523479250215652,-0.426073496566721,-0.681721787657993,-0.989008755010914,0.798812707073316,0.370263871786754,0.776289142496216
