"","ETEC_RS00485","ETEC_RS02915","ETEC_RS03515","ETEC_RS04210","ETEC_RS05000","ETEC_RS05285","ETEC_RS05850","ETEC_RS06215","ETEC_RS10195","ETEC_RS10450","ETEC_RS10455","ETEC_RS28070","ETEC_RS10780","ETEC_RS10995","ETEC_RS13860","ETEC_RS13885","ETEC_RS15885","ETEC_RS16035","ETEC_RS16630","ETEC_RS17630","ETEC_RS18865","ETEC_RS19600","ETEC_RS19615","ETEC_RS20160","ETEC_RS28885","ETEC_RS21365","ETEC_RS21960","ETEC_RS23950","ETEC_RS24040","ETEC_RS24895","ETEC_RS25035","ETEC_RS25970","ETEC_RS30335","ETEC_RS30340"
"ETEC_Li_2 (GE) - TPM",-1.71113702213245,0.39912452154348,-1.25138346559502,-0.708746243852302,-0.587393389660385,-0.813514251163083,-0.789699138094454,-1.04260292901948,-0.704174368391156,-0.738883170060056,-1.08091305556287,-0.502752949118868,1.32457776423546,-0.458814468781383,-1.20104403665839,0.135188009686803,-0.298119526336659,-0.265210690853941,-0.678995619061031,-0.7596860274093,-0.365809946043321,-0.466316025314613,-1.12997751118843,0.567774230656598,-1.03695258727259,1.53157589118535,-0.38626046896972,-0.722040280738328,-0.650989498825513,-0.723472335588118,-0.835516091844846,-0.985662071098418,0.611029452829054,0.414825239011454
"ETEC_Li_3 (GE) - TPM",-1.233305737381,0.0227836376591315,-1.63849820568297,-0.991667534181588,-0.754687698185061,-0.935651851452652,-0.789699138094454,-0.947265863819506,-0.915058104081095,-0.929078644023979,-1.21068843337458,1.27190991292236,0.926942856036164,-0.33119776923016,-0.941924059320489,0.19573725170656,-0.298119526336659,-0.265210690853941,-1.24257007983274,-0.986955057437236,-0.526539111768024,-0.633222710730283,-1.20480614336376,-0.514307742294285,-0.769595899026986,1.28952905326978,-0.531278638900886,-0.207105155878345,-0.868647451644915,-0.828733631766888,-0.860892947357368,-0.971388850201091,0.692117533248183,0.465131464349168
"ETEC_Mig_1 (GE) - TPM",0.011509670563799,-0.299669617585328,-0.311955793464015,-0.878477183588079,-0.45910986916758,1.19806023791617,0.6215590611422,0.0949890229832105,-0.456604646988511,-0.695786559202908,0.179769626422691,-0.502752949118868,0.610312968290357,-0.312598894334047,-0.61245285575513,-0.676372421127468,-0.298119526336659,-0.265210690853941,0.101457158701569,-0.981071336136724,0.654070445024795,-0.0331707806181593,0.816770978799686,-0.274715832053209,0.39026723824207,-0.354344740576717,-0.123367664340626,-0.111586194451367,0.518320159920657,0.123839478730904,-0.126877584650115,0.525682508147012,-0.576197693961839,-0.732713392140664
"ETEC_Mig_2 (GE) - TPM",-0.442530234891085,-0.970824125943824,0.477490734468655,-0.717642202058839,-0.298911157986693,-0.00896537822287864,0.384297735356602,0.795200043408272,0.35404798302811,-0.366428380233396,0.377347227442474,2.47569204872799,-0.042806799851541,-0.270306108588952,0.256476054267525,-0.159605987239162,-0.298119526336659,-0.265210690853941,1.15018675181649,-0.8532688364929,0.312703931302888,-0.546855705180185,0.125407677298233,0.221222571325968,-0.288306484466456,-1.03389183892311,0.0327578222133512,0.00265145003110806,0.491249548734193,0.484820349477593,0.103705475078951,0.986350154080849,-0.455800405704445,-0.764883513879338
"ETEC_Mig_3 (GE) - TPM",0.0869029154092865,0.116336999922678,-0.778926167959026,-0.78200103587455,1.88434338482378,-0.185330993306309,-0.789699138094454,0.523357939207842,1.08810157108054,-0.197019839748609,0.0971159650340762,-0.502752949118868,-0.322525816748043,0.226762702164585,-0.0754680037172462,-0.624477500000316,-0.298119526336659,-0.265210690853941,0.831645687016454,-1.35742226743766,0.363742397593272,0.250531417582956,0.287719570066985,1.39040482833713,-0.138398541878953,-1.11965946356,-0.117253399670822,-0.0709758459634921,1.44972716220323,-0.193406985935407,0.143505436284329,0.692537755798451,-0.6910370430609,-0.426624938153121
"ETEC_Nd_1 (GE) - TPM",1.35568310507479,2.18172555747012,1.3134637412716,1.81016045825633,1.57665550190124,2.46999472941149,2.95380497558294,3.05003428870533,0.464307984162981,1.49670490062183,2.02653732768298,2.34644231378685,-0.95254039086538,1.13308389952403,2.05618610019589,-0.712983620552913,-0.298119526336659,2.8546859224632,1.76030873635048,0.602692771079344,3.09419962485896,2.65337151294286,2.27900575374383,1.63136591063989,2.01314437782537,-1.30811814821099,2.18343600996445,0.137330035274822,2.00559963127178,2.58398782576736,1.06066009060666,1.5431889086789,-1.11510772281687,-0.751051363388103
"ETEC_Nd_2 (GE) - TPM",0.937270167837304,2.56907599886304,0.761849361373745,1.40768865934811,2.33999566974352,2.10291518392486,-0.789699138094454,2.24231027527926,0.665131600501935,1.58324623485666,2.23036991765191,-0.502752949118868,-1.03448927201336,1.59116298877251,1.37365310434481,-0.132314298133134,-0.298119526336659,-0.265210690853941,2.60212661282791,1.20367225591648,2.46215623812357,2.03758865096709,1.94968408597182,2.14543883242193,0.811486519223318,-0.328034420831949,1.41826033373839,4.1417450148968,1.3967011926992,2.21355119454887,1.568506536065,1.72222479869117,-1.03925287240286,-0.879703694983399
"ETEC_Nd_3 (GE) - TPM",1.67796510809413,0.241390139428191,0.594931708002235,2.35235378966716,1.78459170728472,2.22443664574377,0.128078731696996,1.81481705532393,0.881347702818475,1.63806411338062,2.40293240723392,-0.502752949118868,-1.73367722565974,2.36703427909755,3.04180561032417,-0.85407910569042,4.59100888287362,-0.265210690853941,1.0762997090004,1.49167452793289,1.37276801143793,1.18998848008389,1.80976031695255,0.29153357837189,0.913350133326256,-0.932608927577698,1.32080255771878,-0.0238182568510318,0.919350819883408,1.71646334790553,1.52796743896575,3.01696564613147,-0.557012148039494,-0.372448133078262
"ETEC_Ns_1 (GE) - TPM",-0.802642609642291,-0.320987670057918,-0.844851280123457,-1.36946313361071,-1.11832777087604,-1.18095063705781,0.609361623090643,-0.492641169156878,-0.995809481052552,-0.750974061766404,-1.22081085589757,-0.502752949118868,0.342197574249553,-0.54355633657186,-1.17587419951337,0.637672562663116,-0.298119526336659,-0.265210690853941,-0.560081411069957,-0.218367090602715,-0.905106924844364,-1.24481930123347,-1.53028166748521,-1.34290870564327,-1.11962771469796,2.04489011156345,-0.101196690781647,-0.293521669688949,-0.387903346224294,-0.977352625942671,-0.339390600719826,-0.56689949177273,2.21009669502384,2.24661741603518
"ETEC_Ns_2 (GE) - TPM",-1.35843539146182,-0.397449774999909,-0.455164024218002,-0.942436882323461,-1.24649449653863,-1.07372186947293,0.449443117702507,-0.35771020976242,-1.19202616385457,-0.642321564593402,-1.09505370120377,-0.502752949118868,0.131709271978293,-0.585541098457591,-1.04158144989879,1.01950891765188,-0.298119526336659,-0.265210690853941,-0.547778260543571,-1.08507591614674,-0.910184897769666,-1.0466207501815,-1.38228630930892,0.474966123945991,-1.45227809607082,1.44924315323302,-0.0810647285675221,-0.545462130089092,-0.794410448090197,-1.12983450276582,0.0734953195083902,-0.512045187268326,1.77677428346054,1.63232876820056
"ETEC_Ns_3 (GE) - TPM",-0.968025754377626,-1.04657131687443,-1.12293556926538,-0.925998258777915,-0.511923700394441,-0.960043867566863,-0.789699138094454,-0.167194450967677,-0.908058870005443,-0.828500309712241,-1.31703345337876,-0.502752949118868,0.552257459324496,-0.654598692145001,-1.24666514566181,1.30112306254243,-0.298119526336659,-0.265210690853941,-1.49250757838169,-0.89872030347342,-1.03616244343287,-1.2018816697727,-1.38552893730529,-0.923996560973941,-1.4658546304936,1.22321620477644,-0.580160213297397,-0.725665827628611,-0.730846933477806,-1.17791668634222,-0.446745226285594,-0.913317103793199,1.15616798968499,1.27158868604656
"ETEC_Oss_1 (GE) - TPM",-0.408872844628048,1.67752218920608,0.568415812505842,-0.752446594926701,0.866440743436614,-0.0415883834674972,1.37770996736904,1.00368807580621,2.01479212183082,-0.973799165798702,-0.590130688821045,0.343207737294628,-1.75787216911795,1.56938961317514,0.680236789805368,-1.69759177826417,0.590040869252035,-0.265210690853941,-0.0113588220914484,0.710432111449778,2.11912669934159,2.46366040287278,0.72923888313629,1.95646087052917,0.256947362869721,-1.30587798208356,2.21128208017833,1.23199205983406,-0.325642342546449,1.17673093549811,-0.605492721537402,1.03631396133914,-0.662440485132781,-0.676470016515003
"ETEC_Oss_2 (GE) - TPM",-0.393856090749106,1.93396653591694,1.79912775323808,0.273397809217817,0.402466616892149,0.14936659488216,0.734924113664944,0.365449684494042,1.50355057424986,3.07262456297994,-0.0795677309930873,-0.0729764404895536,-0.486732697207891,1.81683017435411,0.133095251026254,-0.943478283168266,-0.298119526336659,-0.265210690853941,0.550374452257992,0.480960570961113,1.00747488849815,1.60813303639888,0.870503039201581,0.743515116896231,-0.0429487887811703,-1.26413887779781,2.04912827365066,0.433022891608841,0.372627898163302,0.856350017019834,0.410817901314121,0.934618708552166,-0.377241409174939,-0.706530373260566
"ETEC_Oss_3 (GE) - TPM",0.255455807844966,1.46215904773457,1.18165982528254,0.463051475118862,0.44928698945177,-0.300815505761182,0.419958068032705,1.32474843167761,1.9648890752279,-0.313528567477676,0.0814429039026311,-0.502752949118868,-1.53101633267775,1.07613553049617,0.540059295631495,-0.485340459350121,-0.298119526336659,-0.265210690853941,-1.24909375296529,0.583322060960591,1.13018088162296,1.38766367837226,0.609269904823026,2.54164388173922,0.305662388484921,-1.68936118312732,1.69318941244043,1.83173358293236,0.205279086920336,0.989240386316276,0.588812621281688,0.384155098782971,-0.47897346898666,-0.728480081330563
"ETEC_Oxs_1 (GE) - TPM",0.713975336048792,-0.61092000457217,1.495975321887,0.638932238168791,-0.715513573989381,-0.795029995071954,-0.789699138094454,0.183689819252002,0.619476405597608,-0.776570738510938,-0.400766579491272,-0.502752949118868,1.18659351203581,-0.505601746277473,-0.801572157755349,-0.0661596321614408,-0.298119526336659,-0.265210690853941,-1.05962987432904,-0.177537459964872,-0.470285928804358,-0.0416761108813415,-0.965653085569555,1.23057837112517,1.90015602887726,-0.166908241413399,-0.656118229166663,-0.700804914846732,0.0945114417949472,-0.5693597657907,-0.0227455218159292,-0.201944936010108,-0.329591282430571,-0.34609849913872
"ETEC_Oxs_2 (GE) - TPM",1.49788292389931,-0.474299005541459,0.191863104915352,0.521309959400338,-0.333586878627886,-1.23709473563257,0.409241591777421,-0.151634257647602,-0.597958496973882,-0.89245837157666,-0.608110197295223,-0.502752949118868,0.295114849449766,-0.207508805541934,-1.19423757684031,0.637110554222211,-0.298119526336659,-0.265210690853941,-0.599532788014746,1.09859203056266,-0.464047835173148,-0.387194408950772,-0.961399289668309,0.303151061441959,1.31241195299546,-0.142208274801593,-1.01282921532185,-0.713495385740801,0.00388656643825828,-0.780067174776624,-0.751102709335378,0.0392995340029057,-0.479413042237771,-0.0244296644975907
"ETEC_Oxs_3 (GE) - TPM",0.690451810289855,0.871720910901933,-0.497682313235274,0.839154880464389,-0.917291841543782,-1.30541037881372,-0.789699138094454,-0.403371706826127,-0.478606061608352,-0.550473385355521,-0.66613584796419,0.882363855298438,0.894225395782264,-0.68685753590559,-1.08354356981231,0.917820715451092,-0.298119526336659,-0.265210690853941,-0.861948401738928,0.964891255746638,-0.749818590254082,-0.455292247054678,-1.46914347962776,-0.57591431664625,0.466771127682865,1.465173306106,-1.17231287888423,1.13594898552289,-0.100628402653404,-0.818935672437999,1.02208249298555,-0.387259353035146,-0.680453553259069,-0.221405400064207
"ETEC_Sp_1 (GE) - TPM",-1.72168784368927,0.0551984504832977,0.874507165135435,-0.819063474259302,-1.02225154035978,-0.530427766074042,1.55837531908891,-1.01634217897408,-0.866153906927007,0.0561519698235713,-0.157436935757919,-0.502752949118868,1.37513517315245,-0.996794585724023,-0.290837031704255,1.94164544379315,-0.298119526336659,-0.265210690853941,-0.962228985123554,-1.0144790461423,0.140616149586058,-0.29140807956345,0.362297701991199,-1.33929361590316,-1.4380263238115,0.881562416185707,-1.20956904495673,-0.577644031634093,-1.3050039132133,-0.720910548280686,-1.1187386368874,-0.565080962211714,1.7184625420914,1.7605962656947
"ETEC_Sp_2 (GE) - TPM",-1.23340254547895,-0.685337357389257,-0.525820062099241,-0.415217579916696,-1.48633864119255,-0.103757534112965,-0.789699138094454,-1.11347022283993,-0.106450182450236,0.199536617606482,-0.168347990066342,-0.502752949118868,0.1663551064014,-1.26150421853305,-0.423821966534442,-0.810246369927493,-0.298119526336659,-0.265210690853941,-0.513799471198111,-0.743765820324407,0.55965766540894,-0.171664135568181,-0.178095888320296,-0.935479801352427,-1.35032147666871,0.356338682088582,-0.965178793836134,0.254465907624469,-1.25443243940857,-0.52107425935895,-1.18901207997332,-0.561502482545758,1.1389283356464,1.3142482473624
"ETEC_Sp_3 (GE) - TPM",-0.812070417861023,0.697074479954727,1.01225127817728,-1.25269843950144,-0.461344191871271,0.983821847805145,-0.789699138094454,-0.429172747653437,-0.0725898975185135,-0.424277657989958,-0.0203063045558897,-0.502752949118868,0.348705183250644,-0.657083457948592,-0.657129201343648,-0.511518081865957,-0.298119526336659,-0.265210690853941,0.967760438317926,-0.679726346969295,0.562850366234687,0.279679146331457,1.10953414622017,-0.700779417614354,-0.0510127774051551,-0.103880614240456,0.196981333406629,-1.15797940876937,-0.228699433261194,-0.657507152363844,-1.50489747872639,-0.773298774896934,0.727474426065775,0.234594594714594
"ETEC_Tm_1 (GE) - TPM",-0.328700218122197,0.0271988627498703,-0.181604484668456,-0.480416073972589,0.965919151733087,0.972705401080399,1.3562443309039,-0.992760025933429,-1.27066298310476,-0.00299792823334685,-0.408799412940407,0.858318518465694,1.51048609088082,0.535674764517755,0.861328343366393,-0.262660850684854,-0.298119526336659,-0.265210690853941,0.128881508498124,0.75969578698946,-0.554475761127554,-0.41849185965145,0.0505783310540459,-0.3862547408058,0.149552263455663,0.934945954113111,-0.156487978026061,-0.89279043472304,-0.970680926519791,0.213960314901435,-0.142962125039963,-0.278643321886396,-0.553549172386334,-0.522380448656385
"ETEC_Tm_2 (GE) - TPM",0.417064874151448,-0.481990793685877,-0.93476580212712,-0.560022563843778,0.652595195454158,0.527430749858196,-0.789699138094454,-0.772738546586841,-1.27056915983168,-0.237736859267944,-0.368100564820254,-0.502752949118868,0.894362281178074,0.792258137466199,1.19337055613332,-0.0500714026546015,-0.298119526336659,-0.265210690853941,0.729656841327407,0.416836101534894,-0.485305264159558,-0.523987348878169,-0.113347976828751,-0.38386340990629,0.839922240767596,0.664995554899612,-0.141899124957932,-0.459568128213812,-1.12614793546429,0.0299381858437289,-0.00462861440211198,0.202122462909669,-0.212368378283268,-0.223047848847779
"ETEC_Tm_3 (GE) - TPM",0.604313435998481,-0.226988713135223,-0.81948665107159,-0.564011539192929,0.146053384577907,0.0392116849027891,-0.284362216806171,-1.09192592367221,-1.1672635082372,-0.531082695646996,-0.303393653137222,-0.502752949118868,1.92282054101773,0.82924787318866,0.475509451627045,0.540088923404034,-0.298119526336659,-0.265210690853941,-0.344666136110467,0.335850878536942,-0.519282842663742,-0.782773345705417,-0.117633270024472,-0.56849616191295,1.02096766040604,1.68781831504556,-0.502346018713777,-0.595947820119576,-1.07522675846572,-0.296536953665383,-0.402533963296289,-0.0431632609680595,-0.227888799828931,-0.295287637110832
"ETEC_Vic_1 (GE) - TPM",-1.05065840299793,-1.18448674613318,-0.0814008262529365,-0.341828433434781,-1.18299804848686,0.23204275807357,-0.789699138094454,-0.699681001661038,0.329049855226663,-0.794599671438697,-0.610381077149609,-0.502752949118868,0.545739648970506,-0.975661208594339,-1.0312515144402,1.03528450280809,-0.298119526336659,-0.265210690853941,-0.232565578971261,-0.554640151710023,-0.651606825393993,-0.974634003359529,-0.213094122462569,-0.416649564236865,-0.33596812323593,-0.301460488809477,-0.44911206083119,-1.15797940876937,-0.723327302631902,-0.846563374859192,0.0976144627736357,-0.486048168062077,1.42182093767114,1.27270900028861
"ETEC_Vic_2 (GE) - TPM",-1.38793528364142,-1.60686839011437,-0.34575393720534,-0.471080037144845,-0.393814521477547,-0.829070968025749,-0.789699138094454,-0.62518183751551,-0.860741244617776,-0.431101104444891,-0.472272952127756,-0.502752949118868,-0.870168240894833,-0.606374600768183,0.122301977354494,-0.337540026698942,-0.298119526336659,-0.265210690853941,-1.19080530250954,-0.748444526428699,-0.677020007322568,-1.17499153567346,-0.534965742572889,-1.52998245386018,-1.24269651686625,-0.0941890904430551,-0.553194055971101,-1.15797940876937,-1.09704512879749,-1.2844007203204,-1.16486549050912,-1.33698041066631,0.997856680139491,1.28255172658536
"ETEC_Vic_3 (GE) - TPM",-0.462079225132248,-0.801994926070951,0.126567276176641,-0.400254590603927,-1.33295119299556,-1.03295060975401,-0.789699138094454,-0.731746236312861,-0.306452282889144,-0.461963777524889,-0.0619974747294938,-0.502752949118868,0.101105269049528,-0.910453131874117,0.529283711407644,2.85429487820147,-0.298119526336659,-0.265210690853941,-1.40734273213543,-0.424672666125338,-0.548745343544257,-0.827844460355284,-0.452220694445932,-1.04415308877223,-0.515379583932255,-0.906754740922012,-0.74113701582949,0.111792408656591,-1.15298829229726,-0.479983916194909,-1.72999220874764,-1.47098819190272,1.57520530289525,1.32670462772663
