"","ETEC_RS01070","ETEC_RS01090","ETEC_RS01970","ETEC_RS02325","ETEC_RS02615","ETEC_RS03375","ETEC_RS03600","ETEC_RS03810","ETEC_RS04160","ETEC_RS04380","ETEC_RS04460","ETEC_RS04860","ETEC_RS06165","ETEC_RS07250","ETEC_RS07705","ETEC_RS08075","ETEC_RS08135","ETEC_RS08155","ETEC_RS08300","ETEC_RS08755","ETEC_RS09505","ETEC_RS09625","ETEC_RS09825","ETEC_RS09855","ETEC_RS09970","ETEC_RS10325","ETEC_RS10335","ETEC_RS11555","ETEC_RS11980","ETEC_RS12165","ETEC_RS12235","ETEC_RS12280","ETEC_RS13280","ETEC_RS13645","ETEC_RS13895","ETEC_RS13925","ETEC_RS14370","ETEC_RS15790","ETEC_RS15890","ETEC_RS16340","ETEC_RS16930","ETEC_RS17425","ETEC_RS18165","ETEC_RS18610","ETEC_RS19235","ETEC_RS19735","ETEC_RS20440","ETEC_RS20805","ETEC_RS20900","ETEC_RS21130","ETEC_RS21305","ETEC_RS21495","ETEC_RS21890","ETEC_RS22095","ETEC_RS22700","ETEC_RS22985","ETEC_RS23005","ETEC_RS23125","ETEC_RS24105","ETEC_RS24355","ETEC_RS24665","ETEC_RS24860","ETEC_RS24885","ETEC_RS25300","ETEC_RS25320","ETEC_RS25965","ETEC_RS26115","ETEC_RS26480","ETEC_RS26545","ETEC_RS26550","ETEC_RS26565"
"ETEC_Li_2 (GE) - TPM",0.0414031059528552,-1.0274830028388,-0.860839905666864,-0.544785511088103,-0.545594280228278,-0.684216195937973,-0.832855959733075,1.11597597386823,-0.348816058154264,-0.937527068455535,-0.827881894047788,-0.91133710613074,-0.490056465469464,-0.85802514810867,-0.546379402554255,-0.982551275879813,-0.543208939396833,-0.811902451646574,-1.2852642480847,-0.576287890465277,-0.957363680222427,-0.874449739757712,0.113950666447404,1.36241472549326,-0.820923231900403,1.03709641666029,0.75927162558495,-0.0338198929941245,-0.530134347453293,-1.01206583359317,0.512556895166642,1.72472333581906,-0.484706293367848,2.49212848509464,-1.48550158722103,-0.347140373815819,-0.596658551436225,-1.11969555611428,1.01048460854791,1.634581226441,1.15886274691897,-0.899169342933532,-0.183576474701409,-0.664818473878235,-0.813769884995879,-0.755683619079488,-0.72817887121968,-1.0130287053114,-0.40318023377805,-0.931167254794192,-0.170033363773719,-0.538872482361461,-0.970271943170897,0.0755846614894666,-0.861369959470765,-1.19654371700614,0.902390584740347,-0.260572743646919,-0.784223779453879,-0.906096614850695,-0.485866082765717,-0.874395059313066,-0.780949549867803,1.95722220927569,-0.975760772279156,-0.703179855380056,-0.834483509253355,-0.822969316329402,-1.39583897919878,-0.798905750840212,-0.0488026446315627
"ETEC_Li_3 (GE) - TPM",-0.237153643932034,-1.00520332619842,-0.379677778523275,-0.52284837017578,-0.400711746492697,-0.661161356177161,-0.920037920812091,0.902482403899186,-0.825111453667632,-1.09817882048679,-0.299663742561265,-0.627778710791329,-0.627765936388772,-0.712510219685776,-0.370651020234922,-0.649329501519968,-0.476377628949157,-0.832901478187198,-1.08533883231451,-0.405290489559195,-1.02672204743942,-0.77650466855654,0.985840816773822,0.702046305235818,-0.774528209077822,0.0799447910271822,-0.137394781033612,-0.822600489542271,-1.05385738959806,-1.13655885252318,0.522652859659758,0.564487264372722,-0.237781419055828,0.712567633411327,-1.06275984573937,-0.347140373815819,-0.507778813041635,-1.15258933044038,0.573286300236964,0.774161086180843,0.661528547701774,-0.846170437410026,-0.078854260517479,-0.777182444179364,-0.778294200928082,-0.6228345941452,-0.992635643941532,-0.680789717230931,-0.186870122888499,-0.737267488532949,-0.784328866177263,-0.718968188694765,-0.997294604350123,-0.334073091891466,-0.649660757963451,-1.10752654240585,0.886601577251197,-0.997095921523081,-0.696074973171383,-0.82761394246147,-0.485866082765717,-0.837005149298189,-1.18559935173613,0.384028207556311,-0.933437618660146,-0.310005151444461,-0.610987804458689,-0.822221605319348,-0.62693646178077,-0.640792316823284,0.21422018932177
"ETEC_Mig_1 (GE) - TPM",1.41121326725356,2.78542928708712,0.544579861430563,2.28926527890807,1.95069555011984,1.58001352007963,2.2922814401654,-1.97754193928382,0.985553632872416,1.12102806878975,0.540407831203038,1.0553675462005,2.16485999492229,2.52918998692234,0.0138167019484173,2.45461386493779,1.4355011892776,2.11445496607246,0.326419114144025,0.537877408116666,0.501625576305509,0.808479433255369,-1.3421531044725,-1.21244613467472,2.40769312895084,-1.74218957444811,-1.40768178787492,1.8055464038345,2.38589900632267,1.81822773781498,1.90515116853577,-0.908785736095725,1.84325623752053,-0.208353700988003,2.01945267995865,-0.347140373815819,1.04075454144805,2.26644610467768,-1.09326288726675,-1.28650679987333,-1.49098745456606,2.65862382216709,1.1204333834473,0.89228324499395,1.59846459738754,2.78202838715602,1.09508116231533,0.643626103838499,1.38333243704931,2.35207669596106,1.67482325931391,0.378094767343874,1.81076051622787,-1.86619907478107,0.738422337524997,0.218366521998479,-1.13497565288582,-1.91648768095466,2.38326513408343,2.59330846103916,2.26126806432725,0.635378002075735,1.00595787164624,-1.42992227082132,2.42544454643647,2.30124765672846,1.92646877456901,1.93391807255448,0.796366276880226,2.44011583474067,-1.23841826059871
"ETEC_Mig_2 (GE) - TPM",0.419003320163711,2.05419029950455,0.128415045518079,1.72291923036106,1.9262091212488,1.57075400596919,1.43222175417056,-2.00752127535582,0.610672584478328,1.05492790865345,0.953199508817149,1.38162706756423,2.54890243276093,1.48126851461165,-0.333976215439346,1.76826195649034,1.0359735280559,1.8396079560598,0.594579344420303,0.75719434318414,0.532521569170234,2.52680242947128,-0.620385583767657,-1.22125342858696,2.401852205104,-1.42522230366736,-1.66779911889823,2.5489746134818,1.35656605618607,1.14642261302638,1.98126113794565,-0.82616299729373,0.881908915221496,0.0900030838929146,1.18333558346918,2.41439069005081,1.69415882312236,0.601916790011292,-1.25333640720664,-1.44235308238254,-1.45233137873962,1.62070834397489,1.96690958379685,0.46832082540959,1.36695170627955,2.29475122013085,1.9575255417963,1.35112089685633,1.22994324117676,2.11700528642372,0.462244794586588,0.29891146604343,1.7060914005603,-1.64883569497507,0.704216744150931,0.0984485946971234,-1.11567495153964,1.16957203764286,1.65389915496082,1.81690919505497,-0.485866082765717,0.995236517994189,0.746835678867855,-1.19445013371751,1.47539428055174,1.52482171299377,1.95852731578789,2.01075348684269,1.45138153993917,2.10471603623543,-0.853043866698197
"ETEC_Mig_3 (GE) - TPM",2.48530179759462,0.606658976405536,0.863465317178524,-0.496188932385378,1.89937630900231,1.69288965928224,2.10533906153282,-1.53451928803246,1.39693075685548,1.57293621332245,1.4702238061987,1.53725434170971,2.08632030835079,2.1313002674157,3.00215797247139,1.6247747361373,1.5755073701315,1.54522553590338,1.05170519884176,1.255152317058,0.304763615552663,1.12980330697181,-1.82473456348195,-1.01987069928827,-0.244861010103854,-1.32407165136244,-1.37963958749619,0.363819116309342,0.30249014369069,0.497275553202144,0.0728078207115795,-1.10873471877741,0.28285731280849,0.0391341235071852,1.86165047957511,-0.347140373815819,1.37911504861563,0.419151204904285,-1.35786196013101,-2.0052387459443,-1.3478213970282,1.76861692900368,1.67640758836283,2.41075928140842,0.954602225203963,1.72029427157756,2.12912693393755,0.903860906438074,1.87262225909838,0.975611485705941,2.67767285124488,-0.132120717072519,1.63347016940945,-1.14880053809981,1.58305712284233,-0.0626991591925391,-1.13816186200252,1.93723018860082,2.10850251690149,2.17921702087208,1.65444639713922,0.261992796131889,0.626298267647092,-0.864123531881701,0.468905377595487,1.14638868764967,2.47347907648892,1.80604738204167,2.97496541899196,2.23137524897584,-1.77175987797024
"ETEC_Nd_1 (GE) - TPM",2.30810882927751,0.879205507222646,1.0047855278034,0.807018326643961,0.906681065895375,2.64964907710221,1.46780821272312,-0.941570152019057,0.52107821532006,1.64896035402178,1.30484600667423,1.97696381819945,1.53734263534297,1.47756371950828,1.98767485201645,1.4815714759159,2.27165392469149,2.06325579855737,1.74561317331296,2.08882012584794,2.29917865542835,-0.203161458155677,-1.12068187977249,-1.45093996458054,1.42788263828948,-2.07005162234962,-1.78213985475566,0.927662044268865,2.26720573473982,1.53757744178397,2.43370274191606,-1.28920621040629,-0.0348572290016193,-1.4718392517913,1.13273777215254,-0.347140373815819,1.31129954900091,0.247225526401805,-0.948903086279177,-1.43895867501926,-1.31425999790205,1.73281114454982,1.65218731321899,1.23432003722171,2.23963522903277,1.84112769218368,1.36882964765149,0.696925239978361,2.62190147637208,0.673415484052694,0.724892910843569,1.60049446807965,2.65519655016885,-1.0371249204815,2.13348164002813,2.83116003338144,-1.25998255009695,1.36366791772927,1.45511991112865,1.51886662805098,-0.485866082765717,2.2806883429416,1.89630343187203,-1.63466383589859,1.784619410231,2.45727737203797,1.16732948056335,1.35569989471135,1.29183556325099,1.44842584847708,-0.697865366804114
"ETEC_Nd_2 (GE) - TPM",1.70527142837303,1.48597634179996,2.94308364595296,3.65990606469952,1.311060416842,2.45581183962556,1.47428679622382,-1.08862413538414,0.691386091820275,1.48450265277923,2.38985362007191,1.36867530118934,1.73155213487953,1.64021118859863,1.75112830457542,1.64671969498498,0.663173668847048,2.47409779251331,2.14671730044014,2.5922707231555,2.58006455528975,2.59395434305452,-1.01001573976014,-1.46187367124204,2.07421707451551,-2.00315407585789,-1.97116808539559,2.18203406823053,0.79534040862417,1.46141416343355,2.03587965884677,-1.19651962616856,3.60253747609533,-1.63030653434667,1.48519271754797,-0.347140373815819,0.671132254147039,1.74062416612492,-0.869219648338087,-1.4191932457096,-1.38746306613567,1.31138369617838,1.21354303726674,0.98390934608683,1.67547859137902,1.91119468584981,0.931738673945197,1.67312174612378,2.66771363004327,1.21291019949133,1.92972293333877,1.74291316638318,1.27407907283726,-1.44762748141408,2.28955303830398,2.3557824117901,-1.36061360336246,0.693087062113682,1.29857702632521,1.48834375076073,4.15198698570624,2.76888275171859,1.79200821481491,-1.32267453379259,2.19516251916147,3.14916241978091,1.2073148680629,1.9545886852944,0.287311111740046,1.33263461066907,-1.75160930215446
"ETEC_Nd_3 (GE) - TPM",1.61000113433214,0.914382148816697,2.64997333235639,-0.349177990368412,2.14783530893333,2.07024433614721,1.15285627049852,-0.868047825607899,0.134253941237028,1.25260205445844,3.20769304866146,3.51559229924875,1.93995395660766,0.864374671295717,1.58350707529292,1.15490559723978,1.44145899000143,1.46992611427054,1.52011372577185,2.2909776104388,2.48778467834868,1.92747977966216,-0.883228784435904,-1.45298387549545,1.96272461131651,-1.98492118311993,-1.69879190918948,1.40686634630713,2.0447086439585,1.53981411362332,0.956668434671734,-1.38458507393427,2.61177098265114,-1.59133092404057,0.680259698551505,3.97054079605674,2.47333613347852,0.254677169266264,-0.973127826028498,-1.01263001605013,-1.3871521896461,1.04734493575283,2.45115960468905,3.10846479614605,3.0394574424952,1.47637957224155,1.9093222100668,0.266282605404845,1.49705639015844,2.35989859350259,1.74038499046138,3.48579985740216,1.35531538643918,-1.26976059104064,2.78654657331189,1.75421360656928,-1.46704158836807,1.7023260205405,1.122562063465,0.840604544816649,0.407400268726522,2.72791048067571,1.30638750016323,-1.87693630264456,0.742333555261409,0.999076894832224,1.54054924975888,1.8757274177739,1.64615304512892,0.858926686442884,-0.803921998266007
"ETEC_Ns_1 (GE) - TPM",-0.860295497879315,-1.26925787333659,-0.994668112708108,0.404829113305409,-0.681539687836238,-0.661152875361874,-0.78406184872999,0.190594297078671,-1.30309974908876,-1.00774423412243,-1.12528797458496,-0.826103321825566,-0.47271383262327,-0.817162347008842,-0.183305045735971,-0.821648518420141,-1.22652900245967,-0.748188881020129,-0.457040855953278,-0.714509933280727,-1.30021197356895,-0.726131405728628,0.926125986243943,1.07986038463144,-0.940485106585311,-0.0571904837717688,0.687626431167836,1.03613069146373,-1.05382983949215,-1.0741437709125,-1.1558171408411,1.18820564547184,-0.712904550999864,1.06261171151126,-0.707150734214045,-0.347140373815819,-0.782012264259949,-1.09890841730211,2.22520379986675,2.01971509650624,1.27955299482351,-0.709888799784341,-0.816472822796459,-1.16485548592783,-0.322333254357405,-0.73829540916385,-0.903966040035091,-0.517699215586806,-0.0855652795839279,-1.18950472968972,-1.1017008109492,-0.80866604675849,-1.1416309886847,1.31447234743394,-0.832379550714013,-1.12471819178309,2.33792712015014,-1.30354098036984,-0.667943496579613,-0.841723426251335,-0.485866082765717,-1.23025556856244,-1.04011107315349,0.0876003351993789,-0.814713055725005,-0.740604809583312,-0.643512231473788,-0.780725219437624,-0.258042798961271,-0.753347647057445,2.28817803600289
"ETEC_Ns_2 (GE) - TPM",-0.989566712531258,-0.985068879791894,-0.931082857335836,-0.997264968022819,-0.521066703762228,-0.729058980376761,-0.911704918857621,1.48188842454377,-0.539144704746147,-1.2589628591323,-0.394013548692944,-0.964514772522763,-0.291677893236033,-0.786403240718567,-0.829575169801918,-0.998778070730995,-0.79757630634087,-0.808443408103423,-1.34289034018015,-0.951183354378188,-1.28695252069478,-0.519072336655187,-0.288727078815165,1.40328173165126,-0.646501402436344,0.97517015796491,2.22503637856881,-0.755330255229525,-0.759674178251783,-1.22292638840614,-0.206041311044329,2.67332573479846,-0.712904550999864,2.16965223301288,-0.900204215498577,-0.347140373815819,-0.567098867852152,-1.18629795864354,2.8687339199218,0.661327264116187,1.88347893906325,-0.999727464661366,-0.816189127729401,-1.11896850365327,-0.887805492115807,-0.833977806970995,-1.07476518990614,-0.5759576650541,-0.432860630866895,-1.01668995833998,-0.8447772611648,-0.571680287973021,-1.05662981860612,0.2088739694677,-1.16783770849244,-1.11251628951571,2.21885180622829,-0.287834706437536,-0.700776042214459,-0.857345684651415,-0.485866082765717,-1.13630877881527,-0.775951732954188,0.366708178633213,-0.96225774353125,-0.280266979429528,-0.466806535571575,-0.880719477228894,-0.364104448291434,-0.795401798771617,0.469906887604945
"ETEC_Ns_3 (GE) - TPM",-0.921185511370963,-1.05707675236735,-0.857901321499422,-0.924787096136478,-0.680808559852898,-0.682862083611245,-0.905902629961173,0.311006282029386,-1.9489549824128,-1.35795133572847,-1.12528797458496,-0.925208205872466,-0.314769816040441,-1.04787016975381,-0.573454045613297,-0.949625898036133,-0.184761162074748,-0.751105698208574,-1.1581915452248,-0.839601270448637,-1.33082310172435,-1.11184870195109,0.767163689694421,0.832755960465045,-0.571608370997354,0.00220817177530783,0.591638087342338,-0.781203214793504,-1.35215681455234,-0.910862580065755,-0.159303320401215,1.41520231009822,-0.712904550999864,0.648449406974577,-1.04067730667295,-0.347140373815819,0.563532836366278,-1.56370237730341,0.746579848355667,1.02504973228417,1.25140184569854,-0.945077995324312,-1.06216771208829,-1.06870629444933,-0.738545925860333,-0.769035564317403,-1.29649909981275,-0.435929333438446,-0.00310354334773352,-1.11397832438755,-0.784208915288392,-0.665942466702361,-0.981602324373365,-0.780452711568265,-0.375354294959596,-1.05366763694522,1.17732697407685,-1.15015414292346,-1.0311653577731,-0.995441198012715,-0.485866082765717,-1.22787794422927,-1.25792928194178,0.022161211912994,-0.986043189490122,-0.764504551053827,-0.385539413587822,-0.837948083140212,-1.14454807942683,-1.06827965353512,0.803722857517058
"ETEC_Oss_1 (GE) - TPM",0.909822539576552,-0.172479594858388,1.47384777603289,-0.769893718309501,-0.905451054844601,-0.322518304168811,0.387152930946744,-0.42476256984091,0.23989592812723,-0.40666292636738,-0.0429835226668648,0.020527427349,0.22214834250835,0.460580814111282,1.91600361263008,0.458041266636021,-1.37350958974298,-0.680745664486702,-1.91275182905877,-0.0548434034785739,0.746455842700575,-0.355309740481028,0.142158687770824,-0.147051006504219,-0.360347453537656,-0.637801998403708,-0.323447532502134,0.400471209616271,-1.26631223111047,-0.931096449295099,-0.577591753017091,-0.813287878525013,0.570513554415218,-1.48338613923229,1.42771789322176,0.829386329074058,-0.490110628197578,1.17305924552468,-0.684619006384759,-0.806905357295192,-0.495411555123827,0.365147580882598,-0.720048915362815,0.0106094944233274,-0.340516574825532,-0.0972880394952469,-0.918942329149693,-0.842993105651307,-0.943208666899818,-0.237543148022249,-0.304689383134939,0.906874055154493,1.13705518606393,-0.748624537597553,-0.22217016416308,1.89342564437829,-0.69293957395727,-0.236479052231017,0.397997536495144,0.438488787768557,0.16321795050815,-0.27551027059435,1.22758499257223,0.919191660753285,-0.862908393486262,-0.148615147689127,-1.35636499671725,-1.1017834983102,0.465340458104512,0.375315897667101,0.659572836718785
"ETEC_Oss_2 (GE) - TPM",0.578928660968178,-0.398127370143744,0.753194985808251,-0.630131571269189,-0.761864497205125,-0.462530828955769,-0.0878882992670232,0.955496482158416,1.35082824830486,-0.485384363998994,-0.325510377308719,-0.00494520600229257,-0.246827957373611,-0.172140148864455,0.694611207009746,-0.0694228384171358,-0.419957684624965,-0.584388408789256,-0.494080856877225,-0.0785200375138609,-0.149858246446072,-0.9134118207879,-0.550331331256547,0.48101532461944,-0.377819776558712,-0.08019075140543,0.444096374371476,0.546127194806426,-1.08188539906612,-0.0606886113419845,-1.03497742116869,0.506240896781773,-0.0225308520019077,-0.434826697121859,0.581029265611935,-0.347140373815819,-0.647391828005799,0.708874425343835,0.538695883070451,-0.680612361298385,-0.119493730140036,-0.205499711286513,-0.640484928226604,0.376978211689456,-0.30655525398694,-0.423323198133605,-1.04886437541244,-0.790392382736891,-0.826113057815574,0.295205573753056,0.172680299231988,0.83034964105622,0.0722663531078515,0.195890818323431,-0.426290796898563,0.568311001228317,0.152232023128133,-0.432138215928267,-0.157538747139827,-0.161694906558521,0.173646998768699,-0.32283317119571,1.13630162533704,1.73658273550235,-0.879077884370531,0.471508335016236,-1.37577775434033,-1.06052040872874,0.0809092427962452,-0.227692240800079,-0.115924530127081
"ETEC_Oss_3 (GE) - TPM",1.24701710656131,0.699366191424657,1.38865356246349,1.16638129246017,-0.677511281870974,-0.284573619100973,0.92770084197337,0.969005322763059,1.53974865464645,-0.455344873613349,-0.411414022954543,0.512321531971715,-0.446990801144163,1.14069314872334,1.63345670780205,0.873571221309108,-0.110554421044399,-0.570954016027802,-0.27106487365737,-0.633490554155395,0.361075020264261,-0.642179957274089,-0.170159547100259,0.273416838929784,-0.36650822115472,-0.428538721309814,0.329573661937292,-0.337219410688988,-0.400916371929712,-0.799106734209532,-0.879435324508012,-0.60845999729094,-0.712904550999864,-0.908218129463668,1.45879436130963,-0.347140373815819,-0.382010323344497,1.9881716077757,-0.373345001553411,-0.0977364134230259,0.110652514772543,0.674263917393895,-0.0113536702612064,0.659600829873499,-0.352486735499055,-0.719035918246644,-0.737180570784443,-1.09518026958183,-0.300211066032698,-0.401498295123245,-0.215610969711141,1.3825015509895,0.0685587168181843,0.263929069115475,-0.499228197243111,0.909678676752425,-0.0308521098222691,0.203378485335428,0.905616328722135,0.671218188666616,-0.485866082765717,-0.0446848526287514,0.565873879422496,0.645448879369566,-1.3719441415146,-0.511823168858147,-1.08536181087112,-0.968315978000093,-0.447044861357393,0.880255946094542,-0.0208574653823458
"ETEC_Oxs_1 (GE) - TPM",-0.665322058805497,0.03434044753874,-0.416800590350666,-0.0982281807256983,0.000643856672312591,-0.442375329353254,-0.336306932776097,-0.475050832437346,-0.85052763812517,-0.146807507337638,-0.033661575794276,-0.340639546782082,0.206266733090807,-0.192802475627506,0.0358623738478677,-0.235628135280743,-0.940072051688108,0.278974778840384,0.503710433385823,0.079303293819869,0.385249326645588,-0.703840848475606,0.0728459851631435,-0.844653078619435,-0.355350696522837,0.338323927360936,-0.473660521633578,0.553217003782841,-0.370820063391754,0.18607970265875,0.363991270202709,-0.251444145490152,-0.712904550999864,-1.13085471175558,-0.406218034915986,-0.347140373815819,-0.708914119027599,-0.387713092847601,-1.07136640183721,0.620002927416722,-0.0426058476497932,-0.434584682770036,0.0478828263297615,-0.504047888831159,0.322011062374804,-0.712825342086865,1.2444871160344,1.35912491815155,0.335615697637953,-0.522484703137592,-0.940286356887278,0.56886401468395,-0.494073364621609,0.130780983252736,0.643624542410681,0.398421122750498,-1.22359810156598,-0.0255477556562879,-0.0982510454316313,-0.484568416079738,-0.485866082765717,0.205122088723961,-1.05351241133139,-0.542130993774798,0.865437275526104,-0.441325919560693,-0.97453193166506,-0.978602826861272,0.355962627299224,-0.381189916550632,-0.185237339915042
"ETEC_Oxs_2 (GE) - TPM",-0.847224633113739,-0.618467195066427,0.109549092946461,1.14648544464395,0.11253893132926,-0.389799909609013,-0.754317279247065,0.00802513401768353,-1.38763807143639,0.460859586111158,-0.771513139695829,-0.477533760484506,-0.159937088699206,-0.913128817418531,-0.558070009717748,-1.08553882494587,-0.16404403733857,-0.116588012718167,-0.780624560698771,0.648292359397047,-0.112383941525756,-0.0506311202291734,-0.697291647941643,-0.710666830845548,-0.656039123632495,0.691191459620545,-0.0760476217431364,0.717087747818815,-1.18189707418246,-0.840156315177873,1.28824494403385,-0.547711130267385,0.101444645609577,-0.868814613509848,-0.29070064028168,-0.347140373815819,0.079644870058075,0.755075671784495,-0.822197224696064,0.0829864648433289,0.0408762189612691,-0.783328521887607,0.230667895759857,-0.639853651924583,1.18858515942131,-0.781240157727768,0.796165532247611,0.157451548873626,0.516698336979989,-0.559831747023842,-0.406661698306694,0.679572624075685,-0.656320551708023,0.361478978724442,0.0418723419958319,0.121404305708382,-0.985293233132559,-0.0780373815780035,-1.00262522838791,-0.693109336547627,-0.485866082765717,-0.234798208305089,-1.43864426039752,-0.372698055700384,0.626194546616395,-0.699632757193396,-0.727415615140114,-1.02579550973621,-0.596894670783246,-0.963062563921388,0.158963372300441
"ETEC_Oxs_3 (GE) - TPM",-0.768851008346427,-1.32224124823319,1.25963748992386,-0.789822386105403,0.159657071793693,-0.310309913409761,-1.17351620851442,0.0716319819560952,-1.91818838608452,0.0489890053132009,-1.12528797458496,-0.589815902067906,0.595107542038853,-1.1591009270198,-0.608218793476742,-1.30920028279924,-1.0811729078774,-0.170593664874003,-1.57563891741894,-0.00337913440455726,-0.0820622113847968,-0.699150147359227,-0.424537470828815,-0.942303671128564,-0.681427803197603,-0.0197166956388304,-0.892168919908048,0.739904602997758,-0.831111775588386,-1.33015512358675,1.01893800010812,-0.641526505872019,-0.218462443527195,-1.25924339405697,-0.0937440217791837,-0.347140373815819,-0.413167455799618,-0.771828206929237,-0.832551431405002,1.26968600638099,-0.0844879692528495,-1.24427306464563,0.00795012575730034,-0.615826001932031,0.706654724550401,-0.732105577997428,0.818336607221791,-0.259217674440529,0.465907452180217,-0.191231495831938,-0.157301139251974,0.813860285341873,-0.0610500964153333,-1.10326044500291,-0.0769369381779031,0.229710134876651,-1.06346588974579,1.91061286263105,-1.32704444413575,-1.13332174922414,1.63966342740795,0.194643096408088,-1.42264544504068,0.272134595989725,-0.472140162357233,-0.604073379505824,-0.959552219287778,-1.01747577958012,-0.585211384588411,-1.37703814546854,-0.214764268488109
"ETEC_Sp_1 (GE) - TPM",-1.12826645311566,-0.200151772623577,-0.297522280546314,-0.0414855993000839,0.802220302502625,0.269698060505569,-0.635614018690358,-0.711288909146191,-1.07032541712124,-0.259985675166626,-0.663385990186331,-0.0138409091132888,-0.592163687361758,-0.678596635045742,0.452021238116848,-0.774472325156845,0.587643233228507,0.373166066062375,0.559560109228602,1.42456576762914,0.289255014722737,1.68218354159684,1.78843657189148,-1.02343656220218,1.53540541281688,1.30023261360494,1.57648062287361,-0.917041422451583,0.655440602526768,-0.864728894165785,0.0116884322775589,0.869736785640107,-0.0040742015492863,-0.288355455220752,-0.325599599636608,-0.347140373815819,0.598323447665114,0.962158535456553,-0.229388240786048,-0.0787700211000371,-0.654814540086821,-0.804403161115169,0.619742981324392,-1.63354758463971,-0.721725451203071,-0.573402239530336,0.143899255619155,-1.4766767574489,-1.17939549495799,-0.223286887853313,-0.603053444383,0.372315722333869,0.473432059573833,-1.08127691326207,-0.982531733517216,0.682410845494044,-0.380719594552874,1.16967811816715,-0.919276030351068,-0.774008257457707,-0.485866082765717,0.904291880084832,-0.839588262716263,-0.831057033535885,-0.406032606197256,-0.482635845120522,0.510727960035513,0.624412011250581,-1.2497566987107,-0.74342209251246,0.565040255665308
"ETEC_Sp_2 (GE) - TPM",-1.31205557261384,0.158611014910656,-1.02709645342085,0.941522735461346,1.78184348158771,0.485320124568344,-0.928486713318572,-1.20935360410677,-1.31044527415922,-0.687095714008381,-1.12528797458496,1.03736585086152,0.0831700039811785,-0.939265467884593,0.41042341181734,-0.972880439082384,-0.324948818949477,0.253385510443763,-0.700510979707706,0.800530785440379,0.811724417550353,0.706572606282882,0.780863072840111,-1.05692638341425,0.867293690461981,0.161744229862586,0.477779089323569,-0.519448778570057,0.0013594115937924,-0.253309237418764,-0.168158716179876,-0.00129351657045744,-0.712904550999864,-0.301999820018522,-0.498077266483244,-0.347140373815819,1.44350851383211,0.642643772201341,-0.854224185618813,1.65234136045829,-0.606515112816328,-0.895072797214251,1.47013777562337,-1.81802510002057,-0.433386387189479,-0.661180046647786,1.49069134972011,-1.65912199161506,-0.662129447827334,-0.790246206660234,-0.737089086136386,0.721722666814853,0.163940906285314,-1.16472314385029,0.203664484403376,0.0890910532845308,-1.15728506832674,-0.247322421634404,-0.798848376545018,-0.751852347946865,-0.485866082765717,1.05359669775192,-0.578733334126542,-1.36167889631826,0.832609838931675,-0.688702378709236,1.39407604142599,0.721434853795925,-0.825098046771805,-0.888245907778518,1.75182964653196
"ETEC_Sp_3 (GE) - TPM",0.148793895583535,1.91067821156193,-0.416952086877772,0.181908811154662,0.955845045945104,1.06847823632761,1.96071485678082,-1.36202964296449,0.605447778795231,0.069153611517507,0.745766494028787,0.702233406327524,0.893249675294288,1.50516624925796,-0.270912098884681,1.43007704450702,1.08843933322538,1.47204569254127,1.03305040105367,1.55855280271177,1.5963259285833,0.930890216620296,-0.469540847660718,-1.08996124399848,1.06536296400765,-0.655640928645555,-0.589207775933344,1.6137716493096,-0.32598924270899,0.76893863176696,0.312107535567321,-0.505185887516457,1.44057211406475,-0.186416934204502,0.718273237902011,-0.347140373815819,2.22098074481262,0.395436117096946,-0.949790968250128,-1.07333185485581,-1.15052632948064,1.69919461709918,0.285180558980603,0.438717804232977,0.417466210009965,0.740908829748454,0.625388304211836,-0.550558977742523,0.293075344524448,0.694389587901492,1.08421571612267,0.540774336872396,1.34330623230544,-0.280204071210775,0.781347673387273,0.649431653332482,-0.812413110617378,0.167065578083329,1.35605215073563,1.3307264266503,-0.485866082765717,1.00041666521646,1.2745737032031,-1.45255486801921,1.58235920468005,0.0917039886321718,0.59310154023833,1.19782285664537,1.01691313080427,1.32644876885559,-0.446633435295715
"ETEC_Tm_1 (GE) - TPM",-0.565016250421843,-0.319792628078625,0.211161357418238,-0.652561075408614,-0.675498408758766,-0.726628178414007,-0.0627536147441692,1.28538388930854,-0.511327284431477,0.117776031628858,0.352201123873313,-0.732261541323083,-0.714407345952107,-0.202645245846618,-0.688932930354138,-0.0454138893900626,-0.858410459775493,-0.828368531679847,-0.31720258555822,-0.634785964251458,-0.0425744381038845,-0.439250700482183,0.774168704106891,0.979440305273115,-0.176804737564689,-0.018623601181266,0.538543857246447,-0.180647855981228,-0.0265402689561294,0.461065249398834,-0.954497580605516,1.32005674389905,-0.0650929560267837,0.585327200508694,-1.1956801927389,-0.347140373815819,-0.368996865050832,-0.523711005671091,0.785476664829555,-0.263113566686535,0.853650439331618,-0.12654402382113,-0.821357601406579,-0.704429468674253,-0.772297134733375,-0.70200124457649,-0.305208466593077,-0.95047839687294,-0.674753423545591,-0.364862405321167,-0.123277293587066,-0.889918755755461,-0.950603518794104,0.51688831452746,-0.495063256034565,-0.917850566128458,0.290294086121397,-0.0361562400756587,-0.15719427489893,-0.220075063684464,0.558449299462325,-0.679429622614945,0.812466453205783,0.85581027884584,-0.725158716628218,-0.37042124871525,-0.496637188041692,-0.466440087817199,-0.710830560232757,-0.127020970289676,0.146734190602435
