"","NTHI_RS00440","NTHI_RS01270","NTHI_RS01380","NTHI_RS01565","NTHI_RS01765","NTHI_RS02025","NTHI_RS02345","NTHI_RS02350","NTHI_RS09540","NTHI_RS02555","NTHI_RS02565","NTHI_RS02570","NTHI_RS02705","NTHI_RS02710","NTHI_RS02715","NTHI_RS02870","NTHI_RS02875","NTHI_RS02880","NTHI_RS02885","NTHI_RS02890","NTHI_RS02895","NTHI_RS02900","NTHI_RS02970","NTHI_RS03055","NTHI_RS03060","NTHI_RS03145","NTHI_RS03155","NTHI_RS03160","NTHI_RS03285","NTHI_RS03545","NTHI_RS03550","NTHI_RS03555","NTHI_RS03960","NTHI_RS03990","NTHI_RS04075","NTHI_RS04130","NTHI_RS04135","NTHI_RS04275","NTHI_RS04475","NTHI_RS04650","NTHI_RS04775","NTHI_RS04780","NTHI_RS05075","NTHI_RS05570","NTHI_RS05870","NTHI_RS05875","NTHI_RS09650","NTHI_RS06120","NTHI_RS06340","NTHI_RS06570","NTHI_RS06695","NTHI_RS06700","NTHI_RS07480","NTHI_RS07525","NTHI_RS07780","NTHI_RS07785","NTHI_RS07795","NTHI_RS07900","NTHI_RS08055","NTHI_RS08360","NTHI_RS08945"
"HINF_Oxs_3 (GE) - TPM",0.895978694807216,0.222118740308187,-0.758587749993385,-0.642500034724445,-0.281380680464946,-0.496683155623758,-0.0708356257601485,-0.133737726101911,-0.00125934435868102,0.365724046769013,-0.624467237212729,-0.283423086060417,0.0303433683218102,0.573972060911946,0.486886425019506,0.602235914379347,0.398676235384701,0.194050802520172,0.52473084819272,0.345592851071846,0.363709641067588,0.540255275200821,0.814875602846981,0.513699507568261,0.634227295614175,-0.376892870305943,0.294708352491979,0.368647554354014,-0.0495498261254543,-0.644892527410505,-0.462632487610407,-0.224627820247429,0.614839179986778,0.713148865367983,-1.10611707626129,-0.916634091465867,-0.536837571253422,0.823426910041217,0.193843962208434,0.882513186750169,0.13525905242958,0.0566524327019179,-0.937297333470059,-0.788978525910868,0.275648999641652,0.529813397303954,-0.954623352614939,0.145452159144644,0.688681235885813,0.329561402599995,-0.416685916184213,-0.817114573842385,-0.181315472406161,0.346776723136154,-0.942904209484876,-0.573213635584411,0.193850328781396,0.951197056947633,-0.590421237446957,0.833115418912223,0.289407638424502
"HINF_Sp_1 (GE) - TPM",-0.692877933803433,-0.129000835477517,-0.158869744900176,-0.632192667990939,-1.41024671255317,-0.339385715581537,-0.651907681912092,-0.591850746494641,1.01575272196013,-1.57729155077785,-1.7161675240196,-1.49182656182069,-1.2215772260579,-1.15552880193394,-1.37825972456849,0.389253852771656,0.689456878027586,0.448728667805122,0.379578275841853,-0.102031742515805,0.0958863826830599,0.140376160340626,0.152909603798049,-0.412795255460884,-0.318357455742364,0.0974993730051599,-0.691302658919065,-0.948673371196023,-1.09032679915854,0.0973689953469146,-0.891898597132378,-0.800303621694871,0.228976977549627,0.126791972336478,-0.43907229456038,-0.366846674237743,-0.402805358121621,-0.184332252906597,-0.655332014137704,-0.80563430596491,1.27680003778048,0.781140254523106,-0.671825786364469,0.21297616851604,0.134661735009743,-0.503082545492462,-0.105160226043313,1.06462341988462,-1.01896666044196,1.41505795582147,-0.756712558785825,-0.356979166740071,-0.697990968849511,-0.633448648702504,0.94537899440299,0.676492947450846,0.164994498867225,0.667960340488408,-0.291375649154515,0.254801061386504,-0.15818276007037
"HINF_Sp_2 (GE) - TPM",0.288181992209739,0.416369617220801,0.770974044466392,-0.748266135154878,-0.139262890134786,-0.0524384858878075,-0.467801772887572,-0.253064382096392,-0.350739192099085,-1.8165615381019,-1.34141508317268,-1.3527729238971,-0.822849125873995,-0.963243631776302,-0.935365036822776,0.168381043667708,0.392393989007444,0.270601212981463,-0.00436953670620389,-0.0197031369672925,-0.0929782931224217,-0.334583523764099,0.428356332072466,-0.428211706405541,-0.0425783852295669,0.428198933220904,-0.135699832261706,-0.445793586089865,-0.758395578528844,0.311367438196502,-1.07407683193559,-0.977274765811945,0.210776070499537,0.617849012262493,0.679866321132285,-0.525364133444919,-0.528908572877668,0.986678939091636,0.244177162953176,-0.656619325183992,0.903065552456026,0.395047673692445,-0.630755324500967,1.51160806455481,-0.25513756023052,-0.680652900321658,0.00746272226339699,1.24584767217322,-0.934501505174156,1.06891930292228,0.0517417842125948,-0.511418218670756,-0.396616155972915,-0.430567403943143,1.66046572905435,1.08467434982044,0.0720635383244253,0.335055409875712,0.113020690347129,0.456299992048451,-0.0935505941259092
"HINF_Sp_3 (GE) - TPM",-0.607239512435136,0.290683423294522,0.388171823026976,-0.46375853669888,-1.21938025660078,-1.0229293436571,-0.833644514789113,-0.655184106308027,2.1938395116455,-1.36224713307885,-1.02926218020013,-0.727042563290342,-0.482916577065528,-0.91631834459572,-1.29436336002604,0.181065018752888,0.586073833188874,0.48359950864756,0.170064014808186,-0.0784225518792429,-0.140360335309104,-0.0592430824225966,1.08844083319897,-0.434455518849527,0.0125391485411686,0.768879142831742,0.0266029061504772,0.376397951995307,-0.918699663204973,-0.00530317355123324,-0.498477371728097,-0.812079013209587,0.257273556221322,0.762038090571733,-0.122023325159186,-0.57246652175727,-0.540081160614612,-0.0966494077448703,0.69632484778091,-0.164107372140028,1.41758852741567,1.3011195176861,-0.65782357718371,0.688792788303757,0.248691140533814,-0.176435776717842,0.055087952263969,1.05557787242806,-0.932968361809521,1.20369154419117,-1.18936994122764,-0.742886041949982,-0.390081051490238,-0.921592717599522,0.595314834691376,0.102387116060964,0.94546574898196,0.358519865367611,-0.427296208580848,0.00415616922234967,-0.117575772098065
"HINF_Tm_1 (GE) - TPM",0.139927101105351,-1.29743937286985,0.153965569334357,-0.403115379664588,-0.544041454143319,-0.621610789675481,-0.97828380473032,-0.804993701324846,1.40045823282165,0.180321075325182,0.0719203378659076,-0.322520999640858,-0.560959326144982,-0.208336298031557,0.0896429656135885,-0.641625780394218,-0.522087861922589,-0.526737335994534,-0.235951632339952,0.0463846926554927,0.355682389270989,-0.0027476215747248,0.167354745004982,-0.52445856069736,-0.365839003420232,-0.273597169349853,0.631395002615393,-0.0906633277829211,-1.21952487863679,-0.377843988832528,-0.305768209315406,0.118328141407611,0.741256538418691,0.336853999435514,0.264742234949856,0.887605614586605,0.452346028363963,-1.04238042666658,-0.290779584188071,-1.26399732868509,-0.32988812717125,-0.573982489398783,1.69138487920499,1.01889694171064,-0.431670486651454,-0.572418528604687,1.92163411504978,-0.319394612820513,-0.120815126570859,-1.17829465778009,-0.352185081504004,1.60985644280024,-0.0527069398570929,-0.430528690752096,0.700365830946616,0.252187783682595,0.523419788195559,-0.0349644251970546,0.865721041212458,0.456747409107863,0.344316481717019
"HINF_Tm_2 (GE) - TPM",-0.132483865123455,-1.38530372156734,-0.0549624232896169,-0.45048297279153,0.174965697427023,-0.495738446792744,-0.816144424409937,-0.779766383244,0.826982949161224,0.193994016164281,-0.549924558682712,0.0488151986205866,-0.744918898006498,-0.128460664323361,-0.154937200066508,-0.469296173697976,-0.514194135437786,-0.546647335326439,-0.166694765534661,0.0426018876580377,0.0277544045054988,0.228749603054235,0.532153522140802,-0.462223078232026,-0.396380923685948,-0.974464905622096,-0.185613144187617,-0.343552461478573,-0.918393626647009,-0.416876545985714,-0.65777650664065,0.00706453119334073,0.66946211251122,0.231201440197534,0.492214172121615,0.918960998012371,0.357885278588723,-0.585819117445324,-0.112027972090708,-1.11958937237438,-0.553455403424162,-0.563623088419825,0.549717980791048,0.575489107277692,-0.590163112434194,-0.50943474580618,0.666380162502784,-0.297630836024282,0.0474988586361989,-1.17229717041747,0.249603743147075,1.43664827670438,0.372864370265565,-0.292655226629827,0.801127654225022,0.384301047224502,0.798970994583793,0.0626282826489196,0.138374639768961,0.738452155878079,0.447868167189194
"HINF_Tm_3 (GE) - TPM",-0.180315379505672,-1.10556626691163,0.153606672178441,0.0267607188791522,0.03054992387118,-0.13456569201144,-0.750310642599806,-0.928635524540127,-0.725268152741092,0.281368102396435,-0.222286805895977,0.0866514629727844,-0.668219899546963,-0.321399065200296,-0.139873540013382,-0.390539119848756,-0.576830906782836,-0.534304968552515,-0.0938882245309969,0.201159212901043,0.0626681479154087,0.507469216594596,0.951237201477762,-0.698759632266999,-0.324248742962587,-1.49728871789315,0.415429178509037,-0.485302842244761,-0.680995277546951,-0.551007056174097,-0.676417055157237,-0.197013048232802,0.821515452419285,-0.0787549886656861,0.650130554968821,1.13513877322811,0.513336482265021,-0.558853820879699,-0.735592495972276,-1.01047811702639,-0.552707946737951,-0.479579186693207,1.63144487657098,0.735649762653275,-0.488635467798354,-0.232280294942053,1.29811414539429,-0.0913019563022669,0.228930319981944,-0.97031422982542,0.724030191864672,1.24906871582215,0.961554829646635,-0.169775831798201,0.6567877313276,0.370911270360567,0.871393491470472,-0.313871434289612,-0.137179625882682,0.815242215271272,0.184627467607901
"HINF_Vic_1 (GE) - TPM",-1.79715778709348,0.56437700442101,0.136837356696772,-0.889822620320823,0.592609025270409,0.99572336343997,-0.218015521803915,-0.671224258130974,-1.28007313389363,0.991174171876542,1.59301237946242,2.29842956111339,1.65290067163916,1.20526088235113,0.708060965554532,0.033907800941475,-0.0936844415056539,0.0422291475370024,-0.182238558447467,-0.340923801927212,-0.583326515133527,-0.536496405550268,-0.617980142651271,0.620647428056766,0.872302487360021,0.955703037480993,0.554148860319295,-0.461475037377475,0.852751648516137,1.67380656804099,1.70659457040956,0.673813913988459,0.101606161812626,0.0306443488183185,0.400688572910934,0.635290524608907,0.337228771263094,-1.0871129680766,-0.252025136117325,1.69118175093542,0.122657629669624,1.08537739717939,-0.367580167941743,-0.756967810327016,1.23183919219231,0.900900942435343,-0.552610123169621,-0.33587676578243,-1.00961665631142,-0.383814572668497,-0.0820862174246242,-0.0850410504468034,0.888242233618502,-0.467853600951186,-0.309440916996832,-0.071261761481505,1.81446601858421,-0.252867775975886,0.362852722428124,-0.62935081616757,-0.81174258301232
"HINF_Vic_2 (GE) - TPM",-2.41387263388857,-0.906193134590044,1.02517637370136,-1.14286597802429,0.628019075528991,2.57016131329312,-0.412183821843066,-0.313637508650006,-1.1272615476389,-0.118307628629931,0.162087754189792,0.00387784645227439,-0.741999566019632,-0.398761349892732,-0.200815378447409,-0.433928322012367,-0.164691413796649,-0.185395267406583,-0.401761549318158,-0.656220819139889,-0.678548222677074,-0.646790185010158,-1.08577618071805,-0.673053580501166,-0.149972809907668,-0.97057251114556,-1.10253680891311,-1.50480886097967,1.43139390828635,0.000617208979632252,0.072635138332389,-0.118681807974848,0.310697498823534,-0.476259305932467,1.25136973656147,2.46058971518496,2.69572505726898,-0.202132824679781,-0.683963422712012,-0.277989382106299,-0.0470669746254772,0.172143025102943,-0.187680225480523,-0.97506528013922,0.265988224716464,0.0364201449248874,0.672659829764418,-0.25832101140634,-1.0398195795318,-0.287436661159755,0.741573425438819,0.421922295586441,1.16752022343048,-0.885378052772592,-0.174585727064241,-0.459695315736392,0.741159280048601,0.00597957179672911,-0.773954852257474,-0.37241747593044,-0.983530317487572
"HINF_Vic_3 (GE) - TPM",-1.48548208904985,-0.635802719578902,0.7946042850413,-0.844470802056693,0.300582645446313,1.56788279639118,-0.0875497250919273,-0.348481806213729,-0.370145854763604,1.06840749647223,1.53727788620016,1.34794511936193,1.24078959936062,0.974111993566784,0.597771354133913,0.227327672869164,0.135869476107303,0.170075225484612,-0.186524994767858,-0.384693593050554,-0.491475116878612,-0.610373356025574,-0.467872930612785,-0.0331324064160225,0.0692704257547136,0.72749982239041,-0.27285627336253,-0.80691001977935,1.89550135280933,0.590157794458848,0.99076888490068,0.663786551154407,-0.0950514088229442,0.377079429290183,0.797370395052654,0.87158974341188,1.12376361299868,-0.596417454950732,0.20367061559261,0.0584633894655517,-0.0385818942304634,0.198019474137644,-0.315101282343722,-0.703767623395958,0.475514098784778,0.493370740087384,-0.162847524347242,-0.272806675858777,-0.98510911281439,-0.581528011358747,0.131396394557495,0.103194416265668,-0.141996311107812,-0.923462963065778,-0.324912114887941,-0.35505270264985,1.18297038788508,0.351567687532523,1.37138533201822,-0.0319011582292854,-0.814700417021706
