"","NGO0071","NGO0166","NGO0176","NGO0178","NGO0187","NGO0205","NGO0209","NGO0231","NGO0255","NGO0264","NGO0315","NGO0316","NGO0317","NGO0319","NGO0403","NGO0448","NGO0493","NGO0506","NGO0515","NGO0534","NGO0647","NGO0648","NGO0653","NGO0668","NGO0669","NGO0683","NGO0738","NGO0785","NGO0797","NGO0835","NGO0919","NGO0929","NGO0930","NGO0934","NGO0941","NGO0962","NGO0981","NGO1005","NGO1049","NGO1088","NGO1118","NGO1241","NGO1275","NGO1276","NGO1312","NGO1321","NGO1404","NGO1408","NGO1420","NGO1463a","NGO1499","NGO1543","NGO1578","NGO1580","NGO1598","NGO1600","NGO1605","NGO1625","NGO1649","NGO1670","NGO1736","NGO1801","NGO1858","NGO1863","NGO1930","NGO1996","NGO2022","NGO2033","NGO2083","NGO2178"
"NGON_Oss_1 (GE) - TPM",-0.0663901731455109,-0.947611914815153,-0.846298438909425,-1.94425717655435,-0.392346608481402,-0.337351708544729,-1.20345759717281,-1.35352162602706,-1.34776415062992,-0.663722546629503,-1.07055884312674,-0.083332806257535,0.0442640438147107,-0.299913026017261,-1.22108336029364,-0.974324426015002,-0.704413473767654,-0.050509571797342,-0.475591897165555,-1.65282368198943,-0.820236631139204,-0.681210558906357,-0.925906366645945,-0.909910422719426,-1.09163457476894,-0.995524054376597,-0.627327015822688,-0.800132424311623,-1.19002687469459,-0.495758587861615,0.12623030300075,-1.61716798502825,-0.267077420662802,-1.24640328170406,-0.867881006870704,-1.65997576453359,0.312754324786232,-0.69155673269623,-1.07310828892116,-1.22219196805665,-1.2609719783082,-0.218485842786597,-0.75407226023305,-0.121361308249542,-0.838987379252489,-0.502564847757113,-0.32570094452557,-0.875213380289148,-1.27218446980261,-0.10243937004807,-0.442128371863486,-0.610561293245339,-0.972114463725133,-1.68990926914482,-0.697948341645397,-1.11883997093735,-0.690808699745426,-0.774489006807346,-0.315225267420966,-1.71225464845529,-1.50648434449826,-0.605205707489764,-1.51606451098911,-0.642575139278424,-1.3595780906381,-0.203668068011631,-0.880742560138188,-0.503219450580877,0.32911892666521,-1.17237072521334
"NGON_Oss_2 (GE) - TPM",-1.48220480983559,-0.490504832250313,-0.342811394702273,0.0701701887372259,-0.624062008702467,0.809072016235589,0.139645614572654,-0.426474728351198,-1.06926526800463,0.069674678418927,-1.57334612959147,0.00833837175803761,-1.16345683491557,-0.810966761743823,0.184788552855475,0.494404671951114,0.969841016882997,0.693288845137908,1.40137864557823,0.498302793034892,-0.251957061777833,0.14075082871093,-0.666793458875405,-0.337810528572343,-0.10176444579969,-0.175090067662578,-0.602644789111056,-0.483152115674833,-0.528248947479476,-0.583048318329467,-0.892342421896968,0.444872386588699,-0.113919400393581,-0.0423519409428737,-0.547042901914995,-0.379453748390993,-1.34581336090424,-0.808744347389568,1.21033304694565,-0.944729751336842,-0.436998973858292,-0.133048574818152,-0.666633737992159,-1.43794656774597,-0.693844913263464,-0.538638868534641,0.250980609772969,-0.337802246578433,-1.29009809220596,0.694949257371208,-0.052210181972733,-1.24879380070071,0.0793472529349946,-0.439454322159466,-1.32758230282692,0.73198914471298,0.281864933165031,-0.214327441320318,-0.124400335009783,-0.869071370404858,-0.410439370128675,-1.05298024158473,-0.36089051798663,-0.0841796075581552,-0.492933145227654,-1.88758556745393,-0.245865186462292,-0.313429023947027,0.0158373171201843,-0.219165868528835
"NGON_Oss_3 (GE) - TPM",-0.628146335903383,-0.847089501416815,-0.311241423178626,-0.255905102561108,-0.0734936847270619,-0.17038447935948,0.682817694439374,-0.227834483137608,-0.249402307810331,-0.523898766912458,0.126052322441765,0.565896718366615,1.01802669615396,-0.0787394356194272,-0.0686077671589618,0.535722196634745,-0.409388789466889,0.205601426769198,0.0887720238320521,-0.0869398889614732,0.258453150616709,-0.125701123931284,-0.864157444222133,0.315440202001533,0.260302947815022,-0.498824924239225,0.890327891212954,-1.27054889346957,0.425111931706092,0.312911868005558,-0.823889474100702,-0.289113441767897,-0.226963862485156,-0.603346517574938,-0.00225945506008249,0.605383352789902,-0.841277429897026,1.02011244976397,0.318653520799666,-1.27235476224373,0.0123565448835594,-1.08900941007805,0.287679034900055,-0.231684541895444,1.22713055504605,0.270040030922208,-0.596909160725948,-0.355583874899094,0.38852084118473,0.154544337977029,0.247225773821237,0.582830774800541,-1.19860759309187,-0.348971695449683,-0.218258106745578,0.39502997990077,-0.348257383659283,-0.633245511433571,-1.17624653866051,0.79585366268511,0.572390485989142,-0.157944483775168,-0.957384212760598,-0.0803697380493872,-0.246679326897479,0.0507516391615616,-0.617077819746791,0.337254380127223,-0.672728035124127,0.513656039348707
"NGON_Oxs_1 (GE) - TPM",0.576386086640551,0.156185463921081,-0.768683043510645,-0.607675374374394,-0.411197521559938,-0.366152798767389,-0.137802183344025,-0.686234008433378,-0.421074372340468,0.166687130445957,-0.527903154462171,-0.794885774229021,-1.02941674558807,-0.973364857586486,-0.70932734165666,-0.345887207301602,-1.02551947400399,-0.129388928627342,-0.517463011701357,0.266737110242543,-0.657075813400977,-0.671932434821899,-0.796406945476275,-0.0293857768853305,-0.35323232939981,-0.786637008473949,-0.135215723915474,-1.09969849751064,-0.316285476617982,-1.46162284403179,0.212190177104219,0.0635816556046059,-0.277588955358408,0.418861799629519,-0.358323143988092,-0.0888293967004177,0.0920121044443289,-0.282068399911484,-0.247753324310552,0.314253600592982,0.245994684836654,0.268116738267068,0.386014313936152,-0.868637329551856,-0.227327855219774,-0.13375147676117,-0.843825149191532,-0.512767995647004,0.296382073486978,-1.12413952987233,-0.884095478513576,-0.87160129209016,-0.0343870209118375,0.656079190281789,-0.965090365978588,-0.718663815735127,-1.24080899547933,0.458762536876378,-0.81044455499518,-0.241453198231722,-0.694758529737848,-0.353174537787929,-0.0694210594096497,-0.210306717717838,-0.60801453787719,-0.57354111403835,-0.834282653248889,-1.21106622093382,-0.140200860855711,0.199776625805779
"NGON_Oxs_2 (GE) - TPM",0.532552060423771,0.277359961859497,-2.00640332760579,-0.922428522906586,-1.13344340306951,-0.88710778229979,-0.62681925256349,-0.880942859550048,-1.07979764227845,-1.11072915008504,-0.425577210988443,-1.87055882244332,-1.59215758192848,-0.800389152279766,-0.939206093056469,-0.739656826809636,-1.18327967553032,-1.18654334398749,-1.72961681098407,-0.454542608243447,-0.897079430702117,-0.892775603902537,-0.263891133194082,-0.61049800444971,-0.603116412334004,-0.407054572381017,0.454671243008544,0.0128905622152177,1.03197341465075,-0.596883765674076,0.190503985607385,-0.34941261899277,-0.0575601042954106,0.723802960290957,-0.991942083709251,-0.622264450147887,0.0311799161618355,-0.908579787023274,-0.639943290201908,0.342214304305586,-0.137990099766999,-0.869236900651551,-0.369483195797546,-0.350246325144992,-1.00989229050873,-0.74890141893205,-0.595315363762967,-0.47446727544969,-0.689532226724433,-1.76615701164478,-1.13788145444232,0.299933845207256,-0.465982345690482,-0.431275372654259,-1.61827188269157,-1.03562835734878,-1.316444219054,0.20248746784609,-0.493007537257283,-0.947129758759492,-1.06453006136289,-0.854058848832972,-0.142504416041978,-1.17736339285979,-0.0794982830744462,0.587363687702735,-0.983916167467386,-1.29555205296065,-0.690667976222064,-1.25274489280889
"NGON_Oxs_3 (GE) - TPM",-0.683181552074086,-1.21766077253569,0.298048293873766,-0.0505550101917995,0.100108321579138,-0.214377723266859,-0.332987235522419,0.739346433055211,0.406988439019941,0.405073443637159,0.7574215805488,0.680746548043376,0.495295769147961,-0.238108429903937,0.333710284513281,0.244883826434233,-0.179835793144214,1.18503339128996,1.77808606286445,-0.0196206315865204,0.531988533049252,-0.0967117914281052,-0.633141230819769,0.235169512568515,-0.261859612425843,-0.0698668196300866,0.741247064852208,0.653078677127006,-1.1205249949542,-0.306450972853615,-0.476670771482552,-0.473161224530611,0.0504960350834345,-0.401112655191727,1.17798693776343,-0.450929278605286,-1.48900788248583,0.825728774094265,0.199151716214285,-0.1780041931338,0.0166157973131087,0.838998756012529,-0.676821701798081,-0.478346130514292,-0.235204183539668,0.337221896640466,-1.32780088182173,0.101900714077712,-0.0197415544416806,0.045595222756445,0.871767674356669,-0.828753600115969,-0.480087086577701,0.0160570994239494,0.617556692085063,0.489949905485438,-0.0733986940062976,0.626835442310334,-0.624287342211355,1.7664662393155,-0.300039605742897,0.829619851675672,-0.419092829296941,1.01685212769679,-0.0992694966384247,0.10308507702087,-0.447516649508801,0.554955444091909,-0.930465527494476,0.602843182203399
"NGON_Sp_1 (GE) - TPM",-1.86856037898819,-0.586644276193667,-0.564185778693098,1.97067785426883,-0.182531970915857,0.232186331399668,-0.857438540583187,0.440420776242978,2.16599876581028,-0.633712732557115,-0.658729443910513,-0.469980546843743,-0.530525259970718,1.14871574770432,-1.57079144757434,1.15669638183463,-0.306659207259436,1.27236640023585,0.117940724855287,-0.119610935757694,1.38266709765569,1.72457980552117,-0.461255143110794,1.52161783445912,-1.03028625823184,1.41719586208546,-0.350897698844662,-1.37208829802534,-0.590303606432256,-0.582575644277764,-0.323912862277314,-0.383599715360101,-0.318269907719736,0.593749516882753,2.34370838281634,-0.0734553387303835,-0.0569208662482689,0.992066417693663,1.164492931818,-0.823168478179297,-0.309318468323432,0.271670687527164,0.437841881256987,0.716744933210658,0.104880557945555,0.472922372597266,-0.846925467284878,-0.362710274634368,-0.502983925922737,-1.15663886473557,-0.379433787882432,-1.60133719492659,-0.12067220359455,-0.0497013399706261,2.1862547730492,0.850799672294268,-0.995295660977622,1.47225677643025,-0.137699003688375,-0.161364884798808,1.26319297124157,-1.25679515852277,0.431143938902001,0.984325119376091,1.51686570883449,-1.12176165986769,0.237577357659271,1.24709918732187,0.102581419025471,-0.305883670254088
"NGON_Sp_2 (GE) - TPM",0.218804795683112,1.06311948149203,-0.57000854756648,0.702978959691749,0.33946724985614,1.8178513909476,0.89512664170265,0.656550053391308,-0.138432215426178,-0.183427709091664,-0.635187750762384,-0.0710888840406063,0.317821906761765,1.02057969745165,-1.23898667552688,-0.403415930347079,-0.1685283530218,0.463126191620057,-0.472579739214833,-0.397089900241895,0.73601775681494,1.10300614835575,-1.0764639114479,0.211789776071066,-0.202813094358116,1.47013705400035,-0.204059743523952,0.422948282159969,0.983753106725905,0.128616716152972,-1.43868644759883,0.0960834713877736,-0.199588040499317,0.439338544894382,-0.65035676722719,0.987656581689542,1.16164355233359,-1.00637230802914,-0.001218748992049,0.578673170261725,0.276050764498244,-0.162418401850911,0.0699614138247332,0.335389566768287,0.981629543915788,-0.76577639433071,-2.13742842631811,-0.642949291759448,1.19341372927807,-0.561361805821429,-0.164251559649866,-1.22537029478023,0.875604927989001,-0.566004674935504,0.338188115840544,2.33630201375493,-0.21635976641879,0.159412675403352,0.724715102027595,-0.471093172254753,0.191537469686472,0.116554992006411,0.310632197835792,0.351935133585925,1.74871079782778,-0.463249238210656,-0.012616834500788,-0.313668000122884,-0.630078689542969,-0.268925388913164
"NGON_Sp_3 (GE) - TPM",-0.240247701633597,0.385027641857034,-1.15855854689687,0.887941255912166,1.32896499689046,2.54353834059436,-0.691286891051614,1.22824313680532,0.576631189358521,-1.60960680537077,-0.0832359258132014,1.51974531576983,-1.15935620211267,2.20385967869358,0.306356514165989,0.564456738548776,0.382905900830249,-0.366829325558178,1.16878339763017,1.24079396353502,2.0272898195367,2.23881972430238,-2.25368298124616,2.30920069814971,-0.802084791246726,1.03462387028801,-1.1785733292193,0.466619201281169,0.209403331883896,0.292857759356127,-0.680680565022668,-1.07772933724964,-0.613679233973095,1.16587463790506,1.87183616579393,2.99841948555097,-0.46488353361258,1.61445861587002,0.733399075717612,0.500683102122523,-0.161090338556973,0.521424093115705,-0.0761594652974957,-0.0792022030805191,-0.273523580159646,1.30800468699863,-1.02891179951735,-1.61495713554472,-0.0102514046306837,-1.09463651958545,-1.05028858117823,-0.0281619553674199,-1.80085830491662,-1.20068257184846,1.05308213198692,2.41810743110204,0.120879200552019,-0.882122216311553,-0.363065956128804,0.331249515606293,1.76648165707589,0.222235767641822,0.684556042054949,1.95161152867648,-0.428157674389739,0.705537395890668,-0.258871198033054,0.895172241494359,-0.635604782598387,0.792119608637252
"NGON_Tm_1 (GE) - TPM",-0.208690525891826,1.04133938544619,0.537852753999872,1.16539513870674,0.114421641370545,1.02466862002512,1.30257400389972,0.25433326843832,0.754998675102847,1.58884685300787,0.689428844477141,0.139990841041363,1.18882213198842,-0.316436574738341,-0.305668813541923,0.4581428732048,0.230463825290565,1.07979121847862,0.653110615676567,0.305715153651041,-0.370405857304296,0.0473420191370572,0.109798084264885,0.328204480150058,0.231972788871165,0.692889748184851,0.459089648010113,0.211595347420342,0.41561651507235,-0.615262293842799,0.00210396013990791,-0.732590181817329,0.286861442827481,-1.00623694979691,0.14068423052409,-0.688337931403232,0.282957173370938,0.439003037284044,0.819211940016648,-0.766413565457842,-0.361588270537654,0.0707015185486906,-0.405914188148702,-0.330878398171962,-0.521240730080922,0.43114145980299,-0.130930836374409,-0.572621390993225,-0.159602249324168,1.13460603734599,0.852599633793292,-1.15327693670632,0.242409879796664,-1.18515785702688,-0.455567870904274,0.440268116680681,0.253822984035556,1.25540678855658,-0.403913219944377,0.933973969875177,-1.05621186731357,-0.0191278499008486,-0.0943376573167123,0.34376089861112,-0.106586291230281,-0.308942150465829,0.767204639702943,0.506245383561457,-0.205697679744591,0.589537361827279
"NGON_Tm_2 (GE) - TPM",0.433122497919533,-0.223657214656209,-0.920218883059645,-0.545570686456358,-0.296334575818015,0.108433444890159,1.21851030762393,-0.0898397986820102,0.529838411277805,-0.621863815072873,0.473482524272267,-0.921327079990226,0.703005066439605,-0.260387920147978,-0.458981169134338,-0.297216321522538,-0.384945018210991,-0.0168935050670829,-1.021374760849,0.563116216684746,-0.35835533686443,0.0216358524867823,-0.08597200628598,-0.400894916141888,0.373393159996514,0.0918919078045653,0.773476442960483,0.429327849298846,0.40056691633997,-0.00914707163273313,0.0184951625388197,-0.321172504577638,-0.596058279040667,0.580421391703664,-0.108114360795235,-0.144380763536763,0.827201417926527,0.181037903747326,-0.307365228500738,0.00480941721200194,-0.109131781466888,-0.598584665491848,-0.507537505683637,0.842436480271192,-0.76974954861249,0.0950058218782173,-0.621162291452383,-1.03942177503538,0.303757419961343,0.120063664466232,-0.0693167459185959,-0.00343512560373588,-0.234310726778406,-1.04601046016104,0.196309417899911,0.199176697720661,-0.484509221780315,-0.405553686201412,0.507497377595557,0.506023852561282,0.430770831072431,-0.260896710417744,-0.425205880478216,-0.665714092955145,0.355376261569154,1.47023682226954,-0.51975780198685,0.104977149715384,0.014297887208126,-0.547990496357487
"NGON_Tm_3 (GE) - TPM",-0.857815628831075,-0.681894471249735,-0.213330754485837,0.602678310058735,0.419443590728291,-0.196246948243776,1.16913601186228,0.281984424465665,1.3933567183119,0.951424949482565,1.6953241625693,0.0117157046756939,0.46928254479815,-0.229367355634096,0.0245765909120807,0.0983244699938346,0.273938498765814,1.63894232426073,-0.466719040300147,1.02658399745706,0.490585437270248,0.107771523227461,-0.684837246601651,0.0512023853049914,1.02754282046627,0.105793325843535,0.858159271644789,0.46356116904086,0.821293605552181,-0.328539521615454,0.685026835841061,-0.455740494636017,-0.386823466087349,1.00541968888352,0.395154508603855,0.190515855123076,-0.207312346503258,0.983185867929959,-0.3082249322174,1.30002382663484,-0.134783851542711,0.496307124296691,-0.0085166801139945,1.59412647752394,0.803333047885029,-0.00575962869241051,-0.105302137094733,-0.654928282634791,1.62625648158464,0.407885332508749,1.03368229821034,-0.740280231243226,0.606441511220126,-0.915556414243976,0.279130044737394,-0.106993009598485,0.626543131690949,-0.176452511893068,1.49842900950733,1.49366944968188,-0.340796370343825,0.598789364585402,-0.636884457131276,0.313396557537575,0.438811952316081,0.783572808835028,-0.821010855408358,1.78622773513248,-0.487894240128211,0.537970431307748
"NGON_Vic_1 (GE) - TPM",-0.1375731495131,0.266025441616973,0.837084574921732,0.291567213574385,0.526617626060494,-0.302657415552385,0.349589405255285,-0.461916864567589,0.136264266742158,-0.0470840487712558,0.983301995218959,-0.222740042102077,0.516431530354871,1.04165666501304,1.10025717259465,-0.159608831152992,-0.0790821672413768,0.124112289221318,-0.714768576678897,-0.455030321691824,0.174582136382868,-0.0468830134688012,0.342059106167692,0.397960802731573,0.362285243270082,0.397650786280819,0.834324435030412,0.397960686967842,-0.642825559883332,0.121670417928641,-0.234687345306255,0.53851340999928,-0.13993772687259,0.572006074667386,-0.104834140155739,0.317167051924825,-0.828772105112516,0.833699317348293,-0.45044202040841,0.209643864769177,-0.0579598974890261,0.779564104501984,1.18758575725725,1.09504612875968,0.260156881326432,0.147404587772959,1.83513735759422,0.384568311512945,-0.507790684344761,1.34047620692854,-0.078861722149752,1.25822531431174,1.31161538178701,0.171607084159574,0.836803022640398,-0.338728736580681,0.502387474295052,0.788188253022772,-0.421811719665306,0.0734751428586994,-0.265815492990196,0.80713120324765,1.18541682884461,0.181068618161587,0.134741403328313,0.575512239748736,0.523126280739088,1.0477533288834,-0.195647786139663,0.729534239471745
"NGON_Vic_2 (GE) - TPM",-0.0192041007947546,-0.0126928857759527,0.146457283883635,-0.139104334919124,0.937943930996192,-0.586695696349243,7.72973645904313e-05,-0.0414336446419629,-0.503968738617882,0.47696329464434,-0.264832921467432,-0.0354698682535308,-0.814758472404211,-0.0301650864540415,0.6895172891416,-0.81520584645534,-0.28772400291517,-1.20518185281696,-0.345653617664546,-0.27229923742363,-0.636800712947795,-0.301128696006648,0.704235172788436,0.152699272866173,0.163864043423752,0.45579698497967,-0.283802565080377,0.249028981009866,-0.606660171703027,1.04116524142825,-0.380488585048872,0.0459562274752381,0.205445731869214,0.246851559992565,-0.630295061523069,-0.140288667239381,-0.0695580501088952,-0.726764301045271,-0.520518830620553,0.391581137068258,0.349852540547678,0.0921791871104104,0.733445904055141,0.777242254206384,-0.217876926167902,-0.0386747325970327,1.30227769258308,0.335675919507992,-0.51814212766737,0.559287088177293,0.62416865820533,0.968194030742552,0.883345755938815,0.687614285379781,-0.54481077513197,-0.926173239979143,0.716497432814712,0.243796584691927,-0.0730328927051616,0.0965166973240461,-0.157346182208775,0.55319892999588,1.02369283891536,0.405326514378091,0.812260342548428,0.105494181579579,1.29485077946771,-0.730909519936036,0.136990506233694,-0.028595040633143
"NGON_Vic_3 (GE) - TPM",-0.344459403059968,-0.291443807944786,0.0525079524486598,0.401484390886618,-0.142197638184289,-0.0510119216113931,-0.552441774131212,-0.170324272683252,0.432006900364162,-0.881700857511888,0.38293552836044,0.207461722729935,0.675926485304021,1.21194003153275,-0.335231505645688,-0.635891271056336,0.314510056203691,-1.15524782676371,0.176628088391498,0.319408163166491,1.00342537883702,-0.170809357097034,0.451629129434044,-0.035317627858308,-0.975993256069927,-0.443930037487632,-0.663011238635894,-0.817104176148575,-0.505791114676687,1.27541638872397,0.490945327397444,-0.0964159669738838,-0.222433862410248,-0.281280898432568,0.415879214524659,1.0503421608343,-0.114671709567749,-0.053839277874172,-0.853811169323891,-0.715656355777143,-0.00789312750002499,-0.925506172465027,0.696037846598874,0.633574722261162,0.587518209200397,-0.440300936807734,-0.111169723917339,0.258633900989927,0.845667228848868,1.2024733953214,0.216212516157668,0.522014528917603,-0.631764342820353,-0.810392599022109,-0.142474189389428,0.473105689284688,-0.55502821579667,-0.456997722628899,0.143410963381537,0.889982587555243,0.390429986646273,0.398962431310702,0.118577855466257,0.408061503578452,-0.250204086016878,-0.0135164454792431,-0.15266970133408,1.35142597383657,-0.384141163536608,-0.219374136993427
