"","PA0057","PA0217","PA0297","PA0393","PA0394","PA0422","PA0455","PA0485","PA0486","PA0491","PA0779","PA0846","PA0850","PA0905","PA0908","PA1034","PA1036","PA1075","PA1109","PA1115","PA1231","PA1268","PA1315","PA1379","PA1558","PA1566","PA1577","PA1598","PA1677","PA1802","PA1803","PA1814","PA1882","PA1890","PA2185","PA2461","PA2488","PA2522","PA2549","PA2812","PA2830","PA2834","PA2857","PA2929","PA3067","PA3126","PA3220","PA3389","PA3672","PA3739","PA3901","PA3951","PA3952","PA4029","PA4061","PA4062","PA4063","PA4157","PA4186","PA4281","PA4282","PA4387","PA4474","PA4475","PA4507","PA4542","PA4715","PA4750","PA4751","PA4752","PA4762","PA4822","PA4825","PA4842","PA4870","PA4943","PA4971","PA4989","PA5011","PA5053","PA5054","PA5055","PA5084","PA5200","PA5313","PA5514","PA5528","PA5530","PA5533","PA5566"
"PSEUDO_Li_2 (GE) - TPM",0.660253179840648,1.30590175201871,1.69200193300459,3.02417741326166,2.47234309752092,2.42386415162581,1.84624211598727,1.74614510535379,1.64271859334929,2.47923552054001,2.91735563244293,1.74108552304571,2.29305492622197,1.25908330794068,2.27735005369242,1.24104062011719,1.84747198643794,1.42586771353616,1.28056071205604,2.26813899931211,2.25372415628705,1.84735207756946,3.38052887824948,1.73613770501319,2.27322945939591,0.488349782072218,0.547797398798906,2.51463918753795,2.02145660793914,0.693830238380875,1.91307962784652,2.06349557986009,2.5228942448126,1.38239941980107,2.15281141210617,0.916898825952337,1.20300292707943,2.42358866427487,1.91516214523826,1.23845590573131,2.11695436605096,1.63693425552186,2.79947948815269,1.91290316181861,1.24098577550897,2.49232936807443,1.58672436659557,2.62929599861597,1.38680610910761,0.97260510977283,2.09898662987108,3.22823336504874,3.27388234016313,1.81707334736668,2.37193101690896,1.66048525735626,2.02331382775079,1.50823450078572,1.93164075065957,2.43394131880978,1.8970699776165,3.60692114113408,1.73111576696036,2.21903281829585,2.63657956497541,2.19269481140323,2.52687468000276,1.45742678293318,1.61812041322607,2.10740117714297,1.07446796439206,1.37553747935788,1.76802682628428,1.88958550334568,2.66452755880982,1.10540035779106,2.42711268278128,1.99514806409966,2.18315016595464,2.55397552360035,2.76182529907275,3.47505370800883,2.23231257457751,3.2152034836057,2.0102215594287,1.2169272697449,2.69153220650105,2.66955847923365,1.42463463959735,1.75200472450209
"PSEUDO_Li_3 (GE) - TPM",2.95184975002665,1.18064305339642,2.4846786644965,1.97309018988638,2.5482864143358,1.54206274083501,0.320421221697439,1.52523493627891,0.890215285456057,1.89825294138919,2.21636025375053,1.71028781580211,2.3160965788644,3.57104327649538,2.0322417887671,1.21791007194464,1.18466776698176,0.585741043207147,2.79797849008463,1.23810481829703,1.78338169349387,1.2980190561514,1.75222763074826,2.10319047931876,0.0650553970191915,1.88027900888748,2.56105324062184,1.14035706308174,2.33389732365796,2.27312025130375,2.36692640473789,1.57047522048695,1.74619729928191,0.644017236099009,1.12844884562831,2.16997438410561,0.960135800382531,1.31851177165762,1.94435671804723,1.432043211917,2.00323650318426,1.59475954058914,1.30677147578285,1.53739597804698,2.78630938089858,2.91599335716435,1.18864895539537,1.34072867640971,1.56697923627886,1.34857371265151,1.59404206776294,1.59348960976841,2.09905014080807,1.10423911601732,2.05543116793855,1.61430864470906,2.03935568758648,1.10435940506213,1.30183698109999,2.48128119747998,1.78759310628061,2.36890361777862,2.07398187891654,2.52318601572433,1.96864497257771,2.00962350254634,1.71775358691415,1.36635164993804,1.88982069551473,2.80814577034479,1.18582945469598,1.15126676238635,2.54457464162721,1.7577901343539,3.11169356524377,1.73898407338304,2.108064098678,1.7822963760773,2.20377048010081,1.90752829177867,2.25488460359729,1.80321344937849,1.5646486154659,2.07539399265527,1.60250816051358,1.76979142422065,0.918902187100416,2.42492059098202,1.47346425121914,2.02441674088693
"PSEUDO_Mig_1 (GE) - TPM",1.52228535609288,0.357048414820425,1.47348332048884,0.465352200380679,1.02609751180077,0.324991263325693,1.07930466795285,1.1635148255753,0.134842429978556,1.62431867497847,0.225579890406399,1.58986101252209,0.206406376492174,1.01438357838196,-0.224904188831707,1.8676637510598,1.41142083054672,1.76171316446704,1.09109625150883,1.07639849366033,0.175237748501291,-0.131994943074959,0.948938509786938,0.905565950833169,1.80051120577056,-0.287189129283927,-0.795354280903777,-1.06235637223464,-0.205365631024866,1.54333732679043,0.825616542202504,0.222119598449487,0.988168480558783,2.03885051881428,1.54706462045663,1.72212199144025,2.53146607466856,0.596625778625248,0.414272039349668,2.08114012850307,1.94341271834626,1.6334923851745,0.980209049413235,1.45782820765826,2.15060389701689,1.27840837737905,1.32127476524953,0.388276404463896,1.81837021128692,0.659986872909337,-0.317874611023001,0.668513825791781,0.775192641349586,1.0513729742115,1.22906499905713,1.04806053581026,0.197738432922068,0.464095972777295,2.07462993075617,0.239405953657358,0.705646171737679,0.808921741493813,0.524324564623709,0.161859588787689,2.28688355271113,0.207487819325173,1.35794117455062,0.565631908387746,1.43286863709591,1.67072953250608,2.3624891821965,1.523977538829,1.58673070144253,1.63401477449482,0.711963588076013,1.18023472175926,1.42090608429252,2.32977592561294,1.41099135726028,2.03190322832487,0.270971136168539,0.0295673631265746,1.15533336331823,0.219904624047868,1.40696522279779,2.04565023669747,1.3025565530248,-0.502829635044033,1.17627664596995,0.996352561221387
"PSEUDO_Mig_2 (GE) - TPM",0.587852307972962,1.48818443434643,0.4377198719909,0.223649069797644,0.825553959942223,1.35115030045079,1.95896376277603,1.35576822842159,0.87892338750313,1.62612267108932,0.148899239370544,1.40076618546956,1.27807772617929,0.816099606387239,-0.614234373569515,1.31539937597255,1.33733765663881,2.31186874516472,1.06461622739933,0.658331166872018,-0.22470217554443,1.7868748795989,0.998154583908304,1.52318910433587,1.16368742130112,0.803182315471484,-0.22635760633478,-1.20005167367702,-0.0272219839164246,0.767841199602659,0.756447858856343,0.315731844037573,1.12407283171994,2.56790495103447,0.889414984740943,0.84054931919194,1.37698703230968,1.46898870725582,1.85267213511679,1.64196735924496,1.71237065377541,2.41939968281621,1.53348585533942,1.03578246774945,1.18043288611969,1.6091101169499,1.32633152422412,0.700436529735441,1.79919865800678,0.73383146206023,-0.0409270818250026,0.746976217639396,0.642485486348429,0.751350872572713,0.976376377232029,1.04981670085995,0.926884849213431,1.13671544063713,0.976417853607151,0.557437502254069,0.719834341557403,0.6351868221183,0.715217422321383,0.165109039404793,2.3284473459344,-0.00722378963309345,1.77769086427873,0.464023465187048,1.38456777745604,0.749051571820593,2.51531605652417,1.21687084422009,1.79377161984379,1.51669564933358,0.234318084339794,1.33316282494774,1.46257993862873,1.64857697018758,1.4068502676521,1.37738520718341,0.0777289813796389,-0.0477700820416221,0.33837344281894,0.476472843825625,1.77473452410034,1.22495400559479,1.8335808126288,-0.399299098663111,0.943831927272644,1.55417767194369
"PSEUDO_Mig_3 (GE) - TPM",1.66914375552464,0.116483732043602,0.965886685905602,0.366437728262907,0.621773406763674,1.91528007294204,1.66761277361566,1.00133368152284,-0.35509395538176,1.14278898364785,-0.000684283449567601,2.34724523089497,0.615286545554061,0.467915760985445,-0.00527983211121725,2.91879595799761,-0.182638154245893,1.50110871625196,1.35588408973457,0.571499824375977,-0.0459304977112672,1.38433353941951,1.15858046714682,1.30304614970104,1.02251961076957,0.160569313442409,-0.685461636421277,-1.1625011807289,0.0944102116978304,0.0840906298142248,0.230382573567007,-0.222876186389774,0.99746853456219,2.21899484891493,-0.180571462620289,2.01793609070003,1.09780773811809,1.75020724750493,1.78029417040996,1.48763931158087,2.05286611618934,1.40182782435347,1.02215806583156,1.16758034619083,1.40773704758903,1.18025772193577,0.690616458045142,1.53187613397619,1.13875011892514,0.172728937244732,0.318241007764135,0.529191291041794,0.22513812144196,1.66169410719487,0.784545828074767,0.824009377621259,0.385428683825155,1.02183903721742,1.08870991382886,0.335524518857324,0.468946982986734,0.57764219275361,0.453525041386313,-0.229879663243953,1.49031320866892,-0.209776219174791,1.92123308099266,0.174921369092346,1.01433552340036,0.568081121216169,2.4284367737605,1.46196051679313,1.31650301344691,0.9856280971931,0.351540276736802,1.01852317941357,1.19674421141768,2.00354788364088,0.693380471981888,1.56366687943159,-0.140229527418571,-0.581467430293425,1.33844831392291,0.991329233456369,1.8262563615571,1.24264913130674,1.48541959145051,-0.467533456522378,1.84093308780046,1.26607437256085
"PSEUDO_Nd_1 (GE) - TPM",1.07910350397369,-0.342678056489295,-0.245317013512848,-1.00568230888794,-1.28402381139899,-1.50661981060559,-1.364285173375,-1.40727666685666,-0.437330399011952,-0.83950923790817,-1.21928367360177,-1.26232394064571,-1.70144400829104,-1.23848860001445,-1.03643632934686,-1.18418295820976,-0.571131658173295,-1.06255463137476,-0.718120139843085,-0.84607495845851,-0.153383455842619,-0.891821107508206,-1.07449404362042,1.2166421544361,-0.390023044424337,-2.02322427783442,-1.25783056264004,-0.771301512869835,-1.60915899958051,-0.667165694710383,-0.875545224222458,-1.90986025972632,-1.23530913163484,-1.24868527205332,-0.208828262310316,-1.7985247768253,-0.259453954784307,-0.767792294792406,-1.79882505078064,-1.67696272521436,-1.26046488075755,0.532575375221706,-1.72912724159555,-1.53761647839848,-1.26999321809429,-0.954226721790341,-1.44474401054782,1.37704208191986,-0.322357027255835,-1.03318207367188,-1.57054617566964,-1.42205152775528,-1.13450648922283,-1.9917716615764,-1.38839991645938,-1.7159621051973,-1.19253705645768,-0.410338825814867,-2.06000938537908,-1.60658447335364,-0.138427752512282,-0.880299144657102,-0.306144824338715,-0.818097754063448,-0.543542735911082,-1.31168658054844,-0.886012228312546,-0.603695268159337,-1.42837171524679,-1.16753941004045,-1.33141066445048,0.162308003040362,-0.100550571550087,-0.802590746116315,-0.920044931211226,-2.13466356352668,-0.889248083354806,-0.189801773002498,-1.55019809757364,-1.11667983338972,-1.33627395392352,-1.43887322087576,0.0613540707264059,-1.53730398737506,-1.16468974051239,-1.75020061726058,-1.48352655678076,-0.513451569913133,-1.36697507778299,-1.46516310599151
"PSEUDO_Nd_2 (GE) - TPM",-1.57962485459508,1.85688456161454,0.10720394387785,-1.16621495792804,-1.11332324841085,-1.35046884348295,-1.06734836079316,-1.34422558125537,0.886523724782764,-1.06549044816638,-1.19089002569456,-1.8054907371155,-1.51571113407111,-1.22827961555385,-0.564164566420503,-1.21684640333067,-2.11247569108312,-1.3266544522474,-0.862265139919662,-0.748346799776218,-2.38176031137017,0.725925894126696,-0.786506950648398,-0.457739285227783,-1.25784254637942,-2.17854946300831,-2.22319787481666,-1.18504200034094,-1.66513227245891,-0.506507785818352,-1.02999629141167,-1.80927995083129,-1.34773253721987,-1.4289077573636,-2.40762075900255,-1.96692556520494,-0.66484361947614,-1.18740813287464,-1.48688709669537,-0.867149802054818,-1.03187461906686,0.0264589115749109,-1.27014896768147,-2.64613243822987,-0.197447576899391,-0.938806878665782,-1.90355982328024,0.555000529763805,-0.616575324854684,-0.789312936667686,-0.359221338998296,-1.34143669756969,-1.11130424379342,-1.50315431911256,-1.38492977733646,-1.80318108292309,-0.810655352446727,-2.12526326599032,-0.551293149083283,-1.15711846006506,-0.747849059868837,-0.91792855298036,-0.507428375696549,-0.828191649467741,-0.580860144246354,-1.29470557009458,-0.977824664251518,-0.678640714130935,-1.44330603278171,-1.03345463740594,-1.26840459787389,-1.157149868295,-0.16989487239674,-0.851362256360295,-1.09882672137327,-2.1079471119409,-1.0842749248533,-0.531834204500957,-1.53621051150069,-1.10127210670844,-1.30859765695471,-1.37639804694932,-0.0628353366118822,-1.54005021676649,-0.805570450772515,-1.1381984408389,-1.50217891300699,-0.230253490620938,-1.46498247092603,-1.46883017792492
"PSEUDO_Nd_3 (GE) - TPM",-0.619010930045178,0.899815775548979,0.215752239367453,-0.835662238961026,-1.24694547451059,-1.27297239614935,-0.189888920965236,-1.18055899864582,1.33608001741859,-0.768666264833242,-1.04485481416448,-0.638050832072624,-1.35166877069841,-1.13695677029265,0.303101818050015,-0.883462537844371,-1.44665405530323,-0.955817674308719,0.00875635707810576,-0.266772978727692,-0.743192597034717,-1.28147411896497,-0.596569677480445,0.00991568299029648,-0.705331664167281,-0.13575993274182,-0.617118738879519,-0.687853272029545,-0.966499246415531,-0.176021331951512,-0.664173517665757,-1.61783646888735,-1.41208737344186,-0.726247974762891,-0.193377964427141,-0.717658983227458,-0.0680005671111778,-1.50724728768053,-1.53654696053092,-1.26391893728202,-0.0905436105692777,-0.464902284202725,-1.29909241187283,-1.34095084009995,-0.905579659232418,-0.947175694675677,-0.990672885435439,1.28725887407584,-1.15993770978213,-0.758911601489241,-0.636531131673356,-1.37690597500177,-0.928012745796991,-1.84089284165664,-1.17240288030395,-1.29457932215193,-1.38246461698058,-1.43754706213586,-2.04374092083146,-1.23020829531534,0.912382170820976,-0.825443067560387,-0.0386095954698415,-0.765705327163621,0.777489603120043,-1.07557071867876,-0.610087516293036,0.131681003595462,-1.0060551755419,-0.757366338710136,-1.21631369146037,0.0881212860007009,0.19548990678506,-0.0792476000319776,-0.802756805333349,-1.84282464967716,-0.532456584407005,-0.335790072400537,-1.44504189242574,-1.03812225799323,-1.16412793567933,-0.844969989301651,-0.518745047053039,-1.40379232523542,-0.217909937724422,-1.44264374914721,-1.00812846675291,-0.417275186870492,-0.109454064813837,0.527192914197096
"PSEUDO_Ns_1 (GE) - TPM",-1.12751333381408,-1.67860711298189,-1.58517493323362,-0.954737593482411,-0.758730661628264,-0.916193919296562,-2.20150289190425,-1.01236652406707,-2.09874155176458,-0.873391988303511,-0.814344302885058,-1.48305993580027,-0.277713931538541,0.310291755483008,-0.440902983706269,-0.942930183772451,-0.260331202191163,-0.572398135969021,-1.32339657477847,-1.27694541775344,-0.157238209022459,-1.28961378085323,-1.28377879010266,0.131917015565611,-0.120560087187466,-1.57877933083457,-0.173167327446307,0.370642986029136,-0.964156594780223,-1.45657769707479,-0.355101915894448,-1.61505554467649,-0.619581037389172,-1.46391355349333,1.43503228803551,-0.997555234682174,-1.03718568331624,-1.31049077528709,-1.36545359010121,-1.62730050029065,-1.19943957224084,-1.35285213906439,-1.41496585203784,-1.68481267942289,0.237488121508421,-0.207996117042356,-1.29604663785806,-1.16599771227288,-1.13921292120671,-1.23080299722126,0.623044170575475,-0.684871855242792,-0.353807022744211,-1.60163647576151,-1.19416625593662,-1.56903630759005,-1.58362517462489,-0.0734384693240009,0.61601068524264,-0.921523463611027,0.210043638649755,-0.47399266791428,-0.145906256522805,0.364651585258805,-0.601498082893677,0.869034814366367,-1.46500811470097,-1.60099212906468,-1.52658388938964,-0.418993151316376,-1.12628372665582,-0.37093999096364,-0.316540253865663,-1.04329228513889,-0.67382090362926,-0.435035523677826,-0.874652978993603,-0.683682456603166,-1.03780295488935,-0.724619076842428,-0.674649024983753,-0.512661151972115,-1.27760425177606,-1.04563841994606,-1.86740827100205,-2.11009743977063,-1.48848523796206,-0.541192081767022,-1.16599554933751,-0.42591952946197
"PSEUDO_Ns_2 (GE) - TPM",-0.799392919186835,-1.32589046137457,-1.38010196912389,-0.305171560236092,-0.53210053615219,-0.538241598764592,-1.66641598121344,-0.849678984269299,-1.54215611781748,-0.284859972178192,-0.8076121190367,-0.824530797588713,-0.704773048775927,0.425866339590539,-0.452718119284716,-0.586435919384309,-0.161624987875428,-0.145974381538888,-1.27671280441281,-1.10079461174296,-0.356713770548749,-1.07266242574893,-0.948512734288235,-0.864429881759434,-0.965062738554266,-0.59435319032587,0.0530147488774608,0.56412365709669,-0.721898244305305,-1.17274934451788,-0.448996880905234,-1.16683916159879,-0.527363657161083,-1.51980384857207,1.09546307666269,-0.846664119507909,-0.968974147293456,-0.790861081605648,-0.83005400308712,-1.5817620866352,-0.97681149668029,-1.2673755227812,-1.36890126330808,-1.1290209573973,0.17897342931541,-0.145374320548112,-0.742225062546124,-1.27774170629351,-0.846427305293214,-0.261162759275204,0.425698853301107,-0.180880282341979,-0.143504401648101,-1.37391832290185,-1.19805299530863,-1.86625424174442,-1.14426154765965,0.0541154571881913,1.27400091335666,-0.102484344541202,-0.0779105408841383,-0.278856742694357,-0.308531560667874,0.823389095505911,-0.707972688846417,0.871950560881019,-1.07844795253591,-1.58844134068121,-1.39369027417309,-0.355567054048713,-1.13341718417654,-0.0164711618185013,-0.236943225635939,-0.978536532680309,-0.531176459253187,-0.234335043817118,-0.925986728276209,-0.973886500957036,-0.923701951480827,-0.64593073037945,-0.66730090897837,-0.296080159033809,-0.00184713455238611,-0.742730135725784,-1.85370570827503,-1.4324955131868,-1.32617112109944,-0.353835416806472,-1.00607072756245,-0.460842643947202
"PSEUDO_Ns_3 (GE) - TPM",-0.372094030830218,-1.50849760185073,-1.3502373727824,-0.787416274660028,-0.454187407104358,-0.281520346400869,-2.02776099128948,-0.854007569757368,-1.50792641566064,-0.849886290386586,-0.761532618925179,-1.06736474647045,-0.496616208924318,0.696323369556344,-0.0195699192038408,-0.399837542762617,0.325115090707935,-0.159674806685978,-0.914874762288153,-1.09170581807604,-0.581533064550952,-1.31089641658847,-1.03805393558438,-0.680387111060598,-0.296632063943865,0.181911161057413,1.0692597681573,0.229639816414952,-0.5580991384946,-1.22086759007534,-0.433956716669816,-1.55297858369326,-0.120653932622947,-1.31080798476325,0.998955171130603,-0.834857165057895,-0.961142173850822,-0.925168281769658,-0.533573763391849,-1.58300092423946,-0.822920548772863,-1.20068237874236,-1.2089467438493,-0.306224837485241,0.614982433443258,-0.0819401769263432,-1.20067572188504,-1.78279130020113,-0.866444973567142,-0.837967989501059,0.10283408280759,-0.332737871070609,-0.150239464281803,-1.12909037146554,-1.24898522861359,-1.7352303155212,-1.12139794299696,-0.146953191745739,0.529711142256221,0.155183597451522,-0.531257943647858,-0.353155741836773,-0.269102938476614,0.688600983793608,-0.936294164427178,1.06145763852583,-1.05453140008137,-1.63176356498131,-1.47603261866223,-0.448142885718071,-1.04736930658741,-0.395548511390389,-0.0173422583270333,-0.581175020258878,-0.504994547952457,-0.481836581503595,-0.838550528846746,-0.867595207282037,-0.844816469131541,-0.550441983416838,-0.534290840935003,-0.276031849048814,-0.74998409922355,-0.745938335296753,-1.83382524725899,-1.72717419014698,-1.32270141339199,-0.286232275187806,-0.850172421752419,-0.632474553746459
"PSEUDO_Oss_1 (GE) - TPM",-0.790744049175003,-1.6532512464343,-0.656070176176447,-1.10849511167908,-0.953848062467139,-0.1158195926042,-0.244777674086907,-1.20456952343025,0.0984830318336102,-0.216122303516725,-0.598535278972368,-0.715991101414452,-1.45114276383385,-0.836771993146659,-0.969708739928165,-0.736876731074366,-1.35156190188846,-1.49103430640743,-1.53462135501148,-1.56585623850894,-1.11104013743972,-0.176695402461959,-1.20962518579784,-0.538376778818595,-1.38987384446201,-0.345820330153719,-0.334443574372935,0.0961977297244416,0.801565980662423,-0.40096699100522,-0.323296661064171,1.2587837275867,-0.788492855980693,-0.766626289863229,-0.949552028070711,-0.355172311172309,-1.02766444468119,0.0147692512626546,-0.361722453738832,-1.07620278100586,-0.749724469754896,-1.02473742179048,-0.749804473682996,-0.899494143484753,-0.447670965135979,-0.794885511051004,-0.845172484431323,-0.812633598757957,-1.23565043612565,-1.05382100470927,-1.06756124185168,-0.800861377048179,-0.787653582606613,-1.04242383287472,-0.813983779541934,-0.0118813338731145,-0.400374997901294,-1.2979369849354,-1.24926163867339,-0.461568997964527,-1.92874461200723,-0.613607541191691,-1.43041238340577,-0.964584050106801,-0.276619071379474,-0.857461612170111,-1.18234437767943,-1.14690750447476,-0.386839984164154,-0.974276232699798,-0.524134907091491,-0.533756677347396,-1.217819438974,0.169749743079858,-0.950292819752789,-0.485615167601359,-1.07656588053038,-0.398860976705722,-0.791368348917578,-0.679988826673373,-0.479260472216325,-0.535741824653404,-1.18851661519131,-0.27555119101114,-0.0781155390984003,-0.188688020097734,-0.245782201099117,-0.565130457858554,-1.39879701139686,-1.12627422541679
"PSEUDO_Oss_2 (GE) - TPM",-0.437147469977327,-1.47649261158737,-0.586761745799171,-1.2434280449214,-0.790881430285082,-0.0869650237872177,-0.507329817596396,-1.22233830902237,-0.0412366448232773,-0.450473729038177,-0.496357410301832,-1.06454024982091,-1.35483612962744,-0.444848088178576,-0.288340785322431,-0.798312385956402,-1.27777660480469,-1.1803749679773,-0.927776184908852,-1.44735447194508,-0.549586284285669,-0.273660421497921,-1.07589755014539,-0.276091010555757,0.173537188027008,1.45519197914647,-0.450935194928956,0.325340139453635,1.08250462124609,0.0991618591778458,-0.122523177767713,1.34126149005785,-0.0888181834158792,-0.496305960251698,-1.32997851738451,0.499571973071146,-0.457354942329961,0.728257931876407,-0.288505339757094,-1.34320418479427,-0.880338842291142,-1.10221161285225,-0.974588779611268,-0.452221358852441,-1.03329622205082,-0.800870445941887,-0.793873028730898,-0.261187891141965,-1.41046019055358,-0.254563456946815,-1.09833494651938,-0.78883403138452,-0.65650760189901,-1.40854120028072,-0.728110444693507,-0.350821162451634,-0.393930640212846,0.431782054199915,-1.28484718166879,-0.374158037405921,-1.23454165361739,-0.389933530944889,-0.983693647861466,-0.843125793492938,-0.429100769022873,-0.726551033474648,-1.12286625181527,-0.750866106769359,-0.317856867211003,-0.492419615195006,-0.544464156479015,-0.720288767104329,-1.12748227955533,0.40241190962844,-0.903502638979486,-0.362455946317277,-1.20117564710985,-0.436757749762288,-0.518020206442981,-0.58225383236254,-0.532691263842259,-0.428133964895074,-1.17835514647967,-0.384706429112285,-0.267944030037265,-0.104310540322517,-0.36814425133877,-0.621305894967908,-1.48739876331068,-1.15050362869821
"PSEUDO_Oss_3 (GE) - TPM",1.32035285756183,-1.22611781942288,-0.755882425831993,-1.19365320147424,-0.905833369137636,-0.277413006418615,0.292582859741596,-1.22696589503503,0.668371597803673,-0.344031472034698,-0.500367862948637,-1.42196656195259,-0.827693435045338,-0.489219769481896,-1.52126972446839,-0.250431056861091,-1.2253318014664,-1.22984350384726,-1.13333418219981,-1.51684418796376,-1.78137599906442,-0.896640064564895,-1.33907817720101,-2.64634081275929,-1.59854972587249,0.782786681596473,-0.210014272644235,0.362780756139669,0.500929587480494,0.654191876973351,-0.198500140773809,-0.481499215724345,-0.3884758830531,-0.766361872210548,-1.59862929696138,0.895699453435529,-1.45618897499868,-0.0249552963754876,-0.520648660725653,-0.794239386610771,-0.876167395726779,-0.602220459066311,-0.101886608557244,0.702340790836562,0.406726149757734,-0.672544892117022,-0.972959672648324,-0.52307250706924,-1.66271994779954,0.486703089904881,-1.46621698978433,-0.64936677361113,-0.677510873127351,-1.16407620859809,-0.624657291211265,0.673494175872333,-0.971797254613425,-1.10732392318997,-1.21328606623933,-1.03277150446506,-1.98812135846588,-0.556011505109085,-1.43468313413834,-0.764320904112612,-0.472842213072547,-0.688434821767366,-0.895257765087332,-1.1130939321303,-0.420706209704786,-0.816481763126567,-0.570408106520684,-0.403202376101515,-1.15244737999352,-0.134350258226679,-0.71412579753162,-0.532436466732138,-1.08345136951417,-0.254522829720384,-0.716628433121049,-0.556466458241298,-0.548605868710293,-0.693880845291049,-1.81795263241513,-0.185715297143716,-0.0600847275362643,-0.694364458155956,-0.700396224365611,-0.345401253392873,-1.36797474859773,-0.0022221995610323
"PSEUDO_Oxs_1 (GE) - TPM",-0.470574858719443,-1.07843404059868,-0.422689849350322,0.362125968947949,0.667054856112049,-0.0372200724432914,0.438896328629133,0.841434748222941,-0.190006498564728,-0.422157699695576,0.973152034799251,0.0275032829098973,-0.629184670843925,0.261382314000993,1.82341452515412,-0.498141254198155,-0.282526288859446,-0.225506994838073,-0.230588787398005,0.738106862253911,0.419160620802816,-0.582893764504301,-0.525161565703092,0.235969739047995,-0.178453600152167,0.398891375059123,0.313471504837848,0.676219500486247,0.176708951267119,1.19434277362539,1.19123254882438,0.242474849928105,0.427020288357291,0.119751391248089,-0.300029249362873,-0.341072362694507,-0.750915676006111,0.0345208045984613,0.548812727162952,0.22169346098086,0.16043995308581,-0.664799933705949,-0.235164414047505,0.667730886951384,-0.24677270295747,0.372623169060319,0.891937721566957,0.535765386217847,-0.35817661511525,0.535851097349749,1.13370602563318,0.902095730696406,1.24065382572588,0.705564568942591,0.765081781292356,0.635995433445539,1.51472204729626,-1.26994497621326,-0.115080173636133,-0.387155540609437,0.333335391059979,0.755741253966201,1.65471472025733,1.19952718004046,-0.276578943695908,1.34950651195103,-0.394974279520403,1.49722715067192,1.24050689394514,0.983969703820972,0.129563372619946,-0.715342340557705,0.665133498356027,0.685152437817622,0.625653732361462,1.31158247957243,0.322204876720769,-0.549173551142477,0.943059393852508,0.38537747184645,0.733827702070758,1.11246705105513,0.11858117899647,0.208798277250686,-0.373664526378928,-0.246205469501135,-0.0860517939315962,1.5693904612607,-0.0588894378220705,0.264525068784545
"PSEUDO_Oxs_2 (GE) - TPM",0.217408902141754,0.404455009584144,-0.0493187665302992,0.834587618037168,0.657670123552173,0.485736330955888,1.16664763323687,1.20965417881617,0.684842994891394,-0.0686943771432674,1.21474761897374,0.209565956761725,-0.482371482513987,0.0471097139909286,1.70563979660965,-0.836725634852863,1.07943416265126,0.17161422183407,-0.581639314887426,1.18119809469794,1.34234157253246,-0.728987133271535,-0.328810128822989,-0.753249137326252,-0.236798821158388,0.889956378209882,1.5501971643546,1.45793857502868,-0.206657006942639,1.10059947524294,1.26143938887878,1.10529266863748,0.5866000946083,0.304361351471393,-0.407246290084335,-0.361862636043625,-0.656871678937052,-0.209100258088632,0.63867059097428,0.374510206605933,0.187495094991602,-0.43520337519354,-0.0934327376930941,0.485821380751881,-1.17202363894145,0.169252235567154,0.468252460209321,-0.390040233945614,-0.32043950054759,0.447949714004398,1.32936196917524,1.39137716395101,1.41576706173102,0.621883200056057,1.10432127945311,1.02035708281863,1.54650152431859,-0.383571698931577,0.132622134588449,-0.290028615742327,0.278564793721995,0.791247318843755,1.67862925367216,1.01271150237335,-0.146692263372485,1.39328939917509,-0.418206712972101,1.34233328437062,1.31817612831455,1.7284595731771,0.357814127818166,-0.472841980479994,0.558864094766579,0.494558461353577,0.716292855089898,1.06176088580171,0.531026812746769,-0.557049424932877,0.676701743871563,0.545824604047313,1.106097960142,1.162211457521,0.65578583842988,0.377820301484105,-0.509467686311353,-0.27187649025635,-0.0493266695075542,1.40910049023766,-0.872726400645428,1.00710944709235
"PSEUDO_Oxs_3 (GE) - TPM",0.0728524406716454,-0.0853220912088866,-0.592307044980807,0.848640634607188,0.34050385049782,-0.144509833825904,0.83399297679847,0.479905495522902,-0.184415275717306,0.0722534333312961,1.38569345385536,-0.205177991436015,-0.0882787763112291,0.25577853285792,0.480044168043,-0.407950684026147,-0.00115838569198732,-0.615142622391857,-0.101089223003549,1.23971710840945,2.18882120182904,-0.607145703215741,-0.293974269402611,0.136196049393081,-0.160734451467462,0.004874647661099,-0.402818120381136,2.39664642438378,0.317063053538089,0.660771258782309,0.986422331610912,0.214525380307393,-0.140579745238687,-0.103079561544286,-0.0329155436730246,-0.5673778893853,-0.513820044235,-0.00266453471249435,0.0231718704046128,0.390286880394185,0.219049399987436,-1.13034989628288,0.719745669789951,-0.623520454147242,-0.282385082033034,0.560238327592774,0.657601174759256,-0.396700686089732,-0.212201767418341,-0.0332309910552424,1.40501555806851,1.13460340457279,1.25999114690148,0.263627797959435,0.8328977680484,0.607021957883158,0.641177673045354,-0.926440263347707,0.239689521215388,0.553598747289342,0.661502560771472,0.730135800444242,1.29530369705511,0.700961212476766,-0.0758038420698786,1.55340499522174,-0.525519495499437,0.839253048295941,0.905954524974878,1.16434718047181,0.220043118766527,0.25046747190352,0.550846789283126,0.793722077024841,0.584867895481314,0.970396097502588,0.282021150944188,-0.869654261260834,0.85059540013189,0.344936136736162,1.15577248165294,0.679674400127776,0.400272395940338,0.47045778527783,-0.397065313766242,-0.417393776526691,-0.104415005371804,1.52392619336776,-0.509768251605017,0.952788263422146
