"","KPN_RS00290","KPN_RS00300","KPN_RS00305","KPN_RS00370","KPN_RS01870","KPN_RS01875","KPN_RS01880","KPN_RS02735","KPN_RS03245","KPN_RS28585","KPN_RS04625","KPN_RS06695","KPN_RS07700","KPN_RS07855","KPN_RS08200","KPN_RS28830","KPN_RS09560","KPN_RS09835","KPN_RS28985","KPN_RS11870","KPN_RS13505","KPN_RS14205","KPN_RS14725","KPN_RS14980","KPN_RS14995","KPN_RS15000","KPN_RS15005","KPN_RS15120","KPN_RS15790","KPN_RS15795","KPN_RS16400","KPN_RS16420","KPN_RS16425","KPN_RS16555","KPN_RS16560","KPN_RS16565","KPN_RS29155","KPN_RS16575","KPN_RS17250","KPN_RS18865","KPN_RS18875","KPN_RS18880","KPN_RS18985","KPN_RS18995","KPN_RS19000","KPN_RS19065","KPN_RS19385","KPN_RS19450","KPN_RS19475","KPN_RS19480","KPN_RS19825","KPN_RS20450","KPN_RS20535","KPN_RS20540","KPN_RS21455","KPN_RS21460","KPN_RS21630","KPN_RS22040","KPN_RS22420","KPN_RS22610","KPN_RS22615","KPN_RS22620","KPN_RS22625","KPN_RS23300","KPN_RS26185","KPN_RS27020","KPN_RS27275","KPN_RS27640","KPN_RS27645","KPN_RS27650","KPN_RS29930","KPN_RS29970","KPN_RS28265","KPN_RS28270","KPN_RS28275","KPN_RS28280","KPN_RS28285"
"KLEBS_Li_2 (GE) - TPM",-0.462787208721742,-0.551218405743018,0.130073847801277,-0.327012064378352,-0.624441931355488,-0.863076779513692,-0.782096103459442,0.275427944468715,1.62638459740349,0.973399763104208,-0.296667972066792,-0.520102370041916,-0.390349769634493,-0.662307302055845,-0.301054200562984,-0.296203553555251,1.18441592526584,-0.0561751527350634,-0.496722370697301,-0.681697936761349,-0.548684832390937,-0.214213030017663,0.899872677452529,-0.668799293122306,-0.271646292188683,-0.455652729216233,-0.543036387389104,-0.792544371456815,-0.919416066875689,-0.683943807752746,-0.511245160831406,-0.618891572340146,0.096855992433122,1.00147253861012,0.954659895911089,1.8695907346795,-0.800876951486681,-0.751506932058306,0.0793378025122161,-0.279945287167212,-0.107705256813511,-0.282904585660767,-0.514733908807652,-0.667034406628524,-0.744104002994254,-0.616005173006158,-0.384754365195253,-0.821352550911073,-0.844863748036281,-1.04338262032434,-0.856714788821648,0.0328406583744741,0.211452326857793,0.266088093699256,-0.958500991415487,-0.797849479947632,-0.567114193190732,0.839100176413417,-0.0203793604447642,-0.827013133346432,-0.683190209043899,-0.851088084752009,-0.322425485330108,-0.141512385812455,0.329480717551072,0.437800970922742,0.361790655209915,-0.784843569700807,0.0717274775897935,-0.803323595784791,-0.749015435286227,-0.173775023293135,-0.506171534924353,-0.275650792408369,-0.455332801952962,-0.306064619888703,-0.491227879072107
"KLEBS_Li_3 (GE) - TPM",-0.387201710835338,-0.258513242746084,-0.665990943294189,-0.443762774165029,-0.459373975255816,-0.623777544491005,-0.385935902829922,-0.130359255004237,0.206484855397608,1.95005223966823,-0.30854059095615,-0.520102370041916,0.113370268113695,-0.662307302055845,0.116674968584962,-0.296203553555251,0.0913768802408636,-0.115398739124934,-0.496722370697301,0.0526802014692135,-0.164562260542452,-0.282812469711145,0.96156930153322,0.463588919269783,-0.425057575950245,-0.388945450800817,-0.63867865808988,-1.09145103706084,-0.815990442120482,-0.816927830061212,0.73675431864845,0.302878578960674,-0.604804948077238,0.183530776145531,0.268192367926099,0.838241784625774,-0.916782994056202,0.349796626696615,-1.03906646186836,-0.360798145423833,-0.0891404254005759,-0.820271570836431,-0.527154225836609,-0.438768402959651,-0.724844588609017,-0.889734013529721,-0.229564389138891,-0.50796207752359,-0.371586201210016,-0.784745276744361,-0.553267682493866,0.122671627103913,-0.22613550047693,-0.132136132211446,-0.685498684082339,-0.496256798124733,-0.490167013610939,0.467276248259501,-0.282388135889814,-0.648658782986636,-0.497247535868507,-0.889144623167336,-0.01122099009964,-0.270196419405294,-0.916803067885457,-0.750630953033908,0.820109669818184,0.137634867448732,-0.8831465951111,-0.803323595784791,-0.586955690227474,-0.824415719791578,-0.483254492962566,-0.400386900965048,-0.300462159378272,-0.31458273854273,-0.400370807192072
"KLEBS_Mig_1 (GE) - TPM",0.89591712341816,-0.458283621881145,-0.983299566553966,0.54836597218214,0.336117917654766,-0.659256794039366,-0.531148838703174,-0.713078045582084,-0.901913594942729,-0.6837689276733,-0.474989486361875,-0.520102370041916,-1.27607498127044,-0.662307302055845,0.812858162648055,2.08746306980004,-0.830551793469835,-0.59914405634458,-0.496722370697301,-1.12730107550689,-0.859569168698868,-0.918713872778193,-0.600682689110665,0.387692398716038,0.0230136251150666,-0.455652729216233,0.216889943620525,-0.83263539904105,0.0933170939149734,1.77505386991247,-0.783909502080762,1.86552389974642,-0.604804948077238,-0.669428742104676,-0.6044636153757,-0.876336486962361,0.715713485238346,-0.169486437421342,-1.03906646186836,-0.151722175184048,-1.00600930341392,1.66476659256948,1.54086773632524,1.32591044583255,2.13685875680153,-0.261135623999683,-1.26451344805883,1.04691867930365,-0.0084448020716049,-0.126655872636312,-0.515416101151876,0.0755793204948026,0.181938519429668,-0.477959137114603,-0.0067214140614808,0.014296244407179,-0.679180452733117,-0.701421868132759,-0.770694447170566,-0.468454100968135,-0.8226345032623,-0.0165602069564975,-0.843386065171397,-0.259912145253408,-1.76632885313614,-0.750630953033908,0.00111117606856432,-0.784843569700807,-0.0844102418625078,-0.186339095119501,0.561366780895236,1.39235945617534,-0.940422736882814,-0.780154426879002,-0.598922988108341,-0.232705632686178,-0.198000194763405
"KLEBS_Mig_2 (GE) - TPM",0.779057783952008,-0.130288279252759,0.0700708807201425,1.76194105145711,-0.347525205174974,0.125176427146957,-0.875054098824514,0.0864154422815451,0.64012362940163,-0.6837689276733,-0.424518964812406,-0.520102370041916,-1.27607498127044,2.32320152830189,0.322627705545697,-0.296203553555251,0.191843199924477,-0.190641154248831,1.03487508948459,-1.58660518005623,-1.24136647104047,-1.01054276508616,-0.657368921048051,1.5046819543304,0.00511589494160526,2.13352974048453,-0.458865712100665,-0.148180055232381,-0.580403052990562,0.4286575545656,0.0805897723471657,-0.618891572340146,-0.604804948077238,-0.564327632290025,-0.6044636153757,-0.876336486962361,-0.0653724682017682,-0.879441365487723,-0.32971829835817,-0.251154716161998,-0.304779088755124,-0.649859003378699,0.520270292996009,0.252535226410172,1.2315286753867,1.16019026728993,-1.21560186163493,0.816362368493153,-0.201663481105444,0.285120765618634,-0.265053290588017,-0.693405053429214,-0.00675697072100729,-1.14590888149249,0.103752057742667,0.348895666600946,-0.535074164403415,-0.970549773498577,-1.34745002378323,-0.430567746707721,-0.398110139121114,-0.163957973090017,-0.726651533486061,-1.2291354978866,1.18464903357769,-0.750630953033908,0.947342762818926,-0.273341236343618,-0.995870166249292,1.73527514977055,-0.749015435286227,0.869605111629825,-0.379825982822805,-0.838351704262854,-0.244588854108008,-0.326473216152693,-0.573993903442329
"KLEBS_Mig_3 (GE) - TPM",1.05916236509238,-0.152059789341459,-0.707885918137087,0.813817463389431,-1.00389772145846,-0.636991959859078,-0.875054098824514,-0.889119780922609,1.82007845883468,-0.6837689276733,-0.552421893395353,-0.520102370041916,1.08048033416824,-0.662307302055845,-0.984230703474532,-0.296203553555251,-0.830551793469835,-0.251334246526718,-0.496722370697301,-1.35773697655563,-0.772582069736549,-0.977187261370196,-0.438628970275936,0.217620486159223,0.402013940504654,-0.455652729216233,1.78345831382174,-0.477813020011651,-0.334997945659283,-0.220788446442022,-0.365259583180574,0.944467869342484,1.02867567090675,0.616485770253256,-0.6044636153757,-0.876336486962361,0.00687278382037457,0.460811204278803,2.43249001998567,-0.378942800922448,-1.00600930341392,-0.820271570836431,0.478224966370548,0.786194843311398,-0.286797567828045,1.05138202040344,-1.01035390830489,1.52119089659785,0.149624181361292,0.807072416024179,-0.147850530377295,-0.534861293057598,-0.501653004044195,-0.347331976701306,0.264669635222473,1.3206624156118,-0.637986670944154,-0.409137772370548,-1.1500811985534,-0.379120228929301,-0.562931231945988,0.196159027700745,-1.09169473975863,0.397263947942672,-0.530022176225309,-0.750630953033908,0.0455873228117319,-0.159019280278788,-0.995870166249292,-0.803323595784791,-0.749015435286227,-0.895141618719532,-0.803266911480742,-0.395609297324383,-0.336712476049538,-0.327078980050567,-0.265926676221619
"KLEBS_Nd_1 (GE) - TPM",-0.29322686422234,0.0880248706723536,0.614036351161355,-0.400462277551049,1.3094016433504,0.351384106299857,0.741945507029562,-0.982126020322921,-0.675223616584205,-0.332833099936657,-0.552316594599409,-0.520102370041916,-0.0418577543394404,-0.279687787231115,-0.667835236161688,-0.243831110024985,-0.830551793469835,0.34995693890565,-0.496722370697301,-0.122053950684349,-0.203497318342609,-0.838585976934916,-0.191459843041351,-0.606899080555024,-0.295106977279111,-0.455652729216233,-0.355634398212788,-0.118880869550789,0.161375432296445,0.114235104685599,0.55215068213362,-0.618891572340146,-0.490736196683036,-0.507793035916258,-0.45681345157985,-0.298636751564842,-0.658842907202221,-0.1930990481841,0.960937638749508,-0.301769947944769,0.038716542471982,-0.820271570836431,1.11194713788039,0.824484280039556,0.976937023544435,-0.498356564092104,-0.439359488920849,-1.42296790745827,-0.946578808114011,-0.983431728035499,-0.501103422226677,-0.598884311920285,-0.991871895028865,-0.391827744360218,-0.673117751294219,-0.99451910573717,-0.662467569392763,0.525042060124579,1.14076855224218,-0.0920549207196455,0.0954764285862337,-0.0622275055094992,0.243866292257261,0.211192629817061,0.122292928762505,-0.460826566186476,0.577487862355307,-0.391522124241299,-0.515245404496563,0.172708440125085,-0.576270006947894,-0.342286526608889,-0.26182718317931,0.477797437535369,-0.643713728874995,-0.31155370928365,-0.537332218228256
"KLEBS_Nd_2 (GE) - TPM",-0.18283190146787,1.27942848523055,0.783671901064427,-0.332380666004001,-0.554717329219463,1.58740661605688,0.671604183724233,-0.296169389205155,-1.03010335616167,-0.305200706080504,-0.568063116667194,-0.520102370041916,-1.27607498127044,-0.662307302055845,-1.22160025983588,-0.296203553555251,-0.830551793469835,1.15014218475121,-0.496722370697301,-0.201422181307993,0.835982872183286,-0.754860270414185,0.158706239127596,-0.668799293122306,-0.35496617584995,-0.455652729216233,-0.205465605240296,0.593315038965248,0.307807469642762,0.0167842717473558,-0.918420902783565,-0.618891572340146,-0.604804948077238,-0.669428742104676,-0.0788527681906943,-0.12851169107001,0.466830410276755,-0.740619302163827,-1.03906646186836,-0.406357578961418,2.39312795763871,-0.820271570836431,1.79052453206702,1.64785565037032,0.747967765334175,-0.517486207223437,-1.28975599067157,-1.46513943763055,-0.980509187182572,-1.0250114356876,-0.509011748786194,0.109838787120283,-0.106160713782468,-0.517711133721422,-0.846931054137249,-0.854518097974533,-0.517053768702855,-0.55471496857514,1.55611416994671,0.258319657994653,-0.641060763068367,0.818148765736692,0.316979902344751,-0.0575666531873901,-1.23384863416014,-0.750630953033908,0.967618937089539,-0.784843569700807,-0.282975629676412,0.161820055289655,-0.749015435286227,-0.895141618719532,-0.967646861761609,-0.289380509921487,-0.700924213879696,-0.385187711749421,-1.26769746882251
"KLEBS_Nd_3 (GE) - TPM",-0.186621622283026,0.362560502314682,0.0486270572601742,-0.198822227659201,0.845197410288949,0.783654283887868,0.380314197722253,-0.9905660387597,-0.578965870710474,-0.321347251451388,-0.529200776110002,-0.520102370041916,-0.0142089353519972,0.478666219316049,0.251211829307419,-0.296203553555251,-0.607277938290593,0.838049149021782,-0.329484819731321,-0.217429058539278,0.357113235437557,-0.652248286102194,-0.163242009911772,-0.510582054750638,-0.297563987239872,-0.273906130037421,0.0481337496879352,0.941360752807624,0.70209163433235,0.773664279148064,0.725364791282494,-0.618891572340146,-0.118871160672734,-0.623524115937383,-0.151590188604725,-0.339389840685749,-0.68714410441304,-0.294676620666188,-1.03906646186836,-0.171407684538585,0.238227798509342,0.445046450025649,0.905380983350568,0.628648222829186,0.526909405216942,-0.296895006436191,-0.14176274605676,-1.24589784915768,-0.881814113070839,-0.513221536985791,-0.478511766712949,-0.223151466215043,0.735512667196974,-0.345391013221521,-0.857501970498842,-0.917736821736941,-0.45851305515854,1.2814114848174,2.22679369785155,0.136850211101234,0.370993543706063,-0.0246713727991076,0.136445692786963,0.426873239629881,0.45142548042561,-0.750630953033908,1.46288623781211,-0.282177825105309,-0.791123635933638,0.859838095215327,-0.356537090055487,-0.381286982173177,-0.226359133724447,0.227234339817917,-0.307482834117471,-0.15950637079197,-0.589893575225109
"KLEBS_Ns_1 (GE) - TPM",-0.481027186798153,-0.0306735462820529,-0.0819465124846599,0.00394290113575011,-0.71437428256437,-0.597948383300096,-0.723349928898299,1.16658693854464,-0.383848253028857,0.200766239898863,-0.236837597249416,-0.520102370041916,0.0513995866042698,-0.662307302055845,-0.425044279630124,-0.296203553555251,-0.830551793469835,-0.521194101230734,-0.496722370697301,0.0196260568629373,-1.32528618757115,-0.566529664739111,-1.01080989690673,0.973442919342711,-0.391174023432962,-0.455652729216233,-0.550586288957448,-0.356975032526024,-0.898327544538081,-0.85637490743309,0.933212799058936,-0.618891572340146,-0.604804948077238,-0.398997142691239,-0.47741833806832,-0.57507555378217,-1.26210659691253,-0.700483236972965,0.264645191721362,-0.320216227518528,-0.232734302773284,-0.820271570836431,-0.583118624218455,-0.678686988113044,-0.528205686009277,-0.857187089698297,-1.14295075992139,-1.25124419319577,-0.940753760799904,-0.991053778301635,-1.01232772167648,-0.172407624460338,-0.0527672700079644,-0.504404238676142,-1.19976750476724,-1.17788797948227,-0.601833826003379,0.00454821453616408,0.414536724323793,-0.909950825127565,-0.627576071707526,-1.03244539774874,-0.642772916650367,-0.451779632148941,-0.0642984890942854,0.911779606344433,-0.256546688649033,-0.0327710758546014,-0.995870166249292,-0.803323595784791,-0.749015435286227,0.618458892709263,-0.818638716240192,-0.0628230371320753,-0.624006185063711,-0.414927019388081,-1.20985954676139
"KLEBS_Ns_2 (GE) - TPM",-0.412871414582394,0.31303698027078,-0.461290879919218,-0.101890571326,-1.00389772145846,-0.796327829404613,-0.77597001826451,0.390709737639439,-0.697703434162482,0.571289722123573,-0.329460390990121,-0.520102370041916,-1.27607498127044,-0.662307302055845,-0.757210680562702,-0.296203553555251,-0.830551793469835,-0.480299858097731,-0.496722370697301,0.169392030190004,-1.35810735847598,-0.566753842433135,-0.946936071682877,-0.668799293122306,-0.425057575950245,-0.455652729216233,-0.503787627312228,-1.20130927436124,-0.977763549977047,-0.672580313902011,-1.40134717552823,-0.618891572340146,-0.604804948077238,-0.581113877725569,-0.314039326063529,-0.325392796773977,-1.26210659691253,-0.879441365487723,-1.03906646186836,-0.278546474919916,-0.122159674399981,0.325289140706592,-0.467328810269825,-0.678686988113044,-0.564634370840977,-0.776895849693743,-0.529669478165211,-1.07431883117028,-1.01078639817465,-0.978880584005272,-0.72584065537752,-0.059518042009445,0.664839524833563,-0.486125942402549,-1.27058811578373,-1.15325693357109,-0.601920832946418,-0.384293144903237,-1.25636924485836,-0.930663535393559,-0.8226345032623,-0.937190122228065,-0.886011747186224,-1.07681880560629,-1.18983019490677,-0.750630953033908,-1.22830178201983,-0.784843569700807,-0.995870166249292,-0.803323595784791,-0.749015435286227,-0.895141618719532,-0.897368066552135,-0.609632091161936,-0.647904918892569,-0.412904769518735,-1.3185779055024
"KLEBS_Ns_3 (GE) - TPM",-0.464516070039973,-0.0900442081743547,-0.23084687959672,-0.248187127379,-0.689149395130877,-0.703608143702506,-0.115237287588092,1.37230257616826,-0.0421277501310413,0.485073395106492,-0.0797831589765437,-0.125548012638356,1.68234461981971,-0.214922297199242,-0.347846792050071,-0.296203553555251,-0.37092743995101,-0.700488997582858,0.880356932246343,0.348151291622467,-0.770523103057535,-0.390979513778691,-0.843596996294727,0.416870378093709,-0.425057575950245,-0.233941508827309,-0.51533997438218,-1.04677592787369,-0.903277153413933,-0.733461131982604,-1.40134717552823,-0.618891572340146,0.862342219672941,-0.543431699352909,-0.6044636153757,-0.323665967269517,-0.999084544962527,-0.879441365487723,-0.613876989093867,-0.392674896739932,-0.270443172665033,-0.820271570836431,-0.480337824221248,-0.545786342206225,-0.744104002994254,-0.757022920810677,-1.07454230092837,-0.670263469488445,-1.03423095460014,-1.09738354490265,-0.69654939927988,-0.322209799613149,-0.582490273805934,0.299008384911786,-1.12125339959523,-1.25564172056241,-0.55188501774555,0.607750289702362,-0.246982177264102,-0.909553551227531,-0.377323195606784,-1.04870619354681,-0.6248259738075,0.129034282836912,0.0529561433296603,-0.750630953033908,-0.483785876700534,-0.0183461761941771,-0.527553943645904,-0.296104190064389,-0.749015435286227,-0.895141618719532,-0.551723091185364,-0.229480130292657,-0.550918963640822,-0.381985560927462,-1.12134020098057
"KLEBS_Oss_1 (GE) - TPM",-0.46273500116629,-0.55389881754776,-0.282115822121486,-0.47839456078202,-0.143163185756275,-0.385540995139257,-0.481042728203385,0.659119351456957,-0.2652881970166,-0.411734505608798,-0.0341106839433382,-0.520102370041916,0.302523574481965,-0.662307302055845,-1.07191181558614,-0.296203553555251,0.200770017768422,-0.204853423956398,-0.496722370697301,-0.59133761946026,-0.429340494394455,1.45606771834196,-0.814185357456587,-0.486094416247247,-0.316575216896166,-0.455652729216233,-0.0308323460186276,-0.716655299372119,-0.428071779812505,-0.80121522905272,0.840967057547231,-0.618891572340146,-0.604804948077238,-0.510400576396268,-0.488249022614598,-0.307956322433961,1.03154138964162,-0.572500410080108,-0.502410201119779,-0.307324338428701,-0.254446897558593,-0.64837108363958,-0.537556113836948,-0.578042026270056,-0.744104002994254,-0.470669796645319,0.927764431050591,-0.942970826604822,-0.129357697047652,-0.765151283829618,-0.105685411780056,-0.467642202135107,0.398486718583075,0.12830518326426,-0.330079759907366,-0.660347278467387,2.21869689406385,-0.0832248403936671,-0.118174165219572,0.106681404838389,0.0873563834681002,-0.602469590722558,-0.288173944453772,-0.299644745733924,0.378370847672279,-0.465501749947767,-1.30709682590325,-0.655851468599181,0.343931635863613,-0.589926598603297,0.497348098121713,-0.796244106004692,0.548223128463998,0.507894742826882,0.562047416388199,-0.285959515028946,0.314949613921902
"KLEBS_Oss_2 (GE) - TPM",-0.439663845750615,-0.85690943007508,-1.09189605103528,-0.408375191119601,-0.10241069567829,-0.33578863580947,-0.369849668739051,0.0959553616252475,-0.565329381460229,-0.507273398024385,0.0826923180886933,-0.520102370041916,-1.10049914099161,-0.118004877769462,-0.00966753145803074,-0.0975278674373862,-0.457756330495145,-0.39509975441874,-0.496722370697301,0.226453679012289,-0.717131879110299,0.430934944692835,-1.05733659624605,-0.668799293122306,-0.372772917798454,-0.320782367628057,-0.529317390452498,-0.680307684980241,-0.654247179415211,-0.583878524039859,-0.603675760567959,-0.515355083018509,-0.604804948077238,-0.567234144401674,-0.6044636153757,-0.617339495277117,1.11365660482345,0.067340578126657,0.167963730767053,-0.330592552437581,-0.206980295078829,-0.820271570836431,-0.691836678995823,-0.657128183670853,-0.568877864425532,-0.3549892797996,0.507893551766026,0.223362977484208,-0.280116570477487,-0.583379600265307,0.148614913185678,-0.307634368053559,-0.450664722366934,-0.659373745441344,-0.35631345687615,-0.513093428430683,1.04948422645033,-0.38711299930265,-0.876837551561433,0.154017664482645,-0.255055978905923,0.0400869543761712,0.164973492615251,-0.410283792754614,-0.355010250834141,-0.750630953033908,-1.14764524060129,-0.256401731851484,-0.673001637978586,0.0194748122784762,-0.530577937873217,-0.418490604505453,0.378918470456827,0.69658306144621,0.480080927154241,-0.312943793729501,0.76323445822228
"KLEBS_Oss_3 (GE) - TPM",-0.411389771941389,-0.506438421653896,-0.13534590388069,-0.413802342048457,-0.407785450359683,-0.0891476390677387,-0.651946780393032,1.24441396192711,-0.564392498495105,-0.641902087855677,0.108403116448106,0.476243702630834,-0.0613218568302734,0.0908636002185444,-1.12249415225395,-0.296203553555251,-0.830551793469835,-0.328506417593741,-0.496722370697301,0.110702348867156,-0.551702192093663,0.736253199675039,-0.769278367790921,-0.668799293122306,-0.394051218258439,-0.455652729216233,-0.3143942348407,0.345535106096488,-0.53386532911535,-0.66324503856532,0.841791635518714,-0.618891572340146,0.51789346532481,-0.457313214073129,-0.0813056348994077,-0.752280666262802,0.629842486690541,2.31391845117941,-0.681164056543308,-0.300070891401971,-0.209944710730598,-0.648307869676743,-0.755658621569401,-0.678686988113044,-0.744104002994254,-0.66556467577926,1.38908855447293,-0.132858860555932,0.701232035441253,-0.270816375665341,-0.202184969784691,-0.149140916843665,-0.743888103971261,0.124244753775463,0.195899391326984,-0.242009096002654,1.85251418218426,0.601961584944781,0.00934752738853547,0.149709164105087,0.0609167395859957,-0.178224828889443,-0.342213560060835,-0.00968296162973807,1.85050985163371,-0.750630953033908,-1.11001466117252,-0.784843569700807,-0.995870166249292,-0.803323595784791,-0.295625665928738,-0.895141618719532,2.05492660561034,0.93562134378397,1.35999337882375,-0.244656759919611,1.67176187905939
"KLEBS_Oxs_1 (GE) - TPM",-0.50961784761519,-0.451885170030693,-0.381504827799948,-0.47839456078202,-0.912778734420003,-0.867406834437389,-0.828284049254742,-0.527625231701675,-0.602984805197871,0.418786088554035,-0.618690348846452,1.34009535466243,-0.703114647294925,-0.662307302055845,-0.366438883296145,-0.296203553555251,-0.526413973909119,-0.0344835445634974,-0.496722370697301,-0.646384611406264,-0.80955247388634,-1.0055784795855,1.79600984282542,-0.525119697281421,-0.351934022328295,-0.40063706813258,-0.442639134931377,-1.01344597312216,-0.634226344373943,-0.579841966776678,0.110105805982548,-0.618891572340146,-0.604804948077238,1.18041957431722,0.675016845679628,1.66329792644875,-0.621307493030183,-0.0828900884415249,-0.687376548711225,-0.333376580159483,-0.323716564018032,-0.786475821981065,-0.708341204975424,-0.643510337992762,-0.593207284142145,-0.872128336079044,0.0667899224114563,0.12515102122918,1.62719579489971,1.18527248118537,-0.454309606367119,-0.732932974382205,-0.468566897055887,-0.53142930322193,0.556129373950261,1.02609411591531,-0.708047531900633,-1.25113288704885,-0.142120440246107,-0.814723508709089,-0.575324917298443,-0.699977815355471,-0.869158475865434,0.301673846913768,0.282007011443011,-0.638517775366719,-1.29936189891132,-0.784843569700807,-0.624002991362532,-0.215967736385456,-0.57080751507066,0.524220452702036,-0.239721844604929,-0.747070915112627,-0.553710208870705,-0.370890735391794,-0.181436965170072
"KLEBS_Oxs_2 (GE) - TPM",-0.502564950400916,-0.543492941367364,-0.358072960478637,-0.438358283603695,-0.898329427714101,-0.965879126466575,-0.774959280881728,-0.680482528754359,-0.531326573314528,0.243030237706701,-0.59530580229775,2.30305856647758,-0.437082494010599,-0.26215969111501,-0.505551529846905,-0.296203553555251,0.49408656018982,0.118614406780139,0.598103960095141,-0.258441229044773,-0.0217896681315041,-0.960705967952221,1.03100370795012,-0.668799293122306,-0.414075455880576,-0.389552156455924,-0.539074376175702,-1.13597145665859,-0.796947698077278,-0.70735074654788,0.77405789052711,0.82730389572771,-0.366216289746261,1.17592855210986,0.213931284160271,1.39019619070622,-0.356747754194182,-0.618428932871809,0.0384377566467142,-0.318580074325498,-0.52824788246862,-0.668002313905983,-0.704325955609461,-0.579630106790814,-0.605743196694625,-0.824592740125607,0.47099306826696,0.306362411718225,1.94969671675069,2.13582486218032,-0.513934437172953,-0.63562972097555,-0.243714629623862,-0.494629684747701,0.690241804152087,1.16705107222398,-0.734355951143037,-0.804410529616283,-0.0602982355484367,-0.68332145561719,-0.656679142117462,-0.596115313997383,-0.758093574209524,0.012625989113608,0.100792729613004,0.562718096883081,-0.581303024811565,-0.0992772279588849,-0.632850544011631,-0.803323595784791,-0.427843826215749,-0.00158791024646156,-0.118453461750632,-0.488742639616612,-0.553715688870294,-0.350574255870516,0.248501624123063
"KLEBS_Oxs_3 (GE) - TPM",-0.447187505229964,-0.600799984806773,-0.324661686324228,-0.39864213352567,-0.803403824104799,-1.00338589176318,-0.770789413192752,-0.622771801027651,-0.471869516014306,-0.390284635697952,-0.596356193009723,0.37939497196194,-0.85030728277643,0.357632320666613,0.193361021753201,0.229379358565638,-0.152535959803758,0.296579001244657,-0.496722370697301,-0.0724448171470439,-0.434954757622099,-0.974649885421755,0.262736184025129,-0.494087158101229,-0.321320965932378,-0.455652729216233,-0.55925722776486,-1.04793898215056,-0.612683138041887,-0.658575073011766,0.300414972133534,-0.618891572340146,-0.103983240393025,0.454208477084117,0.0808416510927086,0.820090330114747,-0.255236962378751,-0.517441640298734,0.500471442490814,-0.330176851669324,-0.139360945407127,-0.601097701392548,-0.716959834338568,-0.650170818258084,-0.58529563800996,-0.68807001716857,0.494232670441225,0.555913447742033,0.945339923928626,0.895711875623239,-0.611599222532544,-0.556162051181798,-0.25512234490325,-0.549008050859497,0.167796946113087,0.516586714317149,-0.710260534323873,-0.734452282056679,-0.662779988739918,-0.695694778768089,-0.536839514591372,-0.760673427925815,-0.86748140203654,0.509665741216769,-0.0751699877753905,-0.205319490806416,-1.08979113540214,0.243065744451706,-0.794899209814586,-0.735303070670702,-0.207270345173257,-0.264667822435008,-0.0504842219156693,-0.448111985028716,-0.476773680458793,-0.34917608209617,-0.0122042982608968
"KLEBS_Sp_1 (GE) - TPM",-0.457644316885635,-1.10498070494513,-1.3198239272298,-0.409143051755911,-1.00389772145846,-0.958482860592964,-0.875054098824514,-0.962616643170873,-0.0790473373440051,-0.279787193992398,-0.584368433147233,-0.520102370041916,-1.27607498127044,1.76019292586215,-1.33718886933633,-0.296203553555251,-0.830551793469835,-0.794589422294819,-0.496722370697301,-2.06321064052161,0.638780324596207,-0.907550882145269,-1.00871451838702,-0.668799293122306,-0.358571640042654,-0.455652729216233,0.67991953790886,-1.34843576318592,-0.852400892912183,-0.560573358360705,-1.40134717552823,-0.618891572340146,-0.604804948077238,0.0696740821004294,0.0187535170251989,-0.876336486962361,-1.26210659691253,-0.484397973850237,-1.03906646186836,-0.329884141267802,-1.00600930341392,-0.820271570836431,-0.109623914622682,-0.246908754448825,-0.339726747668931,-1.05987372453278,-1.89342156494054,-1.46709565198526,-1.25688549033722,-1.16257533924414,-0.628187076849473,-0.584283970317084,-1.49456157243488,-1.32809053237662,-0.0124274960124787,-1.10958057769821,-0.704899501981364,-1.45918447102839,-1.22978492263503,-0.793495930045669,-0.8226345032623,-0.85726565976142,-1.15760359548781,-1.09839385449676,-1.50437110533098,-0.750630953033908,-0.574827939454995,-0.784843569700807,-0.488702449450965,0.11217358123982,-0.262920882200746,-0.895141618719532,-0.787248557856278,0.454446823997219,0.215222007330942,0.0600146952447288,-0.340214951030236
