"","lmo0210","lmo0245","lmo0407","lmo0438","lmo0555","lmo0563","lmo0564","lmo0602","lmo0608","lmo0669","lmo0670","lmo0872","lmo1439","lmo1830","lmo1984","lmo1985","lmo1986","lmo1987","lmo1988","lmo1989","lmo1990","lmo1991","lmo2046","lmo2142","lmo2385","lmo2448","lmo2462","lmo2463","lmo2698","lmo2699","lmo2724","lmo2735","lmo2736","lmo2748"
"Listeria_Li_2 (GE) - TPM",2.72983044624601,0.139333641137375,-0.0319912975440078,0.0555145748639,0.462361527375744,-0.616960006504593,-0.607894244847671,0.916538028640955,-0.196667660881676,0.250573582422914,-0.0102465165178949,-1.23480143141281,1.60872074542939,0.724796290924739,-0.414756823472115,-0.390339582829676,-0.470330716434129,-0.406459812857014,-0.416331459087901,-0.414939847508654,-0.282760531280507,-0.388017920400565,0.0651961616240862,-1.70038490859308,-0.850418761834772,0.00359204012572502,-0.0813338583553705,0.329973941692911,0.567901240356705,-0.142271097483417,0.319092688108394,-0.29115205584889,-0.174582125443428,0.212845599812785
"Listeria_Li_3 (GE) - TPM",1.72840936291782,-0.99665125313075,-0.590259179607777,-0.676914472700749,0.118310034068932,-0.556069995531195,-0.910482386345596,0.961098159230828,-0.323750371547707,0.405925251482932,0.240439506976747,-0.458870397002503,1.27351922866956,1.07595345822803,-0.534219448374377,-0.497399585109334,-0.479723801888467,-0.412305068871392,-0.505303328782159,-0.399817122050946,-0.479570594329606,-0.280331374515383,0.164721350929755,-1.59023824143914,-0.911334964042876,-0.152231299120837,-0.276392021337766,0.210006777659052,0.0498585976148271,2.85326892376115e-05,0.246590006823627,-0.500223435319361,-0.585956440117677,0.0587683766023046
"Listeria_Mig_1 (GE) - TPM",-0.109339486249911,0.184367432489247,0.251595365840979,-0.439389143817371,-0.592968027162872,-1.17733270864617,-1.56932070370404,0.158584170132587,-0.388531008343287,-0.632700599781981,-0.749523183426789,0.399417388154623,-0.871272160428626,-0.449158440218978,-0.594045583695496,-0.652565864272546,-0.681526417486684,-0.653605778972526,-0.382860579154713,-0.536362254100188,-0.452929985937808,-0.418091722470036,-1.25519026071061,1.23558962004554,-0.562725358126914,-1.71723949074375,-0.444154328754979,-0.0928970209462068,0.120223452972834,0.0154255433474986,-0.567197338120751,-0.237295266942597,-1.245525999245,-0.519192679964529
"Listeria_Mig_2 (GE) - TPM",-0.357956756018121,0.300872065628286,-0.395364463867944,0.76446296138028,-0.86749303461282,-1.31356658225184,-1.56932070370404,-0.014987966158931,-0.420646633937855,-0.935606904299706,-0.749910915348135,0.827753524460936,-1.00342358461263,-0.363991552528553,-0.604050757410892,-0.652565864272546,-0.590853081371648,-0.51233058255856,-0.612369392750989,-0.659161877781813,-0.661530332883555,-0.547269819374844,-1.24662837309456,0.539495752082654,0.309351269396709,-1.55391374734917,-0.558654485813916,-0.310538422181528,-0.00263119722053455,0.440490878443533,0.733107654809418,-0.658171327885908,-1.37914332735045,-0.429466233300248
"Listeria_Mig_3 (GE) - TPM",-0.385547517628134,1.14608367639021,0.331044597148003,-0.33014220137126,-0.867157957177886,-0.891419125477239,-0.668648345900787,0.234690544102952,-0.30539119366786,-0.750419326437453,-0.262995121777366,-1.68329525657252,-1.10646491769398,-0.240450775605303,-0.286210340745136,-0.473588084406977,-0.580478613783885,-0.361218471863109,-0.455994496649854,-0.660178789427669,-0.599342804293926,-0.624616359340155,-1.66190825170485,0.591004646108012,0.151656519373547,-1.197973568813,-0.529623280028529,-0.37938815825019,-0.0496739844366836,-0.482231391148747,-0.222465693472429,-0.521335243508143,-1.68813933478007,-0.0942357237302801
"Listeria_Nd_1 (GE) - TPM",1.71085077973956,-1.99899813724857,1.28540926898123,0.279424394714365,1.51887134705575,1.13033883656435,1.4263595156167,1.25413635759712,2.4472048408289,1.88255851602264,1.40730121071992,-0.232775722633393,2.06613057618964,1.78842873139767,0.694360170448248,1.27503606527506,1.87915873768244,0.607430985172877,1.52719033002028,2.05251865840679,2.80548118095924,2.52705419074296,0.330243595098313,-1.50991486012446,-2.07520586620399,0.815889887140695,1.47115955342844,1.82509648232308,1.53390022925035,1.77619315500856,1.59233408565208,2.30122467387777,1.80313176345216,1.9753961590076
"Listeria_Nd_2 (GE) - TPM",1.19734905021551,-2.01493596694384,2.48533860157045,-0.14622935722796,1.79679298125162,0.659123692436807,1.86688998454094,1.97424946298813,2.27549483392631,1.67828423998343,1.58675368600795,1.18202843881134,1.81225513688697,1.9738754987368,0.622679540707395,1.42121162138284,1.71722556170003,0.318885634967744,1.67960191133441,2.42572883861884,2.29098227620683,2.98754106544074,0.178668916222333,-1.47198059954097,-2.05616096582884,1.1204344665257,1.10297195765816,1.56923810219115,1.66084997111238,2.2399470392385,2.51898481764479,1.72959223207106,1.63612725633544,2.88576737492769
"Listeria_Nd_3 (GE) - TPM",1.49032505208863,-1.83183500777654,1.40150906019792,1.22945791996784,2.15360475736794,1.72496464096565,2.04441608171883,1.77371895602273,2.19065688629774,2.09007242450834,1.81852787193942,1.60774336460874,2.26607790141999,2.9725115951197,0.510185000909497,1.45951179163518,1.85326679159479,0.875186258201197,1.16826218545623,2.43043499040079,2.09778864582519,2.97911642265275,2.70540927354962,-1.5515730303544,-1.99416807991672,1.192278392274,1.52466631241056,1.72974977922294,0.554274836610286,1.07862018969136,1.92073725558578,1.68041328779902,1.60616839569544,2.81866667123437
"Listeria_Ns_1 (GE) - TPM",-0.728764958286939,1.77047682653175,-0.910636479249982,-0.775000706641096,-0.881616031358761,-0.243412210646599,-0.334508481575652,-1.12988563987558,-1.01043734989839,-1.07395454039535,-0.994093285669693,-0.142317401047069,-0.842860250324674,-0.870552070799225,-0.541958335782229,-0.509429495253877,-0.572677124323994,-0.541827540956319,-0.540683831715852,-0.533191445161198,-0.597586502726458,-0.519103780721654,0.0412823482399977,1.7588674977071,0.822974625048646,-0.785242021667759,-0.650317055073784,-0.976473129980476,-1.01412572986136,-0.649596681222931,-1.12867813887069,-0.599069737866031,-0.736623817373272,-0.883712155124534
"Listeria_Ns_2 (GE) - TPM",-0.712241164765199,0.221317396618844,-0.866277390280463,-0.836134131176234,-0.904557504481889,-0.688711638188534,-0.728113327346546,-1.11774404687773,-1.05338309273642,-1.0189741973947,-0.98426177568601,-0.811284728304251,-0.733853824654689,-0.873707076424216,-0.543573660156501,-0.541125096409647,-0.575125296411826,-0.5650383014938,-0.583009716316927,-0.550471355375374,-0.529669110402314,-0.507743816540756,0.397996132650052,0.635431230778139,0.728221118633685,-0.890272903570737,-0.706222175924991,-0.94987341226741,-0.578892480898589,-0.561788700277999,-1.12323315951896,-0.647373206153763,-0.784818767224581,-0.860959813205637
"Listeria_Ns_3 (GE) - TPM",-0.859221306595968,0.317008953192063,-0.860028920286956,-0.840610038247656,-0.926698847395859,-0.716321990826434,-0.573032876828666,-1.12702232337191,-1.02316515096102,-1.02779063096223,-0.992112596331852,-0.719585371939251,-0.889210358381095,-0.870066074094586,-0.515279462362293,-0.538911781713064,-0.553783504583389,-0.5153890381941,-0.56826186671395,-0.556579298553105,-0.546881394635878,-0.527756108709032,1.00914530378507,0.963110045629245,0.710320052440695,-0.819338434742476,-0.76484917453624,-0.96904954133331,-0.623560696790728,-0.851271200271014,-1.08965612403471,-0.657330592266442,-0.587395495625339,-0.877357486531743
"Listeria_Oss_1 (GE) - TPM",0.41572159558213,-0.435515862763151,1.59609668556908,2.06005336971851,1.28068332109775,1.51460499339242,1.20918095298478,0.454653226256076,0.557815041748225,1.08698035814769,0.71289811775511,0.90462846727713,0.22491111964058,0.0928098891577531,2.58686302655879,2.30893899903051,2.09313427256125,2.51329627417096,2.56151366827352,1.88231045517978,1.91761070235782,1.06887473507974,1.60271172184305,-0.784245071026823,0.106721964060124,0.869484251661524,0.82241921248041,0.835450345639868,2.03388314882366,1.47820468180682,0.722288552519701,-0.136712178919047,0.285211796454901,0.828988096733191
"Listeria_Oss_2 (GE) - TPM",0.926416400974455,-1.25062150836967,1.79908560370172,2.25654631196653,1.31390963754137,3.14345463388425,2.31771400832262,0.877364253427315,0.49680137626546,1.39694126844884,0.920689783714554,0.977752537516262,0.11509690863421,0.141925027998856,3.12009738504725,2.63952015413412,2.50817758942878,3.01481634655813,2.44301068988853,2.06811948436831,1.88533108232731,1.46883037675053,2.66938905485473,-0.526928955286257,-0.246937435942168,0.930557387878142,0.711465977237967,0.985731612984782,2.02046035064785,1.86696803776182,0.294675960019242,-0.109087756776071,0.172761133937199,1.1745385082726
"Listeria_Oss_3 (GE) - TPM",0.431956825820103,-0.725794636613754,1.76451847518251,1.93384800054219,1.26042587036745,1.10893894605097,1.08974652042467,0.506051318394275,0.499576541891626,1.09558305930287,0.917603245217521,0.322981334033546,0.18294478324656,0.0782414557564602,2.55814047966018,2.45800660453993,1.95273787167429,2.70906451917097,2.50305453439098,1.71028716394536,1.47235276222482,1.08196549358717,1.734040541636,-0.823804949150999,-0.0018560350077374,0.845810149986713,0.88516379348603,0.864963187658885,1.89137230318179,1.68675190273509,0.544270232022869,-0.166537681589259,0.184444803338331,0.745971451443462
"Listeria_Oxs_1 (GE) - TPM",-0.194412286720424,-0.0586457448349483,-0.958590314473289,-0.903463992272256,-1.0714416641193,-0.349724998403317,0.0837763852722209,-0.955932439193425,-0.949976470072225,-0.78782679412506,-0.852436585911016,-0.403078650325467,0.26978852399364,-0.810609161375075,-0.490511387679008,-0.616066261836781,-0.628536851700488,-0.584804669822208,-0.622712480278997,-0.608886580212892,-0.623483932861281,-0.564347857865392,-0.402865008365548,-0.233573232453324,0.287407269868697,0.0205895568436341,-0.833988310811963,-0.924476067301901,-1.1356773717551,-1.31583894910055,-0.911030012264239,-0.755159029688461,-0.669277880736922,-0.847527539075972
"Listeria_Oxs_2 (GE) - TPM",-0.441030778321751,0.510644246296326,-0.0964410009293515,-0.759481299423583,-0.976610114361329,-0.0117818243815234,-0.032332596108013,-0.977376661802882,-0.94250002816801,-0.849430047391299,-0.866257617539012,-1.2739797695181,0.355236381015333,-0.79746231132772,-0.581444059794893,-0.594389913976873,-0.63577781589193,-0.57136029602717,-0.618113958067507,-0.613131336675082,-0.585728634747937,-0.522551865986077,-0.0410198096295831,0.353062910569598,0.537516079402174,-0.566763522865049,-0.7346544253423,-0.903291625542793,-0.983684816137907,-1.35694337124517,-0.874952357790853,-0.718979195952352,-0.248744234866092,-0.80948056931639
"Listeria_Oxs_3 (GE) - TPM",-0.475306520229515,0.243525349159303,-0.508020401290815,-0.749783792752805,-1.0338418532371,0.0324441862405205,-0.126943568394476,-0.98744651089341,-0.948719259026287,-0.882608254024513,-0.890129879881103,-0.871118558779533,-0.0734464577409137,-0.839211082716308,-0.590625759318608,-0.626656436102484,-0.618834896814818,-0.563253967952644,-0.615054963030558,-0.634771315047217,-0.580508042007894,-0.576486719740228,-0.54574452989438,1.0369922039132,0.975349391893785,-0.297909472175874,-0.860962319282446,-0.879413633377854,-0.809428188674755,-1.35754048665824,-0.752833591427169,-0.785914914381916,-0.166218030088168,-0.824882546643758
"Listeria_Sp_1 (GE) - TPM",-1.30903250998375,2.03281143416806,-0.410668951927983,0.289051429935373,0.0409383848123408,1.12962792314464,0.198422872499521,0.18841574223827,-0.102359471039848,-0.109219339812688,-0.25884238239432,0.791615900899913,0.0445434798274412,-0.290833547363154,-0.414219433691032,-0.475498660759681,-0.429991200261003,-0.427504491759017,-0.450893086632372,-0.470062676444469,-0.417420245133161,-0.417124350809218,-0.267798768115221,-0.155419109779121,1.9403255576385,0.294346640993378,-0.370726151197563,-0.262501003263234,0.286595182355912,0.0951078575433806,-0.210916443401877,0.111892575858807,0.311760659842759,0.0582507949363194
"Listeria_Sp_2 (GE) - TPM",-1.35358788024947,1.93224830342268,-0.0113983423141238,-0.790974009016215,0.0975353298734266,0.805506670212211,0.873983237606459,-0.0141542935860396,-0.0620865462611959,0.0244900552849535,0.433493932670848,0.443529847104081,0.906571506962119,-0.300351467163375,-0.381297266316914,-0.386004235509413,-0.31296441319155,-0.53875686798205,-0.508803655132397,-0.252706032392485,-0.145508138317893,-0.435980998497073,-0.858854548281256,-0.249097180059254,0.618979260042725,0.603093827818904,-0.511419497606461,-0.252098465959772,-0.405091747529711,-0.341798100420229,-0.583493654811751,-0.339323550136884,0.363717888330106,-0.169396000044046
"Listeria_Sp_3 (GE) - TPM",-1.27675619882595,1.29588804004105,-0.684468137631054,-0.360006700065325,0.191439083278693,1.45591595999839,1.013475092535,0.21276203580925,0.00465237857522584,0.184439154369859,0.265960174991247,1.09627827384016,0.118750276073151,-0.181420007411064,-0.404405180583196,-0.467228405145155,-0.474549421547569,-0.331121606683818,-0.441081984266362,-0.360522969093771,-0.334590399934477,-0.306814905106602,-0.606286355022066,-0.549087003389739,0.441071124499546,0.304144708875528,-0.204947596374558,-0.000253340797601264,0.406063824573165,0.745363655864606,-0.508969954906552,0.0154723183824796,0.208426848383476,-0.0561799063000323
"Listeria_Tm_1 (GE) - TPM",-0.441838823910495,0.173560934020001,-0.423810618022946,2.02454609007407,0.058156060889382,-0.712425865158581,-0.776305204222975,-0.599906192935761,1.27204510466842,0.571118237987774,0.187519196502549,1.02169428419833,-1.1874546914893,-0.323490399455723,-0.519367516987748,-0.56806394141688,-0.545585263949603,-0.460742215410389,-0.514332719822255,-0.48758220543241,-0.371094542199461,-0.409664115927781,-0.559834364377991,0.910034505225829,0.783147422839643,-0.229286071919814,-0.273875511964369,-0.263644123341157,0.485762825430717,-0.19514840256836,0.990494000494478,0.45982900713598,0.656427747947611,-0.325300227244459
"Listeria_Tm_2 (GE) - TPM",-0.491709996037498,-0.424741108611165,-0.234492469600224,0.160158568345008,0.0818096268651904,-0.281941230006278,-0.744230335207044,-0.573887910338594,1.45578271104127,0.549569745476239,-0.194168011978421,0.991403410353772,-1.21143944917116,-0.321920419956758,-0.582146275732279,-0.58183869041044,-0.578845785827217,-0.503318365432179,-0.558125379642919,-0.476166918102422,-0.527485816853323,-0.375120270915756,-0.768707668555814,0.285752561185492,0.881396146881599,-0.256044893042955,-0.210310150157823,-0.343982875132821,0.130760386575087,-0.407621101244629,1.35205762750601,0.347853968270055,0.378188487823762,-0.354737724448182
"Listeria_Tm_3 (GE) - TPM",-0.297242412274579,0.205471625610833,-0.512680767089995,0.364214147466831,0.217744473174751,-0.937765540009167,-1.11315914187722,-0.56311360104341,1.11837369720977,1.35860273247922,0.615962106343068,-0.25309608423357,-1.18166038384225,-0.100163836902867,-0.533615291538858,-0.554365505272162,-0.560893832226746,-0.499825450435529,-0.547504220361021,-0.544558577499875,-0.504050424037729,-0.375155750315206,-0.770228481871561,1.05404874564077,-0.268983733407248,-0.583334794573558,-0.352713054357944,-0.139864921831507,-0.463640912944714,-0.504472129614124,0.346323356079734,-0.180825383700184,0.262512589166146,-0.357252048171404
"Listeria_Vic_1 (GE) - TPM",-0.683117512687097,0.172598796697547,-0.388201621591404,-0.804308925874393,-0.539304606899911,0.725446599463153,0.891717949073087,-0.143794618422845,-0.280186285109698,-0.670234501068235,-0.647912003822139,-1.72907742921137,0.494102650909886,-0.587122932396285,-0.547199881321621,-0.527512716131264,-0.569138166253879,-0.535744285668966,-0.528362872868986,-0.513006607821833,-0.549799438419567,-0.45868771105346,-0.263583292834378,1.23796031002525,0.116850208862065,0.187548710703211,-0.947570642280095,-0.646914379898732,0.176594124970392,-0.364804333018578,-0.684413011929402,-0.422140929867416,-0.763045396555943,-0.365214093141236
"Listeria_Vic_2 (GE) - TPM",-0.612702417158482,-0.377559972900179,-0.580074352378008,-0.181239957776139,-0.399817872732031,-0.748769841785681,0.216254100499749,-0.330776751464587,-0.298057809900795,-0.711977282951771,-0.482423965377246,0.310020645984449,0.127174362975074,-0.563299134821614,-0.552456313626063,-0.579781899108958,-0.540637551063175,-0.406652087666218,-0.59850959023592,-0.549566013140484,-0.395990797006015,-0.429321264188677,-0.607988777001694,0.230167668744629,0.0411702734491443,-0.426619518984831,-0.846264105165005,-0.542267745126088,-0.199141583258892,0.128189962121545,-0.750227667041976,-0.554591347613029,0.0834875577779016,-0.555630561961848
"Listeria_Vic_3 (GE) - TPM",-1.0951038941557,-0.316016145970045,-0.549187404464743,-0.698760786076683,-0.711580580938671,0.527141875476291,0.481453534780331,-0.358500231085761,-0.345087426931445,-0.576211230868742,-0.593533714372161,-0.28513833368048,-0.278968412118131,-0.568217019653339,-0.459353535664376,-0.408053184085118,-0.484315429947106,-0.469244936946653,-0.440965459510727,-0.474453817059668,-0.434974994816483,-0.433960539893609,-0.807976315074596,1.47540384880972,0.294735247283854,-0.0671950264725162,-0.703355852020123,-0.604575088918063,-0.545335361409099,-0.0164287181193467,-0.672068050710108,-0.541249696351918,-0.914073104369805,-0.403800617648167
