"","BPSL0045","BPSL0126","BPSL0127","BPSL0210","BPSL0330","BPSL0378","BPSL0384","BPSL0418","BPSL0506","BPSL0574","BPSL0584","BPSL0585","BPSL0586","BPSL0594","BPSL0675","BPSL0694","BPSL0751","BPSL0752","BPSL0753","BPSL1129","BPSL1172","BPSL1173","BPSL1264","BPSL1447","BPSL1621","BPSL1643","BPSL1810","BPSL1835","BPSL1895","BPSL1973","BPSL1975","BPSL2066","BPSL2067","BPSL2120","BPSL2121","BPSL2142","BPSL2175","BPSL2193","BPSL2328","BPSL2332","BPSL2572","BPSL2574","BPSL2575","BPSL2576","BPSL2577","BPSL2746","BPSL2851","BPSL2852","BPSL2853","BPSL2854","BPSL2889","BPSL3348","BPSL3349","BPSS0028","BPSS0144","BPSS0167","BPSS0337","BPSS0345","BPSS0347","BPSS0502","BPSS0536","BPSS0537","BPSS0538","BPSS0539","BPSS0633","BPSS0697","BPSS0698","BPSS0786","BPSS1021","BPSS1022","BPSS1133","BPSS1248","BPSS1312","BPSS1325","BPSS1383a","BPSS1560","BPSS1589","BPSS1590","BPSS1681","BPSS1818","BPSS1840","BPSS1894","BPSS1895","BPSS1900","BPSS1905","BPSS2087","BPSS2089","BPSS2090","BPSS2114","BPSS2211","BPSS2233","BPSS2237","BPSS2242","BPSS2250","BPSS2251","BPSS2252","BPSS2256","BPSS2309","BPSS2310"
"BURK_Mig_2 (GE) - TPM",1.08488933159368,0.927121291760166,-0.0874676458912635,-0.101970610419254,-0.641797248962417,-0.434056256075123,0.293365089540686,-0.881066886551446,0.319150390937743,-0.572726968661624,-0.580750578024526,-0.60020229019981,-0.645427312032421,0.0946631644190452,0.243679610713949,0.138230128538015,0.0916098304630493,0.160607610617435,0.661554043789616,-0.857065853633313,-0.354933278729497,0.120078935759893,0.244631168572144,0.734851746043524,-0.100013797107493,-0.554030497999905,-0.548295670569789,-0.416531156743622,-0.433557665538286,-0.908665694782037,-0.739089613313182,-0.0717933675805056,0.343247142690005,0.178895668790454,0.139013831973001,-0.0474169859775953,0.595349188317377,1.96465915054391,0.985028523769139,-0.315232387310089,0.0362332574996265,-0.25946783803927,-0.269478192386805,-0.679532151743093,-0.0571826678490329,0.105178492339013,0.497803466067519,0.351485674200859,0.707501695447883,0.653796204940203,-0.171028666299454,-0.983006049886637,-0.751657818622324,-0.505322229594724,-0.234632855239114,1.38616124942512,0.564802599694373,0.471194536715781,0.515476499040411,0.494195423777463,0.49852397606317,0.894129525018034,1.15304261140446,1.67572420242583,0.0241460556490185,0.381031503747367,-0.618836158971291,-0.120641433473931,-0.575407071086251,-0.831702949464617,0.234711886689478,0.0396789500756057,-0.447507166451595,0.90736745520727,-0.0389893775918063,0.31241971090661,0.703916600592976,0.838594288665581,0.761929935159153,-0.124749780856879,1.32757041879927,-0.729518114043037,-0.880378393159822,0.25665746089952,1.66152577000264,-0.465516398081686,-0.36350037058368,-0.541488679147422,0.154291300844938,0.214656874445441,2.20952198347578,-0.58271472413126,0.405347727443114,-0.161975247302415,0.0204554605371582,1.28167442701166,1.79802177676973,0.204569214285728,-0.0267997442196556
"BURK_Mig_3 (GE) - TPM",0.701419675121442,0.603218919431709,-0.331058925235974,-0.330817899608337,0.0390490687948234,-0.512620559464885,-0.175981655529508,-0.581688232797929,0.310743619819777,-0.593005038336069,-0.617383553763226,-0.701108596902716,-0.517236699322501,1.39751686759355,0.310821466301425,-0.128472666422569,-0.135572052242899,-0.0448271888692412,0.251960896953887,-0.300251864698179,0.230325805893391,0.592686447101655,0.0882251629791562,0.324867404167431,0.0252340730833602,-0.779579050314501,-0.935641956142601,-0.11876750865338,-0.526468434860239,-1.23445384302644,-0.966914502451323,-0.2342360916938,1.06254445774272,-0.336113521785659,-0.345890883473238,0.0368165982642147,-0.204582947616363,0.519007279481978,-0.148390966355079,-0.55205527849084,-0.201035204498348,-0.781221220809917,-0.483537998766841,-0.310283508572008,-0.228159331514127,0.137002656052116,-0.515479346257979,0.558349094315084,-0.384522026866278,-0.535076442809888,0.558397673221361,-1.70831180634357,-1.18557063228494,-0.299780850249132,-0.381784467571853,1.45130949089948,0.721307593272711,2.64086767967135,0.221045435717895,0.120815066716542,0.284286273071328,0.154374233467586,0.916711875955463,0.301047072182689,-0.0188766956248837,0.143573768568375,-0.63618394988384,-0.329713462130633,-0.631338679334754,-0.542712551965167,-0.25092892830865,-0.372551818374858,-0.585193099314357,0.160806784581183,-0.304039156574432,0.661054187602411,0.371324954553774,0.0667913711387238,1.15131882120937,-0.0933975920153254,1.59714036194596,-0.75568917448041,-0.458775866626561,0.0133841826209555,1.55758216709927,-0.548448347802681,-0.355637715926613,-0.756711875270874,-0.717614848843835,-0.397173125961841,-0.85556677613634,-1.25849015827642,0.0651380320296222,-0.377787825210688,-0.076622169903896,-0.171931706609156,-0.486736066507731,-0.180651726556197,0.0265488743417709
"BURK_Nd_1 (GE) - TPM",2.33203918983582,1.60125038490244,2.07248143919832,0.910929559564026,2.42602504278983,1.75727183499045,1.87683951914171,1.71966368692055,2.36997279340774,2.16386015176163,1.47826204686716,2.2378501129718,2.25520627052343,1.06490043532257,1.76079837870855,1.70340406782463,2.60753720521177,2.44227144254108,2.66733933613506,2.19101930327663,1.88451296786075,2.14849750614203,2.19127614789191,1.89068733789028,2.50265913039254,1.35689322183122,1.6968262729944,2.49782217560256,3.02790323223524,2.09144481783405,1.96703631863582,1.74160014604243,1.42807055796867,1.96460280041812,2.20985778022601,1.83799795100853,2.28303739175467,1.26326040323363,2.0663834209075,1.8183046771658,1.3474554377352,2.37811835888308,2.38511216932907,1.31959318379198,2.07352760055845,2.01594978982715,1.65190763149685,1.51436133720539,2.35929474898926,1.63645341632777,1.77730512199369,2.20974613330351,1.96114332152481,2.69251060997461,1.04706185939004,1.25950223698923,0.892575696620514,2.39909605631131,0.814715494082374,2.32829462328861,2.19824280796261,2.00274139445221,1.1968796142766,2.341375596969,2.42361088937561,1.93662303920082,1.24036318274215,1.62994868223122,0.994780517552025,2.16347603095611,2.37339260582454,1.44732270574806,2.22353862385716,2.07299773486785,1.10856035885765,2.4858807677133,1.05950333092055,2.37629324345142,1.89029976389883,1.58606863664716,1.3310747292032,2.9728622926388,2.32733441741467,1.6610452210242,1.47827933237634,1.78087904916735,2.08707339035454,1.66552196630111,1.66022808206449,2.43554685644355,0.242940069283283,0.997903993414509,2.11109873889034,2.55762713818717,2.18782272219593,0.605998038752278,1.87039513738364,2.12048250479411,2.43961503839622
"BURK_Nd_2 (GE) - TPM",1.53444058433559,1.48226452255607,2.07763503502797,1.80836665100195,1.65763679791909,1.90209898089201,2.55583133336349,1.26140699737767,2.12410509088088,1.91154584853752,1.20715076767958,1.6116213405919,1.80587628552472,0.736931443316163,1.16014776375694,2.05251966597386,2.27249539109336,2.23978034527895,2.42738930846439,2.23054259233274,2.11341230327717,0.926816488823216,2.39330960631258,2.50279345617586,2.411846317847,1.91443358241235,2.07932662018364,1.77722730499004,2.19895706688216,1.98230298918006,2.32789846672731,2.07914580720641,2.462496864486,2.59766271059728,2.72045000738027,1.99639421929811,2.48694130126042,1.27355292509199,1.97802333603612,1.86680843212723,2.3681492766656,2.5087368469315,2.74392042341442,1.47749604985669,1.07664216747615,1.93154809513048,1.50014600424229,1.18336809166564,2.05638939280296,1.77668491645618,1.57794998429237,1.43106568650805,1.71291110491364,1.82666151701241,2.28957142085047,1.36016005998449,1.22236870739015,-0.243827242025234,1.57856098138958,1.52248573192938,1.71348188009798,1.7046356884621,2.42600182765504,2.52790453873677,2.36693713982043,0.521663515484039,2.8632174355542,2.07580168125984,2.51397955975251,0.964608990925499,1.29560430335896,1.99490048962056,2.19284641618058,2.41594378701709,1.31215582488242,1.67992793187334,1.23571984579484,2.31599863529195,2.0039043042756,1.95069885650716,2.01729835301706,1.86999878470462,1.71182522597893,1.65068926246431,0.896956304025913,1.48291765614562,1.35005814812931,2.17667381307328,1.54272563068442,1.76407592258143,1.26136797819707,1.61923634270169,1.49998150107382,2.678944813144,2.78973689019246,2.85035349367015,1.02351408235525,1.77077365048956,2.95999303725829
"BURK_Nd_3 (GE) - TPM",1.48937012551321,1.66657341230002,1.87337715321152,1.05911324386275,1.25863338323919,1.11958967160164,2.16296096557726,1.4840344962183,1.81814343380602,2.03966144383407,1.14192937047171,1.69832057413227,1.78239014871327,0.897241198896242,0.938294993489481,1.42297382929841,2.34758026853222,2.0328871239811,2.28029867934202,0.981329244867009,0.77234341260517,1.40278981865778,1.99162307138596,2.11904026535475,1.28122950351686,1.87957633103916,1.59015584010752,1.68661822745953,1.91064539292854,0.869644376624093,1.00444516830748,1.38041119935574,1.39232786858379,2.57042997503814,2.14281657790713,1.74481499926506,2.044046930999,0.787309066367385,1.42507612213295,1.89230166166433,1.07287899871108,1.4846694234909,2.32940227944779,1.30069183715111,1.22433350539613,1.45980907140145,1.07312903112904,1.0477865967099,0.653229260601153,1.84177449261832,2.15220798365193,1.82161763262613,1.24174179527869,1.95462807194103,3.30669425734443,1.10153326344384,1.60138512367839,0.633272369916121,0.00851723366788113,1.85247983167608,1.076377563949,0.642076640282303,0.901407394480754,1.19835066283171,1.6537500483988,1.61675458590095,1.41884470643828,2.10464732714496,-0.113243351879046,0.946449498345359,1.19736068593749,0.184728838218971,1.0165157941333,1.84931484027763,1.09743797730926,1.80973530877986,1.18266281259232,1.29533830834868,1.34076936234465,1.59202427080697,0.85820208875712,0.648642174259166,0.708826025071445,0.756908054193824,1.38508332198103,1.69732086778847,1.44950788942564,1.8599231426837,2.09302344837701,1.69727111620888,1.63053518050156,2.71107861275265,2.03801579357377,2.29087175357251,2.10431820271138,1.94275900699011,1.00619872079289,1.29377504175455,2.04656868633489
"BURK_Ns_1 (GE) - TPM",-1.49997204693905,-1.52355635673789,-1.36320124638185,-0.496354890573913,-0.691771974499382,-0.820691477106889,-0.98240456104578,-0.788145843496334,-0.92762118421002,-0.717499025751605,-0.735320398692764,-0.77042764929616,-0.727894657239815,-1.14275263403268,-0.898884887747179,-1.03677944618881,-0.947933282409807,-1.0564912930056,-0.963265080966652,-0.995742445395479,-0.930651946611665,-0.766089948934694,-1.22959070954265,-0.871191782098381,-0.743924395410132,-0.731359022165944,-0.756695778089097,-0.753448004916519,-0.793196660063953,-0.545077312341182,-0.258266177431826,-1.3809476278051,-1.34204404878377,-0.690074091347899,-0.765714306166236,-1.31276812764547,-0.65858880430717,-1.11070152573617,-1.25429694669516,-1.19062942694384,-1.37447404671677,-0.715148089675173,-0.806242846044506,-0.681734062123262,-0.943989287951392,-0.847593460569847,-0.835635957541805,0.711657541502239,-0.646655128216763,-0.496308306434768,-0.574324722245714,-0.98076836401903,-1.0504765653256,-1.10754928692879,-0.586078718150666,-1.22418236557937,-0.618439465934293,0.0229633325776727,-0.839940862467208,-1.05291407587528,-1.00755394891574,-1.04610405781113,-0.922179754343114,-0.791414939205737,-0.861568995233907,-1.01463397215899,-1.18346597939528,-0.701052825145206,-0.384273321390519,-1.05416270699009,-1.20483539859846,-1.38018188731403,-1.11355259885447,-0.641537092790844,-0.751162351094107,-1.25307064731526,-0.750689890453748,-0.538086042969419,-0.968878027370217,-1.25079365960616,-1.0205115510494,-0.951153630878119,-0.843618986633004,-0.976869797547914,-1.01166529947728,-0.797200127921615,-0.644342402889152,-1.09550053305639,0.229293856905991,-0.9416916827023,-0.619816978740415,0.169114148826808,-1.278835106705,-0.764359584185804,-0.830177756500275,-1.11662355806075,-0.804349330807091,-0.877018342893137,-0.830546616734144
"BURK_Ns_2 (GE) - TPM",-1.25556713849576,-1.2886712489609,-1.14844011801596,0.35842846322917,-0.70759201340028,-0.829262656853004,-1.12784941084346,-0.567882698870899,-0.936970441609172,-0.710507404386531,-0.72577695071998,-0.73887953329948,-0.725162652385383,-0.920253438861363,-0.773989603589417,-1.06389265152026,-0.959102808545767,-1.02753361385669,-0.917105579817094,-0.554021131860028,-0.973131239058192,-0.787689705643776,-1.08391028114291,-0.872274404109922,-0.830557652839476,-0.801597434911205,-0.90454145856906,-0.613203618674456,-0.807537039867187,-0.328096165045229,-0.626115365458168,-1.0999102573847,-0.848530529848379,-0.749812189617161,-0.805307978098519,-1.13049255067033,-0.983649375761957,-0.951533238051141,-1.15421713709167,-1.15599031536656,-0.930491724025221,-0.612158225042943,-0.979790788092043,-0.546777049072585,-0.827548827633738,-0.922535804413785,-0.687744991325136,-0.30926640232024,-0.899586544685234,-0.866515309074286,-0.441941391272689,0.0571180484630297,-0.989976719976627,-1.13951324555984,-0.497704049848253,-1.1403673830933,-0.731229151716264,-0.799579050092179,-0.760437221676522,-0.652559486165625,-0.931002822976492,-0.87464146079728,-0.988137580179824,-0.816350408792044,-0.877775011424693,-0.873038413359168,-1.05989748424261,-0.68642278008679,-0.751206237938876,-0.982933274614856,-0.926937322965128,-1.16350098086954,-0.823016927406395,-0.880532895864986,-0.525574596878739,-1.2005443681827,-0.804790482500205,-0.624529849462895,-0.841636608234076,-0.891730893527077,-1.18484752859928,-0.598717655227118,-0.780825705777637,-0.991838687586407,-0.506015832768701,-0.78903939640223,-0.659774348529582,-0.822362769051864,-1.15469229529538,-1.00715118121083,-0.0625997789581993,-0.467748941951379,-0.881059742690816,-0.754320226148827,-0.800932621625311,-1.04850168829913,-0.970354168797742,-0.704815185389402,-0.855725233946773
"BURK_Ns_3 (GE) - TPM",-1.20021363852241,-1.13547644975016,-0.996178817496625,0.658488776955001,-0.801881909095478,-0.685228284290574,-1.08431897653353,-0.853695438875265,-0.962788403322124,-0.716587090060127,-0.71034985437699,-0.750528660318517,-0.728795568160561,-1.0155363674242,-1.09913879442336,-0.94132362101584,-0.997266678371806,-1.07577348182622,-0.915422308468262,-0.957360245420264,-0.807297926315376,-0.28644711926884,-1.18826163250998,-0.812103623086632,-0.730678783306692,-0.863748775578189,-0.789500854949365,-0.762240353469834,-0.806924019465451,0.205768925468268,-0.15490387418613,-1.13619977216013,-0.775234554820022,-0.707239019068106,-0.641620152810932,-0.896426746201947,-1.06171145880553,-1.08706608625832,-1.18686397324089,-1.18638210136309,-1.35629653871996,-0.88271136658828,-0.922534871098173,-0.871183166684414,-0.64656169190945,-0.81131942737066,-0.575169924442536,-0.126053391519361,-0.464799232531977,-0.298922127202309,-0.503831521362565,-1.51275529769039,-0.799090543115303,-0.739473345713848,-0.503409299661016,-0.884216317124904,-0.587560648124766,-0.582260124173659,-0.973650165658097,-0.822669029164256,-1.11143202531159,-0.683906623978576,-1.07933713638628,-0.806509162231309,-0.984361228205452,-0.936140242662958,-0.881999597671627,-0.648550689160139,-0.950945735406376,-0.662390053081402,-1.00714377466882,-0.762089989896033,-1.05816426055198,-0.627969088999997,-1.11385503243903,-1.0140456063335,-0.84037974752457,-0.690665811833299,-1.07996439892132,-0.800658510315723,-1.00021252426938,-0.891330805683117,-0.663274629070918,-0.973919145201549,-1.23360920105547,-0.763227641812409,-0.639853630250401,-1.030543983325,-0.679444231426378,-1.0352296932009,-0.63782153256768,0.142076131700738,-1.05220461847947,-0.762803552497887,-0.849027428085051,-0.877374337410871,-0.781798399605581,-0.799448618203974,-0.709629944925569
"BURK_Oss_1 (GE) - TPM",-1.33392419580928,-1.4039153082099,-1.51885187795991,-1.67636043348681,-0.778813440230662,-1.07226899442001,-1.01689977107607,-0.86519637458189,-1.35212575603506,-0.702870565585649,-0.685688633041235,-0.758002536094679,-0.676174076838133,-0.834519058594582,-1.51932628934837,-1.2837923818072,-0.952044746333434,-0.966880061222288,-0.997805175244529,-1.27813471039598,-1.12212976418335,-1.30784991929407,-0.941483481776651,-1.10234500947718,-1.08557020893482,-0.372953657111899,-0.641396227398119,-0.770506838201213,-0.864582167772081,-0.95105587867064,-1.00341938433358,-0.35625104442717,-1.14827664224684,-0.65115963980353,-0.542032804981613,0.141348517064911,-1.18757363414321,-0.597614992235404,-0.960466978783258,-0.862414645655114,0.430954345921105,-1.17400864939289,-0.990078122958866,-1.20724325265939,-0.937848661342524,-1.03073389773381,-1.11067506353099,-1.55658942612657,-0.715108593238917,-1.43208299909379,-0.734908957844187,-0.946300950385351,-1.22747533430758,-0.784563984724352,-0.641868547749594,-1.07630541079245,-0.848684171251277,-0.757027772008643,-1.08404393483806,-0.879826498893491,-1.20448820988187,-1.05298404651761,-0.936049025378901,-1.02022166473018,-1.47837270823702,-1.56489249017743,-0.948470179173282,-0.656636750965154,-0.950945735406376,-0.22508167456767,-0.956527097683445,0.301600867565898,-0.586732979955887,-0.839752452028754,0.0441558514203268,-1.06249176739105,-1.03915241806394,-1.17978116511021,-1.06483048798167,-1.08942037612805,-1.17621677995518,-0.62265268161442,-0.76050394938489,-1.23539446017462,-1.00580008773119,-0.857209835142691,-0.661157434758559,-0.857784712320351,-1.12117872758659,-1.16136812885124,-0.848904304574943,-0.329710299313284,-1.43303966410535,-0.77775968321673,-0.766142529155272,-0.841169844767306,-1.09321663569522,-0.819268619980086,-0.975937533694524
"BURK_Oss_2 (GE) - TPM",-0.710691942991697,-1.47986308298225,-1.42497597533195,-2.01792722813694,-0.892679669562091,-1.10915959478158,-0.986708593584914,-1.36889011031147,-1.34557315411617,-0.693982245237749,-0.704604552281053,-0.69428709409038,-0.707088604754535,-0.869748472649701,-1.48979478326047,-1.02566844116552,-0.929427184611001,-1.02216964912628,-0.938219413573915,-0.781321017158593,-0.98453260367995,-1.1860342255389,-0.896302540407256,-1.06761839285456,-1.00400669377073,-0.373574950134266,-0.724271449427891,-0.795602508758632,-0.848367324660792,-1.37120229511617,-0.585981859867202,-0.793235596784593,-1.03413171609841,-0.67840169598835,-0.386867649271293,-1.1863236026427,-0.959397860565088,-1.52442363870681,-1.08794421922249,-0.707811723667834,-0.595540513881538,-1.10539789128792,-1.10893181511605,-0.855684201648059,-0.964376501593879,-0.885669195406912,-1.15686095568308,-1.075660772674,-0.964427259692588,-1.14006638577019,-1.05281488622442,-1.02690051809852,-0.374388867437178,-0.914996005315027,-0.617673250878938,-1.09908650705031,-0.956880778544948,-0.289634169726727,-1.12510826945838,-1.01324575753337,-1.28678483326986,-1.07567746800637,-1.15216541439576,-0.97356752548761,-1.43163826252686,-1.63147750225476,-1.04226649214093,-0.699195080736881,0.00732799398973655,-1.00229828421745,-1.02828701635648,-0.0954893230050101,-0.831838736867854,-0.697663248800615,-1.03277175681075,-1.05874055790412,-1.08953563077701,-1.03005161520628,-1.24264168002805,-1.106207943523,-0.788643707302987,-0.603815630823515,-0.544588119646785,-1.21183828918861,-0.839539558891083,-0.794824140906447,-0.702184468327751,-0.74651892331061,-0.910303837448574,-1.17598907375627,-0.927422987874831,-1.12053837690929,-1.40797774126658,-0.78044339101785,-0.841198625511221,-0.927370557533163,-0.939507347790048,-0.978146388476545,-0.932118413067901
"BURK_Oss_3 (GE) - TPM",-1.2101476999416,-1.46304451653802,-1.45453564706359,-1.93119169987849,-1.12618129389769,-1.04080404508784,-0.791986550389242,-1.22481812670999,-1.30014075110938,-0.676323040003999,-0.699320615381348,-0.730752833609523,-0.678469968586452,-1.31955487667612,-1.42818118568582,-1.12593820391925,-0.903680022833918,-0.895232151024148,-0.905162508767097,-0.186075252446194,-0.789404328428356,-1.41044138288922,-0.980633542726847,-1.04945573254575,-1.02000532699841,-0.284892023179891,-0.790142129573804,-0.776254339583577,-0.821146061393504,-1.07698614177138,-0.85048730803129,-1.13304780941507,-1.11864808615573,-0.496634939529978,-0.583952724011306,-1.85925374029855,-0.603640763140498,-1.10053017881019,-1.4851670599056,-0.66740643887678,0.3093803508665,-1.14520798849146,-0.738212184034691,-1.36221156733324,-0.77389271350959,-0.957072468271724,-0.646746620237786,-1.53516177429084,-0.558062158228325,-1.30811920123753,-1.11213173887843,-0.145266209132971,-0.572764868649873,-0.982620912736281,-0.584618662830593,-0.876919280674984,-0.849398822807104,-0.712482059394772,-1.46140654690948,-0.497177202434369,-1.27997444026009,-1.07975476289782,-0.72856331855433,-0.888920062672316,-1.35671302337454,-1.58743163465168,-1.03856918217944,-0.676986595750093,-0.0265750218675673,-1.46135951506835,-1.10981689952665,1.14868859132629,-0.953679392281138,-0.963715921850098,-0.52805440433027,-1.04841825581541,-1.16002362758883,-1.17568849240679,-1.09438933590224,-1.33468763130784,-1.01217226088667,-0.628043355010408,-1.2656400280036,-1.31613566599837,-0.792154562778603,-0.773837515869492,-0.570871580518154,-0.90209071434629,-1.21249687221601,-1.04306596727766,-0.795102398428877,-1.25849015827642,-1.25508145674618,-0.791821354858462,-0.610573271893756,-1.12559358702651,-1.28968502820633,-0.954484566937662,-1.00618340821365
"BURK_Oxs_1 (GE) - TPM",-0.253594251932075,0.395038973587932,0.115244530478736,-0.282686846391945,-0.863022061944024,-0.394914483937767,0.311408143603895,-0.286811490053987,-0.403195600069778,-0.550181164911367,-0.588588135995795,-0.620144370085799,-0.6081396771792,-0.292165979886321,-0.305384857083941,-0.830590096110686,-0.0158768259211502,0.0954985735014707,0.0961075917907613,-0.0894426507785628,-0.165381591086864,-0.330435670426687,0.0761632435907501,-0.397281965016717,-0.500536160089476,-0.723101356152692,-0.283939982837725,-0.427162747024377,-0.770481039019312,0.0764236584892428,-0.330295036375773,0.0115656845093209,-0.515528337957725,-0.606486191548762,-0.719060308056095,-0.0834684322535496,0.107906760879739,-0.869973547220852,-0.204228345060367,-0.606197518777315,0.238973424972882,-0.643200769942897,-0.182549353008736,-0.487804434954487,-0.378270691670367,-0.434118454726516,-0.530261350143039,-0.741797084285509,-0.235436494494029,-0.124808895283798,-0.779192865985755,0.100509874606677,0.0428370772338199,0.226380107821542,-0.705243146393874,-0.256047920732682,-0.631210566040165,0.268546108214941,-0.0140980861596153,-0.045538401103346,-0.598640487315393,-0.653616509011852,-0.286498679486304,-0.344972498665715,-0.590198969778771,-0.0119461885029104,0.496786399991891,-0.584153709808373,0.561213308353201,-0.177195689801425,-0.490637511641752,-0.401894809090528,-0.405065808869349,-0.781475615412511,-0.139105960057749,0.128280541429014,-0.66529396604336,-0.832075008716677,-0.146491276967685,0.452078073439333,-0.827345398810172,-0.944783162226375,-1.04740345294037,-0.768433640075031,-0.263480137258455,-0.644049769447767,-0.572898810291285,-0.739764353865565,-0.40742296609493,-0.544228714615107,0.159159198185214,-0.0710991220537315,0.0431490762738787,-0.614824151809993,-0.429891379218225,-0.660573747173524,-0.410578076975178,-0.367878020109966,-0.526815769282343
"BURK_Oxs_2 (GE) - TPM",-0.00747841409222179,0.792306414486948,0.0944663236773389,-0.157419027317884,-0.0966668929781367,-0.15571446450328,0.552507500288869,-0.347159078848566,-0.233545623395239,-0.51223605252905,-0.539064861788915,-0.603103383263836,-0.562910160853118,-0.335723952674084,0.209994493715292,-0.643481017848472,0.00345878529384239,-0.0178280499118015,-0.0329862035910132,0.431938119861208,-0.491121747182742,-0.199229837160179,0.241748115044891,-0.512143085774459,-0.70926355558661,-0.492393123522058,0.019763638918403,-0.355300916147876,-0.715509712455449,0.252448228488293,-0.0278718485270315,0.454614313885766,-0.0603847892004635,-0.65285272124477,-0.524381327573638,-0.43360173942063,-0.345421080291572,-0.732979665269784,1.0430462573515,-0.492214690016771,-0.27839733713096,0.249577665840076,-0.190934766028806,-0.453059197836939,-0.417061375401947,-0.416362311467385,-0.521761292396631,0.331183235681283,-0.51849212245344,-0.300109987178504,-0.59221781816183,0.616841581345533,0.0605362185593442,0.454804000406907,-0.669784513599144,-0.536694428965539,-0.508560082291705,0.571545960915331,-0.615097135731457,-0.0562302337077547,-0.0677943634706064,-0.291860919711665,0.617776421794373,-0.138952631887378,-0.151406210476382,0.205330226135953,0.142801936198507,-0.614518273309106,1.09886156551832,0.618086496971139,-0.632218606164629,0.841429682163303,-0.259022441290053,-0.403317120027127,-0.0336894212585634,0.384975779675672,-0.599122166665584,-0.630815342889257,-0.0341113516198448,0.573252493973356,-0.643458872995764,-0.915227692214976,-0.750584556524348,-0.445308677165787,-0.346160483626763,-0.610603035805064,-0.503089468522625,-0.707330592730799,0.287952410958494,-0.297578201817505,-0.28936507113798,-0.130214546585748,0.0378657209218536,-0.582764073800463,-0.37019371392139,-0.249390078782629,-0.628756873410132,-0.091692166958697,-0.298366399265375
"BURK_Oxs_3 (GE) - TPM",0.740537934021897,0.738264751492348,0.380366015517892,0.700609762566834,-0.635541115130753,0.0775936010203039,1.04874347501699,0.651188187696742,-0.132022129921456,-0.549628847867683,-0.551080697522154,-0.636380118675833,-0.593469868920009,-0.00351654763576523,0.575442632863253,-0.460636497598412,-0.108431586881392,-0.183393198000888,-0.394114936560908,0.422633698500699,-0.0988541967620779,0.098473508223888,0.310908148734074,-0.616102081390068,-0.489094842176371,-0.562780527041736,-0.292637381369153,-0.275391023616318,-0.71404980881704,0.598673904380873,0.231489880121646,0.165422448898249,-0.331730979259234,-0.424123353568249,-0.697615348945922,-0.491061953162816,-0.15404723016231,-0.952029499811921,0.349585607531335,-0.531694533890454,-0.468136987657911,-0.430849969522959,-0.498916388420995,-0.662261440061626,-0.588808164210854,-0.262060705397461,-0.809799968981206,-0.307626962452397,-0.749188551522232,0.0108415358910677,-0.612841782553952,0.454190670622888,0.0898260164776856,0.206288471448386,-0.650918679404643,-0.0950505581050119,-0.541311796445239,0.105612456650458,1.19008555469061,0.158282400835801,-0.329697278716189,-0.385003810667233,-0.460199626229653,-0.213690172393253,0.169534143716032,-0.441661037691049,0.274199150353262,-0.609336882715943,-0.688150535590357,-0.328330654943002,-0.349674970851179,-0.225513466818397,-0.0673229971091742,-0.467223437403842,0.17963253544924,0.32526103411838,-0.584734120477718,-0.173523362566819,-0.463903623897333,0.779616050718023,-0.586038949682066,-0.787820281052754,-0.771740081748129,-0.134099626783999,0.109253157358053,-0.547915963022228,-0.50872804830098,-0.52630406338806,-0.298016497128944,-0.351664941253631,-0.247875326127271,0.44393360119546,0.621314785712423,-0.59404931145289,-0.471400238094444,0.314584603945035,1.17113686412329,-0.050079669547109,-0.174777139230299
"BURK_Sp_1 (GE) - TPM",-0.411345770039484,0.548793729879463,-0.550140971287689,-0.47591288442614,0.715270647479455,0.107904832955695,-0.457242432164155,-0.302141932779111,0.503166279241986,-0.341203135064578,0.166640231585102,0.282356173767097,0.289998912656713,-0.453194042460561,-0.333464279604842,-0.651414233417082,0.0388322068290948,0.382245197956952,-0.148628166463601,-0.182564053971039,0.665351317369262,-0.310291537478583,-0.178684289542091,0.134755087967826,0.0878351900495601,-0.0554312216178372,-0.0605264184856608,-0.00683534107261791,0.00844463298781468,-0.36081893714429,-1.18568086894184,-0.146342423501952,0.211076298221308,-0.821342831476782,-0.529743125577845,0.32899469474537,0.707943752390265,0.917764546723861,-0.171984946152689,0.975765186984645,-0.523117143825953,-0.169769248762313,0.0109953687003384,-0.165166190132857,-0.238463582451773,-0.100673990589556,0.210245061410918,-0.891109691962389,-0.594431206059905,-0.415744665980985,-1.47081414724549,-0.416539051917356,0.257776702226936,-0.832389082270835,-0.394731858897824,-0.888928464750036,-0.525854957261778,-0.364005431800863,0.0400795038937084,-1.24035040301605,0.471177234024777,-0.150406469710038,-0.937516214792475,0.368677704747297,0.180194368143344,-0.365394456954587,0.571244380475221,-0.61083385220167,0.18997368741598,0.178313550022045,-0.52269876664483,0.119597976203675,0.996062047965311,-0.445139234592629,-1.42059521841568,0.195418740591544,-0.798521261857044,-0.682537920120574,-0.862421030341149,-1.31132764215443,0.198505314471182,-0.473293630692271,-0.342846664960348,0.445558312774344,-0.844709906588778,-0.0246891861814857,-0.373387872571841,-0.016774035489672,2.07463311487382,0.129881883975103,0.822024400165538,0.383961905113919,-0.690107967682214,-0.0557164605662464,-0.470591865359649,0.499845088809222,-1.28968502820633,-0.030175444282445,0.81689103241903
