"","OG1RF_RS00730","OG1RF_RS00735","OG1RF_RS00755","OG1RF_RS00760","OG1RF_RS00765","OG1RF_RS00955","OG1RF_RS01270","OG1RF_RS01275","OG1RF_RS01725","OG1RF_RS01755","OG1RF_RS01765","OG1RF_RS01770","OG1RF_RS01840","OG1RF_RS01860","OG1RF_RS01870","OG1RF_RS01875","OG1RF_RS01880","OG1RF_RS02225","OG1RF_RS02325","OG1RF_RS02340","OG1RF_RS02435","OG1RF_RS02460","OG1RF_RS02465","OG1RF_RS02470","OG1RF_RS02575","OG1RF_RS02580","OG1RF_RS02620","OG1RF_RS02780","OG1RF_RS02810","OG1RF_RS03470","OG1RF_RS03640","OG1RF_RS03645","OG1RF_RS03650","OG1RF_RS03715","OG1RF_RS04475","OG1RF_RS04480","OG1RF_RS04485","OG1RF_RS04550","OG1RF_RS04890","OG1RF_RS04895","OG1RF_RS04940","OG1RF_RS04965","OG1RF_RS05040","OG1RF_RS05045","OG1RF_RS05050","OG1RF_RS05390","OG1RF_RS05525","OG1RF_RS05900","OG1RF_RS05910","OG1RF_RS06000","OG1RF_RS06055","OG1RF_RS06325","OG1RF_RS06440","OG1RF_RS06450","OG1RF_RS06605","OG1RF_RS06695","OG1RF_RS06700","OG1RF_RS06765","OG1RF_RS06870","OG1RF_RS06980","OG1RF_RS06985","OG1RF_RS07260","OG1RF_RS07295","OG1RF_RS07500","OG1RF_RS07505","OG1RF_RS07585","OG1RF_RS07730","OG1RF_RS08300","OG1RF_RS08370","OG1RF_RS08375","OG1RF_RS08550","OG1RF_RS08675","OG1RF_RS08740","OG1RF_RS08815","OG1RF_RS08820","OG1RF_RS08825","OG1RF_RS08830","OG1RF_RS08835","OG1RF_RS08855","OG1RF_RS08860","OG1RF_RS08865","OG1RF_RS09185","OG1RF_RS09230","OG1RF_RS09300","OG1RF_RS09315","OG1RF_RS09415","OG1RF_RS09495","OG1RF_RS09835","OG1RF_RS09840","OG1RF_RS09845","OG1RF_RS09895","OG1RF_RS09900","OG1RF_RS09950","OG1RF_RS09985","OG1RF_RS10350","OG1RF_RS10590","OG1RF_RS10620","OG1RF_RS10740","OG1RF_RS10885","OG1RF_RS10890","OG1RF_RS10895","OG1RF_RS10965","OG1RF_RS11145","OG1RF_RS11150","OG1RF_RS11155","OG1RF_RS11160","OG1RF_RS11165","OG1RF_RS11170","OG1RF_RS11175","OG1RF_RS11180","OG1RF_RS11365","OG1RF_RS11385","OG1RF_RS11790","OG1RF_RS11825","OG1RF_RS11960","OG1RF_RS11965","OG1RF_RS12035","OG1RF_RS12215","OG1RF_RS12220","OG1RF_RS12225","OG1RF_RS12230","OG1RF_RS12405","OG1RF_RS12720","OG1RF_RS12785","OG1RF_RS13000","OG1RF_RS13005","OG1RF_RS13010","OG1RF_RS13015","OG1RF_RS13020"
"ENTFA_Li_2 (GE) - TPM",-0.644656460233308,0.283236042777701,-0.273232623222779,-0.369528389732799,-0.351398840479693,-0.630677967109522,-1.31214927207408,-1.50074715377637,0.269106555423239,-0.682337357127786,0.766613573685758,-0.625573548732247,-0.594456105161527,-0.513764327254836,-0.614827467596014,-0.261199117738783,-0.678048739352638,-0.770521268747351,-0.287818124143257,-0.324249642748281,-0.759122262269065,0.0734066843666988,-0.496791817989327,-0.032136453683206,0.299598210912926,-0.140764171665326,0.641700076017471,-0.249912105638092,-0.0654656382943364,-0.121670795994979,-0.885583284638347,-0.854706409694924,-1.09546707026064,-0.668149417122096,-0.645971588662031,-0.577492389007517,-0.421188107680009,-1.07870109143802,0.281051713709377,-0.139378601901287,-1.21080327865241,-0.77787917981613,-1.0757020111266,-1.05301405269476,-0.87674594219072,0.0624675270124253,-0.495457063453864,-0.298610778939337,-0.665830558491539,-0.144520989961022,1.07806196110153,-0.792631681320183,-0.909194902244732,-0.288655420685521,-0.793703464099315,0.0475225086999299,-0.849498433899083,-0.0762807972130043,-0.544729798644671,-0.330388507421616,-0.561254072027375,-0.672806157747531,-0.254525345441437,0.456623124238874,0.40431583099529,-0.669766101448958,-0.816932159399268,-0.773969166977265,-0.00797987193724776,0.0792349425806197,-1.01348535548786,-0.461203933458264,-0.705436706747685,-1.00508835785363,-1.21961285350393,-1.00152381411099,-0.588418412996055,-0.587988966033389,-0.536740209313171,-0.359387363752802,-0.571033634654823,-0.735171119613228,-0.250966875357488,-1.14016529476112,-0.729784930617986,-0.0780891375741697,-0.694445201389026,-0.256609256019517,-0.576653796121566,-0.436672877931235,-0.755832842339394,-0.636031068556082,0.0531257398295458,-0.16834519441273,-0.61498163212494,-0.815180818682154,-0.894723745863672,0.33085515478816,-0.738255060952375,0.507782315160169,-0.918462934911078,-1.15958289951546,-1.28216052869506,-1.26555933918666,-1.38950548406135,-1.3950846689493,-1.49910994800447,-1.56568992101134,-1.54605832148721,-1.46711399253787,-0.812935646092155,-0.971211068486389,0.468651424558198,0.622417414729367,-1.46320132839555,-0.649175602262971,-0.462762565179653,-0.840675305389868,-0.60977217058071,-1.01562804286375,-0.62297417916912,0.187423984571729,-0.808857006800986,-0.290017697508221,-0.486826302662349,-0.946107207194855,-1.01975406079014,-0.791744990772812,-1.03080996702697
"ENTFA_Li_3 (GE) - TPM",-0.184227193195387,0.198621382594134,0.0914495345473986,0.176206215645657,-0.125338791181486,-0.491708932622302,-0.935991250245604,-1.38154571092625,-0.0108432886314135,0.0254236168112827,0.468078912179018,0.597110322144478,-0.497480555628074,-0.506731859824099,-0.486801468417597,-0.527928445445259,-0.662036538398578,-0.462751891601951,-0.861593008400091,-0.164241930616117,-0.43748377886947,0.394037843088397,0.106843380963317,0.119152025095583,0.210350311860906,0.0625429512271853,1.23735454925321,-0.722961237383806,0.0591122007433917,-0.217197131444919,-0.784282058256164,-0.56508600813766,-1.11359169383137,-0.554275857385213,-0.365489173729809,-0.359862993959656,-0.360222356835538,-1.03617512889752,0.210613375414645,-0.0243108794138033,-0.739230428456987,-0.54129797598577,-0.736393484160182,-0.566372927903902,-0.766804089510597,-0.0992366470259465,-0.47484349845219,-0.499523487119571,-0.612001981681268,-0.508616502151706,1.04222658184106,-1.02965465904098,-0.33551676409717,-0.551086224398911,-0.597268926241247,-0.725275950845809,-0.672903624988714,-0.0647488083280515,-0.381950263097961,-0.116341654703314,-0.83009325096454,-0.647485103521325,-0.0191576622896273,0.153812939021755,0.124901634973103,-0.419809855266397,-0.590446207656003,-0.452023563374431,-0.228174142280839,0.0578333981605368,-0.740792887710431,0.0259144191872767,-0.311123784203759,-0.865808506388657,-1.11540276966081,-0.925849096909994,-0.423775697975144,-0.436559594311654,-0.469172863812119,-0.33389285421076,-0.177488965589263,0.144678270607678,-0.834312975207624,-0.950220614492935,-0.346993962933069,0.402859403306183,-0.671825794099903,-0.240408995886933,0.0043572695180655,-0.294119677209257,-0.346928029397933,-0.0351569820985984,-1.0064520824904,-0.491395306005017,-0.613436103601862,-0.30316210494364,-0.500805106076219,0.471984215271907,-0.739924486478426,-0.385881833083344,-0.147175806422591,-0.618375275457467,-1.18965116628823,-1.22874879296675,-1.37116738193539,-1.28916688009106,-1.30788128116635,-1.42303390041028,-1.26105926670975,-1.17328842220149,-0.133963310444126,-0.906855122636099,0.245918154433125,0.434711654875985,-1.35519883167592,-0.226730186016006,-0.63057754383983,-0.455816844381968,-0.756838128377062,-0.727997236391048,-0.362961982041096,-0.0129591339154047,-1.05905546607805,-0.460678955006112,-0.46999003903591,-0.805152251799495,-0.666841318796892,0.158566425126304,-0.648914172491269
"ENTFA_Mig_1 (GE) - TPM",0.180592679183644,-1.03266318267927,-0.3094500245196,-0.446830209822111,-0.6266659717736,-0.949500842179385,-0.835136623946443,-0.780498833801792,0.196610926378714,-1.43782457406807,-1.71311502445608,-1.6566970570245,0.759517417972823,-0.63645519067845,-0.185231214957623,-0.195435884302137,-0.952508413109167,-0.270030077680813,1.10525053134594,-0.642199980221947,0.669939487942129,-0.651650476922737,-0.65342931231139,-1.32788719084181,-0.813163988570161,-0.54912186684116,-1.02265224372826,-0.859843507998739,-1.52970070198466,-0.340767978812788,-0.315287011317479,-0.68613463322213,-0.337388079894243,0.390626990352333,0.715376871584785,1.42849800574533,0.559705229693749,-0.0172248740052281,-0.987831536111334,-0.742444191534414,-0.0347333629882003,0.716461693055635,-0.721435334997779,-0.880792033746276,-0.556907096310601,-0.334338411254939,0.894611059036403,0.28286553568903,2.23862245786283,0.732415846413273,-1.63292026241889,0.131003129537694,-0.120792795464364,0.0127890646153735,0.20156264908813,-0.912017586686838,0.358213718334774,1.18554657933168,-0.868088087988857,-0.980002617548216,-1.92675960409995,0.794179879232728,-0.291832947060045,-1.26723355945567,-0.687047190307954,0.972640447270838,1.12214298000648,0.0849350574910028,-1.37322661811161,-1.47567173137795,-0.179438797839874,-0.470577930749775,-0.366534406346591,-0.929411124710634,-0.394118817099804,0.63462098764728,-0.970819004017273,-0.999700067555352,-1.32438502898212,-0.975612846930629,-1.18222498300559,-0.877033620865714,1.16593933654904,-1.01821347411053,0.167370091095613,-1.47234979939999,-1.52036962874221,-0.515837327744522,-0.938394041538384,-0.398454464350328,-0.700253446396157,-1.29863491986506,-0.336940857349657,0.286696088120456,0.549855503059462,1.34674311978857,-0.876295788655037,-0.41454952248379,-1.66254037058023,-0.927402076712968,-1.16260223821707,1.41086111423,-1.0434201799897,-1.18606363311032,-1.23907520698384,-1.38596724263984,-1.15581540529697,-1.14759278898243,-0.886184282554616,-0.549412177861013,-1.3484742402389,-0.515865688243283,-1.05618732782796,1.27681090163611,0.918346373763711,-0.193221752084407,-1.2406654967696,-1.19473929164078,-0.526096868552163,-0.583880067441432,-0.751748340988363,-1.04804066180482,0.51035366281614,0.0784025973683214,-0.867245558096917,-0.772849941968219,-0.184555629896393,-0.247749675021298,-0.278728382950107
"ENTFA_Mig_2 (GE) - TPM",0.148055820354899,-1.20440743036821,-0.63901884448072,-0.69738894945794,-0.826635193854431,-0.967795741313858,-0.864289184945623,-0.956421800438949,-0.918304588663266,-0.755126516712831,-1.2590378092296,-1.36515414593787,1.03336824446891,0.133643302582088,-0.621973984523825,-1.28414958551785,-1.21424993315556,-0.919403029448796,1.61190622296308,0.366363593786813,0.368695819623632,-1.09506223183055,-0.804550426444651,-1.61243267082643,-1.3460581136894,-1.25379717754415,-1.27217004766632,-1.66424089144591,-1.65725471295634,-1.18254197134518,-0.645129893802933,-0.757098471308015,-0.72881387377268,-0.498863768229269,0.594671388129816,0.637430564772757,1.13187015924232,-0.522523450598458,-1.20425122722717,-0.831919735840334,-0.43661651271873,0.74035107316077,-1.0955497702692,-1.26382361415854,-1.05491905176627,-0.490292894710091,0.593009251496466,-0.891071403561169,1.23063767067599,0.45473607221567,-1.69443783262999,0.257959111983777,-0.5712985914706,-0.219615292294458,-0.870079588615687,-0.96049400584437,-1.00862385829172,-0.52735177495995,-0.899251019736264,-1.48338148161056,-1.22972341493231,0.670293573015812,-0.660518425885571,-1.62514948310628,-1.56623450224934,1.37851396167961,1.11526709254511,-0.632607999669316,-1.54552247383058,-1.62308466242791,-0.75405683337613,-0.180753041161414,-0.830180735427223,-0.866544267361565,-0.976977146374726,-0.827345239243887,-1.49067656669188,-1.44831084239192,-1.49799470265974,-1.65009036437383,-1.39235319438597,-0.611605783193298,1.27556847508081,-1.16595164043062,-1.46431447499684,-1.51562821714772,-1.5082270977079,-1.40623760394648,-1.21810626773991,-0.802398269069273,-1.72983285842547,-1.07685709279146,-0.344423161124562,-0.00850728596388395,-0.70057762041797,1.39515075857036,-1.17464035798487,-1.12715933790451,-1.54027434420726,0.491536077657363,-1.2279859244801,0.197365839409769,-1.5603393600535,-1.52784533157941,-1.68487191632979,-1.47357910349848,-1.40844266234659,-1.45783279313836,-1.13815199467946,-0.855982658864255,-1.08747416981115,-0.946608032784557,-1.3729449423586,0.990348118498439,0.455074854390374,0.0529983625409721,-1.44767398234061,-1.44850238338087,-1.10637910989489,-1.04918104717502,-1.22587367674299,0.809570457323932,0.376999834485616,-0.0301700057890151,-1.30660797043575,-0.904979379713876,-0.406349531543461,-0.47543348308135,-0.8707189276887
"ENTFA_Mig_3 (GE) - TPM",0.124507174795608,-1.19867203886247,-0.605855501769494,-0.923815972760854,-0.947436338459322,-0.493994110033658,-1.07008558950277,-0.966249702444664,-0.674547625525576,-1.31814319271885,-1.58023908349074,-1.38527537022414,0.984525006229926,-0.991954014460833,-1.43115869137527,-0.63683857034661,-1.39412891375446,-0.926615070679682,1.44206972491863,-0.317823300847616,-0.116125793352254,-1.13896225212578,-0.958103672145996,-1.6161730324652,-1.34072914284616,-0.753686398585993,-1.12990187089626,-1.3964508117862,-1.65991020976943,-1.07029196437572,-0.685023689258131,-0.652343850564401,-0.440345394999333,-0.937750525994411,2.30265542412152,1.13916980073945,1.28457955739241,-0.638080758828057,-1.14858925515151,-0.948399094900406,-0.55751403418327,0.0340851333323281,-1.05216943418914,-1.17517907275978,-0.753399540788953,-1.02019102994888,1.10235687494087,-1.0050982459574,1.78953444692081,0.632056861877971,-1.55434287112977,0.0396436996456078,-0.667884232299397,-0.227320529715757,-1.41658348235825,-1.55447706568021,-0.953335246387191,-1.13596242232792,-1.03166536193774,-1.1296863390711,-0.909846637976586,1.48463068235226,-0.693203157570036,-1.42410342994638,-0.909427087032634,1.68810868878193,0.995751779709843,-0.342187022260968,-1.54378594384106,-1.47286162974996,-0.665508770511147,-0.373549815929092,-0.649987768180773,-1.30060987235731,-0.962560141634011,0.509834417166922,-1.52351906225386,-1.53364262539583,-1.36043104269636,-1.01008871648417,-1.25798979024121,-0.633176538468044,2.67417688587008,-1.03979499721132,-1.46431447499684,-1.37949191557808,-1.37481629803921,-0.675622807614564,-0.661729308421193,-0.767091443031876,-1.23923995076745,-0.677270876179798,-0.420514460274975,-0.693032244170973,-0.276294328976741,1.34309447567838,-0.968832924427794,-0.785580426687977,-0.250728408251913,-1.52088613098293,-1.35162978122351,1.20239672802946,-1.63064793986206,-1.58410181673577,-1.53843818129896,-1.40078699715652,-1.50132510926689,-1.54392474935931,-1.23776102714138,-1.02964325521571,-1.26848836171041,-0.758705144078738,-1.3089795163014,1.124443308777,0.803663944979054,-0.308568738285597,-0.48994141086651,-1.71155178054437,-1.34419299232144,-1.5063268857911,-1.79403447571847,0.187932928031621,0.24490370004854,-0.389989768922754,-1.74591702036499,-0.883524764966149,-0.552092543569792,-0.993468957688938,-0.746473739881305
"ENTFA_Nd_1 (GE) - TPM",1.38954207414186,2.08884868188695,1.50349656887735,1.73062350047579,1.68096580166815,0.77494456714731,-0.241721888501227,0.582208370563303,2.66653953985033,-0.254775288807085,1.3099091123224,1.62736065483914,-1.04302003741164,1.03724083878454,0.393400430491051,1.19720741007631,1.04546151520584,2.23844803503257,-2.31206251859892,1.53946861189876,1.97104364003545,2.16819513821475,2.41583015464064,1.15641056541609,0.356989810581599,1.32972887159292,1.79863435402733,0.942731333899785,1.19022113678138,1.77807053940119,1.31299641045428,1.20219942394802,1.19026449798938,1.24354564753697,-2.2031024212993,-1.49464973242953,-1.32136981008544,0.720031293014668,1.78987601665983,2.13834734446209,1.50680297500072,-0.650740032463844,-0.0145598402382076,0.625798192945621,0.729402244015004,0.645355618987292,0.861883020121154,1.0146227248783,-1.95008720054567,-1.4364565345677,1.55935099956146,0.600358198580901,0.679386105474169,-1.13100883992451,1.27176514311408,0.0843446700141573,1.43528229275631,0.596749262176778,1.65737703581777,0.333742532402175,-0.469047929313584,-1.08089921673426,1.79727918857627,1.32813545239396,1.63443685353414,1.77936672201916,-1.44245741861455,1.23931901686711,1.82360137412472,0.328627458471952,0.284239838229464,2.80367546185185,2.15792028754272,1.5252328325812,0.935963506193502,0.694783725045687,2.033088711533,1.14971858250584,1.77797079647735,1.37825066482858,0.589881266482169,0.600845928201404,-1.13170627789289,0.43654822764559,1.62448766633858,1.69992761959776,1.70385076849605,1.60180375096291,1.69894722519702,1.41820857553362,0.948206056220783,0.256749886894,-0.145288863180709,0.441648584138123,1.03115810750802,-1.2855014888873,0.88342885505475,0.286516444288315,0.306585635370797,1.25075286047115,0.959121533384631,-1.03254375540533,1.87565187715762,1.78204963133782,0.865214961537698,1.21803418712973,1.04465650156263,0.697240168236109,-0.627004825726032,-0.960249889136191,0.570192292569979,1.63082059827493,1.58773056606149,-1.0265190774368,1.4044797961899,0.870307168890433,2.16451234075825,0.598664654832694,0.542274411307333,0.942925156981526,-0.254184427187768,0.178537534640925,1.33012668633717,0.955558234021076,1.89157908075771,1.48316866786471,0.21880941196283,-0.1034696329174,0.292245950030213
"ENTFA_Nd_2 (GE) - TPM",2.68095498048285,2.7357558532447,2.29555904195749,2.59337529573908,2.92780421853805,1.75093024363128,-0.53298313500216,1.11038531419178,0.68383932714097,2.06970536752964,0.843594047744011,1.35760314361522,-1.0486632356436,1.5704271902468,0.0479023352737274,1.00398571863208,2.41263544363732,2.54673302362443,-2.16489734355999,2.09836925299663,1.64466464370504,2.26887648704246,2.39565636504874,1.54408219357536,1.39528111818042,2.04808685245461,3.28487316790173,2.28133541405943,1.10138950328236,2.13719379385506,1.57692722015848,1.52002991970069,2.64961250323738,1.68544007019667,-1.63226346853323,-1.65825871932722,-1.65606232142873,0.778934107241854,2.4434039020756,3.59628756670204,1.2551633922537,-0.6275791862069,0.737569860580546,1.01893615427633,0.600838722586997,0.834942311904519,2.58589682652519,0.692848480404481,-1.53854227778874,-1.59782902452556,1.42904993923162,3.08117283975993,1.09104795745097,-1.2850297408129,1.23338752645737,0.727465268620149,1.60906641048449,3.80278364281588,2.90590980427625,-0.0106552167342158,0.882607814647737,-0.504499155801484,3.21546375456378,1.39817964790428,0.947543016143091,2.05903707246217,-1.47536245945028,0.850894304139658,2.16382448273474,0.596116536984851,0.97466598800686,1.3312804825156,2.94065866556847,1.83614060360509,1.68117543345825,0.733046808503274,2.87634335316652,1.72963916747383,1.52680252361499,0.935887118161283,0.515332918798268,0.883679257011897,-1.26268275682071,0.477772245515849,1.74527466176661,1.71083801477045,2.24185916245614,2.27181398459105,1.32130426694432,1.90946206319826,0.256034770170238,-0.208712037698329,1.27413872557273,0.375683965752665,0.22328758664313,-1.25568992395495,-0.132036133584822,0.97076377643863,1.99691206849171,0.412411608949733,-1.4509130480161,-1.11300246948203,2.01037378476126,1.39438613239819,0.85223421619041,0.323579949761872,0.808767341016087,0.224225855570144,-0.607027168342804,-1.19589495757905,-0.0424711613480939,2.17795111702314,1.20935433285578,-1.20442972680761,1.7156357982366,2.36427362606774,2.74728742596548,0.386499900421937,0.586258686122295,1.11654366475388,-1.01255009538715,0.423934188999656,1.01923077855001,1.03666040991225,2.59295522066702,1.61903873942533,0.607239904776614,0.714560240275793,0.996081308150017
"ENTFA_Nd_3 (GE) - TPM",1.89571649441457,1.89700189678138,1.51007121354221,2.37270526545247,1.56797740054886,1.64714983999546,0.13674766870199,0.431397514090788,0.640339767885599,0.379648180759578,1.82955775103459,1.50472416021955,-0.953896905076941,1.00001803719434,0.492592755259336,0.240387498299917,1.87401467618395,3.47836631542323,-1.58420406076269,0.773932436790038,1.76815495703204,2.02830274894594,2.86048931463315,1.63717679539295,3.46374998201653,2.9744393895697,1.60623898283125,1.24292602776244,0.991271424900051,1.71904465403209,1.80327319221945,1.92572460169189,1.25688596664152,1.26407841549915,-1.21147041872259,-1.63506245678333,-1.12313877892921,0.83811517440195,2.57482190994959,1.83309474849103,2.10638852829413,-0.688881578022914,0.987751951993011,1.31705382468407,0.958674644508059,1.06927161496309,0.954661134265133,2.36681554314759,-0.599601088323171,-1.46788860382582,1.19423718016125,1.5711116472631,1.4517860833254,-1.28278844637935,1.83909868800493,-0.648442354890989,1.05863222693192,0.657275754802774,1.88664946757775,0.867425488318629,0.681493294230864,-1.12502402648371,2.74440234934314,1.29327025059585,2.89662241706229,2.07060931260953,-1.30275428943509,0.639480570294952,1.78611190280831,0.549612217391328,0.665188641445615,2.24184521250114,2.33658409979041,1.2095805882099,2.0179651948253,0.787732546692313,2.46222109108293,1.38646862353679,1.00185937306324,1.69639409172575,0.538746625782682,2.09795405437557,-1.11241157705943,-0.117451817221556,0.609152369240184,1.5414605457658,1.60141646776191,0.682645153074694,2.40883238457145,1.90289169607616,0.843210191753898,0.154555223053343,1.42525183607429,0.303059296748274,1.85388067483289,-1.20342537220031,1.29744434311102,0.51541879995407,0.422362803519862,0.0630429830377931,0.538366827664233,-1.64119353691412,1.85608457296216,2.03690102442919,1.21061097086842,0.449384640540757,0.781045720577953,0.776726022779389,-0.584754354652674,-1.15877242713256,0.532610590266828,1.61748597919204,1.89173356983861,-0.616498178904849,1.37889232623398,0.885846888743596,1.12813775831863,0.968494836542193,1.5905807481486,1.0785966858649,0.275683066939017,0.0433910692878767,0.994834613059811,2.18350118947851,1.60548536944678,0.922255825410484,0.595765296241764,-0.138585946484742,1.25701553971716
"ENTFA_Ns_1 (GE) - TPM",-0.0843752846467268,0.139289196427289,0.565054490457582,0.443130240161089,0.543228157423048,0.216403808935552,1.4033819511713,1.2105514581553,0.996110724486206,0.574278174865142,0.273189167740069,0.446991726323259,-0.969262228470279,0.653483254529975,1.27118453053344,1.05907795827425,0.062511666002309,0.632584485075696,-0.399942492956372,0.0429901113022643,0.409938686255573,0.594999692766252,0.241053484534694,0.251039360628318,1.25987895735496,1.27816433236756,-0.722520649908675,0.0802215733735376,0.883800980713805,-0.254555584649285,0.158206656347138,-0.19732044379515,-0.143794079731108,1.0257503628393,-1.14365845772232,-1.04921929454531,-0.756357256808792,0.593341806738638,0.392724716118947,0.313045811878846,0.312514766384505,-0.716365033707746,0.0982136836049394,0.0658387425686231,0.0780453470654211,1.55944660465612,-0.350650570931178,1.57705942575864,-0.491914461695122,-0.749919134047492,0.493383260025009,1.50303124754942,-0.106338630938969,-0.561453507095531,0.957834619092218,1.27494597953763,0.77246982085537,0.645977432452232,0.0152298065080734,-0.0207595363187523,-0.193197468792892,-0.560387290887317,0.720238772560294,1.24598320292902,1.40960989099228,0.00341749904840264,-0.973707059304541,0.201386352315959,0.705249618409847,0.445330722080281,0.0929786134007034,0.210821724504798,-0.404131164682623,0.00367982143938678,-0.0341037082992066,0.213908297724281,0.0066126823097172,0.224838210527155,-0.248601909991256,-0.216860466603355,0.256222911088634,0.707087903014868,-1.17642477006866,0.516621070826318,-0.400978637860825,-0.157739698744865,0.512276278476336,0.181495449890472,0.532088853062859,0.74265586484302,0.223981137639123,0.287572017044769,0.375385975391358,0.187505248120824,0.19403634905318,-0.883298059520277,0.367357505614303,0.858953786472604,0.432844151617719,0.0432981255036168,0.488348179412282,-0.417994410642184,1.94827049143837,1.53095914574315,1.59406100946283,1.65722627158958,1.65051012779576,1.71814754702608,1.70423924369006,1.42012779778215,0.0397430104416978,1.03016568952774,0.695976079187795,-0.437614255382047,-0.0318017891068185,-0.0934262837742413,0.324100520994989,0.474262741789087,0.681082338293562,0.710012408398119,0.684861505870207,0.865428788568469,1.11720755855687,0.698752832921343,0.150535842469821,0.0491490410558174,0.0862615641515362,-0.262626626974609,0.0946579716749834
"ENTFA_Ns_2 (GE) - TPM",0.136627208152977,0.952749072243212,0.46873888231061,0.563705798649259,1.13429765214628,0.0272688224418345,1.556401786184,1.35432299688603,0.159175617523188,1.09162456323943,1.21324064334742,0.153557004527825,-0.323652511286001,-0.0722208488916825,-0.435492047525727,0.223278830869074,0.331167127189963,0.057875435920498,-0.192440480613745,-0.411882722376007,-0.30188863281222,0.533145247677836,0.322889522463352,0.525617528886932,0.513906382246494,0.658875353077699,-0.0377427655974526,0.506468292275622,0.568401197148605,0.192154585414375,0.261219526668628,0.820611815498519,0.10556074514756,0.31696038729567,0.215370200629387,0.0435290571997859,0.293933631919267,0.293766291989417,0.813777957878172,0.919059763392141,0.194301422279122,-0.841355666806714,0.32065495059266,0.362261737288695,0.309326448136447,1.03578957032589,-0.703867906507036,0.151200271045325,-0.0828923620738649,-0.452526850186304,0.258350136395821,0.215555541222928,-0.115163550361102,-0.477323496257449,0.125910605193879,0.982211581669301,0.692640304166695,0.567384032753462,0.481222738757676,0.00851308285611358,0.0122810045408611,-0.287072882165599,0.164988423548842,0.723114795156679,0.346542348591134,-0.53068281353159,-0.954474533556025,0.122224076528653,0.65059396608064,0.14839993203769,0.0423397980939536,-0.177558949912816,0.0478423861420118,0.379834137530509,0.0523457933333179,-0.337729808310484,0.42280075455626,0.758566676432112,-0.28154951861156,-0.16902632479845,-0.152706910005253,0.635713749183211,-0.0809127801963566,0.353090029102052,0.584647771700222,0.356114352842525,0.233946785166147,1.0869629523202,0.557173465365855,1.01686215878513,-0.0186118500562507,-0.458256684089818,-0.238750668688967,-0.514063809342834,-0.460602781935019,-0.881687447628529,0.0342128126513514,0.416166960233952,-0.110588825822895,-0.22147915161581,0.170842989862606,-0.988465374284862,1.03054626472154,1.1398206518108,1.19632080661648,0.927990401882746,1.00504834132513,1.0603544055207,0.940691559382951,0.72964480366899,-0.357652378597287,0.376740710798481,0.196453347960399,0.0605869751566462,-0.244251581824601,-0.382668959266101,0.640528684770831,1.1245155909909,0.811617856378077,0.6349459628793,0.743455371039099,-0.0534126013799342,-0.176797934376278,0.460782465007309,0.279098502478763,0.638282624138433,0.322009679129724,0.580644993609555,0.448223309302101
"ENTFA_Ns_3 (GE) - TPM",0.164432462415126,0.614831823860935,0.795290114931831,0.579208552553376,0.810154978941374,0.623514431144947,1.58631245319309,1.77760835552982,0.700563622839082,1.05499410908954,0.664206940944245,0.701095156768647,-0.875621508275783,0.211591143440116,0.266554502272232,0.183129137220476,-0.0746591184809962,0.472102589037054,-0.765738678252669,0.872776842738581,0.342787452822275,0.745746902483694,0.484915746255585,1.00308518841387,1.5901194448557,1.40525265263581,-0.337665722782325,0.497697004912507,1.00814243351091,0.49380876919339,0.287681872933135,0.308845163946363,0.265816857803863,0.862069087882954,-0.414220279202515,-0.802510767225819,-0.492162289622953,0.965008479816904,0.595089049970882,0.600307780310401,0.620807167158736,-0.934831558166399,0.533512861947943,0.596362853614397,0.301228757569822,1.86501131544577,-0.409224747493086,1.2274799189227,-0.220844883719802,-0.486671883639452,0.301580121765354,1.26605116751124,0.124589605803433,-0.587943198472447,0.613226171417049,1.44214273804456,1.12082586036697,0.771965844650057,0.568440816597799,0.391819523720352,-0.147296875259345,-0.676615845151985,0.828104429222171,1.1188687233187,1.02644103648078,-0.0489851619858673,-0.956636083768133,0.501085007481412,0.886281919943774,0.576273691650244,0.611828559589491,0.26389498843885,0.473676795864473,0.508825875122247,0.262017964902297,0.312968478197099,0.302558782594839,0.765282545139878,0.676643796206537,0.314227200408488,0.0209342284888,0.718446116892749,-0.941003723633342,0.768086196753374,0.609197191338763,0.358958264595583,0.495483033059744,0.747969306007366,1.01739627915817,1.41858066047939,0.338799706404967,0.244003326496972,0.295809989479841,-0.316554145476704,0.207419619833535,-0.713678060687735,0.352661507773834,1.09947072402967,-0.00316356402917398,0.304125522848331,0.699313021159383,-1.04546941501774,1.21086781851965,1.14285537688123,1.37080874770334,1.5803871025087,1.25645126955329,1.41819329685724,1.2390591381024,1.1580383414989,0.185634173447293,1.0727142215623,0.649992258740022,-0.666424320864203,0.266328130401643,0.119198985888038,0.559079602121002,1.07840701627921,0.773307443653542,0.87876568672169,1.38729747698415,0.497533224638954,0.344970139205019,0.604420267674771,0.0733113459397723,0.806260996392739,0.696518076852952,0.830683287470617,1.10112179669685
