"","VC0012","VC0105","VC0127","VC0134","VC0147","VC0149","VC0179","VC0180","VC0181","VC0213","VC0236","VC0239","VC0344","VC0345","VC0349","VC0350","VC0354","VC0419","VC0440","VC0526","VC0566","VC0578","VC0581","VC0630","VC0674","VC0692","VC0700","VC0830","VC0909","VC1018","VC1039","VC1041","VC1187","VC1321","VC1445","VC1461","VC1590","VC1713","VC1836","VC1837","VC1838","VC1839","VC1882","VC1894","VC1965","VC2041","VC2096","VC2162","VC2242","VC2403","VC2408","VC2460","VC2514","VC2635","VC2646","VC2690","VCA0026","VCA0029","VCA0030","VCA0167","VCA0567","VCA0599","VCA0717","VCA0721","VCA0732","VCA0789","VCA0836","VCA0846"
"Vibrio_Oss_1 (GE) - TPM",0.365617597278191,0.0546211948428518,-0.652385545963803,-0.524128033338236,-0.414642066223272,0.114950922789565,-0.493221888128941,-0.450879904448774,-0.431065546768293,0.210297358737493,0.431547259104485,-0.221712507389179,0.209513421901303,-0.0817228884582407,-0.5236331173214,-0.149479642270158,0.582286812443232,-0.629829636157233,0.33592509855523,0.553435058205204,-0.34352199248822,-0.562023631127219,-0.696649893109011,-0.188953430368049,-0.39681986861527,0.249619337407025,-0.425872831765352,0.850602010876741,-0.673570625829031,-0.258529466333441,-0.332062333436599,-0.117054325639337,-0.526523449210774,-0.380632534042079,-0.355426741865091,-0.474469866496087,-0.76546741434587,-0.454631835629689,-0.0561863445523061,-0.795837268322401,-0.523091858751003,-0.330757702277376,-0.346041593506141,-0.662613991033046,-0.504381491739509,-0.104505555114764,0.596134179194986,-0.206410095836378,-0.0868979522761599,-0.199961059867561,0.156722102129414,0.0165274615713977,-0.491314192453435,-0.209149366207053,-0.594192104473829,-0.187940054484936,0.0669457664864321,-0.424429023212149,-0.55331143878662,-0.409211395329929,-0.546893606965815,0.562035408743492,-0.481651698763982,-0.571821418188221,-0.79035993405581,-0.585855283170598,-0.798049463581717,-0.529419853852415
"Vibrio_Oss_2 (GE) - TPM",0.96612546032679,-0.97924803853842,-0.422032163700418,-0.0702641209443083,0.306244038078061,-0.318417962121943,-0.467235576339005,-0.406266336975756,-0.39532467756499,-0.191729401872874,0.578083358161676,-0.320859431165212,1.02570476914294,0.920288718628244,-0.712666185931403,-0.491635385362274,-0.0215547479092447,-1.44461487977376,-1.0732832779568,0.905611433289737,-0.493993280321929,-0.664360535189439,-0.994283760806621,0.0698463522994061,-0.638189142913794,-0.809994494484788,-0.661628709086088,0.638789644091623,-0.10563470002215,-0.9667565606017,-0.353472599710391,-0.297741212968124,-0.154639043685807,-1.09603487451096,-0.635750769696355,-0.571448952612056,-0.723893796207053,-0.204419569099459,0.191220539438129,-0.0621632552171865,-0.327028316602083,-0.229693150395317,-0.649429931800034,-0.97149748315935,-0.409605765066175,0.160736029423287,0.157677513724857,-0.343008940183525,0.460409660414383,-0.280084546037391,-0.372719097670788,1.05321237848643,0.105535003988834,0.0579788082012833,-0.777463309076752,-0.288715590491062,-1.05346230236709,-0.943530155375877,-0.910119557126429,-0.874925223076833,-0.0366058924486935,-0.321728488775461,-0.143229032068222,-0.891211341532736,-0.892945125348475,-0.54255417980435,-1.17356396490634,-0.566247654854755
"Vibrio_Oss_3 (GE) - TPM",0.574020974777104,-1.34839689123988,-0.354625026215447,-0.157852562559404,0.893614682984887,-0.799136240516545,-0.567549226045417,-0.846322510074588,-1.01115103884381,0.609700804170859,-0.89222560443816,-0.687576709971241,-0.592499671293686,0.347017754533946,-1.0698507397206,-0.452420950701484,-0.311167549595746,-1.44644240018009,-1.12288277654553,-0.865022916294889,-0.70778422624966,-0.707183130614758,-0.815680746276657,-0.764016935360231,-1.76958936144396,-0.305850692784165,-1.07457422223448,0.274413299006938,-0.457942829338256,-1.42719626172096,-0.426450390155452,-1.32967284115053,-1.05931319021949,-0.858072960687963,-0.449485874290071,-1.21863947560136,-0.326815506341733,-1.05699533678159,-0.44588570046132,-0.029260984936779,0.270932569794219,-0.677592675710583,0.136930338647926,-1.13866829207509,-0.327475266696236,0.422920535766036,0.838432162051145,-0.0350580823777293,-0.250274763189538,-0.717927303524917,0.230007721112159,0.926687697140902,0.327334987504247,0.283740767077571,-0.706888059823336,-0.853020900132072,-0.111191072163645,-0.883979492317084,-0.874019261612518,-0.600624185692391,-0.800313802891878,-1.37455599716831,-1.45709957328022,-0.449815437233783,-0.388115681634592,-0.444945306595576,-0.498398891639632,-0.52154030576135
"Vibrio_Oxs_1 (GE) - TPM",-1.23063199728157,0.53745259833682,-0.988555067601893,-0.611369364682587,-1.17543083973963,-0.498135943089556,-0.172794310181014,-0.577073536152726,-0.440209266746479,-0.800087874355197,-0.038649163608309,-0.663095341146548,-1.06704551142091,-1.04645501944141,-0.203994730129067,-0.45092532353987,-1.12459513209329,1.33670800688096,-0.854533631285046,-1.46532127390075,0.202951654124515,-1.05028567420904,-0.514511571548904,-0.521438525341627,-0.709339704336283,0.514151727735074,0.101367733040894,-0.228437116850069,-0.631192463735279,0.383023791401192,1.7135650727812,-0.473346602931893,-0.57046443793213,-0.487059559662971,-0.503446138620717,1.76520352847926,-0.640948229827489,0.270099121692205,-0.994087950425952,-0.0884273916186216,-1.13887915605607,-1.62604882395402,0.468100054638881,0.218910926231543,-1.21853136196541,-1.55461570500041,-1.62561693564096,-1.13841790094985,-0.873901847342015,-1.24125368897432,-0.463814129505335,-0.137248590027892,-1.5907881492305,-1.14331828313107,-0.364530711203805,-0.903052602127718,-0.725909674564162,-0.67757219059091,-0.152172282700828,-0.612560189159231,-1.05275835500321,0.895917716392964,-0.998043412454358,-0.910371144784576,-0.682988523178674,-0.616134245934937,-0.34159631303266,-0.595699216468442
"Vibrio_Oxs_2 (GE) - TPM",-0.587631908609442,-0.392302547714607,0.0382074467770678,-0.369192910610539,-1.21922943338466,-0.86798364491632,-0.736297479832739,-1.05843986762115,-0.975237542043593,-0.555118323719859,-1.53788502645185,-1.23867128633426,-1.19178222176298,-0.973407568398637,-1.09020459539085,-0.559394930952218,-0.553211514913304,-1.55695883890148,-1.90206461054472,-0.775383534298746,-0.615717699722193,-1.30737219236581,-0.934234328326355,-0.853337242128183,-0.710745532784783,-0.526298990397412,-0.764307455806313,-0.147380856011468,-1.29492493004789,-1.40522833382298,0.183386671926563,-0.95942901423118,-1.27469777021483,-1.03097856592732,-1.33469554996053,0.749765821706179,-0.754295158801294,-1.24447927675066,-0.957893765009266,-1.33973679196783,-0.677936422002915,-1.0925846493961,-1.56872878221167,-1.38254621298979,-1.35393909470407,-1.13112890868239,0.220433636508309,-1.10715887722528,-1.00115289037216,-0.673624475458067,-0.781238544275967,-0.316467205691103,-0.765319531276147,-0.472318871797122,-0.878840132659522,-0.840484105294813,-1.44143165874177,-0.907869460411672,-0.894977897567993,-0.838298776000677,-1.10974427061797,-1.37455599716831,-1.26527273761208,-0.711290807461082,-1.06256555675606,-0.535944533341203,-1.08961127217975,-0.641661293776312
"Vibrio_Oxs_3 (GE) - TPM",-1.09902191885413,0.0458323236257841,-0.889085662804395,-0.481889925148239,-1.08865313688167,-0.3703358482411,-0.551942149513269,-0.967270665325545,-1.02866095579371,-1.39933535196121,-0.216204743691707,-0.46342191010221,-0.756756817078424,-1.32954075978287,-1.041768170589,-0.631584304940815,-0.838613241717032,-1.02086521295969,0.153950223576257,-1.29654127300681,-0.490981966712822,-1.19745206833797,-0.578271524854244,-0.289920491915176,-0.782261182618469,0.112328917112335,-0.62311166213432,-0.561741186322872,-1.80479575985089,-0.457267197086998,0.374947464644573,-0.287830784764465,-0.679887898835583,-0.82118862128491,-1.07892445003418,-0.999996139105424,-0.835463572556606,-1.05866233404919,-1.13456747901138,-0.847140978103559,-0.759086009969862,-1.49907367192758,-0.966518205637798,-1.13703518860574,-1.298263565447,-1.48586206362732,-1.87851549915724,-0.971773773097997,-1.16230697574776,-0.544716848233997,-1.17448846392244,-0.266838904052998,-0.641798571587832,-0.713148048809015,-0.776008566828249,0.303034321061098,-0.306085897343576,-0.646709320018215,-0.680857295769811,-0.926346448783598,-1.27628484975354,-1.37455599716831,0.163536535459863,-1.04526832252501,-0.984904908836654,-0.834272055849817,-0.320668305438821,-0.615387580458077
"Vibrio_Sp_1 (GE) - TPM",-0.195486937486016,-0.766349503851975,-0.218759951476485,-1.10333621676528,-1.12453511282209,-0.900906995021895,0.712615332455388,0.249109795714457,-0.132895597405198,-0.715659779889452,0.0349494205146421,0.178706770135524,-0.410908536710689,-0.292054475208639,0.0764363639225458,-0.506788373633077,-1.28366690363381,-0.826873118842781,-0.452647499065763,-0.600177223814339,-0.18173313024594,0.244663121026195,0.243734605555581,-0.87657154918507,0.208753346395206,-0.978481055166488,-0.187356653404799,-0.613884684650139,-1.17408101476316,0.896737907750727,-0.38274025520286,-0.517565720924924,-0.793979685103652,0.820082425400364,1.6673691810469,-0.595912130609797,0.408170829777678,-0.689630467278461,0.17652018340436,1.18082705749771,-0.180081465788651,0.334548574812631,0.870523542079952,1.13974658765152,-0.695755003098533,0.506721367354658,0.27070905465437,0.145864356831976,0.839150288437195,-0.338177449742614,-0.873398044904691,1.40556124773293,-1.07832781491808,0.0175897018305807,-0.44687205606497,0.221717767378615,-0.496181501991049,-0.376475141712264,0.161702208413536,-0.303570609399786,1.18633376382351,-0.449852728338013,1.25682315982763,-0.392900523150266,0.981002675810163,-0.530285146682403,-0.463502394942972,0.159380195533256
"Vibrio_Sp_2 (GE) - TPM",-0.169604655713703,-0.833944443028146,-0.354398179695059,-1.06221671345411,-0.352869500750913,0.712135506081932,0.0299679881711918,0.0308081506010073,-0.460560883892574,0.0765748736036576,-0.29244043460714,-0.320059416595028,0.146729528381547,-0.459110112498904,-0.520672439391659,-0.820964465317993,-0.896826633737294,-1.19503230445384,0.445844224633066,-0.19062292005351,-0.483771874440639,-0.803829190379533,0.66372693936752,-1.1027414383298,-0.73168776655996,-1.67484966582951,-0.339306476730871,-0.569882405456314,0.0775362763629603,-0.457021398936251,-0.617519408411654,-1.32967284115053,-0.825775517636222,0.10916189403635,0.128452283743479,-0.625476239189437,-0.689554002548875,-1.01432424877725,-0.428049699494623,1.75868463582906,0.238344093346359,1.1642264567222,0.715168089967155,0.380244715805818,-0.233939236988997,-0.486926460188246,0.544182268404251,0.0204904313923877,-0.793573128056152,0.385581935837634,-1.48901803502167,1.05059142769697,-0.651166975306866,0.394798219456773,-0.4830618944025,-0.405456202273953,-0.642942551816036,-0.286892257559451,-0.314111769971947,-0.952074693461144,0.683241984668614,-0.234693561631042,0.444680242824148,0.211975767013378,0.308913857122003,-0.88793587327812,0.100986172429883,0.0203093391682094
"Vibrio_Sp_3 (GE) - TPM",0.204274462818614,-0.234364197007197,0.0568670803042766,-1.13309268573613,-0.478697985642977,0.564617651979312,0.222681663091734,0.0423545781582771,0.092971585392695,0.418410454408277,-1.28057887875808,0.233178484186579,0.162932673462616,-0.537825377395338,0.00126183201798071,0.030419681558108,-1.21082049796735,0.178996481962015,0.85663801986168,-0.666554374117803,-0.113750166871792,1.19952564099512,0.225439962653723,-0.603047462953445,0.528248392139425,-1.458591118967,-0.65192271602234,-1.44741016070663,-0.318673598741659,0.381760926685552,-0.5108207119062,-0.716173354955549,-0.25787708011831,1.07563862033167,0.367132978406141,-0.403220317231633,0.187200188428916,-0.00179179251403402,0.245733557592093,1.05831842568891,0.401580349217805,0.351700516133333,-0.225840775724543,1.40598935345679,-1.03711232494312,0.610019485209758,-0.724778617632752,1.75605998737679,0.50769692800387,-0.219217616117335,1.30259982577971,0.352480282449079,-0.481216915352323,0.227869974943246,-0.477954766745435,1.39343950013422,-0.701863293990951,0.329146376344401,-0.255830264665054,-0.607599838989467,1.9736796573913,-0.484235322086324,1.37555155662516,-0.94593909927936,0.813899563845553,-0.3175469429685,-0.213079357555666,0.0103500772322904
"Vibrio_Tm_1 (GE) - TPM",0.778487885102701,2.69522050323732,1.96088237461233,1.447985940868,0.515494348048597,2.46273784647193,2.25867006570721,2.21613519703595,1.95548980279111,0.450481025449915,0.981530792767923,1.83453926487503,1.94021969022874,0.337474355961072,2.87841873387686,2.55783571669175,1.1430350641557,0.936204674773505,1.8004327909086,1.98619775693642,1.98541123333923,2.2098453508106,2.35935844544782,0.357075838319826,1.29691570463982,1.11157880294546,2.50996388445656,2.44193589304562,1.702081222733,2.01179313379092,1.48173483739519,0.933649901508137,0.970237058058122,1.23661271572823,1.93440594665112,0.860792510540981,2.99364550003741,1.57291845212956,2.12868889677842,1.32260177795447,1.54133918779441,1.83430493485308,0.878961381140778,1.7963940810808,1.5831541858941,0.377415947175739,0.844025516577081,0.870621366777883,0.339734817656557,0.814061706314171,-0.0168955278787909,-1.9669799012294,0.5363862520821,1.90534755133779,4.03695319672753,2.05675735317356,0.421786417077934,1.49602013675973,2.83458072567129,1.59272035462088,0.592883262438903,1.62242644776879,0.671414764722321,0.917832255142796,1.69397013520779,2.38867648974519,1.67944574928368,1.74816925154856
"Vibrio_Tm_2 (GE) - TPM",1.34257629361033,0.713080293247614,1.15312064113261,1.67767280357045,0.506594990880294,0.78169242331258,0.665260903816107,1.01752556398529,1.4946556229276,0.925969713135891,2.15508106500609,0.82129358004099,0.799369640170454,1.63829591482084,1.51479447875815,1.12142597501058,1.02593422827543,1.27899284811482,-0.533473062286162,0.58774709624544,0.91496509962759,0.96756704040965,1.37829700860457,1.51547973132189,1.26822274314424,1.05646160515247,0.620705242857472,0.474095950046714,0.772678676857208,0.220048039787749,0.582613551023166,-0.285212719504441,1.50128508606583,1.2122831820324,0.677366752500829,1.81198355996626,1.01473531572288,-0.0313407666823646,0.999651265518372,1.42470784162503,0.936973524857098,1.49307394970273,0.360690249953005,1.4209025784009,0.827650242638825,0.797838790808705,0.988765822319829,0.0352255634809636,0.659915502556228,1.75480762047804,1.17375527349216,-0.0788075524735968,1.15047126886859,1.58130349205097,0.596397860646084,-0.125205609455971,1.54523403337793,2.64792888452179,2.05245703506596,1.94531209629865,1.27071374027105,0.691971206550111,0.862248428828402,1.41627130102234,1.51271949142179,1.0757913657885,0.679396073373285,0.571715633966867
"Vibrio_Tm_3 (GE) - TPM",2.18624297851228,0.840052043348751,1.68633002676742,1.72445468152818,1.27165704649273,0.837707965193582,0.583854906919928,1.60446577783269,1.39512783633004,1.80020111255537,1.90068172398235,1.73222766059349,1.87202326115959,1.85620225070822,0.683949194766631,0.676001874770987,0.646986045190925,0.929906641381226,0.873339823098397,0.181552477404243,1.80332377557722,2.17352475760238,1.3365452966522,1.47962147806524,1.55046473225989,0.651492815066285,0.976874680676365,0.166762006530781,2.13904575077214,0.560527518190754,0.382197535747532,1.32515600223097,0.85269661712089,1.35074772255959,0.81481385659961,2.55437271417471,0.749344989591005,1.3212616813173,0.887209543893589,0.571156359612415,1.2590141850841,1.4113161460313,1.73034463399499,1.12743118228342,1.54697846998779,0.823817093335706,1.59358310136049,1.08564440542486,2.08521833665797,0.721583413552801,1.05735098950329,-1.20187999026433,0.978679340084647,2.11388792244677,1.04767745300894,1.27446629884441,1.55986291365177,2.4652359094256,1.87757395307037,1.5224349284703,0.434260657395264,0.626863143226515,1.12143432578021,1.95797772151226,1.62318069663631,1.46055199672622,1.16021975554474,0.491001513894325
"Vibrio_Vic_1 (GE) - TPM",0.162317747711653,0.706013799642185,-0.368545546966453,-0.48390214914568,0.397507473963534,2.11975336520922,0.0410618252003305,-0.15763327611765,0.621892538560625,1.27401023858054,0.113592719081297,0.427780921779546,1.86479893541118,1.06031138634645,1.26133812497931,1.50373768705831,-0.552814889682952,1.58199652037299,0.140879064295534,0.076931139324722,-0.428110086030047,0.629686144774584,1.68702560086814,0.464904011204556,0.634202473321337,0.515597185905563,1.1792891711901,-0.242017501575034,-0.156351909131778,1.99992144706087,1.67518977734607,1.06183512015225,0.538933977268216,2.33672476002881,1.84865847054367,-0.240255895449583,1.06466393653272,-0.438651738727682,1.29625523008569,1.59336581675841,0.566217830583759,1.01055609354887,0.216730971743114,0.840095492770694,0.282681451505305,1.8506473677257,-0.736035382065567,0.306852151673833,0.0974407177800096,0.264801465632588,0.218567722961798,-0.663151195183857,-0.572906365275866,1.13548039684903,-0.371303736489292,0.00930652966334512,0.11872230048766,-0.786161607945882,-0.355701840643795,0.305698002382165,0.639872703215341,1.32315565464532,1.28365209038272,-0.218144514757316,0.0230503421316215,0.242798611316207,0.500759358704855,-0.114627721300101
"Vibrio_Vic_2 (GE) - TPM",-0.410750278103704,0.547094418421947,-0.749365234982629,-0.48501124658097,0.328090121446465,0.791224830562858,-0.129435968823074,0.150892511108564,0.489681450933905,0.105126124046604,0.293738302791102,0.384103237261079,0.393570795922876,0.63810317113099,1.56946917098262,1.82902005517139,-0.0149300700022744,-0.00948888778099564,-0.29692624179101,0.37855606885558,-0.634429011574851,1.45265571358404,1.51346945772262,-0.560216255409487,-0.782137626504414,0.241177627382724,1.2616642914987,2.01159814997684,-0.800391466530293,1.0693779147783,0.712652155468478,1.74880698051781,-1.09700148596036,1.63263384734108,1.17242280728931,-0.127521398291585,1.38457759418334,-1.13272776224616,1.26523804625437,1.41729551270826,0.814311721061571,0.387275745738216,-2.21324830644327,0.818971509261019,0.176511053617232,1.40085884425086,-0.667336286979047,0.393196970484557,-0.139295346026336,-0.0301053301117881,0.893686312712112,-1.0161880017439,-0.304116835286273,0.511513992302349,-0.293263846351766,0.358690897746235,0.162516824763268,-0.729202071618054,0.00072471187337908,0.0310098961463334,0.3731382206499,-0.421480540707187,0.283492642469268,0.773980118819977,-0.353589595441615,0.251904925334186,0.947054143358005,-0.365579756201983
"Vibrio_Vic_3 (GE) - TPM",-0.164280405676494,0.592606644220672,-0.536742328351168,-0.630312203144894,0.13175841479603,0.449427856296588,0.214780495227491,-0.15988351827448,-0.263172616708359,0.911794093594624,-0.6804846243211,-0.0476467301939008,-0.0878231077951063,0.0682634160082932,0.431743823315111,1.66322646743924,0.02668336529238,0.706720461332312,0.574073664587378,0.392245426338492,-0.533833611602462,0.597857156936372,0.870461791413752,-0.537741151351484,0.206163551401709,-0.469022681832778,0.684253053790311,0.882430162464037,-0.224497495570016,1.29650611301583,1.47129592301833,2.15060929077079,-0.52219897969387,0.784196486676054,1.04827539752027,-0.678249362292553,1.06275371582048,0.0676637734616733,1.59156353860672,1.07321151173766,0.76948997687692,0.669750759058071,-1.24889161520702,0.818107867827714,0.467403508369818,0.155092210095495,-0.112726550059461,0.845394405521428,-0.0968373446016593,0.188352821593631,-0.159785713327323,-0.325301249203671,-0.186144032787879,0.328393198617397,-0.331024882897878,0.328432310578513,-0.0660776820554407,-0.815232657342495,-0.358901898880777,0.0806453389007174,0.577358614053636,0.0603931586453581,0.740516581405702,-0.523919130949416,0.639506886312984,0.690931426809613,1.01940241849729,0.00206808392306244
