"","VC0012","VC0105","VC0127","VC0134","VC0147","VC0149","VC0179","VC0180","VC0181","VC0213","VC0236","VC0239","VC0344","VC0345","VC0349","VC0350","VC0354","VC0419","VC0440","VC0526","VC0566","VC0578","VC0581","VC0630","VC0674","VC0692","VC0700","VC0830","VC0909","VC1018","VC1039","VC1041","VC1187","VC1321","VC1445","VC1461","VC1590","VC1713","VC1836","VC1837","VC1838","VC1839","VC1882","VC1894","VC1965","VC2041","VC2096","VC2162","VC2242","VC2403","VC2408","VC2460","VC2514","VC2635","VC2646","VC2690","VCA0026","VCA0029","VCA0030","VCA0167","VCA0567","VCA0599","VCA0717","VCA0721","VCA0732","VCA0789","VCA0836","VCA0846"
"Vibrio_Li_2 (GE) - TPM",2.69224255457752,1.36896664695215,0.716578685151945,2.90794021537233,1.73072637109482,0.791574647535502,1.19338718628878,1.24775954676961,1.25154153093315,0.496351371522879,0.791899134291446,1.80559006229834,0.784407138766048,1.6520616102904,0.466817164677559,0.227295300441169,1.70631392093287,1.29501796222746,0.909284764849497,1.61955334950126,2.36728083517239,0.336325168989327,0.507773674725905,1.65514939163371,0.346962912966214,2.14635006748866,1.61946517555807,-0.354064879233246,1.58281047569377,0.731670194432155,1.08261800335888,0.439537019733641,0.170028699476939,0.19102377427206,0.742895279990966,1.64079160719128,1.50219281804601,1.85284292137459,0.888762220255572,0.319603091321846,1.67115073135926,0.977814212884954,1.18759101921047,0.879617610358837,1.59500244326086,0.591105688147035,0.429103984296313,1.23276507349844,1.70521659667205,0.895482924771417,1.90236664593037,-1.62639476076466,1.66237813377699,0.572081186445146,1.10912375518708,2.59586289586319,2.07551481823562,1.32407670012156,1.59065876074225,2.0447703579306,1.55457618518031,0.580857199196907,0.754731391744977,1.43649653533513,1.05224332873243,1.8103724340577,1.03791134151435,3.10668118225719
"Vibrio_Li_3 (GE) - TPM",1.17350293027459,0.993782285690117,0.575435011349148,0.729866561605891,0.86553113008421,0.817967195609734,2.20741275925305,2.0672268992562,1.28763930385565,0.257657806102628,0.526906678994457,1.58324997861545,0.0158360525764899,-0.0879680163699038,0.453555755142333,-0.0687160212937664,1.18558235421919,-0.361961042358823,0.987818496646349,0.792723171530125,1.67268043611766,0.661777104984843,-0.266659291727904,0.387951338132605,0.718678447247304,0.441520592318794,1.84952042560601,0.776470659684912,1.25497238793169,0.721716601044882,0.65326857768715,0.605574047550695,-0.0302384375449024,0.0756400301008592,1.22589628423116,0.839112714031097,1.53137314657918,1.63600153921215,-0.0441463608157975,0.718813511597494,1.84463059904796,0.972528508886466,0.574322770205993,0.682992697814366,2.44341138866071,0.97604963565725,0.423159170345162,1.44571886435461,1.10230525496862,2.02421895628795,1.05325579594328,-1.77336708833783,1.00656485341215,0.328946662522242,1.65199215319841,1.15221378577042,0.458140079518425,0.809718192183356,1.46001874584199,1.58586942286289,1.43218873758984,1.11731620613558,0.204419103981026,1.27905578812877,2.37129620944713,1.69128649063752,0.8353472924134,2.41433178605616
"Vibrio_Mig_1 (GE) - TPM",-1.06378982321108,-1.42859250249798,-1.40662722947918,-0.14917306742061,0.21458458003111,-1.57325298746725,-0.627016598903199,-0.277481332757269,-0.750752637736341,-1.20231618028533,-1.29822098038164,-1.11114672546619,-1.66356712312231,-0.790739045781818,-0.508043975611259,-1.68194289036438,-1.47904583715862,-1.33538077881027,-1.28975668782166,-1.29199054328773,-0.629208442866956,-0.945915967029061,-0.600397906899055,-1.49113832737722,-1.58486629401115,-0.369360999221039,-0.774056790868916,-1.44741016070663,-1.31743590872091,-0.321266128359196,-1.79902609210785,-1.32967284115053,0.208906280564525,-1.12051911462671,-1.47030387414062,-1.21863947560136,-0.503485659648905,-0.653513769368899,-0.960269076956556,-1.19529531507842,-1.40401674866739,-0.559382592511136,-1.4402525646983,-1.62676054397281,-0.038779410271118,-0.98375864876209,0.139136715133105,0.228925203177232,-1.77881021932474,-0.868355262676775,-1.60439820004109,0.837267901599442,0.0613520597069195,-1.6996928833616,-0.741487712586668,-1.43136851154773,0.178811525305432,-1.02237370185116,-1.06809834766718,-0.440993782098571,-1.15589923927857,-1.37455599716831,-1.83929980462646,0.091415413956185,-0.627648869840927,-0.601650705342065,-1.05336082631348,-0.57631239783509
"Vibrio_Mig_2 (GE) - TPM",-0.638392453510082,-1.31409644096938,-0.917088866406332,-0.177395130362757,-0.0686093637896308,-1.22837979623651,-0.61743746032991,-0.171219042430112,-0.0171734280795482,-1.13968207741695,-1.83061018386027,-1.1606150596217,-2.82114716088429,-1.6781532368957,-1.22651395898393,-1.75958664199352,-1.52927103807665,-0.788525184057782,0.455621667874606,-1.55185380176845,-0.793120568247975,-1.37962551622964,-1.61585271235782,-0.753069696599083,-0.900373953669668,1.21369031261039,-1.18301532613266,-1.44741016070663,0.181345762701249,-0.713369445704915,-1.25024027358879,-1.32967284115053,1.816782601779,-1.14651508046632,-1.07858792116698,-1.21863947560136,-0.980879940030515,0.115339747463597,-1.23248846080343,-1.23863552566649,-1.58231053336754,0.187445768365354,-1.25592830670968,-1.84319650369979,-0.211914355250318,-1.2378353405802,-1.88748526134821,-1.12546192219614,-0.702126003712267,-1.15812832469835,-0.781343871296648,1.53669137559843,-1.94281095680056,-1.20943837564098,-0.920035622432115,-1.11543632526784,2.52747913196411,-0.969198063260946,-0.943903203895208,0.183239867315406,-0.775696048399568,-1.37455599716831,-1.68839835270385,-0.302145722167034,-0.593383311189433,-0.88793587327812,-1.38582366733408,-0.581644454516104
"Vibrio_Mig_3 (GE) - TPM",-1.02216091787262,-1.16816893814213,-1.76829733325584,-0.111413063942889,-0.213607548084171,-1.53720614794929,-0.62579502394654,-0.22720351142899,-0.712745558023244,-2.56327712492919,-0.7591007047451,-1.23661636633657,-0.363999787755829,-1.3752909154944,-0.293635677091356,-1.22423740286413,-1.52619555111041,-0.451412512918604,-2.44528994224944,-1.2543007659152,-0.853795887115407,-0.316390070259413,-1.02041091008804,-2.32715505857056,-2.00868614721427,-2.18514333450656,-0.193578449107397,-1.44741016070663,-2.22931764107642,-1.11304308724739,-1.52683250553067,-1.32967284115053,-1.46371522515633,-0.710216363551283,-1.63354800712123,-1.21863947560136,0.119822536521831,-1.57924275947421,-1.91519648786905,-1.35501683042472,-1.31086785542755,-1.90536919290501,-0.24555740919982,-0.281665543085012,-0.596618679616242,-1.87165346361539,-0.0497939374492165,1.0268583335603,-2.32709578384021,-1.52710651538305,-1.91369190407835,-1.30620151999288,-1.0849643601893,-1.38660917818285,-0.505090972082295,-1.98657745676514,-0.819878049115799,-0.835957332646418,-1.11270817011181,-1.25923791350845,-1.51177842388163,-1.37455599716831,-1.77223960634353,0.452326499030575,0.0501821793107331,-0.812499026369857,-1.61075815874134,-0.64763807046701
"Vibrio_Nd_1 (GE) - TPM",-0.968863105613601,0.647879744948968,0.20400471970633,-1.25545563869503,-0.831380716882295,-0.576842926889803,-0.353626955615735,0.263621665754346,0.116832710772351,-0.0425950840592948,-0.663371844051357,0.513528633883881,-0.235922417167863,0.426916672240115,0.60906254933048,0.404818021602006,-0.567767740024171,0.696267298389851,0.390087730439869,0.131916520064397,-0.705918914561075,0.392968816597011,1.23471498751203,0.291587706444905,-0.179474154131701,-0.372469381017081,0.222266644926517,0.241149061236892,0.659495399763429,1.07405128499447,-1.37960910990337,-0.242120668971884,0.41029974298958,-0.571470347078644,0.74994111770059,-0.566852318130728,-0.377430817885318,1.62150421871859,-1.33814463249662,-0.704327791969413,-0.598268831509196,-0.325875607371679,-0.410700440271405,0.138781039557357,0.171753056767869,-0.2542939140083,0.0569921839146785,-0.691830938008617,0.114053502885861,-0.790332373137205,-0.0153310491489268,-0.538983139279334,0.281483479476913,-1.02676561952903,0.0551513258470397,-0.217664548087132,-0.993494608502198,0.541023284607532,0.588388935200687,0.0159734990943607,0.0853631470977549,0.393110692629142,-0.326108014859908,-0.538154528903959,0.149738768255339,-0.237716406467643,0.40654525695027,-0.433966975498144
"Vibrio_Nd_2 (GE) - TPM",-0.857391614322728,-0.275807510790345,0.600793150562045,-1.2595440014,-0.992954027372837,-0.96719850413053,-0.579598150074208,-0.319380879894743,0.133284412427654,-0.774979459791794,-0.346393243633802,0.594159874939918,-0.38167040722804,0.0422690628324039,0.14744059818071,0.463275473701703,-0.83862756831078,-0.115328483625605,0.181521670678059,-1.20620691008708,-0.896575594350708,-0.0745365231736102,0.124568437212077,1.00057883911075,0.0613704086470234,-1.37809591940532,-0.556588711550559,-1.37239172504291,0.170100684349421,-0.0914112177019276,-1.30022958460241,-0.742135623981576,-0.203923483097557,-0.744416597756599,0.303891120128309,-0.366735489822981,-0.283540343172481,-1.07215602791039,-1.38874649284762,-0.892582032816097,-0.605967807646453,-0.138282951115886,-1.09989429012688,-0.606564918245473,-0.912367367708236,-0.644028906145137,-0.254907001886549,-0.759216397616154,0.534424400542065,-1.40356568161272,-0.501843016066751,-0.10190024432378,0.427078945307454,-1.22449373551872,0.372457366876107,-0.955925179753174,-0.386075495607403,-0.249555264705039,-0.0332689173029252,-0.872883976587904,-0.0720384157934152,-1.37455599716831,-0.658957397643025,-0.448570266290738,0.612630006139688,0.183657051075553,-0.557319254954086,-0.499688641591127
"Vibrio_Nd_3 (GE) - TPM",-1.09469333813358,0.578894098347363,0.886339021480845,-1.18472384481683,-0.633939815077903,0.548883048183303,-0.287864216681233,0.0317841996794222,0.752723935930583,0.0948502827849848,-0.178771163636656,0.0899153352829142,-0.271994636609654,0.474563296391374,0.931819219801432,0.340985344084784,-0.879672922440523,0.889141560301787,-0.306038055874966,-0.361072627437336,-0.726537971920973,-0.0588338080880563,0.120803457405261,0.435965467068599,0.115330351978907,-1.03187333296372,0.579101874199452,0.792465879962157,1.19016846672626,0.0966097604609853,-1.13568794738849,1.42795421845053,-0.87005279021734,-0.631024834360111,0.857877634427452,2.00500402260454,-0.533555083904408,1.12816063150882,-1.4069277229541,-0.766054428107131,-0.745676440213736,-0.637268403228038,0.268674176600477,-0.236795472450805,-0.188653946848192,-0.340227913008584,-0.702239772621246,-0.599045364589874,-0.329175453656661,-0.489772819187799,-0.0694314502100977,1.86262766598996,0.366936483868217,-1.1552957895011,0.0520423269944098,-0.814727677530442,-0.705934652192214,-0.0527478330322084,0.137438323142932,0.139852854372808,-0.727648325987858,0.476932077439021,-0.728731752588153,-0.625688226455835,-0.898639447426194,-0.325417357182298,1.53134859807521,-0.446014810925503
"Vibrio_Ns_1 (GE) - TPM",-1.39057764944252,-0.76439957283855,-1.32841650360462,-0.76202026333577,-1.77173439272312,-0.881867386576076,-0.559910245959192,-1.01503885473913,-0.765097706946092,-1.3764606891982,-1.4571111577008,-1.50845510610132,-0.866093785285339,-1.65422486668445,-0.842128731916594,-0.674435387635065,-0.214821279553685,-0.191065501326947,-0.566961537572147,-1.15637062114055,0.0538391024518594,-1.33458675225645,-0.988702111017921,-1.03374137828718,-1.18784230693722,-0.339724442248363,-0.831990262442027,-1.01164885015651,-0.267496835555915,-0.505037703184092,0.0631561314870781,-0.898009166437871,-1.03949602347956,-1.14259226227379,-1.18376251014054,-0.124954948991646,-0.757983978537203,-0.725467007268744,-0.661541708910226,-0.94554617516535,-1.16216959059776,-1.43899702380661,-0.347496044994612,8.18695123611655e-05,-1.5368295056584,-1.71128218901496,-1.62081546698733,-1.22777049521632,-1.1724837469657,-1.31327887783817,-0.933132885278594,0.28003070363741,-1.76275030921507,-1.35512715382716,-0.531680056575982,-1.1054165589459,-0.749957475356556,-0.452087823139138,-0.701659306409471,-0.698689677804225,-1.44614850324908,-1.17096380446914,-1.32674349547377,-0.632486879337513,-0.764487484739395,-0.843050202271099,-0.835150993039479,-0.597725591231171
"Vibrio_Ns_2 (GE) - TPM",-0.972953911001005,-1.19268166007561,-1.26685049338191,-0.529355076473648,-1.63480339242054,-1.14536069054404,-0.714587500297272,-1.07994386775026,-1.16578889172813,-1.45734632060631,-1.23604000792696,-1.40999674464017,-1.03161941296877,-1.80850967944049,-0.876694688008618,-1.03403596188796,0.37389764429585,-0.960685724255778,-1.20696609020528,-1.12187063427627,-0.452385601097068,-1.53659714947094,-1.27823076241577,-1.31654574004333,-0.688092980899897,-0.951343967039211,-1.08198909025295,-1.23470779492359,-1.36416932960736,-1.23117428982147,-0.487241636555317,-0.814769238810473,-1.27970665304224,-1.40404506048784,-1.39744225560797,0.406745540005889,-0.707471485773632,-0.899301832304005,-0.112340101422615,-1.39016480370383,-1.06946175587724,-1.23303492376661,-1.16251550036013,-0.356500101471086,-1.46335094145109,-1.54315665795862,-1.16609518014851,-1.29146113682335,-1.37974781010366,-0.959801971085898,-1.5694284006887,0.899966458828712,-1.59353986752818,-1.15039741194478,-0.737010296570334,-1.02127880594813,-1.10146352258674,-0.830058982898581,-0.984297493828411,-0.915357389818912,-1.55346305971347,-0.98775112468312,-1.35048003549193,-0.442091068188966,-0.738122698253256,-0.831615712042766,-0.756462602056623,-0.678206518409417
"Vibrio_Ns_3 (GE) - TPM",-1.27163802980584,-0.698626786897776,-1.15988804851451,-0.871881113464485,-2.12701083956352,-1.10930670231598,-0.52751354199545,-1.07376559386882,-1.04895784808629,-1.34646369298006,-1.67550323382859,-1.51282967992766,-0.770476503295815,-1.71374868136194,-0.905872244750132,-0.723395980236487,0.0679264884318873,-0.035517398332388,-0.923642285901428,-1.13292382979905,-0.110718136082514,-0.979392981496417,-1.17201150706346,-1.16404113658819,-1.46109863585248,-0.0672836077515692,-0.869929067415527,-0.861363511135325,-0.908788044111752,-0.940017473147638,-0.286514567905096,-1.19663338211322,-1.26489629070393,-1.04668049681847,-1.35092037617763,0.195971961155003,-0.867387411292422,-1.00512981414872,-0.58844274804716,-1.40632167189541,-1.12351544341824,-1.37984135380372,-0.652826236604427,-0.231249645507327,-1.66067691832016,-1.6280927496879,-1.31327749713303,-1.10115657397198,-1.27866258321385,-1.33554080443595,-1.26791177993089,-0.1729645772952,-1.738590265458,-1.09823548924186,-0.761950997987869,-1.21949544649281,-1.16183058181686,-0.757431810572064,-0.750542029498939,-0.516551053276573,-1.55073965512805,-1.17797657101334,-1.06480221226088,-0.819099568635512,-0.993562432057973,-0.826386390395321,-0.809476284736446,-0.658884083305253
