"","B4U56_RS00020","B4U56_RS00160","B4U56_RS00555","B4U56_RS00740","B4U56_RS00745","B4U56_RS00820","B4U56_RS00895","B4U56_RS00935","B4U56_RS00975","B4U56_RS00995","B4U56_RS01005","B4U56_RS01130","B4U56_RS01440","B4U56_RS01840","B4U56_RS01860","B4U56_RS01880","B4U56_RS01890","B4U56_RS01955","B4U56_RS02060","B4U56_RS02110","B4U56_RS02120","B4U56_RS02125","B4U56_RS02135","B4U56_RS02170","B4U56_RS02280","B4U56_RS02285","B4U56_RS02455","B4U56_RS02520","B4U56_RS02600","B4U56_RS02680","B4U56_RS02700","B4U56_RS02715","B4U56_RS02720","B4U56_RS02940","B4U56_RS02945","B4U56_RS02950","B4U56_RS03010","B4U56_RS03115","B4U56_RS03205","B4U56_RS03625","B4U56_RS03760","B4U56_RS03770","B4U56_RS03775","B4U56_RS03780","B4U56_RS03785","B4U56_RS03815","B4U56_RS03895","B4U56_RS03900","B4U56_RS03905","B4U56_RS03910","B4U56_RS03980","B4U56_RS03990","B4U56_RS03995","B4U56_RS04340","B4U56_RS04450","B4U56_RS04495","B4U56_RS04500","B4U56_RS04890","B4U56_RS04980","B4U56_RS05210","B4U56_RS05345","B4U56_RS05375","B4U56_RS05440","B4U56_RS05445","B4U56_RS05460","B4U56_RS05480","B4U56_RS05530","B4U56_RS05535","B4U56_RS05590","B4U56_RS05695","B4U56_RS05700","B4U56_RS05705","B4U56_RS05895","B4U56_RS06135","B4U56_RS06295","B4U56_RS06430","B4U56_RS06440","B4U56_RS06550","B4U56_RS06555","B4U56_RS06725","B4U56_RS06790","B4U56_RS06795","B4U56_RS06800","B4U56_RS06805","B4U56_RS06810","B4U56_RS06815","B4U56_RS06885","B4U56_RS07275","B4U56_RS07285","B4U56_RS07340","B4U56_RS07365","B4U56_RS07370","B4U56_RS07455","B4U56_RS07460","B4U56_RS07500","B4U56_RS07800","B4U56_RS08080","B4U56_RS08125","B4U56_RS08130","B4U56_RS08135","B4U56_RS08140","B4U56_RS08325","B4U56_RS12220","B4U56_RS08960","B4U56_RS09050","B4U56_RS09200","B4U56_RS09205","B4U56_RS09210","B4U56_RS09215","B4U56_RS09285","B4U56_RS09335","B4U56_RS09340","B4U56_RS09410","B4U56_RS09415","B4U56_RS09595","B4U56_RS09600","B4U56_RS09660","B4U56_RS09685","B4U56_RS09915","B4U56_RS09940","B4U56_RS10095","B4U56_RS10280","B4U56_RS10285","B4U56_RS10405","B4U56_RS10725","B4U56_RS10730","B4U56_RS10735","B4U56_RS10740","B4U56_RS10770","B4U56_RS10965","B4U56_RS11180","B4U56_RS11275","B4U56_RS12015"
"SEPI_Li_2 (GE) - TPM",0.441950051525479,-0.655436934861447,-0.794809057256408,-1.24377078451938,-1.61179846800888,-0.601809948946543,0.784652148460303,1.33861226246501,-0.525863595033919,-0.664950439677701,-0.426112634563482,-1.32744604303647,-1.58261618181228,-0.496392792991365,-0.456216565697732,-0.572381935794034,1.00911673865328,0.658967187520858,-0.981395983351689,-0.112007887659741,-1.19520821576528,-0.755879882779398,-0.66645202213175,0.255399605794182,0.647988265787642,0.536015837170583,0.456030777054405,-2.1593352902617,0.292823276595339,-0.0159252059107505,-0.363192782548584,-0.59428048016212,-0.53544471527792,-0.528377076533388,-1.31465937860397,-1.07137149199669,-0.0918626243050484,1.17754028304104,1.14228579399698,-0.455694679008071,-0.493732530055876,-0.317609290858647,-0.116060421501586,-0.00305763533370511,-0.799330570572843,-0.328929060006439,0.469957779572042,0.0512067577132212,-0.0381073426226272,-0.484533660617284,-0.916634123801189,-0.689658966605636,-0.500956263721981,-0.322490671628717,0.387448358634123,-0.0433920755003181,0.933347997352072,-0.356622060782345,-0.81094518986239,-0.52065359912415,-0.976160814877891,-0.750681827547094,0.503779631240408,-0.495357690179705,0.993870390378223,0.8935429595114,-0.410540849015112,-0.42664133317065,0.180762303373463,0.520477031337768,-0.93499261728077,-0.252386905280869,1.45734138698853,0.449263187427277,-0.464448169792186,-0.0127951584527188,-0.375376434584399,-1.12058260605826,0.65655099762483,0.276311321226904,-1.05532064857505,-0.80280853086638,-1.51891427528617,-0.242006948209008,-0.4714679977046,-0.508116145836773,1.28476486086561,-0.789035285412633,-0.391396353622778,-0.900230969901042,-0.392947978333585,-0.580683437081085,-0.383743531325194,-0.262475702259337,-0.412540301170957,0.582820861142546,-0.292240816561111,-0.396055921240249,-0.439882976773728,-0.638645962404467,-0.485954348729809,0.514178454205129,0.700772012790512,-0.303669624302849,-0.373811489157439,-0.679315064670094,-0.777085267023925,-0.4808403446677,-0.738792802874642,-0.423326720707988,-0.31030918902521,-0.478553492635637,-0.195260433568293,0.211957654709989,-0.618047201125268,0.0875119778327429,0.0585166079935095,-0.247631383723483,-0.683942416226985,1.0202941793078,0.74891290752855,-0.129798659975582,0.471471346865223,1.45176129482163,-0.380345739236469,-0.44411274224014,-0.624666993071721,-0.608233153034204,-0.355866639211157,-0.779565555244464,1.43124794992674,0.018753049814229,0.367153077694208
"SEPI_Li_3 (GE) - TPM",-0.348128836267175,-0.478873459998238,-0.361561257308935,0.311120810251558,-0.0388062544867233,0.0110363109133885,2.38276095263435,0.571354922008122,-0.0370764742349303,-0.283763203079476,-0.209070814984693,-0.85719851195848,-0.469007870384934,-0.71384872270678,-0.223083593223938,-0.18330811549298,1.52753036919921,0.610642390532407,-0.89846133577542,0.773610260290414,-0.784667208622254,-1.07852896204605,-0.345197889507358,0.969652852005683,0.0013429320549754,0.405781239643669,1.2315769688019,0.264461335112432,-0.0502253616013503,0.251690583703776,0.0302416956587963,-0.450867869822522,-0.287871842015376,-0.0953931562586244,-1.09349007045887,-0.495640135137277,-0.184876263787911,0.949219761373593,0.736999752802375,-0.12556087947968,-0.288320555848221,0.498228522513689,-0.0440196831193537,0.0269870605999975,0.425078768234565,0.260167506065832,0.197939885829851,0.0124342497776514,-0.222473469644208,-0.148550096212032,-0.568170046276777,1.36066973095852,-0.537572360442175,0.186993147888806,-0.0912525398270106,-0.131907359971836,0.369656559464328,-0.0513416869536255,0.0576869500472879,-0.236537016811767,-0.245422141111512,-0.213689578544945,0.329844705564014,-0.177114129935266,0.322825404575566,0.467503686847899,-0.226782183742491,-0.177719353539096,0.480640915950519,0.910778491793952,-0.0443880501470763,-0.459530190726417,0.220340714051905,1.10707166211758,-0.196431023695415,-0.0359283496572828,-0.17131978786203,-0.834703704591554,1.01295363158187,2.10555959773803,-0.806405715478279,-0.280680534603045,-0.0498868476389475,-0.306974459798153,0.181406853555663,-0.541849658724308,0.882688623558028,-0.335066581891614,0.50659349507189,0.715560567612772,-0.198769217049893,1.23553694449867,0.0514895193943452,-0.020790252026536,-0.636340783664303,0.147086785130767,-0.163929480170279,-0.275118998037501,-0.236852527352245,-0.14972650333373,-0.64042693532985,0.281841897817227,0.477682561799345,0.137762910954969,-0.0418363807026166,-0.546876409944042,-0.38538463750094,-0.195887206369819,-0.183450318658603,0.833970219338726,-0.176831192862505,-0.104474960822249,0.10629768865461,-0.0865926892936287,0.124195644596421,0.115187846788315,1.268444020256,-0.168155291284508,-0.169548958278889,0.025421052485322,0.573783981464315,0.019727180198643,0.278110223430035,1.43949937282708,-0.250202250133949,-0.208677758091635,-0.303126985779821,-0.404665003590023,0.0831152820877923,0.605582411992192,0.928352431351215,0.242634626817863,-0.234104380400421
"SEPI_Mig_1 (GE) - TPM",-0.66327633632568,-0.25888151300275,1.39657645136761,1.29622146652022,1.16537474852835,-0.420492966580015,-1.05579186434837,0.419067865024011,0.72891377103998,-0.183390663118323,-0.286078665054218,-0.833470540824236,-1.04530902088097,0.316228652662526,-0.402205649432133,0.733058105538202,-0.862727734063648,-0.0191501722502579,-0.948437473760014,-0.0221990138193611,0.0639964371886001,0.106760150812268,-0.374693926550215,-0.467618824064395,0.571970901337956,-0.131825715764799,-1.33425764023378,0.192888363934365,-1.23897342941708,-0.0961113577713216,0.352753127877853,-0.35693553562828,-0.411964316207942,-0.528060761222708,-0.36436508473882,0.123287199441619,-0.178871564386841,-0.88603631656546,-1.02819740164756,0.227316459189217,-1.12306996772615,0.316430129525307,0.426578418481783,0.243787961310605,0.0771900619734649,0.347081072702431,0.0346617032092827,-0.0222839311776269,-0.0638380790061431,-0.0962637682926901,-0.900973122618712,0.172738113915604,-0.0353924782078433,0.0912258332431184,1.49464305767889,-0.919338868427502,-0.388826379488348,0.201124827002858,-0.201474387927795,0.150335991994945,1.16075019367113,1.84651654601135,-0.549412236632942,-0.126292098208834,0.0932809707490221,-0.399220744761932,-0.408871502645787,-0.414448512690551,-0.924214756827808,-0.69294938565941,0.129207671856199,-0.588042368634255,-0.525146866215462,-1.32811964772449,-0.687472729649773,-0.247976524817961,-0.110091980185239,0.361342095444034,0.662983446762748,0.837111678192612,0.391491479501717,0.246525807381013,0.466127580386253,0.509786395372839,0.231906587012249,0.799923346555907,-0.144851609544093,-0.617470135084521,-0.40864383711169,0.820534975360216,0.380933640918196,0.545995355208665,-0.740225064677698,0.798467552059902,-1.22634935951777,-0.561790008777676,-0.283556877211305,-0.412570553417386,-0.333429019943401,0.0921040538882476,-0.130171232286386,0.593105238799439,0.757207211802924,-0.902825357942468,-0.0933871873923422,-0.911488626935186,-0.930510676418067,-0.988343140811907,-0.455021949943864,-0.339443910257724,-0.129953192869036,0.0241215388564978,-0.626702828234302,-0.160930804869781,-1.05310493976773,-0.930011291325303,-1.13201960681171,-0.601969207104412,0.934484302698516,0.802776768474808,1.35244948425293,-0.304736450830132,0.299845911150693,0.0261589042842203,-0.545489555204565,-0.6265533979819,-0.565670091754572,-0.595889269619646,-0.764080514210108,-0.134136107350204,-1.18983409295752,0.0984977581764435,-0.0610753217747717
"SEPI_Mig_2 (GE) - TPM",-0.844264154028871,-0.407260289028785,1.51374744525025,1.0602594526443,0.225294181841164,-0.0541504084191152,0.175465769637498,-0.178410730652577,0.352140108190697,-0.0390192549804984,-0.253497694157906,-1.0857214769185,-0.958736664115321,1.39815370359309,-0.384335841017079,1.25800969944449,-0.890194027728782,-0.266600002454921,-0.874662727141606,-0.131205056026811,-0.225336120203595,-0.472933987320299,-0.638841107578783,-0.589858570541566,0.642388264330254,-0.0950662585769627,-1.39735842909449,1.00903566503096,-0.290632311142706,-0.123071136476062,0.50245214581631,-0.412065219245743,-0.418245113823337,-0.62227140996334,-0.447903964718514,-0.0936020873032417,-0.231839939123522,-1.10531546933692,-0.832273267066556,-0.0347972226213853,-1.1631508695748,0.329915978615796,0.502122080653439,0.202634397031505,-0.198374017873358,-0.0600722260313239,-0.0569371851544127,-0.00975025097811999,-0.117774637289353,0.0379745510900046,-0.609325846238664,0.505999143394297,0.200262392292617,0.0584080176521163,1.69440780869075,-1.0015417892741,0.445329017408459,0.158056431356015,-0.213024266432655,0.230614635186073,0.913092273327955,1.81761742665199,-0.639148166486847,0.027135800087854,0.266873116474697,-0.23152312123482,-0.390947982723804,-0.433417243737188,-0.918755953158897,-0.646861757996332,-0.156884658849688,-0.0941938093415582,1.53751989286672,-1.73638312609431,-0.810201976058594,-0.164688481823675,-0.238802572968845,0.26796816519436,0.433488203834245,0.230061614007584,0.151961049303809,0.133690858257964,0.170023576219258,0.776948769324958,0.460347603089799,2.08348821561251,1.02631602960286,-0.558325637721947,-0.0856313673479735,0.65524223191254,0.155514414591102,0.232578025650151,-0.889291821791632,0.263834927694089,-1.20046038727067,1.68410563569891,-0.105010669887305,-0.457438180530332,-0.37794374021191,-0.0105922751013123,0.496348081464044,1.22055313023957,-0.366390065309793,-0.560849929473102,0.0257366797210606,-0.885494535080356,-0.946909592261678,-1.09141553712269,-0.667124882998723,-0.287385829493589,0.0232317528772775,0.0994613503862381,-0.853960886503597,-0.582671916769182,-1.09187730178059,-0.851781564600977,-1.06353317644952,-0.638041821759621,0.235602070242083,0.594823063799186,0.489497542119375,-0.368946949590837,0.172961418577182,0.0780607471654726,-0.518494390864542,-0.598085868098308,-0.563216011155136,-0.628149018494688,-1.0647478551308,-1.59591652553574,-1.18765370881303,0.0540471893440857,0.685208410518852
"SEPI_Mig_3 (GE) - TPM",-0.705941261138545,-0.759039806450641,1.48669431650984,1.52894164399903,1.49051062542635,-0.553632251064177,-0.440976152577492,0.160889589165281,0.586271313240742,-0.116555662638067,-0.296077374509397,-0.648755383866647,-1.11512793037895,0.53824467682069,-0.384284779256621,1.20452687149922,-0.967938302330747,-0.35889226533792,-0.872636293211066,-0.145147894340124,0.0379081600635701,-0.467345270536258,-0.861361898461304,-0.233423045474876,0.374856546140672,-0.108769060793455,-1.3634554875044,0.561352413043088,-0.945391224756261,-0.0148692121583928,0.289723441748763,-0.386230925510609,-0.445110109549285,-0.588386209843255,-0.276411159643489,-0.0658933178789785,-0.167258172307249,-0.881640120110906,-1.07042255642695,0.920013591424208,-1.12837250029915,0.498307754796912,0.644086826177109,0.242780762581798,0.522842010019793,0.36560205689389,0.00205733463524057,0.0202406008934138,-0.0341426023225939,0.0370838028186703,-0.889731021398262,0.895778045144028,1.80713367835152,0.155676135891443,1.43682651500123,-0.919922775209491,-0.218666615208627,0.153957245608305,-0.0714622571505908,0.224312428956467,1.01714676812951,2.17299697180399,-0.358478005632426,-0.0836205330327611,0.127993463189942,-0.36571963624576,-0.386928266438815,-0.430666592585146,-0.811239334892667,-0.498072001997866,-0.25984198797091,0.167136864004372,-0.0193785764846703,-1.27424259826398,-0.696716773255279,-0.209257268941098,-0.0766195487593979,0.417365739568188,0.594792531363188,0.969215416954215,0.185790796184119,-0.0371648139339116,0.515529968428426,0.2511772231919,0.786625193011784,1.22450897639219,0.835055174692275,-0.596020186404313,-0.36974995296008,1.64885382498684,0.399462847324305,0.198946032370476,-0.840153754730519,0.734706943869309,-1.21099700877358,-0.496730693617664,-0.224629054199184,-0.392487315683337,-0.339160566269149,0.247226583159425,0.318877614766175,0.816266384167415,0.55934909324066,0.0469382034307935,0.0982926705554281,-0.879665375808113,-0.890159921280154,-1.08511934260159,-0.560092477440365,-0.326873908172023,-0.0857187536235078,0.000294187142113735,-0.645252956587389,-0.345798328690247,-1.00855706747941,-0.860420384721383,-1.18657995162895,-0.479588368680067,1.58114101401384,0.427774989969924,0.759518711920493,-0.258975401731564,0.0760454352649395,0.0919585007451767,-0.579330927253713,-0.64873909825212,-0.525332137289345,-0.565972038843184,-0.67365592001486,-0.627997528359609,-1.11091262865127,0.203613775715884,-0.457235530661854
"SEPI_Nd_1 (GE) - TPM",0.849762204671064,0.223084458155571,-0.300063904192931,1.06298191270368,1.18320555965392,-0.554172672977401,0.0543669709942625,0.400177345864618,-1.12637132618058,-0.204483886253883,-0.41300012727649,1.29269551970528,-0.568368199000291,0.814852944917955,-0.431498344439702,-0.281307606361063,-1.17919640544039,-0.605517792063677,-0.819595785401898,-1.10539711920772,0.990871685615718,0.831998656737111,0.241761889579815,-0.993896203961979,-0.586721452140046,-0.928877093528125,-0.493492506991371,-1.18739021265583,0.677374442648719,-0.588983171591943,-0.483817555792557,-0.510421497705642,-0.439146288865865,-0.54826805159724,-0.434284536245559,-0.130864484383446,-0.491349548863844,-0.477955209149599,0.0354847405504481,-0.837593035886465,-0.636892883654514,0.650563612607785,0.530211951244406,0.868841845415311,-0.35348609857082,-0.274795786233391,0.184705601214522,-0.13843690816181,0.167716813321929,0.284679818764287,-0.401068825332555,1.13573276546404,1.11399070947388,-1.03808491833505,0.297458469832041,-0.098682278151064,1.29247688757399,-0.486747151917155,-0.790616813477078,-0.52370346641366,-0.639409361485169,-0.815389563349695,-1.07443800339136,-0.367677669287695,0.381547069841884,0.747567425628091,-0.44864464584534,-0.422532755348172,1.60364729807388,0.199568689042464,-0.25440294973766,-0.71541809359454,0.943915065920955,0.305769034546918,-0.721007220331895,0.0306240845665186,-0.359875440349358,-0.702456136557888,-0.927821929456273,0.0388584302615202,-0.854940118504009,-0.120043399674103,-0.26686933349758,1.19767404355861,1.11078752657171,0.673531525262194,-0.559675273107601,-0.412260580790128,-0.298395603288981,-1.07359106357021,-1.22164548820067,-0.974773876939642,-1.15460480241577,-1.32254428794943,-0.66632324894523,0.454090271185147,-0.543855635534492,-0.541455872473969,-0.461169716131017,-0.67040527673382,-0.70109098090387,-1.18520856401155,-0.898370157152099,-0.28851145893974,-0.595199142254744,-0.607533790528685,-0.821910845601706,-0.884423666828943,-1.06173270107081,0.29833692394183,-0.499441804531,-0.50399184298502,-0.220222801059208,-0.70947357351779,-0.810574668751965,-0.70998224844724,-1.06715952702448,-0.640720608745257,-0.244227297155941,1.28664109022946,0.257072709927235,-0.430031713140863,-0.330724397348597,-0.497890041529494,-0.407022599286509,-0.356431370643436,-0.424147704326886,-0.354290962785315,-0.19355895354281,-0.367993830034069,-0.524800670886417,0.214040118379621,2.97868200330802
"SEPI_Nd_2 (GE) - TPM",1.6521827883396,0.311731558265239,-0.0822816584687719,2.02031363418305,2.61806901501692,-0.0463697116560891,-0.167428542367367,-0.205714950441149,-0.857114731497382,0.668195221596651,-0.425938965417143,-0.691872085904969,1.60865935046065,-0.101755094026054,-0.452972929599836,-0.287652735891011,-0.974100715642806,-0.0328050723157617,-0.841726712525725,-0.962906622458074,0.506234888361676,0.634512764890005,2.09618251682907,1.46651520020438,-0.235941447029666,-0.129117073509823,-0.784609641343476,-0.317002954897437,0.44727604155147,-0.0808196812937221,-0.376262696098527,-0.510178106058842,-0.509598012661608,-0.61357348562264,1.3578158940774,0.283583931571955,-0.407450247003772,-0.210726525394249,1.90561421029608,0.19562583203014,-0.835598610585106,-0.279392519747985,-0.190894156703623,0.589594599765363,-0.401262690783876,-0.110416444222831,-0.517952379864704,-0.464616725464356,-0.481686537829917,-0.114573068268079,1.71800672051898,1.30746921690305,-1.20989545826881,-0.0226540937175523,-0.251824020104858,0.0690004689195224,0.467107019128796,-0.37343003058467,-0.49654230050346,-0.512841967879287,-0.538431377402365,-0.571095910328783,-1.04727635221925,-0.410223179548943,0.261408804866583,0.582219978269688,-0.471147427768535,-0.451674073910212,0.625024244285494,-0.101850387809665,0.292205131080974,0.74168947683373,0.142594906339645,0.196895088738154,-0.821525601710161,0.0931699366217676,-0.373404515544034,0.352576566515186,-0.923597832746007,0.455822989979415,-0.309819395131621,-0.547073965200922,0.0438647088896863,-0.409537154966994,-0.175213022051291,-0.154255697342738,0.64138091742677,-0.422875891773433,0.982795482516758,-0.310418785759082,-1.14887934216344,-0.851609960571901,-1.54820524521627,-1.28172404773981,-0.430819871628892,1.31387286632693,-0.489795842433184,-0.530048768978011,-0.593977884105226,-0.63360158135832,-0.474064470754677,-0.776164922666914,0.183550934114005,1.38009558815772,-0.333042282435296,-0.750849827890748,-0.840252629204902,-0.995130475480275,-1.05026168758177,0.139929178109412,-0.55053857059706,-0.5791707803274,-0.736062654592845,-0.754350613842197,-0.706134198091716,-0.520511558764956,-0.223498601398811,-0.50826745620197,-0.420063730845089,-0.234871773229753,-0.246985221517765,-0.430522270824864,-0.13834311200016,-0.457703628378734,-0.0322195924998897,-0.320901018348482,-0.276630537601083,0.324998367243987,0.322827395614621,0.746319906617107,-0.689973285727246,-0.238558033360204,1.74377126919936
"SEPI_Nd_3 (GE) - TPM",0.26416815885563,0.255463466558239,-0.341735144625092,1.30285579404469,1.84250866436817,-0.363336914557126,-0.771606180201044,1.12847658906001,-0.841299383820712,0.11394313916155,-0.415123623827506,-0.983780200632755,-0.111180955442907,-0.0809750465314289,-0.437927910347821,-0.517316463962666,-0.698849177604237,-0.224361579549572,-0.873630927193684,-0.995359982275888,1.5366152543585,1.13305213494836,0.591256440654995,-0.146082131390664,-0.516209295365736,-0.56073968361182,-0.612620034215739,-0.88671656112777,-0.952060581686029,-0.503601683514507,-0.390183189921586,-0.568820248475966,-0.535591660222372,-0.553893215938309,0.186601836530699,0.353206737651534,-0.483932974435121,-0.160635816869502,1.10072888387266,1.2626992846225,-0.601338126825117,0.251431559122631,0.57918993693495,0.914154472346714,-0.127756292392796,-0.432277017594428,-0.261962834322388,-0.228635780553126,0.0873257397641689,-0.0507727677363753,0.825214887533797,1.18171814466658,-0.748040237083813,-0.487967452826344,0.481734066397897,0.102092953231747,0.395272185710183,-0.457176203933237,-0.542641306413179,-0.518622315302809,-0.563354568450692,-0.702118118576348,-1.04743424535388,-0.387173186437543,0.257719451749993,0.827872421890354,-0.428642685347789,-0.428340695754083,1.09987679896202,0.0197093352406774,0.869152737924186,-0.184956380031927,-0.319747329056961,0.686914043956051,-0.770887351115892,0.0869865598817991,-0.32121150103694,-0.301050027860142,-0.647298959657722,0.322736453984395,0.12830855545376,-0.353432892697709,0.704309468437161,-0.0663082223548062,0.663968401539266,-0.253741734669216,-0.0335580223131536,-0.210497973522163,0.27989064712534,-0.517034146294996,-1.11468061204538,-0.715979249332809,-1.40662088769496,-1.36513577650918,-0.0768190233902966,-0.0504911719616189,-0.441327067996059,-0.534980810258853,-0.55348113402337,-0.563326572431049,-0.594132293727153,-1.23854142389297,-0.728909271234612,2.40197447124089,-0.50491636046816,-0.740445050039202,-0.592555179326072,-0.88078561215113,-0.878216789047099,0.537149984556345,-0.453103200857455,-0.516594502545951,-0.59062729693444,-0.784887522066785,-0.874275433891033,-0.667910080431088,-0.578627663285473,-0.720701505236375,0.0986036291240062,0.538949088900392,0.00794703765084882,-0.348503455774807,-0.398921038777412,-0.883819781777734,-0.168593698045388,-0.363703615204397,-0.221608502777385,-0.0967419383243602,0.00316730387024775,2.0747032259877,-0.675177274982664,-0.0538818478004776,1.42986716335238
"SEPI_Ns_1 (GE) - TPM",0.445169767960307,1.1310306697452,-0.926167285343716,-0.790245481212707,-0.245490578925671,-0.40906144104859,0.236223332508084,-0.384660271992035,-1.04477733091217,-0.185966476635412,-0.446560187738605,-0.00349230066754687,-1.17550725461211,-0.526795470432016,-0.490092700698511,-0.967692336228892,0.537344692494782,0.082406867029777,-0.980278067941461,-1.43517213624146,-0.870966356719503,-0.8633200568917,-0.451681119619777,-0.44799403854437,-1.12052213068312,-1.11084346244655,0.553140966360247,-0.842290401355058,0.985246879572614,-0.694698879024325,-0.840026748884244,-0.433760515828002,-0.479795695008191,-0.57420101339714,-0.92859439317408,-1.03440912317152,-0.573611274136878,-0.128716173910961,1.77141446895806,-0.593681692341017,1.70096621028487,-0.904137748556196,-0.786455646006934,-0.909160313367952,-0.699638637070931,-0.95467844670023,-0.606413325245515,-0.647443566881138,-0.602545209304146,-0.477421170724474,-0.0789097278934267,-0.825802750913284,-0.978468889499843,-0.727742792672653,-0.650863210573761,-0.992916676477189,1.63567408518166,-0.798185769904361,-0.732617467633324,-0.537181777597592,-0.193843457110147,-0.730112007406752,-0.684209837496324,-0.517182374223721,-1.04583902667248,-0.846210752244733,-0.469401163824944,-0.464305652143011,0.12362796131099,0.561186150947174,-0.869743219569484,-0.550100177230483,0.332279530392077,0.796146339165245,-0.152338873931068,-0.609139547031182,-0.730763978984094,-1.3269924824359,0.909108872655129,-0.364857096634898,-1.05692606561562,-1.07873002807607,-0.934720873814202,-0.909719015516869,-0.951466945474532,-0.777682502833527,-0.0198378305886062,-0.815980671398521,-1.03153958822125,0.232596012289034,-0.896041971422499,-0.923380829883873,-1.00020312093491,-1.08003815721187,-0.953448028922511,0.51854022982372,-0.585070355572385,-0.581071783435094,-0.583947213023239,-0.641154211173195,-0.644101147379634,-1.06464961870029,-1.13595048237214,0.618852645244378,-0.735371144366842,-0.85394901322766,-0.88155188638979,-1.0307038330125,-1.17400018963694,-1.30788451500303,-0.612050418162858,-0.566893434107215,0.350463133927048,-0.0778507381165697,-1.0643312662971,-0.961450055731053,-0.120983511458549,-0.679536225703431,-0.626862388942034,0.698360696821354,-0.221661785427214,-0.715215035279015,-0.816783678443349,0.472972616793471,-0.728837282571869,-0.726405402009837,-0.710546284669932,-0.65903511691975,0.00444901636630944,-0.0562097161589862,0.112776361638729,0.576954773831217,0.368657309586845
"SEPI_Ns_2 (GE) - TPM",-0.202430598700457,0.739977705191488,-0.83777841612805,-0.504189440208335,-0.131398865909775,-0.549847929199316,0.79875771852352,0.13099544141008,-1.0919477814194,-0.334203254065955,-0.446304097801692,-0.456309819974544,-1.27963886962665,-0.732477904663712,-0.487827951613112,-0.845055049432481,0.644881579072821,0.276379665285738,-0.952098911488559,-1.2926197953879,-0.344930550260224,-0.709161995291586,-0.582784418028843,-0.302248804808454,-1.15466645420621,-0.911438738069869,0.74559685039858,-1.08509968459536,0.240236581562021,-0.79442984077498,-0.829554168032828,-0.451417444655379,-0.487362601886695,-0.577485501623259,-1.09073875753607,-1.03237761182793,-0.591377798218637,0.437951430929235,0.0928727658039185,-0.566384072470922,1.94542038527683,-0.923272649279298,-0.716217477572961,-0.834243417453166,-0.812109493698451,-0.927127470233472,-0.476161259054535,-0.67351548976622,-0.638435729096061,-0.381566030813814,-0.527278355556804,-0.462732566724251,-0.620747709520926,-0.800153457471813,-0.821174777958341,-0.951050733555854,0.581949586897358,-0.777672087332413,-0.76423298832372,-0.536779657051226,-0.125028898255917,-0.829491820086674,-0.770630919005814,-0.36054278703086,-1.11759570397773,-0.775013185617323,-0.441693266497957,-0.455237023917848,0.492594848304293,0.556850584695881,-0.606478760827936,-0.589757059865498,0.306275126554556,1.36262855485186,-0.360613856375235,-0.585400029560986,-0.711178499482418,-1.20138829514401,1.27668538799063,-0.276571553755478,-0.660179422985759,-0.998546892977293,-0.996816836527952,-0.950020180964963,-0.79801322146266,-0.846934705480094,-0.323934618268188,-0.800243036501156,-1.0659030237713,1.28275240740157,-0.763001251248161,-0.649118703255232,-0.869676203886231,-1.04069105225664,-0.806965285456728,0.243758052430655,-0.636375581652155,-0.604143672148182,-0.610145299773293,-0.733832093644736,-0.578430722633942,-1.07603614310682,-1.19966496294152,-0.780569118111952,-0.745151780430928,-0.826167237758716,-0.844445042234051,-1.05845109812026,-1.08924326045378,-1.24512185522231,-0.650910373087357,-0.511209645274626,1.12904345885521,0.128990130579633,-1.06397208357858,-0.993063768144905,-0.156640319870531,-0.765090034290385,-0.467946097312024,0.842809656698921,0.125556378215052,-0.702372670133125,-0.857309078360068,0.3137359967044,-0.74733566411997,-0.675536326089113,-0.63697269425225,-0.682430259661125,0.757789955354655,0.216742571861248,0.0530909201824897,0.909212727697955,0.710107035946998
