"","SP5448_RS00205","SP5448_RS00210","SP5448_RS00215","SP5448_RS00220","SP5448_RS00225","SP5448_RS00230","SP5448_RS00240","SP5448_RS00245","SP5448_RS00260","SP5448_RS00610","SP5448_RS00715","SP5448_RS09155","SP5448_RS00720","SP5448_RS00725","SP5448_RS00745","SP5448_RS00750","SP5448_RS00865","SP5448_RS00975","SP5448_RS01765","SP5448_RS01770","SP5448_RS01775","SP5448_RS01810","SP5448_RS02705","SP5448_RS02710","SP5448_RS02715","SP5448_RS02720","SP5448_RS03520","SP5448_RS03555","SP5448_RS03565","SP5448_RS03595","SP5448_RS03700","SP5448_RS03705","SP5448_RS03750","SP5448_RS03755","SP5448_RS04300","SP5448_RS04305","SP5448_RS04405","SP5448_RS04410","SP5448_RS04415","SP5448_RS04420","SP5448_RS04945","SP5448_RS04950","SP5448_RS04965","SP5448_RS05210","SP5448_RS05460","SP5448_RS05520","SP5448_RS05950","SP5448_RS06500","SP5448_RS06665","SP5448_RS06670","SP5448_RS06675","SP5448_RS06680","SP5448_RS06920","SP5448_RS07155","SP5448_RS07395","SP5448_RS07460","SP5448_RS09495","SP5448_RS09505","SP5448_RS08165","SP5448_RS08420","SP5448_RS08705","SP5448_RS09020","SP5448_RS09025","SP5448_RS09575"
"SPYO_Oss_2 (GE) - TPM",-0.14061316490319,-0.147076009969587,-0.274179763352172,-0.136947919726274,-0.186783506201013,-0.208383835355733,-0.883697620685578,-0.657447946041684,0.371377053558175,0.903227890727642,0.034103125026978,0.412170879186973,-0.00823558027148715,0.108545545291891,0.633653948886711,0.19051753735883,0.0635694616038808,0.160163914357415,-0.813467019302928,-0.583233595074981,-0.545887766379243,0.641834330146341,0.322224338492003,-0.336450597052507,-0.486177048898295,-0.562459607351956,-0.0441817735484061,-0.291637934325818,-0.362933863856357,0.06338931789643,0.34077087293341,0.259604047112379,0.175005324798668,-0.345789604366037,0.6543630787442,0.0242153114349179,1.27026976229144,0.701679982509402,0.53880777263079,1.10487104869252,0.341615364343181,1.18012011659061,0.810644298891106,0.740552992965304,-0.0697515547114386,-0.0588472726600241,-0.729649989849445,-0.0295667390061702,-0.132745708119071,-0.0594101929076356,0.0527702300706675,-0.126142278377888,-0.265785123585756,-0.949705913334716,-1.14616944821348,-0.0978256743551759,2.26209573530628,0.0726898361636497,0.223215650332695,-1.55478551430093,-0.647532194076272,0.112027922476232,-0.0470272670340884,-0.252346137510083
"SPYO_Oss_3 (GE) - TPM",-0.508805916244446,-0.453033677796669,-0.312476841119947,-0.466261336327084,-0.480449823654024,-0.48327124272744,-1.1817075165305,-0.729033747306211,-0.57193597053638,0.185173266003931,0.10184239419594,0.551955632328831,-0.480965173121718,-0.565627678436096,0.379207205442066,0.53958173474319,0.44315934888335,-0.0161336293980559,-0.897596082478256,-0.818251501864357,-0.586688094444794,0.58326176246052,0.166896299256967,-0.403032393998034,-0.070032953971584,0.0138495816342538,-0.186957038001188,-0.256935222762104,-0.522915159371352,-0.919358621548272,0.229469749516649,0.137866482467785,-0.179388861413204,-0.552599960020209,-0.698083009777333,0.595941027043848,0.633274686765122,0.599117077083472,-1.31641503886167,-0.302619142011096,-0.172867524572757,-0.427515465676889,-0.594471163863507,0.26124450364598,-0.510069061782192,-0.753412561172154,-0.746143416218158,-0.336725229239405,-0.494412426092304,-0.533698220543934,0.220131749820676,-0.92841126190501,0.0312172681666502,-1.13009705684687,-1.11763507709556,-0.632256849097589,-0.0554668802452969,-0.47113311771334,-0.102224731162057,-1.68801279032077,-0.868669457353287,-0.0241508813379783,-0.302325741084055,-0.108302081088328
"SPYO_Oxs_1 (GE) - TPM",2.01091756205239,1.70665246520994,2.36402338871616,2.41993044652548,2.08345644766391,2.02081298277967,1.7629543904026,2.50930983902182,1.77339991187605,1.23797119322544,2.30519339276514,1.56284457207632,2.74559556407839,2.6300316941437,2.37874956571079,1.80984290789665,2.59086330759708,2.01698103815625,2.49515186086892,2.53686106748846,2.30948002473604,1.18269076781573,1.64675662950974,2.33806855006648,2.17786677193001,1.67386492208557,0.561929435412793,0.637684830943149,2.53496732007256,1.62778674678801,1.92614143076866,2.39198445853867,1.84994645614715,2.01976013040729,1.55387330489787,2.30220152453331,1.38483669400406,1.424367296799,1.72670279831718,1.86553896809686,2.05362176897556,2.91574602366229,2.50645640163895,-0.449340947838302,2.52396500689056,2.13086491988036,2.09663923220093,2.03172576891359,2.54171483651476,1.82857203035122,1.98953954409312,1.71150264202895,1.43641460567363,1.289663650913,1.50100381339187,1.7753919909798,1.98490526007717,-0.550132652569708,2.66437262709427,1.59239302354474,1.8858665008424,1.78874133505268,1.77093725281464,1.83234832648214
"SPYO_Oxs_2 (GE) - TPM",2.54620360270407,2.64207225772922,2.72526683914457,2.86846257700933,2.39475559855611,3.2964503881861,2.35384998616406,2.83563716639343,2.65062474830415,1.00388547105418,3.79312190142023,2.23512416981567,2.69738563646305,2.23993718523487,2.00269359388751,2.53948311326984,2.51920430940896,2.87948975551114,3.0637596791063,2.80023609373411,2.92426642357,1.74752634896746,2.26697834664693,1.44577884817008,2.13318368862916,2.30312726349894,2.4741296895662,3.74147345706996,3.09986995361181,3.03489765349812,1.27816117268538,1.66949904755632,2.84815255612579,2.15003853514706,2.98081056483279,3.75261561922207,1.6238059994394,1.98928899695777,1.91407360368006,2.06906516724932,3.05714772878725,1.65608867951997,2.85117581271223,-0.585234670720459,2.02912141646833,2.38012846349917,2.82775321158272,2.83343489275683,3.42860392833023,3.37251311388361,2.88040533418078,2.52290126853252,1.43538364071957,1.68973084429083,1.71583817429449,2.72053963579458,1.97571766009979,3.40725471907402,2.21681172671811,1.72313927385177,1.56180724786576,2.51075176780456,2.29010463090675,4.2523487672519
"SPYO_Oxs_3 (GE) - TPM",1.46778249128434,1.59003546806364,1.89600054440854,1.65697308084801,1.97119969929884,2.03369952048817,1.84021818719086,1.41770199717726,2.18311191104054,3.4645657319018,2.65702079659932,2.98376401522151,2.5042711197078,2.54693177379184,1.38100089951738,2.20017436926427,2.96186084097476,1.9350770735613,2.11148724464697,2.18084068022737,2.51369398889866,1.29576067915616,1.70307316069693,1.63431969306142,1.96631302641642,1.70786601103888,3.57903283734945,3.18649919905765,0.662113121726942,2.96702913823622,1.58613000838583,2.30660349185225,0.874719300485434,1.37057097276456,2.22488153978668,1.49814655052924,2.53927759134898,3.74203637736075,2.74625627459251,2.6125816782845,0.995345002801547,1.78808100657892,1.78832997626335,-1.6474238789284,2.50003957110046,1.77322177888763,-0.0799833156957591,2.11770678446139,2.62568549640995,2.23872814450996,2.8316830959684,2.99317244214168,2.03999334408931,1.23565272245289,1.96239497143581,-0.347422181225845,0.526205977585806,2.24540371129704,0.347536030158518,2.21177078350533,1.25151317219293,1.43449143648261,1.21225543765227,-0.746922807838162
"SPYO_Sp_1 (GE) - TPM",-1.33466147155714,-1.15821868742023,-1.11053567836245,-1.37783534076855,-1.14899316248918,-1.09552611988663,-1.56540368866164,-0.651186630509451,-1.36833279673026,-1.52523011403475,-0.219647672200319,-0.424651053857764,-1.0110686353463,-1.41237329829664,-0.767286378200298,-0.952933176119834,-0.73416129087753,-0.630068056227798,-0.305254217576352,0.0104551658004017,-0.818213541116601,-1.41085307293836,-1.54825222471198,0.346702896358822,-0.869473301667107,-0.957415205524441,-0.47533092563915,1.06344812454104,-0.764863295944797,-1.23581526963469,0.199666355468505,-1.28945238382042,-1.18551970685841,-0.866681835213651,-0.198818338228305,0.594392307860358,-1.24893326928847,-1.05985710828636,-1.11542562649704,-0.150542752265376,-0.782872134974355,-1.08043003216742,-1.00176635303966,1.70898488581922,-1.21708251802604,-1.22019138062076,-1.74822604391821,-0.80538005796531,-0.571256005316113,-0.721709552536075,-1.21974487001288,-0.575829287785942,-1.17938788493405,0.432458081408162,-0.895419732051275,-1.04635658187868,0.436731349951359,-0.882081874770981,0.00283077292950484,-0.211918052944099,-0.763399918441271,-1.36670581935734,-0.91744624339582,-0.746922807838162
"SPYO_Sp_2 (GE) - TPM",-1.34889795021665,-1.60518406844958,-1.00969055561154,-1.07930752445918,-0.954372362449571,-0.842943637867851,-0.802599413272642,-0.920534269116148,-1.25913119975117,0.259312140643603,-0.716010872473019,-0.923530580974579,-0.771961967011696,-0.951217073389052,-0.830390894031978,-1.47086809057083,-0.0533502550600465,-0.816840071390631,-0.174037018921199,-0.170209798253576,-0.855650414738044,-1.43591816152181,-0.98478202496312,-0.985256910768227,-0.991066156369884,-0.743713987136233,0.158877460234829,-0.762594091390553,-0.557174605802868,0.445144781536078,-0.08261235881244,-0.516687452083882,-1.40866109405583,-1.24791050913212,0.808356082847314,0.75361318414647,-2.23386250524851,-0.587947401300882,-1.06540006636605,-1.45395415005313,-1.24407880887838,-0.230120553082972,-0.688617537020299,-0.339185782767611,-1.08804203343549,-1.60411565106825,-1.50318258853227,-1.01638181957151,-0.986449739057913,-0.772302882582829,-1.25329314476733,-0.355667766075877,-1.37982024037451,0.207797725987553,-1.20526658820928,-0.961434691405737,-0.233542980660955,-0.882081874770981,-1.2520136352938,0.197748572504956,-0.449883417078204,-1.35177565245523,-1.68732464327733,-0.746922807838162
"SPYO_Sp_3 (GE) - TPM",-1.45403777999064,-1.57675987202867,-1.56245217886434,-1.04097374520433,-1.4442000918081,-1.00760878114987,-0.3341533583083,-1.12376601638508,-1.25136485306191,-0.633436724803723,-0.680837197365882,-1.6125093084182,-0.8505273964378,-1.02476966688934,-0.220570303450564,-1.29464441465163,-0.935361810765144,-0.914735229572938,-0.170867688219876,-0.27732477343823,-0.801625781254944,-1.54772701085287,-1.21139978903031,-0.478241269695286,-0.60282568702896,-1.12823040557027,0.720451166082652,-0.407880128984981,-0.440156327889633,-1.06168228884419,-0.573116735065844,-1.54132156228746,-1.65073845232666,-1.2484026277013,-0.341556919227006,-1.1284305136518,-0.131649529933599,-0.930972478866027,-0.540580624767051,-1.9342624199841,-0.967929736062983,-1.74733738343357,-1.15132181116003,1.16451030694424,-1.33519231915624,-1.40629353116554,-0.523664770559885,-0.725338379046634,-0.879629121554394,-0.510463810884498,-0.856080264245092,-1.01175500552745,-1.44249281457013,0.673642408398135,-0.976059703732458,0.208118744710368,-0.510245628376748,-0.882081874770981,-0.00487687070774598,-0.262788707019492,-1.97499798136777,-1.28841490806625,-1.3293249226255,-0.746922807838162
"SPYO_Tm_1 (GE) - TPM",0.724338210452929,-0.103206617327094,-0.0196073679354431,0.0239688462318379,0.189664429749611,0.163460651614058,0.656156528424483,-0.193849387238623,0.347936778310042,-0.710393708204904,-0.424535270231931,-0.266235909828029,-0.587910810759732,-0.512698523328454,0.123239713933033,0.0798345283126638,-0.500123872128838,0.0860290618193457,-0.828405109600804,-0.837576839636471,-0.491163479000401,0.569861409956967,-0.341481921608621,-1.02968539028397,-0.483553289512612,-1.04477475646292,0.783265383179513,-0.41208779734116,-0.528685436318229,0.911701134450946,-0.918989120515986,0.354255728517323,1.21985521917124,0.868958343632883,-0.940086833078854,-0.991594627513104,-0.393092697008311,-0.0846916626822461,0.365927027330273,-0.310565251760999,0.866860264461544,-0.358629747625277,-0.379229586036749,1.23728838043149,-0.257307001675233,-0.333020736335233,0.601439192991766,-0.157678685162303,-0.739297400586191,-0.364678704220157,-0.151139235329856,-1.06551501790201,-0.80423452826307,-1.05641644702036,-0.510051916777504,1.21375232141094,-0.566249213222458,-0.882081874770981,-1.05889120648117,-0.150004874727389,-0.169202961944559,-0.572847422904254,-0.419294726908115,-0.461698743356152
"SPYO_Tm_2 (GE) - TPM",0.469325082017192,-0.185502315937188,-0.221802274299077,-0.433332072854053,-0.120684451449759,-0.468174445944134,0.291325456111826,-0.302001619850702,0.311206215066242,-1.23316514338929,-0.36182824393853,-0.434857639100685,-0.635263883935085,-0.0473480116579441,0.208878745827105,0.204724591503781,0.258201439829564,-0.0139829660848377,-0.896541456903024,-0.792152258476252,-0.946182508799832,0.179882913184268,-0.161425088617164,-1.33829441713627,-1.0230576392159,-0.948219420314576,-0.485585289690528,-0.605166048139391,-0.816345612507244,-0.0748624233329771,-0.239337062358274,-0.391539401945852,0.619719050025598,0.729504708457747,2.13919053580076,-0.0444002803425326,0.52006134465281,-0.233732341312045,0.210533352969706,0.969297825742343,0.423069430443661,0.429749948960883,-0.408346830682138,-0.516404401948064,-0.238052748659612,-0.316806775865295,0.176801649665201,-0.095963412494089,-0.311474041645703,-0.318376206632955,-0.787320115145547,-0.0315525416992569,-1.10441220760111,-1.53439995168791,-0.501367365878771,1.23192781633297,-0.127879648023926,-0.882081874770981,-0.220402970326138,-0.643052610420494,0.242435687677294,0.0849119578176743,-0.297360923140021,-0.337986940996243
"SPYO_Tm_3 (GE) - TPM",0.78280715824108,0.459797828201043,-0.0037448308217977,-0.00184075880162832,-0.202184732718035,-0.221417012022974,0.679404544837324,-0.188772899074691,0.174695564470252,-0.543045702077594,-0.366711030789883,-0.411153488362521,-0.682193377065379,-0.474303835927512,0.345808842377731,0.0271889373626049,-0.181950745308322,0.324607886393888,-0.645497018942251,-0.697204766822845,-0.570266999627089,0.429015048248219,-0.073097148324558,-0.840685340331423,-0.670699682912824,-0.444733554711904,0.122512958321695,-0.346082680240338,-0.572439379470069,0.0741099873675585,0.348688485713478,0.856396502301254,0.987163756863546,1.0023363004747,-0.835005295565411,-0.90555598185012,-0.690335465425555,0.167594245503999,0.638226455442443,0.549929061068459,-0.43788200692441,-0.00779146324658081,-0.426109684277333,0.653225886201314,-0.216724008993103,-0.287698667477014,-0.503289535044651,-0.297742694129396,-0.262207065343146,-0.910716496609941,-0.255228894151287,-0.695774903613765,-0.83345209728793,-1.34354685643193,-0.431612135335387,0.618097647163978,0.0267771195222315,0.751652021017264,-0.0665337001464966,-0.221740351341443,0.777556683275294,0.0377036779595753,0.241115783046331,-0.746922807838162
"SPYO_Vic_1 (GE) - TPM",-0.537432572892991,-0.420117834151665,-0.662189421420279,-0.826058119055896,-0.692160092231529,-1.03843667220507,-1.41255780198548,-1.1609523225978,-1.08752521472725,-0.996625993062128,-0.720739595268634,-1.15915164878578,-1.21462003527664,-0.843015934616125,-1.35661041781276,-1.36727130929136,-1.12889371401689,-0.963174172481192,-1.18648036406731,-1.33719850389745,-0.868903862666163,-1.37732041170932,-1.56063273674538,-1.40078841893254,-1.11497252088036,-1.03397750182278,-0.963682025770317,-0.766051643414189,-1.04852849169655,-1.34261814709,-1.94170180449107,-1.22838001491684,-0.699204351284326,-1.13488251460107,-0.222552908086203,-1.05719083141105,-0.83675189013314,-1.08125494981025,-0.268715744433754,-0.131206988764746,-1.24369285608813,-1.21848128222357,-1.31077655466252,1.24434926687849,-1.2509886734436,-0.972760992943944,-0.507682591856652,-1.00844123503691,-0.849540443432506,-1.11736905080618,-0.793958736690671,-1.16552099151613,-0.747600515250846,-0.78580301779712,-0.543824235086953,-0.894246964078918,-1.17592392699591,0.330235371958226,-0.600987799865681,-1.93207750294897,-1.23132616180107,-0.704353294548027,-0.708007943037902,-0.746922807838162
"SPYO_Vic_2 (GE) - TPM",-0.660246771925321,-0.535810348595294,-0.687796409103236,-0.544720025144514,-0.553543915825056,-1.07855642426263,-1.41185481545927,-1.19122665800969,-1.01439838240328,-0.994905455396534,-0.787279258246731,-0.796790915131813,-1.01231721588139,-0.69992466261881,-1.10072366944996,-1.23477589786768,-1.44054150271631,-1.27264485448966,-1.31075803354267,-1.31652373486769,-0.890331598971554,-1.33298322036404,-1.39480130870365,-1.43636151828227,-1.27576671831694,-1.03629758596642,-0.191500380682411,-0.959282133908577,-0.641673817967588,-1.04798191906739,-0.0763919865499633,-1.30970653429867,-0.64925990296304,-1.08608699860586,-1.31636812207108,-1.09257504460713,-0.28921983421537,-0.874871488067152,0.0724522091296121,-0.628325476876606,-0.932675365623765,-0.824592960483535,-1.48291375039058,2.83889239463148,-0.866625911247128,-1.19589314305941,-0.874371116521794,-0.629018089799125,-0.95697064138672,-1.2823710317444,-1.00034108997528,-1.3687001284979,-0.44619106437115,-0.853468940870494,-0.529494928702127,-0.708912484294485,-1.61595926844497,-0.882081874770981,-1.75311131520435,-1.68630708659364,-1.60729544583315,-0.762476515690794,-0.990832788652409,-0.25189876412761
"SPYO_Vic_3 (GE) - TPM",-0.904145443704541,-1.01917193792034,-0.767100246234241,-0.799350945464757,-0.98140045039541,-1.2052274234048,-1.65981253491357,-1.49853572769189,-1.07034797368999,-0.840498632828717,-1.04369318366336,-0.861800582438745,-0.984602841192733,-0.918185478961141,-1.30874791784573,-0.853774342141746,-1.31275234098056,-0.834995348033235,-1.45215957053163,-1.49926806856975,-1.32653925011819,-1.34013512517626,-1.59164744614828,-1.42264846649218,-1.26953060511563,-1.1219414197754,-0.583440496281308,-0.749260784863901,-0.745651060304619,-1.17665287568479,-0.638111191967461,-1.18793464016276,-1.1216051818154,-1.36093416101772,-0.445156297980998,-0.425907906143812,-0.773478507875136,-0.685182119548977,-0.442177088821761,-0.0290777921520922,-0.631487071201897,-0.834008913722246,-1.58314409697874,0.846724687470306,-0.943947727676622,-1.1569322496874,-0.512488177266811,-0.960051740802796,-1.16145101668425,-1.07339528084901,-1.38174861121561,-1.49420220764337,-0.940688477017969,-1.33175784704732,-0.700073551112859,0.469397492301493,-0.981716977691815,-0.705814212825861,-0.865958473161613,-1.81474038223434,-1.34872434280534,-0.634050825416073,-0.405426975213559,0.0748452136137501
