"","ETEC_RS29650","ETEC_RS01540","ETEC_RS01665","ETEC_RS01670","ETEC_RS01930","ETEC_RS02045","ETEC_RS04355","ETEC_RS04405","ETEC_RS04490","ETEC_RS05045","ETEC_RS05460","ETEC_RS06595","ETEC_RS06635","ETEC_RS06650","ETEC_RS06675","ETEC_RS06755","ETEC_RS07530","ETEC_RS07785","ETEC_RS08090","ETEC_RS08290","ETEC_RS08765","ETEC_RS09535","ETEC_RS28065","ETEC_RS28075","ETEC_RS10835","ETEC_RS11500","ETEC_RS29960","ETEC_RS11985","ETEC_RS28295","ETEC_RS29995","ETEC_RS13100","ETEC_RS14165","ETEC_RS14330","ETEC_RS14340","ETEC_RS14400","ETEC_RS14845","ETEC_RS14890","ETEC_RS15840","ETEC_RS15845","ETEC_RS15850","ETEC_RS15925","ETEC_RS28475","ETEC_RS16500","ETEC_RS16525","ETEC_RS28505","ETEC_RS16730","ETEC_RS16995","ETEC_RS17005","ETEC_RS17550","ETEC_RS18035","ETEC_RS18130","ETEC_RS18490","ETEC_RS18580","ETEC_RS19795","ETEC_RS19925","ETEC_RS20705","ETEC_RS20765","ETEC_RS28900","ETEC_RS21590","ETEC_RS22045","ETEC_RS23145","ETEC_RS23450","ETEC_RS29055","ETEC_RS23575","ETEC_RS23630","ETEC_RS23675","ETEC_RS29070","ETEC_RS24245","ETEC_RS24880","ETEC_RS25000","ETEC_RS25155","ETEC_RS25400","ETEC_RS25595","ETEC_RS29340","ETEC_RS30310","ETEC_RS30365"
"ETEC_Li_2 (GE) - TPM",-0.182232571598731,-0.310708533280819,-0.0489772436027843,-0.692733477326907,0.337389136910192,-0.507153114090983,-0.209364535794012,-0.121112086248928,-0.335650882871648,-0.273460389052946,0.591985743382707,-0.431849349226085,-0.211265357298336,-0.30240136522714,-0.444925071907381,-0.255914072686611,0.191914406162012,-0.406900971989099,-0.564181601930195,-1.13831426504848,-0.229038693897079,-1.34361980871519,-0.29964490217232,-0.374989041654894,-0.566878774288888,-0.360339919159089,0.66991365024174,-0.40612910724191,-0.343011036775569,-0.288151630074015,-0.430382681452418,-0.574084706376304,-0.482044602160695,-0.01742077954319,-1.07411173896757,-0.642137745476044,-0.425930996713452,-0.342434365219172,-0.35883062072776,-0.491256018714386,-1.00244986062385,-0.235709814492098,-0.129050500552293,-0.532616619737397,-0.0697870386676895,-0.698838344356188,-0.622297718600486,-0.464778176546376,-0.308724721269428,-0.166666666666667,-0.591557775917995,-0.88744757589345,-0.69167280921976,-0.643595756994636,-0.782414506687211,-0.166666666666667,-0.53458286441376,-0.381609541914715,-0.90090290198447,-0.21521842311781,-0.447291241562076,-0.866170047043998,-0.525719508785786,-0.34856670157393,-0.345738144813488,-0.0754453256441537,-0.338326402607556,-0.288270543998915,-0.484404119990891,-0.188394683188216,-0.166666666666667,0.665649747540127,-0.390957125552486,-0.296681132968217,-0.409346136873678,1.24508091617044
"ETEC_Li_3 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.587615925215243,-1.01125787969707,-0.597564433709968,-0.591472332739248,-0.448457743344016,-0.450169135910648,-0.761592104630376,-0.273460389052946,-0.805456586592053,-0.330472908666345,-0.211265357298336,-0.159227144458714,-0.210357552417794,-0.570927206440945,-0.200926290828499,0.556581217082973,-0.564181601930195,-0.464416968587711,-0.229038693897079,-0.786861384433382,-0.29964490217232,0.319660577571124,0.65840393056749,1.23518281589637,-0.344687460599946,-0.0165854068057652,0.0717521021274203,-0.288151630074015,0.0200854187054149,-0.935234718797243,-0.517733131478572,-0.177202145221667,-0.432959162052888,-0.293850382381751,0.0188321201280242,-0.149080424060423,0.023429620210432,-0.177625115919723,-0.282461405302648,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.11821575237983,-1.13420014678816,-0.574767449792912,-0.238032661753829,-0.68305984804074,-0.166666666666667,-0.0943201109520646,0.645293502333135,-0.451658100397222,-0.999225108739537,-0.629879730696701,-0.166666666666667,-0.0325542328041613,1.53149897111883,-0.270756572741457,-0.21521842311781,0.0240217792040699,-0.727863682575957,-0.527682670249532,-0.314838424398332,-0.0261673871100375,-0.428475081585794,-0.202946944578008,0.132180626173137,-0.207817746772049,-0.645639284701825,-0.166666666666667,2.67535967018253,-0.484840318281744,-0.245556896575824,-0.409346136873678,-0.548191356998754
"ETEC_Mig_1 (GE) - TPM",0.962944778331445,-0.310708533280819,-0.941625364775556,-0.119270803093322,1.50943726811856,-0.782725006316004,0.890642494341314,0.164152474878487,-0.761592104630376,-0.273460389052946,-0.805456586592053,1.74217123786949,-0.211265357298336,-0.383013672231868,1.20764836868256,-0.0200739406534435,-0.200926290828499,-0.949376577762983,-0.564181601930195,0.702952376192797,-0.229038693897079,-0.161042151638093,-0.29964490217232,-0.374989041654894,-0.566878774288888,1.90655804256393,1.2917147139453,0.379774797819014,0.731386236191055,-0.288151630074015,1.6835155628198,-0.233143361159653,0.230026771181927,1.0390987391609,0.202744644254207,1.17901024431061,-0.948737275636059,1.21793092611937,-0.574057075285378,-0.0352261155154393,-0.882449274112577,-0.235709814492098,0.419718087981214,-0.532616619737397,1.70403659595444,-0.843060410061712,0.627256929075325,1.36505693811093,0.322025543026771,-0.166666666666667,0.926350359716901,1.25623518486967,0.421907712152875,0.992564426415973,1.40238490690217,-0.166666666666667,-0.53458286441376,-0.381609541914715,0.731420306568787,-0.21521842311781,-0.806139920130662,0.773633076713662,0.715606872981316,1.60116021789684,-0.345738144813488,-0.428475081585794,-0.687204811665364,-0.524999884464346,-0.640132333816375,-0.645639284701825,-0.166666666666667,0.762828617133805,0.0409755626208937,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Mig_2 (GE) - TPM",1.88828384810857,-0.310708533280819,-0.941625364775556,3.44089711088812,2.48488649070059,-0.782725006316004,1.77948253440523,2.10503887201372,1.22293019243523,-0.273460389052946,-0.805456586592053,0.74682671449572,-0.211265357298336,-0.383013672231868,0.828189890361422,0.397276246701968,-0.200926290828499,-0.949376577762983,1.56703162443551,2.13268248943955,-0.229038693897079,-0.487111704573684,-0.29964490217232,-0.374989041654894,-0.566878774288888,0.922181010865101,-0.883864919689666,-0.40612910724191,-0.576537808209043,-0.288151630074015,0.103786698735594,1.01002045436157,0.52498679241273,0.501575660155957,-0.0977712422835783,0.784872642898443,-0.948737275636059,0.955601653052911,-0.0726713481640613,1.71871605820009,1.3005787588993,-0.235709814492098,-0.433858807113383,-0.532616619737397,0.289054070071979,-0.940111711119928,0.967275530666062,-0.464778176546376,-0.881988333630083,-0.166666666666667,0.249400782445357,-0.77044104910735,0.130704938861578,0.657703926716885,1.01230121276224,-0.166666666666667,-0.53458286441376,-0.381609541914715,-0.429176585780885,-0.21521842311781,-0.806139920130662,1.94767992961049,1.38614824628996,2.29905554776321,0.726943258384302,1.21634205980498,0.938270598534512,1.68091318942259,-0.640132333816375,-0.645639284701825,-0.166666666666667,-0.519980343471999,0.827406159368232,-0.428430384027307,-0.409346136873678,1.54058793472542
"ETEC_Mig_3 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.941625364775556,-1.01125787969707,0.296403920510384,1.62223622124499,-0.448457743344016,0.507075861818182,-0.761592104630376,-0.273460389052946,-0.805456586592053,1.15756628428596,-0.211265357298336,1.72753691415579,-1.04941517786352,-0.648841446099521,-0.200926290828499,-0.949376577762983,-0.564181601930195,0.326247761045425,-0.229038693897079,-0.420650413919372,-0.29964490217232,-0.374989041654894,-0.566878774288888,1.32839472835882,0.811145222575017,0.818477952971586,-0.576537808209043,-0.288151630074015,0.0538108299271042,-0.297674984643954,-0.496539761561698,0.0837495949995559,-0.470633218225898,0.661154727590368,-0.948737275636059,-0.342434365219172,0.365101258925576,1.139711360245,-1.01732179056746,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,1.27821076168047,-0.744785168347895,-0.464778176546376,0.368753124289044,-0.166666666666667,-0.466738173077305,-0.131054156883205,0.489130550313452,-0.999225108739537,-0.621323341381221,-0.166666666666667,1.04364264946093,-0.381609541914715,0.29248047377487,-0.21521842311781,-0.806139920130662,0.1912933962479,-0.182460599185972,0.0495241509307246,-0.345738144813488,-0.428475081585794,-0.687204811665364,-0.524999884464346,-0.640132333816375,0.15245048371662,-0.166666666666667,-0.756420319138218,0.334493745451206,0.721366999863049,-0.409346136873678,-0.548191356998754
"ETEC_Nd_1 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.373268388772857,-0.301432287421599,-0.121889544177191,-0.782725006316004,-0.448457743344016,0.364605750273532,-0.761592104630376,-0.273460389052946,-0.212280635341806,-0.465619757449506,-0.211265357298336,-0.0237276757565249,-0.151352015929054,-0.315267654351012,-0.200926290828499,0.178926919340254,0.115394780193176,0.667773216150245,-0.229038693897079,-0.0917966110164225,-0.29964490217232,-0.374989041654894,0.0888457116461688,-0.537264667295538,0.558870951335865,-0.197660203037094,-0.576537808209043,-0.288151630074015,-0.181604138621444,0.471433752128799,0.697325992178736,-0.546756344602568,1.16533016596469,-0.388029618046493,-0.689834190605464,-0.342434365219172,-0.254305025691377,-0.443117569351791,1.17935005106139,-0.235709814492098,-0.433858807113383,0.804824165293396,-0.718628906240476,0.570322421590108,-0.744785168347895,0.0206039656423143,-0.136775862400193,-0.166666666666667,-0.023777315667929,0.386215841901238,-1.15704750817478,0.0574592491657926,0.266680109447677,-0.166666666666667,1.34608292444297,-0.381609541914715,-0.596819315681568,-0.21521842311781,-0.628431591675509,-0.356106326150987,-0.560437800103067,-0.352619772759781,-0.174716085970578,0.200901013798502,-0.168892197486901,-0.524999884464346,-0.177415837074777,-0.509777827761786,-0.166666666666667,-1.30027203727458,-0.345362374806813,-0.428430384027307,-0.409346136873678,0.78389973267653
"ETEC_Nd_2 (GE) - TPM",-0.431143822375256,2.14759389926788,2.07280482672001,-1.01125787969707,-1.01458637170687,-0.131309797547756,-0.448457743344016,-0.450169135910648,-0.761592104630376,-0.273460389052946,1.08218189076272,-0.625132560571083,-0.211265357298336,-0.00190018186939036,-0.0967925050101547,-0.648841446099521,-0.200926290828499,-0.949376577762983,1.59840527518977,1.28746822757533,1.13426600729698,-0.130166920746227,-0.29964490217232,1.99101881114958,-0.566878774288888,-0.710837265699622,2.7890604422556,-0.40612910724191,-0.576537808209043,-0.288151630074015,-0.684012647877428,-0.0700711783226475,-0.206672436418792,-0.268934770629108,0.225894319362434,-0.670629293519454,0.699055168550133,-0.342434365219172,-0.0652904345160952,-0.590376887329069,1.85710941739209,-0.235709814492098,-0.433858807113383,1.59542370517503,0.303888199991847,-0.445751786589687,-0.744785168347895,-0.464778176546376,-0.881988333630083,-0.166666666666667,0.269227625135696,1.69412291415478,-0.335455815341078,2.36341636149045,0.472983873668916,-0.166666666666667,-0.53458286441376,-0.381609541914715,-0.417009336652202,-0.21521842311781,0.890400935517628,-0.763028242786403,-0.755558494859475,-0.772351687042941,-0.345738144813488,-0.428475081585794,-0.687204811665364,-0.524999884464346,0.832350598001678,-0.645639284701825,-0.166666666666667,-0.809999663607696,-0.484840318281744,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Nd_3 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.0126820732538769,-1.01125787969707,0.0797057245773454,-0.782725006316004,-0.448457743344016,-0.450169135910648,-0.761592104630376,-0.273460389052946,-0.805456586592053,-0.0438234865360303,-0.211265357298336,-0.0893986292733976,0.418411882144976,-0.648841446099521,-0.200926290828499,-0.159030765457341,-0.564181601930195,1.42678416775614,-0.229038693897079,-0.330883389960202,-0.29964490217232,-0.374989041654894,-0.566878774288888,-0.710837265699622,-0.176446942204212,-0.40612910724191,-0.576537808209043,-0.288151630074015,-0.376079627726,-0.310903560890363,-0.379670932042973,0.648842591909367,1.20514519590613,-0.0219096474006574,0.955485462207024,-0.342434365219172,-0.574057075285378,0.853738989207135,-0.301801602762749,3.30073101565706,-0.433858807113383,-0.532616619737397,-0.718628906240476,1.58298962335091,-0.744785168347895,0.130216479493136,0.423014171099203,-0.166666666666667,-0.307764313122967,1.00379439725352,-0.809562768640194,-0.999225108739537,1.24246017349491,-0.166666666666667,-0.53458286441376,-0.381609541914715,0.0365765656468375,-0.21521842311781,0.0652189251244013,-0.514484023286178,-0.157597833711128,-0.600845414463711,-0.345738144813488,-0.428475081585794,-0.687204811665364,-0.524999884464346,1.6287096266225,-0.645639284701825,-0.166666666666667,-0.734135732177773,-0.484840318281744,-0.428430384027307,1.21739639414547,-0.548191356998754
"ETEC_Ns_1 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.587605031796788,-0.12698020522932,0.236517939289951,-0.782725006316004,0.215305485368914,-0.450169135910648,-0.761592104630376,-0.273460389052946,1.96564093400005,-0.740405731813053,-0.211265357298336,0.0645731558372456,2.30691860176695,0.441991474850914,-0.200926290828499,-0.346974923448738,-0.564181601930195,-0.342912522349394,-0.229038693897079,-0.563909083678641,-0.29964490217232,-0.374989041654894,0.658441634432336,-0.0621439444217237,0.194523181298468,0.372982267372087,-0.576537808209043,-0.288151630074015,-0.684012647877428,-0.845404470214508,-0.665211367425581,-0.0979007720457481,-0.344320996913369,0.287205024438728,-0.948737275636059,-0.342434365219172,-0.574057075285378,-0.590376887329069,-0.43374973672337,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.118197276551598,-1.42033293488238,-0.744785168347895,-0.464778176546376,-0.881988333630083,-0.166666666666667,-0.896807724931716,-0.657897237210314,-0.070045519828312,0.975349483776786,0.228290706406606,-0.166666666666667,-0.53458286441376,-0.381609541914715,0.468002735312149,-0.21521842311781,-0.806139920130662,-0.952731529231762,-0.755558494859475,0.142702994790665,-0.345738144813488,-0.232461005685799,-0.687204811665364,-0.524999884464346,-0.640132333816375,-0.645639284701825,-0.166666666666667,-0.495652978710263,-0.484840318281744,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Ns_2 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.000962386679080105,-0.423857105455593,1.01692634946334,-0.443931198423481,-0.448457743344016,-0.315319278649636,-0.761592104630376,-0.273460389052946,-0.805456586592053,-0.396057928818859,-0.211265357298336,0.112518551234634,1.42782712988229,-0.303789250114524,-0.200926290828499,0.25109882123909,-0.564181601930195,-0.218961771044254,-0.229038693897079,-1.14079419246283,-0.29964490217232,-0.374989041654894,-0.0242481971968324,-0.567201026381076,-0.645083963768416,-0.40612910724191,-0.289435144910803,-0.288151630074015,-0.684012647877428,-0.265562282642084,-0.764245697776686,0.122792809859801,-0.800008507426946,-0.522098213354555,-0.520238010041515,-0.342434365219172,-0.574057075285378,-0.590376887329069,-0.353787120439542,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.452729016794402,-0.913464114487153,-0.44360793860941,-0.26394444411435,-0.265303915471571,-0.166666666666667,-0.653195309437138,-0.433225124090488,-0.63426201539456,-0.562006997789619,-1.55335378054928,-0.166666666666667,-0.31225369526451,-0.381609541914715,-0.928553673590286,-0.21521842311781,0.517388136886741,-0.903906424235433,-0.472989671378,-0.425011644640103,0.220364237556047,-0.341670658660189,0.170631913372226,0.0570800518039594,-0.257221332548747,-0.645639284701825,-0.166666666666667,0.0138155882285825,-0.138574476876345,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Ns_3 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.941625364775556,-0.274215394613524,0.375801975866767,-0.145071530382136,-0.448457743344016,-0.196364378776463,0.881069987123508,-0.273460389052946,-0.805456586592053,-0.631032039353946,-0.211265357298336,0.176579514850917,-0.1169175165808,0.000591120009934079,-0.200926290828499,0.556922716283133,-0.034956531480885,-0.393823325135687,-0.229038693897079,-1.37372142109791,-0.29964490217232,-0.374989041654894,-0.566878774288888,-0.710837265699622,-0.883864919689666,-0.40612910724191,-0.576537808209043,-0.288151630074015,-0.684012647877428,-0.755395595704821,-0.837261105112123,-0.176752933132078,-1.43705895916011,-0.438938368179147,-0.142246602882538,-0.342434365219172,-0.574057075285378,-0.361018348837517,-1.36689944768617,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,0.487651553117413,-0.744785168347895,-0.08678328859398,-0.0529316847180147,-0.166666666666667,-0.762989109722575,-0.552787137715411,-0.753611662874947,-0.999225108739537,-1.48785002874248,-0.166666666666667,-0.116130802208228,-0.381609541914715,-0.639970112746113,-0.21521842311781,0.577776665561257,-0.697761209662458,-0.60360682886015,-0.227569531164273,-0.345738144813488,-0.101720927908316,-0.687204811665364,1.66609857105464,-0.279788482833646,-0.645639284701825,-0.166666666666667,0.991107924445524,-0.267601384071275,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Oss_1 (GE) - TPM",0.557028509034762,-0.310708533280819,-0.688497228441507,-0.273612433979072,-0.219428773004492,1.31413612983422,-0.290258591569649,-0.0147193244729802,-0.0100465403623301,0.0615435120664579,-0.673365727483437,-0.396313403676528,-0.113755338453997,-0.383013672231868,-0.516123452117952,-0.0917295708359943,-0.200926290828499,-0.375078836926007,-0.412850739343288,-1.11207235727548,-0.229038693897079,0.925635685858687,-0.29964490217232,0.618404602186591,0.893315468932402,0.294111089728886,-0.883864919689666,0.429479720120151,0.350558469276214,-0.0990724946913464,0.658528060412357,-0.433486111607039,-0.819584173072658,-1.44048735528645,-0.90900607246358,-0.819165325429894,-0.602815655422521,-0.250264840284427,-0.431649673421786,-0.262453783925767,-0.555301291718216,-0.235709814492098,-0.232178399815715,0.36086381831638,1.42794468288053,-0.601956345961685,0.14671450723554,-0.140517503646139,-0.0285467382420577,-0.166666666666667,0.0979978025780902,-1.01231431387987,-0.37800410017083,-0.528611474477239,0.31242082001713,-0.166666666666667,-0.295271784360832,-0.19921832536027,0.0354542191944415,-0.21521842311781,-0.17297478107753,-0.172072498446991,-0.386231127527302,-0.585416430454667,0.187436387664633,-0.19488832085467,0.00531509136335536,-0.524999884464346,0.287224172729814,-0.343097406683317,-0.166666666666667,-0.0686934940763326,-0.298483186976248,0.181784936330411,-0.409346136873678,0.934986245258685
"ETEC_Oss_2 (GE) - TPM",1.07493061302494,0.738019782516329,-0.427234904939508,-0.797115754010002,-0.30764441968173,0.0509692933769366,-0.126975763610986,-0.376428081204703,-0.284329044419374,0.0669261306885027,-0.13439055122765,0.0883754039389325,-0.211265357298336,-0.166232908589545,0.169770498387969,-0.195990904893035,-0.200926290828499,-0.147029465184086,0.204630127431407,-0.638581929372437,-0.0351737155806327,1.45186192870719,0.157173962208607,0.297914177481362,-0.270147640760801,-0.1610167767137,-0.622715818137378,-0.40612910724191,0.522453139221534,-0.288151630074015,1.0211270455934,0.081463835481103,-0.424432049174337,-0.968412077485836,-0.469016912162788,-0.602544607073486,1.51162032775862,-0.155133478734662,0.00472496028790644,-0.457100106314242,0.0461004425557606,-0.235709814492098,0.590745559042171,0.980443854223448,0.444604853406143,-0.727394837487966,0.655124179987994,-0.245131058820197,0.0815162489633003,-0.166666666666667,-0.174308968809075,-0.955703024603518,0.0990100797285629,-0.760137538677979,1.8744740158464,-0.166666666666667,0.31646373190287,0.359677484576709,1.01030712679595,-0.21521842311781,0.0784503980197639,-0.569082388420306,-0.380297022282075,-0.392474072318103,-0.036171730832,-0.2386031802845,2.12738258891169,0.111607217884129,0.511514684026834,-0.153794614864005,-0.166666666666667,0.321091353912327,-0.42172318724386,0.457312261966722,-0.409346136873678,0.958816951333368
"ETEC_Oss_3 (GE) - TPM",-0.431143822375256,-0.310708533280819,1.50712173108291,-1.01125787969707,-0.293432395744886,2.52459801938265,-0.448457743344016,-0.450169135910648,0.601609536933438,-0.273460389052946,-0.805456586592053,0.229859723843507,-0.211265357298336,-0.383013672231868,-1.04941517786352,0.159578810921166,-0.200926290828499,1.65486879215016,-0.564181601930195,-0.841802952604333,-0.229038693897079,1.53907339905369,4.59338169400335,-0.374989041654894,-0.566878774288888,1.5326580060518,-0.883864919689666,-0.40612910724191,2.78671580490567,-0.288151630074015,-0.684012647877428,-0.664500616578876,-0.705145988988205,-0.924919001031365,-0.0526037600377026,0.844111449555102,-0.948737275636059,-0.342434365219172,-0.574057075285378,-0.590376887329069,-0.446314695991647,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,1.05370714642258,0.431258032983737,1.10366141440852,2.90207818124043,-0.166666666666667,3.75968254311726,0.0387574802742622,-0.650345787037462,-0.999225108739537,0.907769820581544,-0.166666666666667,-0.53458286441376,-0.381609541914715,0.0217428345835056,-0.21521842311781,0.916573507132737,-0.444836782950614,-0.597932680055613,-0.772351687042941,-0.345738144813488,-0.428475081585794,-0.687204811665364,1.74791813247142,-0.640132333816375,-0.206623364229213,-0.166666666666667,1.92410562545143,-0.484840318281744,3.36647623025279,1.73474655760163,-0.548191356998754
"ETEC_Oxs_1 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.941625364775556,0.937310473467795,-0.279413898736701,-0.782725006316004,-0.448457743344016,0.0866313092224883,-0.761592104630376,-0.273460389052946,-0.805456586592053,-0.181702033914576,-0.211265357298336,-0.383013672231868,-1.04941517786352,-0.0994180318642802,-0.200926290828499,1.70549266336921,-0.564181601930195,-0.400121370423634,-0.229038693897079,-0.438529976857392,-0.29964490217232,2.07422157306924,-0.566878774288888,-0.139060633412205,-0.408604040194602,-0.40612910724191,-0.576537808209043,1.11037138816612,-0.684012647877428,-0.747903848162821,-0.180174145668367,-0.691411989246154,0.289567550662058,0.371038624929267,0.330566618128014,-0.342434365219172,-0.574057075285378,0.137267662990779,-0.692732935317762,-0.235709814492098,0.312005328582072,-0.532616619737397,-0.718628906240476,-0.663693066810089,-0.744785168347895,-0.464778176546376,-0.180601987426155,-0.166666666666667,-0.920596725856954,-0.241879609041055,0.0351627770196728,-0.999225108739537,-0.849843406161999,-0.166666666666667,-0.53458286441376,-0.381609541914715,-0.387516097712031,-0.21521842311781,-0.220739514185375,-0.746867303819058,-0.675213544981413,-0.657129534739702,-0.345738144813488,-0.428475081585794,2.72760885884523,-0.524999884464346,-0.640132333816375,0.249460598719958,-0.166666666666667,-0.754143767907905,-0.484840318281744,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Oxs_2 (GE) - TPM",-0.431143822375256,-0.310708533280819,0.271901333619585,1.26211697967438,-0.657203771892407,-0.782725006316004,0.120361561635786,-0.450169135910648,0.927314019961084,-0.273460389052946,2.04421094164756,-0.482811956041279,0.139340702151893,0.192333117480253,0.388708663505396,0.152416933597811,-0.200926290828499,-0.949376577762983,1.06818965888488,-0.479777495269639,-0.229038693897079,-0.55823525725264,-0.29964490217232,-0.374989041654894,-0.566878774288888,0.123020204091382,0.502340153531604,-0.40612910724191,-0.576537808209043,0.391699439658575,-0.482878227174893,-0.879811148049809,-0.707405494703335,0.0827450491572274,-0.673610009971032,0.577349815385598,-0.534139823384054,-0.342434365219172,-0.574057075285378,-0.590376887329069,-0.455587643002802,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,-0.194271780869756,-0.744785168347895,-0.464778176546376,-0.541029871412025,-0.166666666666667,-0.0658465944982579,-0.748006342798021,0.324822049655152,-0.153158244130374,-0.000979585574663061,-0.166666666666667,0.325881687661367,-0.381609541914715,0.432467226594557,-0.21521842311781,0.0475859467101414,-0.451726988573156,-0.364985015581849,-0.772351687042941,-0.345738144813488,-0.428475081585794,0.142801093231704,-0.524999884464346,-0.269644124473379,0.22461398322585,-0.166666666666667,-1.47118382690432,-0.484840318281744,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Oxs_3 (GE) - TPM",1.72614177172258,-0.310708533280819,-0.941625364775556,-0.666181018999804,1.5892843979074,0.112906374696254,-0.448457743344016,-0.212510790435305,-0.146328058056908,-0.273460389052946,0.924754020590172,0.887360734302743,0.108046799692634,-0.383013672231868,-1.04941517786352,0.445769732945393,-0.200926290828499,1.16633198140134,0.9224897603594,0.510529532335419,0.39576427654716,-0.981697832737563,-0.29964490217232,-0.374989041654894,-0.566878774288888,0.0485929265722411,-0.463039209507792,-0.40612910724191,-0.576537808209043,0.331018248859979,-0.500830800575992,-1.19586981103735,-0.499742192190494,0.501179290506805,-0.0634168833893347,-1.16536644733088,2.07199789212956,-0.342434365219172,-0.574057075285378,-0.590376887329069,-0.193870093086186,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,0.142945021269223,-0.479388958087036,-0.464778176546376,0.981165693881101,-0.166666666666667,0.311834365953542,0.699026585638476,-0.118931707399264,1.31242434561598,0.529628093681427,-0.166666666666667,-0.142751655740115,0.21565967614698,-1.06351256499981,-0.21521842311781,2.56313596427104,0.11132185593768,0.0981508351393563,-0.160202282428327,-0.345738144813488,-0.122508194185227,0.0687175933737768,-0.524999884464346,0.0347070536265382,-0.249350572053258,-0.166666666666667,0.105771053161034,-0.0780028243376657,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Sp_1 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.545518622346214,0.4728447966457,-0.547973951246116,-0.782725006316004,-0.448457743344016,-0.450169135910648,-0.320571990216822,-0.273460389052946,0.434755129762862,-0.170488414752723,0.246499352489605,-0.383013672231868,0.202364561554072,-0.474482504024939,-0.200926290828499,-0.949376577762983,0.856676054739748,0.284772061574318,-0.229038693897079,-0.664557209383488,-0.29964490217232,-0.374989041654894,0.804109359651844,-0.710837265699622,1.52931171564,0.0297374802582799,-0.576537808209043,-0.288151630074015,0.891640204824455,0.943130826424342,0.525037844386439,1.38827331271638,1.58759071198043,0.459888659880099,-0.948737275636059,-0.342434365219172,0.0944802071715657,-0.590376887329069,0.369440253001549,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,-0.780015960277799,0.396627864523581,-0.464778176546376,-0.881988333630083,-0.166666666666667,-1.09743734522435,0.0844026651660343,0.397597989866028,0.105432218433931,-0.651838692498856,-0.166666666666667,-0.53458286441376,-0.381609541914715,0.948435306087258,-0.21521842311781,-0.43458751539497,0.689701556253234,1.08025324288964,0.836535975997449,-0.345738144813488,0.010157899910486,-0.687204811665364,-0.524999884464346,-0.640132333816375,0.206537731703187,-0.166666666666667,-0.812117316087813,-0.193219966018146,-0.428430384027307,-0.409346136873678,-0.548191356998754
"ETEC_Sp_2 (GE) - TPM",-0.431143822375256,-0.310708533280819,-0.941625364775556,0.192766526770964,-1.01458637170687,1.30060224674585,-0.448457743344016,-0.450169135910648,-0.761592104630376,-0.273460389052946,0.703783844910209,0.435257678188076,-0.211265357298336,-0.383013672231868,-1.04941517786352,-0.648841446099521,-0.200926290828499,-0.949376577762983,-0.564181601930195,0.331820620272704,-0.229038693897079,-0.731061187084521,-0.29964490217232,-0.374989041654894,-0.566878774288888,-0.710837265699622,-0.883864919689666,-0.40612910724191,-0.576537808209043,-0.288151630074015,-0.684012647877428,-0.825103457922949,1.44968762377583,-0.216077105797246,-0.619633847598426,-0.374243226914686,-0.948737275636059,-0.342434365219172,-0.574057075285378,-0.590376887329069,0.567406498657713,-0.235709814492098,-0.433858807113383,-0.532616619737397,-0.718628906240476,0.138098184538487,-0.744785168347895,-0.464778176546376,-0.881988333630083,-0.166666666666667,-0.551086427428359,-0.847299927032772,1.80718485412872,-0.999225108739537,1.36731041535185,-0.166666666666667,-0.53458286441376,-0.381609541914715,0.0854306159318971,-0.21521842311781,-0.806139920130662,0.982039676958134,-0.0108788403794595,-0.0603916305202006,-0.345738144813488,0.105306869666657,-0.687204811665364,-0.524999884464346,-0.640132333816375,1.42842595908399,-0.166666666666667,-1.17920098930539,-0.484840318281744,-0.428430384027307,-0.409346136873678,-0.548191356998754
