"","NTHI_RS00010","NTHI_RS00050","NTHI_RS00055","NTHI_RS00285","NTHI_RS00315","NTHI_RS00815","NTHI_RS00820","NTHI_RS09525","NTHI_RS00895","NTHI_RS00905","NTHI_RS01305","NTHI_RS01410","NTHI_RS01770","NTHI_RS01775","NTHI_RS01895","NTHI_RS01900","NTHI_RS02005","NTHI_RS02020","NTHI_RS02030","NTHI_RS02035","NTHI_RS02040","NTHI_RS02210","NTHI_RS02215","NTHI_RS02220","NTHI_RS02225","NTHI_RS02440","NTHI_RS02725","NTHI_RS02770","NTHI_RS03135","NTHI_RS03275","NTHI_RS03290","NTHI_RS09510","NTHI_RS03715","NTHI_RS03720","NTHI_RS04325","NTHI_RS09600","NTHI_RS04485","NTHI_RS04745","NTHI_RS05125","NTHI_RS05130","NTHI_RS05300","NTHI_RS05305","NTHI_RS05310","NTHI_RS05320","NTHI_RS05420","NTHI_RS05690","NTHI_RS05835","NTHI_RS05840","NTHI_RS05845","NTHI_RS05850","NTHI_RS05975","NTHI_RS05980","NTHI_RS05985","NTHI_RS05990","NTHI_RS05995","NTHI_RS06000","NTHI_RS06125","NTHI_RS06150","NTHI_RS06155","NTHI_RS06165","NTHI_RS06175","NTHI_RS06240","NTHI_RS06415","NTHI_RS06605","NTHI_RS06610","NTHI_RS06625","NTHI_RS09675","NTHI_RS07330","NTHI_RS07335","NTHI_RS09700","NTHI_RS07450","NTHI_RS07455","NTHI_RS07530","NTHI_RS07565","NTHI_RS07810","NTHI_RS08105","NTHI_RS08110","NTHI_RS08400","NTHI_RS08910","NTHI_RS09235","NTHI_RS09275","NTHI_RS09295"
"HINF_Mig_2 (GE) - TPM",0.638848540883301,-1.23555277362467,-0.924160796203993,-0.0449142967155172,0.955840362869756,-1.0262823901455,-0.944826331759569,0.440948548188578,-1.68442302033232,-0.682128569586166,0.562686940467401,-0.0289876097231739,0.747758698435116,-0.636486587181466,-0.795374590966952,-0.460613250839644,0.424706516985044,-0.509252405438317,0.415765900040965,-1.13993011665234,-1.72106666930936,-0.519194309015542,-0.498567571431811,-0.601042466310566,-0.560867229599818,-0.889786474971612,-0.825562503328099,-0.112992087424572,-0.614834341674537,-0.357479863740836,-0.119109036283954,0.35068274159095,-0.182116169348465,-1.38730808233352,-0.210477530701772,0.086115553807524,-1.16221970149788,0.736915065905269,0.148586783704624,-0.262653165761385,-0.732753273359053,-0.447464159609432,-1.03320557357515,-0.971433239263468,-0.46274415214399,-1.75976237159921,-0.222789738013943,-0.221843526260644,0.159027772410809,0.0946587217111757,-0.233062545409721,-0.0195315686255986,-0.119307131609058,-0.0573251861583588,-0.471111795710335,-0.756151472267801,0.572849377456676,-0.988394776806013,-0.922266377147992,0.683279414146726,0.672893676815622,-0.553378493609664,-1.12066657893588,-1.17240866165045,-0.829851045556174,0.772029677493388,-0.402792771490663,0.274540037949732,1.39020201635715,0.377939014281617,-1.30804630634716,-0.906063789731676,0.652191815580819,0.646373464241794,2.30674368032808,-0.226622639818047,-0.510637593799329,-0.646511359714277,-0.0544380336165316,0.412547279144906,-0.102528581193936,0.969245603227744
"HINF_Mig_3 (GE) - TPM",0.386024669402148,-1.74881620353109,-1.41696803796431,-0.0716357439949996,1.09168657259962,-1.02750027858686,-0.939594917722812,-0.0885450604865284,-1.83832650900534,-0.275604519757747,0.671374199879226,-0.918419894326741,0.437294801224196,-0.839771703914093,-0.783337284865992,-0.447461824469363,-0.096577692165309,-1.15163923603932,0.824711179123394,-0.797922529025645,-1.83406833422221,-0.441610754050223,-0.436942160291913,-0.565635508547627,-0.518344831088704,-0.817469516729905,-1.05367936219185,-0.326513130750697,-0.648543694940786,-0.591316178129386,-0.0322068916517599,0.0194771688399903,-1.56399633332035,-1.29867366686782,-0.411533907431622,-0.504740200840291,-1.36394422732497,0.765395543115064,-0.0107961374784564,-0.32304659938665,-0.70743475370253,-0.601195264083677,-0.882677709096147,-0.828587585127306,-1.59643221814519,-1.69024457107339,-0.140644088751302,-0.0510498552731031,0.0487939079844564,0.132396732313277,-0.0390055402243876,-0.157441445465883,0.10192986671732,-0.23120444381745,-0.573444401102307,-0.79421720493496,0.582831017811487,-1.11978259700274,-0.946614640114699,0.665735476084346,0.652695650278474,-1.06602379770214,-1.1696303891335,-0.995723353613376,-0.907991288901404,1.33351343901174,-0.10874913364106,-0.479709974539844,1.04125675900513,-0.150050650234625,-0.998115539626258,-0.895772053206307,0.331423129287355,0.871350826422554,1.85671576385722,-0.637706702854851,-0.85302861133157,-0.422584416580016,-0.562448598068446,0.0838615756604173,0.147334986261935,0.388407354005708
"HINF_Nd_1 (GE) - TPM",0.00263341923621608,-0.428385774112142,-0.0676570029577657,-0.511789591318917,-0.755441543914584,0.114064637003941,-0.0502030727582993,-0.814065181045763,-0.518938195970477,0.483403520782217,-0.957090109399211,-0.56491300354819,-0.0575283960706672,-0.500245740505922,-0.0111224648977146,-0.274893430518069,-0.632240010805912,-0.833609490110416,-0.916566274475626,-0.150345322767206,-0.280864795366804,-0.470516786524578,-0.475449509463561,-0.648503890235844,-0.597779130942984,-0.856376771156763,0.211278108069368,0.00865885119855605,-0.96568394976215,-0.189181986245059,-0.434637422943888,-0.262671761838473,-0.646125860259725,-0.357337903390651,-0.389387354592133,-0.188229617158013,-0.768362049914573,-0.790109107912932,-0.149369077251293,0.55230236659827,-0.915840009568646,-0.735089014427522,-0.605930978963311,-0.678601795160291,0.0943847600398913,0.133681569524089,-0.544734975569501,-0.587718647971503,-0.642996120027967,-0.647135227096985,-0.63603199528552,-0.702763319544786,-0.735423647734392,-0.648946814819697,-0.370682214961674,-0.303805461107633,-0.370033214178886,-0.119137432465407,-0.132828227950895,-0.798422248996085,-0.954881061722539,-0.932028772540411,0.45108635671044,-0.913241032604382,-1.06373359480139,-0.32963734908053,-0.251172597346584,0.0668970112328417,0.0315804345737505,1.56781088121214,0.322230347392115,-0.278881230188756,-1.03482051844729,-1.84816559575506,-1.20919204124342,-0.3750526000945,-0.737427422685345,0.568901007974143,-0.960992393448563,-1.06683648550741,-1.13017493691065,-0.308804017359204
"HINF_Nd_2 (GE) - TPM",-0.2807344302711,-0.796398435547314,0.151948530561231,-0.308195951443478,-0.735175890778181,-0.0249517369565332,-0.139480891203484,-0.661944286536043,-0.491549036703033,0.431385857931023,-1.04367231555195,-0.199700529044854,0.14189202025851,-0.646649576049289,0.0980244685408635,-0.268034564687687,-0.853590364859462,-0.379887615633615,-0.866870828600032,-0.382005077199716,-0.522206018901414,-0.506598995055927,-0.482934848882485,-0.68085607651095,-0.622785106448697,-1.14042917611069,0.0645085461601911,0.0786641891402734,-0.944222600028497,-0.50531708787008,-0.707654209809511,-0.174011946463477,0.312014630743457,-0.344451153467789,-0.173278491454053,0.346348906268923,-0.716197824787321,-0.813210530437435,-0.530989964950368,0.25942656006445,-0.809992584610287,-0.814289798907709,-0.306666002768161,-0.805011285103513,0.0548634271990356,-0.322063392556862,-0.550738044857678,-0.619826139058905,-0.649794565247424,-0.636202180961885,-0.615972251656917,-0.675902670697435,-0.701979713994954,-0.640959841507237,-0.459851085125941,-0.599816477694485,-0.458937219957744,-0.280711658822919,-0.289526237559865,-0.941290788596513,-0.86310883609664,-1.14750621289909,0.49270714204347,-0.755127248050385,-0.841260594824209,-0.394519311020015,-0.395741822990665,-0.27855987684857,0.0279961331003704,0.438971390328246,-0.0181076920467611,-0.385009881480539,-1.06412160482699,-0.358651271831724,-1.21736846826968,-0.602037708009794,-0.300642935618909,0.563475909195152,-1.12461153629446,-1.30877262425749,-1.09607228879283,-0.262638478507725
"HINF_Nd_3 (GE) - TPM",0.193410003811485,-0.242436655686862,-0.314514892824222,-0.458518806956223,-0.676628469182815,-0.00588272636030587,-0.136919360672126,-0.329697315533596,-0.31698349009339,-0.244035345138379,-1.0304459349959,-0.358234053265359,-0.480939601890644,-0.353812683312508,0.200592086233215,-0.217862833794534,-0.760051265268179,-1.10579863109354,-0.568297071038638,-0.343819232559865,-0.575844434828806,-0.486928413902801,-0.445693488298584,-0.624760046833448,-0.541606256420089,-1.27430317822327,0.594030757017774,-0.0878724286645056,-0.973008551107438,-0.418077939645097,-0.861549501841384,-0.686812216965825,0.0391129727764725,-0.60145189370243,-0.0408019953786897,-0.956254252505754,-0.693162724675468,-0.704701658236852,-0.169511765903521,0.503231144200141,-0.80318783776972,-0.900489523232498,-0.9892500614789,-0.270852249177339,-0.0471916792758789,0.71128466498487,-0.546508742510789,-0.601671976917199,-0.661456321378165,-0.658480582961746,-0.655797781148145,-0.675050752241125,-0.64798269467211,-0.678061702010291,-0.33401264738203,-0.238395418495314,-0.737713207271067,-0.267966849794806,-0.419608132685759,-0.976411155981196,-0.634027459899838,-0.0985967183633563,1.3703633474575,-0.920355285175459,-0.874356829427718,-0.464492214561717,-0.427661434860869,-0.623675785132922,-0.643278225356885,-0.123789221285796,0.383845669286128,-0.325118334085985,-0.417032858478345,-0.636525774728489,-1.17979066557402,-0.87970421789525,-0.6378960561195,0.095056913921191,-0.42800349064701,-1.35646340453667,-1.02089804832073,-0.735332243200704
"HINF_Ns_1 (GE) - TPM",-1.38004798985316,-0.671440705477581,-1.00289054330091,-1.62155368735361,-1.36872445713854,0.804849424220564,0.76512183794208,0.086280243229842,-0.0103770403171074,0.19842257848349,1.31104472645193,-0.730160356204374,-1.16515060277359,-1.27938611042865,-0.742007619500212,-0.548844147471827,-0.389227229406231,0.372225569322869,-0.191550526321347,-0.571619408196992,0.267489022595893,-0.279764231027815,-0.253349944496873,-0.160551334831796,-0.222342194958087,-0.294077619719694,-0.730100521940649,-0.625949983494343,-0.881144208945049,0.379462778711223,-0.65517177992572,0.121035241981642,0.302901330301543,0.45886787617435,0.329326413707874,-0.144332217350851,-0.362348476466414,-0.664401388938211,0.174583067525108,1.16754192165489,0.208200511628782,-0.727730627361452,-0.0379704906295013,0.932788523545741,-1.27572883047513,-0.177311466850347,-0.679242783387074,-0.732713315482277,-0.712586488399902,-0.755778184300487,-0.653483744702479,-0.616306356046156,-0.611407992605459,-0.662669985719711,-0.780973422204108,-0.582405057836005,-0.845807283244619,-0.849219555107124,-0.813756471423143,-1.01293963543496,-1.55681108504826,-1.20077751164596,-0.526362673547673,-1.07859536770908,-1.0668431227131,-0.0617485653654136,1.39752688667834,-1.01485989778481,-0.639426725769343,0.764832116847475,-0.735289848281611,-0.915362054752391,-0.287815799062691,-1.41773881405929,-0.811094309610079,-0.819897300724088,-0.476157970399461,-0.280921645321785,-0.199541642509336,-1.30502158077962,-1.31503441599715,-0.516778041476464
"HINF_Ns_2 (GE) - TPM",-1.36438668919034,0.242756135410379,-0.91209443539091,-0.656837248472731,-1.28916812262291,0.543192658081226,0.542107738664332,-0.169143999572648,-0.0577826555880545,-0.273253792875469,1.06888521720764,-0.973095117631983,-0.737028750727284,-1.08125494211909,-0.776217909298397,-0.531090315149715,-0.0645609127079384,0.354024179001331,0.304180598009263,-0.166338451363687,0.0430343104465474,-0.304049032698467,-0.196240013260025,-0.254173814169446,-0.226009173270218,0.158285685042604,-0.56211659179421,-0.697810052076373,-0.922650360321236,-0.277340361756127,-0.25173816854421,0.590679221219496,0.592675318429415,0.263303051306922,0.523638188529331,-0.34828516505298,0.146704622698564,-0.423791443628305,0.121908813063864,1.19924211746908,0.17434753919381,-0.375286159218038,-0.0724066187816855,1.07132752629111,-0.662985545261888,0.963157664251488,-0.66468608555675,-0.721739389763329,-0.668405309424408,-0.727664065018952,-0.657483141631505,-0.723154837881813,-0.639270291963679,-0.673591225827599,-0.466983043368277,-0.683169136110888,-0.283946117107052,-1.00161853061557,-0.786033230625131,-0.991480577479904,-1.87461318370911,-1.35284317530218,0.52603222831472,-0.803545195241808,-1.01748037904507,-0.2346923521481,1.50024000589033,0.0720891077881513,-0.320180393339262,1.18861876502533,-1.0595422374696,-0.923163003947672,0.0449037940981512,-0.520467915522944,-0.551586670729588,-0.896648209195964,-0.395207709414792,-0.108068268208157,0.420210544422028,-1.1063307251503,-1.25838774780346,-0.0352798634438623
"HINF_Ns_3 (GE) - TPM",-1.26119786827695,0.653473442158525,-1.13300486800545,-0.289156889810186,-1.56486512384791,0.0544372520561273,0.120908357842146,1.33503896681003,0.724083574693158,-0.551678450176915,1.10605726306744,-1.4510788994292,-0.667440091642272,-1.29274262111867,-0.767104089525559,-0.540225693462693,-0.017886812265398,0.642533584130383,0.47050955112434,-0.170381215266515,1.1604913612987,-0.298859998008966,-0.184999728420665,0.00662909855563951,-0.267126876807596,-0.0161556807460582,-0.573211988948487,-0.624363130523893,-0.985804242629097,1.01327235162815,0.573006538978274,0.747911123537304,0.695622960483211,0.528822119148908,1.41713722420171,-0.876386069379861,1.56453668085463,-0.0476255740663334,0.638128718989722,2.902127419832,0.57511619758312,-0.374470655223787,1.00145967705409,1.50135651246204,-1.2516445399008,0.989509222178921,-0.684855795959053,-0.724109382484297,-0.731436166920876,-0.764583536247979,-0.643101477474093,-0.654278918463716,-0.660182190311991,-0.62401464375419,-0.590652830076348,-0.47623811588202,1.0679644004885,-0.928580840129756,-1.03805139141865,-0.738673931666486,-1.52068900457728,-0.829876547047181,0.279103937898465,-0.690323705660479,-0.750791419857939,-0.146484407689477,2.51949864253003,1.29180532091375,-0.134938537082002,0.744873095285059,-0.912896326094257,-1.06501049860245,0.536616122584889,-1.17682697883585,-0.533831279700235,-0.0497221517164771,-0.303371061134654,-0.315385061359019,1.36789082435467,-1.24207623076118,-1.5850871708393,0.859706374692643
"HINF_Oss_1 (GE) - TPM",0.0811460020180799,-1.17192970222152,-0.902237522177213,-0.880674583548682,0.249449029561221,-0.841465209264645,-0.834334100259871,-0.707807099057707,-1.35071860569874,0.984268661996623,-1.01777712212658,-1.11492535170099,-0.664052451787172,-0.991199916106621,-0.198497178252464,-0.0144160722581722,-0.379077342620385,-0.236251948011174,-0.0769717447382396,-0.60237893172983,-0.555615365672499,-0.454846944483833,-0.361671694417569,-0.58489087765927,-0.556442304419792,-0.549278052450004,-1.0300215379154,-0.475910526097135,-0.950675097866342,-0.0712726150434956,0.253452533115877,-0.212017694055028,-1.3447872294102,-0.605370189900547,-0.875175676854515,-0.347918397790837,-1.64451358268809,-0.253471447587988,-0.1482172322979,-0.592845687302748,-1.19594109231226,-0.861148206397231,-1.34131456723164,-1.15198330052467,-0.722402098095302,-0.887739373168003,-0.635540602752877,-0.704811016267839,-0.737204892851856,-0.676720906081786,-0.71692793992287,-0.751193304530922,-0.71460966295771,-0.676159039915281,-0.64487374172626,-0.737742216846797,-0.457790084049558,-0.448321140539446,-0.777174877407387,-0.60727187270354,-1.61049868008075,-0.0894342662861815,-1.2385704889714,-0.256800164804506,-0.0235799397579339,-0.811202689057564,-0.454971086700531,0.101391401185946,-0.347929160587778,0.798259660759692,-0.525564616748731,-0.686515789876399,-0.984748119614556,-1.1610408674228,1.59884233421104,-0.177341680796682,-0.203921091710088,-0.444310853541792,-0.980276660079792,-0.797929106806377,-0.751168028638476,-0.72282872484558
"HINF_Oss_2 (GE) - TPM",0.900522757522164,-0.693445699143531,-0.341451283088277,0.125193168644476,-0.393198026131179,-0.812978252644742,-0.875049742555143,-0.507974939350594,-1.32985135439984,0.0464304268062414,-1.08104072722143,-1.19891023167865,-1.24993296296435,-0.808361728279435,-0.39611482385505,-0.153564677325898,0.208520512946222,0.851954390972087,0.303340020451516,-0.268811942133917,0.0935848403747029,-0.358329608042614,-0.333984981248768,-0.314394863673872,-0.539726327861351,0.24515990160938,-0.610511405901126,-0.370336460428891,-1.07303505360579,1.18596372218557,0.673492241792587,0.706834978403866,-1.36486489174923,-0.212757214685595,-0.644863361486397,-0.627877810456683,-1.99699330891277,0.270726581925403,-0.157286463191248,-0.502844526319537,-1.19959463622104,-1.00296602812902,-1.76835041777331,-1.23657090216876,0.561522875520125,-0.485211019411609,-0.592288148260754,-0.672703446926289,-0.707102884665401,-0.641863132073944,-0.65872647718862,-0.690715357946191,-0.748992479150119,-0.618637166559584,-0.63599739310926,-0.603744299531325,0.24022838727719,-0.606942873701594,-0.787740077587595,0.0855309741331919,-1.00720545926616,-0.675910606051253,-0.915744582630695,-0.409440471190638,-0.561995208234112,-0.411503408831787,0.547064481254454,1.9055589048337,0.226417109772673,1.28492898989107,-0.669012180508653,-0.298069373574117,0.274561768110239,1.22568465453501,1.23472711081823,0.575249781545533,0.557258912111578,-0.262496901524913,-0.899527145259759,-0.318023665354415,-0.906838932431225,-0.451693398589144
"HINF_Oss_3 (GE) - TPM",0.107544473868388,-0.937973092339029,-1.08146587206798,-0.939948734306948,0.119237455950338,-0.854184488171035,-0.828996301611951,0.906173885322559,-1.62759292885982,1.00386926963762,-1.11166764612727,-1.26883923631532,-0.467072437128791,-1.16730910504135,-0.318176824361171,-0.165979443285821,-0.50176351694769,-0.133148825389557,-0.496945652484738,-0.274252974387901,-0.197218613715855,-0.479720037862811,-0.394510955559196,-0.508988296868327,-0.557857913389655,-0.521547185725314,-0.551309901038346,-0.399726653291815,-1.08122337498397,0.635521495589975,0.412505981736866,-1.08155080589116,-1.23893163414742,-1.4184810367648,-0.773502886019999,-1.31911330651451,-1.47467060425698,-0.0503516907044172,-0.260393072490552,-0.740664477275025,-1.26264300670069,-1.04298707156164,-1.75840591382547,-1.21004788551921,0.558905741314736,-0.887072142531084,-0.623738759226287,-0.713578278476302,-0.765257589397458,-0.68625555641109,-0.642842133594952,-0.635332322962472,-0.721294922744468,-0.607981599546501,-0.779639407984841,-0.535044130945327,-0.190801233205645,-0.590264676801272,-0.630448544086946,-0.145261053025273,-0.889777915278032,-0.361222217453457,-0.0872350103521206,-0.575241027479573,-0.612558279869841,-0.933941229239273,-0.900874184616787,0.111777506813699,-0.3436957143298,-0.445094649759633,-1.50344393293435,-0.589237692639875,-0.926171871940404,-1.52310080802699,1.21880118508339,-0.203379243199057,0.767101797317937,0.130478679845911,-1.00238678906445,-0.771419722644536,-0.708843799305586,-0.649386978063492
"HINF_Oxs_1 (GE) - TPM",-0.742413330510293,-0.52587530526913,-0.0430267267281164,-0.192808162203107,-0.728994809012998,-0.332708999590022,-0.290809842627446,-0.195186083869547,-0.307235380744868,0.228391662216611,-0.83492003969002,-0.870845623645978,-0.552334558060531,-0.294192247346435,-0.237053368704828,-0.371759655971509,-0.758991235316974,-1.28819981294304,-1.27155494202602,-0.653672075490815,-0.782629289046345,-0.557572910931541,-0.51041772957942,-0.664271704661654,-0.625489030537188,-0.660037283941753,-0.854679622988224,-0.456089667071246,-0.0727473683798348,-0.778657549236642,-1.04893353828736,-1.2211131482743,-0.876034251688913,-0.571756829116786,-0.973262033265304,-1.15759036875162,-0.325684905028973,-0.650755187326277,-0.460237818860014,-0.924507236401922,-0.614767601040024,-0.309851670917925,-0.736885661892283,-0.453739924251067,-0.945571325193797,-0.902833182534075,-0.645349875169414,-0.738930385934703,-0.79323492623044,-0.817152140280375,-0.724893868971064,-0.733311668471073,-0.712572859399452,-0.68248601538634,-0.448024097597867,-0.580600196961038,-1.01059677902704,-0.621895667545089,-0.302640855520033,-0.862161020494651,-0.753656881475963,-0.259217803217226,-0.537791002470207,-0.401738020847932,-0.912098354376902,-0.987514933570077,-0.545139797051087,-0.926773716785355,-0.89689748221528,-0.900040524613993,-0.48609728879496,-0.427899398414122,-0.939725027610547,-0.401418438805143,0.210673103222276,-1.10043448699744,-0.386450280887823,-0.77737650371121,-0.13265698481021,-0.753723217439735,-0.333544737158723,-1.4495317563945
"HINF_Oxs_2 (GE) - TPM",-0.929404932639184,-0.55641161036812,0.483902203742046,-0.537167550685214,-0.813531696299493,-0.603951855995445,-0.653657471313492,0.483887161723694,0.0167504403432539,0.516912592490556,-0.903346348512193,-0.19586563524493,0.094609350509951,0.181941142849241,-0.245022236121624,-0.31727654564322,-0.655987149257421,-0.380498974006617,-1.17198023605939,0.260922046994511,-0.953293924903974,-0.557046585182023,-0.478880650830504,-0.688455179537646,-0.611362844295654,-0.596699055080515,-0.614411860712404,-0.348795313921569,0.0457666012751177,-0.966875449463544,0.264769171212922,-0.191373527514396,-0.374872022807697,-0.300780198426929,-0.609242300138592,-0.767664375840481,1.66472999790016,-0.548501447874554,-1.25003758830327,-1.10929747798532,-0.0485222444607826,-0.237671826424413,-0.533526720296522,-0.201944250187878,-0.628261588610585,-0.229513348682795,-0.626474422539159,-0.717225566817681,-0.769223843063961,-0.811840860608244,-0.65885498828511,-0.713774660211657,-0.686650219038315,-0.616580538079524,-0.474163595535773,-0.223715391054611,-0.920366842988747,0.00348442477239746,0.180345625160127,-0.37438852839979,0.192256244549133,0.0827197322406658,-0.580616989856467,0.109456747983765,0.20022100652926,-0.991232899585672,-0.383141256610751,-0.473570825537388,-0.875043833526537,-0.497566403463001,-0.222591171438839,-0.0869517645393518,-0.157109591054744,-0.846859428431696,0.323037166628921,-0.928879311941949,-0.980626496825838,-0.579752540543037,-0.1150907197296,-0.281895862896745,0.359472305725975,-0.170793345886327
"HINF_Oxs_3 (GE) - TPM",-0.53435036645722,-0.292317383192942,0.539643378606875,-0.180754507963155,-0.264992654572989,-0.469778152464628,-0.462490013864053,-0.108049935800702,0.17304355935825,0.0141902698517025,-0.905201028455147,-0.246860205041138,-0.938058700821046,-0.478477282037856,-0.319146719374642,-0.397639813087604,-0.798298588253178,0.0344622496967111,-1.60556443715674,-0.40214966967545,-0.165922580954303,-0.543221499461978,-0.537236063723815,-0.642365716904341,-0.664873316336316,-0.83787996567271,-0.993922951429634,-0.553647154161207,-0.674038336670259,-0.342476176158128,-0.516977611222189,-0.61955352668015,0.271509803649798,0.051857623087459,-0.551330069119029,-0.5158239623816,0.551956848070487,-0.536898967617454,-0.769277711776413,-0.75077460192253,-0.508131801553134,-0.165507149033019,-0.164456500307118,-0.620020729543606,-0.441593349869227,-0.303005031352929,-0.654640154663509,-0.720939785393087,-0.777586262383364,-0.803621394196596,-0.65448422570025,-0.47462997557337,-0.711487059804936,-0.574760599340808,-0.420281807350533,-0.041232239277078,-0.34293635428056,-0.210378514721118,-0.598126034479932,-0.971537669175455,-0.120493869375795,-0.612492992465354,-0.810447618812477,-0.289223406688937,-0.0183283689736387,-1.21949874911134,-0.746433924255842,-0.154437423423808,-0.629103734775421,-1.08112890391653,-0.0302314116468664,-0.639432048830014,-0.547962340921395,0.190109924215301,0.47680020814135,-0.508966546410174,-0.898372260874984,-0.722958559535133,-0.173705031513714,-0.481245816668666,-0.361624518251989,-0.755097346208071
"HINF_Sp_1 (GE) - TPM",0.569152269723114,1.03140336211528,0.102075092303397,1.6496991243801,0.642619109338379,-0.102935645643119,-0.402848728076137,-0.622083488280007,0.740064995165417,-0.232713590063564,-0.167813237592066,0.199897294221986,0.50211850632687,0.730370221050592,0.354544211086919,0.151486178392934,0.0816399787096184,0.987590169064131,-0.178384963819605,-0.202994947771138,0.610539397171028,-0.128631367692978,-0.19632994593109,-0.217723776960205,-0.217363171829686,0.731321418984006,0.320547406811856,1.3592334419285,0.126167384918959,0.016421878864223,-0.124455165200589,0.469064829693926,0.658829538781706,-0.298115551692542,0.585254296757795,0.597836885888491,0.400822357717266,0.705040567419262,0.337159564125223,-0.155068495472176,1.13573243307765,0.643711829156061,1.04141102083068,0.261996195405429,0.527488425098009,0.654630268497852,-0.0843301089563936,0.0544135183949914,-0.0372569318965393,-0.167781417529526,0.0312001860687213,-0.117319848710362,0.0218136528274985,0.268581884177727,0.0318507037858091,-0.341946952312201,1.13885955469539,0.208231994425856,0.316146337403133,0.762200402430658,0.757158173975014,-0.129939016522293,-0.692510789915055,-0.126093426487772,0.481060890193277,-0.218938214841416,-0.00376767911560183,-1.48914982168649,0.586523418327736,-0.653126063460015,0.705707122264353,1.07656500190712,-0.432782279269144,-0.410681005273261,-0.652737213068991,0.455298423695313,0.696354667483004,0.7015239350351,-0.361530189576582,0.433355316962471,1.32053368072956,0.549524255796648
"HINF_Sp_2 (GE) - TPM",0.778844871842379,0.872401950400679,0.0600714864251358,0.510662579770617,1.06305795309555,-0.444315749386932,-0.560359858499498,-0.958061086085958,0.838198316966337,0.691682507937253,-0.749284556595674,0.716752429749795,0.948154153647273,0.635810977343698,0.0949664752749297,0.144247247794919,0.475885233765091,0.873086723807234,0.676737198080934,-0.51132599949655,0.454286064838052,-0.258944684248115,-0.295057264100089,-0.478740618386132,-0.30176088807917,0.705575275145478,1.07979906072682,1.23572903001504,-0.0950844559916309,0.211631729551602,1.14337390008991,1.06209429457342,1.41224106966802,0.155450999221156,0.996157107657869,0.81598968177216,0.143497863438593,1.12413707213884,0.71471796773049,-0.219264686013458,0.978289214815085,0.749955766900968,0.655058126786168,0.778757476700226,1.15211825095292,0.726658613390293,-0.506993691167764,-0.532176025546599,-0.527414996151337,-0.577519773172107,-0.370625580598724,-0.411848023698203,-0.399788180093477,-0.131028641744894,0.0566573133084311,-0.145559108183068,0.825528426233835,-0.2250743490738,0.351303549107208,0.942621543157213,1.09962812023207,0.389934509982453,0.00298428755093397,-0.114414241497763,0.345067822207952,-0.855695998056487,0.571092511930442,2.07123939156807,0.849682001936967,0.853376388702694,0.761914933963481,0.854476840237071,-0.367077592209335,0.597893761942694,-0.933160230320062,0.178278965895054,1.04271921329467,0.578106772500834,-0.591570568464454,0.464360077608346,0.805217888341724,1.74965132847759
"HINF_Sp_3 (GE) - TPM",0.0884083439839517,1.86963628844771,-0.166743337772434,1.40147039719572,0.0518295912932313,1.98652330602047,1.23409156638956,-0.741739319893035,0.684867798651966,-0.0483351971858213,-0.298947128745944,1.31765011439193,0.45098070983725,1.10705333001835,0.740901890861611,0.351091082846666,0.0980295155166675,0.16557428979607,0.404014106135678,0.143684627817524,0.856500242449873,0.149741712810529,-0.00388709823254332,-0.184577634237903,-0.219332873413615,1.14929633474076,0.979634332636897,1.25085183072634,0.611140174035984,0.379941488409648,0.51967219972398,0.831087024505565,0.678187720828463,-0.449642913891101,0.77968242256639,-0.875921726997522,0.775041035119078,1.10127891440039,0.0888826728356256,-0.498484754888421,0.908213924791113,0.788896362211845,0.321685016949274,0.0928440381593015,0.485372103368284,0.392858003233061,0.0934596690701588,0.251156822009811,-0.00244945570460376,-0.0733972858362372,0.560954795189831,0.0513557814541101,0.395199764551723,0.303156915962609,0.319353146736349,-0.024452984160684,0.64959421426003,0.214389644565738,0.535682782010391,0.949913103022334,1.60151709404987,0.31832727303368,0.495432254821272,0.597735227842505,0.572577020189572,-0.163910844276835,0.304945045300154,1.14435412297758,0.976907121903732,-0.0832354522703916,0.964539447465273,0.967899217910055,-1.00632495485028,0.19215871666862,-0.649242842878517,1.35635078807269,0.313201314989165,2.38890669114011,-0.369760574324018,0.748963593309692,0.799000266464889,0.779700836695932
