"","NGO0011","NGO0027","NGO0028","NGO0033","NGO0058","NGO0083","NGO0113","NGO0127","NGO0168","NGO0169","NGO0170","NGO0184","NGO0186","NGO0200","NGO0222","NGO0240","NGO0277","NGO0291","NGO0308","NGO0310","NGO0318","NGO0332","NGO0346","NGO0385","NGO0386","NGO0400","NGO0401","NGO0408","NGO0412","NGO0425","NGO0441","NGO0446","NGO0452","NGO0509","NGO0598","NGO0607","NGO0608","NGO0619","NGO0642","NGO0658","NGO0662","NGO0663","NGO0676","NGO0688","NGO0732","NGO0754","NGO0766","NGO0769","NGO0787","NGO0788","NGO0834","NGO0841","NGO0862","NGO0866","NGO0890","NGO0905","NGO0912","NGO0917","NGO0948","NGO0994","NGO1047","NGO1052","NGO1117","NGO1149","NGO1207","NGO1218","NGO1227","NGO1231","NGO1236","NGO1258","NGO1322","NGO1335","NGO1344","NGO1345","NGO1346","NGO1358","NGO1374","NGO1382","NGO1403","NGO1407","NGO1411","NGO1442","NGO1519","NGO1520","NGO1528","NGO1579","NGO1630","NGO1662","NGO1665","NGO1678","NGO1701","NGO1706","NGO1711","NGO1717","NGO1758","NGO1772","NGO1908","NGO1922","NGO1923","NGO1961","NGO1980","NGO1993","NGO2020","NGO2023","NGO2044","NGO2139","NGO2153","NGO2175"
"NGON_Li_2 (GE) - TPM",1.06711164358003,-0.352439488575129,0.00760583988301153,-0.280158512228035,-0.685988654429948,0.626794671559331,0.872190575235439,1.65880279327865,-0.51962352846292,-0.432085723263331,-0.189138662421242,-0.123037527774679,0.17936248288277,1.27220234201342,0.749183731695976,0.317000633612681,2.83350256835672,0.743926646244869,-0.290709647545173,0.523788236442256,0.742014792440569,1.17746851456055,1.48474617305477,0.613651794411477,0.989330041506126,1.14583166275852,-0.266115611774114,1.68936360638024,0.610294911499426,-0.773227520016754,0.842227652978665,1.06588554203829,1.30681479357655,0.883525827148038,0.876844646562266,1.3937200628526,0.809781587215282,0.173010890868225,0.285897021825452,1.22300705293634,0.525468592912974,1.00076771802746,-0.822521999092233,-0.117514452821596,-0.366527195776968,-0.31243532744902,0.615976529615159,1.79771373150487,2.73007777645415,0.480850751926292,-0.159562946402208,0.906256757571303,0.397819492108092,0.567779447716663,0.382897585646101,-0.341605016867381,-0.270060325803994,-0.771664448496821,1.23142020219572,0.922231623444847,0.889849352906763,1.13306378541058,1.99534543287551,1.42667518129248,1.2911225318729,-0.580325601933725,2.05949022684984,2.31404070899584,0.534462023477687,1.99576044454685,-0.284858080465574,0.44590974073732,1.28249101343248,0.770282608099727,2.22990504411381,1.82085620276875,0.54399893183396,1.80676938778805,0.168220506909704,0.94690318607524,1.61336253423448,1.36027867766316,1.12691257671696,2.90107346656664,0.989497087360119,0.62982348685607,-0.398964557791522,1.10659433236544,0.71251995369777,2.29916157023914,1.02748915627528,0.987646613747311,-0.514945987747496,-0.0543256143964366,1.70502814974421,-0.0652587235354259,-0.287786546726747,0.592166671702489,0.601428123154882,-0.315464786018911,0.340585701647449,1.050000750159,1.29230029066404,1.27052576336068,0.0214150538279516,0.387930683758965,1.17072623677235,0.393088295890594
"NGON_Li_3 (GE) - TPM",0.438509918153236,-0.0105273148390175,0.105141442997489,-0.580978941058735,-0.724527914374539,-0.269307230405427,-0.0359617876685046,-0.330949662853267,-0.492980366250712,-0.719805689345712,-1.11097248389863,-1.87617459743749,0.0210110853681256,-0.357176530197459,-0.672577779334554,-0.494981974082497,1.0980456868505,0.23138646256697,1.1557154203886,0.111615304847733,1.08485095517985,-0.0128275299165198,-0.33972357295816,-0.312982139702861,-0.0201049806525018,0.244807004227496,-0.608896052580958,0.967093121765913,0.117123788847599,-0.427271971816178,-0.0280541512439155,0.271550029093934,-0.0586058969176438,-0.0982453057058409,0.13876948496349,0.206090632626652,-0.0450949144230673,-0.509576928530395,-0.0623376265958487,0.239225591103821,-0.399278547179645,-0.544608441622904,0.0973900287355569,-0.323636232049594,-0.679350977670947,-1.18393263692083,0.728519518016927,0.342144123628494,0.553392501470852,-0.122685677379976,-0.490923906547329,0.762332787761602,1.25237850849545,0.0805139922922882,0.0598990956338776,-0.0537480112843271,-0.729766758175543,-0.181068278528906,0.415450842264922,-1.32401199497431,0.558833270082919,-0.34118588376424,-0.143288509881047,0.303656028358212,-0.257122147253254,0.306066027786333,0.367330861666284,0.782879160489745,0.0690701835336472,-0.380174652282716,0.618473764072815,-0.402508001934621,0.577587176437564,-0.19113096717447,0.502224709122155,0.137522802407101,0.152384738067101,0.449544572164968,-0.234748316792308,0.0346495880959572,-0.262960065636731,0.165605989534701,-0.00769275552959452,-0.294742122023601,1.10994271327903,-0.221939785361373,0.427833770635507,0.170068916338846,-0.0404862530839105,0.97577179511796,-0.616767644668236,-0.00690002888408177,-0.172099431615488,-0.0951453209962246,-0.548205924718527,-0.190443358150412,-0.578254589625364,-0.494153463352816,0.320534973333954,-0.621959468828275,-0.00542525647833962,0.427230881303391,0.307811520071186,-0.364085565287996,-0.937248642655968,-0.320958622749059,-0.150697353341185,-0.756028042081721
"NGON_Mig_1 (GE) - TPM",1.52765717967089,2.32343592041256,1.89675708610416,1.98419535536781,2.49162357832834,2.24155245725366,1.92742599268629,0.232305806394981,2.11023598508446,2.52689263235215,1.40618074383635,0.334236932451088,1.40241067226545,1.75076141017835,2.05994030233094,2.00102156484792,1.0680145935243,0.537424002925778,1.22630430732067,1.61571531949666,2.32863134627376,1.32484511741446,1.40980400825414,1.68959442544992,-0.0102730728842271,2.56215137570129,1.30283840011417,2.06249802379225,1.268050782355,-1.76505647704,-1.5377675823944,0.75081958360732,1.15102471185824,1.38079957426421,1.65422761375422,2.06343740556619,1.34405797432704,0.909458271492927,1.39166958640857,1.35050984199393,1.77626465886018,1.35842209966385,-1.86772310261736,2.62464000672067,1.84443709044507,1.1442491118241,1.7987811806956,1.8000955548294,0.624135837156208,1.99067102594183,1.50284482014281,2.1154491113559,1.27997879894731,1.38135039554037,0.958522969871068,1.6770825091181,1.97458406867221,2.05594275389247,1.46994476599059,0.799012245800397,0.932092594404303,1.95966589660852,1.29237551262763,2.5821411122617,2.5330633331122,1.59412884372241,0.833111102126143,0.27948129321908,1.03780687728197,0.203382770141963,-1.80112349961453,1.8634397050551,1.37132661499897,1.56285973345635,1.48432161803482,1.64260303737942,1.16226121406243,1.73379191040515,2.12391744804413,2.56073566768934,0.938744592791304,1.81136745631021,1.74608176324692,0.516662802651802,1.78697834033074,1.64211814781782,2.24267833699361,1.21538565870872,0.520383329061347,0.613078329135174,0.951476097563841,2.17664530633331,2.0447871432985,1.58962352909744,1.15677090585237,2.18926429342837,1.80263202849527,1.878501804132,1.82728999763347,1.34708399876029,1.94698076179167,0.87538471674455,1.40615402722322,1.61648367136316,1.16512875469219,0.526285745871791,1.87816467408975,1.22844154273332
"NGON_Mig_2 (GE) - TPM",2.38784442661216,2.39337892698204,1.92729946896393,1.48242374159516,3.54192286408424,2.23743710878716,2.06714532409366,1.07088985760443,3.73920890906238,2.26616891506849,3.50275392103499,2.32048693284141,2.93197160759631,2.77749539688678,1.15609186519602,2.38065127160036,1.32246415235116,1.07201840402533,1.82983107606767,2.03715951041392,2.71624892872522,2.73296280532503,2.29052820390694,1.2247219211081,-0.0574231661501416,1.6746618182016,2.47828931213242,2.80901832829015,2.29327562316589,-1.47537340798336,-2.04153773556721,1.41895948482118,1.36469578329275,3.04253527234837,2.40795792909727,2.23246632151984,1.27259587506951,1.74440793585329,1.1729665146432,2.77165324239782,2.44590036163864,3.49969681606059,-1.96906248518182,2.02264613647215,2.90527504243467,1.7673594377226,1.7488071241561,2.39043564891436,1.15090874190681,1.96927337073441,2.483994331658,2.45211381841783,1.2042503712479,2.1141205789069,1.98408951062764,1.85777923780439,2.01218851787326,3.02450084539776,2.17431590149463,1.19586330919233,1.45619342682938,3.09592704891374,2.8241721317641,2.98478173081816,1.79821241241829,2.16685898132096,1.26984129098209,1.02079234848714,0.993356426485516,1.28425702951248,-2.28753363334753,2.73380523311832,1.23400321134896,2.40898119492204,2.32237051904209,1.93881423419479,1.32525925013845,1.65597492568811,3.15010115119065,2.36647457721698,2.63467767271778,1.80024962329378,2.26022332469366,1.78130668859414,2.48916802588042,2.99929175255501,3.15175648025347,1.41299667152322,1.17729866369587,0.694294046588127,1.37263456075645,2.02127463410821,1.97521912558787,2.43183641693249,2.39176190717765,3.17939507772028,2.1011898166473,2.11600649943204,1.57822510833548,2.75640166802134,2.39046794647478,2.00825446255437,2.19930594823983,3.07756254315666,1.81559153873619,2.40888616190902,2.80229252961088,2.61306032612863
"NGON_Mig_3 (GE) - TPM",1.37116144469152,2.19397939263913,3.20498927977149,0.984276185694004,1.52792563209479,2.61710551057552,1.71731867197238,1.88233278759476,2.39404622144026,1.52813397115322,0.808427114988487,1.24304291126029,1.36260774428535,1.88881943450758,1.03896875903605,0.345508445346154,0.375681750246883,0.0724291396582736,2.66267224429047,1.7627960690982,1.55423740335003,1.61632250318273,1.07157858520651,0.780547538325073,0.477139140142125,0.227484456887413,0.741653767559805,0.727612020187363,1.82243428488958,-1.08646709498628,-1.71679717732352,1.25695883437511,0.813558776892244,0.600081840607094,1.47785271975693,0.645435071405575,1.51419599960089,0.711951973797974,1.63357537504455,0.872361347375778,1.91266564565136,0.561315701710254,-1.93540322463259,1.46885191807867,0.38162828951149,2.00966358059729,2.27767800940808,0.518352008634337,0.0533003046994627,1.73773663400994,2.01980086889722,0.000290020078318138,2.48810698582539,1.47224970117858,1.03731166196308,2.33436065702639,2.35030970989913,1.84690898473391,1.5794728501475,0.336316681740745,0.872852308684776,0.868404270244876,1.38490689960667,2.05442271937146,2.51396221068148,-0.0869983040607005,-0.0764666998293445,0.341101793290605,0.763052388184387,0.647962006906794,-1.29637172223094,1.82882460585493,2.42014284084753,0.798310812652798,0.232039988060027,0.657139056684251,-0.0182944796006442,1.00590439970516,2.05466363353409,2.01777932082204,1.11105979187325,0.82665710886418,1.74762882266147,0.188542821365817,0.00452644575629988,0.257395254540459,1.43036124261241,1.07470152642809,0.611789390618747,1.34864899416576,0.919733397369114,2.72907102789617,2.16752904147573,2.21206709089802,1.65485700171815,2.07349017875567,1.72450377177654,0.746335266904273,0.167946486941701,0.841116327781363,1.79279964893371,1.25673877230179,1.0794448439951,1.25403608287242,2.51002557234888,1.26684479324064,0.930296232605386,1.34705398853405
"NGON_Nd_1 (GE) - TPM",0.491671046819597,0.456493173848711,0.692502484757641,-0.0726005691919158,-1.45453662702834,0.84208021350055,0.883095866373304,2.09756560455378,0.409936617203588,1.3225344030168,1.73092703540278,1.00663398895183,-0.299815837076833,0.906633218078457,2.68219641633713,1.13575152844748,1.08620847826066,2.06627202729666,0.715241018119152,1.30619330024412,0.427796695255307,1.20434915748228,0.229258314694391,2.45144253439248,2.52330467773398,0.386879363809143,1.85254592326473,1.16916876681694,-1.50188081852917,0.0571838865990952,-0.452015909888846,1.45112265871484,0.730185306138089,0.805732098982896,1.56700266097567,1.0934731790169,2.17469094031083,1.77029926270832,0.967211872041578,1.12578450675776,1.13055244395072,0.0846488277424285,-1.2987157038496,-0.551098734912346,-0.228137937554388,1.53466675890389,0.600686442927863,0.462337531749754,0.0973956714899652,2.25655944300218,2.38827115304866,1.22598823593922,1.06219070385416,1.07896784973372,1.57187222346276,0.395884199087835,0.202160519793601,0.393743669255115,-0.377987794442925,0.908404879652067,2.33943265457126,1.05329135127933,1.9396258972877,-1.03936872378191,0.573102876269277,0.759799924722223,1.39063704310162,1.10601808553373,0.885879875639909,2.33499394094824,-1.16497969391016,1.30193687244367,0.854182822167742,1.47200557062824,0.845552075684542,1.73874932469667,2.38878642917441,0.118931644554518,0.826167338453504,0.901224653324104,1.09349518544335,-0.396509883168955,-0.837150940122954,0.985659117170689,0.284561681649227,1.54115849901351,0.349497251157306,1.00504411771381,2.55932240219743,0.570457254607211,2.14658755651836,1.26328910463331,0.423265153491082,0.51535481017874,0.9611175301037,-0.00950424687042054,0.790633380777806,0.817539549080371,3.24735055245733,0.418738071681993,1.32766001786362,1.20234677208959,0.944022139038024,1.14365910876266,0.587715045148341,0.746903075818186,0.990641885134571,-0.170530521103303
"NGON_Nd_2 (GE) - TPM",1.01524189355183,-0.564355950713685,0.0954388161748532,-0.681426800666838,-1.51185852449936,-0.11201131094057,0.433542740120775,1.96642188976966,-0.357357744215024,0.373323660030992,0.319593481758266,1.3573631480219,-0.430860083550808,-0.488684533126751,0.144632247725509,1.71896895577633,0.713733721915158,2.34494036028336,0.00522409117369867,0.462262270732117,0.858493313500204,0.838275187455319,0.872262802191692,1.52420600945073,1.64131537916851,0.933163924558126,2.99668653704358,0.512118563045725,-0.447134469896029,-0.90781015496052,-0.99827712468694,1.87662204731918,-0.0621336116825733,1.28246457672643,0.609681055646735,1.13312396307564,1.59160190347245,0.927702425122993,1.41487536301173,1.65765211216058,0.602300351931948,0.822676218273861,-0.748173189801832,0.644018655132349,-0.271739552121665,2.21909548981329,0.157651884354558,1.31110499761786,0.73583201342731,0.32194921802627,2.15146086727983,2.07150999831911,0.0807372181163496,0.326205296187025,0.911661736610089,0.947270507948254,0.0719219403037332,-0.456909293588029,-0.559912793694436,-0.242708909824011,2.033073243488,1.12086463748151,1.13606687540031,-1.24277439683298,-0.733063117948501,0.89858589393483,0.669958363576215,0.817924313282571,1.74760006921046,1.89350792478228,-0.0129656583245017,1.14097749643825,0.560445482545509,1.61866662702035,1.31461146246417,1.70775675151391,2.73962192153774,0.592754043294738,0.587542560221874,0.487904401650373,0.305385802080756,-0.0959549289519902,-1.40775708853505,0.419602597675699,1.02517269972257,1.79532348949875,-1.15453611062511,0.0761562928887966,2.61255714702202,-0.731978252931331,2.11213046154967,1.1427440564882,0.0240789299982128,0.742113744298928,0.554176817169929,-0.383580869041442,0.0496677971467195,0.733440308506738,2.30680919255125,-0.674897656890778,1.4013931744086,1.75657921339699,0.684428034531709,0.863209402875373,-0.370703291794444,-0.088511218452865,-0.0285069569218727,-0.276045042011534
"NGON_Nd_3 (GE) - TPM",1.30556291239075,0.551748640598894,0.213225539014193,-0.0381204507099205,-1.42750909940623,-0.145825305961824,0.401522281443954,0.191516694459004,0.29190510135435,-0.0998232190806635,0.471402632564598,-0.0146938069991575,-0.677717988248045,0.0075826589806612,-0.567661415453765,-0.225892538327057,0.0814930191509388,0.628578110257266,0.792165297138742,-0.0577274240556835,0.231083145866738,-0.00937031267950052,-0.339265940918573,0.841977163512069,-0.517271032395332,1.02681055229777,0.935490725017705,0.337214697581127,-0.751751534982292,-0.252874786977405,-1.52931755531439,0.794738818144686,0.399763849556899,0.0033287265459069,0.726280950819568,2.00734173789623,1.77215310476673,0.381198897007254,-0.20623094165917,0.552862656726802,0.117879122641686,-0.606455918075806,-0.293433884976805,0.105340550476964,-0.396432494022174,1.32494875944783,1.0409397200206,0.345212461316837,-0.0261899578912215,1.12831346002477,1.36164986319041,1.17929141916083,0.237555352249463,0.917034517307507,0.195100341104904,-0.609127522212938,-0.717154201730389,0.374341715271364,-0.733842710311728,-1.03724234718261,0.215837566456012,-0.13878840242547,0.0744803096159616,-1.17700338435258,-0.260545429329148,0.617598431732518,-0.463508654884432,0.334504867208466,2.19194254299319,-0.329168300241548,0.33031151798828,0.122713615147974,0.994865222575436,0.966659426104597,0.538104052023593,0.0106784211301273,0.310578854731854,-0.150651067199151,0.1294605544463,0.153242361791474,-0.131463964361542,-1.1086016047479,-1.61985074109866,-0.331954991174101,0.0997272161451547,0.173102477272908,0.56252935537627,0.329508123936388,0.639774269937571,1.32246935729526,-0.188790934042574,0.571448530007919,0.565788942406664,-0.534950091939806,-0.387011283542674,0.190997365150632,0.537044254044679,0.0326764024020598,0.0857415694735678,-0.785426248397203,0.308881368142063,-0.199858509061977,-0.128338327302802,0.975703709216103,0.310573801998667,1.27750181071196,-0.293645540042749,-0.665052477971103
"NGON_Ns_1 (GE) - TPM",-1.09373298673362,-0.885619980753698,-0.266712002807881,-1.83012563220815,-0.66884427844815,-0.350654987987667,-0.342421577751824,-1.1788932358842,-0.607290153469932,-0.649984622402619,-0.251046095605108,-0.508324495510587,-0.892408157272422,-0.172562221342885,-0.762212672315498,0.228940662230859,-0.863035215631444,0.16855655979907,-0.00689377969314439,-0.732514196536483,-0.677353525689642,-0.79411528400315,-0.432068463170256,-0.405708327200962,0.272221529976044,-0.560064151224409,-0.0251831790490415,-0.260332243130566,-0.462893329475044,1.28763501681517,0.298463264749716,-0.108041599685,-0.263078379108523,-1.19780647511807,-0.618967322859486,-0.447714356618629,-0.492014810886159,-0.018637165421717,0.477288233225415,-0.954366091844714,-0.0673685150734801,-0.70736118562843,0.405539791367119,-0.26698872274374,-0.998770235280659,-0.086293417893307,-0.595660769072326,-0.314450975566055,-0.117243736872348,-0.372527578048298,-0.326682453750014,-0.64175663069616,-0.678114773879658,-1.23734427004966,0.985185629012053,2.01088610756074,0.459602434309075,-0.431555799591374,-0.00395202008701873,0.781289259874181,0.559274921092691,-1.02586203257461,-1.00654132200324,-0.45091935854839,-0.509619406243567,0.601859383739955,1.06176760526699,0.361636431904202,0.57689465562995,0.0713873114637315,0.949593644883021,-0.447769174154667,-0.516316185283781,0.1552211634884,0.635479965894965,0.18793893062035,0.0605370954723234,-0.358609533605924,-0.479769958470387,-0.69303290922337,0.358607899760744,-0.843492446560299,-0.31299835193764,-0.166034437069051,-0.832391752426007,-1.11701559875014,-0.978150022294912,-0.547088751365025,0.253209283586035,-0.649433032708737,0.734911638374674,-0.773438903858443,-0.443689516175216,0.0493578836783006,0.134784864462401,-0.787033808734435,-0.800773483705639,-0.716027019053213,-0.437600113137368,-0.469816900402398,0.276550293431119,0.0862212329979329,-0.0426983571238566,0.0806031193551945,-0.873313763301113,-0.62307910152359,-1.01351232816457,-0.811156186171402
"NGON_Ns_2 (GE) - TPM",-0.798867707720934,-0.857638683300026,-0.730934252906478,-0.710434001865915,-0.563951297436235,-0.318830646700621,-0.212584646886083,-0.340276369461702,-0.558670792459589,-0.188678380111904,0.502594092433143,0.786524392211834,-0.419432717539399,-0.492012819739552,0.800065543355022,0.598553216213879,0.188312035439782,-0.0159486233107839,-0.426256365353327,-0.422335014271669,-0.906389120143197,-0.169380499780905,-0.21849293450875,-0.652788170275114,1.30563624644185,-0.735194998668859,0.421915046993612,-0.0605999829190659,-0.443937658089761,1.05076626366711,1.40039465257679,0.243557831925421,0.931250615263992,-0.898387945124362,-0.408271421389454,-0.670357752343449,0.219352589439163,0.629979270836007,-1.72002229383933,-0.856451779703433,-0.0204073557913172,-0.379100860460841,0.910361684583348,0.409292584404723,-1.12167427296453,-0.063523212081921,-0.0955413871307946,-1.02084245446894,0.0583881810911602,-0.649077705903156,-0.259423068374611,-0.324055693541551,0.620591048576654,-1.15937070474723,1.03304231513045,0.0147011357589489,-0.560755283606295,-0.911356063763823,0.562304305490119,1.07136949545788,0.467471283818177,-0.532435821975655,-0.505482542219478,-0.0601857575601155,-0.218509932210992,0.685058304048206,1.33392050469607,0.254230315800214,-0.110057102455254,-0.310725974097679,0.196138443531408,0.0401578904491265,-0.594338658403561,-0.367683177780588,0.945122468478243,0.114902563052328,0.269808893526983,-0.33885584064149,-1.36805309480801,-0.0412817869360814,0.746243527200536,-1.64047572077622,0.193943932452984,-0.347713372396315,-0.591542833242292,0.16368641974887,-0.637202007437203,0.0410631172544962,0.506726725272586,0.832577660997982,0.403320075866439,-0.404091484926424,-0.391507173136077,-0.317650302080543,-0.3191224740049,-0.446661678613599,-0.317254762658399,-0.591423111303876,-0.159682054858528,-0.115401886306255,0.110434656582966,0.538021130606251,-0.239251122335546,0.255244361038961,-0.382479613122872,-0.525686581185538,-0.443224334088401,-1.2666641048789
"NGON_Ns_3 (GE) - TPM",-0.6515326751718,-0.198244207323808,0.362992860278267,0.395240071023495,-0.754602074652376,-0.0646038703302947,-0.481220753185321,-0.723809373579211,-0.237209747132197,-0.643233848419436,-0.251293276427989,0.682318168531289,-0.576755194863237,-0.243230777881852,0.192451448352581,-0.245859573563713,-0.224935022775941,-0.706908344122308,0.12931619784444,-0.686599487761154,-0.781763289362852,-0.748806735074875,-0.660926960262218,-0.906885181061308,-0.151360565782704,-0.218042592965863,-0.271393973551915,-0.265254355860184,-0.228147660296674,1.42476985075222,0.95071268961013,-0.189519017363595,-0.205205840248943,-0.773152532236967,0.26423192387078,-1.23765062841039,-0.131773381645709,0.619177940413602,-0.083348975715982,-1.31492414636201,-0.186496422803185,-0.266326001147581,0.095289675118214,-0.326944914255023,-0.291595290730973,-1.06429336746338,0.119315681729328,-1.59370354176288,-0.512798525350035,-0.105487156815232,-0.0249952727336078,-0.372548883923965,-0.264835915523057,-0.51597607074663,0.349684109119413,-0.336677633070193,-0.291237679950563,-0.39173473353082,-0.135611382308859,0.0223002879546969,0.151742178803875,-0.564005459479188,-0.633874430105953,-0.48197343084097,-0.486868236875732,0.931891003269703,0.846515460919975,0.115544116593686,-0.443643144712599,0.274082469340982,0.0811297468759851,-0.984844461616918,1.13863340786232,-0.584316343901154,0.338713944289287,-0.796263968702207,-0.306859043951065,0.194071052197337,-1.20521270357393,-0.212369331992466,0.752617149704074,-0.848242380211064,-0.315387030316592,-0.937703253140648,-1.38858650501305,-0.650187065541196,-0.759551040706744,-0.917009216748675,-0.428846741653877,0.466963617604139,-0.330148395339678,-0.200666014331242,-0.0893805801010306,0.9533264572187,-0.895208684370918,-0.49478010951988,0.0361951322700621,-0.19848106791643,0.124111662189032,-0.423651572242849,-0.0903518791913269,-0.833020172338758,-0.355652657169765,-0.703005274893556,-0.243135353798918,-0.225755262536744,-0.149050543859324,-0.963443512027779
"NGON_Oss_1 (GE) - TPM",-1.20139429391452,0.229443323966888,-0.591295148211471,-1.13904720814266,0.414165886513342,-0.584747688621853,-0.0473901327238237,0.50257760586386,-0.220812437224632,-0.201764919682658,-0.38976147867282,-1.29639611911536,0.18454611748652,-1.234439932126,-0.394555753123566,-0.698711012427809,-1.41317938354833,-1.70127857998932,-1.15036935180857,-1.14235214252055,-1.14937982690446,-1.2227326661407,-0.0919889397656533,-2.28092161089993,-0.131518752963666,-1.10574193237413,-0.441266412819596,-1.15854772045637,-0.0891182063584991,-0.525936276340681,0.440642495432763,-0.177307525940208,-2.00407763381494,0.552717167938147,-1.25053226777986,-1.43724763450461,-1.1399583250979,-1.02077011927862,-0.0715440663635028,-1.31414925934573,-1.11260246697959,-0.624102442664356,-0.487139756828634,-0.0547983517620466,0.0800863409912422,-0.630578059573403,-1.78575080894101,-0.891200247037052,-0.604962954496095,-1.20911704425906,-0.960383301062554,-0.852582820733792,-1.10526047150237,-0.718736062280896,-1.10457327403946,-0.35064328439011,0.217337147992896,-0.58641194222224,-0.446637697046994,-0.839940676982561,0.295058545779499,-0.096350021094959,-1.00771232503561,-0.658294394298402,-0.643687326887198,-0.465362278845793,-0.912180400250767,-0.0424288019065038,-0.861286511425787,-1.01081782092216,1.30498195085375,-0.712870451649379,-0.574055449871598,0.277147102934659,-1.19251396688177,-0.79452707651997,0.00941172137239399,-1.28599417493883,-0.899231217475264,-1.57112688197454,-0.808651499735531,0.331709286309004,0.657408412069666,-0.561394958076501,-1.16556201096244,-0.470794051037334,0.802955498009981,-1.37334892949095,-1.21918722329302,-0.655459450078829,-0.181938857119741,-0.365993593275208,-0.91455486586581,-0.105292497552856,-0.486487725185871,-0.636818778085411,-0.876707247044732,-0.309805926204034,-0.389930270967278,-1.14965175278767,-0.657283300217919,-0.108165088694408,-0.861787631019558,-2.0273848188592,-1.30472441427094,-1.68989122855228,-0.308055738764571,-0.0533935687781834
"NGON_Oss_2 (GE) - TPM",-0.345397433141319,-0.407598239858239,-0.431143571096169,0.681192708467773,0.0430953108493038,-0.317879995863315,-0.645611231507403,-1.77085303477267,0.176544990182058,-0.095592132944912,-0.208297748133095,-0.32792762802118,-0.139752544097038,-0.834494457505612,-0.0935030115165876,-0.839840779943989,0.0756918728015762,-2.02671181772321,-1.74397257394886,-0.58401011672423,-1.17632198150967,-0.152612131847269,-0.0519104032961107,-1.91419163309023,-0.51825956989853,-0.427320891004534,-0.728832729014472,-0.103839517485397,-0.593531425409725,-0.680309894758618,-0.427998240967587,-0.180494132316187,-0.881671669664379,0.414387137117321,-0.48150186417779,-0.41491045569932,-0.671558534834172,-0.0806732155997789,-1.27472733686656,-1.60286654758557,0.0152221112707564,-0.75474627443194,-0.367269127858336,-1.69944344456004,2.11431610245704,-0.862410868402656,-1.4954446626417,-2.05084388475997,-0.238662195232689,-0.369477407303172,-0.810158288904531,-0.731066187902263,-0.0899172621253513,-0.281444707192762,-0.570808340911388,-1.60580944357891,0.0332442080021336,-0.920380641567747,-0.999167015723803,-0.041919462985126,-0.635486987545506,0.188182395471974,-0.505887807714207,-0.186020687468624,-0.271833045338249,0.543001655375111,-0.0060152661195661,-0.988311288924953,-1.92077519065392,-0.244260602779935,-1.03349759804717,0.0975354066888351,-1.04705355925248,-0.701122357848444,-0.487338280336524,-0.812747428937247,-1.28778524859919,-0.631890596595661,-1.23321575194679,-0.0231828144465409,-0.396052574225549,-0.751365680877182,0.736267038755316,0.185379716980307,-0.74547518682443,-0.455777965113291,1.09440534147469,-1.04690611124185,-0.785370611497967,0.991501608367431,0.0817608284393573,-0.377462815405251,0.0798339339849043,-0.508875074315905,-0.314318020040587,-0.282623228395545,0.687998627721458,-0.363561704723131,0.0753062026353816,0.259210375441359,-0.998810167355761,-0.50834812787276,-0.720779112616666,-0.0261512637587968,-0.16831978843849,0.817280532625066,-0.883833358339504,-0.206662759355744
"NGON_Oss_3 (GE) - TPM",-1.086665020988,-1.21097635523762,0.0148903780638294,0.241857018027963,-0.428214096049279,-0.627495189449628,-0.777180044610409,-0.789222243412523,-0.237742164100674,-0.900216501091804,-0.305536263958643,-1.16875713411774,-0.314047107637858,-0.917510924404612,0.699624278287481,-1.24179024813375,-1.57809531349144,-1.46712464403602,-1.05754308745543,-0.220971217055459,-1.02170531032853,-1.20347936872885,-1.30996116167998,-0.801933951439148,-0.186703944275604,-0.740946312554378,-1.03594228163296,-0.589957514359873,-0.85577203670611,-0.311003939332006,0.454465672316571,-0.546859477348004,-1.44618662680303,-0.600443551899608,-0.855683392669471,-0.188916180230804,-0.388143548569331,-0.412532929510208,-0.373805443413062,-1.03459256210264,-0.79735010056892,0.0662926276951839,0.662464675435454,-1.63862781332815,0.540057329868096,-1.58930797345075,-0.102528554633984,-0.983987088004051,-1.81923034163836,-1.0329968853804,-0.51364598055646,-0.590719222617995,-0.945752278102151,-0.311639074970857,-1.23940691323855,-1.24651583808327,-0.0567984717806103,-0.448890929949187,-1.07040896517579,-0.878855139802675,-0.816272637850953,-1.21574440216002,-1.12855695631375,-1.12848133454387,-0.144642012811229,0.297460751886382,-1.31622154099845,-0.915226071844697,-1.23313098161147,-0.626817145801318,0.663066190338415,-0.637655205259218,-0.292568157128964,-0.685719908973458,-1.07917176609643,-1.35355698330467,-1.47562200971842,-0.355195944015649,-0.573951830097579,0.237349536746441,-0.7262290769426,-0.651890608518163,-1.02336519651872,-1.1429442776423,-1.29856505740736,-1.29007513412985,0.43492856865157,-1.22458222764875,-0.890436449329421,0.569183353738749,-1.35440453558873,-0.815057787392289,-1.08661182363854,-0.478520289616166,-0.676083274335612,-0.700071051459468,-0.582546101955431,-0.799729796682005,-1.05634906209409,-0.874095782623045,-1.13126867023755,-1.70919407164204,-1.5004856405349,-0.61450761886024,-1.16935775911467,-1.30166855691318,-1.23091970573854,-0.854973344442835
