"","SAR_RS00015","SAR_RS00035","SAR_RS00065","SAR_RS00470","SAR_RS01005","SAR_RS01510","SAR_RS14810","SAR_RS01570","SAR_RS01655","SAR_RS01660","SAR_RS01665","SAR_RS01790","SAR_RS14830","SAR_RS01855","SAR_RS01860","SAR_RS01865","SAR_RS01870","SAR_RS01885","SAR_RS01970","SAR_RS02090","SAR_RS02095","SAR_RS02140","SAR_RS02240","SAR_RS02275","SAR_RS02330","SAR_RS02340","SAR_RS02420","SAR_RS02545","SAR_RS02985","SAR_RS03040","SAR_RS03045","SAR_RS03310","SAR_RS03870","SAR_RS03875","SAR_RS03880","SAR_RS04080","SAR_RS04610","SAR_RS04675","SAR_RS04725","SAR_RS04980","SAR_RS05010","SAR_RS05030","SAR_RS05195","SAR_RS05200","SAR_RS05435","SAR_RS05500","SAR_RS05740","SAR_RS06140","SAR_RS06850","SAR_RS06965","SAR_RS06990","SAR_RS07220","SAR_RS07225","SAR_RS08095","SAR_RS08295","SAR_RS08600","SAR_RS08845","SAR_RS15220","SAR_RS09220","SAR_RS09315","SAR_RS09615","SAR_RS09670","SAR_RS10315","SAR_RS10320","SAR_RS10845","SAR_RS11065","SAR_RS15355","SAR_RS11575","SAR_RS11580","SAR_RS11645","SAR_RS11650","SAR_RS11975","SAR_RS12270","SAR_RS12365","SAR_RS12395","SAR_RS12405","SAR_RS12580","SAR_RS15455","SAR_RS15460","SAR_RS12590","SAR_RS12725","SAR_RS12730","SAR_RS12825","SAR_RS13075","SAR_RS13175","SAR_RS13235","SAR_RS13240","SAR_RS13260","SAR_RS13285","SAR_RS13290","SAR_RS13325","SAR_RS13330","SAR_RS13525","SAR_RS13595","SAR_RS13610","SAR_RS13645","SAR_RS13720","SAR_RS13735","SAR_RS13740","SAR_RS13815","SAR_RS13840","SAR_RS13845","SAR_RS13905","SAR_RS15515","SAR_RS13925","SAR_RS13930","SAR_RS13935","SAR_RS13940","SAR_RS13945","SAR_RS13950","SAR_RS14020","SAR_RS14030","SAR_RS14065","SAR_RS14070","SAR_RS14075","SAR_RS14235","SAR_RS14250","SAR_RS14285","SAR_RS14495","SAR_RS14500","SAR_RS14505","SAR_RS14510","SAR_RS14515","SAR_RS14545","SAR_RS14585","SAR_RS14610","SAR_RS14615","SAR_RS14645"
"MRSA_Li_2 (GE) - TPM",0.288464301887952,-0.301164174852167,-0.0741167608254937,0.439174833934265,-0.360421458830708,-0.735042057745348,-0.897217373404322,0.633500789648724,-0.231366381891475,-0.296547811413211,-0.638135056415773,0.154667784792481,-0.391900163591418,-0.217918598827029,-0.38731447126152,-0.42305896009225,-0.317449645907395,-0.921488967036318,-0.192282821082242,-0.205609441249389,-0.112093549674622,-0.746472480116579,-0.0359931208992193,-0.319396471801344,-0.215921068796336,0.814878129878158,0.14089369065562,-0.776632064937195,-0.168278453510976,-0.0669381139412764,-0.893382040052168,-0.342241009408931,-0.164606444160913,-0.573568061344103,-0.485476584649843,-0.392095417753875,-0.0631302059710804,-0.945083810772052,0.710267584317445,0.695640031903999,-0.47228567145484,-0.279491895375556,-0.66110792172224,-0.0825717064717594,-0.822305866117942,-0.409965367021373,-0.296518692906742,-0.291215023137809,1.03050590809221,0.356932547531192,-0.919397617183629,-0.570035182687603,-0.471370037570538,0.226246617997804,-0.944380416636253,-0.852847896801922,-0.146189948694998,-0.409985669652908,0.148583490191495,-0.531010048806991,0.198087466518973,-1.18382582622569,-0.497076637044594,-0.748585724967614,4.06826522579152,1.36387753912203,-0.544519515679583,-0.370641641453827,-0.384363728132593,0.145957658606821,0.288216787375369,0.6766913086161,-0.804538519404574,-0.21871999937953,1.03089797752677,-0.940449408391935,-0.353721357348899,-0.534882357439144,-0.2429796661498,-0.19348462965723,0.253915003665225,0.218412791213495,-0.236881989015251,-0.429274038124553,1.37691612727329,-0.361435946923357,-1.13581906291423,-0.168604675104757,-0.35837445478989,-0.0344560024467456,-0.31137160432603,-0.243804132497719,-0.479725354542591,-0.696500657968624,-0.275773240243773,-0.891602686040151,-0.124686563746953,-0.581944386113384,-0.775722137086726,-0.338255258322433,-0.517393419767401,-0.622007689836225,-0.116345024603709,-0.213409129886539,0.9414253609312,-0.574151913565484,-0.600630740135044,-0.890104168763534,-0.164220810202697,0.326395637241484,0.278874645988069,-0.857393773878569,-0.422776661915783,0.703204328395592,0.54476166764082,-0.224802286563845,-0.533461765098131,-0.166666666666667,0.274959872231727,0.179031961719315,-0.0178001240708005,-0.0988572585938517,-0.07842556372032,0.564948853222957,-0.484537795959717,-0.284326737136192,-0.459845484985931,-0.646268519692552
"MRSA_Li_3 (GE) - TPM",0.211461355299452,-0.458225964302846,0.281827492146935,-0.533243990967065,-0.429325756332691,-0.658149266281735,-0.897217373404322,-0.0726407759140387,-0.291461062574933,-0.289417294874718,-0.618780471342481,-0.119818531556402,-0.229756175896945,-0.229559512535049,-0.213116499377341,-0.230932749696598,-0.408219438554701,-0.715338320557733,0.42508005185698,-0.160315098827425,-0.40136705025941,-0.213735763546533,0.166451747549673,-0.217394107598522,-0.0949073796191432,0.390056856300807,-0.221373556453784,-0.527545688825721,0.128740756621855,-0.588306487895868,-0.685184293164617,-0.058671649677544,-0.607798962970624,-0.615866762625164,-1.02396097985774,-0.455006672053215,0.0532802849829354,-0.595042037526246,0.74342255558793,0.577135914695515,-0.314723430082007,-0.268812927540897,-0.66110792172224,-0.182346465813175,-0.488367412195785,-0.382115664555518,0.014097103807645,-0.0434292242194794,0.738700412353276,0.599432172456735,-0.638795469985224,0.504292997743499,-0.620896824916668,0.118721926763331,0.936226976142035,-0.509209644534778,-0.249495650371766,-0.297484187041517,0.0153785911279887,0.0563653794886046,-0.882715134565163,-1.162626818803,-0.64017783657781,-0.527509324002682,-0.248379588331241,0.168301619778142,-0.544519515679583,-0.0606350073450002,-0.165388407958813,0.0016723142202912,0.131493461373879,-0.335594039337062,-0.736173024832779,-0.403924369336173,-0.295606601870959,-0.314524116710186,-0.200526054243719,-0.413242725742919,-0.264690073012131,-0.165704468866281,0.126591668884463,0.257827840817126,-0.341697654444538,0.127830035304805,-0.0435026894410494,-0.389182067019907,-1.06635827075873,-0.337116897798227,0.117064020226445,0.381017430658874,0.386532294066056,-0.290999745128468,-0.905921605277771,-0.819132734227244,-0.101729512967874,-0.665738418335892,-0.241609237914105,-0.833116890630774,-0.647359193723655,-0.32857522457704,-0.602697942508471,-0.488131783733497,0.0466004851172146,-0.0953841864045499,0.198994907625672,-0.868660755678241,-0.306297719010786,-0.538711975440329,0.0990379379216635,-0.471476362313621,0.783724034214562,-1.10446004953747,-0.422776661915783,0.316656206901296,0.88383128603659,-0.224802286563845,-0.17919033200399,-0.166666666666667,-0.120702310486963,-0.176629113429008,-0.121042994488605,-0.159839677571357,-0.214109648503444,1.35901706203583,-0.404277998050458,-0.378971075936955,-0.359863798367525,-0.582693428063387
"MRSA_Mig_1 (GE) - TPM",-0.518893800253826,0.135472880062768,-1.10710207144605,0.799955084612192,-0.283659826852474,-0.551200196302652,-0.766365306131398,-1.17396300220678,-0.447468665508405,-0.361308969966312,-0.0558342803340362,-1.18673849137581,-0.442277704334507,-0.352979832582073,-0.38731447126152,-0.144808584978024,0.193507453591879,1.02599856233384,-0.596578902439864,0.0742493472815832,-0.300726624943451,-0.529868060006919,-0.988667789508632,-0.880197699549809,-0.696495769366081,-1.25229467344626,-0.752988044167134,0.0969335837885175,1.64501033306165,-0.653237535260293,-0.0735113722955992,-0.313242178085882,0.296285278916556,1.06714218608675,1.42610530347269,-0.777239505714892,-1.18090187967576,-0.070650335688125,0.224827009411345,-1.04154322621519,-0.212938277479078,-0.735787826244548,-0.66110792172224,-0.191928633864536,-1.05847002429522,0.011174244379471,1.77754868552467,0.215048994235037,-0.891960169851868,-0.735457243917835,-0.146586800488883,-0.0643625260844602,0.620412829106583,-0.586951139314725,1.07888372500274,-0.442383270141871,1.86244869983438,1.40543344882719,-0.265915504105648,0.672045990360947,0.700754078697284,1.62083186536264,0.331312296855704,0.39124104699184,-0.248379588331241,-0.95491890887194,-0.544519515679583,-1.58331625778157,-0.602868050118106,-0.422118088862678,-0.462425860172541,0.0641930881443721,-0.782840229462807,-0.635830542804625,-0.494259343004546,-0.419179434820439,-0.631238968255585,-0.547369655376093,-0.383489337301298,-0.266572614551125,-1.04370108251226,-1.26199303924667,-0.109971233934891,-0.677742176445268,-0.827555360785226,-0.633408478854805,-0.580259538952623,-0.523291000862317,-0.699110441295455,-0.770029029250847,-0.175287008257375,-0.430911365013847,0.434588976811359,0.330298914415821,-0.486778110492826,-0.18168154918496,0.445494705013678,0.899138410033565,0.869117105029672,-0.356881443755767,0.548363200131571,0.129329119514281,-0.402867768833,-0.626541944415891,-0.18485948258653,-0.248154243515421,-0.0536854951977114,-0.691629147204775,-0.599900931926603,-0.950548926101614,-0.424686333064088,0.224121558695531,-0.422776661915783,-0.917205688859896,-0.862504607467189,-0.224802286563845,-1.08126333906176,-0.166666666666667,-0.530866275419356,-0.4417110874882,-0.392660079795177,-0.347915163132674,-0.333167676990184,-1.19818612829239,-0.248268787851461,-0.403329105046096,-0.421483819402852,1.76433473276856
"MRSA_Mig_2 (GE) - TPM",-0.770275807822258,-0.033593960656458,-1.24508984334785,-0.33368876060721,-0.291824345542815,-0.811813867337585,1.02307213170743,-1.7394851476883,-0.438144587644069,-0.372879502070574,-0.619646920752494,-1.14486935331459,-0.508857685199365,-0.342488047812751,-0.38731447126152,-0.315601076600524,-0.0215660507732062,0.517651422765442,-0.860713628060574,0.0634514903241497,-0.522962751067812,-0.254902495087271,-1.01776300127053,-0.966641047612592,-0.872898542179006,-1.47219042509373,-1.03152146187621,-0.392506600133148,1.06790944610836,-0.884561566479442,0.22400156212786,-0.350441048290536,-0.288080112613578,0.484235987739769,0.874156201294127,-1.33844590511641,-1.21291951622477,-0.904626247028135,-0.635302118579512,-1.1838743861226,-0.597100432677867,-0.763579871096969,2.26825469574598,-0.726788314078617,-1.30244259616885,-0.255611433712127,1.31903875534936,-0.755070171789058,-0.952081096515424,-1.03779950520101,-0.094117657513917,-0.179462387077525,0.578903978042157,-0.943421078681912,-0.163013339398027,-0.78886764775216,1.29247651503084,0.682975417139251,-1.08868929310358,0.892069919528313,-0.733346079730065,1.28232208483898,0.0342426931634991,-0.240083227473796,-0.248379588331241,-0.951217743974076,0.643889785244002,-1.51298434279458,-0.78396773452241,-0.440244800244279,-0.499421965327179,-0.574548866991451,-0.731881690385505,-0.831717259701516,-0.76867969863621,-0.666486138316517,-0.70446402352903,-0.625983050764097,-0.394086894779713,-0.659745463829826,-1.3808175636681,-1.61223719750596,-0.461150207972998,-0.578132577888404,-0.827555360785226,-0.74204965590073,-0.614311587316242,-0.783865911277026,-0.837076004019055,-1.05572512790995,-0.493282874513233,-0.482010471095309,-0.607127752875935,-0.587485343525258,-0.793149246725746,0.1225656064483,0.0604776160512756,0.0632048566942006,-0.0370524773842552,-0.348163581176468,0.0186384157214993,0.141513470541755,-0.433866750820228,-0.762220795128859,-0.569943926606542,0.0615050692845864,0.228642240761105,-0.583506835613103,-0.888659828194906,-1.04809722309864,-0.644697915634956,-0.0198385160990495,-0.422776661915783,-0.928341966391545,-0.803377912211088,-0.224802286563845,-1.46002195376747,-0.166666666666667,-0.768488891625994,-0.65106313387725,-0.475379708107237,-0.384233315288051,-0.403470660508466,-1.17450018966181,-0.561296927653612,-0.431400617946551,-0.521349024129481,0.957599118139406
"MRSA_Mig_3 (GE) - TPM",-1.4849604683299,-0.106328489422756,-1.15083774296999,0.497097826020424,-0.256893144401616,-0.66821503317357,-0.490362057821688,-1.57370968847259,-0.496747237365512,-0.351075646826906,-0.419091261303199,-1.16255024212178,-0.48141361887339,-0.428020208058111,-0.38731447126152,-0.42305896009225,0.271803780794665,0.475031465739941,-1.04426822499795,-0.143321579405399,-0.611734837468949,-1.35083624047108,-1.02368372902126,-0.96785478742132,-1.0375213547842,-1.14815865168061,-1.82036237060509,-0.845467485023657,1.28699504119858,-0.802612070024994,0.212550242620891,-0.451008812937869,0.14491793889172,0.375150997448212,0.689095115306378,-1.17859691350769,-1.23273839666576,-1.10136793994854,-0.566741255553854,-1.0471597106713,-0.762713025833311,-0.762656089309649,-0.66110792172224,-0.650582515539099,-1.41798356069694,-0.265241608311522,1.1176121779264,-0.464431508821242,-0.851298244249007,-0.705459652103592,-0.557680042708567,0.609172067110875,0.390341693567441,-1.00442990693271,-0.944380416636253,-0.700055540320863,1.3983096914473,0.525577079124773,-0.923119523536542,1.15085184389785,0.0825061970754413,1.0112267809569,-0.0583589740257441,-0.459069655262562,-0.248379588331241,-1.01534119489826,-0.544519515679583,-1.57907015036712,-0.659527481096658,-0.454828839726843,-0.497597712182265,-0.174703127615866,-0.356550923767109,-1.16111339511785,-0.0338742568536443,-0.933362383831318,-0.927977657863464,-0.587275377041963,-0.362588875837697,-0.802048102404457,-1.41467026605933,-1.125696906375,-0.796264686182996,-0.849507206098728,-0.827555360785226,-0.818864144347695,-0.681850329214509,-0.736018751275802,-0.355324094906176,-1.02303129064213,-0.805237464357088,-0.481573779342148,-0.182580273832873,-0.172988160669193,-0.730265268349695,-0.158961275810577,0.636953009079934,-0.488936031039817,-0.016701792606844,-0.332749349163839,0.139234530298804,0.0541306465664836,-0.415143555039725,-0.354701591528645,-0.336557587430222,-0.225905663639218,-0.520516415580663,-0.684399566012514,-0.949167610320991,-0.915806158668268,-0.837973788126876,0.621535742417437,-0.422776661915783,-0.942960113661566,-0.949482923182504,-0.224802286563845,-0.864754487788174,-0.166666666666667,-0.711518084718131,-0.547501005321252,-0.47335747338488,-0.392924404832517,-0.365245603108224,-1.12667415711469,-0.870374737694426,-0.373288156793641,-0.379454716160267,0.338034333128776
"MRSA_Nd_1 (GE) - TPM",-0.0246264263961529,-0.722775266240637,-0.900537462229791,-0.702335059934637,-0.421204712272764,-1.08673265670752,-0.223869215744301,-1.32249113213408,-0.46787748216935,-0.332875101566261,-0.0187246598161489,0.431214386588036,0.127216343085407,-0.276570898510053,-0.0357107689267314,-0.24805614995752,-0.433671871940674,-0.43031704414622,-1.07424372402289,-0.344370892454615,-0.511550372692637,0.0139047605679781,-0.698930084112384,-0.756787468699551,-1.04589951122795,-0.275981479710742,0.953944982636759,0.171090950335623,-0.247983595490409,-0.885454143389948,-0.551873437691838,0.436237649233978,-0.466599814202043,-0.17693574620922,-0.126640416009814,-0.540089036017941,-1.11065590051056,-0.84550613726546,-0.778432256902996,1.10224970818412,-0.800136376657393,-0.733982758240721,1.98926734556959,-0.872142924983502,-0.229149376020072,-0.62162658841325,-0.930973796850193,-1.09851777810281,-1.18990592151058,-0.0670761430430432,0.276721729735782,0.225059306410235,-0.321775511021715,0.158252923921668,-0.72747498082668,0.829876093853384,0.152741228534019,-0.226648084560293,1.40634548973055,-0.559062995454209,-1.80404186372039,-0.120191754758403,-0.389939513753154,-0.181928844122497,-0.248379588331241,0.060784240330714,-0.544519515679583,-0.741775091582406,-0.0404337883987024,-0.340363449448716,-0.358881320540922,-0.375770923621546,0.69688033223341,-0.862975841468534,-0.865542619400417,-1.11318321264146,1.0435744312641,-0.38192591137509,-0.25558819452381,1.33053256362859,0.242648675986366,0.340639011905547,-0.513299067215023,-0.769057656270052,-0.827555360785226,0.163272863002495,0.517832979956093,-1.00663905927975,-0.292085583973065,-1.14574886506936,-1.17321075435341,-0.582583084388812,-0.311889737762201,0.333398538219262,0.965383245632413,-0.617484592187539,-0.37250631560748,1.5908469963531,0.31680392060342,-0.363485664471294,-0.245507574973547,0.243054262285606,-0.173266365989354,-0.591560270266651,-0.319153392300446,-0.167043753645554,-0.507484396860517,-0.814450293826289,-0.59541777544815,-0.706671962999711,0.80702323384457,1.0432707127732,-0.342484078796783,0.091315149738036,0.107521466921749,-0.224802286563845,1.92084621234664,-0.166666666666667,-0.722279144706921,-0.567345690512751,-0.403144824607103,-0.373623416932077,-0.353297774346387,0.546421386269401,-0.663202443920996,-0.344049745445737,-0.29300599911053,-1.17031804669264
"MRSA_Nd_2 (GE) - TPM",0.0229712761139081,-0.704553797166673,-0.863654219213519,-0.876835859164672,-0.463843517289752,-1.15572128116682,-0.791179662034594,-1.46075924838399,-0.357943818794321,-0.345671047865399,0.0541972935522428,-0.0727896302969788,0.0191384990373267,-0.264004185520039,-0.32087053470285,-0.377962182308603,-0.40427476582306,-0.645866305190718,-1.22040097486098,-0.481896164405013,-0.360945362100905,0.173233713995204,-0.73415126678976,-0.738885814392653,-1.05316157187783,-0.502332769110741,0.763499168837879,0.0965037838711936,-0.15297774483376,-1.2408424687262,-0.51807313462777,0.454554808834086,-0.623772505392217,-0.251292869597944,-0.290419704920023,-0.563047928891815,-1.11081946487574,-0.804034044040743,-1.07243048019095,0.341106924337538,-0.764489922625696,-0.748975103333695,1.04634158094477,-0.805441855440628,-0.140234145921594,-0.679513229891847,-0.786243669908951,-1.26232133089586,-1.09708968200855,0.0912507579821153,0.479356579446757,-0.570035182687603,-0.450301214968982,0.055157458580607,-0.22706461185454,0.902603629005862,0.170772073425842,-0.349711727448617,0.962659992438811,-0.663819289688028,-0.29755418044216,0.643983930150654,-0.553820737542704,0.162408189653169,-0.248379588331241,0.192183334775198,-0.544519515679583,-0.990029036430862,-0.0805431569226153,-0.385322957760407,-0.455399764297384,-0.417912547892223,0.423683166675067,-0.895907861574234,-0.965574516670839,-0.925718151484691,1.10381568465225,-0.13106769095603,-0.248619740525216,0.65098423298085,0.717367463632068,0.413004887651788,-0.692578073178049,-0.830846773955315,-0.827555360785226,0.511246607919145,0.227855774984344,-0.98408979211815,-0.210749473238068,-1.17305525251904,-1.24772210868656,-0.588262375433497,-0.597005859830824,0.0937032528156916,0.660012908796975,-0.649533468480198,-0.91201695819499,1.24871308199929,0.276853437978442,-0.358550181462739,0.0775224077585811,0.169466615467963,-0.220482919654209,-0.602845026449299,-0.223974964192816,-0.121226677342053,-0.371770843695927,-0.461205846014898,-0.586845208272358,-0.633519969271135,1.10930824831252,0.452354399051196,-0.30897761911922,0.238256449637975,0.20948997927176,-0.224802286563845,1.77858974155805,-0.166666666666667,-0.852522069221174,-0.722517641076714,-0.439353453896849,-0.356450567747038,-0.368190981678604,-0.29113722681204,-0.928733388570589,-0.336809436941562,-0.282958203525726,-1.20547484330425
"MRSA_Nd_3 (GE) - TPM",0.986018157342309,-0.649818375093889,-0.65401114996104,-0.972596578785428,-0.282826961065095,-0.928317491093675,-0.897217373404322,-1.24161074727117,-0.41735888191905,-0.378074642065119,0.0542605075107035,0.963648174668909,0.419533773539546,-0.356276034731388,-0.38731447126152,-0.42305896009225,-0.270657290413269,-0.0281105019435035,-0.884610104996378,-0.210413685086066,-0.312059464227296,0.738162450340677,-0.68480388049522,-0.731034470538057,-0.815228681258417,-0.198413655309301,1.02511917166683,-0.050556649082278,-0.0407907195346831,-1.08911861264138,-0.317744521633889,0.789523781601153,-0.625968868608022,-0.116074611310959,0.693433982227549,-0.244032361456823,-0.957943927678058,-0.823791532052785,-0.804000119363443,0.633485618825336,-0.545444036572912,-0.696751509084814,0.0698549255749402,-0.841048604632436,-0.0389000859978303,-0.616677532727852,-0.852122943924636,-0.715806603743168,-1.05778917211565,0.086067793881482,0.537841704568345,-0.570035182687603,-0.15022344820755,0.0605124845444226,-0.944380416636253,1.27714695215474,0.209330857764619,-0.290436009326386,1.4623782445178,-0.447532592229612,-0.82075984370222,1.79543748263062,-0.375512294761823,-0.290421726958675,-0.248379588331241,0.363198372492486,-0.544519515679583,0.143751858885594,-0.0947007677319352,-0.317822189481511,-0.316029800381242,-0.439795576723496,1.29678505289692,-0.578293576307108,-1.22833467025829,0.0906297958491366,1.17292401508749,-0.106355690458431,-0.262749483720233,1.0001253257214,0.985188643577862,0.823101606366893,-0.785384031353475,-0.928620746893964,-0.827555360785226,0.863919250791259,0.404113806755846,-0.875294016701521,-0.570311933375091,-0.99001170966849,-1.23866831674326,-0.554415650483957,-0.0579231215368761,0.533103968622739,0.818028085757799,-0.780399967712144,-0.0956154485412701,1.6948506225308,0.237712071331634,-0.336201460569333,0.164506705113777,0.1900175479507,-0.126500884387734,-0.756108222148323,1.19251389714208,-0.297325056954835,-0.508129820340396,-0.201558024187832,-0.395683002356932,-0.721375596942062,0.920225449190586,0.54380832170141,-0.422776661915783,0.0146009904218439,0.373480742784558,-0.224802286563845,1.01885396009324,-0.166666666666667,-0.911979320232835,-0.488442719470123,-0.463328735269076,-0.363647162894274,-0.40230566113482,-0.0811310904939076,-0.913557486117461,-0.435294920151669,-0.255435969338161,-1.11000998372609
"MRSA_Ns_1 (GE) - TPM",0.00974738749894876,-0.661277143012464,-0.897282886120023,-0.263416261822622,0.194240851130026,-0.684320844401493,-0.897217373404322,-0.0272615396729614,-0.466505593192658,-0.387182103854335,-0.380764800779325,0.0231332269037232,-0.287356147767334,-0.38320264224884,-0.38731447126152,-0.42305896009225,-0.383590835946289,-1.08136540953632,0.280211117606034,2.70171492052063,1.47417895397062,-0.424008422029768,-0.561204679837904,-0.407193086673774,-1.09270208490282,-0.831828404598414,-0.234205396503518,-0.758076366596591,-1.17236952800996,-0.587430291434234,-1.0858831862291,-0.675788377330702,-1.11499985416102,-1.14041273712553,-0.96918346088807,-0.169842185760985,-0.135436185767039,0.848554485523736,-0.153821018768439,-0.804609156181526,-0.783412606869512,-0.603612516672168,-0.66110792172224,-0.83820900182322,-0.682270982382775,-0.529825034917374,-1.35065214042209,0.319295154756877,-0.576092530307148,-0.577092487029404,-0.588575748380102,-0.570035182687603,-0.145564275576238,2.51861216421108,-0.640822457858961,-0.685985633525679,-0.789255170089355,-0.883432634220152,1.39200531099598,-1.16499704784427,0.922371800285887,-0.911483489882272,-1.37427789376521,-1.34579390466577,-0.248379588331241,-0.625315685538257,-0.544519515679583,-0.0905413172119505,-0.22708273688297,-0.369264836900578,-0.472850689431253,0.101715225734653,-0.290308088365305,-0.803536340057021,-0.593702470673988,-0.974351203160289,-1.04012987552991,-0.39309990280019,-0.393105253492359,-1.04015107103198,-0.712554719364886,-0.163422108773251,-0.597181715955343,-0.531115108032063,-0.384603258682305,2.52079585802278,1.31873786125181,-0.921663554583919,-0.802382479606761,-0.888307192057182,-0.676690314498615,-0.447985328989368,-0.883921757376581,-0.366950043473799,-0.0938590397932523,-0.699428250453541,-0.340378246456178,-0.0879894330973467,-0.380649960046567,-0.327404631556398,-0.204207939833906,-0.114594560838529,-0.231922287836958,-0.211534989423303,-0.526957731530341,-0.6744124171222,-0.592542235844118,-0.49306474367523,-0.681262338719973,-0.296215997226504,-1.16656721202043,-0.91100782571716,0.0828839569408018,1.77716222004499,0.695063136649019,-0.224802286563845,-0.228610739828924,-0.166666666666667,1.78550048317258,0.674930742300535,0.150897934863868,-0.109302332719016,-0.144081610959274,1.48876622589273,-0.887522991345346,-0.39663059010375,-0.33623374856582,-0.518529068390027
"MRSA_Ns_2 (GE) - TPM",-1.57731170416754,-0.57447034461826,-1.22403077194968,-0.74637160046066,-0.307823296306809,-0.696727695995883,-0.897217373404322,0.217233002565257,-0.440070087184087,-0.381178290627971,-0.660417984361753,0.573944481423467,-0.551708918769342,-0.212150531826829,-0.38731447126152,-0.42305896009225,-0.51653599584251,-1.27071678431401,-0.174229701656189,2.22668776181775,1.4024037107371,-0.795060501925792,-0.741345673083583,-0.561861358428782,-1.37390800925327,-0.418965131519228,0.0144175187476921,-0.925814219945797,-0.940057762192446,-0.780263830482785,-1.05264720652041,-0.769401167905836,-1.08225088413801,-1.07504196318605,-0.992138951895534,-0.685388093228464,-0.440033831836526,0.295956399756777,-0.402852204741799,-0.674365619898387,-1.06484766289117,-0.588098341846916,-0.66110792172224,-1.00507815848912,-1.15678029988784,-0.478482208655603,-0.800776591773666,-0.643631720197142,-0.48333271360845,-0.140082684684436,-0.854533323152482,-0.570035182687603,-0.740255391567494,1.5173060937741,-0.460213054817364,-0.889289925965201,-1.18728553648659,-0.977113005715244,1.23935375575705,-1.59797462237004,0.264080439111187,-1.10538781976197,-1.48094782151489,-1.34844081114197,-0.248379588331241,-0.802931434506328,-0.544519515679583,0.141277972545395,-0.391642494950207,-0.378615511854907,-0.460872237670271,-0.593349874827,-0.374761949827446,-1.03518029632349,-0.794631336198426,-0.781032831314049,-0.993749300411084,-0.506447559302138,-0.355347097173633,-1.13790868478329,-0.426581291176931,0.234689675683817,-0.879547088432794,-0.622952453459726,-0.827555360785226,1.94465330111896,-0.428810339868918,-0.931302680658725,-0.646133035130432,-0.995081843292618,-0.837399061678843,-0.528042197387776,-1.07676819472858,-0.638392284088494,-0.105603766590232,0.406577671597745,-0.764931825477778,-0.681973005227111,-0.738959057672693,-0.351575818272455,-0.612473357375772,-0.271069472517032,-0.343664678962686,-0.556218294668806,-0.453201469901116,0.193128866854437,-0.641412005647768,-0.890104168763534,-0.790662809693321,-0.397354514242868,-1.17970101681337,-0.895468628783122,-0.153937976491341,1.792272470037,1.18520199596642,-0.224802286563845,-0.874291895190452,-0.166666666666667,1.30339555010797,0.958939893617886,-0.0863392336968645,-0.220592930318456,-0.283711655245536,1.4436355840562,-0.836743544512555,-0.450649571073548,-0.371726004940162,-0.796958932692526
"MRSA_Ns_3 (GE) - TPM",-1.21856227506444,-0.666230078720385,-1.23564975198761,-0.972596578785428,-0.150622024130718,-0.814101038651234,-0.0674785370993653,-0.245728146250556,-0.463263805662725,-0.356466013867959,-0.715481537109775,-0.069551539636374,-0.330806172850459,-0.392560968379193,-0.38731447126152,-0.228975165954563,-0.453589275025624,-0.916630353899488,-0.272847360997567,1.39355105970139,0.956620570681301,-0.401311473827904,-0.790040820314907,-0.487184423727079,-1.37987978951484,-0.369221352846617,-0.281639141868716,-1.09060359637654,-1.38384802533854,-0.348864264155317,-0.640200043365502,-0.775764055039566,-1.04202406329949,-0.898890617214207,-0.674704434534825,-0.984125569182507,-0.395868002988802,0.0398231307762286,-1.24120357237039,-0.710117566734315,-0.955791421642376,-0.62166468548527,-0.66110792172224,-0.89605938065316,-1.06060171373608,-0.558851141252228,-1.44209792464399,-0.660096110631508,-0.64430860662241,0.160531639722958,-0.869904074699595,-0.409710530916786,-0.726174648648609,1.39516403359868,-0.944380416636253,-1.06604634496151,-1.11403807674646,-1.13201456214477,0.586343842308283,-1.44514582529733,1.24214476151096,-1.14879389063779,-1.28449498190149,-1.49062257057312,-0.248379588331241,-0.441396080368844,0.105914272145555,-0.0563376818827194,-0.715948260339205,-0.417171139779063,-0.472861302251591,-0.623515366006467,-0.654571508092618,-1.1221933850846,-0.868155395149903,-0.526421995135485,-0.568573357392963,-0.552087911331096,-0.42839816346638,-1.11192735204483,-1.158976661165,-0.745289799252143,-1.0269141693716,-0.874114248351138,-0.827555360785226,1.59965125655182,0.743326756399328,-0.947885349042431,-0.839419232517072,-1.03617586518882,-1.14851584153027,-0.523395141201407,-1.14585077192591,-0.744079940739296,-0.177401030008946,0.324727873435638,-0.344150163745253,-0.500477098763278,-0.711112869224303,-0.307634788217324,-0.370414007259131,-0.24786378671241,-0.255247587961835,-0.224345105443921,0.163398607696498,-1.0393449268652,-0.684736000336142,-0.72229896509201,-0.359382763900241,-0.537472984264268,-1.25956552605319,-0.237249290583855,-0.422776661915783,1.79149784591117,0.911755104178044,-0.224802286563845,-0.877031367399781,-0.166666666666667,0.963676092536328,0.858553110573278,0.0487060540311712,-0.314437858348629,-0.307877402291116,0.493571571350701,-0.905094776546034,-0.448264211822902,-0.463046019474206,-0.516482014407864
