"","OG1RF_RS00770","OG1RF_RS00775","OG1RF_RS00780","OG1RF_RS00785","OG1RF_RS00790","OG1RF_RS00795","OG1RF_RS00800","OG1RF_RS00805","OG1RF_RS00810","OG1RF_RS00815","OG1RF_RS00820","OG1RF_RS00825","OG1RF_RS00830","OG1RF_RS00835","OG1RF_RS00840","OG1RF_RS00845","OG1RF_RS00850","OG1RF_RS00855","OG1RF_RS00860","OG1RF_RS00865","OG1RF_RS05675","OG1RF_RS11830"
"ENTFA_As_1 (GE) - TPM",-0.561105336643653,-0.352757096560332,-0.507328299103932,-0.627501864131336,-0.527065432012372,-0.52084572029981,-0.547069184204709,-0.231562936521471,-0.446624531140523,-0.27293309333789,-0.301654444496149,-0.371286053455077,-0.136259259596731,-0.283780549608455,0.0388913470280533,0.147073623417555,-0.541802532431798,-0.0624575655049253,0.147919898448191,-0.67651864719367,0.960847868550725,-0.254183214711882
"ENTFA_As_2 (GE) - TPM",-0.237500206612727,-0.215529963279644,-0.356506210829451,-0.544063907170598,-0.675332922083241,-0.690441910771482,-0.773893657822204,-0.837284697116491,-0.808296412793022,-0.870116834964778,-0.88224170411543,-1.16682998860153,-1.0478880542732,-1.11158505044973,-1.15035175721172,-1.13750575588331,-1.49369467469644,-1.120127411223,-1.15557722020949,-0.942793041651944,0.558066151133694,-0.153141098013293
"ENTFA_As_3 (GE) - TPM",-0.0449477195998678,-0.209600609146099,-0.211919977810209,-0.497898741537448,-0.528897653581005,-0.737482775906466,-0.62780046865669,-0.682719678259698,-0.749366544430301,-0.528925849704232,-0.516723716614776,-0.769586231990602,-0.652163293689745,-0.414204271202629,-0.715366207437266,-0.922757686988352,-0.536223160523746,-0.576776802490797,-0.368829216293449,-0.791778504564019,0.00661560005925151,-0.171914048124251
"ENTFA_Bs_1 (GE) - TPM",0.755300397119418,0.637595302150257,0.458092698886253,0.767306540157895,0.816530401070491,0.83051804723484,-0.25893526837418,0.316347599610721,0.746449207520697,0.894556422017983,0.976725433536962,1.43526071737632,1.25706007978802,1.05427560963971,0.857009798489302,1.12184080543438,0.0596540694769632,0.696727333982759,0.489011996610416,-0.3499237716954,-0.671738885896264,0.107273742986271
"ENTFA_Bs_2 (GE) - TPM",0.152719044965711,-0.0435175753038858,-0.129143243708786,-0.216637683546248,-0.174533398275931,-0.211255444000837,-0.934709529489101,-0.553501179646518,-0.525828365948356,-0.0976572912359822,-0.317634250366854,-0.521912501544658,-0.190815198020614,-0.0770167360748857,-0.691019363003565,-0.642825986512881,-0.934929915888256,-0.972105125293178,-0.877522158802378,-0.812508036474778,-0.710149077058287,1.32977963236198
"ENTFA_Bs_3 (GE) - TPM",0.699571375484972,0.426130763080928,-0.196661036692361,0.21267016766925,0.555403504691014,0.232376481359606,0.372240785847364,0.557071536027049,0.710916987693327,0.874702823013712,0.842499046559946,1.60407246440682,0.954887955268192,0.927741238033709,0.614193416837668,0.462250723937176,1.25900381453089,0.414383739714537,0.207995611922209,-0.259725730138127,-0.723000172010535,-0.0803666992509197
"ENTFA_Ctrl_1 (GE) - TPM",-0.427916471510794,-0.176719098634151,-0.291413139377304,0.0194945278513597,-0.0985736029828389,-0.00257946762283897,-0.454701545041742,-0.285562426717005,-0.34618074642006,-0.32984421537131,-0.142660531722755,-0.352412679481812,-0.0246944146406256,-0.067232656081035,-0.0831291907984428,-0.263149674766708,-0.536530096269842,-0.253246898904594,-0.176285294817545,0.248037726616851,-0.130327854485475,-0.434780415268659
"ENTFA_Ctrl_2 (GE) - TPM",-0.537477077625999,-0.164058555870449,0.442979222017694,0.0630745449012025,0.447978728311385,0.245082810413325,1.32882191377174,0.554605480439451,0.709130593426711,0.618463382730874,-0.0147811196040025,0.308472193701107,-0.0824771057671111,0.0747416774203652,1.06694329794623,0.652780234872266,1.23492454709203,-0.272412486934505,0.0525373609498592,1.26195977380187,-0.333983532650861,0.0270359444491226
"ENTFA_Ctrl_3 (GE) - TPM",-0.244413202258388,0.476687912543184,0.820098035505766,0.307328261183933,0.622426088748846,0.457475823729884,0.376551738965211,0.438892750552824,0.438622568978758,0.371190972425302,0.0642885701635087,-0.224260600231527,0.659516930696452,0.576068230888724,0.677674629796898,0.51496979881076,1.21908599202112,0.412714684926702,-0.0196373781258468,1.36432784382408,-0.457570198194678,-0.406919986544596
"ENTFA_Li_1 (GE) - TPM",-0.515888721089743,-0.111257019337745,-0.299379465775601,-0.041460581802451,0.0663271676617487,0.119430408716692,0.457255329076614,0.0466640514801522,0.438861466641119,0.0877022725883159,0.432629565572072,0.369024190984744,0.572745380562693,0.59664419686515,0.794924545889056,1.2860232869337,1.28032640956212,0.866729033765427,1.15544908281475,-0.184690789995946,0.0894524488252715,-0.344380041547913
