"","OG1RF_RS00770","OG1RF_RS00775","OG1RF_RS00780","OG1RF_RS00785","OG1RF_RS00790","OG1RF_RS00795","OG1RF_RS00800","OG1RF_RS00805","OG1RF_RS00810","OG1RF_RS00815","OG1RF_RS00820","OG1RF_RS00825","OG1RF_RS00830","OG1RF_RS00835","OG1RF_RS00840","OG1RF_RS00845","OG1RF_RS00850","OG1RF_RS00855","OG1RF_RS00860","OG1RF_RS00865","OG1RF_RS05675","OG1RF_RS11830"
"ENTFA_Li_2 (GE) - TPM",0.0184217183572441,0.039519524585463,0.171064479720635,0.157084987371003,-0.309853736336911,-0.15331099519703,-0.441427980439099,-0.213129420270115,0.0345052185219029,-0.158513053932708,0.665149773162334,0.682515261799187,0.518033528703531,1.27494089713326,0.514161370337435,0.420041991724913,0.912834540286521,1.63442145721301,1.76150858952649,0.641624500514644,-0.150470381351152,-0.27048879089867
"ENTFA_Li_3 (GE) - TPM",0.191519048422188,-0.0730439334155026,-0.16642432338328,0.12613393662786,-0.0498137478720414,0.632836316550105,-0.27968800501463,0.399576115027005,0.175535689617025,0.131495653477211,0.223182443878771,-0.24744070697555,0.550724563353873,0.54553904875321,0.205499627390526,0.320267587661018,0.457922685166404,0.996409901835686,0.496894643488045,0.215361430275615,0.449736856745333,-0.247284150251649
"ENTFA_Mig_1 (GE) - TPM",-0.837130022227693,-0.691091209516329,-0.680226973955061,-0.614580334393222,-0.424161102069691,-0.661450250031465,0.0408584088074618,-0.820777597126577,-0.846604395135465,-1.22396133924531,-1.40437107272938,-1.1549156896151,-1.37556659566237,-1.45335957547873,-1.65474134871192,-1.50840054231981,-1.09729479912599,-1.62324902548911,-1.62248102171452,-1.63886269333843,2.54741436332493,0.936882138427738
"ENTFA_Mig_2 (GE) - TPM",-0.911143744279965,-1.32095690733283,-1.24486563921178,-1.53607831161959,-1.49250020136722,-1.38722402919541,-1.07402828437544,-1.68097941593135,-1.82284045353445,-1.81982927815039,-2.1961385504115,-2.15037265118649,-2.30210049741421,-2.36613991235832,-2.35043882381173,-2.38123461687329,-2.12640149208387,-2.57951419062705,-2.27631752664674,-2.29771593466304,1.88719584486561,1.14933173954267
"ENTFA_Mig_3 (GE) - TPM",-0.729239498950556,-1.06407112996268,-1.17835404261927,-1.21841516646296,-1.56799692443507,-1.58955855263963,-1.51829407525347,-1.74920750147549,-1.88675178196274,-1.92567669808008,-1.93690939921595,-1.87392414565112,-2.22124734211642,-2.33168476501651,-2.63206804872324,-2.26731210469227,-2.16228646504795,-2.25547954627955,-2.1463963978911,-2.36952524085951,1.76365810691653,2.00149664381242
"ENTFA_Nd_1 (GE) - TPM",1.96939970766115,2.09804237570771,1.54958670523532,1.38239392060267,1.51317522095005,1.71439151597303,1.04492267913465,1.91177922176016,2.06470675547717,2.03786661351371,1.92777677498769,1.68057886070594,1.33008560234853,1.353166693326,0.908078314247291,1.10822606274928,1.2983198912886,1.05403901033925,1.32622657604788,0.409795794813876,-2.01996079128751,-2.43678406637501
"ENTFA_Nd_2 (GE) - TPM",2.62143109615808,3.11846863900339,3.67058244476281,2.62577585324652,3.56632564205409,2.52748595295455,4.1905012814105,3.39731225911656,3.00499107989468,2.88327476279629,2.38076539400413,2.53590689473426,2.14515612847584,1.54755256414323,2.53545326277997,1.97896665789382,0.661584170922172,0.956464327002112,1.3662195511698,1.02066536021782,-1.97114136574644,-2.4678713642211
"ENTFA_Nd_3 (GE) - TPM",2.70536969266649,2.11235847334053,1.66667739783609,2.42102843497791,2.00438977175947,2.98979552240729,1.81996080807875,1.86957970348863,1.62572458319018,2.03896191305919,1.44467682046148,0.950336640704442,0.992326223120858,1.05157864789945,0.91207344697914,1.32807449824231,1.31011901101138,0.535261137448725,1.27222173906071,0.20251308651924,-2.04216826811815,-2.52094624792769
"ENTFA_Ns_1 (GE) - TPM",0.236032076013122,1.10455472059221,1.08508246920944,1.70059908204084,1.02705054335099,0.755523793685853,0.737548765995417,0.837171880217036,1.14877559527393,1.17254038157708,1.47209489234352,1.07061873320297,1.24830848346734,1.25986096561673,1.51445387129253,1.54847830229862,1.60436159307908,1.36672430688552,1.43213992871263,1.19448623997782,-0.83238266352896,-0.613222216323728
"ENTFA_Ns_2 (GE) - TPM",1.41635284987548,1.2921406385649,1.39141992282496,1.09592568194346,1.13964024981655,1.54530489934907,0.353547415897192,1.1176883497708,1.05434391376809,0.84607535377736,1.48514663643961,1.48708019557985,1.68249790753808,1.66266137824224,0.631035390854791,0.991124729233264,-0.0157701170611124,1.43726807604025,1.17987682852154,2.15504857500567,-0.826921915539282,-0.608045288107134
"ENTFA_Ns_3 (GE) - TPM",1.36355056477464,1.0878359218114,0.974506724408836,1.22114266459211,0.878671290205854,0.662640793539815,0.695484154078222,1.03034512386491,0.878048509006175,0.91398204871186,1.11961685029424,0.980223406044603,1.12122676068837,1.13565641518937,0.635029730754062,0.736000112767117,0.18057897924342,1.20091679993581,0.77331927204377,1.48175375616103,-0.447268796932349,-0.494814174917246
"ENTFA_Oss_1 (GE) - TPM",-1.30771441104798,-1.19800343322679,-1.08515181082764,-1.32104945536274,-1.05387367576424,-0.917522033309194,-0.746289443120295,-0.654052490064909,-0.808013747397973,-0.726151310583336,-0.474594044833691,-0.495798062188873,-0.198810332436328,-0.197253908841972,-0.0841376331797751,-0.00778586877010353,-0.194738418669869,0.568090483810931,0.660391701943818,-0.142669678722572,-0.1357116770831,0.305481448189084
"ENTFA_Oss_2 (GE) - TPM",-0.768520900174085,-0.792744093923494,-0.640147560522367,-0.648248404412699,-0.51167744609464,-0.388330071434808,-0.238021688517951,-0.309691794270612,-0.0509900435678529,0.010111101445585,0.176103000952191,0.105755771069986,0.315437616820072,0.540553418710186,-0.0489423836192416,0.00871079688823719,0.758663838265101,0.531448049124519,0.677491180539007,0.574025238307033,-0.25600449229877,0.809275921401197
"ENTFA_Oss_3 (GE) - TPM",-1.82173665757328,-1.26083523751023,-1.54627946841145,-1.06319549273323,-0.420371680397783,-0.798376287455853,-0.344197713208204,-0.431276627148461,-0.591891131833586,-0.516177995209112,-0.589908404831549,-0.372796654284204,-0.306949458563998,-0.0632934575216336,0.236734591098716,0.029300217360357,1.12594958765156,-0.213731932799549,0.0781155191454159,-0.266881260034558,0.760987846341246,0.804984835275692
"ENTFA_Oxs_1 (GE) - TPM",-0.512500196643189,-0.493869316937293,-0.27452795434827,-0.363133919249602,-0.0403822137240359,-0.0395755401228865,-0.490299167834787,-0.0310769847683941,0.0366963632686807,-0.307538983584739,0.268871352656131,-0.148311228868567,0.0462039755717019,-0.0895531818303605,0.381349297874809,0.0549266904905876,-0.0706470197030278,0.898078221437318,0.72594815522631,0.368685565669739,-0.0785712055233648,0.0351658056528132
"ENTFA_Oxs_2 (GE) - TPM",-0.791743048158026,-0.781627962476792,-0.389393619965467,-0.410915342465969,-0.489505947923488,-0.765142244877679,-0.369266094346629,-0.60480695843234,-0.206454521464068,-0.25568998003751,-0.185990868097281,0.142106149611074,0.00915552674982166,0.0413133157065989,0.305681159133599,0.354821378857638,0.898662607057676,0.473736757100467,0.563644869497035,0.145202189915388,-0.119225458936655,1.10826968883479
"ENTFA_Oxs_3 (GE) - TPM",-0.923721532967131,-1.07126768848773,-0.982435620293235,-1.34410370151054,-1.01163493743833,-1.00622383134874,-0.410191744795573,-0.961671067223597,-0.885876146431945,-0.729572502238465,-0.62659184883651,-0.245264853404443,-0.664230741097188,-0.842011038871424,-0.632013056843616,-0.296770407562322,-0.0824977583555736,-0.148541745736307,-0.168573776878835,-0.752824262248896,-0.171950023275378,0.284112386908737
"ENTFA_Sp_1 (GE) - TPM",-0.144052456373993,-0.910834962702752,-1.04707906166284,-1.12384775774726,-0.965065082713442,-1.04127662245872,-0.717911854743323,-0.736683911117914,-1.19026536233821,-0.784069631218966,-0.976803703475234,-0.771103458281247,-0.882745763642517,-1.07975156838913,-0.882810655503038,-1.15958266290747,-1.13627295246268,-1.19566393765226,-1.00133828795856,-0.901919726625911,0.608048658226428,0.887738278005224
"ENTFA_Sp_2 (GE) - TPM",-0.668972221408735,-0.732993639869044,-0.505214968032299,-1.09576673855143,-1.10232282931172,-0.918582937105037,-1.26274173098878,-0.68717815009063,-1.00008647777336,-0.993000641950182,-0.943647248993367,-0.915193901774385,-1.4846488068978,-1.35092284951752,-0.748592462517419,-1.49085995393936,-1.33319243135532,-1.05130886997344,-1.2483731945263,-1.14163381910865,1.18889637918934,0.936104211639441
"ENTFA_Sp_3 (GE) - TPM",-0.355984106623607,-0.0343070648798796,-0.268197980815007,0.285943051609658,-0.290051605943245,0.0313029268504223,0.120315513858194,-0.315072473601611,-0.268194099188679,-0.364293416534636,-0.282503104661089,-0.146322332279113,-0.348818277937902,-0.0801282122350235,-0.641272295862955,-0.486985834120056,-0.212618916532167,-0.161923293918689,-0.360960661600657,0.00387906810238631,1.1341855561692,1.34417189198567
"ENTFA_Tm_1 (GE) - TPM",0.539029724832376,0.497378593208294,0.398706255834567,0.471187826741707,-0.00310801226430423,0.162542058228538,0.0553057327048052,0.263414118444278,0.0561886653784797,0.149279462722982,-0.069550588766273,-0.310270954124485,0.128966530323074,-0.107849747707591,-0.18519545692456,-0.0256412433225799,-0.653357208683073,-0.193574703541243,-0.5134774176497,0.927808019077117,0.490962975426999,-0.570580463360009
"ENTFA_Tm_2 (GE) - TPM",0.169618248182496,-0.038250740980786,0.0502658729437692,-0.14099242805028,-0.175755807578418,-0.470825755691631,-0.149918258599952,-0.178489505405981,-0.320545320729461,-0.389174980243097,-0.49969693838637,-0.825903088295991,-0.331751265212722,-0.559141847062992,-0.327675658014003,-0.327518451330435,-0.216564053018882,-0.644135590741432,-0.736439506942463,0.232011976007875,0.491992271263192,-0.152010886595472
"ENTFA_Tm_3 (GE) - TPM",0.292096351405707,0.142484180649485,0.216149181731677,0.258135240379988,0.00814060521747482,0.137639557966587,-0.0383268191770053,0.0575048455254546,-0.153935897547818,-0.0668391825227005,-0.0433467143030931,-0.564057245670287,-0.0723788614958955,-0.314946893379731,0.00196427231856078,0.212645369279807,-0.534977445179381,-0.171089009688795,-0.351057551569957,0.801550831738957,0.245798776542483,-0.249479977226054
"ENTFA_Vic_1 (GE) - TPM",-0.323173086239061,-0.385652694159012,-0.183123031931747,-0.381107953027531,-0.311191909674868,-0.425021645626462,0.0884970564404377,-0.747890109768395,-0.0694630927803958,-0.294577487278004,-0.224127714697059,0.228674872627485,-0.495550167622007,-0.0635338015343372,-0.20338647477942,0.00503615336165266,0.159549872142888,-0.357153411009939,-0.34046314697101,0.241073047323917,-0.610357377153094,0.481754872345768
"ENTFA_Vic_2 (GE) - TPM",-0.031895363270355,-0.360303623205899,-0.356822035998669,0.46234877365882,-0.232159110533,-0.19288978749572,0.0929939914074335,-0.380089538179649,-0.0516002157485564,-0.264489148895019,-0.259806794950725,0.128377472887435,-0.204311936595676,-0.359073513751959,0.137446346435184,0.0377306862546593,0.00256532017021519,0.155465392180523,-0.41532787312157,0.331362687511689,-0.145114461260704,0.171382889422277
"ENTFA_Vic_3 (GE) - TPM",-0.433635914640248,-0.549903488518422,-0.354615945641792,-0.388575711781048,-0.190230233460132,-0.126431006367909,-0.0970930614702225,0.294751427812164,-0.0936879094901034,-0.111170249539006,-0.589843790903564,-0.0810407975311627,-0.508925820793369,-0.429830760653975,0.0625430994580839,-0.400958918480172,-0.544307471879177,-0.346387164935164,-0.587854873947743,-0.291201574067169,-0.349841105249218,-0.243028941575612
