"","PA0040","PA0041","PA0041a","PA0069","PA0070","PA0072","PA0073","PA0074","PA0075","PA0076","PA0077","PA0078","PA0079","PA0080","PA0081","PA0082","PA0083","PA0084","PA0085","PA0086","PA0087","PA0088","PA0089","PA0090","PA0091","PA0092","PA0093","PA0094","PA0095","PA0096","PA0097","PA0098","PA0099","PA0100","PA0101","PA0139","PA0199","PA0200","PA0261","PA0262","PA0563","PA0610","PA0612","PA0613","PA0614","PA0615","PA0616","PA0617","PA0634","PA0635","PA0669","PA0670","PA0671","PA0692","PA0720","PA0848","PA0922","PA0923","PA0924","PA0962","PA0985","PA0999","PA1000","PA1001","PA1060","PA1466","PA1499","PA1511","PA1573","PA1646","PA1719","PA1721","PA1845","PA1865","PA1866","PA2119","PA2147","PA2286","PA2287","PA2288","PA2539","PA2547","PA2683","PA2684","PA2724","PA2916","PA3007","PA3008","PA3021","PA3096","PA3205","PA3269","PA3291","PA3413","PA3486","PA3487","PA3616","PA3617","PA3727","PA3728","PA3850","PA3877","PA3885","PA3914","PA3915","PA3918","PA4140","PA4191","PA4236","PA4284","PA4323","PA4487","PA4488","PA4489","PA4490","PA4491","PA4518","PA4571","PA4582","PA4583","PA4584","PA4585","PA4586","PA4613","PA4763","PA5113","PA5170","PA5266","PA5467"
"PSEUDO_Li_2 (GE) - TPM",-0.404518740294944,-0.189712274692539,-0.578560646271079,-0.135145841396302,0.0117279489242931,0.206282833858448,0.0153146707960468,0.0429429195927328,-0.249748069409793,-0.0329912387274212,-0.221636658699599,-0.372840674176174,-0.373477828475644,-0.326807669171615,-0.0224595315417729,-0.493638659454373,-0.579679266431321,-0.446354625025341,-0.098287520469472,-0.146943061780144,-0.380074602260876,-0.334157218848418,-0.354191280991626,-0.334105437730521,-0.223010752180122,-0.574366370192221,-0.643848604213803,-0.603597891228674,0.183336686155488,-0.0474539541413488,-0.407459195045796,-0.306506602030232,-0.407088187053722,0.128857764846333,0.0572642425464122,-0.0390400472520831,-0.639965651415963,-0.865425851223473,0.149461903597618,0.441882662202353,-0.443958332737359,-0.342413161133786,-0.459202327808656,-0.369089685209079,-0.18891768421517,0.388398362625543,-0.485712740713087,-0.364843099538301,-0.468302900317913,-0.318702946747711,0.429204107365388,-0.0587780928661183,-0.260245991510221,0.953330117022018,-1.23199230799804,-0.676085348555422,-0.226338713705297,0.251365425424721,-0.717931837546517,-0.46401487338488,0.31010922514725,-0.156710701293422,-0.087481639691254,0.040823120817054,1.5522500516063,-0.267582219873343,0.00962770859257851,0.400204806645468,1.02121647273094,-0.595082402784434,0.350567342034103,-0.54898052545304,1.00031404431855,0.115318850075642,-0.232188882151741,-0.798392717840373,0.16421849429225,-0.442290383908519,-0.38026267662521,-0.398440592133857,-0.727943865573399,0.617440283353155,-0.270331143658297,-0.338956422710898,0.4428649569612,-0.185824081474857,-0.29514499343282,-0.276829723053223,-0.611666517726386,0.335402994372174,1.35886681715471,0.0674140630832926,-0.0819833089461161,-0.345385951513883,0.387624169935945,-0.0581589893023405,-0.695818356154226,-0.444669448367083,-0.52584607737769,-0.317767495344023,0.786010997430492,-0.586022474384265,-0.360761713877972,-0.50150638431823,-0.476483020594251,-0.431142573219136,0.363186219160692,-0.467635158090031,-0.0190883852023911,0.386410512340823,-0.617263360541867,0.0276379897303513,-0.0580354403064399,-0.147942902069002,-0.401616041219308,-0.273287212003993,0.448090304814794,-0.989053068618151,0.465981159902257,0.299895049410934,0.475714298991946,-0.254135431228931,-0.0561249270418394,-0.173491883280198,-0.451199567960342,-0.219705716270209,-0.941318377358519,0.533347054045502,0.520023230092342
"PSEUDO_Li_3 (GE) - TPM",-0.616092465666409,-0.122332071250349,0.213244588273946,-0.261545305317572,-0.447196476471914,-0.0979893616606278,-0.0951430221046809,-0.345100549065746,-0.174914973120078,-0.269883028459958,-0.362849285718374,-0.470350796687914,-0.191303507283486,-0.667011957908158,-0.282537925807956,-0.548485936698315,-0.492559470451259,-0.45871008911199,-0.270466661306593,-0.129989277585342,-0.427761825186095,-0.400032368901591,-0.395511285164185,-0.331144178411047,-0.345548862465386,-0.545620509347537,-0.618711149564408,-0.770170815352158,-0.0997466024266469,-0.261009957396919,-0.354684219684437,-0.235986243069868,-0.461183841290176,0.0833320134443218,-0.261533917802886,-0.18634346475117,-0.748277394193329,-0.810975439758223,-0.164600499064146,0.565427362150338,-0.441216752191646,-0.314946640127823,-0.0726681262285373,-0.103348563707851,-0.222447094372631,0.919268013164407,-0.0625915638380675,-0.895268906151036,-0.59059058703436,-0.704828590645451,0.299382052673474,-0.340184533323269,-0.142045531443613,0.980530638833604,-0.513528320243514,0.257768104945946,-0.243791261201574,0.820417591626704,-0.321741002676385,-0.552933018398249,0.173404528106114,-0.295211536357135,-0.129035333038963,-0.00904697820787611,0.829057550517042,-0.299012173475014,1.59312022612799,0.725879357010797,0.723034557022533,0.0678835936169525,0.0122360212027585,-0.800130732920956,0.523453166688687,-0.0884909387449517,0.256573374041538,-0.978645949473328,1.24780032530025,-0.291055612661674,-0.411121672444238,-0.41941232614217,-0.872568569606239,1.23814377863604,-0.368285268612265,-0.380107260031662,-0.459761617617847,-1.11963268632508,-0.247975224879412,-0.3110417369294,-0.675397951066979,-0.149947989971635,0.447071429279222,0.0735031124743313,0.547077808924406,-0.323125019265717,-0.0366273335009571,0.334910741491549,-0.558066419658094,-0.430760876336747,-0.445393118926735,-0.491038131201931,-0.305761571907316,-0.489466391149542,-0.706342831212495,-0.498014122383998,-0.391650891011238,-0.427323735103533,0.286252356424808,-0.703290969025285,-0.460951930279004,0.159977470957229,-0.642237314034669,0.110256347008017,-0.257380833230762,-0.332567899357705,-0.547404602060267,-0.430433943049972,-0.214743531290757,-0.918326632549312,0.379560600666268,0.0674720210421658,1.42519047946714,0.0267754723502112,-0.216026004012715,-0.0853589353037136,-0.404038066282085,-0.354637141852255,-0.887510874022901,-0.153428538794259,0.430059344872971
"PSEUDO_Mig_1 (GE) - TPM",-0.451632389159725,-0.644064816316384,0.222599736081687,-0.598756918923472,-1.32282971692344,-1.01431789515877,-0.979752126303428,-1.01731865224818,-0.776972892394087,-0.866338362756482,-0.822597689589018,-0.748681776994294,-0.8724935912409,-0.986357697380325,-0.610038400650334,-0.572045998661454,-0.827369813019337,-0.724201813505953,-1.00979049681196,-0.597598691034181,-0.641871023304288,-0.596453138493633,-0.652234865884518,-0.730820046619423,-0.719309279372101,-0.674196458539075,-0.67891259090092,-0.742905593652568,-0.518378587866519,-0.68786762428413,-0.451626311277129,-0.516921954670676,-0.5220977151691,-0.817226918735013,-0.634415977550405,-0.71254876256387,-0.494569059712863,-0.77433885309837,-0.642685351122452,-0.400674602822363,-0.489213040926044,-0.344640195173374,-0.331401069858227,-0.58179254257482,-0.432527440174863,-1.15580657814986,-1.20174821615073,-0.768413177215865,-1.05839416244532,-0.715714065768008,-0.419965687469749,-0.314914978115703,-0.129027452269928,0.612839657048325,-1.56462111721456,-0.0237566396056507,0.0834690690947793,0.865722163248877,0.652165846341276,-1.08047595192863,0.883480083803331,-1.33581889525491,-1.05520566572547,-1.24549887131403,-0.518203859390084,-1.11632352879038,0.841515473560765,-0.107190424483703,-0.247215697820111,0.0180161680864129,-1.1189720684979,-0.297878094796806,-0.899063669770483,0.0217269421443501,-0.0927698160677736,0.416531593443116,-0.845413324486008,-0.153392440228057,-0.175238957979455,-0.290228962477303,-0.543673195221966,0.701132918375167,-1.07200000515818,-0.758614908885946,-1.22192835431345,0.193433698608714,0.108666602087899,0.113163075813974,-1.04057051981517,-1.71863613459258,-0.584684506514198,1.21591795801526,-1.39513537711971,0.97038512992992,-1.59303995174847,-0.943717015754645,0.980706229361675,0.616671482773993,-1.0154705386944,-1.16487157388106,0.107839686966429,-0.349124936335319,0.272476748893687,-0.565445633966298,-0.51748655666974,0.680013230161531,0.455805493660355,-1.13736671326941,-0.476777884818253,-1.70890072749727,-1.2172071638644,-1.04907116701207,-0.652893768862711,-0.848616295864191,-0.870632889296351,-1.08242558126751,-0.824642856674679,1.43759979312483,-0.338217236668829,-0.407920439747295,-1.11215910206644,-0.580475238337548,-0.33221476607293,-0.35106552870885,-0.0489566989485706,-0.678797417726381,0.933781124239776,0.974126436147361,-0.614810149861146
"PSEUDO_Mig_2 (GE) - TPM",-0.564447366025722,-0.720827337818624,0.0328460595335098,-0.68037327289808,-1.31037950984229,-1.06711318841747,-1.01063992208266,-1.01156312739674,-0.845305603185453,-0.786314020290612,-0.817924380950913,-0.739394353226777,-0.942392267026276,-0.838674941973848,-0.752231564458046,-0.502246845560317,-0.789270700578335,-0.708833961990942,-1.00934230779057,-0.637849092075783,-0.575071418841914,-0.603201008972147,-0.649452399454187,-0.747790177219265,-0.694205712604351,-0.687739373041676,-0.739920352617744,-1.01650392563935,-0.568340160932499,-0.46566034948514,-0.466908424460471,-0.538694273467838,-0.651047063893972,-0.923049414888676,-0.611094755754514,-0.700351108242853,-0.567808236515941,-0.790393173988236,-1.05272039315598,-0.318075280914537,-0.419957354312851,-0.461378916963041,-0.432191024820701,-0.219896452196514,-0.566925816263328,-1.32497531878627,-1.11473754184954,-0.977589139623742,-0.683862256647601,-1.04774655768689,-0.458494307521063,-0.398276245912877,-0.0812678663072629,1.01278119027446,-1.37136655535478,0.165406648554859,0.26120553514547,-0.0482210943683999,0.412302988407229,-1.05741337943131,0.128750423804464,-1.32526839323276,-1.10925992440461,-1.27376283780801,-0.595150995240734,-1.10613500213419,1.07731641771381,-0.395545735157877,-0.36540634392196,-0.121228134127853,-1.13176472944087,-1.04947570623367,-1.07045005862315,-0.0564071095950209,-0.409295307261897,0.346639360342464,0.843045396911503,-0.36613920666603,-0.279715432376922,-0.252198749109058,-0.593240631897214,-0.165411096792701,-1.06916746081754,-0.761503754785485,-0.929661386773688,0.811239242187574,0.186478220563097,-0.0585374851566137,-1.02654372261215,-1.90450816851081,-0.858450595556601,1.59921610535688,-1.16914780322054,1.50416800118669,-1.18355434516315,-1.68161999199649,0.629476002289338,0.606565840575702,-1.00976817058159,-1.15479755895566,0.198012615850129,-0.515027279174226,0.47783637837937,-0.651351242132957,-0.536771524259808,0.742423648540554,-0.412220706842991,-1.20292479155792,-0.704329927242905,-1.87676418402658,-1.26109457728449,-1.07476920380232,-0.784592057792109,-0.87289282784934,-0.865338945996634,-1.03112133306919,-0.794984951187723,1.12857453494605,-0.793052192979723,-0.419901611406576,-1.05179973104026,-0.652575507604835,-0.786968766728423,-0.446669867787963,-0.022687326131906,-0.637726676751116,0.257750443845507,0.323613757087218,-0.502512610133321
"PSEUDO_Mig_3 (GE) - TPM",-0.457049980578353,-0.737009713029556,-0.31427645365728,-0.603294527969981,-1.32909195537154,-1.06643277063714,-1.00440189136342,-0.973261225774458,-0.84250589924214,-0.826984588253548,-0.779989420713343,-0.766343551072527,-0.871885296648149,-1.02359641833036,-0.971155744702208,-0.627802547686918,-0.842005883516789,-0.738340795015787,-0.996491857626329,-0.646887203538564,-0.614511575448318,-0.600603601043205,-0.660079167288498,-0.733279449750158,-0.714694104324,-0.603928441291535,-0.696626617320974,-0.98409413995495,-0.755100708733848,-0.499931329201408,-0.551808998834861,-0.606324484346865,-0.645848357658569,-0.846127944709813,-0.639603756621477,-0.666664845796737,-0.565165943729152,-0.797185232796939,-0.82151027420126,-0.768106157419192,-0.477803283723421,-0.468876878143756,-0.217351467183853,-0.817761076650103,-0.489125481775636,-1.20724095357247,-1.50731573604991,-0.66952554878411,-1.20463372440132,-1.14353203456703,-0.546162870146961,-0.443170953593157,-0.239008667260605,0.61804248590032,-1.2708404980942,1.47039214780171,0.262413220728131,0.123973140561203,-0.144904543123717,-1.03271192680143,1.06456137730639,-1.38730695433097,-1.09407723756714,-1.33469919988499,-0.905406386936509,-1.19865776482134,1.61609374093805,-0.643597539192773,-0.833355390039209,0.271273971347471,-1.26276960394844,-1.02280297528957,-0.997054550369893,-0.198179012233384,-0.69794729623343,-0.273125866676792,0.890560458493009,-0.169064281612701,-0.310894575375358,-0.262845972238367,-0.648822280049837,0.169343017513987,-1.09718815939987,-0.778490279172064,-1.64789191321917,0.632303350727701,0.132872504205113,0.00520195210043417,-1.062199519241,-1.82794416942544,-1.07979648535956,2.81174094257241,-1.02483474000371,1.07243020739275,-1.68909804973886,-1.3441504109387,0.794229781932843,0.636501383171699,-1.07594290879387,-1.15011629544988,-1.17651306238772,-0.517021615473676,-0.066565288732819,-0.654149255474226,-0.557259260178848,0.465953231203452,0.23894556479138,-1.2293162046934,-0.687216522180823,-1.93901752301499,-1.2554830891589,-1.13133277301454,-0.711509797237923,-0.897157768920411,-0.794197149595134,-1.09083140169798,-0.761946987854288,0.648584625967899,-0.796821311759259,-0.568011490598626,-1.00161535886537,-0.706278723727751,-0.846307549623459,-0.326935572234583,-0.072876633923348,-0.730204609085707,-0.0105681080597342,0.429970623837032,-0.561807350338206
"PSEUDO_Nd_1 (GE) - TPM",-0.79356355994275,-0.606696004470921,-0.697937445333263,-0.537363922023803,0.770065728819358,-0.763606840933894,-0.324090039577851,-0.201994282241536,-0.220407579808554,-0.0881411747781283,-0.206067933201426,-0.202002191827731,0.0420543165334191,0.306978311037719,-0.606260272450909,-0.751371022763627,-0.227266973568369,-0.168250714359733,-0.094681280470331,-0.641599532304937,-0.484176099182378,-0.355122340016344,-0.280525830043943,-0.183648529787755,-0.289658004045702,-0.204924150373903,0.056375885794917,-0.0700920257188276,-0.175416578208001,1.3106202473383,0.440428161192481,0.0556311197307678,0.343873850636607,0.878165741845384,0.7476381380022,-0.488921104841995,-0.388068616973866,-0.440185624382364,0.792338902650998,0.834573455329968,-0.720839331666715,0.601665016559025,-0.59024737324763,-0.194111273888999,-0.41100729200035,-0.683550736576407,-0.478631355253136,-0.469595551128727,0.380725171601049,-0.171598133781056,-0.371096039253967,-0.257820686069208,-0.023006015444388,-1.04103908057365,0.893563831699042,-0.464244025054499,-0.699677137142605,-1.46261373036516,-0.62253548112319,0.999280304934198,-0.826009411111721,0.0290919207266544,-0.345441877827632,-0.226370307124061,-1.45994394818157,-0.289468729566639,0.9427091421417,-0.317393668277889,-1.14268809817219,0.191643133221781,-0.846479689906201,-0.814127809928187,-0.223481420185531,-0.129613116199313,-0.30393636452062,-1.20636435218177,-0.422339016678141,-0.17758101789168,-0.16888680372623,-0.277039821480969,-0.402127612162381,1.64166933678768,-0.719111646198697,-0.411938772351524,-0.569205550259329,-1.09778048533496,-0.511665634254628,-0.37069082812737,0.617828186129605,0.294894442672995,1.35251110367451,0.631765039599853,-0.500492389268946,-0.756351047154059,-1.03998427179468,0.0850759952146835,0.594388377274574,-0.456991156293358,0.0831718429908371,-0.144905431605134,-0.281954520603984,-0.548591424625181,-0.536791800678657,-0.397343023996359,-0.397878711998139,0.036276904959661,-0.0138812586716263,-0.79688789449862,-1.01842907779949,0.00368546709210005,-0.00212588992815098,-0.642726140628122,-0.786498653828442,-0.473163296114643,-0.327148371671421,-0.544229868569824,-0.941671908788769,-0.689186265447207,-0.107043681557367,-0.545577834099363,-0.038207760752395,-0.341623114871961,1.41633977115322,0.137494258078515,-0.416748738170894,0.00771830065009161,-0.831049871911665,-0.581967081209748,-0.774947388917378
"PSEUDO_Nd_2 (GE) - TPM",-0.831996074198557,-0.746595572487309,-1.18487807064404,-0.214594039665995,0.190920476106702,-1.03126438758399,-0.418072555752381,-0.27415105591573,-0.564275257632289,-0.777563077920487,-0.369545499498008,-0.516366282362768,-0.428143414805787,-0.0180395278682651,-0.908361271034952,-0.891580394610148,-0.282226860466341,-0.334301909095382,-0.390842066671628,-0.746540236610694,-0.565033225801871,-0.425700853879518,-0.447770417904194,-0.344316795625305,-0.403365815310956,-0.461117073455611,-0.163135808514135,-0.0724611735358665,-0.417287271403868,-0.0871017435036129,-0.0227490218062545,-0.0122194060548254,0.0661522561302314,0.067855807252621,0.337974403914139,-0.345615905136679,-0.441530477467782,-0.64753884466872,0.331339284302677,-0.00490484722368683,-0.71679666000307,0.198974374811691,-0.889319836609101,-0.253358185627721,-0.592764935696889,-1.30572204048324,-0.199913415190429,-0.376128295219674,0.344959447068019,0.242865569223985,-0.396014503007245,-0.536852783764024,-0.00714741216091738,-0.356444385227817,-0.633929763945605,0.909777756072952,-0.83978946149929,-1.41149792364293,-1.0321935926694,1.20135310207633,-0.69748994635496,0.112362189146879,-0.0208269480827718,-0.266033800242499,-1.51346669610727,-0.69344472548077,-0.537689642871289,-0.404811166362791,-0.415816954333967,1.27066117504567,-1.37889558045724,-0.706415486817457,0.273177369099437,-0.519751626543562,-0.867276632950635,-1.06692387604336,1.29909504692617,-0.250142953375757,-0.139690386342567,-0.234772265383504,-0.266936220941356,-1.22251262064621,-0.433856753814627,-0.430869158682332,1.27766737951213,-1.86225440225996,-0.458324654149063,-0.284296089580639,0.740953917032441,-0.188544324753866,1.28586948855115,-0.524547812896206,-0.668532125600656,-0.534446981037339,-1.01967583371253,-0.510704264056849,0.575716988887987,-0.576855845283809,0.0870450336437092,-0.419982339931213,-0.92243483046311,-0.690984639717874,0.904117446258866,-0.42078920857135,-0.425138952403454,-0.296863822027362,-1.79531297961959,0.326450270480373,-1.1580779757546,-0.252712561869319,0.0893773230376717,-0.658617442972483,-0.985416334276064,-0.547688939213867,-0.29987523866372,-0.583372281895742,-0.267642656672925,-0.73540857044527,-0.896228781821098,-1.19834334974792,0.059996884439285,-0.510120687330845,-0.473349050837058,-0.229611596889927,-0.357985343675778,-0.296715607996681,-0.901293408461903,-1.03489170839615,-0.743372482432121
"PSEUDO_Nd_3 (GE) - TPM",-0.523194009452401,-0.529335085081301,-0.412820194178095,-0.454760964162703,0.255971897724189,-0.709289369635304,-0.537662155134481,-0.497898097340169,-0.449167317156487,-0.453020529909148,-0.209417243018794,-0.287886341622978,-0.186094586298994,0.0941600681711795,-0.944532036527076,-0.625848173880419,-0.241542248363473,-0.106146686283361,-0.0659965010607331,-0.65944584463609,-0.429678488963826,-0.364825173899565,-0.406706157172971,-0.35695630379328,-0.338705093426735,0.224588962330645,-0.00934215915302438,-0.147639078057026,-0.533923263526056,-0.02976703500727,-0.191296475081956,0.185952943036339,0.0994651484011435,1.44304316819432,0.552190539949328,-0.274434309263285,-0.298367745480642,-0.514243283299203,1.83060132899139,-0.117678046103563,-0.701695589793433,-0.0777534378370011,-0.65737970512362,0.00984834881223267,-0.707010317780363,-0.851283659910539,1.41469956575972,-0.936068864638151,-0.0354355190828122,0.297490082971946,0.210374002693067,-0.0660960471607732,0.0904183511859713,2.60721880304897,1.12145560323755,-0.740212212606499,-0.778409774083097,-1.65751966166377,0.552984850018213,0.700168410552955,-0.501805383246422,0.977175467967439,0.590498418055688,0.8394775848713,-1.38686494251451,-0.138882402183123,-0.303362054763639,-0.583980941769964,1.67575802557907,0.487322254961443,-0.981208125699291,-1.08518015856563,1.53859399575796,-0.0817088703699909,0.327868166738531,-0.64416224453736,0.672376936019318,-0.139382277444177,-0.109737139261693,-0.219127637474117,0.0412194843195885,1.63925211567071,0.141307951175859,-0.34565628606616,0.264906623343877,-0.503768366602962,-0.495159952777478,-0.317829098232208,0.600224940904177,1.83312587143276,1.8069210532906,-0.807662180433372,0.638604763533629,-0.702511474554939,0.657284611934081,1.96473863633698,0.278158466456892,-0.456822760886847,-0.172132513948424,-0.2697261041516,-0.18446898662627,-0.502770407665543,-0.428709910410081,-0.333179561859756,-0.553886028628982,-0.761429722971238,-0.913870008918007,-0.639171794378938,-0.52398049333335,1.19490088593057,-0.175952776627121,-0.307811077129655,-0.582143361895695,-0.302166610417972,-0.252942518251399,-0.591073937759438,-0.543699185710459,-0.595200803299638,-0.393139672057467,-0.152223114690659,1.66462654600437,-0.511155470657215,-0.870883524008473,0.126077484282546,-0.375156991305246,0.288310272039086,-0.841591767133826,0.281468971606555,-0.224282287653608
"PSEUDO_Ns_1 (GE) - TPM",-0.758619243527814,0.452534242062339,-0.802738578015996,0.466408634952569,1.86696044555646,1.26651557881653,1.96115624344459,1.29527865151872,0.889021627879021,1.38904122997299,0.21297413141438,-0.0125189830496156,0.0794605263351623,-0.118265466435637,-0.333871247088965,-0.692244690548569,0.617520420042178,-0.157858535873475,1.26273376020628,0.11573488593275,-0.333038446676265,-0.182928563214472,-0.0550179558315635,0.280569950219945,0.459267216863918,0.0616431899445928,-0.296893760856439,-0.583879317849559,0.132137055621459,0.0708737611522287,0.304478504508453,0.282728101460004,0.0869712200551206,0.762512040405866,0.641876496258995,0.0542259730567444,-0.239903416930327,-0.705466269242214,-0.430929341887283,-0.14847172377734,-0.667575189913433,2.31202384885851,-0.0572241265076429,0.447932258539673,-0.250295701726706,-0.548089042246304,0.389726092224772,0.468325848574879,-0.478661412443164,-0.495882692604265,-0.152645876286393,0.00706399346127015,0.246296681883708,-1.51464478337479,-0.757789125122742,0.124417025058117,-0.456532495024297,0.0872538993074476,-0.470726013512207,0.688188874289222,-0.881239673708017,1.27552423047125,2.04729155401449,1.85978885519012,1.09339675143702,0.346713815397706,0.459583010965674,-0.389432881312401,-1.37287228042286,0.996531173341057,1.32158098323827,-0.105505205074237,-0.267630996043137,-0.206613797644614,-0.286395699083786,-0.678093726480881,-1.01055019811817,-0.136027759992456,0.289667946288988,0.609347874261158,0.578785561888532,-1.62714772455075,0.576550145404865,-0.206494918337354,0.240261508319326,-1.29478277924782,-0.13705008507687,-0.399779563758107,-0.703197938369302,0.598870855364765,-0.191007277429784,0.30156394458444,0.308698188621977,-0.563395710041765,-0.958574557326184,-0.394965854289316,-0.42773981589426,-0.228280092764438,1.47969649938071,0.930736196693721,-0.986151293277653,-0.210585124083591,-1.29065978510223,0.393947341429822,-0.337957076576929,-0.690525075034421,-0.152628194732264,-0.302299905441945,-0.0864053474176544,1.6636559625625,-0.244457689627778,0.613797008179091,1.34307784380652,0.502526134827261,-0.152087618971382,0.205972315090847,-1.06994526537162,-0.8086653994195,0.596175219140461,0.527404443989033,-0.143510423468262,0.320147558908629,0.552882811408139,-0.491208084970922,-0.342724423182181,0.951572239015122,-0.320030623582994,-0.839551914704796,-0.878642081577944
"PSEUDO_Ns_2 (GE) - TPM",-0.715724313212004,0.37336501808745,-0.461570292857978,0.6134892295359,1.38783749136757,1.08778582854147,1.65265361616829,1.21335565935535,0.547264513755531,0.812744596124358,0.0172732076860279,-0.166989103656575,0.141481109331873,-0.0249814698552339,-0.261766485944364,-0.745305649799652,0.168930126051998,-0.289791764531058,1.11643307945569,-0.099619782998098,-0.31019349461599,-0.18667602623662,-0.0809294573393665,0.147616611779077,0.290054109980829,-0.396535817457153,-0.266671283399035,-0.415606832824673,0.119965129468006,-0.0739294112869886,0.210593770570576,0.330600852853058,-0.0662735340114341,0.366476282974244,0.713132573956979,0.181432859883967,-0.285783539557866,-0.72952815723898,-0.365969097279001,-0.0531239305658061,-0.641622952019847,1.96513826923989,0.17808026569375,0.479830887099375,-0.05099189170991,-0.586308084345546,0.779677551671112,0.283589593709847,0.687372374437937,2.2214541669753,-0.281416646138733,0.220697512059555,0.131115177550234,-0.335259792286706,0.0354456601226926,-0.532041160734399,-0.514795121552307,0.254563567713476,-0.965488629303868,0.188033344756193,-0.517892681263357,1.26254179500983,2.36654851532873,1.758325077886,0.460666016716601,1.20505031020745,1.05230263498709,-0.477894086610793,-0.795443953271464,0.666058192465649,0.59497248461227,0.440229230129011,1.28340779758549,0.183100097674286,-0.315669557284073,-0.481858560665396,-1.50458720590472,0.0617194061575953,0.35838813697694,0.412779930234605,0.196021359748664,-1.59337534766296,0.285669293416039,-0.344207741312611,0.304625972634401,-0.89944222733985,-0.0830229060356763,-0.287700713018935,-0.729905089132067,0.546938135348151,-0.206624869016129,0.733392572222416,1.27181778344704,-0.535185519312397,-1.13424502340379,-0.600964793818072,-0.549238641127028,-0.249226546325562,0.945319643941068,0.662937131670607,-0.669863705107144,-0.328736760961742,-1.01272401327457,0.0134493380614277,-0.434909011442382,-0.278311769202256,0.0170361283810919,-0.61801785886989,-0.082979466013173,1.01061527399672,-0.0732057383369843,0.635152124399665,0.962757746090679,0.353886128343244,0.0201100266853072,0.198346140289265,-1.10364608712306,-0.947019587536861,0.31990657263503,0.444162356433356,-0.755100216266869,0.210633899213565,-0.61872422136466,-0.376452224723692,-0.236668344149592,0.358834375195639,-0.684490508714547,-0.818387226640893,-0.723830346507826
"PSEUDO_Ns_3 (GE) - TPM",-0.997406693536866,0.0246724979115839,-0.571632310216544,0.606178292419273,1.49295875100026,0.920165458385356,1.48665547313197,0.855873973326458,0.398069578405513,0.790126415870689,-0.027940962041326,-0.245478893216936,-0.123678273258181,-0.132597409405443,-0.51492755026354,-0.622481137029618,0.333865067121304,-0.323640646926192,0.790221969444187,-0.215423923587467,-0.398595132089765,-0.224498387167457,-0.193552960571457,0.0353716010640838,0.235806629361249,0.066895790951346,-0.302926703168047,-0.218266233339137,0.172154366034336,-0.141418690832086,0.126101354112277,0.214445039056402,0.014905407537394,0.295054834992016,0.165090114383198,0.218334229007239,-0.303848549998774,-0.721060132411358,0.336475220724598,0.236521083602915,-0.572303219548012,2.10581819367416,0.335178736239702,0.793275517898559,-0.171523213598808,-0.633137033154739,0.968141454512985,-0.295399654833651,0.0880913120827254,0.225932944389548,-0.173884848509303,0.0203154579340367,0.0153517888376319,-1.31743581274626,0.0390683584255882,-0.0138221521449107,-0.49719423443904,0.395824290884431,-0.951340421140747,0.599882079701338,-0.597260668070951,0.62374019761048,1.42850763032667,1.39997359752694,0.738716553188286,0.91850760310473,0.440051638434629,0.170692506846992,-1.28469968716151,0.213803293714814,0.824373937912729,-0.536552191073954,0.594563315061713,-0.0596114278970237,-0.296370997209793,-0.300807425593243,0.186329467424681,-0.0530344613771562,0.311522502878534,0.229144513541878,-0.110603315902678,-1.51375832790711,0.346504267953268,-0.388781783107289,-0.195787767653559,-0.553749874916444,-0.147129231112464,-0.313422474266798,-0.73238726132689,0.426224198466893,-0.227079942173805,0.658761466577486,-0.452268577938288,-0.370672539007383,-0.912160113139376,-0.841441533382795,-0.429560513817094,-0.210267797966369,0.770259390281332,0.342395591875225,-0.600409307510174,-0.367078831671806,-1.25236152775169,-0.073967453253171,-0.438102613677833,-0.321436178838845,1.70544390976153,-0.567720996935789,-0.0924150134185672,0.688465143397295,-0.134416992022862,0.318318966104178,1.09302762332761,0.20058777801843,-0.0645669589456482,-0.0516941774579782,-0.913382439797957,-1.04379193329246,0.458748817229544,0.422776642275018,-0.257644306065858,-0.0443322624258258,0.702371431400239,-0.58858963713821,-0.28825162914541,0.295166307374174,-0.68973027437685,-0.716417271453058,-0.602222850036488
