"","NMC_RS00380","NMC_RS11550","NMC_RS00575","NMC_RS00605","NMC_RS01295","NMC_RS01475","NMC_RS01880","NMC_RS01905","NMC_RS01980","NMC_RS02255","NMC_RS02270","NMC_RS02275","NMC_RS02410","NMC_RS02710","NMC_RS02775","NMC_RS11950","NMC_RS02800","NMC_RS02825","NMC_RS02945","NMC_RS03010","NMC_RS03295","NMC_RS03370","NMC_RS03510","NMC_RS03525","NMC_RS03560","NMC_RS12090","NMC_RS03615","NMC_RS03620","NMC_RS03675","NMC_RS03680","NMC_RS03745","NMC_RS03810","NMC_RS12125","NMC_RS12130","NMC_RS03975","NMC_RS12145","NMC_RS04025","NMC_RS04150","NMC_RS04170","NMC_RS04395","NMC_RS04515","NMC_RS12245","NMC_RS04925","NMC_RS04930","NMC_RS05185","NMC_RS05190","NMC_RS05325","NMC_RS05380","NMC_RS05405","NMC_RS05415","NMC_RS05560","NMC_RS05670","NMC_RS12360","NMC_RS05905","NMC_RS12395","NMC_RS06165","NMC_RS06275","NMC_RS06335","NMC_RS06445","NMC_RS12485","NMC_RS06645","NMC_RS06650","NMC_RS07180","NMC_RS07240","NMC_RS07280","NMC_RS07290","NMC_RS12645","NMC_RS12705","NMC_RS07690","NMC_RS07770","NMC_RS07800","NMC_RS07880","NMC_RS07985","NMC_RS08035","NMC_RS08135","NMC_RS08195","NMC_RS08305","NMC_RS08580","NMC_RS08585","NMC_RS12900","NMC_RS08600","NMC_RS08605","NMC_RS08750","NMC_RS08795","NMC_RS08860","NMC_RS08970","NMC_RS09025","NMC_RS09105","NMC_RS09145","NMC_RS09170","NMC_RS09270","NMC_RS09295","NMC_RS09335","NMC_RS09405","NMC_RS09510","NMC_RS09575","NMC_RS09720","NMC_RS09930","NMC_RS10220","NMC_RS13180","NMC_RS10260","NMC_RS10350","NMC_RS10460","NMC_RS13255","NMC_RS10600","NMC_RS10655","NMC_RS10685","NMC_RS10745","NMC_RS11145","NMC_RS11210","NMC_RS11240"
"NMEN_Li_2 (GE) - TPM",-0.0835910929154589,-0.938263699537251,-0.689450654562664,-0.720806475460671,-1.0658170576858,-0.258840357062969,-0.492782607922079,-0.559278959844263,-1.6502736085703,-0.591719300501939,-1.06921093462223,-0.0879055564561902,-0.404318274353017,0.374859551218827,0.522905899266201,-0.530479296329901,-0.601334144997464,0.222471512906891,-0.457377960070613,-0.454411715004539,0.0164112878198078,-0.219766298738163,-0.96838547592563,-0.780490983856035,-0.0136914295839538,-0.470615139595208,-1.52508179091888,-0.946275698729587,1.44383017776765,-0.36297798363921,-0.412976024515476,-0.0153731478227383,-0.0526488285392956,0.368251199134192,-0.926125802413909,-0.0279225818951074,-0.439388228631441,-0.309792768568935,-0.0251765229201159,-0.822658027540586,-0.346132872836761,-0.495470527545982,-1.26406200663565,-1.18484838066427,0.190489638516546,-0.000460420439484781,-0.273655865330527,0.160835436113142,-0.179300050370874,-0.117686691458778,-0.508002725471785,-1.26233551607813,-0.383943009041584,-0.35266692811289,0.0651470935987643,-0.392785888402222,-0.00734646316817357,-0.534240350485776,-0.654441053314209,-0.377049391592786,-0.0827282122643521,-0.728683711765699,-0.667546937555609,0.101560685313621,-1.66888908332478,-0.404839051785284,-0.424180006652273,-0.812931637784265,-1.2986778932852,-0.360887082558416,-0.908981160010689,0.840047415314522,0.233321115637378,-0.854838070576445,-0.67837335834588,0.156063118650115,-0.657286559938257,-0.0624116720537085,-0.164273230065459,-0.150213173143604,-1.10059462116899,-0.671975163120196,-0.111841597119529,0.563899610804514,-0.529615217683163,0.393521805489574,-0.669633833066063,-0.382318491530535,-1.07375412177514,-0.801874784433613,-0.549823932323787,-0.368039481525578,-0.514808790532225,0.636100732354487,-0.568792549787322,-0.841628097277348,-0.309032389422226,0.500045541625531,-1.06842120699576,1.09692732630747,-0.287995512401406,-0.729851627314149,-0.332909387023573,-0.376382093833202,-0.960899464924368,-0.153232838826438,-0.294661939763108,-0.657396932973848,-0.430431869199518,-0.700956414940791,0.718914134752591
"NMEN_Li_3 (GE) - TPM",-0.392928126465763,-1.00027123667203,-0.482750374021273,-0.64259527025986,-0.949807378418168,-0.698136296206665,-0.33700037329968,0.160896195877176,-1.21280354743708,-0.57877638516163,-0.391033109589814,1.38068141759326,0.141516837281749,0.076687920319547,0.280502742155317,-0.346408815121364,-0.375791718320085,0.792890099354591,-0.629574477071174,-0.454629833587235,0.137432822889916,0.55834669244216,-1.14602358568815,-0.940798376470971,0.0503818198819796,-1.22696383250959,-1.42869787215722,-0.293743029829861,1.08118961728908,-0.218801756221068,-0.882395499283923,0.104092967222107,0.0668906512205297,0.874337789518355,-1.20948354157521,-0.588401511705064,-0.347401046589617,-0.658775654149981,-0.731442747980157,-0.537277566613745,-0.346132872836761,0.0335806137037845,-1.31404587825305,-0.827879101615246,-0.271560573014673,0.0177522303671871,-0.267861322648265,0.327421482895174,0.123220323859985,0.25634501150525,0.197317409924831,-1.12593100233696,-0.44303100108133,-0.732081675439525,1.04727088234515,-1.07474588519869,-0.398414148692767,-0.228421147208648,-0.367251120478821,-0.377049391592786,-0.483803325634177,-0.764818619528338,-0.127933451129774,-0.209176153253457,-1.52858635676921,-0.44066786994774,-0.234614424085675,-0.300562141147794,-1.27751992492885,-0.055986200681787,-1.17519330391539,0.94613066877572,0.249342514583469,-0.740120793202958,-0.155908398612673,0.00289775391241281,-0.0895424246867477,-0.455457298609337,0.620843764939835,0.325225066546869,-1.09042196405008,-0.306721229653728,-0.337604187754862,0.770875237540016,0.184561460729463,0.70776688523706,-0.519223750061317,-0.721435916904383,-0.719137910160733,-0.304750480195527,1.03824802005792,-0.623821452396963,-0.413685203930415,0.99483194604443,0.0247983107419634,-0.152212809105354,-0.884481703032834,0.341071416824633,-0.751984655824811,1.75751714125639,-0.36511288420645,-0.785197066090186,-0.34532889443757,0.378262875742829,-0.666230738458314,-0.432755837833374,-0.160749089277686,-0.945707500410321,-0.675726774524825,-0.684758999941113,0.146296085100475
"NMEN_Mig_1 (GE) - TPM",-0.828569173982553,-0.293172039495897,1.82170372733161,0.912812435160523,-0.760230793331772,0.614224252041067,1.34591612391218,0.894429676395576,0.32960007503293,0.0917477306651627,-1.04655741564795,-1.46735039731442,1.08348439346018,1.1134132164858,0.328815200711641,0.378529410015276,2.49222962581057,-1.60744292663219,1.18133561640452,0.598536173444908,-0.972930764300072,-1.31404135416203,1.22274107362178,0.0544303285367888,0.0193064463509847,-0.450886102069384,-0.12468274234011,-1.88937645600925,1.19633506337542,0.690285992764991,-1.13043173525793,-1.16297790882959,-0.0488603356759698,1.81784487527347,1.27534688202982,-1.29942136363759,0.0844803226060806,-0.978188872235469,-0.185391320179428,0.958242566059365,-0.346132872836761,2.91427318459417,-0.663217516270384,0.284127186968798,-0.438301449745867,0.901274059204241,-1.15740257420226,-1.51326805258312,1.87090681517194,1.52908875180936,0.570277121277218,-0.957589276332071,0.314416919282152,0.881688261341946,-0.431537941213,0.854661911753366,0.885472729791317,-0.14442327399669,-0.138728806073438,-0.377049391592786,1.06993897581919,-0.151259004805624,0.0771364311022548,-0.0863221853685287,-0.197925061655913,1.56468870293762,1.80509678001687,-1.03048081557663,-0.595729384264394,1.66499854267245,-0.358303847630232,0.739824391426214,0.60869488264438,-0.228697615133889,-1.1086320522079,1.0953593496544,0.346883623720917,1.58691952759099,-0.336370364157695,-0.0554415521541231,-0.388892333520864,-1.41516027933397,-0.91114539266039,-2.20652192439822,-1.58362484233214,2.20124838883952,0.971489307149566,0.575809813495401,-0.724733834022558,-0.926897466778691,-0.299692005728634,1.36661407015971,0.954563185761402,1.74646419828376,0.660211792611223,1.22301960963963,-1.53325406727718,1.5995794366733,1.482689437269,1.56740004028008,1.65766952064351,0.68672709383785,-0.430126368808849,-0.122291882226524,0.513471230234501,0.925972566856659,1.30912964095152,0.133926707051861,0.792983614118906,1.38296742420831,-1.26717841427253
"NMEN_Mig_2 (GE) - TPM",0.526718680122889,2.99992206525616,1.27940956286719,0.672381530808243,0.84080736730638,0.160803666289657,1.60880510266548,2.99152015239598,1.77333071474023,0.404207034228627,-0.200562510347382,-0.183228915047807,1.39258792096561,1.03269390057557,1.51862174373659,1.24698307677147,1.03489515311376,0.270748919952663,1.80418364838816,2.33734357682464,0.82273557713041,2.93978696603491,1.42730269527902,2.03000071906961,1.25552272357789,1.79131345346034,2.0271420510349,0.488007097757351,2.30614987805222,2.33783833687675,0.719517298779177,0.251620483026782,0.133809483187589,0.667152096918465,2.63058487457571,-0.178686613872016,2.37350252892092,1.66332543335797,2.35516162578985,2.31018677139052,-0.346132872836761,-0.131223096617216,0.450093697825327,2.25634188209034,2.61350477305907,3.05364522941015,3.51635249820108,-0.388915888804484,2.54676976298232,0.278171396520291,-0.300879001716072,1.26846438777872,3.80869910908117,1.86686670240874,-1.0587584455771,-0.455296793248477,1.63791380337393,0.490428549565215,1.06396849413186,-0.377049391592786,-0.51584794156817,2.52970920536068,1.10528079144542,2.59370480427347,-0.0658379864968826,3.10021320464888,1.00749529246087,-1.03048081557663,0.150908916381943,2.15900075807413,3.33948776980501,1.48417118061149,0.707398185608633,1.227897189739,0.839052790688795,1.87006372456291,2.04244450945826,2.4913114904867,0.97700011122481,2.48408205301655,0.521351984326626,0.338785384587752,2.1771330792616,2.60102260131228,0.705499457523403,0.148295592885795,2.78369130966731,2.57028195929214,1.68547525141272,-0.718520466705362,0.59140207900641,1.91349307318275,2.93320242006374,2.5453423123854,2.88280129787136,2.40090294211967,1.16384594496948,2.27205017066165,2.21709281272718,2.12575510669981,3.4618880703294,1.51151552387892,1.4064774956942,0.603041170466555,0.457280567178409,3.1940333745097,3.13056259657116,2.35697147819753,2.33759630206241,1.65194066295957,1.72910247497475
"NMEN_Mig_3 (GE) - TPM",-0.247757717888302,0.715715754291628,0.780487391475424,-0.0637838277084379,0.0737032303861447,-0.136872675322639,2.3247752008566,1.88195064068002,-0.458350182836335,-0.240276870733433,-0.757056118051213,-0.482233534149383,1.05354710406692,2.44180774937904,0.246723663609391,0.353246451919204,0.959333494708411,2.11135584783462,1.66227425636082,0.867219370062637,-0.831972075244783,-0.894149831457842,1.11153461744841,0.484975796884292,-1.67745737604184,-0.260321266762021,0.558064129804711,0.0715595242606303,-0.400154763557178,1.64958140885888,0.509232207014018,-0.288626259104575,1.39421223469773,-1.09139930573986,0.978782171156331,2.29461078699139,0.453104224030547,0.758545051920409,-0.340539830702469,1.63646451284911,-0.346132872836761,-0.427651984626225,-0.898632656865284,0.16639424467983,0.0591300718364176,0.628769067258184,-1.15740257420226,-0.40668522689832,1.66783744510032,1.08611540765805,1.57512583057916,-0.971633577981693,0.680343646028725,2.09910250232325,2.25468414659745,-0.543469554610755,2.14211566526761,0.0778288952937927,-0.0159601469291941,-0.377049391592786,0.939585214325235,-0.346130303301045,1.24075421888378,0.0321385923617669,-0.53854979653526,1.12616755455379,1.2458233679499,-1.03048081557663,-0.929079171289753,1.92722048564321,0.294831193583111,0.172747608832197,0.554547541166067,-0.764869564194037,0.326185332973833,0.764520685377395,-0.594979708939945,0.784999923472972,0.932144447129618,0.161515691773617,-0.432794125301229,0.265101684647576,1.215384505756,1.09714042633559,-1.66549528355191,-0.483593427128197,1.05666916793054,-0.101849413213448,-0.704848346820357,-0.718553158442437,-0.664782391020696,1.09889059651202,0.970978247535274,0.774587264180596,-0.290053203785621,0.397018591700852,-1.91319795033728,1.63348329119104,0.724671747586024,-0.0241701716567661,1.3478209603557,0.618129549765919,0.264939222821914,-1.5751831211581,1.16947691496669,1.6566173947458,1.40915177903002,0.767681376421883,0.538167712602991,-0.284051963182624,-0.90445517771157
"NMEN_Nd_1 (GE) - TPM",2.59881892314797,1.30025297117753,0.792821520709681,-0.0925650746018178,1.46993245195758,0.99048600085114,0.387573178072785,-0.227958960637204,1.26512683296047,1.73109306015604,0.434888454737929,0.965802752510555,-0.0962103926094389,1.83500906512135,0.875005950081322,0.589818894214967,0.695690718782879,1.21460315362119,0.696591122288527,1.05085262718349,2.61191023414657,0.0914513976152879,0.103631833663526,1.2861012096514,0.356578403334116,-0.857298118153344,1.05478589676524,0.287028089691108,-0.231238226951933,0.947357026241208,0.808133790916701,1.7881214079428,1.06905879556607,0.992043162457761,1.03138670731722,1.42090088932474,0.639194763858607,0.621206406587404,0.809579090044123,-0.0299277730413329,0.133165888981979,0.900918252650669,1.82022405616884,1.72404607119948,0.791431708847288,0.353302917164358,0.463233215162275,0.774489102085913,0.383759322750257,-0.00318675455605995,0.691337988924039,1.01677119202919,0.616266022392265,0.755877687925682,-0.291318587511239,-1.90875364089445,-0.206762497510097,1.33179391758744,0.574865766110823,-0.377049391592786,0.73802671532238,0.437649978699826,0.998218571622002,1.23792626792122,-0.430119357166473,0.504809338895529,0.911635222859006,-0.73127066284881,1.77134464448992,0.31019786431763,0.052828005225664,0.531569010860578,-0.132518099772716,0.0182936293980125,2.13439909588044,0.700422509094155,1.10663567781388,0.373126069449199,0.116474931938454,1.26471461835775,2.54182977731934,1.17738270105865,1.20325904858167,1.4450623507159,0.90829418678252,0.849769567908345,0.778287619727572,0.930010166995832,2.27524845913086,0.823018236702469,-0.766556662572717,1.19507506002393,1.28540664200907,0.36544647225418,0.164087468879078,0.712824745287637,-0.0452721547305134,0.340061355347695,0.172341442395191,0.0770703603497565,-0.017584247029341,1.19087434943735,1.42281319999573,2.17532371682428,1.30618184008974,0.416704707078711,-0.0692931289554551,1.00603114257063,1.4320423515765,1.20085132724208,1.40387663761719
"NMEN_Nd_2 (GE) - TPM",1.36676475339441,0.190360486114406,2.10183866042562,-0.0191593089868348,1.52054044202304,1.63376579397396,1.17887774613974,1.73928134873348,1.32742453894014,1.94931830249984,1.78984390336993,0.549955168707245,-0.417421936043818,1.33599374182956,1.75838829900274,0.937528842347579,1.37479757856183,2.2902097596805,1.04086203076676,1.64427650528904,1.55110437529576,1.1376457311548,1.10676830483079,1.34370791155311,1.06539633329365,0.0254750085505535,0.77023210704591,1.89183939209591,0.227520889240194,1.91091141880645,0.698001232391749,0.0539011484381397,1.87496437073068,1.5529917922226,0.756692685988266,2.03539347985549,0.595278842476799,1.57857712906485,0.790577637218982,0.964741232563254,-0.346132872836761,1.04281721342458,1.16752976189768,0.932185556430989,-0.249145932816626,0.0774838371161034,-0.0448390321936001,2.15462423406088,0.787318594346477,0.382800756892163,-0.139172731357377,0.911385081723691,0.991798408212184,1.06769798647647,-0.578095537073571,0.11936559819453,0.139993802408542,2.09523529682558,1.96927568954088,-0.377049391592786,3.68786704292398,1.99404688216229,1.56468609126018,1.9812774350176,-0.21689616709915,0.871137413153751,0.979337920176905,-1.03048081557663,2.15746967091492,0.756059336368429,0.642505136651175,1.57326836196705,-0.122779546629998,0.544152870614643,0.997519376234192,-0.00398710998009862,2.12138698919569,2.54693484302731,2.09250620299387,1.58639208983704,0.754651275802061,0.799448755536266,0.900302250944742,1.88066178528596,1.98191013035527,-0.918184933678159,1.7446338275034,0.481691812618054,1.55141908012606,2.51813475143941,-0.123981170561086,0.929477214883697,2.37929274835795,0.237050832080909,2.26586155928113,1.08561405435759,0.734477474684713,0.061137874527223,1.07113388450297,0.826368778973828,0.206523191882905,1.60486471640246,1.8005941740188,1.13986967130693,3.01605063700487,0.745371745370002,0.650669539750382,1.95564198992896,1.9526838747186,2.06142347637992,0.270126858199083
"NMEN_Nd_3 (GE) - TPM",2.07908267477568,1.20610093345923,1.32345253603018,0.222737059856812,2.17709599682994,1.25667656763569,0.913021273374394,0.840039822915153,2.46866362417297,1.47835847782443,2.20781771728536,2.43511261964745,0.702974498090584,1.08709917730313,1.00810535801463,1.61041477165864,1.49206551409726,1.99558530671472,0.0752822478739062,2.12040640548868,1.93995326303098,0.270764864647994,0.0136243810042025,0.93273754538922,0.677909323258329,0.484517719732969,0.658481170032769,2.23761462568137,0.492205318341427,0.985423761442563,0.351004730009114,2.64151450696215,0.66972274347638,3.04679759996928,0.664218850392306,0.15445740602327,0.860119564476475,0.944159907811688,1.17347117811392,1.06468495955137,2.04470938975576,1.28282538654135,2.03880841968775,2.1395087890121,0.413986624009289,0.35324412012864,-0.348995616060936,-0.0592009189890479,0.986852707755234,1.16330835871035,2.15735630273485,-0.832377213408153,0.535172626631909,1.25868494768959,1.50511829296897,-0.540664823434887,1.20233312096192,1.80215131860882,1.29841462500439,-0.377049391592786,0.575863658861112,0.375320719002806,2.47829424807949,2.32584308817098,-0.209021433370733,0.795690649927138,3.5002872452572,0.959549441473471,0.413575874976274,0.684055854202018,-0.471463428095017,1.43826534902656,-0.141762020183208,3.58063951752376,2.67421522334381,0.34220146299935,1.46669778621819,0.819526864114651,1.92962501142592,0.335811760866227,-0.0486898440493913,0.902771997244898,1.7733411190706,-0.424633003291476,1.16411588496834,0.725532445224118,1.20239402059708,1.07674202517882,1.98352745438175,1.83937998543477,0.260836230439478,2.02091863430185,2.35118607653596,0.583726869284651,1.7613166846152,2.44044898797529,2.06993768470517,0.321617792591572,1.05722533996777,0.139017804093853,0.233258253009251,1.61301438890515,1.15798847157656,2.37734460809566,1.13788852537345,0.392462903863537,-0.180966573420578,2.50719115696255,1.6570397822033,2.09135850341893,0.146719570260538
"NMEN_Ns_1 (GE) - TPM",0.687038605575021,-0.294208793420647,0.0296921515258134,-0.734711269733786,-0.27017957807903,-0.397335557444437,-0.42948011206772,0.0100216586766943,-0.220312849934905,-0.345172802757163,-0.237675763184144,0.418263326055643,-0.69852739135335,-0.26799404296191,0.304878655528449,-0.282646470199481,0.203919394178869,-0.909670591837105,-0.22867303002737,-0.294993543506102,-0.200607621214228,-0.442275174262204,-0.544445504483313,-0.303874576470897,0.199211227495104,0.0186245264748934,-0.527228411597053,-0.344487047871468,-0.743928205442826,-0.622706894699784,-0.377242643661571,-0.995407698958444,-0.568502628479638,-0.359635578490642,-0.205537293188259,-0.165936574809312,-0.640972852878697,-0.117443389280601,-1.1620951283936,-0.649402428519941,-0.346132872836761,-0.114215780196229,0.0672269225139739,0.0123842785273354,1.08522739009205,0.0654052913028622,0.0580926949580367,0.210303213476793,-0.69519327397072,-0.646981692807283,0.322900679651699,0.0752571207665563,0.310462359351526,0.42715983888713,-0.0790657239971824,-0.216386255844178,-0.439506205410776,-0.516056964264983,-0.36449985776373,-0.377049391592786,0.39385792637182,-0.205089559841176,-0.527677117901689,-0.131564957197244,1.50505844417472,-0.347737813765639,-0.157617049521251,0.299362245675758,0.931052361256597,-0.63601353929369,-0.380291378294953,-0.0824210524768133,0.650265386408069,-0.321302830335907,1.01576420453363,0.191232277324888,-0.514957159330335,-0.0667879988303853,-0.159226940854528,-0.256924230809342,0.0552194134525199,-0.147582074789663,0.0525509724542223,-0.387317396910877,0.526032013287381,-0.716901887359096,-0.412925947719038,-0.209484179186783,0.0306627653034004,0.148974043604376,-0.560742201347108,-0.0607730798569906,-0.700451042620299,-0.358912360013719,0.00306271228158074,-0.115457009122131,-0.496799099341441,-0.426402884258317,-0.229908101981735,-0.814363225102076,-0.156936953521014,0.191405326978872,-0.559521485436575,-0.153265190108295,-0.254126633439858,-0.388355486559271,-0.178746928808795,-0.736997229585201,-0.5772112645321,0.174092613525134,-0.113242197492386
"NMEN_Ns_2 (GE) - TPM",0.442392458447474,-0.354734479503,-0.28530986398765,-0.207082809241056,-0.145163009352161,-0.102927445634628,-0.540364292354815,-0.80327492221228,-1.12203554817887,0.269435264799348,-0.216152683180086,-0.540512595634866,-1.15187557661066,-0.257114083586268,-0.0722587465335,-0.260825116854167,-0.292753701918696,-0.943952586083915,-0.353699890267499,-0.589340297873733,-0.668526171692105,0.0569285533642972,-0.0253568319345075,0.00281623546488464,-0.372191908672333,-0.858381141857301,-0.483946321062948,-0.77920318791526,0.575137954464599,-0.507289929306686,-0.276404118973242,-0.268863030136382,-0.749215302512669,0.462390824376076,-0.31816096026103,0.25227982150971,-0.824175774492102,-0.0206640202000088,-0.506875054718922,-0.752578524422165,-0.346132872836761,-0.849992491299938,0.166406807252009,-0.251854450433357,0.866195295406267,-0.219511206773348,-0.186753013520117,0.599030786540946,-1.02118374673585,-0.898755802902833,-1.0038389214745,-0.530052446462645,0.703612325636978,-0.20853520179023,0.235851229789641,1.13062630692932,-0.443857072177243,-0.0799711134735765,-0.497764365638425,-0.377049391592786,-0.87940815307532,-0.560803723162512,-0.322314596764152,-0.58519745896991,0.60135382430832,-0.180770168318716,-0.384592965499083,0.363346249043752,-0.180165282186508,-0.935397732961824,-0.3085444591179,-0.145572142991718,0.359994720618844,-0.154961766849943,0.185180626074948,-0.0317810127189243,-0.763636773446953,-0.7843805264397,-0.67152043507846,-0.61855423338676,-0.592451785278026,0.172788354948897,0.429540137194736,-1.09714962211217,-0.44049836814654,0.0925625207025755,-0.519650296534416,0.799822793443198,-0.0253040474432844,-0.244381508645893,-1.16735918033252,-0.204989201160785,-0.636721841200427,-0.303850446066759,-0.12202494635127,-0.622954331203016,0.346179603202576,-0.356305552357996,-0.133824726352376,-0.635213779451905,-0.354273171509686,-0.380880373319565,-0.577311349168401,-0.584271546518227,-0.456447845902645,-0.449057153864621,-0.626082308202194,-0.323023223902985,-0.706972834707143,-0.0679992957300876,1.38651065830598
"NMEN_Ns_3 (GE) - TPM",0.188841403199227,-0.151962302156762,-0.745592642110186,0.0507518870742917,-0.099273514111101,-0.164813544263514,-0.57918200860206,-0.847317269207267,-0.729054900411944,-0.191157558248433,-0.265577577684724,0.0828472847992174,-1.15365658678351,-0.664518341953139,0.164499490043594,-0.172772427537707,0.0381499515220323,-0.282395831294115,-0.386358390347139,-0.347154408463744,-0.670544134350633,0.0114032058146859,-0.117349900980776,0.151368862741558,-0.471556235503882,-1.08083091661288,-0.73626225440942,-1.01698050166697,-0.109434976460654,-0.409763117482502,-0.533910922580729,-0.036582676345936,-0.555062870565314,-0.543272562575849,-0.413181376352709,-1.08438485079266,-1.04854674119136,-0.314603710210609,-0.576429778421923,-0.712682827720562,-0.346132872836761,-0.765661014566941,0.103652874344091,-0.238068465360637,1.2091863085051,0.206642476498073,-0.26064444975194,0.125184354021349,-0.972255107498599,-1.12984558072827,0.806311196243897,-0.729748909043464,-0.251435507386632,-0.501660608122481,0.677875844794922,0.0251872053708738,-0.473583337092168,-0.99497559948503,-0.430556830577391,-0.377049391592786,-0.607632266965466,-0.450105270066851,-0.399101321955583,-0.149734989534083,1.05694111165326,-0.735503420346478,-0.862508333354739,0.0732799720966175,-0.450244680759817,-0.844633217154958,0.167346917580836,-0.147499876831159,0.173544653053198,0.0813555870707449,-0.0144696205843164,-0.084395836776771,-0.720168440524102,-0.486408650828492,-0.261653938325343,-0.803374637876328,0.0206637665515899,-0.259381394444208,0.247287069983032,-0.976617334185048,-0.360210377413198,-0.487600588008787,-0.486041405604044,0.525365383442883,0.303128584718875,-0.465837091906574,-1.47477611870704,0.0532503826189116,-0.688951638976089,-0.639594062108097,-0.417694850111073,-0.880230835217923,-0.259062452378568,-0.573952905143366,-0.306769395608744,-0.939377139465107,-0.384566641165348,-0.792657624399806,-0.567989488450468,-0.166345403533445,-0.58327505528452,-0.348052137689135,-0.442065524437059,-0.534136683725351,-0.622828975506519,-0.134962118074312,0.918902565507577
"NMEN_Oss_1 (GE) - TPM",-0.998560547651158,-0.660559483366181,-0.941317652293,-1.33599615358089,-0.474099972576437,-2.15087941025076,-0.495547954033061,-0.60437883402117,-0.659777079121746,-0.770339615545232,-1.65241854945073,-1.27934920689862,0.334747897444574,-1.02360579959847,1.54323810248796,-0.365108249018159,-0.54110144792083,-0.852347023861273,-0.487411388630446,0.291778971865588,-1.61657625358916,-1.48900784986979,-0.624600379005116,-0.834958245559915,1.14734792725874,-0.467364309905121,-1.25762387817133,-0.30593403006872,-2.03767264610813,-1.28889038237753,-1.14049147977735,-0.97736652031427,-1.50571962348208,-0.103645726334359,-0.717885198382195,0.24608256924069,-1.66258045936983,-1.08713541868549,-1.82429283867211,-0.0307246437263352,-0.346132872836761,0.206316432783509,-0.719716269058689,-0.677110476246139,-1.38906597571087,-1.05471311285983,0.131628009850902,-0.9846803361076,-1.22190172963434,-1.72893256039535,-0.760203542047318,-0.716229877640575,-0.980317803228059,-1.48007754901197,-0.826786819289241,-0.51532474012625,-1.58846231170357,-2.0363694905574,-0.336929742049409,1.58172904182054,-0.361334022875827,-1.17741760745635,-1.36514528919907,-1.34625709836632,-0.867234473024582,-1.4478537667889,0.334081533896718,0.379815399843913,-0.579782745438055,-1.01296019380309,0.0467279608524898,-1.79949798255095,-0.379304207534455,-1.14516308219113,0.083224178045763,-0.887592567152458,-0.11151556529901,1.08691726245913,-1.18124233849087,-0.541174859840286,-0.13129227994306,-0.952597902500546,-1.23646466797978,-0.978808988099068,-0.575231273741085,-0.98587187723892,-0.85269074366,-1.45811734842447,-0.144065856720299,-1.88174511521218,-1.44497885512689,-0.897109010804993,-0.656564696963445,-1.24591275730011,-0.483190366769147,-2.04548044408754,-0.487547020186858,-0.66801914791,-1.58989996223677,-0.472701419892076,-1.37627724362157,-0.285597414850268,-0.727434583158971,-0.70373691944141,-1.74860405706227,-0.847275021378784,0.481254091526881,-0.690950435245394,-1.11332932214521,-0.55883452762175,-1.33913292245324
"NMEN_Oss_2 (GE) - TPM",-1.03082529360106,-0.40599336072799,-1.30847477066747,-1.09016866150547,-0.714789178635948,-2.36318378633494,-0.619973049716664,-0.808360792137692,-0.933429163182026,-1.04191306298428,-1.54513708690721,-1.48022238981637,-0.22719054161247,-2.09418331036994,0.198786352700458,-0.545589580357237,-0.605357010549642,-0.657105364513599,-0.931580763796487,-0.883208633976579,-1.76657513330175,-1.39284343189066,-0.575630404509565,-0.571589930563602,0.504899948725321,0.642401723171677,-1.23984407608535,-0.426547612248709,-2.19447291955316,-1.46933423194072,-1.68227884079763,-1.27508399319669,-1.80409189616635,-1.12873796069992,-0.78044822173898,-0.401363612574471,-1.48578208070276,-1.49406855208357,-1.69288963955811,-0.208265822324296,-0.346132872836761,-0.877473361830739,-0.906735430206655,-0.953551540503689,-1.03476096526223,-1.25238850149563,2.2132181475884,-0.923253007867848,-1.47909620386182,-0.858980938812923,0.211399689518322,-1.23701279229769,-1.43382148021964,-1.33915768707964,-1.30297513770235,-0.98484338568625,-1.90216099357405,-1.93137377722995,-0.504411707352456,3.4643834221758,0.263968004651079,-1.42552514408332,-2.03170243622963,-1.49787465789766,-0.880534548982354,-1.46555500354286,-0.0865774559605747,0.582893216107839,-1.01622911840511,-1.13717062410688,-0.02980974520684,-1.8871660129543,-1.24035341477006,-1.40514675740197,-0.41620934126797,-1.04278286435885,-0.801205277265344,-0.169663448467811,-1.41260875101113,-1.45951962803042,0.315529559127985,-0.535641780232036,-1.66449660605708,-1.0599918123015,-1.48032718149436,-0.714040676164448,-1.19426504986055,-1.76482485901624,-0.622022992985095,-1.75303992429122,-1.66056431022492,-1.19849473491303,-0.712440423069594,-1.60390072190846,-0.898126399338571,-2.18756495097184,-0.885454894034286,-1.07646100489818,-2.08851053794682,-1.11278380050975,-1.47927860070966,-1.08218287138136,-0.93745066342582,-0.790007409983384,-1.59488585057029,-1.15739411629596,-0.665329975434487,-1.73005374683428,-1.16528912884853,-0.828583872980565,-0.735787126046558
