"","B4U56_RS00200","B4U56_RS00205","B4U56_RS00645","B4U56_RS01515","B4U56_RS01710","B4U56_RS01745","B4U56_RS01835","B4U56_RS01895","B4U56_RS03185","B4U56_RS03195","B4U56_RS03200","B4U56_RS04190","B4U56_RS04195","B4U56_RS05110","B4U56_RS07010","B4U56_RS07015","B4U56_RS07380","B4U56_RS07805","B4U56_RS07810","B4U56_RS07815","B4U56_RS08155","B4U56_RS08270","B4U56_RS09120","B4U56_RS09125","B4U56_RS09130","B4U56_RS09225"
"SEPI_Oxs_2 (GE) - TPM",-1.50677860543168,-1.1490145045691,-1.24834918616292,-0.762476503838998,0.0226826191948653,-1.07978416823773,0.648131935897579,-1.66391331298281,-0.0536760227368647,-1.28385847631279,-1.47211287117375,0.388137156714698,0.0563594848016723,-0.874805699760363,0.731672426926813,0.460589515358837,-0.090319098685041,-0.928258379368327,-1.02292763012806,-1.26384976277929,-1.08117739041944,0.0313822931159389,-0.576084996018265,-1.01172884836441,-0.773026434351172,-1.10032305250162
"SEPI_Oxs_3 (GE) - TPM",-0.800405012295075,-0.920088045880368,-0.506766474737127,-1.268808219684,-0.14614955217522,-0.405044690384343,0.348675928337171,-1.0105618277554,-0.475733726567599,-0.99247435738811,0.0587984697298285,-0.177051336919244,0.302749305612561,-0.743959972097549,-0.428370931429379,0.365602194777515,0.00249312416936464,-0.44234369229539,-0.466284707171767,-0.632466935340146,-0.383752903152622,-0.231184229820312,-0.0883257616322691,-0.829579162494781,-0.888399790170214,-0.549184770504996
"SEPI_Sp_1 (GE) - TPM",0.440984576527196,1.02727788347038,0.391736580243216,0.657077802804952,-0.842993597871146,1.25297983764564,-0.419028436076101,0.390566414814114,-0.332134970972725,0.320357003510988,0.495542182908594,-0.358824754572592,-0.315715564478802,-0.102654111317151,0.700880247542944,0.448658038049953,0.750346832771709,-0.0939580552809516,-0.0436292982364446,-0.394868303925937,0.10575666075311,-0.119944281997632,0.472989987090683,0.233190240235723,0.977472341463993,-0.0992720039538394
"SEPI_Sp_2 (GE) - TPM",0.876222281955572,1.50661683353321,1.2408527306261,0.944363913661352,-0.699493414198989,1.4721468673799,0.440934898437578,0.462768209649068,-0.11848174889421,0.302978992545595,-0.650345914940956,-0.74916687537985,0.455328225679681,1.37682735818399,2.63079916057622,1.74292761756185,1.16860713973671,-0.0773654382877432,0.0698052069559683,-0.650338347683204,0.405223391424541,-0.396071866982659,-0.327626154898477,0.679855808335944,-0.0609630236424448,1.13193788102213
"SEPI_Sp_3 (GE) - TPM",0.433372103586357,0.492134042445892,0.40467238577236,-0.020392722130639,-0.299666566357766,0.13158366270636,0.0623377285799548,0.942535682700196,-0.543353857586773,-0.531278811763637,0.473006391029495,0.718692915873412,0.745639877071963,0.286777087144599,-0.710251415259546,-0.970765181819354,0.750907918929942,-0.00407635794576221,0.190182155111648,-0.510054322945144,0.415857345960698,0.148986299516671,0.696509771215124,0.546878963780703,0.249551235176478,0.698119016884561
"SEPI_Tm_1 (GE) - TPM",-1.72475058400255,-1.68059988214747,-1.12527404780945,-1.08971184445132,2.17098696030641,-2.17228641738717,0.993840342990036,-0.797609003174609,-1.01610695286796,-1.46811899584625,-1.73055902981387,2.29127705920014,1.84630333698499,-1.69780872086357,-1.36241470204768,-1.64570468486269,1.16781149015927,-1.77886412733071,-1.82035323214911,-1.62968648510292,-1.41506430319382,-1.72451828441485,-1.39793646326593,-1.42031917841495,-1.07123579103913,-2.06491009259032
"SEPI_Tm_2 (GE) - TPM",-1.36126870880359,-1.50633085002951,-0.961666072005338,-0.775458984954883,1.76439593329615,-2.30206739157649,1.59253508639336,-0.646066560559536,-1.20260413514001,-1.72269926173736,-1.9712169653277,1.73462198501123,1.05931502381083,-1.55604890121333,-1.24056728463572,-1.68013921576484,2.06938786481611,-1.82252678962985,-1.89077900984331,-1.66040895642072,-1.33173303638096,-1.76821594713922,-1.71180149454633,-1.50899783719788,-2.02606651991598,-1.94791290973584
"SEPI_Tm_3 (GE) - TPM",-1.47410569657845,-1.51264560038418,-0.773449858528108,-0.633507269884293,1.74556021248967,-1.76498557890818,0.744965477109859,-0.830775751529894,-0.794334362358949,-0.730539676865525,-1.96702072784509,1.51540989373177,1.26125844577714,-1.16115802310603,-1.01900995986158,-1.09163005144306,2.09427257750636,-1.77818299228174,-1.69697157128175,-1.48126341134861,-1.53746160007038,-1.82650683568298,-1.50113314270827,-1.22449749988449,-1.41603937638314,-1.90627292641249
"SEPI_Vic_1 (GE) - TPM",-0.686662276755836,-0.564383950567886,-1.04223412105882,-0.660039056533364,0.547763716907882,-0.820881011422727,-0.171282726001556,-1.16423062292409,0.614299628521808,0.814259189491295,-0.20123721743312,1.58125484147488,1.55231810197032,-1.21362296823742,0.122708505950871,-0.652625370355741,0.515621975255867,-0.865327043530734,-1.06824751278752,-1.12782928091054,-0.365342200999128,-1.05423686335397,-1.00083500368643,-0.905849455042754,0.133321494786526,-0.044396059897817
"SEPI_Vic_2 (GE) - TPM",-0.776219447934552,-0.478240565491885,0.464775913442041,-0.990286260423367,0.701656690313546,-0.240481459645993,-0.553442232185978,-1.07756337763127,0.171373465942735,0.268476512200119,0.184154620566435,1.78099185596194,1.41513457521436,-0.564346321166396,-0.793528770946002,-1.04684370262196,0.691514996501767,-0.689726263618194,-0.933892925071557,-0.904643753923756,-0.716143729951309,-0.512752273373879,-0.654481586825888,-0.719767865885255,-0.720352507832655,-0.243551463594599
"SEPI_Vic_3 (GE) - TPM",-0.00132211692901854,-0.179190070951378,-0.0452027447491381,-0.000553642355364455,-0.678787199502782,-0.995822605358261,-1.0145687308632,-0.424308086136153,0.0312129806782595,-0.386460669757373,-0.684545254925985,-0.912768721995644,-0.968910017186327,-1.23908450542398,-0.427859979882742,-0.682412641082179,-0.778550576576467,-0.335223755204562,-0.269256234998945,-0.0943133526753907,-0.380959404091159,-0.145989000813693,-0.433704453029375,-0.128624554587613,-0.858628117367046,-0.561310235313345
