"","ETEC_RS00650","ETEC_RS00705","ETEC_RS02515","ETEC_RS04045","ETEC_RS04050","ETEC_RS04175","ETEC_RS04180","ETEC_RS04185","ETEC_RS04670","ETEC_RS04680","ETEC_RS06245","ETEC_RS06250","ETEC_RS06255","ETEC_RS06265","ETEC_RS06345","ETEC_RS06400","ETEC_RS27805","ETEC_RS07125","ETEC_RS07235","ETEC_RS07290","ETEC_RS07295","ETEC_RS07300","ETEC_RS07760","ETEC_RS08430","ETEC_RS08435","ETEC_RS08440","ETEC_RS09860","ETEC_RS10250","ETEC_RS11105","ETEC_RS11125","ETEC_RS12205","ETEC_RS12365","ETEC_RS12725","ETEC_RS12730","ETEC_RS12735","ETEC_RS12740","ETEC_RS12935","ETEC_RS13125","ETEC_RS13130","ETEC_RS13135","ETEC_RS13140","ETEC_RS13145","ETEC_RS13150","ETEC_RS13155","ETEC_RS13160","ETEC_RS13165","ETEC_RS13170","ETEC_RS14020","ETEC_RS28385","ETEC_RS14300","ETEC_RS16220","ETEC_RS16255","ETEC_RS16260","ETEC_RS16390","ETEC_RS16825","ETEC_RS16975","ETEC_RS17015","ETEC_RS17285","ETEC_RS17290","ETEC_RS17295","ETEC_RS17300","ETEC_RS17750","ETEC_RS18235","ETEC_RS18835","ETEC_RS19685","ETEC_RS20500","ETEC_RS20850","ETEC_RS21255","ETEC_RS21715","ETEC_RS22925","ETEC_RS25870"
"ETEC_As_1 (GE) - TPM",1.31446077916579,-0.890305649619767,-0.106512522625242,-0.206377318545794,0.268958267287296,-1.00056543534529,-1.08750790069061,-0.8458215663894,-1.09812879537442,-1.45052831153173,-0.900627988238995,-0.719378340815238,-0.530899613684146,-0.274961015189217,0.087776084660555,-1.04408751085493,1.45444675778015,-0.265623649329937,0.504079590492287,-0.887943573001717,-0.920068000680628,-0.78212956007859,-1.35230122378529,-0.449035666201703,-0.236497469456861,-0.389780964819491,-0.526026406995159,-0.306259778195539,1.69045201898596,1.05726567234431,-0.485074643836856,-1.4989030470214,-0.774736000098747,-0.8812317603963,-0.766938314686818,-0.71055110536392,-1.05615005251477,-1.00162299430672,-1.04095436254863,-1.11311594971544,-1.25922437988686,-1.18687219441781,-0.793491471161147,-1.04702426080344,-1.30121713556439,-1.21877505954814,-1.30354061270963,-1.2882497998783,-0.247448906824106,-1.53107189830285,-0.561370985029177,-1.03639200406338,-1.14190027222741,-1.01607481344496,-1.53589840236146,-0.757723919955889,-0.30725896230473,-0.653246547813555,-0.549704573262533,-0.538725546231027,0.0931914177796885,-0.563173707656324,0.316082835966624,-0.841727457903691,-0.344967166656547,-0.690516963208648,-1.27970614326181,-0.296643714765546,-0.722198171338879,-0.546731729571866,-0.88225393571393
"ETEC_As_2 (GE) - TPM",2.60098653923015,-0.835819641621741,-0.426333538065749,-0.31936634302236,0.0332906709021153,-0.517548267291622,-1.07493972795427,-0.941126805683231,-0.98018640630777,-1.05273881283632,-0.972202592255288,-0.814547181809872,-0.783501496866006,-0.42439322591782,1.02724245614419,-0.432211446362532,2.07047651115017,0.0648849234297304,1.76907913772411,-0.88825114058847,-0.926299658714383,-0.865237302677508,-0.876555335915296,-0.606567787741032,-0.441772106625065,-0.459372721085033,-0.31806083519034,-0.126457302538552,1.00373476871787,0.488660268699422,-0.430609253695962,-1.36934795894142,-0.770615178012048,-0.810389806631431,-0.734177243272372,-0.636279240744067,-0.801130922966651,-0.948874689596347,-1.24432052473606,-1.0437103220332,-1.06250698708523,-1.07292659722141,-0.636071670761865,-1.04018388495284,-1.07307993291775,-1.09103037967336,-1.24140976744854,-1.10373721346368,0.369659297907285,-1.16470724860953,-0.561956855727385,-1.04716719417084,-1.05962159838816,-0.03485869474846,-1.31026801749825,-0.791170354240031,-0.425822333337886,-0.676653025512376,-0.398948906274969,-0.644869336574253,-0.342313273688749,-0.686877610867788,1.03917578939998,-0.67560599715889,0.0232732736658182,-1.220649731664,-0.897814275894522,0.738271424056784,-0.0822198784691537,-0.360711851949712,-0.754190995463162
"ETEC_As_3 (GE) - TPM",1.25050946523968,-0.895159084961935,-0.651987488010154,-0.167566675064411,-0.187609796414128,-0.547673171871841,-0.860162802799272,0.351396801892336,-0.462746991358381,-1.08755753491589,-0.670683777412358,-0.566644845905507,-0.374674814041133,0.164473831600352,0.130308877279736,-0.251181008601879,1.42826654744271,0.370760421142011,1.20887120633702,-0.825456836677134,-0.905976237158196,-0.84968771209969,-0.653265442180391,-0.612338380867855,-0.551954136064696,-0.568503223190586,-0.0220352046398326,-0.245689113272186,0.868817120410721,0.913635078309113,0.0070131194763769,-0.500244787887322,-0.669563630094341,-0.502408746614561,-0.666432633561172,-0.449434410957316,-0.518807419523767,-0.352579497586587,-0.629067442047245,-0.488213016132133,-0.839642854530293,-0.640021455995121,-0.151313630393735,-0.417625770737908,-0.832816152165354,-0.877744453119364,-0.803214117048735,-0.968846292015244,0.684674070162469,-1.06734135331052,0.376384907035229,-0.66520171272689,-0.622007941077802,-0.8593257013122,-0.919160265296667,-0.536029216750772,1.20626013164831,-0.759456315364292,-0.478558862416289,-0.516204682871957,-0.0665762488717326,-0.666289200138979,0.574317381956655,0.156238612842949,0.112745868701967,-0.31951160682487,-0.643228948592209,0.567816969599872,0.181185228733969,0.715786994186425,-0.00399898192673787
"ETEC_Bs_1 (GE) - TPM",-0.55326262871883,-0.841622057808646,-0.0260109867077455,0.120758334662671,-0.0487784816047567,1.20400078972711,1.21254579655834,1.05843462546897,1.30591451838873,0.793774353993727,1.10596588282884,1.17705386544854,1.39392624256422,1.33009813485473,-0.623855240335469,1.24396987854034,-0.669529285066231,1.09459615217734,-1.05455272853579,0.160684673451358,0.501903587495266,0.827462400452688,1.2568461204764,0.513123983470506,1.1160606122803,1.19560752927093,1.308064997736,1.21922172585026,0.693825446925835,0.781433939852632,1.23382604709117,0.648381422562255,0.770125206310042,1.10073271085496,0.248407536610579,0.11543342643058,0.708322669725281,0.608249900054474,0.287697795224447,0.142240533787448,0.523254548872632,0.686778405900043,1.07772400289993,0.422385003932359,0.731146341118368,0.385020269079866,1.2196652039755,-0.0578421814850574,1.34783135495357,0.98559103343181,1.47571017656101,0.806178086762492,1.56838964843314,1.29505543969774,0.570965662416287,0.753297129671097,1.57666001304667,0.227820156052723,0.338265508330102,0.847939314240577,0.247865488693412,1.12107145138093,-0.712579766616938,0.752331433892315,0.654773323388229,0.823183036220518,0.747474248947772,1.2044152421453,0.847618760687685,0.46533015794258,1.26152154167411
"ETEC_Bs_2 (GE) - TPM",-0.280045486954216,-1.06100457469937,0.264163976610029,0.573672186469922,0.00425025407218608,1.52026652623133,1.32994803052317,0.884191754331704,0.766854798221935,-0.194747336428866,0.989063724009191,0.972691118559259,1.48711407101964,1.44850066492238,-0.543340046532907,0.634697872751977,-0.828634828373511,1.2945728061621,-0.897887158816583,0.750369130317138,1.40995115757226,1.46489981228591,1.24819121019981,0.861295400422897,1.31925487227679,1.35093589725972,0.936774469862278,0.898833706406237,0.317195835718271,0.509402354785446,-0.100446605351992,0.805678532877467,1.32440216425034,1.77249442880627,0.57910217259411,0.62472410238909,0.827456793558071,0.62346156283503,0.321364508705537,0.287258768486848,0.645413090644211,0.706508474685587,0.581236007815782,0.39932501579443,0.730220398955131,0.17139480100142,1.01416913156758,-0.013337911214857,1.51571944528618,0.727871550908223,1.23513090089636,0.62793355250223,1.54458108192703,1.30315382864623,0.427116405966597,0.647418110208893,1.41801263265666,-0.34616638166626,0.0643977527724085,0.922708464475593,0.72664430120877,0.511150494217888,0.10312153781541,-0.188998231201991,0.908898451063717,0.526994254529602,0.539359306146617,1.72929558370871,1.17178289915186,1.10897239304881,1.37644174964048
"ETEC_Bs_3 (GE) - TPM",-0.550811156156245,-0.718626185692041,1.26742671946439,0.851836082098508,0.02148232810709,1.86327191576727,1.23421708240702,1.12723066669288,1.29612752592973,0.657474873275536,1.397918181286,1.51667663397158,1.87781872243571,1.80130024235915,-0.675956956916458,1.51323373855386,-0.561205814338346,0.822576579955002,-0.927555959494613,0.831620283161558,1.36993401956098,1.70034730590736,0.587474337165583,1.35439784808551,1.14898576782427,1.70189552463231,1.05821122693151,1.16806079962578,0.91378695929031,0.966453375408434,0.40449125866503,0.726043298895966,1.19721625818882,2.01788266136067,0.856583500514341,0.598323504908328,1.1880160391872,1.6492319772124,1.34574959105354,1.00846841285876,1.23007219024768,1.31243390980293,0.917307250880685,1.49042957192167,1.36968011286786,0.409968350421972,0.780852555768061,1.18080241568956,1.63579715709109,0.972949812803599,0.353758420516134,0.883497943235377,1.37516220605797,1.56295650354279,0.524526209372988,0.776409889046975,1.74036638115457,0.690617205989088,-0.276686536415324,1.32970391647325,1.96121444428367,1.14766055643531,-0.0703103425819036,0.570692514096908,-0.0792070920150939,1.16453601072186,0.847764414360137,1.14974337461398,0.746291908925984,0.574816644717259,1.12369948237215
"ETEC_Ctrl_1 (GE) - TPM",-0.741379149792693,-1.01422139669347,0.440922520539111,0.348881275468691,0.318932940714501,1.3530285894765,1.772784597801,1.14943973456434,1.48367147479513,1.99325385882691,1.25228948940098,2.10043320320554,1.47746791445683,1.78511507296597,-0.764840946516829,0.252146712264693,-0.828634828373511,1.20228217917212,-1.29269085785455,0.428799544837875,1.00411932851385,1.25469530732332,0.928139697995591,0.821216741484094,0.957037967677858,0.849789379791361,1.05827085865521,1.61833470358341,0.828407415206249,1.60902899272887,0.68109006434583,0.923175732020837,1.20776302567498,1.29829006560825,0.987176831422415,0.805462332106926,1.73499432725619,1.20240399845414,1.2643904858197,1.21252198315546,0.896845835471259,0.689782572711378,1.48774119156108,0.455295063051663,1.3871545565354,1.70429826979922,1.49155331180263,-0.377508156358612,-1.04089868869374,1.33175063683927,1.2691700330467,2.19650945867282,0.749001057585696,-0.0638126236522386,2.22103163792347,1.62110549618964,1.13853310806446,2.18376430962766,1.67632290200854,1.21788185437748,1.35198831368698,1.00561524937024,-0.294364937254015,1.67806387894362,-0.184150045160318,0.6261905597546,1.4647172537762,1.45060951170423,0.814260437323325,1.66782375208068,1.62010584694652
"ETEC_Ctrl_2 (GE) - TPM",-1.04685164908467,-0.933968965596701,1.7727607690547,0.692596052375367,0.431986931293354,1.4668485306969,2.25468448578963,1.25466505420334,0.542986152334784,0.446158298157666,0.961856883274297,1.62734255774492,2.01944470564718,1.43565823549936,-0.699461353199104,1.04229802489992,-0.828634828373511,1.2981402610827,-1.13246389861246,1.39165126940948,2.0775723833845,2.22918124079468,1.32289492673762,1.56394882611545,1.61105734419338,1.42353491477346,0.460485017063377,2.1809785406761,0.724401480253546,1.27812469080643,-0.656808367257491,1.2761421958406,2.49774210097764,2.08012573493247,1.94564378678076,1.75738091115496,1.91511838089626,1.52714108814963,1.63675174254243,1.89137839206,1.58111478632013,1.55985196547779,2.00266460190496,1.63041053253196,1.99357625378441,2.44794349981155,2.46173640060526,0.983384763099552,2.37476225231067,0.898621271369412,2.65604238666513,2.05406459487452,1.10281614153662,0.534819620648495,1.93501756974073,2.04419789273445,0.682113371138468,0.694002377678312,0.972664163945506,1.22127668438003,1.04044350049484,0.645905733369244,-1.02644712684129,1.91817242828517,-0.159001757327469,1.07672041635065,1.94688147288516,1.81374357072371,1.77692640314972,0.744217814728141,1.26439443686564
"ETEC_Ctrl_3 (GE) - TPM",-0.64703125115966,-1.22501002900154,1.80730376127791,0.830584553204752,0.295312200032105,2.17990219180212,1.91717402641891,1.1484294376294,1.34317494597949,2.72298967668202,1.38100909475751,2.37560183093054,2.49605035949492,2.04268583719758,-0.267315020261551,1.51584191319922,-0.828634828373511,0.82485814141071,-0.968253094300663,1.08622119848198,1.97462534645476,2.34950645886191,-0.236560800360288,1.56142538813892,2.09580170504893,1.59597406163712,0.840966693049985,1.0508002673306,1.23804957729012,1.74853181627162,1.72725673870903,1.02217628485317,2.00386034014983,2.16281073715726,1.77902804137609,1.60830329242086,1.79801282235982,1.87541397548726,2.04863631679966,2.10357954786981,2.27494884308571,2.23200162429032,2.39841727135835,1.88357586108591,2.07144254797837,2.34603942830644,2.10756486540871,0.615068176098161,-1.04089868869374,0.854418909435814,0.599391797729464,2.1299315206793,1.66445993357658,0.487080024408982,1.42764550967357,1.50577237484891,0.874813535080525,2.59767913408361,1.39540581260021,2.23289616582112,1.50558768404071,0.42655663898571,-0.649022948961737,1.68644334196288,1.75128367068949,2.44212609647068,1.6318881720306,1.15860490502538,1.12386502810412,0.902118671653375,0.909935047947784
"ETEC_Li_1 (GE) - TPM",-0.607830631483646,-1.07171460510002,0.348713310340803,1.37660407425255,1.47384956267862,-0.3798336046242,-0.551145290329316,-0.550555653604355,-0.651100075009874,-0.421218122722837,1.03231361618244,0.321100409321197,0.0914445205552291,-0.118984131393976,-1.47406230067748,-1.32973372237419,-0.828634828373511,0.719355472107358,0.904498483705544,1.27276986093882,1.08348605171467,0.970178164328305,-0.124422078091682,0.422227093379493,1.07413918541768,1.28571978732789,0.411809675420561,2.03296943302908,0.0923249944970161,0.505607181865648,-1.18668957308556,0.462758857515701,0.681430807314662,-0.0315052435760469,0.708990124252746,0.704400931156481,-0.743702779296393,0.407702301074012,0.13640036918993,0.371111679118965,0.508092248299127,0.512377960042933,0.216656018963578,1.02451796865479,-0.0300806688279454,0.534124469969789,0.784070250468707,0.955290777532845,0.59123391012113,0.942761829339326,1.06036323746048,-0.153992898749148,-0.0244314105785065,1.39704645724174,0.0539695203635818,0.781893123754353,-0.171471465112218,-0.753654773259007,0.171301131459045,1.27940431423556,0.869818361318643,1.80649333883301,-0.968406675897079,-0.0184023960535403,-0.543839800218402,0.56302880085929,0.18362650013127,-0.190659987900935,1.73641417627114,-0.251574023866182,0.518584004642507
